persona,dimensions,radius,radius_fraction_of_median_fifth_neighbor,candidate,bigfive_start,direct_start,bigfive_end,direct_end,delta_bigfive,delta_direct,bigfive_gain_fraction,direct_gain_fraction,angle_to_bigfive_optimum,angle_to_direct_optimum,endpoint_fifth_neighbor_distance,path_max_fifth_neighbor_distance,support_threshold,path_outside_reference_support,sphere_norm_error,delta_PC1,unit_PC1,delta_C1_sd,delta_PC2,unit_PC2,delta_C2_sd,delta_PC3,unit_PC3,delta_C3_sd,delta_PC4,unit_PC4,delta_C4_sd,delta_PC5,unit_PC5,delta_C5_sd,delta_bigfive_persona_sd,delta_direct_persona_sd
absurdist,5,4.177581924285131,0.25,bigfive_alternative_1,-0.7076951585732743,-0.7610138408716303,-0.6542401703731078,-0.7073886984279827,0.053454988200166476,0.05362514244364758,0.7077658622761305,0.5529954552677395,45.000000000746006,56.55069263692878,32.16145184414127,32.60131050387912,30.073987370170798,True,0.0,2.041630209822616,0.4887109928243909,-0.08676131064878391,-2.7240975825867806,-0.6520752033014718,0.13906466373409312,-1.3484621615199346,-0.3227853303560729,0.08665540396298195,-1.8646324308541713,-0.44634251695093874,0.105882145248296,0.7536742517521923,0.1804092093014217,0.024678064221711482,0.14147059993360758,0.13566286328138935
absurdist,5,4.177581924285131,0.25,bigfive_alternative_2,-0.7076951585732743,-0.7610138408716303,-0.6543071569234415,-0.6904284694732161,0.053388001649832706,0.07058537139841414,0.7068789330080825,0.7278934435041747,45.00000000000491,43.32251319376291,33.550091623006416,33.83269098627593,30.073987370170798,True,0.0,0.3365321069504319,0.0805566744230921,-0.0718938595251852,-3.5496401892756095,-0.8496877508591348,0.15419319884283061,-1.9360902867444423,-0.46344759285019804,0.13207913515643244,0.643162493849391,0.1539556866881669,-0.03368291426061603,0.7595313093375627,0.18181123030101531,-0.0642077494863926,0.14129331755487587,0.17856947605783932
absurdist,5,4.177581924285131,0.25,direct_alternative_1,-0.7076951585732743,-0.7610138408716303,-0.6508233811902415,-0.6923438556202519,0.05687177738303273,0.06866998525137835,0.753005545674275,0.7081415177073035,41.183713047383705,45.00000000000048,32.50175809341025,32.69435526428334,30.073987370170798,True,8.881784197001252e-16,1.2896095529550775,0.30869760936543594,-0.07667245349089138,-2.6641646107034664,-0.6377288725844339,0.13439947182428325,-2.2188800774539095,-0.5311398118981484,0.14742478596720449,-1.7090862649150431,-0.40910897641043925,0.09238747944197245,0.9202826756344991,0.22029075487058894,0.01568199747659256,0.15051325866054832,0.17372386153533345
absurdist,5,4.177581924285131,0.25,direct_alternative_2,-0.7076951585732743,-0.7610138408716303,-0.6470290770899485,-0.6924215741132045,0.06066608148332575,0.06859226675842578,0.8032436806678842,0.7073400657869063,36.53236189661748,45.00000000000183,31.398820019117064,32.65160394964579,30.073987370170798,True,0.0,1.4204485841333716,0.3400169308173266,-0.11622003201830271,-2.844934211643963,-0.6810002205117232,0.12037342288039324,-2.0941991203861123,-0.5012945666516097,0.10753656915527172,0.08022189246292513,0.01920294895872155,-0.07449136803887156,-1.7171954977546389,-0.4110501071857462,0.09367819723353099,0.16055502455504214,0.1735272464252675
accountant,5,4.177581924285131,0.25,bigfive_optimum,0.2911321425709903,0.029072038538664025,0.3502692814649939,0.10989188633857161,0.05913713889400363,0.08081984779990758,1.0,0.9323573348011532,0.0,21.21792668784314,8.349695152397919,9.365654008988617,30.073987370170798,False,0.0,1.9439823090980926,0.4653367293163849,-0.1120600409634479,-1.4031863762713639,-0.33588482564862626,0.029923711772899465,-3.337880784494196,-0.7989982829757133,0.17096698192049173,0.5954015073430554,0.14252299970034477,-0.07644607483986407,0.4563336751018639,0.10923392607793128,-0.015688979264128593,0.15650862154087458,0.2044610319501423
accountant,5,4.177581924285131,0.25,direct_optimum,0.2911321425709903,0.029072038538664025,0.34624982823104355,0.11575537848058048,0.05511768566005326,0.08668333994191646,0.9320316587998151,1.0,21.21792668784314,0.0,7.306897404290927,9.329152805540913,30.073987370170798,False,8.881784197001252e-16,0.5520405972513817,0.13214357186923317,-0.08323110122734412,-1.095811496798267,-0.26230760201926684,0.023316871072045966,-3.914660497139428,-0.9370637292311881,0.21985098947407494,0.6273167449687453,0.15016264344740335,-0.07143034812154533,0.4780648179931786,0.11443577329126471,-0.018874874877295042,0.14587099015121383,0.21929471064197542
accountant,5,4.177581924285131,0.25,compromise,0.2911321425709903,0.029072038538664025,0.34925818739680903,0.11427331471380153,0.058126044825818735,0.08520127617513751,0.9829025535036932,0.9829025535036833,10.600660502353675,10.617266254015417,7.844292921389723,9.341733243569031,30.073987370170798,False,0.0,1.2702549654335538,0.30406464515975234,-0.09936983947316735,-1.2713830503260324,-0.30433467813885945,0.027097109354598463,-3.689108694369929,-0.8830727347139243,0.19876189761013144,0.621928903503135,0.14887294008233234,-0.07519575085873523,0.4752995648646443,0.11377384656459555,-0.017587669434608044,0.15383272375786874,0.215545331059849
accountant,5,4.177581924285131,0.25,bigfive_alternative_1,0.2911321425709903,0.029072038538664025,0.3329839077881642,0.07020951374347173,0.04185176521717393,0.041137475204807705,0.7077069672272834,0.4745718754304174,45.00000000080751,61.85315656316688,9.99397969513741,9.99397969513741,30.073987370170798,False,8.881784197001252e-16,2.9177490926389975,0.6984301314780998,-0.08950074471317306,-2.37308370116193,-0.5680519841793439,0.08855605811274157,-1.2649734464874094,-0.3028003925270411,0.040522326728082196,-1.278848637806668,-0.3061217376426448,-0.0006751755548864655,-0.2679422606823299,-0.0641381223728318,0.07225842563831901,0.11076224189561504,0.104071102101333
accountant,5,4.177581924285131,0.25,bigfive_alternative_2,0.2911321425709903,0.029072038538664025,0.33292312573493854,0.082144606699184,0.04179098316394825,0.05307256816051997,0.706679151976792,0.612257997858436,44.999999999999815,52.31630396098001,7.815832733798472,9.025011035164693,30.073987370170798,False,8.881784197001252e-16,1.5361251565360245,0.3677067701787528,-0.04871556207726496,-1.9817802837162448,-0.4743845410177965,0.0902318910017557,-1.8345277959765773,-0.43913628247769243,0.12279769508487551,-1.182962635688789,-0.2831692249557064,0.11448580427238957,2.5298546031339733,0.6055786933650338,-0.08971007298577714,0.11060137994756195,0.13426494047860094
accountant,5,4.177581924285131,0.25,direct_alternative_1,0.2911321425709903,0.029072038538664025,0.34222114417263594,0.09048815040838876,0.051089001601645645,0.06141611186972473,0.863907225765803,0.7085111384826377,30.265953317748078,45.000000000000355,9.560342106949875,9.560342106949875,30.073987370170798,False,8.881784197001252e-16,2.3925314137525904,0.572707240005114,-0.09492044128925657,-2.3217526568853613,-0.55576472202461,0.08309275693927456,-2.329442580337313,-0.5576054814857827,0.1075561504406391,-0.9492661340063172,-0.22722861004545253,-0.01858389607158136,-0.10019900352195317,-0.023984928443766963,0.057813236099123505,0.13520892904380696,0.1553727451001666
accountant,5,4.177581924285131,0.25,direct_alternative_2,0.2911321425709903,0.029072038538664025,0.33515773501921187,0.09039816344950924,0.04402559244822157,0.061326124910845214,0.7444660541852096,0.7074730271345999,41.829988854568484,45.00000000035414,9.25507160819982,9.812384211800422,30.073987370170798,False,0.0,1.209263037501561,0.28946482903707277,-0.09879713232421422,-1.627506042763721,-0.3895808801026015,0.03156851798621475,-2.6766329424314064,-0.6407134536061629,0.10682942132386707,0.843403007206791,0.2018878438514678,-0.1901287763342955,-2.33782060473841,-0.5596109536830827,0.1267903962032064,0.11651535592450121,0.1551450927724845
activist,5,4.177581924285131,0.25,bigfive_optimum,0.17981206726751475,0.09187796831602713,0.2418951636350708,0.17160221200226244,0.062083096367556045,0.07972424368623532,1.0,0.9101388162274499,0.0,24.489996298004822,19.306527644838223,20.371189636480334,30.073987370170798,False,0.0,2.2129229754155646,0.5297138429653275,-0.12795877828225538,-1.4639501689208965,-0.3504300323617012,0.03145628900079864,-3.066826824370796,-0.7341153040094102,0.15091396463185555,0.9372812301097591,0.22435974855721036,-0.09643872023327865,0.35789616778045574,0.0856706521301073,-0.03542754871897631,0.16430520676509613,0.20168933225275054
activist,5,4.177581924285131,0.25,direct_optimum,0.17981206726751475,0.09187796831602713,0.2362925292528657,0.17947366499963247,0.05648046198535095,0.08759569668360534,0.9097558802635209,1.0,24.489996298004822,8.537736462515939e-07,19.374753618711985,20.439961911311133,30.073987370170798,False,8.881784197001252e-16,0.6718289832851346,0.16081766808202047,-0.09092861151260673,-1.1226596830239495,-0.26873433085721216,0.021422755971667436,-3.857410841044227,-0.9233597116600671,0.21380733945437966,0.8123981325189472,0.19446611634264122,-0.09252484689490835,0.44817704662185653,0.10728145006959947,-0.02761101015880653,0.14947762801245987,0.22160282437876708
activist,5,4.177581924285131,0.25,compromise,0.17981206726751475,0.09187796831602713,0.24048145509435326,0.17747900313872056,0.060669387826838506,0.08560103482269343,0.9772287688045094,0.9772287688045156,12.235390546173946,12.254608637369616,19.248572180741593,20.396409828199285,30.073987370170798,False,8.881784197001252e-16,1.4765746226912058,0.3534519847731957,-0.11201611702624469,-1.3237190873197013,-0.3168625083387722,0.02708359332266018,-3.5424412443382027,-0.8479645183605552,0.18656603737687932,0.894857470582215,0.2142046491967583,-0.09661303802107084,0.4123421314375824,0.09870354164464232,-0.03225503005690544,0.16056377491522525,0.21655665523126583
activist,5,4.177581924285131,0.25,bigfive_alternative_1,0.17981206726751475,0.09187796831602713,0.22375929685931206,0.13957781096156663,0.04394722959179731,0.0476998426455395,0.707877540959179,0.544545502250308,45.000000007568374,57.1714255216613,22.056181978376735,22.056181978376735,30.073987370170798,False,0.0,2.42525022519061,0.5805392375651901,-0.08332884670789696,-2.2447499621327744,-0.5373323618343874,0.09109306547163683,-1.7737328176758356,-0.4245836107641042,0.06841383745065426,-1.8380816889354472,-0.439986988226444,0.00983402053325505,-0.08232425603441819,-0.019706197873906574,0.06719992894355022,0.11630796573166571,0.1206728213014225
activist,5,4.177581924285131,0.25,bigfive_alternative_2,0.17981206726751475,0.09187796831602713,0.22368919268845922,0.12945075663161232,0.04387712542094446,0.03757278831558519,0.7067483419508401,0.42893417985243815,45.00000000003246,64.67382286894775,20.008233679491227,20.445957456708967,30.073987370170798,False,0.0,3.908680225342246,0.9356322140854486,-0.1256036855879885,0.06538302149223828,0.01565092502726362,-0.02260804093330721,-1.2944235884931874,-0.3098499591278966,0.03364236534398952,-0.412776692387903,-0.09880756376992833,-0.0019855636856176443,0.5694011471771147,0.13629921746526868,-0.010158320212305004,0.11612243245512167,0.09505302572789034
activist,5,4.177581924285131,0.25,direct_alternative_1,0.17981206726751475,0.09187796831602713,0.22865331811250256,0.1539432034315391,0.048841250844987805,0.062065235115511985,0.7867077143805559,0.7085420570338165,38.16281326550859,45.000000000000625,21.766917513812455,21.766917513812455,30.073987370170798,False,8.881784197001252e-16,1.869734850603166,0.4475638980851621,-0.08120013247619665,-2.172108120261975,-0.519943871749126,0.08529954096365784,-2.5771445686521086,-0.6168986306816976,0.12103490496175398,-1.6110958641786015,-0.38565272767314857,-0.005253740851574891,0.030407649355925322,0.007278767934904996,0.06033122007446426,0.12926017367499343,0.1570149210298352
activist,5,4.177581924285131,0.25,direct_alternative_2,0.17981206726751475,0.09187796831602713,0.225604527215999,0.1538503119249448,0.04579245994848424,0.06197234360891768,0.7375994856534714,0.7074815996128335,42.42726483278869,45.00000000000146,20.240701962799022,20.495320199079742,30.073987370170798,False,8.881784197001252e-16,2.2817274953005735,0.5461837820669485,-0.09405995846727418,0.811732652681807,0.1943068184882361,-0.05118217896955262,-3.171552575622129,-0.7591838132928647,0.15786248002416325,-1.0196183730223563,-0.24406903120082643,0.007050045549718207,0.699022964811078,0.16732717095205618,0.021899701843017552,0.12119143600012221,0.15677992067021196
actor,5,4.177581924285131,0.25,bigfive_optimum,-0.30705058187695355,-0.18709335613734224,-0.23532073541299559,-0.10165117091371423,0.07172984646395797,0.08544218522362801,1.0,0.8994432914183368,0.0,25.92470166314794,18.555610010618903,18.555610010618903,30.073987370170798,False,0.0,2.44413010498191,0.5850585695934977,-0.14607364305188492,-1.576968408029407,-0.3774835387098383,0.051287177440525904,-2.9294049635530395,-0.7012202313792614,0.15822016526568897,0.5769205800749693,0.13809916610401174,-0.054064534737671636,0.27809819832021865,0.0665691788600428,-0.02188299348959337,0.1898356870719521,0.2161547916564891
actor,5,4.177581924285131,0.25,direct_optimum,-0.30705058187695355,-0.18709335613734224,-0.24255719174724444,-0.09209883448284883,0.06449339012970912,0.0949945216544934,0.8991151286252237,1.0,25.92470166314794,0.0,18.75165684260633,18.75165684260633,30.073987370170798,False,0.0,0.8507617194684596,0.2036493203215978,-0.1055837462302038,-1.2055364653957257,-0.28857278857601754,0.03265543553661274,-3.8289925727672833,-0.9165571476907665,0.2279656917147644,0.6646541963186862,0.1591002183475844,-0.07537458682404428,0.41488280081373696,0.09931170910184647,-0.021311957686349643,0.1706841381993559,0.24032064469082148
actor,5,4.177581924285131,0.25,compromise,-0.30705058187695355,-0.18709335613734224,-0.23715011922504337,-0.09452155596790335,0.06990046265191019,0.09257180016943889,0.9744961978558397,0.9744961978558485,12.954488056450558,12.970217183450437,18.65021463368177,18.65021463368177,30.073987370170798,False,0.0,1.690949558068013,0.40476753986275654,-0.1291348086680456,-1.427960967034202,-0.34181519187766857,0.04310565236368254,-3.467311690865123,-0.8299805374752646,0.19811584863342274,0.6365474428045621,0.15237222257789435,-0.0663111973993031,0.3554782613032923,0.08509187078697968,-0.022170396443719764,0.18499415526896829,0.23419155451747184
actor,5,4.177581924285131,0.25,bigfive_alternative_1,-0.30705058187695355,-0.18709335613734224,-0.2562941304873423,-0.13440705692940158,0.05075645138961127,0.05268629920794066,0.7076057442157613,0.5546246066648677,45.00000000002305,56.43457556569006,18.52276240619775,18.52276240619775,30.073987370170798,False,0.0,1.9595683307269962,0.46906760088548544,-0.08304220413739602,-2.4321540041962164,-0.5821918153316424,0.12614802669615882,-1.704139754112207,-0.40792491565651817,0.08734877226962998,-2.1886944239229487,-0.5239141837529563,0.07671276536734106,-0.04933567006700749,-0.01180962359593937,0.08718439936286856,0.13432882262925902,0.13328774303509427
actor,5,4.177581924285131,0.25,bigfive_alternative_2,-0.30705058187695355,-0.18709335613734224,-0.25635083486655397,-0.10699295764133443,0.05069974701039959,0.08010039849600781,0.7068152172314301,0.8432107146909237,44.9999999999997,32.54535106014157,19.41977989272881,19.41977989272881,30.073987370170798,False,0.0,0.01755442956110443,0.004202055131236798,-0.04530610333298483,-1.8103252179469973,-0.4333428406091116,0.08818244707360445,-3.296509062965436,-0.789095013027072,0.21839948965064698,-1.0772423430915574,-0.2578626494023562,0.05174284382881875,1.4653266234594768,0.3507595183092008,-0.025100572383386064,0.13417875239603963,0.2026409425647311
actor,5,4.177581924285131,0.25,direct_alternative_1,-0.30705058187695355,-0.18709335613734224,-0.2516950466956094,-0.11982217121227312,0.05535553518134417,0.06727118492506912,0.7717224824837541,0.7081585732884953,39.518499645768564,45.00000000003254,18.511050857001592,18.511050857001592,30.073987370170798,False,0.0,1.4610074854943702,0.34972563362581527,-0.0815317766833714,-2.3444804526183023,-0.5612051409427453,0.11712037619579196,-2.484641057079169,-0.5947557946465266,0.13972740138527054,-1.9088237606222762,-0.4569207247680522,0.053178619267766764,0.06332406410124489,0.015158066376419636,0.07809579360656872,0.14650046769117597,0.17018512487602352
actor,5,4.177581924285131,0.25,direct_alternative_2,-0.30705058187695355,-0.18709335613734224,-0.26946410292425105,-0.11989657260879794,0.03758647895270251,0.0671967835285443,0.5240005493611164,0.7073753555278394,58.34930042140014,45.00000000076449,17.55490469822121,18.33906424315442,30.073987370170798,False,0.0,-1.0646522191339618,-0.25484891461850756,-0.02890211661730376,-2.4623973819724063,-0.5894312610981943,0.1068044285005948,-2.9075278235351263,-0.6959834364068547,0.17103124846865245,-0.5120376616177469,-0.1225679522024854,-0.08847132752300076,-1.2407275720787991,-0.296996586677618,0.11266223256106737,0.09947400431404788,0.16999690147884938
addict,5,4.177581924285131,0.25,bigfive_optimum,-0.5282659131808165,-0.4081005265232567,-0.45833584117595905,-0.32564925034204917,0.06993007200485746,0.08245127618120751,1.0,0.8949348788823271,0.0,26.514643033098885,19.940565993747587,20.621639298788438,30.073987370170798,False,8.881784197001252e-16,2.4386943933248437,0.5837574074007307,-0.1407135114183715,-1.766717241740908,-0.4229042718397986,0.060747899383124915,-2.80854433519892,-0.672289469387131,0.14613532271688262,0.6334791285341282,0.15163775121957168,-0.0537156452857124,0.3073328631125012,0.07356716605027251,-0.02962457242884399,0.185072517514778,0.20858827964329762
addict,5,4.177581924285131,0.25,direct_optimum,-0.5282659131808165,-0.4081005265232567,-0.46570393653893305,-0.31596949204599967,0.06256197664188345,0.09213103447725701,0.8946362394355578,1.0,26.514643033098885,0.0,20.049071181563228,20.642669982049632,30.073987370170798,False,0.0,0.8614194449537124,0.20620049123300405,-0.1017511323807068,-1.311313277671867,-0.3138928934101656,0.037111184448480806,-3.7881004036257306,-0.9067686695992088,0.21646496962704773,0.6762166304121365,0.16186795200380202,-0.07922948533614511,0.4285220677813356,0.1025765803155768,-0.02268972411344395,0.1655725810922924,0.23307648921204288
addict,5,4.177581924285131,0.25,compromise,-0.5282659131808165,-0.4081005265232567,-0.4601999739473861,-0.3184254380462057,0.0680659392334304,0.08967508847705097,0.9733429021594949,0.9733429021595074,13.249809818700186,13.264838246960034,19.95826040108745,20.62506253533933,30.073987370170798,False,0.0,1.695681490757354,0.40590023642624784,-0.12456322391271131,-1.5813893733872901,-0.37854179811396466,0.05029874343036039,-3.3884253685739427,-0.8110972878536119,0.1862446932455768,0.6721826543021323,0.16090232734745386,-0.06818945565141543,0.37789769331713585,0.0904584757800535,-0.026872758270336056,0.18013902130779796,0.2268633464347989
addict,5,4.177581924285131,0.25,bigfive_alternative_1,-0.5282659131808165,-0.4081005265232567,-0.47876781146061864,-0.35344763586594774,0.04949810172019786,0.05465289065730894,0.707822833598107,0.5932082600331625,45.00000000000055,53.742685865970266,20.009958898831748,20.635078482179864,30.073987370170798,False,0.0,1.9764026230004352,0.47309727464857265,-0.07974112804704828,-1.8223795741283197,-0.4362283270938285,0.09721356155327694,-2.0922067247152936,-0.5008176410743429,0.10089915055864285,-2.413543099568797,-0.5777368686747665,0.06764006940547576,-0.1497892562592121,-0.03585549223785577,0.10061303696568044,0.13099855376844546,0.13826289862011412
addict,5,4.177581924285131,0.25,bigfive_alternative_2,-0.5282659131808165,-0.4081005265232567,-0.4788253583502211,-0.32725915892796476,0.049440554830595396,0.08084136759529192,0.7069999131012074,0.8774607606869758,45.0000000000106,28.6914531317927,20.815843192742406,20.815843192742406,30.073987370170798,False,0.0,0.20483160045765916,0.049031139106316866,-0.05090661271037602,-0.9767143281381195,-0.23379896453024201,0.04402879466120798,-3.706569633315285,-0.8872524107231133,0.2254297327779124,-1.0724529718374431,-0.25671620360167124,0.025644994516043376,1.2519784532329385,0.2996897429958067,-0.00509150059039823,0.1308462538003697,0.20451547352224883
addict,5,4.177581924285131,0.25,direct_alternative_1,-0.5282659131808165,-0.4081005265232567,-0.47670279296673,-0.342840368629727,0.05156312021408649,0.06526015789352968,0.7373525971845822,0.7083406613613946,42.5420688714781,45.00000000153716,19.96847737311033,20.627040278702587,30.073987370170798,False,0.0,1.4590605747728826,0.3492595959138629,-0.07430337474323967,-1.7295558357074945,-0.4140088374217716,0.08893261629958074,-2.728141296995691,-0.6530431590429029,0.14271436901436826,-2.210446087952394,-0.5291209431711255,0.047602091882663636,-0.056060149037060705,-0.013419281788627935,0.09559033223602129,0.13646370145701062,0.1650975545162504
addict,5,4.177581924285131,0.25,direct_alternative_2,-0.5282659131808165,-0.4081005265232567,-0.47518983722819863,-0.3429130247059746,0.053076075952617874,0.06518750181728206,0.7589878636036743,0.7075520446193829,40.609115309096474,45.000000000187,18.426050150364244,20.337911342315433,30.073987370170798,False,8.881784197001252e-16,1.4098223674467745,0.33747330225918276,-0.11081695641105493,-1.9302447683502308,-0.46204833402053147,0.06755364037334795,-2.524974725568737,-0.6044105828040252,0.10571803874031901,0.033125633389553634,0.007929379720116944,-0.13555833102322712,-2.3156321141901666,-0.5542996298238767,0.14423032744667064,0.14046779468029494,0.16491374649468848
adolescent,5,4.177581924285131,0.25,bigfive_optimum,-0.8064044989853416,-0.6875110066776411,-0.7313823106620174,-0.6006152013214403,0.07502218832332419,0.08689580535620078,1.0,0.8985652736540728,0.0,26.041183292775667,42.08991677222988,43.14374188829285,30.073987370170798,True,8.881784197001252e-16,2.3380176570212767,0.5596581226641915,-0.14365651210403307,-2.0025882954034295,-0.4793654156156646,0.08610253601672782,-2.7887647434779184,-0.6675547706835534,0.15775776375787998,0.39959774676186915,0.09565288102165667,-0.025601625869424927,0.19651242963528992,0.0470397548622382,-0.021609919115481994,0.19854899136241339,0.21983221348367635
