model,profile_set,construction,x_axis,y_axis,group,smoothing_label,smoothing,fit_rmse_percentile_points,support_fraction,supported_cells,clipped_supported_cells,fitted_nodes_clipped,unclipped_supported_min,unclipped_supported_max,maximum_node_fabric_gap,flat_plane_node_rmse,flat_plane_node_r2,fabric_flat_rmse,fabric_flat_r2,fabric_flat_score
qwen,editorial,,1,2,Response,Gentle,0.3,7.070449545091211,0.3980112872883633,1481,0,0,5.759121265859222,94.24228185180542,22.236866033527157,10.7000242251792,0.7981024589948633,5.885594668704579,0.9269246592540965,92.69246592540965
qwen,editorial,,1,2,Scrutiny,Gentle,0.3,8.159490113248737,0.3980112872883633,1481,0,0,17.78853094877657,96.2371172524958,20.147560797821768,11.169403587606991,0.7876745340330731,5.9579305474163755,0.8912178380194682,89.12178380194682
qwen,editorial,,1,2,Challenge,Gentle,0.3,11.286635891616628,0.3980112872883633,1481,0,0,11.919120521005645,93.63230057999887,34.490669956956665,14.172335014685142,0.7315540493758264,6.053299705634174,0.9179225046731775,91.79225046731774
qwen,editorial,,1,2,Affiliation,Gentle,0.3,16.22299468671138,0.3980112872883633,1481,0,0,29.297768463929895,72.72799254493567,42.972041201083,20.493368707537847,0.012247374994225235,9.230648590242012,-0.05491574404909283,0.0
qwen,editorial,,1,3,Exploration,Detail,0.003,4.026867997393185,0.5178715399086267,1927,5,0,6.218971519562724,106.32264727324497,18.726255370890325,14.709830354542245,0.5402975102850591,12.507581108978039,0.5372859752683756,53.72859752683756
qwen,editorial,,1,3,Response,Detail,0.003,5.268962670296723,0.5178715399086267,1927,0,0,4.275075924582028,99.88754612266686,32.520877735657464,21.418358954437146,0.19102724946016292,19.874361193752684,0.1701106605636844,17.011066056368442
qwen,editorial,,1,3,Scrutiny,Detail,0.003,2.4517820550510603,0.5178715399086267,1927,0,0,3.383251094090982,98.10856118128042,15.093986388553176,10.228307604354558,0.8219468426307441,9.736403435336614,0.7882837747717006,78.82837747717006
qwen,editorial,,1,3,Challenge,Detail,0.003,2.1346763283777896,0.5178715399086267,1927,0,0,0.952182542789263,98.78344265778549,11.78008872261763,10.111730202879453,0.8633451706240216,9.17636673320391,0.8602370310279587,86.02370310279586
qwen,editorial,,1,3,Affiliation,Detail,0.003,1.3343420274558717,0.5178715399086267,1927,0,0,10.966201772107892,95.97621581784836,5.536367233320831,6.359914815195384,0.9048685574173299,6.061680195758818,0.9193152248461033,91.93152248461033
qwen,editorial,,1,3,Exploration,Balanced,0.03,8.433145919324522,0.5178715399086267,1927,0,0,7.986101325657417,84.5370475552824,37.434164922347094,14.709830354542245,0.5402975102850591,8.883142770233299,0.6959573559951786,69.59573559951787
qwen,editorial,,1,3,Response,Balanced,0.03,11.44920679306573,0.5178715399086267,1927,0,0,11.491383510431096,91.9153453014807,50.070978194043036,21.418358954437146,0.19102724946016292,15.300675806794425,0.24928039384353806,24.928039384353806
qwen,editorial,,1,3,Scrutiny,Balanced,0.03,5.177876440777462,0.5178715399086267,1927,0,0,6.615764095753339,95.79099059899494,21.657409248738396,10.228307604354558,0.8219468426307441,7.830907159554677,0.8527694571844556,85.27694571844556
qwen,editorial,,1,3,Challenge,Balanced,0.03,4.473616996635841,0.5178715399086267,1927,0,0,1.6648805092825731,98.35087789467222,20.431878706846618,10.111730202879453,0.8633451706240216,8.009868533899537,0.8886211408386833,88.86211408386832
qwen,editorial,,1,3,Affiliation,Balanced,0.03,2.9096198591879534,0.5178715399086267,1927,0,0,11.899092267045893,95.47597748899003,10.297670339818765,6.359914815195384,0.9048685574173299,5.050431203645718,0.9425551303292155,94.25551303292154
qwen,editorial,,1,3,Exploration,Gentle,0.3,11.592539114634029,0.5178715399086267,1927,0,0,9.879874201673974,77.53687980162235,45.592446233794206,14.709830354542245,0.5402975102850591,6.2943237942577195,0.8145267952221045,81.45267952221045
qwen,editorial,,1,3,Response,Gentle,0.3,15.898243133553535,0.5178715399086267,1927,0,0,14.109889079800565,85.20454259571224,55.10265481476995,21.418358954437146,0.19102724946016292,12.420123100021685,0.33040465177901346,33.040465177901346
qwen,editorial,,1,3,Scrutiny,Gentle,0.3,7.173063699802098,0.5178715399086267,1927,0,0,10.982844923160151,96.36037214960935,21.818797156598087,10.228307604354558,0.8219468426307441,6.618232672417594,0.8922371705470153,89.22371705470154
qwen,editorial,,1,3,Challenge,Gentle,0.3,6.24550547225958,0.5178715399086267,1927,0,0,4.43352164669173,98.40234242344148,24.870337124390602,10.111730202879453,0.8633451706240216,7.240912788777185,0.9067476282140974,90.67476282140974
qwen,editorial,,1,3,Affiliation,Gentle,0.3,4.149655970620492,0.5178715399086267,1927,0,0,12.555114429783353,95.04708451690165,13.839602218827174,6.359914815195384,0.9048685574173299,4.264244090003515,0.9577101128005545,95.77101128005545
qwen,editorial,,2,3,Exploration,Detail,0.003,5.23160179811731,0.42461703843052945,1580,0,0,8.141042382153234,94.22810971107234,23.867161198885874,20.903198659283362,0.07170283604856442,16.64398075173174,0.03661304740576965,3.661304740576965
qwen,editorial,,2,3,Response,Detail,0.003,2.5268239946532267,0.42461703843052945,1580,0,0,6.038746280330221,96.01169637196958,9.514847488301989,10.435863381776342,0.8079482461044643,8.88227979065503,0.8693475830895326,86.93475830895326
qwen,editorial,,2,3,Scrutiny,Detail,0.003,4.184079071815789,0.42461703843052945,1580,1,0,-0.7602449592936242,97.96237373471781,18.584228084361495,19.849160712711317,0.32945733740695804,17.350036612928335,0.28681239261770086,28.681239261770088
qwen,editorial,,2,3,Challenge,Detail,0.003,5.406412366529358,0.42461703843052945,1580,24,0,1.3291997117834276,119.13535099745039,22.12410435984711,23.860134787334076,0.23911359796721132,19.944121372072107,0.27939681602185973,27.939681602185974
qwen,editorial,,2,3,Affiliation,Detail,0.003,1.1478000451988086,0.42461703843052945,1580,7,0,11.004074883083364,105.77356852683465,6.161412738761875,6.748481738885169,0.8928891072526506,6.562718336387256,0.9200131730897477,92.00131730897478
qwen,editorial,,2,3,Exploration,Balanced,0.03,10.90188534824313,0.42461703843052945,1580,0,0,15.155093408358434,93.2393600096023,37.28212523489459,20.903198659283362,0.07170283604856442,13.753360386956833,0.13138454805745114,13.138454805745114
qwen,editorial,,2,3,Response,Balanced,0.03,5.217392943212232,0.42461703843052945,1580,0,0,12.155473062024921,95.66182761049453,16.979116642666803,10.435863381776342,0.8079482461044643,7.203703056375272,0.9092012445190354,90.92012445190353
qwen,editorial,,2,3,Scrutiny,Balanced,0.03,9.260136166808,0.42461703843052945,1580,0,0,8.12479005230522,92.45377307908015,35.20734600313389,19.849160712711317,0.32945733740695804,14.748027223731361,0.37548579983059405,37.548579983059405
qwen,editorial,,2,3,Challenge,Balanced,0.03,11.62455662547468,0.42461703843052945,1580,4,0,12.1000408040143,105.02573524183131,39.33368159812616,23.860134787334076,0.23911359796721132,17.1230529897829,0.3510952840870829,35.10952840870829
qwen,editorial,,2,3,Affiliation,Balanced,0.03,2.512021689834655,0.42461703843052945,1580,3,0,14.502644961201579,102.428099368592,12.420488281980745,6.748481738885169,0.8928891072526506,5.574316818996166,0.9413567772452449,94.1356777245245
qwen,editorial,,2,3,Exploration,Gentle,0.3,15.051029354491174,0.42461703843052945,1580,0,0,20.488478577274165,89.4398145331795,46.40135441848455,20.903198659283362,0.07170283604856442,11.159227012727259,0.25081458761147357,25.081458761147356
qwen,editorial,,2,3,Response,Gentle,0.3,7.162616263960433,0.42461703843052945,1580,0,0,16.224579079152058,95.93430031213254,20.985557204086696,10.435863381776342,0.8079482461044643,6.094565060809092,0.933774445989348,93.3774445989348
qwen,editorial,,2,3,Scrutiny,Gentle,0.3,12.56966077359235,0.42461703843052945,1580,0,0,7.562459522766428,86.75626998335497,44.33189660787248,19.849160712711317,0.32945733740695804,13.195905566544011,0.46053880584616025,46.053880584616024
qwen,editorial,,2,3,Challenge,Gentle,0.3,15.955086292353347,0.42461703843052945,1580,0,0,20.775708169223126,98.56979956660653,51.82697271710633,23.860134787334076,0.23911359796721132,15.125198387812151,0.4146172025035213,41.46172025035213
qwen,editorial,,2,3,Affiliation,Gentle,0.3,3.685130546145184,0.42461703843052945,1580,0,0,14.55965163811736,96.90461108526743,16.53441245404011,6.748481738885169,0.8928891072526506,4.875218058025486,0.9552046125098582,95.52046125098582
qwen,big_five,human_anchored_strict,1,2,Openness,Detail,0.003,4.268705712102972,0.3980112872883633,1481,45,0,2.6466595679312186,107.44571463177698,19.698447232524913,17.97816601685022,0.612137527244716,14.491329695216132,0.6494639815900825,64.94639815900824
qwen,big_five,human_anchored_strict,1,2,Conscientiousness,Detail,0.003,0.843693421039271,0.3980112872883633,1481,4,0,2.3927512716067767,100.9597184382737,4.0520825259281,5.964706441231277,0.9573061679373813,4.98336413963032,0.9615252561670554,96.15252561670555
qwen,big_five,human_anchored_strict,1,2,Extraversion,Detail,0.003,1.746446031909763,0.3980112872883633,1481,0,0,0.10530046515118485,98.5262880451542,8.559833007406802,7.250266506541335,0.9369195285790137,6.226048497952186,0.9393198536739655,93.93198536739655
qwen,big_five,human_anchored_strict,1,2,Agreeableness,Detail,0.003,6.669202528588593,0.3980112872883633,1481,47,0,-13.936752149550047,102.13442144306472,25.45273539545019,26.165115213330857,0.17845323161940418,21.55538973681647,0.24820352708982052,24.820352708982053
qwen,big_five,human_anchored_strict,1,2,Neuroticism,Detail,0.003,3.132018995552995,0.3980112872883633,1481,4,0,1.5999171924034692,100.32711139989581,13.829303497203135,10.838895070671136,0.8590201601801482,8.340569128735753,0.8825610950426551,88.25610950426551
qwen,big_five,human_anchored_strict,1,2,Openness,Balanced,0.03,9.742626153130065,0.3980112872883633,1481,7,0,4.226058120825391,103.01880882647654,34.995190669080195,17.97816601685022,0.612137527244716,11.34281986962454,0.7438922736956077,74.38922736956077
qwen,big_five,human_anchored_strict,1,2,Conscientiousness,Balanced,0.03,1.8117108634343033,0.3980112872883633,1481,0,0,2.7129950919573655,99.59278050857795,5.75819149240197,5.964706441231277,0.9573061679373813,4.469210406545904,0.9684790427445777,96.84790427445778
qwen,big_five,human_anchored_strict,1,2,Extraversion,Balanced,0.03,3.507739007395024,0.3980112872883633,1481,0,1,0.2800065617735594,98.12635394672186,13.59054934638203,7.250266506541335,0.9369195285790137,4.946147987028268,0.9600503804248076,96.00503804248076
qwen,big_five,human_anchored_strict,1,2,Agreeableness,Balanced,0.03,14.921123537879577,0.3980112872883633,1481,6,0,-3.548425554083238,94.07408056815541,44.748278377184846,26.165115213330857,0.17845323161940418,16.49991772712347,0.36946944528179193,36.946944528179195
qwen,big_five,human_anchored_strict,1,2,Neuroticism,Balanced,0.03,6.580975002092759,0.3980112872883633,1481,0,0,3.5171109425359735,98.89651867761818,23.332594031525613,10.838895070671136,0.8590201601801482,6.427943352476342,0.9264576534351414,92.64576534351414
qwen,big_five,human_anchored_strict,1,2,Openness,Gentle,0.3,13.930490984961656,0.3980112872883633,1481,0,0,5.7009865025007995,94.35055839547512,44.674865386507896,17.97816601685022,0.612137527244716,8.103734471184055,0.8459545620978195,84.59545620978194
qwen,big_five,human_anchored_strict,1,2,Conscientiousness,Gentle,0.3,2.4844937938888103,0.3980112872883633,1481,1,2,2.982389779584175,100.16283897332104,8.360256434742787,5.964706441231277,0.9573061679373813,4.157088181334813,0.9723386590275953,97.23386590275953
qwen,big_five,human_anchored_strict,1,2,Extraversion,Gentle,0.3,4.950997809149429,0.3980112872883633,1481,0,2,0.20187063602564947,97.1810820059632,16.183329200168195,7.250266506541335,0.9369195285790137,3.8520599197608396,0.9749685747100099,97.496857471001
qwen,big_five,human_anchored_strict,1,2,Agreeableness,Gentle,0.3,20.382251015426423,0.3980112872883633,1481,0,0,10.563685765052472,80.82469615731351,57.427339466520586,26.165115213330857,0.17845323161940418,11.533795591466964,0.5456237767609544,54.562377676095444
qwen,big_five,human_anchored_strict,1,2,Neuroticism,Gentle,0.3,8.733126824565005,0.3980112872883633,1481,0,0,5.77442957293298,97.05551124799342,26.640862093272432,10.838895070671136,0.8590201601801482,4.503721934418076,0.962842566521209,96.2842566521209
qwen,big_five,human_anchored_strict,1,3,Openness,Detail,0.003,4.302334754290277,0.5178715399086267,1927,5,0,-0.8260303093825,100.01926811559349,27.923476314305333,17.45666778176466,0.6343128644161482,15.718691664838564,0.6060967828572983,60.60967828572983
qwen,big_five,human_anchored_strict,1,3,Conscientiousness,Detail,0.003,3.7054177596467945,0.5178715399086267,1927,15,0,-2.8636261866833204,100.4115704413209,22.78028441793554,17.220127809526314,0.6441559324921948,16.93610523291945,0.5307240124605521,53.072401246055215
qwen,big_five,human_anchored_strict,1,3,Extraversion,Detail,0.003,3.858361177836152,0.5178715399086267,1927,5,0,0.12178855740140741,101.85228274487048,26.28589476491004,15.827850241669388,0.6993710128134087,15.15840402600489,0.6216616858192556,62.16616858192556
qwen,big_five,human_anchored_strict,1,3,Agreeableness,Detail,0.003,1.8862160230976701,0.5178715399086267,1927,0,0,0.37119295499958843,99.78185789153243,10.961695131359,9.373097977758123,0.8945726470785161,8.323392608889877,0.9206670985913785,92.06670985913786
qwen,big_five,human_anchored_strict,1,3,Neuroticism,Detail,0.003,3.2653328721293433,0.5178715399086267,1927,18,0,-3.498237006566309,101.10468068087962,23.02830419393013,14.629967661731198,0.7431534591421436,13.38778164139369,0.6997756048113495,69.97756048113494
qwen,big_five,human_anchored_strict,1,3,Openness,Balanced,0.03,8.91075211737209,0.5178715399086267,1927,0,0,0.5492733597829436,99.57566513474909,50.10599648194935,17.45666778176466,0.6343128644161482,12.751881495274572,0.6973691206074106,69.73691206074106
qwen,big_five,human_anchored_strict,1,3,Conscientiousness,Balanced,0.03,8.157560810643455,0.5178715399086267,1927,0,0,4.746924873372108,98.7968952561366,35.467094460870456,17.220127809526314,0.6441559324921948,14.020047104037891,0.6215989371653816,62.159893716538164
qwen,big_five,human_anchored_strict,1,3,Extraversion,Balanced,0.03,7.834503316310466,0.5178715399086267,1927,0,1,0.7901405183115882,95.26681115959273,42.973126274431706,15.827850241669388,0.6993710128134087,12.383800071747666,0.7091570222606003,70.91570222606003
qwen,big_five,human_anchored_strict,1,3,Agreeableness,Balanced,0.03,3.681029498019009,0.5178715399086267,1927,0,1,0.6928324563500142,99.5254393540894,16.140091406656147,9.373097977758123,0.8945726470785161,7.3111048619188646,0.9374976321423113,93.74976321423112
qwen,big_five,human_anchored_strict,1,3,Neuroticism,Balanced,0.03,7.0856069481818755,0.5178715399086267,1927,5,1,-2.099907786327678,97.4795365369502,38.03977936776664,14.629967661731198,0.7431534591421436,11.079210095766216,0.772039857903671,77.2039857903671
qwen,big_five,human_anchored_strict,1,3,Openness,Gentle,0.3,12.474190668319215,0.5178715399086267,1927,0,0,1.7491254010585344,98.59553770010021,64.00086106281658,17.45666778176466,0.6343128644161482,10.551682642166565,0.7704923521022491,77.04923521022491
qwen,big_five,human_anchored_strict,1,3,Conscientiousness,Gentle,0.3,11.482672249279775,0.5178715399086267,1927,0,0,6.403381915302459,98.50973596373775,38.48002803115982,17.220127809526314,0.6441559324921948,12.045223907244207,0.6967800113137533,69.67800113137534
qwen,big_five,human_anchored_strict,1,3,Extraversion,Gentle,0.3,10.977868727724495,0.5178715399086267,1927,0,1,1.0690691687612863,94.50509968804894,49.98061074847193,15.827850241669388,0.6993710128134087,10.391660326085587,0.7787778056790872,77.87778056790872
qwen,big_five,human_anchored_strict,1,3,Agreeableness,Gentle,0.3,5.015041447885758,0.5178715399086267,1927,0,3,0.9133297504699676,99.81586352206378,21.603786108770144,9.373097977758123,0.8945726470785161,6.623247887464623,0.9479192729329702,94.79192729329702
qwen,big_five,human_anchored_strict,1,3,Neuroticism,Gentle,0.3,10.037496565561815,0.5178715399086267,1927,0,1,0.7191197124694569,97.63312951736769,44.18554534349323,14.629967661731198,0.7431534591421436,9.41497817093826,0.8266662645401724,82.66662645401725
qwen,big_five,human_anchored_strict,2,3,Openness,Detail,0.003,6.54585447949507,0.42461703843052945,1580,7,0,-1.3433187198352257,101.20032362235051,34.07240770397742,26.22107949543457,0.17493507816354126,21.277947681196153,0.17309500970634772,17.309500970634772
qwen,big_five,human_anchored_strict,2,3,Conscientiousness,Detail,0.003,4.840580876761936,0.42461703843052945,1580,12,0,-1.7569365036985043,103.8059434577285,21.015713795350518,23.90792662557286,0.31408418339825794,21.08469666175027,0.22351278284482345,22.351278284482344
qwen,big_five,human_anchored_strict,2,3,Extraversion,Detail,0.003,5.505301349719372,0.42461703843052945,1580,8,0,-1.1966222916706872,101.53958314564898,21.703238701668816,25.18459407188902,0.23887340123705625,21.574143155154484,0.13640615583660765,13.640615583660765
qwen,big_five,human_anchored_strict,2,3,Agreeableness,Detail,0.003,3.4409718649428576,0.42461703843052945,1580,55,0,-7.0932514497141534,108.29130498223586,16.35862973687885,15.356527337322046,0.7170087397325032,12.301543473666984,0.8382221322423556,83.82221322423557
qwen,big_five,human_anchored_strict,2,3,Neuroticism,Detail,0.003,5.393659394668151,0.42461703843052945,1580,13,0,0.3610495765405066,117.88095921771051,18.160848405286686,24.942880719110377,0.2534133694987707,21.04363539506173,0.2202780450746059,22.02780450746059
qwen,big_five,human_anchored_strict,2,3,Openness,Balanced,0.03,13.714630846574538,0.42461703843052945,1580,1,0,8.033546835934773,100.0186849830477,44.584994349431,26.22107949543457,0.17493507816354126,17.726081827836616,0.23752033826951036,23.752033826951035
qwen,big_five,human_anchored_strict,2,3,Conscientiousness,Balanced,0.03,10.893458537248371,0.42461703843052945,1580,0,0,3.844881549199203,95.86601016478245,39.29146894333509,23.90792662557286,0.31408418339825794,18.07160102974354,0.2914777797876611,29.147777978766108
qwen,big_five,human_anchored_strict,2,3,Extraversion,Balanced,0.03,12.048772151169867,0.42461703843052945,1580,0,0,5.818860286262177,96.90572812827789,38.59313223165002,25.18459407188902,0.23887340123705625,18.310017623650758,0.18486673171902934,18.486673171902936
qwen,big_five,human_anchored_strict,2,3,Agreeableness,Balanced,0.03,7.346424968370605,0.42461703843052945,1580,18,1,-2.287869240553235,105.47470214235268,29.970047400660047,15.356527337322046,0.7170087397325032,10.58857915610973,0.8764687919848709,87.6468791984871
qwen,big_five,human_anchored_strict,2,3,Neuroticism,Balanced,0.03,11.753786556723448,0.42461703843052945,1580,2,0,7.459487314311651,103.17606105836745,41.157562577542,24.942880719110377,0.2534133694987707,18.19235973152703,0.26470113440549037,26.470113440549035
qwen,big_five,human_anchored_strict,2,3,Openness,Gentle,0.3,18.932276373213185,0.42461703843052945,1580,0,0,16.097050534357383,98.46174180853826,56.568031735882855,26.22107949543457,0.17493507816354126,14.712917250931287,0.3258390595538557,32.583905955385575
qwen,big_five,human_anchored_strict,2,3,Conscientiousness,Gentle,0.3,15.052868377659042,0.42461703843052945,1580,0,0,4.703355316681851,88.37434467188058,50.140117326049854,23.90792662557286,0.31408418339825794,16.116491103964787,0.3727933917967351,37.27933917967351
qwen,big_five,human_anchored_strict,2,3,Extraversion,Gentle,0.3,16.655230403905065,0.42461703843052945,1580,0,0,14.884841824342436,95.72960307202455,53.0682068145978,25.18459407188902,0.23887340123705625,15.984452280306604,0.2669791456502877,26.697914565028768
qwen,big_five,human_anchored_strict,2,3,Agreeableness,Gentle,0.3,10.205291599560205,0.42461703843052945,1580,4,2,0.6307000371761731,102.26075585751248,40.19657802590477,15.356527337322046,0.7170087397325032,9.548667746533551,0.8975723184804326,89.75723184804326
qwen,big_five,human_anchored_strict,2,3,Neuroticism,Gentle,0.3,16.469611196390005,0.42461703843052945,1580,0,1,17.193378270046253,96.2482406712312,55.6085819402286,24.942880719110377,0.2534133694987707,15.930264392992008,0.33088840373994255,33.08884037399425
llama,editorial,,1,2,Exploration,Detail,0.003,3.3782592796884994,0.28218220908357966,1050,0,0,1.3364647841963369,94.5804375266844,14.12200472513198,13.96280145323392,0.6801202213130961,11.78613411061395,0.8023599476987564,80.23599476987565
llama,editorial,,1,2,Response,Detail,0.003,3.1482770019317727,0.28218220908357966,1050,0,0,17.212628789161275,89.98581180183261,12.893464758276629,9.831236924932758,0.6309241050896601,8.086622974295397,0.7763969449358589,77.63969449358589
llama,editorial,,1,2,Scrutiny,Detail,0.003,3.4117838222526586,0.28218220908357966,1050,0,0,2.6486222845654868,96.83722290842306,16.741582323651308,14.307028545549684,0.7011998160195458,12.323880110929053,0.6579477703980827,65.79477703980827
llama,editorial,,1,2,Challenge,Detail,0.003,2.303669842850026,0.28218220908357966,1050,4,0,6.408589152223278,102.44174002233439,10.228599929783936,12.621453201291219,0.7513320311653693,11.163960890106502,0.648198617397264,64.8198617397264
llama,editorial,,1,2,Affiliation,Detail,0.003,5.790539076047382,0.28218220908357966,1050,1,0,3.5039893113230285,100.5919491413148,21.221479018426677,16.799751870634548,0.37276294466166726,13.52224336720534,0.4406450899059312,44.06450899059312
llama,editorial,,1,2,Exploration,Balanced,0.03,5.922847724192789,0.28218220908357966,1050,0,0,3.5309761270578455,93.1275646307903,19.10059737643345,13.96280145323392,0.6801202213130961,10.826979364330416,0.8264435317520377,82.64435317520376
llama,editorial,,1,2,Response,Balanced,0.03,5.309314875700002,0.28218220908357966,1050,0,0,21.04773009665221,86.0761785478373,22.835593500449495,9.831236924932758,0.6309241050896601,6.733087097049898,0.8372720692402005,83.72720692402005
llama,editorial,,1,2,Scrutiny,Balanced,0.03,6.273831096844793,0.28218220908357966,1050,0,0,4.152139503690762,94.62393341727797,19.791027410278907,14.307028545549684,0.7011998160195458,10.947369407153387,0.7127086729904755,71.27086729904755
llama,editorial,,1,2,Challenge,Balanced,0.03,4.784435254675425,0.28218220908357966,1050,0,0,6.3570615600871,97.5902140967693,16.760706091172334,12.621453201291219,0.7513320311653693,9.88728642300525,0.699697830194971,69.9697830194971
llama,editorial,,1,2,Affiliation,Balanced,0.03,10.124149880421127,0.28218220908357966,1050,0,0,9.41949604118985,91.64894346660998,32.355197383829434,16.799751870634548,0.37276294466166726,10.277145884678053,0.5735190820593874,57.35190820593874
llama,editorial,,1,2,Exploration,Gentle,0.3,7.886500338271978,0.28218220908357966,1050,0,1,4.958088275261426,91.10713281519452,23.13535812074338,13.96280145323392,0.6801202213130961,9.792668277514133,0.85288268290764,85.28826829076401
llama,editorial,,1,2,Response,Gentle,0.3,6.93268241157684,0.28218220908357966,1050,0,0,23.149978898278135,86.13145810977709,26.641235702325755,9.831236924932758,0.6309241050896601,5.897819937470706,0.8717849571353078,87.17849571353078
llama,editorial,,1,2,Scrutiny,Gentle,0.3,8.558427632729298,0.28218220908357966,1050,0,0,5.108447348249225,94.73170091825162,24.075644495905046,14.307028545549684,0.7011998160195458,9.666271591360498,0.7616354909647325,76.16354909647325
llama,editorial,,1,2,Challenge,Gentle,0.3,6.615319535733418,0.28218220908357966,1050,0,0,6.601026252509564,91.89893824670487,22.411666467454303,12.621453201291219,0.7513320311653693,8.938904093476383,0.7376366799136304,73.76366799136304
llama,editorial,,1,2,Affiliation,Gentle,0.3,13.691622793966602,0.28218220908357966,1050,0,0,21.34695454208115,78.7532850879098,38.167248443822814,16.799751870634548,0.37276294466166726,6.304017445931065,0.7822066812876869,78.2206681287687
llama,editorial,,1,3,Exploration,Detail,0.003,4.747640088167954,0.2416017199677506,899,13,0,-3.921382824311135,103.62122798627185,24.071905437165867,17.26234113113083,0.511076343303562,16.619839463232044,0.5801989081925454,58.01989081925454
llama,editorial,,1,3,Response,Detail,0.003,2.3031698943044248,0.2416017199677506,899,0,0,16.687942580765984,87.38119064645187,11.790605477797165,9.68772886791968,0.6416203772350861,7.334520280421954,0.8075029709847769,80.75029709847769
llama,editorial,,1,3,Scrutiny,Detail,0.003,6.828099671603897,0.2416017199677506,899,15,0,-5.674651848902199,97.49964073564131,38.13573824048895,23.80852262353726,0.17254026901871977,18.043886079078927,0.2252724148150902,22.52724148150902
llama,editorial,,1,3,Challenge,Detail,0.003,6.417779955684675,0.2416017199677506,899,0,0,6.055941685563043,97.55503145702961,32.9370839803201,21.36079433317457,0.28774431976269677,17.80213916817416,-0.002247521442860112,0.0
llama,editorial,,1,3,Affiliation,Detail,0.003,6.44088876262227,0.2416017199677506,899,10,0,-11.947552512228558,97.72992524725262,34.12747828726048,19.589978422969974,0.1471083002088016,18.31332956576367,0.10469217189639302,10.469217189639302
llama,editorial,,1,3,Exploration,Balanced,0.03,8.64257676991839,0.2416017199677506,899,4,0,-1.327134575661519,96.66367576511968,35.06810499011078,17.26234113113083,0.511076343303562,13.953254166220175,0.6608376276350985,66.08376276350984
llama,editorial,,1,3,Response,Balanced,0.03,4.331262707152337,0.2416017199677506,899,0,0,20.354202089246336,84.1380646145148,18.95811256721649,9.68772886791968,0.6416203772350861,6.383767209304685,0.8495124714830928,84.95124714830928
llama,editorial,,1,3,Scrutiny,Balanced,0.03,10.805043872621207,0.2416017199677506,899,2,0,-2.4689913000601718,95.53712819470104,57.833875019963614,23.80852262353726,0.17254026901871977,16.199705309744772,0.2666699393422435,26.666993934224347
