model,profile_set,construction,x_axis,y_axis,group,smoothing_label,smoothing,fit_rmse_percentile_points,support_fraction,supported_cells,clipped_supported_cells,fitted_nodes_clipped,unclipped_supported_min,unclipped_supported_max,maximum_node_fabric_gap,flat_plane_node_rmse,flat_plane_node_r2,fabric_flat_rmse,fabric_flat_r2,fabric_flat_score
gemma,big_five,human_anchored_strict,1,2,Agreeableness,Detail,0.003,4.9188480253288684,0.4012362268207471,1493,31,0,-5.272711106372656,113.87110282440216,17.36148083330636,17.75646102442826,0.6216447072203585,15.992855313053273,0.5961999315666937,59.61999315666937
gemma,big_five,human_anchored_strict,1,2,Neuroticism,Detail,0.003,2.224915512819364,0.4012362268207471,1493,18,0,-8.07999718439587,99.26987946119505,9.203852937986717,9.19091335254178,0.8986311936813152,7.872558491191507,0.89220711250015,89.220711250015
gemma,big_five,human_anchored_strict,1,2,Openness,Balanced,0.03,10.7876895100264,0.4012362268207471,1493,1,0,-2.0277109431399163,97.60223694281528,48.841081590323135,21.89117756374243,0.42492400953662224,14.804316374451117,0.49850468143786697,49.8504681437867
gemma,big_five,human_anchored_strict,1,2,Conscientiousness,Balanced,0.03,5.238629022850875,0.4012362268207471,1493,0,0,2.6259746139083044,99.89676644323937,21.909173016135867,12.318103831107093,0.8179147738687503,9.709592691195803,0.8417104197009495,84.17104197009495
gemma,big_five,human_anchored_strict,1,2,Extraversion,Balanced,0.03,6.198140420441953,0.4012362268207471,1493,0,0,0.2247449364831044,97.21916074108546,18.11406499268616,12.823308745086921,0.8026726941071233,10.233543901348147,0.7993183406544144,79.93183406544145
gemma,big_five,human_anchored_strict,1,2,Agreeableness,Balanced,0.03,10.281118918121056,0.4012362268207471,1493,2,0,-0.04523628166834073,100.98270216472277,30.31429302465503,17.75646102442826,0.6216447072203585,12.030238074591063,0.7289940614274794,72.89940614274794
gemma,big_five,human_anchored_strict,1,2,Neuroticism,Balanced,0.03,4.253933752714395,0.4012362268207471,1493,3,0,-1.7909313818772001,97.75994386979256,13.801200603325132,9.19091335254178,0.8986311936813152,6.838709004232559,0.9171433625846663,91.71433625846663
gemma,big_five,human_anchored_strict,1,2,Openness,Gentle,0.3,15.167961607131973,0.4012362268207471,1493,0,0,7.578143288934764,92.48327930972386,51.04268472819088,21.89117756374243,0.42492400953662224,11.553322173173582,0.5999471072748535,59.99471072748535
gemma,big_five,human_anchored_strict,1,2,Conscientiousness,Gentle,0.3,7.150212394027688,0.4012362268207471,1493,3,0,4.807302209666957,100.66807006565654,32.207681419210864,12.318103831107093,0.8179147738687503,8.658474655804111,0.8703158015456314,87.03158015456313
gemma,big_five,human_anchored_strict,1,2,Extraversion,Gentle,0.3,8.553806631654576,0.4012362268207471,1493,0,0,1.5341945708755116,93.3463476181797,27.37140849020004,12.823308745086921,0.8026726941071233,8.012429317749538,0.8666900361805073,86.66900361805074
gemma,big_five,human_anchored_strict,1,2,Agreeableness,Gentle,0.3,14.19881644690006,0.4012362268207471,1493,0,0,4.229876456826928,85.33549868334944,38.56387273243499,17.75646102442826,0.6216447072203585,7.738407067304488,0.8638995162535079,86.38995162535079
gemma,big_five,human_anchored_strict,1,2,Neuroticism,Gentle,0.3,5.745284837930849,0.4012362268207471,1493,0,1,1.5634017513502312,97.05524834267874,20.676414071086736,9.19091335254178,0.8986311936813152,6.043549740812538,0.9329028922880364,93.29028922880363
gemma,big_five,human_anchored_strict,1,3,Openness,Detail,0.003,5.202541776203878,0.35528083848427844,1322,13,0,-5.202613216562295,105.83231885156916,18.348528362590876,23.64473000421081,0.329103220271191,20.994094659316744,0.18517891860563618,18.51789186056362
gemma,big_five,human_anchored_strict,1,3,Conscientiousness,Detail,0.003,5.8681407985923535,0.35528083848427844,1322,9,0,-5.3974378214197625,100.40358134133096,23.183146224411054,24.6960813296306,0.2681146025288874,21.384767529285803,0.11558370153038466,11.558370153038467
gemma,big_five,human_anchored_strict,1,3,Extraversion,Detail,0.003,4.70876369779188,0.35528083848427844,1322,4,0,-3.9515761405974397,101.4285165769656,18.121704084800612,22.145590964004274,0.4114795789378023,20.055407100267423,0.3042412486973475,30.424124869734747
gemma,big_five,human_anchored_strict,1,3,Agreeableness,Detail,0.003,3.322525039827757,0.35528083848427844,1322,4,0,4.168124789988857,104.42544383626172,15.149580200994428,15.23565474715311,0.7214461059533845,11.772446886300752,0.7956518134471423,79.56518134471423
gemma,big_five,human_anchored_strict,1,3,Neuroticism,Detail,0.003,4.590616018664739,0.35528083848427844,1322,4,0,1.7306296751752528,101.88420278576287,19.34862322292993,20.836383226463493,0.47900727168789714,18.485723005646115,0.3071033727694823,30.71033727694823
gemma,big_five,human_anchored_strict,1,3,Openness,Balanced,0.03,11.679823948901493,0.35528083848427844,1322,2,0,3.1213294473761617,100.33027584386465,35.36095285278602,23.64473000421081,0.329103220271191,17.54317715193314,0.2751602988714603,27.516029887146033
gemma,big_five,human_anchored_strict,1,3,Conscientiousness,Balanced,0.03,12.618250852056237,0.35528083848427844,1322,0,0,3.2321179292902653,92.95925703043471,40.401822144984884,24.6960813296306,0.2681146025288874,17.879429572681033,0.15442236606804915,15.442236606804915
gemma,big_five,human_anchored_strict,1,3,Extraversion,Balanced,0.03,10.508745555538624,0.35528083848427844,1322,0,0,2.3881715954494083,94.30643178661074,31.350630922351897,22.145590964004274,0.4114795789378023,17.261454253476785,0.3583607967142457,35.83607967142457
gemma,big_five,human_anchored_strict,1,3,Agreeableness,Balanced,0.03,7.063633071996795,0.35528083848427844,1322,0,0,4.889922075593279,99.69932267109967,26.68785798338426,15.23565474715311,0.7214461059533845,9.945276317946565,0.8525327833958237,85.25327833958237
gemma,big_five,human_anchored_strict,1,3,Neuroticism,Balanced,0.03,10.524997951169107,0.35528083848427844,1322,0,0,1.4736259701315382,92.35985796532634,35.04825396613406,20.836383226463493,0.47900727168789714,14.89110545189461,0.45216222793786964,45.21622279378696
gemma,big_five,human_anchored_strict,1,3,Openness,Gentle,0.3,16.818391523039168,0.35528083848427844,1322,0,0,3.815020124743718,94.42507525844914,61.04531113578324,23.64473000421081,0.329103220271191,14.261137326085077,0.39571276621617724,39.57127662161773
gemma,big_five,human_anchored_strict,1,3,Conscientiousness,Gentle,0.3,17.626958899355838,0.35528083848427844,1322,0,1,8.456042683872166,88.15645483060952,54.317444930516785,24.6960813296306,0.2681146025288874,14.954539481281055,0.2174850106857804,21.74850106857804
gemma,big_five,human_anchored_strict,1,3,Extraversion,Gentle,0.3,14.701077383565215,0.35528083848427844,1322,0,0,2.1754273289599504,87.96514103858745,45.96167062535535,22.145590964004274,0.4114795789378023,15.115111612362949,0.4228401319110391,42.28401319110391
gemma,big_five,human_anchored_strict,1,3,Agreeableness,Gentle,0.3,9.953459922491447,0.35528083848427844,1322,2,2,4.122398701007176,100.4770200738971,37.544535596948705,15.23565474715311,0.7214461059533845,8.259540758681387,0.893850957174808,89.3850957174808
gemma,big_five,human_anchored_strict,1,3,Neuroticism,Gentle,0.3,14.708484739820527,0.35528083848427844,1322,0,0,3.2450128884412335,87.91563096765807,52.11466314918284,20.836383226463493,0.47900727168789714,12.449903204229088,0.5623983067947963,56.23983067947963
gemma,big_five,human_anchored_strict,2,3,Openness,Detail,0.003,8.596038078691485,0.3238376780435367,1205,18,0,-2.9662531784152986,103.20278598830104,42.10943570338191,25.318244084681815,0.2307736481740459,18.84130864012793,0.3181369877908111,31.81369877908111
gemma,big_five,human_anchored_strict,2,3,Conscientiousness,Detail,0.003,5.568050737451932,0.3238376780435367,1205,4,0,2.9192149224655495,105.18051455961248,30.0761888577105,18.940532632401304,0.5695017757826275,14.487095276889281,0.629857333440367,62.985733344036696
gemma,big_five,human_anchored_strict,2,3,Extraversion,Detail,0.003,7.6657028423875575,0.3238376780435367,1205,4,0,-2.8721845733265012,99.01295977692139,36.955852709014536,22.020383461078122,0.4181155603327944,16.446238234567357,0.5247588011602563,52.47588011602563
gemma,big_five,human_anchored_strict,2,3,Agreeableness,Detail,0.003,6.160072416849727,0.3238376780435367,1205,20,0,-4.555417071259436,109.34313116678919,34.85730636729792,23.076178777823916,0.36097951775907455,18.28913443696429,0.5507495113562298,55.07495113562298
gemma,big_five,human_anchored_strict,2,3,Neuroticism,Detail,0.003,6.437876696687075,0.3238376780435367,1205,14,0,-6.127714255175071,107.53737145193541,33.70600800486728,21.250397141225182,0.4580975799564152,16.1563880799072,0.4998248967461333,49.982489674613326
gemma,big_five,human_anchored_strict,2,3,Openness,Balanced,0.03,15.41840481949504,0.3238376780435367,1205,16,0,4.632975546051891,102.3997060935442,59.64317843971722,25.318244084681815,0.2307736481740459,15.320606016509844,0.4312420913400278,43.124209134002776
gemma,big_five,human_anchored_strict,2,3,Conscientiousness,Balanced,0.03,9.532944304388158,0.3238376780435367,1205,0,0,3.499585132828389,97.4173255540587,38.73447838600139,18.940532632401304,0.5695017757826275,13.180847628725484,0.6689286349449891,66.89286349449891
gemma,big_five,human_anchored_strict,2,3,Extraversion,Balanced,0.03,12.8319536799281,0.3238376780435367,1205,0,0,7.38554313068101,96.43969454781349,47.95887980474849,22.020383461078122,0.4181155603327944,14.382521793133899,0.5949190817373211,59.491908173732114
gemma,big_five,human_anchored_strict,2,3,Agreeableness,Balanced,0.03,10.850174663485097,0.3238376780435367,1205,8,0,-2.21424443459741,102.99113825406464,45.217560916253746,23.076178777823916,0.36097951775907455,16.425637050223816,0.5987481659471116,59.874816594711156
gemma,big_five,human_anchored_strict,2,3,Neuroticism,Balanced,0.03,11.467399385583638,0.3238376780435367,1205,3,0,9.573862498444564,101.6135257387674,45.79469635665642,21.250397141225182,0.4580975799564152,14.108772500659548,0.5638776318816108,56.387763188161074
gemma,big_five,human_anchored_strict,2,3,Openness,Gentle,0.3,20.37271105364889,0.3238376780435367,1205,0,0,18.70513339534877,99.59093683747393,66.1211000966849,25.318244084681815,0.2307736481740459,11.452466782381824,0.5725607578160816,57.25607578160816
gemma,big_five,human_anchored_strict,2,3,Conscientiousness,Gentle,0.3,12.284637303402924,0.3238376780435367,1205,0,1,4.472610724021057,89.83172775615137,44.90338263536423,18.940532632401304,0.5695017757826275,12.063639475620503,0.6979901124200574,69.79901124200573
gemma,big_five,human_anchored_strict,2,3,Extraversion,Gentle,0.3,16.325862915231852,0.3238376780435367,1205,0,0,17.794195782405062,94.02915652037295,51.3661290001982,22.020383461078122,0.4181155603327944,12.361931370301036,0.6543042123227665,65.43042123227664
gemma,big_five,human_anchored_strict,2,3,Agreeableness,Gentle,0.3,14.461558167619641,0.3238376780435367,1205,0,1,1.788550304882825,92.49910646581527,49.13432182645761,23.076178777823916,0.36097951775907455,14.44813569900982,0.6490758808092774,64.90758808092774
gemma,big_five,human_anchored_strict,2,3,Neuroticism,Gentle,0.3,15.081546907565732,0.3238376780435367,1205,0,0,17.661902046013225,95.43706366446594,52.469442477991336,21.250397141225182,0.4580975799564152,12.264267799230092,0.6142606579718,61.426065797179994
