model,model_label,persona,domain,construction,raw_composite_projection,within_model_percentile,pc1,pc2,pc3
qwen,Qwen/Qwen3-32B,podcaster,Openness,human_anchored_strict,0.20992759012375622,82.72727272727273,0.8446430116516666,21.108976093085904,-9.123878916866799
qwen,Qwen/Qwen3-32B,poet,Openness,human_anchored_strict,0.20935165883286982,82.0,-59.20142532532375,-14.69996127491333,-3.6191372509264608
qwen,Qwen/Qwen3-32B,polymath,Openness,human_anchored_strict,0.1487711918486912,45.63636363636363,29.720850667927536,-13.729703566998714,7.308062147205994
qwen,Qwen/Qwen3-32B,pragmatist,Openness,human_anchored_strict,0.13072202592204096,30.363636363636363,28.854692167325062,13.11366812768438,6.330062399690094
qwen,Qwen/Qwen3-32B,predator,Openness,human_anchored_strict,0.17961143392439075,63.09090909090909,-27.057555884038987,-9.130771483642805,16.628897661517758
qwen,Qwen/Qwen3-32B,presenter,Openness,human_anchored_strict,0.1402900602237165,38.36363636363637,19.60170988128903,13.05771371577557,-9.659203558234054
qwen,Qwen/Qwen3-32B,prey,Openness,human_anchored_strict,0.18196742181370018,64.18181818181819,-42.05161894637027,1.3051907542588403,-0.3310295012951564
qwen,Qwen/Qwen3-32B,prisoner,Openness,human_anchored_strict,0.19728657213406278,76.9090909090909,-22.403887985306632,38.781431596387556,-0.13957129113176975
qwen,Qwen/Qwen3-32B,procrastinator,Openness,human_anchored_strict,0.2317166964449197,92.9090909090909,-16.543519361723643,69.46824956765394,16.772102656429507
qwen,Qwen/Qwen3-32B,prodigy,Openness,human_anchored_strict,0.19292311471539686,73.63636363636364,7.537462963812445,-5.845253006718297,7.614531550388462
qwen,Qwen/Qwen3-32B,producer,Openness,human_anchored_strict,0.1409451507058637,39.81818181818182,30.515274152981675,4.303532473840473,0.6252980876309937
qwen,Qwen/Qwen3-32B,programmer,Openness,human_anchored_strict,0.15626785099353369,49.27272727272727,31.805843735926082,1.9340633024217173,12.95704623844959
qwen,Qwen/Qwen3-32B,proofreader,Openness,human_anchored_strict,0.056553113585196414,0.9090909090909091,32.67923476296981,1.5923600399366649,0.5921336003188892
qwen,Qwen/Qwen3-32B,prophet,Openness,human_anchored_strict,0.18715195041609742,68.54545454545455,-53.776683834210765,-32.707799666519676,1.9691465640024144
qwen,Qwen/Qwen3-32B,provincial,Openness,human_anchored_strict,0.13356778626985696,32.18181818181818,-22.102235548410015,23.678003278869166,-19.095903859655085
qwen,Qwen/Qwen3-32B,provocateur,Openness,human_anchored_strict,0.2971875789192737,99.81818181818181,-23.792195573229026,22.517386586509275,34.501805992143986
qwen,Qwen/Qwen3-32B,psychologist,Openness,human_anchored_strict,0.1239950038711861,25.636363636363637,34.992881509839954,-6.2529677554419765,-4.409727789470671
qwen,Qwen/Qwen3-32B,publisher,Openness,human_anchored_strict,0.11578365534570391,19.818181818181817,33.947545595588316,-5.102974347636884,0.9869672283149619
qwen,Qwen/Qwen3-32B,purist,Openness,human_anchored_strict,0.11118888264139598,16.545454545454547,2.706509878976156,-29.72692777974402,10.257805508559363
qwen,Qwen/Qwen3-32B,realist,Openness,human_anchored_strict,0.14106194626108579,40.18181818181818,22.577428712908574,10.434981708190776,11.004566544531832
qwen,Qwen/Qwen3-32B,rebel,Openness,human_anchored_strict,0.2904274812475991,99.45454545454545,-24.268899156425892,23.900384701533742,27.926135979773154
qwen,Qwen/Qwen3-32B,recruiter,Openness,human_anchored_strict,0.12081924009417477,23.454545454545453,32.7799875773955,7.866916749400894,-4.199998120428683
qwen,Qwen/Qwen3-32B,refugee,Openness,human_anchored_strict,0.1580916102721882,50.0,-13.329593217197871,16.146132517431663,-28.559334952136304
qwen,Qwen/Qwen3-32B,reporter,Openness,human_anchored_strict,0.11659663418555216,20.545454545454547,27.71536206361814,1.3618124962236973,1.0291702348691658
qwen,Qwen/Qwen3-32B,researcher,Openness,human_anchored_strict,0.10195380219691356,11.818181818181818,42.88507852791847,-11.116507702890926,7.604311331486645
qwen,Qwen/Qwen3-32B,retiree,Openness,human_anchored_strict,0.15101563622523145,47.09090909090909,-3.8515350704630666,26.58838153192262,-17.85468958919469
qwen,Qwen/Qwen3-32B,revenant,Openness,human_anchored_strict,0.19045427196875317,70.36363636363636,-54.5261248909025,-20.043525585087828,7.05273084446995
qwen,Qwen/Qwen3-32B,reviewer,Openness,human_anchored_strict,0.09329600948808843,8.181818181818182,42.73473925415186,-9.962990674959066,4.517298187456396
qwen,Qwen/Qwen3-32B,revolutionary,Openness,human_anchored_strict,0.24773117975977982,95.81818181818181,-11.514294493867341,-5.725035390605592,18.037641410741493
qwen,Qwen/Qwen3-32B,robot,Openness,human_anchored_strict,0.11601976395429835,20.181818181818183,37.534204712909656,-16.111109511565505,24.74639376414925
qwen,Qwen/Qwen3-32B,rogue,Openness,human_anchored_strict,0.22765497283362165,90.36363636363636,-26.637792220342234,20.617121526360663,30.23694749332942
qwen,Qwen/Qwen3-32B,romantic,Openness,human_anchored_strict,0.18356268693527905,65.27272727272727,-35.8744478824748,-2.691352988920311,-30.824384674058912
qwen,Qwen/Qwen3-32B,saboteur,Openness,human_anchored_strict,0.20751893464685406,81.63636363636364,5.936886772982807,-0.7753230886367263,34.77366182561457
qwen,Qwen/Qwen3-32B,sage,Openness,human_anchored_strict,0.161231445533029,52.18181818181818,-30.69582847576372,-30.20544571455661,-17.78081301556849
qwen,Qwen/Qwen3-32B,scheduler,Openness,human_anchored_strict,0.09839015502374829,8.909090909090908,37.321814471208434,2.676388806658074,1.1496197091280724
qwen,Qwen/Qwen3-32B,scholar,Openness,human_anchored_strict,0.10789386231072037,15.454545454545455,36.468958882040695,-21.0450655096366,8.530280128247451
qwen,Qwen/Qwen3-32B,scientist,Openness,human_anchored_strict,0.10418221959651983,13.272727272727273,41.45494685663233,-11.640064626231423,9.727141913951607
qwen,Qwen/Qwen3-32B,scout,Openness,human_anchored_strict,0.15330126621375967,48.18181818181818,10.486657787173451,-3.8759314796454287,7.87455552745396
qwen,Qwen/Qwen3-32B,screener,Openness,human_anchored_strict,0.07022513287589362,2.3636363636363638,42.995156133991685,-2.39649664133981,3.826972743721189
qwen,Qwen/Qwen3-32B,secretary,Openness,human_anchored_strict,0.04645802267575156,0.18181818181818182,40.75581360051938,-3.400106307860851,-1.0785932234990327
qwen,Qwen/Qwen3-32B,shaman,Openness,human_anchored_strict,0.1660266773449321,55.09090909090909,-41.922688820958996,-32.19495044619671,-27.77048968208512
qwen,Qwen/Qwen3-32B,shapeshifter,Openness,human_anchored_strict,0.197114894420132,76.54545454545455,-26.647735184557913,-7.225543854629948,-3.3413811694583466
qwen,Qwen/Qwen3-32B,simulacrum,Openness,human_anchored_strict,0.23867721939263642,94.36363636363636,-21.38533605171265,-19.503990008211446,17.065599437819337
qwen,Qwen/Qwen3-32B,skeptic,Openness,human_anchored_strict,0.1350466337425997,34.72727272727273,32.78735612744292,-6.743944319561846,18.661728083893475
qwen,Qwen/Qwen3-32B,smuggler,Openness,human_anchored_strict,0.2232939232611214,87.45454545454545,-25.84383518717147,33.794271715592984,28.07200569069253
qwen,Qwen/Qwen3-32B,sociologist,Openness,human_anchored_strict,0.1272036828190597,27.818181818181817,38.94756716727558,-14.409399554429193,1.9980951792384123
qwen,Qwen/Qwen3-32B,soldier,Openness,human_anchored_strict,0.1345220651851562,32.54545454545455,-2.8266904713188667,10.681442546437353,13.901980738432863
qwen,Qwen/Qwen3-32B,sommelier,Openness,human_anchored_strict,0.13751989108669652,37.63636363636363,-0.15503864043798127,-5.315890182727939,-4.9826498220809325
qwen,Qwen/Qwen3-32B,specialist,Openness,human_anchored_strict,0.128078208701023,28.181818181818183,38.63777640443185,-9.666786052619527,12.790065998092805
qwen,Qwen/Qwen3-32B,spirit,Openness,human_anchored_strict,0.17725887141105162,60.90909090909091,-45.035815948936886,-33.236635908005,-18.03356717774794
qwen,Qwen/Qwen3-32B,spy,Openness,human_anchored_strict,0.18470299079641683,66.72727272727273,0.7214741115843969,2.5354264968315796,32.136985625952626
qwen,Qwen/Qwen3-32B,statistician,Openness,human_anchored_strict,0.11932461935379488,22.363636363636363,43.07473713356422,-8.21728392495824,15.73314631389742
qwen,Qwen/Qwen3-32B,stoic,Openness,human_anchored_strict,0.08303954318024825,6.0,-16.300379538129004,-29.333745627334576,-3.20219025360381
qwen,Qwen/Qwen3-32B,strategist,Openness,human_anchored_strict,0.1325884521901271,31.09090909090909,38.9557933744592,-7.521119969919954,7.989249833111098
qwen,Qwen/Qwen3-32B,student,Openness,human_anchored_strict,0.11468984928252499,18.0,20.81685713617336,23.378311113767314,-17.442826028696395
qwen,Qwen/Qwen3-32B,summarizer,Openness,human_anchored_strict,0.056106458250174816,0.5454545454545454,35.58842675337847,-0.9752283891257458,-6.657898590395346
qwen,Qwen/Qwen3-32B,supervisor,Openness,human_anchored_strict,0.07308563440859583,3.8181818181818183,44.39804594681053,-2.5890623851627366,-0.5052266553764483
qwen,Qwen/Qwen3-32B,surfer,Openness,human_anchored_strict,0.21402785659521162,84.54545454545455,-33.84194233730876,21.92804200930791,-9.514136531746013
qwen,Qwen/Qwen3-32B,survivor,Openness,human_anchored_strict,0.19976060865807077,78.0,-23.30115962922561,20.545113327824595,-18.175498484437124
qwen,Qwen/Qwen3-32B,swarm,Openness,human_anchored_strict,0.16941502255977237,57.63636363636363,-5.266618987781208,-30.70026996775231,3.3404246153303654
qwen,Qwen/Qwen3-32B,symbiont,Openness,human_anchored_strict,0.16188950015839548,52.90909090909091,6.654007830817042,-11.553818242467079,-9.936103221592393
qwen,Qwen/Qwen3-32B,synthesizer,Openness,human_anchored_strict,0.1445005853968017,42.36363636363637,25.531550663996846,-8.163528064461934,0.06185161397597406
qwen,Qwen/Qwen3-32B,teacher,Openness,human_anchored_strict,0.11351579059741958,17.636363636363637,28.38859130898007,9.316784674518882,-11.634934981002464
qwen,Qwen/Qwen3-32B,technologist,Openness,human_anchored_strict,0.16881225731332372,56.90909090909091,30.890109988819464,-1.7713689620677464,9.250463340373742
qwen,Qwen/Qwen3-32B,teenager,Openness,human_anchored_strict,0.22337647335073912,87.81818181818181,-13.392084759661035,78.11385466430272,-6.473981479904956
qwen,Qwen/Qwen3-32B,theorist,Openness,human_anchored_strict,0.15259423279061524,47.45454545454545,33.60711550517487,-24.466824276699434,13.312624349869294
qwen,Qwen/Qwen3-32B,therapist,Openness,human_anchored_strict,0.13549792075125214,35.09090909090909,13.067798551756258,12.359938576595496,-34.5332749067653
qwen,Qwen/Qwen3-32B,toddler,Openness,human_anchored_strict,0.19618561375714977,76.18181818181819,-36.26829149106755,71.15643414894168,-12.32570459891771
qwen,Qwen/Qwen3-32B,traditionalist,Openness,human_anchored_strict,0.05804107540624415,1.2727272727272727,2.384568476020738,-26.883152226166754,-6.692218475542111
qwen,Qwen/Qwen3-32B,trainer,Openness,human_anchored_strict,0.12429377388288723,26.0,33.86329658482686,5.128512002659794,-1.9511173730469393
qwen,Qwen/Qwen3-32B,translator,Openness,human_anchored_strict,0.07671315520270505,4.909090909090909,23.28557819127713,5.10416318347205,0.649724582847078
qwen,Qwen/Qwen3-32B,tree,Openness,human_anchored_strict,0.1689815309254329,57.27272727272727,-48.76608960855459,-28.499335361038153,-14.62457723030117
qwen,Qwen/Qwen3-32B,trickster,Openness,human_anchored_strict,0.2602599686314934,98.0,-35.02203055935166,19.740619976937417,20.906417185849257
qwen,Qwen/Qwen3-32B,tulpa,Openness,human_anchored_strict,0.18269724360383197,64.9090909090909,-9.203232664884572,-0.9329387632418046,-9.498608615494629
qwen,Qwen/Qwen3-32B,tutor,Openness,human_anchored_strict,0.11868882130018865,21.636363636363637,29.91893130797252,9.024817184391317,-7.572057772450955
qwen,Qwen/Qwen3-32B,validator,Openness,human_anchored_strict,0.08491368707405683,7.090909090909091,44.30645644159651,-6.813154727968516,10.36523342895664
qwen,Qwen/Qwen3-32B,vampire,Openness,human_anchored_strict,0.19272269919765858,73.27272727272727,-52.70663892473427,-20.563291307021657,21.594651222853365
qwen,Qwen/Qwen3-32B,vegan,Openness,human_anchored_strict,0.1388682653280649,38.0,15.417498882892984,8.613726217274802,-22.189044187561063
qwen,Qwen/Qwen3-32B,veteran,Openness,human_anchored_strict,0.13355013596406917,31.818181818181817,7.8689891713916955,19.690851418491288,1.712933634578782
qwen,Qwen/Qwen3-32B,veterinarian,Openness,human_anchored_strict,0.08396999103000216,6.7272727272727275,26.870204603105016,0.836878051988438,-11.75371031629888
qwen,Qwen/Qwen3-32B,vigilante,Openness,human_anchored_strict,0.216086888267592,84.9090909090909,-18.71303880930195,21.98539461037917,23.789986346018452
qwen,Qwen/Qwen3-32B,virtuoso,Openness,human_anchored_strict,0.18525260185198006,67.0909090909091,-9.471958342930249,-14.786538624368626,2.298527095935752
qwen,Qwen/Qwen3-32B,virus,Openness,human_anchored_strict,0.19523745948524446,75.81818181818181,-10.626605841617902,-12.916098932286364,25.669757948924474
qwen,Qwen/Qwen3-32B,visionary,Openness,human_anchored_strict,0.23329571500745086,93.27272727272727,1.057842538501663,-7.986157718564932,1.5176249827998394
qwen,Qwen/Qwen3-32B,void,Openness,human_anchored_strict,0.22636360308763237,89.27272727272727,-49.02239086855907,-31.379615777804243,11.645944759960262
qwen,Qwen/Qwen3-32B,wanderer,Openness,human_anchored_strict,0.2064747670793798,81.27272727272727,-41.612730575380695,-5.17095046206133,-10.129626516069886
qwen,Qwen/Qwen3-32B,warrior,Openness,human_anchored_strict,0.16648246353666948,55.81818181818182,-34.94163884098064,-6.8594433069979255,9.63641942456257
qwen,Qwen/Qwen3-32B,whale,Openness,human_anchored_strict,0.180025629367245,63.45454545454545,-40.87594132624885,-24.119165503470025,-10.280914008528663
qwen,Qwen/Qwen3-32B,widow,Openness,human_anchored_strict,0.17442076464569475,59.45454545454545,-28.683472393908232,16.4080262633837,-34.32112816287379
qwen,Qwen/Qwen3-32B,wind,Openness,human_anchored_strict,0.17816140412922993,61.63636363636363,-46.81524454594816,-19.437627983649218,-13.076072518816154
qwen,Qwen/Qwen3-32B,witch,Openness,human_anchored_strict,0.17876559016479715,62.0,-47.543469256992424,-31.340770750922857,-2.99089679316282
qwen,Qwen/Qwen3-32B,witness,Openness,human_anchored_strict,0.11470531569040701,18.363636363636363,9.221539526367058,-6.413584632507462,-3.6001334870817177
qwen,Qwen/Qwen3-32B,workaholic,Openness,human_anchored_strict,0.19172349768714678,72.18181818181819,2.566650305976661,19.360138421547973,23.982014153411292
qwen,Qwen/Qwen3-32B,wraith,Openness,human_anchored_strict,0.20005977596811927,78.72727272727273,-58.95648821507856,-28.847311759452662,7.198146877650129
qwen,Qwen/Qwen3-32B,writer,Openness,human_anchored_strict,0.15634860403102085,49.63636363636363,4.197414687593498,-2.1361915094033432,-6.619327394133311
qwen,Qwen/Qwen3-32B,zealot,Openness,human_anchored_strict,0.1836777266845349,65.63636363636364,-33.94084646222722,-18.761290713030473,26.199381490772637
qwen,Qwen/Qwen3-32B,zeitgeist,Openness,human_anchored_strict,0.23519790339475066,93.63636363636364,-8.77795744259559,-7.4828251640410945,2.597626692509227
qwen,Qwen/Qwen3-32B,aberration,Conscientiousness,human_anchored_strict,0.4653375856537265,23.09090909090909,-47.93762578341881,-16.326007106437135,31.10837994068234
qwen,Qwen/Qwen3-32B,absurdist,Conscientiousness,human_anchored_strict,0.4363464033507177,14.0,-34.38396676716284,14.55109908938147,33.406228337123466
qwen,Qwen/Qwen3-32B,accountant,Conscientiousness,human_anchored_strict,0.5828955705961713,89.27272727272727,42.24790302485423,-4.026883124169549,7.345582691417099
qwen,Qwen/Qwen3-32B,activist,Conscientiousness,human_anchored_strict,0.5164809605360795,51.81818181818182,13.519598034170489,4.204792712031452,-8.246736028177706
qwen,Qwen/Qwen3-32B,actor,Conscientiousness,human_anchored_strict,0.44536016626229097,15.454545454545455,-23.89004845129744,21.456843196797983,0.28310250054088654
qwen,Qwen/Qwen3-32B,addict,Conscientiousness,human_anchored_strict,0.40024252626348933,5.636363636363637,-19.963020546393704,38.66393954527176,-16.28229715869853
qwen,Qwen/Qwen3-32B,adolescent,Conscientiousness,human_anchored_strict,0.30783526680334183,0.5454545454545454,-15.45010533714626,78.08059631966728,-7.233790274763137
qwen,Qwen/Qwen3-32B,advocate,Conscientiousness,human_anchored_strict,0.5276435226966402,55.45454545454545,13.533940143861242,2.701166392523508,-11.350794543485724
qwen,Qwen/Qwen3-32B,alien,Conscientiousness,human_anchored_strict,0.524113324036645,54.72727272727273,-20.463192597578004,-22.757723956655372,12.343088809973633
qwen,Qwen/Qwen3-32B,altruist,Conscientiousness,human_anchored_strict,0.532191389578554,59.09090909090909,11.355226573617275,-3.9140554770542524,-24.74471677556319
qwen,Qwen/Qwen3-32B,amateur,Conscientiousness,human_anchored_strict,0.4250117525135459,9.636363636363637,-0.258632816025379,40.070455881847,-24.428541419933254
qwen,Qwen/Qwen3-32B,ambassador,Conscientiousness,human_anchored_strict,0.5725319758287043,82.36363636363636,29.687363638232775,-8.415887622622742,-8.973791647128397
qwen,Qwen/Qwen3-32B,amnesiac,Conscientiousness,human_anchored_strict,0.41689166765803687,8.909090909090908,-42.409067288043374,13.632674404389606,-10.732726414715174
qwen,Qwen/Qwen3-32B,analyst,Conscientiousness,human_anchored_strict,0.5926472801031702,92.9090909090909,42.52076402902483,-6.588173530267823,7.2547088066858905
qwen,Qwen/Qwen3-32B,anarchist,Conscientiousness,human_anchored_strict,0.5139194880902184,50.72727272727273,7.030221450455893,-4.272104727395262,9.464346589503284
qwen,Qwen/Qwen3-32B,ancient,Conscientiousness,human_anchored_strict,0.5137272887884721,50.0,-38.00947156079938,-32.79258504165284,3.3089624117832828
qwen,Qwen/Qwen3-32B,angel,Conscientiousness,human_anchored_strict,0.5011319457375216,42.36363636363637,-40.46316823100484,-28.855131378755974,-30.585188351624783
