model,model_label,trait_set,K,profile_id,profile_size,profile_proportion,eligible_primary_k,human_stability_tier,projection_status,model_usability_gate,neighbor_type,neighbor_rank,role,trait_shape_similarity,trait_shape_distance,native_pc_standardized_distance_from_ridge
qwen,Qwen 3 32B,12,4,H04_B,4689,0.330071800648,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,10,grandparent,0.405338504228,1.090560861,1.74515144726
qwen,Qwen 3 32B,12,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,1,cynic,0.140868341218,1.31082543367,9.19781125692
qwen,Qwen 3 32B,12,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,2,provocateur,0.0707381349402,1.36327683547,9.76252139628
qwen,Qwen 3 32B,12,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,3,contrarian,0.056992628861,1.3733225194,10.6662071691
qwen,Qwen 3 32B,12,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,4,criminal,0.0462341785888,1.38113418712,9.33052332935
qwen,Qwen 3 32B,12,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,5,saboteur,0.0458551203213,1.38140861419,11.0384426125
qwen,Qwen 3 32B,12,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,1,comedian,-0.0172995224687,1.42639372017,8.8843003221
qwen,Qwen 3 32B,12,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,2,gossip,-0.00765259672325,1.41961445239,8.95626485575
qwen,Qwen 3 32B,12,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,3,cynic,0.140868341218,1.31082543367,9.19781125692
qwen,Qwen 3 32B,12,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,4,procrastinator,0.00829956540551,1.40833265573,9.29130183649
qwen,Qwen 3 32B,12,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,5,daredevil,-0.061053771162,1.45674553108,9.30390623941
qwen,Qwen 3 32B,12,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,6,criminal,0.0462341785888,1.38113418712,9.33052332935
qwen,Qwen 3 32B,12,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,7,smuggler,0.0118518393554,1.40580806702,9.60162317762
qwen,Qwen 3 32B,12,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,8,jester,-0.0303252365657,1.43549659461,9.66917913768
qwen,Qwen 3 32B,12,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,9,pirate,-0.0951172801494,1.47994410715,9.7066137549
qwen,Qwen 3 32B,12,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,10,narcissist,0.0116616556056,1.4059433448,9.73509697829
qwen,Qwen 3 32B,12,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,1,toddler,0.486180265217,1.01372553956,6.2804318758
qwen,Qwen 3 32B,12,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,2,optimist,0.462630529588,1.03669616611,4.40811624493
qwen,Qwen 3 32B,12,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,3,evangelist,0.457905689664,1.04124378542,3.51522926662
qwen,Qwen 3 32B,12,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,4,romantic,0.452225608271,1.04668466286,4.49479408126
qwen,Qwen 3 32B,12,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,5,shaman,0.44715149019,1.05152128824,4.20084274189
qwen,Qwen 3 32B,12,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,1,theorist,0.301852429809,1.18164933055,1.20536082675
qwen,Qwen 3 32B,12,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,2,scholar,0.269067446293,1.20907613797,1.22832480279
qwen,Qwen 3 32B,12,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,3,examiner,0.256462160465,1.21945712474,1.35333242575
qwen,Qwen 3 32B,12,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,4,geographer,0.304864384023,1.17909763461,1.39610659036
qwen,Qwen 3 32B,12,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,5,auditor,0.24550478238,1.22840971799,1.40119890697
qwen,Qwen 3 32B,12,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,6,linguist,0.283863077363,1.19677643914,1.4603181874
qwen,Qwen 3 32B,12,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,7,anthropologist,0.294267857649,1.1880506238,1.47316379547
qwen,Qwen 3 32B,12,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,8,historian,0.2709048463,1.20755550904,1.47468157589
qwen,Qwen 3 32B,12,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,9,lawyer,0.233849985586,1.23786107008,1.49178658547
qwen,Qwen 3 32B,12,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,10,scientist,0.278513199757,1.20123836123,1.49480797117
qwen,Qwen 3 32B,12,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,1,optimist,0.615366955422,0.877078154531,3.40502606463
qwen,Qwen 3 32B,12,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,2,caregiver,0.609740900472,0.883469410368,3.02923316495
qwen,Qwen 3 32B,12,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,3,grandparent,0.56366710938,0.934165821062,4.49338702353
qwen,Qwen 3 32B,12,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,4,angel,0.560964989713,0.937053904839,4.74294710768
qwen,Qwen 3 32B,12,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,5,healer,0.559843319976,0.938250158566,3.29846775821
qwen,Qwen 3 32B,12,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,1,therapist,0.525793094769,0.97386539648,2.836576548
qwen,Qwen 3 32B,12,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,2,counselor,0.544455305102,0.954510026032,2.86374689644
qwen,Qwen 3 32B,12,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,3,caregiver,0.609740900472,0.883469410368,3.02923316495
qwen,Qwen 3 32B,12,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,4,facilitator,0.513144983897,0.986767466127,3.05121879476
qwen,Qwen 3 32B,12,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,5,pacifist,0.553574539151,0.944907890589,3.06081419856
qwen,Qwen 3 32B,12,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,6,peacekeeper,0.519207883422,0.98060401445,3.09002095523
qwen,Qwen 3 32B,12,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,7,mediator,0.494334091792,1.00564994726,3.10739080541
qwen,Qwen 3 32B,12,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,8,collaborator,0.537233577394,0.962046176237,3.13417389035
qwen,Qwen 3 32B,12,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,9,moderator,0.49481881052,1.00516783621,3.15207713897
qwen,Qwen 3 32B,12,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,10,altruist,0.533470892779,0.965949385031,3.17293381709
qwen,Qwen 3 32B,12,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,1,traditionalist,-0.518522481044,1.74271195614,20.1623782853
qwen,Qwen 3 32B,12,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,2,secretary,-0.535491341019,1.75242194749,19.9324410745
qwen,Qwen 3 32B,12,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,3,judge,-0.541816234507,1.75602746818,20.0086579691
qwen,Qwen 3 32B,12,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,4,proofreader,-0.543178695246,1.75680317352,19.5750445929
qwen,Qwen 3 32B,12,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,5,stoic,-0.549471154592,1.76038129653,19.8249561717
qwen,Qwen 3 32B,12,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,1,comedian,-0.700817372423,1.84435212062,15.8629788738
qwen,Qwen 3 32B,12,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,2,gossip,-0.676485221811,1.83111180533,15.9173059446
qwen,Qwen 3 32B,12,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,3,procrastinator,-0.673513172581,1.82948800082,16.1183138503
qwen,Qwen 3 32B,12,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,4,cynic,-0.597480859759,1.78744558505,16.2470905123
qwen,Qwen 3 32B,12,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,5,daredevil,-0.723948218011,1.85685121537,16.2955003919
qwen,Qwen 3 32B,12,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,6,criminal,-0.634949203295,1.80828604114,16.3345076167
qwen,Qwen 3 32B,12,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,7,smuggler,-0.651141626911,1.81721854872,16.6282331534
qwen,Qwen 3 32B,12,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,8,fool,-0.713362715689,1.85114165622,16.672414297
qwen,Qwen 3 32B,12,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,9,pirate,-0.639499776557,1.81080080437,16.7024036285
qwen,Qwen 3 32B,12,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,10,jester,-0.649821234678,1.81649180272,16.7137951819
qwen,Qwen 3 32B,12,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,1,cynic,0.144332742798,1.30817984788,8.37174875416
qwen,Qwen 3 32B,12,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,2,contrarian,0.0721473454552,1.36224274969,9.85150378508
qwen,Qwen 3 32B,12,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,3,provocateur,0.0696432776936,1.36407970611,8.95861711675
qwen,Qwen 3 32B,12,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,4,devils_advocate,0.0676306847272,1.36555433087,10.3768282102
qwen,Qwen 3 32B,12,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,5,saboteur,0.0658576867158,1.36685208657,10.2230127571
qwen,Qwen 3 32B,12,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,1,comedian,-0.0113724130449,1.422232339,8.05398532416
qwen,Qwen 3 32B,12,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,2,gossip,-0.00214998453786,1.41573301476,8.12999000507
qwen,Qwen 3 32B,12,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,3,cynic,0.144332742798,1.30817984788,8.37174875416
qwen,Qwen 3 32B,12,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,4,procrastinator,0.0216743037191,1.39880355753,8.46807919553
qwen,Qwen 3 32B,12,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,5,daredevil,-0.0610629682825,1.45675184454,8.49649392724
qwen,Qwen 3 32B,12,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,6,criminal,0.0535802734252,1.37580502003,8.53840977398
qwen,Qwen 3 32B,12,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,7,smuggler,0.024206742161,1.39699195262,8.79512279321
qwen,Qwen 3 32B,12,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,8,jester,-0.0176134290848,1.4266137733,8.8949140983
qwen,Qwen 3 32B,12,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,9,narcissist,0.0182393808519,1.40125702078,8.92538324193
qwen,Qwen 3 32B,12,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,10,pirate,-0.0754000680614,1.46656064863,8.95540236422
qwen,Qwen 3 32B,12,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,1,optimist,0.529354451843,0.970201575094,6.29815106886
qwen,Qwen 3 32B,12,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,2,toddler,0.52816533351,0.971426442392,7.96461819673
qwen,Qwen 3 32B,12,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,3,romantic,0.497036392921,1.00295922856,6.68257540942
qwen,Qwen 3 32B,12,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,4,shaman,0.49637696646,1.00361649403,6.4658000654
qwen,Qwen 3 32B,12,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,5,healer,0.494363061672,1.00562113972,5.84296149049
qwen,Qwen 3 32B,12,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,1,auditor,0.344486024106,1.14500128899,3.03167791418
qwen,Qwen 3 32B,12,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,2,examiner,0.354036583727,1.13662959338,3.12323451292
qwen,Qwen 3 32B,12,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,3,robot,0.35691673302,1.13409282423,3.15612497095
qwen,Qwen 3 32B,12,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,4,lawyer,0.333260715811,1.15476342529,3.17087790907
qwen,Qwen 3 32B,12,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,5,economist,0.346633278626,1.14312442138,3.18660878495
qwen,Qwen 3 32B,12,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,6,theorist,0.377963476473,1.11538022533,3.22299944561
qwen,Qwen 3 32B,12,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,7,statistician,0.364059887239,1.1277766736,3.24068051981
qwen,Qwen 3 32B,12,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,8,scholar,0.358290469888,1.13288086762,3.27787564633
qwen,Qwen 3 32B,12,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,9,evaluator,0.376254438897,1.11691142093,3.2831700107
qwen,Qwen 3 32B,12,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,10,scientist,0.371881423734,1.12081985731,3.29784118941
qwen,Qwen 3 32B,12,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,1,daredevil,0.0443141265801,1.38252368762,11.1243555126
qwen,Qwen 3 32B,12,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,2,provocateur,0.0320608723688,1.39135842085,11.7995068711
qwen,Qwen 3 32B,12,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,3,rebel,0.0182845186462,1.40122480805,11.8472508603
qwen,Qwen 3 32B,12,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,4,maverick,-0.0132823364644,1.42357461095,12.3165520566
qwen,Qwen 3 32B,12,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,5,gossip,-0.0150075441954,1.42478597985,10.8098605663
qwen,Qwen 3 32B,12,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,1,comedian,-0.0150139094735,1.42479044738,10.7962538217
qwen,Qwen 3 32B,12,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,2,gossip,-0.0150075441954,1.42478597985,10.8098605663
qwen,Qwen 3 32B,12,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,3,procrastinator,-0.0971178727698,1.48129529316,10.9162901792
qwen,Qwen 3 32B,12,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,4,daredevil,0.0443141265801,1.38252368762,11.1243555126
qwen,Qwen 3 32B,12,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,5,criminal,-0.0458766530351,1.44628949594,11.1344835399
qwen,Qwen 3 32B,12,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,6,toddler,-0.211227265328,1.5564236347,11.2009935901
qwen,Qwen 3 32B,12,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,7,fool,-0.127909394113,1.50193834368,11.2389912323
qwen,Qwen 3 32B,12,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,8,cynic,-0.0279412603369,1.43383490008,11.2527337622
qwen,Qwen 3 32B,12,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,9,adolescent,-0.168170159135,1.52850918161,11.3604678331
qwen,Qwen 3 32B,12,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,10,teenager,-0.176420602223,1.53389739046,11.3868669653
qwen,Qwen 3 32B,12,6,H06_A,2967,0.208855413206,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,1,caregiver,0.615516332298,0.876907826059,3.28385646355
qwen,Qwen 3 32B,12,6,H06_A,2967,0.208855413206,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,2,optimist,0.601632713129,0.892599895666,3.66047496037
qwen,Qwen 3 32B,12,6,H06_A,2967,0.208855413206,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,3,pacifist,0.564301825406,0.93348612694,3.19415793344
qwen,Qwen 3 32B,12,6,H06_A,2967,0.208855413206,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,4,grandparent,0.557225182844,0.94103646811,4.76418833639
qwen,Qwen 3 32B,12,6,H06_A,2967,0.208855413206,True,moderate,PRIMARY_ELIGIBLE,USABLE,shape_support,5,healer,0.54986838312,0.948822024281,3.45360004133
qwen,Qwen 3 32B,12,6,H06_A,2967,0.208855413206,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,1,therapist,0.526784115363,0.972847248685,3.0732677574
qwen,Qwen 3 32B,12,6,H06_A,2967,0.208855413206,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,2,counselor,0.547861091822,0.950935232472,3.10540874071
qwen,Qwen 3 32B,12,6,H06_A,2967,0.208855413206,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,3,pacifist,0.564301825406,0.93348612694,3.19415793344
qwen,Qwen 3 32B,12,6,H06_A,2967,0.208855413206,True,moderate,PRIMARY_ELIGIBLE,USABLE,native_pc_nearest,4,facilitator,0.517422432605,0.982423093575,3.2065025185
