model,model_label,trait_set,K,profile_id,profile_size,profile_proportion,eligible_primary_k,human_stability_tier,projection_status,model_usability_gate,family_id,pc_standardized_distance,nearest_family
llama,LLaMA 3.3 70B,12,8,H08_B,2247,0.158172603125,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_B,5.26735865828,False
llama,LLaMA 3.3 70B,12,8,H08_B,2247,0.158172603125,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_C,6.05599805305,False
llama,LLaMA 3.3 70B,12,8,H08_B,2247,0.158172603125,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_D,6.20770878703,False
llama,LLaMA 3.3 70B,12,8,H08_B,2247,0.158172603125,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_E,10.9046778273,False
llama,LLaMA 3.3 70B,12,8,H08_C,2489,0.175207658736,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_A,9.86838805454,False
llama,LLaMA 3.3 70B,12,8,H08_C,2489,0.175207658736,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_B,10.0156400217,False
llama,LLaMA 3.3 70B,12,8,H08_C,2489,0.175207658736,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_C,10.651629524,False
llama,LLaMA 3.3 70B,12,8,H08_C,2489,0.175207658736,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_D,9.87170074774,False
llama,LLaMA 3.3 70B,12,8,H08_C,2489,0.175207658736,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_E,4.45409403294,True
llama,LLaMA 3.3 70B,12,8,H08_D,1880,0.132338448543,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_A,12.0234122789,False
llama,LLaMA 3.3 70B,12,8,H08_D,1880,0.132338448543,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_B,13.001466125,False
llama,LLaMA 3.3 70B,12,8,H08_D,1880,0.132338448543,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_C,12.8758103395,False
llama,LLaMA 3.3 70B,12,8,H08_D,1880,0.132338448543,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_D,12.3425854231,False
llama,LLaMA 3.3 70B,12,8,H08_D,1880,0.132338448543,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_E,7.20987086242,True
llama,LLaMA 3.3 70B,12,8,H08_E,1945,0.136913980008,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_A,34.7971971844,False
llama,LLaMA 3.3 70B,12,8,H08_E,1945,0.136913980008,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_B,35.0360697085,False
llama,LLaMA 3.3 70B,12,8,H08_E,1945,0.136913980008,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_C,35.4222430782,False
llama,LLaMA 3.3 70B,12,8,H08_E,1945,0.136913980008,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_D,34.7247944005,False
llama,LLaMA 3.3 70B,12,8,H08_E,1945,0.136913980008,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_E,28.7631321057,True
llama,LLaMA 3.3 70B,12,8,H08_F,1206,0.0848937068844,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_A,30.0579806457,False
llama,LLaMA 3.3 70B,12,8,H08_F,1206,0.0848937068844,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_B,30.3004947767,False
llama,LLaMA 3.3 70B,12,8,H08_F,1206,0.0848937068844,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_C,30.6580176911,False
llama,LLaMA 3.3 70B,12,8,H08_F,1206,0.0848937068844,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_D,29.9613942031,False
llama,LLaMA 3.3 70B,12,8,H08_F,1206,0.0848937068844,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_E,23.9940245277,True
llama,LLaMA 3.3 70B,12,8,H08_G,1237,0.0870758834295,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_A,12.1628947827,False
llama,LLaMA 3.3 70B,12,8,H08_G,1237,0.0870758834295,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_B,13.0992901151,False
llama,LLaMA 3.3 70B,12,8,H08_G,1237,0.0870758834295,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_C,14.109694748,False
llama,LLaMA 3.3 70B,12,8,H08_G,1237,0.0870758834295,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_D,13.6530800734,False
llama,LLaMA 3.3 70B,12,8,H08_G,1237,0.0870758834295,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_E,11.8856646023,True
llama,LLaMA 3.3 70B,12,8,H08_H,1936,0.136280444882,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_A,27.0743039699,False
llama,LLaMA 3.3 70B,12,8,H08_H,1936,0.136280444882,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_B,26.8663084389,False
llama,LLaMA 3.3 70B,12,8,H08_H,1936,0.136280444882,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_C,27.5105714919,False
llama,LLaMA 3.3 70B,12,8,H08_H,1936,0.136280444882,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_D,26.7184851595,False
llama,LLaMA 3.3 70B,12,8,H08_H,1936,0.136280444882,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_E,20.7684368276,True
llama,LLaMA 3.3 70B,12,9,H09_A,1172,0.082500351964,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_A,15.8339775176,False
llama,LLaMA 3.3 70B,12,9,H09_A,1172,0.082500351964,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_B,16.6263213952,False
llama,LLaMA 3.3 70B,12,9,H09_A,1172,0.082500351964,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_C,17.332250494,False
llama,LLaMA 3.3 70B,12,9,H09_A,1172,0.082500351964,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_D,16.7436168608,False
llama,LLaMA 3.3 70B,12,9,H09_A,1172,0.082500351964,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_E,12.5905910013,True
llama,LLaMA 3.3 70B,12,9,H09_B,2017,0.141982261016,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_A,4.11157780069,True
llama,LLaMA 3.3 70B,12,9,H09_B,2017,0.141982261016,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_B,4.63827521171,False
llama,LLaMA 3.3 70B,12,9,H09_B,2017,0.141982261016,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_C,5.68883226795,False
llama,LLaMA 3.3 70B,12,9,H09_B,2017,0.141982261016,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_D,5.7143366897,False
llama,LLaMA 3.3 70B,12,9,H09_B,2017,0.141982261016,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_E,10.1325430135,False
llama,LLaMA 3.3 70B,12,9,H09_C,1523,0.107208221878,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_A,30.9626425542,False
llama,LLaMA 3.3 70B,12,9,H09_C,1523,0.107208221878,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_B,31.152341396,False
llama,LLaMA 3.3 70B,12,9,H09_C,1523,0.107208221878,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_C,31.6728314123,False
llama,LLaMA 3.3 70B,12,9,H09_C,1523,0.107208221878,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_D,30.9501561062,False
llama,LLaMA 3.3 70B,12,9,H09_C,1523,0.107208221878,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_E,25.0429130506,True
llama,LLaMA 3.3 70B,12,9,H09_D,1847,0.130015486414,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_A,9.53325752467,False
llama,LLaMA 3.3 70B,12,9,H09_D,1847,0.130015486414,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_B,10.6647229573,False
llama,LLaMA 3.3 70B,12,9,H09_D,1847,0.130015486414,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_C,10.185795816,False
llama,LLaMA 3.3 70B,12,9,H09_D,1847,0.130015486414,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_D,9.71449349403,False
llama,LLaMA 3.3 70B,12,9,H09_D,1847,0.130015486414,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_E,4.84298509176,True
llama,LLaMA 3.3 70B,12,9,H09_E,1218,0.0857384203858,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_A,8.46861336471,True
llama,LLaMA 3.3 70B,12,9,H09_E,1218,0.0857384203858,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_B,9.62556775123,False
llama,LLaMA 3.3 70B,12,9,H09_E,1218,0.0857384203858,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_C,10.5049529924,False
llama,LLaMA 3.3 70B,12,9,H09_E,1218,0.0857384203858,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_D,10.4458598152,False
llama,LLaMA 3.3 70B,12,9,H09_E,1218,0.0857384203858,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_E,12.6076102776,False
llama,LLaMA 3.3 70B,12,9,H09_F,2508,0.17654512178,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_A,14.534261123,False
llama,LLaMA 3.3 70B,12,9,H09_F,2508,0.17654512178,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_B,14.3305873793,False
llama,LLaMA 3.3 70B,12,9,H09_F,2508,0.17654512178,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_C,14.7845605033,False
llama,LLaMA 3.3 70B,12,9,H09_F,2508,0.17654512178,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_D,13.997759249,False
llama,LLaMA 3.3 70B,12,9,H09_F,2508,0.17654512178,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_E,8.06242678185,True
llama,LLaMA 3.3 70B,12,9,H09_G,1422,0.100098549908,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_A,34.2618420446,False
llama,LLaMA 3.3 70B,12,9,H09_G,1422,0.100098549908,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_B,34.4109803221,False
llama,LLaMA 3.3 70B,12,9,H09_G,1422,0.100098549908,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_C,34.8095456807,False
llama,LLaMA 3.3 70B,12,9,H09_G,1422,0.100098549908,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_D,34.0972810767,False
llama,LLaMA 3.3 70B,12,9,H09_G,1422,0.100098549908,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_E,28.1016668161,True
llama,LLaMA 3.3 70B,12,9,H09_H,888,0.062508799099,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_A,30.7459520481,False
llama,LLaMA 3.3 70B,12,9,H09_H,888,0.062508799099,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_B,31.1587328459,False
llama,LLaMA 3.3 70B,12,9,H09_H,888,0.062508799099,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_C,31.4417986345,False
llama,LLaMA 3.3 70B,12,9,H09_H,888,0.062508799099,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_D,30.7822394402,False
llama,LLaMA 3.3 70B,12,9,H09_H,888,0.062508799099,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_E,24.8903809356,True
llama,LLaMA 3.3 70B,12,9,H09_I,1611,0.113402787555,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_A,17.7034539908,False
llama,LLaMA 3.3 70B,12,9,H09_I,1611,0.113402787555,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_B,17.4825700573,False
llama,LLaMA 3.3 70B,12,9,H09_I,1611,0.113402787555,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_C,18.1681524132,False
llama,LLaMA 3.3 70B,12,9,H09_I,1611,0.113402787555,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_D,17.3566257229,False
llama,LLaMA 3.3 70B,12,9,H09_I,1611,0.113402787555,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,MFamily_E,11.46528618,True
llama,LLaMA 3.3 70B,12,10,H10_A,1180,0.0830634942982,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_A,9.63330157941,True
llama,LLaMA 3.3 70B,12,10,H10_A,1180,0.0830634942982,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_B,10.6964766848,False
llama,LLaMA 3.3 70B,12,10,H10_A,1180,0.0830634942982,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_C,11.7270249701,False
llama,LLaMA 3.3 70B,12,10,H10_A,1180,0.0830634942982,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_D,11.4192587658,False
llama,LLaMA 3.3 70B,12,10,H10_A,1180,0.0830634942982,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_E,11.5176710303,False
llama,LLaMA 3.3 70B,12,10,H10_B,1203,0.0846825285091,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_A,29.8521834779,False
llama,LLaMA 3.3 70B,12,10,H10_B,1203,0.0846825285091,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_B,30.3164586547,False
llama,LLaMA 3.3 70B,12,10,H10_B,1203,0.0846825285091,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_C,30.555554126,False
llama,LLaMA 3.3 70B,12,10,H10_B,1203,0.0846825285091,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_D,29.9094232683,False
llama,LLaMA 3.3 70B,12,10,H10_B,1203,0.0846825285091,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_E,24.0376381517,True
llama,LLaMA 3.3 70B,12,10,H10_C,1940,0.13656201605,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_A,2.37049604415,True
llama,LLaMA 3.3 70B,12,10,H10_C,1940,0.13656201605,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_B,4.25493414892,False
llama,LLaMA 3.3 70B,12,10,H10_C,1940,0.13656201605,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_C,4.2101274698,False
llama,LLaMA 3.3 70B,12,10,H10_C,1940,0.13656201605,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_D,3.90665220113,False
llama,LLaMA 3.3 70B,12,10,H10_C,1940,0.13656201605,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_E,5.85902465742,False
llama,LLaMA 3.3 70B,12,10,H10_D,1890,0.133042376461,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_A,20.1714601094,False
llama,LLaMA 3.3 70B,12,10,H10_D,1890,0.133042376461,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_B,20.3080462758,False
llama,LLaMA 3.3 70B,12,10,H10_D,1890,0.133042376461,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_C,21.0436657074,False
llama,LLaMA 3.3 70B,12,10,H10_D,1890,0.133042376461,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_D,20.2832500235,False
llama,LLaMA 3.3 70B,12,10,H10_D,1890,0.133042376461,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_E,14.5982366629,True
llama,LLaMA 3.3 70B,12,10,H10_E,1518,0.106856257919,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_A,4.65317529025,True
llama,LLaMA 3.3 70B,12,10,H10_E,1518,0.106856257919,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_B,5.3122782141,False
llama,LLaMA 3.3 70B,12,10,H10_E,1518,0.106856257919,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_C,6.20088540126,False
llama,LLaMA 3.3 70B,12,10,H10_E,1518,0.106856257919,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_D,6.29674117489,False
llama,LLaMA 3.3 70B,12,10,H10_E,1518,0.106856257919,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_E,10.7358171439,False
llama,LLaMA 3.3 70B,12,10,H10_F,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_A,3.37292981439,False
llama,LLaMA 3.3 70B,12,10,H10_F,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_B,3.01487905817,True
llama,LLaMA 3.3 70B,12,10,H10_F,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_C,4.36596396409,False
llama,LLaMA 3.3 70B,12,10,H10_F,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_D,3.46494196716,False
llama,LLaMA 3.3 70B,12,10,H10_F,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_E,4.3232261758,False
llama,LLaMA 3.3 70B,12,10,H10_G,1157,0.0814444600873,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_A,27.2806390349,False
llama,LLaMA 3.3 70B,12,10,H10_G,1157,0.0814444600873,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_B,27.5350355208,False
llama,LLaMA 3.3 70B,12,10,H10_G,1157,0.0814444600873,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_C,27.8599557448,False
llama,LLaMA 3.3 70B,12,10,H10_G,1157,0.0814444600873,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_D,27.1667520482,False
llama,LLaMA 3.3 70B,12,10,H10_G,1157,0.0814444600873,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_E,21.1950713698,True
llama,LLaMA 3.3 70B,12,10,H10_H,777,0.0546951992116,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_A,32.4229610507,False
llama,LLaMA 3.3 70B,12,10,H10_H,777,0.0546951992116,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_B,33.0296351071,False
llama,LLaMA 3.3 70B,12,10,H10_H,777,0.0546951992116,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_C,33.4964492059,False
llama,LLaMA 3.3 70B,12,10,H10_H,777,0.0546951992116,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_D,32.8649184192,False
llama,LLaMA 3.3 70B,12,10,H10_H,777,0.0546951992116,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_E,27.3901359983,True
llama,LLaMA 3.3 70B,12,10,H10_I,1491,0.104955652541,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_A,43.1622190011,False
llama,LLaMA 3.3 70B,12,10,H10_I,1491,0.104955652541,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_B,43.3304297838,False
llama,LLaMA 3.3 70B,12,10,H10_I,1491,0.104955652541,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_C,43.6831342409,False
llama,LLaMA 3.3 70B,12,10,H10_I,1491,0.104955652541,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_D,42.9839967224,False
llama,LLaMA 3.3 70B,12,10,H10_I,1491,0.104955652541,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_E,36.9755054976,True
llama,LLaMA 3.3 70B,12,10,H10_J,1049,0.0738420385752,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_A,24.725537207,False
llama,LLaMA 3.3 70B,12,10,H10_J,1049,0.0738420385752,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_B,24.8933523121,False
llama,LLaMA 3.3 70B,12,10,H10_J,1049,0.0738420385752,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_C,25.5180296236,False
llama,LLaMA 3.3 70B,12,10,H10_J,1049,0.0738420385752,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_D,24.7767346277,False
llama,LLaMA 3.3 70B,12,10,H10_J,1049,0.0738420385752,True,low,PRIMARY_ELIGIBLE,USABLE,MFamily_E,18.960371659,True
gemma,Gemma 2 27B,12,4,H04_A,4030,0.283682950866,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_A,28.5124442703,True
gemma,Gemma 2 27B,12,4,H04_A,4030,0.283682950866,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_B,29.5572911226,False
gemma,Gemma 2 27B,12,4,H04_A,4030,0.283682950866,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_C,30.0333643828,False
gemma,Gemma 2 27B,12,4,H04_A,4030,0.283682950866,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_D,31.1770395918,False
gemma,Gemma 2 27B,12,4,H04_A,4030,0.283682950866,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_E,29.9998357461,False
gemma,Gemma 2 27B,12,4,H04_B,4689,0.330071800648,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_A,28.7124403755,True
gemma,Gemma 2 27B,12,4,H04_B,4689,0.330071800648,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_B,29.2478591436,False
gemma,Gemma 2 27B,12,4,H04_B,4689,0.330071800648,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_C,30.9028912382,False
gemma,Gemma 2 27B,12,4,H04_B,4689,0.330071800648,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_D,29.9605055697,False
gemma,Gemma 2 27B,12,4,H04_B,4689,0.330071800648,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_E,33.4374358283,False
gemma,Gemma 2 27B,12,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_A,45.3267391106,False
gemma,Gemma 2 27B,12,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_B,46.2671126905,False
gemma,Gemma 2 27B,12,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_C,46.2523737924,False
gemma,Gemma 2 27B,12,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_D,44.4782590881,True
gemma,Gemma 2 27B,12,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_E,49.3497630244,False
gemma,Gemma 2 27B,12,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_A,39.1771441969,True
gemma,Gemma 2 27B,12,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_B,39.5771187958,False
gemma,Gemma 2 27B,12,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_C,41.4180500871,False
gemma,Gemma 2 27B,12,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_D,40.6990907207,False
gemma,Gemma 2 27B,12,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_E,43.6379642531,False
gemma,Gemma 2 27B,12,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_A,22.8346216568,True
gemma,Gemma 2 27B,12,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_B,23.4406196244,False
gemma,Gemma 2 27B,12,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_C,24.9555300097,False
gemma,Gemma 2 27B,12,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_D,23.8637612968,False
gemma,Gemma 2 27B,12,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_E,27.671889568,False
gemma,Gemma 2 27B,12,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_A,31.3303972847,True
gemma,Gemma 2 27B,12,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_B,32.158218486,False
gemma,Gemma 2 27B,12,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_C,32.5049904969,False
gemma,Gemma 2 27B,12,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_D,33.9402880673,False
gemma,Gemma 2 27B,12,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_E,31.8213033256,False
gemma,Gemma 2 27B,12,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_A,45.31209405,False
gemma,Gemma 2 27B,12,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_B,46.2564633396,False
gemma,Gemma 2 27B,12,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_C,46.169385489,False
gemma,Gemma 2 27B,12,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_D,44.3929177885,True
gemma,Gemma 2 27B,12,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_E,49.2423307521,False
gemma,Gemma 2 27B,12,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_A,33.2325173359,True
gemma,Gemma 2 27B,12,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_B,33.8343460017,False
gemma,Gemma 2 27B,12,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_C,35.4814691977,False
gemma,Gemma 2 27B,12,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_D,34.7604899037,False
gemma,Gemma 2 27B,12,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_E,37.8032092591,False
gemma,Gemma 2 27B,12,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_A,48.9328734063,True
gemma,Gemma 2 27B,12,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_B,49.6662979009,False
gemma,Gemma 2 27B,12,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_C,51.1222984145,False
gemma,Gemma 2 27B,12,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_D,50.1737782013,False
gemma,Gemma 2 27B,12,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_E,53.7137137824,False
gemma,Gemma 2 27B,12,6,H06_A,2967,0.208855413206,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_A,19.555910345,True
gemma,Gemma 2 27B,12,6,H06_A,2967,0.208855413206,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_B,20.1709606457,False
gemma,Gemma 2 27B,12,6,H06_A,2967,0.208855413206,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_C,21.6106077441,False
gemma,Gemma 2 27B,12,6,H06_A,2967,0.208855413206,True,moderate,PRIMARY_ELIGIBLE,USABLE,MFamily_D,20.4136235363,False
