model,model_label,trait_set,K,profile_id,profile_size,profile_proportion,eligible_primary_k,human_stability_tier,projection_status,model_usability_gate,ridge_kde_density,terrain_sparsity_percentile,inside_50_sample_coverage,inside_80_sample_coverage,inside_95_sample_coverage,beyond_95_warning,maximum_role_shape_similarity,mean_selected_neighbor_similarity,shape_support_percentile,ridge_knn_pc_standardized_displacement,ridge_knn_disagreement_p95,low_shape_support_warning,ridge_knn_disagreement_warning,nearest_role_native_pc_distance,pc_standardized_displacement,fraction_inside_95_sample_coverage,candidate,cross_model_recurring_candidate
qwen,Qwen 3 32B,12,9,H09_G,1422,0.100098549908,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,5.6908193791e-174,100,False,False,False,True,-0.0396532827118,-0.107761023801,0,13.4346364723,0.933307762733,True,True,12.4180487865,23.4248601979,0,False,False
qwen,Qwen 3 32B,12,9,H09_H,888,0.062508799099,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,1.13242028553e-79,100,False,False,False,True,0.0925197271413,0.0390496617109,0,10.1539705437,0.933307762733,True,True,8.18274703856,23.78536382,0,False,False
qwen,Qwen 3 32B,12,9,H09_I,1611,0.113402787555,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,7.49616141592e-170,100,False,False,False,True,0.0519958695647,0.0175792990802,0,13.0945703038,0.933307762733,True,True,12.2633132068,16.7404085793,0,False,False
qwen,Qwen 3 32B,12,10,H10_A,1180,0.0830634942982,True,low,PRIMARY_ELIGIBLE,USABLE,3.9966119324e-25,100,False,False,False,True,0.715710779963,0.705454595685,0,6.53700865811,0.933307762733,True,True,4.06061800267,8.31520372376,0,True,True
qwen,Qwen 3 32B,12,10,H10_B,1203,0.0846825285091,True,low,PRIMARY_ELIGIBLE,USABLE,4.7513479907e-156,100,False,False,False,True,0.0129358620771,-0.0393561108748,0,13.5676221922,0.933307762733,True,True,11.7312057164,26.6265740265,0,True,True
qwen,Qwen 3 32B,12,10,H10_C,1940,0.13656201605,True,low,PRIMARY_ELIGIBLE,USABLE,3.28300836405e-13,100,False,False,False,True,0.620571064474,0.580512559278,0,3.01804345398,0.933307762733,True,True,2.37729060128,17.5625370357,0,True,True
qwen,Qwen 3 32B,12,10,H10_D,1890,0.133042376461,True,low,PRIMARY_ELIGIBLE,USABLE,2.17700161502e-40,100,False,False,False,True,-0.493431041681,-0.503222844153,0,9.5825119964,0.933307762733,True,True,5.53942408827,20.7358658419,0,True,True
qwen,Qwen 3 32B,12,10,H10_E,1518,0.106856257919,True,low,PRIMARY_ELIGIBLE,USABLE,2.44872872364e-11,100,False,False,False,True,0.514764626464,0.485344541793,0,3.35264242375,0.933307762733,True,True,2.02589031563,28.697530895,0.114,True,True
qwen,Qwen 3 32B,12,10,H10_F,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,2.24042397603e-22,100,False,False,False,True,0.180294932907,0.140795299874,0,5.86008155497,0.933307762733,True,True,3.73327666384,29.5618231206,0,True,True
qwen,Qwen 3 32B,12,10,H10_G,1157,0.0814444600873,True,low,PRIMARY_ELIGIBLE,USABLE,4.15438350249e-47,100,False,False,False,True,0.0445520474538,0.014370172328,0,8.19260662882,0.933307762733,True,True,6.07639113821,23.0930334871,0,True,True
qwen,Qwen 3 32B,12,10,H10_H,777,0.0546951992116,True,low,PRIMARY_ELIGIBLE,USABLE,1.02877273805e-104,100,False,False,False,True,0.463854888331,0.442671634832,0,11.6854437693,0.933307762733,True,True,9.49298684486,11.3351406775,0,True,True
qwen,Qwen 3 32B,12,10,H10_I,1491,0.104955652541,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.308206186741,-0.364432562184,0,22.0826976799,0.933307762733,True,True,21.2325839077,16.1474140684,0,True,True
qwen,Qwen 3 32B,12,10,H10_J,1049,0.0738420385752,True,low,PRIMARY_ELIGIBLE,USABLE,2.15860538191e-134,100,False,False,False,True,0.128620367798,0.0888489642255,0,11.6090801363,0.933307762733,True,True,10.8437086081,18.0601316531,0,True,True
llama,LLaMA 3.3 70B,12,4,H04_A,4030,0.283682950866,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.351439765354,-0.37528039813,0,31.4307804976,1.58519358525,True,True,25.365253401,24.6115160789,0,True,True
llama,LLaMA 3.3 70B,12,4,H04_B,4689,0.330071800648,True,moderate,PRIMARY_ELIGIBLE,USABLE,5.2728347521e-16,100,False,False,False,True,0.683533126696,0.677476965141,0,4.03985882887,1.58519358525,True,True,3.47439630415,3.23992525258,0.044,True,True
llama,LLaMA 3.3 70B,12,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,0.166540903577,-0.0634320940067,0,28.7526737195,1.58519358525,True,True,22.8686420655,25.2239951672,0,True,True
llama,LLaMA 3.3 70B,12,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,6.24812371261e-59,100,False,False,False,True,0.654607885152,0.641238101077,0,9.12748261168,1.58519358525,True,True,7.17860884349,13.3496059649,0,True,True
llama,LLaMA 3.3 70B,12,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,3.63961187311e-24,100,False,False,False,True,0.810449442808,0.801080966003,0,5.03891077285,1.58519358525,True,True,4.41408322971,3.51160870544,0.006,True,True
llama,LLaMA 3.3 70B,12,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.313474211185,-0.363390383485,0,29.77126449,1.58519358525,True,True,25.3553770021,24.7753657141,0,True,True
llama,LLaMA 3.3 70B,12,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,0.202526432894,-0.0146745760964,0,27.7979108976,1.58519358525,True,True,21.9273359696,23.7551310281,0,True,True
llama,LLaMA 3.3 70B,12,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,7.34622174528e-81,100,False,False,False,True,0.702906771615,0.687557365371,0,10.7942926177,1.58519358525,True,True,8.47493205912,18.0729040427,0,True,True
llama,LLaMA 3.3 70B,12,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,1.31088046482e-88,100,False,False,False,True,-0.0355737710664,-0.0633351842436,0,15.8588915553,1.58519358525,True,True,8.8878761058,19.1957437792,0,True,True
llama,LLaMA 3.3 70B,12,6,H06_A,2967,0.208855413206,True,moderate,PRIMARY_ELIGIBLE,USABLE,3.67267471199e-19,100,False,False,False,True,0.81873566973,0.808884504223,0,6.29287193627,1.58519358525,True,True,3.89142131698,5.24264700972,0.012,True,True
llama,LLaMA 3.3 70B,12,6,H06_B,2874,0.20230888357,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.387891442696,-0.411496148361,0,27.4569520545,1.58519358525,True,True,23.0001954383,23.3885804188,0,True,True
llama,LLaMA 3.3 70B,12,6,H06_C,2479,0.174503730818,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,0.168115610865,-0.0353344926569,0,30.6151182817,1.58519358525,True,True,24.7507943858,26.2024235863,0,True,True
llama,LLaMA 3.3 70B,12,6,H06_D,1741,0.122553850486,True,moderate,PRIMARY_ELIGIBLE,USABLE,4.11371670136e-34,100,False,False,False,True,0.741771974903,0.732948293383,0,6.68841042521,1.58519358525,True,True,5.34578014734,7.66816142161,0.002,True,True
llama,LLaMA 3.3 70B,12,6,H06_E,2507,0.176474728988,True,moderate,PRIMARY_ELIGIBLE,USABLE,6.42457996701e-47,100,False,False,False,True,0.00965693627039,0.00660996708956,0,14.2615590379,1.58519358525,True,True,6.35746441087,18.0796138676,0.002,True,True
llama,LLaMA 3.3 70B,12,6,H06_F,1638,0.115303392933,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,0.130097339633,-0.111498569019,0,29.3223212126,1.58519358525,True,True,23.2056156488,23.9976404702,0,True,True
llama,LLaMA 3.3 70B,12,7,H07_A,1371,0.0965085175278,True,low,PRIMARY_ELIGIBLE,USABLE,7.14388002394e-84,100,False,False,False,True,0.422495166554,0.349044126483,0,14.1085162212,1.58519358525,True,True,8.63780454121,9.4823122019,0,True,True
llama,LLaMA 3.3 70B,12,7,H07_B,2794,0.196677460228,True,low,PRIMARY_ELIGIBLE,USABLE,3.41384746642e-20,100,False,False,False,True,0.813731453053,0.80167292466,0,6.4752910712,1.58519358525,True,True,3.97796860771,4.27571734992,0.014,True,True
llama,LLaMA 3.3 70B,12,7,H07_C,2925,0.205898915951,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.364714146512,-0.375515713982,0,24.5641548399,1.58519358525,True,True,21.7695945731,22.2620946561,0,True,True
llama,LLaMA 3.3 70B,12,7,H07_D,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,0.0644644755615,-0.0856149609311,0,32.6705253103,1.58519358525,True,True,26.4653425086,29.2593725784,0,True,True
llama,LLaMA 3.3 70B,12,7,H07_E,1531,0.107771364212,True,low,PRIMARY_ELIGIBLE,USABLE,1.0945321443e-34,100,False,False,False,True,0.69331657765,0.68014528541,0,6.69238886486,1.58519358525,True,True,5.39539453205,9.3177928406,0,True,True
llama,LLaMA 3.3 70B,12,7,H07_F,1364,0.0960157679854,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,0.109659144464,-0.089246009926,0,29.3660769351,1.58519358525,True,True,23.4910164114,25.7449663268,0,True,True
llama,LLaMA 3.3 70B,12,7,H07_G,2220,0.156271997747,True,low,PRIMARY_ELIGIBLE,USABLE,8.12347285558e-36,100,False,False,False,True,0.0624675949161,0.0434305860427,0,13.1229422682,1.58519358525,True,True,5.49040162951,16.7956197293,0.004,True,True
llama,LLaMA 3.3 70B,12,8,H08_A,1266,0.0891172743911,True,low,PRIMARY_ELIGIBLE,USABLE,4.85443713949e-91,100,False,False,False,True,0.282007322015,0.255123189654,0,14.3278680857,1.58519358525,True,True,9.01355618411,10.3086305024,0,True,True
llama,LLaMA 3.3 70B,12,8,H08_B,2247,0.158172603125,True,low,PRIMARY_ELIGIBLE,USABLE,5.44874815873e-21,100,False,False,False,True,0.730844053966,0.727543754794,0,4.821225179,1.58519358525,True,True,4.08856710398,3.76577964805,0.01,True,True
llama,LLaMA 3.3 70B,12,8,H08_C,2489,0.175207658736,True,low,PRIMARY_ELIGIBLE,USABLE,4.57398184594e-15,100,False,False,False,True,0.256462031482,0.232914025707,0,6.87948173281,1.58519358525,True,True,3.30810227696,14.5928489269,0,True,True
llama,LLaMA 3.3 70B,12,8,H08_D,1880,0.132338448543,True,low,PRIMARY_ELIGIBLE,USABLE,8.89227031721e-44,100,False,False,False,True,0.60403129616,0.601322071249,0,10.2672964687,1.58519358525,True,True,6.12460267707,10.746846657,0,True,True
llama,LLaMA 3.3 70B,12,8,H08_E,1945,0.136913980008,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.056392580357,-0.197912894862,0,33.7982410275,1.58519358525,True,True,27.7066838349,28.0660003431,0,True,True
llama,LLaMA 3.3 70B,12,8,H08_F,1206,0.0848937068844,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,0.0747593123445,-0.129800929351,0,28.8259889102,1.58519358525,True,True,22.941127837,25.2633468115,0,True,True
llama,LLaMA 3.3 70B,12,8,H08_G,1237,0.0870758834295,True,low,PRIMARY_ELIGIBLE,USABLE,4.09004665521e-122,100,False,False,False,True,0.546330515023,0.533936643393,0,13.7009432239,1.58519358525,True,True,10.4879964949,21.4199571111,0,True,True
llama,LLaMA 3.3 70B,12,8,H08_H,1936,0.136280444882,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.286194654548,-0.289967978451,0,26.7800921321,1.58519358525,True,True,19.8078110633,28.5996594725,0,True,True
llama,LLaMA 3.3 70B,12,9,H09_A,1172,0.082500351964,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,1.02144389168e-145,100,False,False,False,True,0.372853022704,0.310877296238,0,16.7430960949,1.58519358525,True,True,11.4820741065,12.2457377648,0,False,False
llama,LLaMA 3.3 70B,12,9,H09_B,2017,0.141982261016,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,1.70563538752e-16,100,False,False,False,True,0.703899611883,0.693785392234,0,4.47344025333,1.58519358525,True,True,3.54831600433,4.7284365201,0.018,False,False
llama,LLaMA 3.3 70B,12,9,H09_C,1523,0.107208221878,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True,-0.150674738249,-0.216996361324,0,30.0691820116,1.58519358525,True,True,23.9587110484,22.3262340804,0,False,False
llama,LLaMA 3.3 70B,12,9,H09_D,1847,0.130015486414,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,2.67339368415e-20,100,False,False,False,True,0.679294054075,0.662991182622,0,6.10242607051,1.58519358525,True,True,3.97315637763,8.24120867054,0,False,False
llama,LLaMA 3.3 70B,12,9,H09_E,1218,0.0857384203858,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,4.66801313516e-69,100,False,False,False,True,0.741359765678,0.731942794244,0,8.99358458677,1.58519358525,True,True,7.80460970817,11.6700359406,0,False,False
llama,LLaMA 3.3 70B,12,9,H09_F,2508,0.17654512178,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,2.20807017437e-59,100,False,False,False,True,-0.138311387822,-0.151253276161,0,13.2245999496,1.58519358525,True,True,7.20766449374,17.0784067183,0.002,False,False
llama,LLaMA 3.3 70B,12,9,H09_G,1422,0.100098549908,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True,0.00739978545665,-0.195759782793,0,33.1586357242,1.58519358525,True,True,27.0741477868,29.0418313723,0,False,False
llama,LLaMA 3.3 70B,12,9,H09_H,888,0.062508799099,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True,0.153713136535,-0.041712605924,0,29.647355814,1.58519358525,True,True,23.8047970898,25.9331436996,0,False,False
llama,LLaMA 3.3 70B,12,9,H09_I,1611,0.113402787555,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,3.03075185619e-122,100,False,False,False,True,-0.0161385199243,-0.0229698007493,0,18.3194556384,1.58519358525,True,True,10.4937375182,22.0068332125,0,False,False
llama,LLaMA 3.3 70B,12,10,H10_A,1180,0.0830634942982,True,low,PRIMARY_ELIGIBLE,USABLE,9.11747152736e-79,100,False,False,False,True,0.607120040401,0.582336423544,0,11.7354956392,1.58519358525,True,True,8.35984580762,9.15994947478,0,True,True
llama,LLaMA 3.3 70B,12,10,H10_B,1203,0.0846825285091,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,0.191645240394,0.0151833354113,0,28.9968539268,1.58519358525,True,True,22.9489506744,23.368063729,0,True,True
llama,LLaMA 3.3 70B,12,10,H10_C,1940,0.13656201605,True,low,PRIMARY_ELIGIBLE,USABLE,0.000158550220484,100,False,False,False,True,0.824004433478,0.798343525292,0,3.91826044036,1.58519358525,True,True,1.12349997183,4.26994248504,0.074,True,True
llama,LLaMA 3.3 70B,12,10,H10_D,1890,0.133042376461,True,low,PRIMARY_ELIGIBLE,USABLE,5.44201587809e-199,100,False,False,False,True,-0.218963568853,-0.242068682829,0,17.079346773,1.58519358525,True,True,13.4585732288,18.350902078,0,True,True
llama,LLaMA 3.3 70B,12,10,H10_E,1518,0.106856257919,True,low,PRIMARY_ELIGIBLE,USABLE,1.87070118285e-21,100,False,False,False,True,0.718768399805,0.715822513396,0,4.98409347597,1.58519358525,True,True,4.15347395913,4.35876618474,0.016,True,True
llama,LLaMA 3.3 70B,12,10,H10_F,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,2.95846070322e-06,100,False,False,False,True,0.439820531367,0.423335471813,0,4.34878661941,1.58519358525,True,True,1.7571991409,9.65823329889,0.086,True,True
llama,LLaMA 3.3 70B,12,10,H10_G,1157,0.0814444600873,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,0.131961801851,-0.00325259269752,0,26.3949007217,1.58519358525,True,True,20.1454662583,23.2805638362,0,True,True
llama,LLaMA 3.3 70B,12,10,H10_H,777,0.0546951992116,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,0.40582858443,0.250679908356,0,32.6072442887,1.58519358525,True,True,26.2235452624,37.8701747881,0,True,True
llama,LLaMA 3.3 70B,12,10,H10_I,1491,0.104955652541,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.344836106938,-0.488596806937,0,42.023068166,1.58519358525,True,True,35.9610563378,39.8047889234,0,True,True
llama,LLaMA 3.3 70B,12,10,H10_J,1049,0.0738420385752,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.153202738397,-0.161791202326,0,24.6498050354,1.58519358525,True,True,17.8458811174,21.9862484653,0,True,True
gemma,Gemma 2 27B,12,4,H04_A,4030,0.283682950866,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.58102165666,-0.582804454381,0,29.7292623563,1.20974320323,True,True,27.7195773933,279.256304544,0,True,True
