model,model_label,trait_set,K,profile_id,profile_size,profile_proportion,eligible_primary_k,human_stability_tier,projection_status,model_usability_gate,ridge_pc1,ridge_pc2,ridge_pc3,display_aligned_x,display_aligned_y,display_aligned_z
llama,LLaMA 3.3 70B,12,6,H06_A,2967,0.208855413206,True,moderate,PRIMARY_ELIGIBLE,USABLE,-0.265733370005,-5.18271480691,-0.064496842812,3.21038249927,-3.31964396369,-1.4197905986
llama,LLaMA 3.3 70B,12,6,H06_B,2874,0.20230888357,True,moderate,PRIMARY_ELIGIBLE,USABLE,2.92796582929,13.1899844193,19.177784313,0.885769196664,2.91334109259,40.8550622801
llama,LLaMA 3.3 70B,12,6,H06_C,2479,0.174503730818,True,moderate,PRIMARY_ELIGIBLE,USABLE,6.12824575403,11.6079275368,20.6345916256,4.19646931107,3.20177052765,43.2851804329
llama,LLaMA 3.3 70B,12,6,H06_D,1741,0.122553850486,True,moderate,PRIMARY_ELIGIBLE,USABLE,-0.664623013771,-6.81081967297,0.776477168007,4.41043255058,-4.84586102975,-0.175093371393
llama,LLaMA 3.3 70B,12,6,H06_E,2507,0.176474728988,True,moderate,PRIMARY_ELIGIBLE,USABLE,0.190696088896,6.6125443976,8.35749970619,-0.745714964188,1.19751410597,18.0303438719
llama,LLaMA 3.3 70B,12,6,H06_F,1638,0.115303392933,True,moderate,PRIMARY_ELIGIBLE,USABLE,4.60961062327,11.7820422269,19.5893315341,2.85444992796,2.83588660228,41.2941630365
llama,LLaMA 3.3 70B,12,7,H07_A,1371,0.0965085175278,True,low,PRIMARY_ELIGIBLE,USABLE,1.37971313974,-0.132076802908,9.70097072544,4.82755984096,-2.77680358779,18.965991834
llama,LLaMA 3.3 70B,12,7,H07_B,2794,0.196677460228,True,low,PRIMARY_ELIGIBLE,USABLE,-0.29948928047,-5.23511285169,-0.483330499284,3.05332793948,-3.22118148748,-2.2533993503
llama,LLaMA 3.3 70B,12,7,H07_C,2925,0.205898915951,True,low,PRIMARY_ELIGIBLE,USABLE,2.57026020716,11.5957906969,18.682238598,1.53163797313,1.90828603722,39.4885913394
llama,LLaMA 3.3 70B,12,7,H07_D,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,6.23903511407,14.0520628393,21.3276377329,2.94936227901,4.52255395203,45.2534789293
llama,LLaMA 3.3 70B,12,7,H07_E,1531,0.107771364212,True,low,PRIMARY_ELIGIBLE,USABLE,-0.737045365602,-6.31076494275,2.30990199323,4.68196281174,-5.12562552331,2.95575625531
llama,LLaMA 3.3 70B,12,7,H07_F,1364,0.0960157679854,True,low,PRIMARY_ELIGIBLE,USABLE,5.47774370035,11.3848538146,19.8114056898,3.6599948853,2.99565789039,41.6221128786
llama,LLaMA 3.3 70B,12,7,H07_G,2220,0.156271997747,True,low,PRIMARY_ELIGIBLE,USABLE,-0.114980430259,7.43332891287,7.26943941647,-1.89129689924,1.92162201844,16.1060182431
llama,LLaMA 3.3 70B,12,8,H08_A,1266,0.0891172743911,True,low,PRIMARY_ELIGIBLE,USABLE,2.05225351734,-0.753826500085,9.74705784451,5.60402536684,-2.80162384948,18.8946934835
llama,LLaMA 3.3 70B,12,8,H08_B,2247,0.158172603125,True,low,PRIMARY_ELIGIBLE,USABLE,-1.1986199823,-5.13908250887,-0.672867275419,2.44121422402,-3.59548069254,-2.59259751889
llama,LLaMA 3.3 70B,12,8,H08_C,2489,0.175207658736,True,low,PRIMARY_ELIGIBLE,USABLE,0.424724687526,3.47997399149,6.55833858214,0.672302986494,0.0396118059009,13.7190273855
llama,LLaMA 3.3 70B,12,8,H08_D,1880,0.132338448543,True,low,PRIMARY_ELIGIBLE,USABLE,4.83826312501,2.85879902765,7.91339625853,3.95048181707,1.63292866796,16.1788693039
llama,LLaMA 3.3 70B,12,8,H08_E,1945,0.136913980008,True,low,PRIMARY_ELIGIBLE,USABLE,5.33905957839,13.8885834736,22.4032533406,3.02996584546,3.53600901553,47.3288096806
llama,LLaMA 3.3 70B,12,8,H08_F,1206,0.0848937068844,True,low,PRIMARY_ELIGIBLE,USABLE,4.73051535107,12.369557211,19.2354674819,2.38845774358,3.39178922398,40.7464589102
llama,LLaMA 3.3 70B,12,8,H08_G,1237,0.0870758834295,True,low,PRIMARY_ELIGIBLE,USABLE,1.14245951916,-6.28487107178,7.95634993232,7.98882068114,-6.07850403678,14.0107383273
llama,LLaMA 3.3 70B,12,8,H08_H,1936,0.136280444882,True,low,PRIMARY_ELIGIBLE,USABLE,-0.168813940737,13.7618206456,16.5190401461,-2.21050738362,2.48915719388,35.8158933747
llama,LLaMA 3.3 70B,12,9,H09_A,1172,0.082500351964,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,2.86079107899,-1.82806808043,11.279977853,7.36244961707,-3.56053264271,21.6228614676
llama,LLaMA 3.3 70B,12,9,H09_B,2017,0.141982261016,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,-1.38554138193,-4.61658702719,-0.155972724345,2.2170348487,-3.56220772804,-1.44725198087
llama,LLaMA 3.3 70B,12,9,H09_C,1523,0.107208221878,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,3.53728061261,11.3170109541,20.325927339,2.90076638564,1.68847014376,42.6312762698
llama,LLaMA 3.3 70B,12,9,H09_D,1847,0.130015486414,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,4.80629218724,3.00400991784,5.88835836673,3.00024440751,2.42780395653,12.2468633138
llama,LLaMA 3.3 70B,12,9,H09_E,1218,0.0857384203858,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0.267907066802,-8.86897543552,2.63186333144,7.00837580615,-6.25728794516,2.93789072045
llama,LLaMA 3.3 70B,12,9,H09_F,2508,0.17654512178,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0.158689262493,8.55064988634,8.26711793187,-2.06251561853,2.40657332298,18.3380916131
llama,LLaMA 3.3 70B,12,9,H09_G,1422,0.100098549908,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,4.44528899773,15.0668937173,21.6716476142,1.4910450285,4.02538641702,46.1978335625
llama,LLaMA 3.3 70B,12,9,H09_H,888,0.062508799099,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,6.50306260476,10.8861891407,20.0324128299,4.61355174791,3.18087765179,41.9211591804
llama,LLaMA 3.3 70B,12,9,H09_I,1611,0.113402787555,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,-0.495247807518,8.86127586121,10.8164916555,-1.55135901588,1.32308884228,23.4179325411
llama,LLaMA 3.3 70B,12,10,H10_A,1180,0.0830634942982,True,low,PRIMARY_ELIGIBLE,USABLE,0.578552425547,-7.51114981747,5.28726364412,7.38657552854,-6.1954948959,8.47850955078
llama,LLaMA 3.3 70B,12,10,H10_B,1203,0.0846825285091,True,low,PRIMARY_ELIGIBLE,USABLE,6.90581102735,10.3339144193,19.4474457271,4.94199886441,3.2738623935,40.6329836615
llama,LLaMA 3.3 70B,12,10,H10_C,1940,0.13656201605,True,low,PRIMARY_ELIGIBLE,USABLE,1.33987493375,-1.41633755828,1.81880772265,2.37807358931,-0.775699952094,3.19803875914
llama,LLaMA 3.3 70B,12,10,H10_D,1890,0.133042376461,True,low,PRIMARY_ELIGIBLE,USABLE,0.997725933941,5.9826333016,13.6647887234,2.28602322735,-0.636274066973,28.2665111983
llama,LLaMA 3.3 70B,12,10,H10_E,1518,0.106856257919,True,low,PRIMARY_ELIGIBLE,USABLE,-1.17786578382,-5.2751112494,-0.304404914315,2.69334254613,-3.79934533415,-1.90469779035
llama,LLaMA 3.3 70B,12,10,H10_F,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,-1.18533495786,0.737394864805,2.07570601476,-0.241474686279,-0.947475023715,4.26313600337
llama,LLaMA 3.3 70B,12,10,H10_G,1157,0.0814444600873,True,low,PRIMARY_ELIGIBLE,USABLE,4.48993536496,11.4814152218,17.3645647088,2.06597047961,3.3783946184,36.8600660451
llama,LLaMA 3.3 70B,12,10,H10_H,777,0.0546951992116,True,low,PRIMARY_ELIGIBLE,USABLE,7.03640963807,4.82255455466,22.369768201,9.81142619391,-1.09410226432,44.9808653389
llama,LLaMA 3.3 70B,12,10,H10_I,1491,0.104955652541,True,low,PRIMARY_ELIGIBLE,USABLE,6.30140086456,19.3275889329,27.1226283865,1.94588480123,5.73954979757,57.928781021
llama,LLaMA 3.3 70B,12,10,H10_J,1049,0.0738420385752,True,low,PRIMARY_ELIGIBLE,USABLE,2.08154554715,8.18335696994,16.5061950776,2.59721690522,0.30961342077,34.3753220035
gemma,Gemma 2 27B,12,4,H04_A,4030,0.283682950866,True,moderate,PRIMARY_ELIGIBLE,USABLE,7767.06119927,-7579.81691952,-3976.92426401,0.0333658414885,-0.0337191363193,-0.0707504859274
gemma,Gemma 2 27B,12,4,H04_B,4689,0.330071800648,True,moderate,PRIMARY_ELIGIBLE,USABLE,4999.06769154,-8949.57320635,3787.97402317,0.0373145081174,-0.0632769724098,0.0456135148527
gemma,Gemma 2 27B,12,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,8586.86811413,-91.1055490041,10863.5189125,0.047828683446,-0.018553658617,0.162038408019
gemma,Gemma 2 27B,12,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,6060.65905072,-13381.0542512,3836.10317852,0.0478794671939,-0.0915619590005,0.0409153894287
gemma,Gemma 2 27B,12,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,4142.21896907,-6539.73463399,3542.56286301,0.0302226359653,-0.0476254846693,0.0449207652118
gemma,Gemma 2 27B,12,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,6876.03593757,-7286.3610117,-5632.84147716,0.0271663267919,-0.0286928194152,-0.0952202240027
gemma,Gemma 2 27B,12,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,8489.30959428,488.506187011,10868.8452713,0.0466139387852,-0.0148454856228,0.16281889365
gemma,Gemma 2 27B,12,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,6415.50343307,-10948.7012249,3410.80359891,0.0448587592236,-0.0742900301099,0.0372495039721
gemma,Gemma 2 27B,12,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,10463.8198356,-14387.5312281,6473.35138122,0.0693507489791,-0.100515924517,0.0785631981144
gemma,Gemma 2 27B,12,6,H06_A,2967,0.208855413206,True,moderate,PRIMARY_ELIGIBLE,USABLE,3476.15660592,-5241.99052283,3343.63980739,0.0255614043608,-0.0392183388973,0.0435864808166
gemma,Gemma 2 27B,12,6,H06_B,2874,0.20230888357,True,moderate,PRIMARY_ELIGIBLE,USABLE,6997.69266292,-10038.0175999,-5400.22662683,0.0320938389174,-0.047196731105,-0.094949491941
gemma,Gemma 2 27B,12,6,H06_C,2479,0.174503730818,True,moderate,PRIMARY_ELIGIBLE,USABLE,8666.77949533,-798.059408838,8558.37692421,0.0456464653177,-0.0177339218826,0.126364732912
gemma,Gemma 2 27B,12,6,H06_D,1741,0.122553850486,True,moderate,PRIMARY_ELIGIBLE,USABLE,5738.55408494,-10894.4489776,3052.56706741,0.0417809521476,-0.0736835913365,0.0320574724107
gemma,Gemma 2 27B,12,6,H06_E,2507,0.176474728988,True,moderate,PRIMARY_ELIGIBLE,USABLE,9835.53350979,-13001.7626156,5277.35442715,0.0631659686739,-0.0891659232888,0.0622579735704
gemma,Gemma 2 27B,12,6,H06_F,1638,0.115303392933,True,moderate,PRIMARY_ELIGIBLE,USABLE,8490.50143783,-1076.23255328,11347.8484522,0.0497015252215,-0.0262378097053,0.16822740672
gemma,Gemma 2 27B,12,7,H07_A,1371,0.0965085175278,True,low,PRIMARY_ELIGIBLE,USABLE,19454.5664406,-23513.2950888,21275.3102491,0.138239269601,-0.187246178004,0.289456548969
gemma,Gemma 2 27B,12,7,H07_B,2794,0.196677460228,True,low,PRIMARY_ELIGIBLE,USABLE,3427.65718785,-5011.03630335,2855.25016255,0.0242908878739,-0.0366018155377,0.0364884467284
gemma,Gemma 2 27B,12,7,H07_C,2925,0.205898915951,True,low,PRIMARY_ELIGIBLE,USABLE,6267.09512424,-10396.3024887,-6680.42785515,0.0280285791672,-0.0471888169591,-0.114541349743
gemma,Gemma 2 27B,12,7,H07_D,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,5246.90052672,4000.53540548,5160.09858287,0.0208704856582,0.0187500476529,0.0814214709362
gemma,Gemma 2 27B,12,7,H07_E,1531,0.107771364212,True,low,PRIMARY_ELIGIBLE,USABLE,6282.39127355,-12820.8435704,2484.20952299,0.0457683130631,-0.0845294470397,0.0210924657621
gemma,Gemma 2 27B,12,7,H07_F,1364,0.0960157679854,True,low,PRIMARY_ELIGIBLE,USABLE,7828.39699771,1110.06339232,8249.81276061,0.0392778293932,-0.00521260055151,0.124127184256
gemma,Gemma 2 27B,12,7,H07_G,2220,0.156271997747,True,low,PRIMARY_ELIGIBLE,USABLE,7146.17891516,-9192.44808005,3547.72539696,0.0450734359503,-0.0624456733577,0.0412009507837
gemma,Gemma 2 27B,12,8,H08_A,1266,0.0891172743911,True,low,PRIMARY_ELIGIBLE,USABLE,21915.2580792,-25304.5994598,20246.1780323,0.148247705689,-0.194463357621,0.271242181501
gemma,Gemma 2 27B,12,8,H08_B,2247,0.158172603125,True,low,PRIMARY_ELIGIBLE,USABLE,4583.68384067,-9968.26259154,2647.07962298,0.0355938237224,-0.0676570104869,0.0272814934364
gemma,Gemma 2 27B,12,8,H08_C,2489,0.175207658736,True,low,PRIMARY_ELIGIBLE,USABLE,2666.96264101,-4759.20605159,-4334.19203073,0.0101452111261,-0.0187927311078,-0.0716675868856
gemma,Gemma 2 27B,12,8,H08_D,1880,0.132338448543,True,low,PRIMARY_ELIGIBLE,USABLE,4481.3876518,3563.88164931,3888.93918246,0.0168105121376,0.0181919883518,0.0618827554647
gemma,Gemma 2 27B,12,8,H08_E,1945,0.136913980008,True,low,PRIMARY_ELIGIBLE,USABLE,9729.91495483,-7479.18690851,1980.16487528,0.0494400005841,-0.0452881502825,0.0189182636031
gemma,Gemma 2 27B,12,8,H08_F,1206,0.0848937068844,True,low,PRIMARY_ELIGIBLE,USABLE,5587.76386496,2595.17903601,7591.25404306,0.0279383700982,0.00413290057022,0.116432881933
gemma,Gemma 2 27B,12,8,H08_G,1237,0.0870758834295,True,low,PRIMARY_ELIGIBLE,USABLE,10273.2969519,-11923.523701,7447.41910906,0.0664553074135,-0.0867827261627,0.0962043714606
gemma,Gemma 2 27B,12,8,H08_H,1936,0.136280444882,True,low,PRIMARY_ELIGIBLE,USABLE,2058.09305474,-5129.10989659,268.460897994,0.0155526496281,-0.0325154202362,-0.0024158239789
gemma,Gemma 2 27B,12,9,H09_A,1172,0.082500351964,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,22357.8092868,-24974.2485754,21802.357756,0.151736452759,-0.19555023271,0.295038132687
gemma,Gemma 2 27B,12,9,H09_B,2017,0.141982261016,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,3915.49372553,-10280.5356786,1270.82965096,0.0315379157924,-0.0670681815977,0.00627768526379
gemma,Gemma 2 27B,12,9,H09_C,1523,0.107208221878,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,9123.54066287,-12060.6348864,-890.077728903,0.0497276600769,-0.0691796011545,-0.0296620475599
