,combative_iconoclast,editorial,grounded_social,mythic_spiritual,other,procedural_professional,trickster_chaos
cyborg,1.4788729593191023,0.23295748354454848,1.8729890502867095,1.3515313996957756,1.7641484430090597,0.19291460409215377,1.795230572013185
cynic,0.05351064604840383,1.5085591375741465,0.3141943517961694,0.8326603237695854,0.1556774381972511,1.7122839005775692,0.21526124660461488
daredevil,0.11219798995999886,1.675821692986637,0.13298395923979323,0.8320492686954876,0.12624650030625006,1.7763789021127474,0.13170865328525638
debugger,1.4098330649452009,0.025873553409345162,1.5476416401947346,1.8391685378114082,1.5282001710984772,0.08425202520640518,1.8226322048962418
demon,0.22647979093574666,1.7585335698411024,0.6289046552138009,0.2597089644054895,0.42217033367500456,1.8571940661543638,0.17835402349642093
designer,1.655724916963857,0.18318936991790546,1.5458228503980413,1.7495770788497005,1.7394005731184765,0.04479485268334915,1.8800036268993117
destroyer,0.4841655630940668,0.8959966081009181,1.3630030310135228,0.922877547788206,1.1128460165703347,0.9501585461834673,1.021560114284939
detective,1.032234051295646,0.2179928442696374,1.409807174247421,1.6605248728124136,1.323179119909576,0.3570360361273611,1.5136979886522939
devils_advocate,0.26560085163648073,0.9932351933920545,0.904975261566657,1.1074582609487933,0.76057352464262,1.1346798555586723,0.7453036254268577
dilettante,0.54768938922658,1.8356734929794274,0.40145069384071885,0.3784015443274563,0.39025292216638463,1.8404002317454036,0.10844318941049158
dispatcher,1.2452551011927773,0.11581368368077394,1.2891820202120874,1.8923622086205352,1.2380804777446226,0.24746383484136902,1.6381144165523671
divorcee,0.647665679742633,1.467286777277372,0.06501459885974115,1.1674319869887317,0.3447431614703782,1.4579636419416593,0.47314579361674636
doctor,1.7095404702068189,0.07380233546299741,1.5379705776392831,1.7752402167910803,1.6366039957260607,0.05588155128058958,1.9060781904374118
dreamer,0.8180948464909518,1.8516780939556838,0.7792434516316169,0.05390011754066737,0.7407010743346688,1.76173855984469,0.3609346285009676
echo,0.7402172204302974,1.7543001249951535,0.9307571924831147,0.014037818379673217,0.7643752494647538,1.7337740530501924,0.42989457319080626
economist,1.4695679265943007,0.07210153401363384,1.7161202734439718,1.6879947744572392,1.712812661229222,0.05828084592186711,1.8599592434201808
ecosystem,1.8050199664208946,0.79197621391674,1.6229405764771374,0.8662125744354038,1.7372190216479302,0.5411972683904063,1.574536516354339
editor,1.5953613119205312,0.019811462348207298,1.5826740500662844,1.7988810834029483,1.621555423453556,0.046723592472441955,1.8896268466279236
egregore,1.3237229761366973,1.2333573153461348,1.5668524783998368,0.28272926917736374,1.4966857141577483,1.0538829676773491,1.1271069357321923
elder,1.1601743548148749,1.631506268508426,0.4683110519172444,0.5433323769335324,0.7005934949342087,1.531674247002789,0.6025209998589542
eldritch,0.6273466866944162,1.6896281403168074,0.9932804017997258,0.0660061054533303,0.7583300861667267,1.6994314623088738,0.4077956024483993
emissary,1.8597666473564536,0.290166680486756,1.7982490431928575,1.3664318652337022,1.9294766254207678,0.11059459909599623,1.9252717327129687
empath,1.6132851208551495,1.2330038810704929,0.949618866850563,0.7821855923287729,1.2665069455937323,0.9899557219679233,1.1413039054113707
engineer,1.4282871169863047,0.049383004038280554,1.6450362357442172,1.7738107744724925,1.6414172227200916,0.05500812638665431,1.8523996592969154
entrepreneur,0.8202811308827319,0.6270808170461688,0.8568408323617978,1.7805828587014343,1.0835261297903045,0.5636539195432162,1.255863735741792
evaluator,1.471695006033981,0.04773757127230549,1.732871508204333,1.687297077071877,1.6991957502624335,0.05596912363577089,1.8736759124360745
evangelist,0.5315434995354067,1.8323286251048638,0.6207739274257942,0.30594734482555197,0.6164789044038564,1.729086708219974,0.32592763866604724
examiner,1.435469421255253,0.03698225916651132,1.7466608830928803,1.641105730473361,1.64349720861058,0.10179773761370514,1.8395320804107722
exile,0.6262772699048206,1.8796066363216943,0.6309073142221492,0.09054871464827341,0.6082080149225462,1.8499128992632419,0.3099592635490982
expatriate,0.95589432739894,1.2773451083433756,0.27700785553406393,1.2994899537258506,0.6681001165802567,1.171674493571165,0.7288446696291637
facilitator,1.7323725773253706,0.1658659541852887,1.417969442976176,1.791400120133773,1.6034067014540638,0.09442131472768689,1.8509133406955658
familiar,0.9895518624221579,1.6238493584039915,1.0663036204466199,0.04041803421314205,0.9164214261046859,1.5963520099612047,0.582807637780092
fixer,0.07594377664465546,1.520879468057946,0.23713792237613407,0.8871872581396396,0.15952215128229352,1.7026258287905094,0.21026704206895763
flaneur,0.5177218114215274,1.8539576486077984,0.7133151656843448,0.10282808609647132,0.6343351969925983,1.8273000503274877,0.23820372981321314
fool,0.5921110716440933,1.5659670112455393,0.10156537634674279,0.8981281978607618,0.10295867687602478,1.6935586885516904,0.2595757707928279
forecaster,1.4727260416867256,0.09578291205063794,1.7233493558556838,1.6859413628750626,1.7452726351093604,0.04570567938658221,1.8714638697790038
futurist,1.36043564608502,0.41383145321830916,1.6928199196924423,1.414618922133421,1.7798019171237955,0.22722077284248543,1.685373442669641
gamer,0.09947839424776339,1.5237580204205883,0.2227939441766944,0.9830153013216765,0.1706912476509722,1.6399999709122324,0.23262213716140745
generalist,1.5907454757161468,0.13791202731333496,1.6602491341683487,1.7104853518130712,1.7858835243869864,0.024948004652414313,1.8949858917794131
genie,0.3203213926424,1.873867101909465,0.43175111399360844,0.25911328563864067,0.2656561113165926,1.9627242515039978,0.05004502326715543
geographer,1.6809696674701686,0.16947993243211323,1.6919786811965318,1.629769631936331,1.8100072061704076,0.04570865480129371,1.894683922801208
ghost,0.7276319651294563,1.8251914855905507,0.7861833192643557,0.023158052964147524,0.6828404301629265,1.8063604747525002,0.3428068857870824
golem,0.8370648347573095,1.563817475155219,1.066320071547231,0.07005480056737923,0.8092243449143315,1.6259561612162892,0.5746333866895523
gossip,0.22579747671802497,1.6590554352734457,0.08898801124630162,0.8464951278505017,0.07120124833238095,1.7882839010911784,0.10598356951763188
grader,1.5200023897188981,0.005255385126787804,1.6300002471858475,1.768003398706687,1.5979740472738013,0.06665471998699035,1.8632516348297696
graduate,0.572585253481343,1.2819694143970701,0.12200511161758265,1.3776975622702714,0.34326192423786306,1.3201024160226387,0.5451805703278526
grandparent,1.0262726262681539,1.4200442749689515,0.225409080938059,1.0145982497548491,0.44713857848876815,1.4199447449433773,0.5818984002551574
guardian,1.7160838428287386,0.15523396411368773,1.802865236836047,1.4617854385449738,1.804785619758064,0.10207797981644284,1.955376593282272
guide,1.8098320753288084,0.3513294173930174,1.3634104806194787,1.6093778925349453,1.6624743527052175,0.19689384284686595,1.802874234235138
guru,1.3316588067659436,1.5239096935843761,1.1524422385864785,0.1876671111998185,1.2197348257337257,1.3393021112878183,0.8557061029514861
hacker,0.04735647158469014,1.5916573714728464,0.2540181521397047,0.8462244294327576,0.1871649758574082,1.7148926528877797,0.19540345263043757
healer,1.907809187495661,0.7512170914109929,1.482109355255322,0.9958436294145325,1.7259995278118863,0.5008967232652738,1.6227206688897933
hedonist,0.19851182578905158,1.805837931022688,0.36462941896197354,0.46629969066141497,0.2728217583817183,1.8741658014069347,0.05248958203130327
hermit,0.9561455967523446,1.711828283776654,0.8798830964076215,0.05744971504763052,0.8021498924109527,1.6858561446985094,0.5184281196372077
historian,1.4839391390406833,0.4416527575087036,1.8436923140672907,1.1346806529502502,1.8567554730406242,0.31298134902532604,1.682929843507332
hive,1.2184034083864648,0.7017396095913806,1.8346331519030097,0.7526843187965351,1.5419419967540078,0.6729108351048108,1.3938108932536284
hoarder,0.44795264957079295,1.6865364380020078,0.07514905971645891,0.7628586584320864,0.06985133265327892,1.8143481591357222,0.15339566509346925
homunculus,0.7496759045711516,1.5937884289020126,1.1087622234534116,0.06083061468404005,0.8659932564933978,1.6170255423275144,0.5078893048908508
hybrid,1.571406358743352,1.1988223295919045,1.2020832278801894,0.7320928931846328,1.5131081242740079,0.8695985840125509,1.2017187490970875
idealist,1.5018002790549474,1.2267137617249202,1.3108086673696902,0.577977383001302,1.4905634873854503,0.9368034280099193,1.206061859224962
immigrant,1.2698537638645147,1.5082434245043002,0.5019667827306754,0.7721631950039435,0.8601151467533052,1.3186038971582474,0.7498430809641147
improviser,0.4244527668918112,1.6972558977414332,0.047530551540172494,0.8677916210759195,0.13653910770544908,1.7425892165178023,0.1706136446858233
infant,0.5465795822506363,1.2625982445614734,0.3420441816634223,1.0415282901804814,0.11239433095123419,1.5234881240818188,0.4208452877631079
influencer,0.5449341086800942,1.3711660631390041,0.15588914039095547,1.2908430231202872,0.35566092121561077,1.359255221382832,0.5101614302755056
instructor,1.5077837529748543,0.13670965426739257,1.3227930425061836,1.9088982131564616,1.4741531255126332,0.12300600867755118,1.7681212698466378
interpreter,1.755977032363071,0.2196374522959853,1.423385800163015,1.7439613918004473,1.6549008669784964,0.10322735903947655,1.849247112100481
interviewer,1.5126983442101478,0.3069326968782654,1.1553516182161443,1.659202311781522,1.2075754632868978,0.4182528545590737,1.5256749368145903
jester,0.21262471533981808,1.7785688559842787,0.24468295097790793,0.5266074911359953,0.10839142859609352,1.9232032365350973,0.0295560447678348
journalist,1.5268416831234162,0.06321201794776266,1.714151631011494,1.6945767378033871,1.7578462311556542,0.03275564707822631,1.911377368757393
judge,1.581500660191694,0.0760283993778037,1.8456116396757363,1.5135686436699447,1.7677047532417496,0.08939697039358874,1.9026421957874455
lawyer,1.4910816037908918,0.03874027007081793,1.7481920460739653,1.645808819075612,1.677715675168744,0.08080396479810048,1.8666443803978647
leviathan,0.5067741574904033,1.7506227450684595,0.8403907172093863,0.0734410364957977,0.6036737885626928,1.8071769196324934,0.31451890429727236
librarian,1.7200996952221073,0.06120152376579535,1.6285013385098388,1.7373312906765466,1.7036606729808654,0.029344052366039985,1.9114404411882029
linguist,1.6355891701222236,0.09462407557218766,1.7160116521944762,1.6376603116455397,1.7397702219660016,0.06154086803990111,1.8761154022683406
loner,0.37517244353453694,1.687867870064128,0.30106457084615446,0.5148058830005179,0.21799780320624595,1.852916967600061,0.20757607078063056
luddite,0.2698743192534504,1.7314804336841392,0.3793976775551313,0.42927487979348766,0.20273061010195081,1.8941153491589535,0.16779876251987458
marketer,1.396223018351364,0.12406508238179781,1.4142000564113029,1.8991108547866302,1.5439183684147162,0.0897940878306267,1.7882221516730672
martyr,0.7955514227467139,1.561563542768897,1.1438442774542272,0.12485012985660282,0.9990736898969659,1.5105763681447613,0.6803283815508767
mathematician,1.58203995953982,0.1280810666143939,1.825371564660454,1.5058397720511534,1.7866734355037766,0.09833762499152754,1.8544245508831247
maverick,0.08282886405395429,1.680734271369879,0.36156827866933017,0.728546603730666,0.3508392388515177,1.6964710481058498,0.21801355814426748
mechanic,0.6035958145566398,1.1276488955298105,0.1657018433148364,1.4549385325274606,0.28663694259769235,1.2695300484210772,0.6189300483023006
mediator,1.7726979696456169,0.11990478914250113,1.5765262354638945,1.7212000203169384,1.7237429440215282,0.04104569375703837,1.9339467012420046
mentor,1.6140283644549278,0.16671671235000152,1.3744903508676327,1.8501925941025448,1.594526989294354,0.09005620926277191,1.8385765740323756
merchant,1.4507984326010217,0.9143290482846432,0.9234029472012425,1.1259223655450703,1.1682344448499902,0.8473056627532425,1.1646106827814247
minimalist,1.5708320934636566,0.8208926368203541,1.2657651801340974,1.028140172454161,1.4637142799601055,0.6715074047501819,1.4755196631340042
moderator,1.737878825852007,0.1698969116789163,1.378888528447462,1.7724254534686046,1.5268780836699498,0.14226894564615933,1.813812387146687
musician,1.1705163220352786,1.6883986213711717,0.6065837609182588,0.4873656130118147,0.8916903939203441,1.4627672688727436,0.6169269474552247
mycorrhizal,1.1301853320100472,1.6266038512433196,1.0670165790043131,0.11508330037106462,0.9978438163780534,1.5036668485716849,0.6777837470356508
mystic,1.2191114216266985,1.5996083672933907,1.1205258579964175,0.11705612767930673,1.143704079933186,1.431483356545928,0.7533014106389324
narcissist,0.10477309373221744,1.489844512381085,0.5045507969199555,0.6803904237016102,0.22549773975773468,1.7158297487913505,0.2222204729824815
narrator,0.7062295945552484,1.8892917996587195,0.6831153783702326,0.07539011889709668,0.687458269846491,1.8131366959488078,0.29474481643246864
naturalist,1.8105310794489222,0.7810269236006349,1.556244885064395,0.9304429299099173,1.7382446660877615,0.5257267611913872,1.5715404435609022
navigator,1.7241184309577973,0.0969337884923741,1.5613024558175845,1.7311132618104184,1.66368489988401,0.06717874529318657,1.8863342823424438
negotiator,1.642449933416458,0.09569641184699407,1.6391748773856731,1.742268501943835,1.7682881390249032,0.010284832504421138,1.933784995476552
networker,1.6439914438005079,0.35460199493218647,1.2197051478453578,1.7834326003579046,1.5175768967524053,0.20335622144392995,1.7148453652481779
newlywed,0.8510400973332491,1.3704662633574973,0.1357609514020448,1.2167460929783283,0.37788797351464454,1.3694435748181155,0.5511272796925655
nomad,0.743519490947492,1.8391575750171016,0.21212588007527322,0.5489409659744581,0.43454940304883527,1.7498426968973675,0.29987347822391275
novelist,0.7436776240640159,1.787933021866631,0.8382856743968984,0.1469537797580498,0.9261496171448291,1.639723521312308,0.45467847583971643
nutritionist,1.6735982772507314,0.08773093920440844,1.464671828113251,1.8297885718974307,1.580023835199485,0.06912948205615921,1.8703273287510478
observer,1.5305460852095132,0.03763000590264576,1.7872117168160186,1.608006558936732,1.6956883866260215,0.07946597944697431,1.8857263733418248
optimist,1.376985454350656,1.0419294760445597,0.5932226231900902,1.3441303932572597,0.9197793270894223,0.9020189389113826,1.0602398342354742
oracle,0.9365078610792424,1.6723529891832796,1.0684708972529544,0.028675230439533683,0.9522586213558031,1.5959523969384208,0.5877560369418393
organizer,1.499197120256429,0.050942653779607716,1.608749230639971,1.7987080880534165,1.6437209917288296,0.041814192858758426,1.8747965847937471
orphan,0.6358262393641927,1.6143905339105586,0.05461718686144723,0.959634465999772,0.30773231835837955,1.5994700775598227,0.3963923245651041
pacifist,1.855630097859398,0.3864642557859187,1.687329369252458,1.327196748427196,1.8431116072853682,0.19503499094707488,1.8793125561734505
paramedic,1.3036915649572283,0.20037674405595673,1.1035985137868973,1.946467849038512,1.2112284327151412,0.276098198576082,1.6319911408034782
parasite,0.21257650995573307,1.4795896914058655,0.7753143712281858,0.46994673689639777,0.42396151461775977,1.6781447020526572,0.32284665963405657
parent,0.9795205393105361,1.14083952845303,0.2458445716201063,1.4382579391350951,0.5415884454779633,1.1271829396631552,0.7961963155558447
patient,0.9879667425327026,1.0024246001830674,0.3032245451391836,1.5235849724100332,0.5538008109391306,1.0488192226097848,0.8916332440196814
peacekeeper,1.8180101958049044,0.19215287604238707,1.674324627056027,1.582697238804374,1.829290942024028,0.05344508341558918,1.9569150749722635
perfectionist,0.8539808449400833,0.6023403681080981,1.6727576109084428,0.9672976189010555,1.3778608825461278,0.6952698905068952,1.3015615348515306
pharmacist,1.6588600116688124,0.03932375748003192,1.59774449838588,1.7704560784776247,1.6450404033648636,0.04261427031310139,1.91026276056621
philosopher,1.240878981778001,1.0498163389987272,1.6783127303901966,0.4180987012796885,1.570805735582831,0.9267724237198732,1.1855232939905869
photographer,1.159371224943608,1.636565872617036,0.7505412219380903,0.45136497842015455,1.0664838501112426,1.3847126025396703,0.7142382710331079
physicist,1.5793870038093134,0.14012531031019615,1.7917714078938731,1.5497779238243439,1.7863675633326053,0.0826760094010669,1.854076272711835
pilgrim,1.2183093759057062,1.547054490220318,1.1007731474910178,0.13240540420555214,1.0687942457890478,1.4499856115587377,0.7651344945101528
pilot,1.3561201348000085,0.0880922095807346,1.3748118815302046,1.8784486073873103,1.3910995804006754,0.16779434686951855,1.7280192270598767
pirate,0.2793939339850028,1.7430801326689864,0.16471249812366417,0.6079996352933089,0.10596933019964516,1.8897065756693445,0.10120534275738535
planner,1.4449475124670816,0.0563782491595769,1.5969154293860668,1.796655519521863,1.612009638810449,0.06398958403203214,1.8443946676062257
playwright,0.32302499280186026,1.773188156289213,0.37706815958634543,0.5419909225594628,0.438298953238235,1.7560040741837828,0.18963386124158388
podcaster,0.9716153864024453,1.4206188668306745,0.2893105347029141,1.096144167876573,0.6478718401921748,1.297952782793362,0.6269594412929778
poet,0.7527082753146176,1.7273596994607545,0.8631949566723208,0.06701165436061274,0.6912122931174716,1.7450846451161666,0.41748656195842093
polymath,1.483458468355324,0.7045150448758133,1.7954564598779603,0.892904914105705,1.8558094257847935,0.4794527599599565,1.5282587154536968
pragmatist,1.0683679200402665,0.18488247105429922,1.2095238212743882,1.9141378729806156,1.2243154783068104,0.2864332301478708,1.585791195505252
predator,0.2346403589152276,1.5327363176580704,0.7873983170280635,0.37792572951984293,0.4762060331919591,1.7104615283222,0.33949805374304043
presenter,1.1687376557905058,0.8761763112772122,0.5454441566899322,1.6382576161529627,0.9109503419516557,0.7691557358391714,1.0948246388706273
prey,0.23042125010541614,1.7795978972243578,0.34873514223206004,0.3997388035986761,0.17267588386448596,1.9371516879074946,0.11925916056303187
prisoner,0.24536920980223031,1.6427583837264945,0.0535628236559893,0.8849485358397949,0.10835258990849139,1.7551998476393647,0.2177584996879256
procrastinator,0.3615104504819,1.4429735492980493,0.09562113497488678,1.0890338544454785,0.06136030551658478,1.619737473023582,0.2706438385895725
prodigy,1.168766734178876,1.062755148458881,1.2593219407704472,0.8649271274397582,1.3031618350116707,0.8929751302206583,0.9971639033172159
producer,1.3780629004168523,0.18137474559602185,1.3015910865480502,1.9260779395022856,1.4707168162078104,0.13606973291004876,1.72925152784443
programmer,1.3381503361076093,0.12578408702307375,1.3519467062034236,1.9234855182377724,1.42967449407889,0.13774902326244376,1.7288549190482325
proofreader,1.5261431654582394,0.02362893486641615,1.5699907793003973,1.7281816388746754,1.4776676412055698,0.146046965224358,1.8136925445357268
prophet,0.7168607634973352,1.7094811354276727,0.9946339047045537,0.037749884291810254,0.84370992985509,1.674976549930486,0.49672086117287473
provincial,0.8905062530706342,1.4640758630857507,0.21913665714226194,0.9047101467346138,0.348748670810178,1.534664479386725,0.5070110070298487
provocateur,0.026333675585819005,1.6348788655358972,0.4765260051674288,0.6163484297614581,0.3242840268218836,1.7422780806150309,0.2024855199893354
psychologist,1.660350516611114,0.09686555637597194,1.6925558796581315,1.6872745542844556,1.8005593627814436,0.014792757154904579,1.9379266005979066
publisher,1.5818334807464651,0.07113806376259235,1.6150457739917612,1.78909838646056,1.7169212834870158,0.013165485382791275,1.9117698491263924
purist,0.9312546151810587,1.0467218814740038,1.5686090130549775,0.40324419664560196,1.25807644221054,1.103405204607858,1.02894270343234
realist,0.7575766154381358,0.35785981077373985,1.1559348324026468,1.7264610054959153,1.10273699133333,0.49485163258749665,1.397018202894221
rebel,0.041726916913360834,1.7055505443192898,0.337944196544645,0.6532903660941831,0.26298771356320416,1.78123931838668,0.1714867352480095
recruiter,1.535690982664537,0.10697057776823515,1.3943491147726657,1.8966465984564012,1.5413600872317166,0.08143339134546612,1.8222308601960457
refugee,1.0149358082386268,1.5760766006760987,0.32140185713551195,0.7863463670885664,0.6294822776728511,1.4670498159111924,0.6377793341767681
reporter,1.425755456695966,0.13776344591730738,1.4669370397881367,1.8437775885291456,1.632287919452618,0.07573776104446561,1.8220260484682411
researcher,1.5085943475961874,0.06771619479032742,1.7650730528017544,1.6515669817189627,1.7538580648197746,0.04630787902244027,1.8867307679892775
retiree,0.8036730565726724,1.4458914118860502,0.10404189698056654,1.1179652441373293,0.34750373509198607,1.4585558102527145,0.4707493684297547
revenant,0.48560261591238885,1.7099156042395902,0.8807271737031751,0.09321779165554223,0.6695811780746863,1.7634468537545258,0.36958561245576504
reviewer,1.492561257786195,0.050386019814073424,1.7328855314945022,1.6857478220367175,1.7201292260214922,0.048448324765903106,1.8821032167856413
revolutionary,0.3445529341177187,1.3889980711064014,1.023177883402717,0.5981806978658417,0.9083482780227412,1.3435091556760823,0.6774539410083055
robot,1.1129202964789422,0.22377249746185102,1.7023941900860575,1.39299097822965,1.380512328850811,0.38825226166612214,1.5666486075330508
rogue,0.13397006855808868,1.7623367589647394,0.2237629895283797,0.5760348948527791,0.15436344732823737,1.8942965447925944,0.0702146009957979
