role,tfidf_cosine,svd_cosine,tfidf_displacement,svd_displacement
destroyer,0.9809214645104202,0.9933705328326696,0.01907853548957983,0.006629467167330372
detective,0.9767082392469354,0.9979591496423703,0.023291760753064605,0.0020408503576296866
devils_advocate,1.0000000000000002,1.0000000000000002,-2.220446049250313e-16,-2.220446049250313e-16
dilettante,0.9962605066546816,0.9997551830452945,0.003739493345318423,0.0002448169547054624
dispatcher,0.9787557750647429,0.9979205124812698,0.021244224935257128,0.0020794875187302164
divorcee,0.9851630091173434,0.999789929322885,0.014836990882656553,0.00021007067711498184
doctor,0.9906339372944547,0.9994273012830416,0.009366062705545297,0.0005726987169584197
dreamer,0.9566479009509182,0.9900978372998209,0.04335209904908177,0.009902162700179074
echo,0.8978854240957332,0.9732782197561807,0.10211457590426676,0.026721780243819326
economist,0.9850816589748649,0.997222037505892,0.014918341025135118,0.0027779624941079994
ecosystem,0.8149115171820785,0.985391651794287,0.18508848281792145,0.014608348205712995
editor,0.9933819564307207,0.998969883886724,0.006618043569279308,0.0010301161132759695
egregore,0.9850311578523959,0.9928496503813363,0.014968842147604078,0.007150349618663676
elder,0.9891623685226962,0.9998238146299835,0.010837631477303766,0.0001761853700165128
eldritch,0.9939940370697776,0.9995063387504598,0.006005962930222375,0.0004936612495402004
emissary,0.9883734665967201,0.9978196710768236,0.011626533403279904,0.0021803289231764333
empath,0.9865400878029007,0.9994212037874264,0.0134599121970993,0.0005787962125736179
engineer,0.9657663697338217,0.9975841233937595,0.034233630266178317,0.0024158766062405412
entrepreneur,0.9750761152960956,0.9984371083309627,0.024923884703904386,0.0015628916690373362
evaluator,0.9777007613345423,0.9973741679370363,0.022299238665457688,0.00262583206296374
evangelist,0.9860681454900265,0.9976938651255355,0.013931854509973474,0.002306134874464516
examiner,0.988672644980238,0.99947417267988,0.011327355019762009,0.0005258273201199648
exile,0.9921047652741141,0.9994443588307355,0.007895234725885936,0.0005556411692645424
expatriate,0.962073496157146,0.9960946573994992,0.03792650384285401,0.003905342600500794
facilitator,0.99034820219057,0.9995696182375077,0.00965179780943004,0.00043038176249232674
familiar,0.8720648393902906,0.9715480374728321,0.12793516060970944,0.028451962527167862
fixer,0.9917914749633207,0.9984127936202033,0.008208525036679348,0.0015872063797967018
flaneur,1.0000000000000002,0.9999999999999999,-2.220446049250313e-16,1.1102230246251565e-16
fool,0.8045551511169864,0.9937214566726003,0.1954448488830136,0.006278543327399744
forecaster,0.9662954806450903,0.9992150370973961,0.0337045193549097,0.0007849629026038807
futurist,0.9789142584450773,0.9992338782964842,0.02108574155492271,0.0007661217035157541
gamer,1.0,1.0,0.0,0.0
generalist,0.9900891350109998,0.9990704032606496,0.009910864989000179,0.0009295967393504467
genie,1.0,1.0,0.0,0.0
geographer,0.9747813916551118,0.9980436206001455,0.025218608344888205,0.001956379399854491
ghost,0.9955205931361937,0.9987272400014527,0.004479406863806323,0.001272759998547257
golem,0.9826278391216886,0.9869982936541418,0.017372160878311393,0.013001706345858177
gossip,0.9711616485441059,0.9979442342806891,0.028838351455894085,0.002055765719310876
grader,0.9946999776974484,0.9990748193836224,0.005300022302551555,0.0009251806163775855
graduate,0.9947008817593577,0.9989260656510625,0.005299118240642331,0.0010739343489375441
grandparent,1.0,1.0,0.0,0.0
guardian,0.6800968887259646,0.9625686120572018,0.31990311127403537,0.03743138794279821
guide,0.8113377044313046,0.9852912398319528,0.1886622955686954,0.01470876016804723
guru,0.9765415465744631,0.9993798048170739,0.023458453425536874,0.0006201951829261088
hacker,0.9558188327921026,0.9942428375877734,0.04418116720789744,0.0057571624122265685
healer,0.9787653214134772,0.9961594532408033,0.021234678586522837,0.0038405467591966502
hedonist,0.9922124432748691,0.9987145017366978,0.007787556725130873,0.0012854982633021539
hermit,0.9583821682441338,0.9991919908289024,0.0416178317558662,0.000808009171097579
historian,0.9870525193798907,0.9986450602398086,0.012947480620109308,0.0013549397601914093
hive,0.9593875643711636,0.9992741542133176,0.04061243562883643,0.0007258457866824441
hoarder,0.9987005206437704,0.999507229491132,0.0012994793562296492,0.000492770508867979
homunculus,0.9942779167359457,0.9986502140693899,0.005722083264054323,0.0013497859306100812
hybrid,0.9329818730608793,0.9972669281094755,0.06701812693912068,0.002733071890524519
idealist,0.6954493663604191,0.9813006199397123,0.3045506336395809,0.018699380060287707
immigrant,0.9925634444298416,0.9996097309824121,0.007436555570158432,0.00039026901758787425
improviser,1.0000000000000002,1.0,-2.220446049250313e-16,0.0
infant,0.9795955335527246,0.9944372325591943,0.02040446644727545,0.005562767440805749
influencer,0.9872999778818997,0.9990223337398662,0.012700022118100285,0.000977666260133847
instructor,0.9884414639787846,0.9995695875315103,0.011558536021215371,0.00043041246848973813
interpreter,0.9763766172169288,0.9986077731484819,0.02362338278307119,0.0013922268515180747
interviewer,0.9850189128787101,0.9988593084068735,0.014981087121289871,0.0011406915931264638
jester,0.9729169049315958,0.9970118323505006,0.027083095068404228,0.0029881676494993847
journalist,0.7445423478367877,0.9921887743102161,0.25545765216321226,0.007811225689783874
judge,0.9844357618251797,0.9973759526675151,0.015564238174820333,0.002624047332484891
lawyer,0.9888263347378495,0.9974291095168446,0.011173665262150467,0.002570890483155397
leviathan,1.0,0.9999999999999999,0.0,1.1102230246251565e-16
librarian,0.9932754101085887,0.9988704053671377,0.006724589891411337,0.0011295946328623296
linguist,0.9537625277606717,0.9958233188267631,0.04623747223932828,0.004176681173236885
loner,0.9839384980985731,0.9995329153223972,0.016061501901426856,0.0004670846776028137
luddite,0.9922176208855404,0.9959986337872373,0.007782379114459559,0.0040013662127627025
marketer,0.967453486516752,0.9978585988977643,0.032546513483247996,0.002141401102235707
martyr,1.0,1.0000000000000002,0.0,-2.220446049250313e-16
mathematician,0.9833390944025924,0.9975126279629408,0.016660905597407627,0.0024873720370591768
maverick,0.9978243924323369,0.9997938468996098,0.002175607567663107,0.00020615310039018286
mechanic,0.9936202948876554,0.9988969192904992,0.006379705112344647,0.0011030807095008255
mediator,0.9931167446735917,0.9986451674252732,0.006883255326408322,0.0013548325747267942
mentor,0.9776837710991584,0.9980191502788531,0.022316228900841617,0.001980849721146871
merchant,0.9850300991360702,0.9978552940568439,0.014969900863929797,0.0021447059431560778
minimalist,0.9564383812610814,0.9962684017025986,0.04356161873891862,0.0037315982974014394
moderator,0.9761912804745364,0.9988988504275821,0.023808719525463595,0.0011011495724179143
musician,0.9884912074374856,0.9973508732053605,0.011508792562514358,0.002649126794639467
mycorrhizal,0.8179788008214838,0.9778396740401236,0.18202119917851622,0.02216032595987638
mystic,0.9717384311798183,0.9972070705884549,0.028261568820181715,0.0027929294115450753
narcissist,0.9817308000702218,0.9990445807263709,0.018269199929778157,0.0009554192736290767
narrator,0.9979747799017993,0.9997667127408026,0.0020252200982007196,0.0002332872591973567
naturalist,0.9513620739834905,0.996839048238279,0.048637926016509514,0.0031609517617210425
navigator,0.9796710193054106,0.9969833244941152,0.020328980694589438,0.0030166755058848027
negotiator,1.0,0.9999999999999998,0.0,2.220446049250313e-16
networker,0.9922123928917582,0.9985827634688276,0.007787607108241779,0.0014172365311724278
newlywed,0.9893738062969535,0.9991309044986793,0.010626193703046516,0.0008690955013207491
nomad,0.9944632214978634,0.9986356807950182,0.00553677850213663,0.001364319204981812
novelist,0.9821096317652882,0.9966236975060462,0.017890368234711795,0.00337630249395382
nutritionist,0.9863314814271843,0.9969490008683498,0.013668518572815702,0.0030509991316501894
observer,0.7218373381876663,0.9944047647882751,0.27816266181233373,0.005595235211724892
optimist,1.0,1.0,0.0,0.0
oracle,0.9776861780804119,0.9991001376790153,0.022313821919588084,0.0008998623209847123
organizer,0.9890664689469084,0.9993496624718171,0.010933531053091583,0.0006503375281828871
orphan,0.9854289345352764,0.9990697016906623,0.014571065464723643,0.0009302983093376627
pacifist,0.9855328190711934,0.9941821036220974,0.014467180928806611,0.005817896377902643
paramedic,0.9942696708383605,0.9988670249289123,0.0057303291616395136,0.0011329750710876718
parasite,0.9820483465554386,0.9915185408017434,0.0179516534445614,0.008481459198256602
parent,0.9928259863244723,0.9999148639284877,0.007174013675527724,8.513607151228175e-05
patient,0.7449210180852838,0.9865241198096337,0.25507898191471623,0.013475880190366274
peacekeeper,0.9791100551835886,0.999053921123358,0.020889944816411377,0.0009460788766419981
perfectionist,0.9766942846769754,0.99310535437729,0.02330571532302461,0.006894645622710027
pharmacist,0.9720519997588543,0.9950093903324466,0.027948000241145743,0.004990609667553381
philosopher,0.7713587494242575,0.9967081163505984,0.22864125057574247,0.0032918836494015835
photographer,0.9951622292798251,0.9994428723297464,0.004837770720174883,0.000557127670253621
physicist,0.9923297162615563,0.9991942962477874,0.007670283738443695,0.000805703752212561
pilgrim,0.9984477610918482,0.9991578293264878,0.001552238908151815,0.0008421706735122214
pilot,0.9743386583711897,0.9946466258838326,0.025661341628810286,0.005353374116167431
pirate,0.9985091829073808,0.9985382750395541,0.0014908170926192232,0.0014617249604459426
planner,0.9913631505635502,0.9994931311300939,0.008636849436449823,0.0005068688699061408
playwright,0.9927713068128504,0.9985100028499962,0.007228693187149582,0.0014899971500037523
podcaster,0.9834189616270175,0.9987437757421582,0.016581038372982526,0.001256224257841776
poet,0.9923568312424974,0.9989284835331494,0.007643168757502594,0.0010715164668505528
polymath,0.9780129821390352,0.9965946527074051,0.021987017860964797,0.0034053472925948958
pragmatist,1.0,1.0000000000000002,0.0,-2.220446049250313e-16
predator,0.7745979671679838,0.9687843243476925,0.2254020328320162,0.03121567565230754
presenter,0.9903988278422294,0.9992518623358432,0.009601172157770566,0.0007481376641568227
prey,0.801984664398327,0.991005494923109,0.19801533560167295,0.008994505076891035
prisoner,0.9921124909164206,0.9974542624061491,0.00788750908357938,0.0025457375938509053
procrastinator,0.9954167369580249,0.9975328913326187,0.004583263041975094,0.0024671086673813125
prodigy,0.9788698917592409,0.9978784220078629,0.021130108240759116,0.0021215779921370803
producer,0.975956140688966,0.998943092937407,0.024043859311034033,0.0010569070625929822
programmer,0.9983126597261045,0.9995368419470743,0.001687340273895499,0.0004631580529257384
proofreader,0.9982240975850701,0.9998111443175358,0.0017759024149298641,0.00018885568246418405
prophet,0.9903588519646572,0.9994693106551161,0.009641148035342773,0.0005306893448838723
provincial,0.9569696596770024,0.996376457907528,0.04303034032299757,0.003623542092471954
provocateur,0.9805618533122333,0.9979403594321021,0.019438146687766666,0.002059640567897869
psychologist,0.958951127782179,0.9965181582577044,0.04104887221782105,0.0034818417422955994
publisher,0.9743277736261569,0.9976236249653623,0.025672226373843143,0.0023763750346377233
purist,0.9540873616515144,0.9916764994343398,0.04591263834848558,0.008323500565660225
realist,1.0,1.0,0.0,0.0
rebel,0.8471190623443146,0.9989164842340428,0.15288093765568544,0.0010835157659572214
recruiter,0.9937408825196024,0.9987638394617852,0.006259117480397647,0.0012361605382148477
refugee,1.0,1.0000000000000002,0.0,-2.220446049250313e-16
reporter,0.9948370965650224,0.9993731713649984,0.005162903434977606,0.0006268286350016306
researcher,0.9652939989785733,0.996724886826222,0.034706001021426736,0.0032751131737780437
retiree,1.0,1.0000000000000002,0.0,-2.220446049250313e-16
revenant,0.9894506039211254,0.9992942133827835,0.010549396078874618,0.0007057866172165417
reviewer,0.9952367640741934,0.9993610535553861,0.00476323592580663,0.0006389464446139304
revolutionary,0.8186985604449417,0.9864848554177432,0.18130143955505829,0.013515144582256777
robot,0.9970483698997784,0.9982795463713878,0.0029516301002215917,0.001720453628612173
rogue,0.7636881977716552,0.9949046821439209,0.2363118022283448,0.005095317856079085
romantic,0.9772148257385133,0.9909620079955748,0.02278517426148674,0.009037992004425233
saboteur,0.9640706514401959,0.9964946539788061,0.03592934855980412,0.0035053460211939003
sage,0.9828980681667668,0.9997513232624347,0.017101931833233164,0.00024867673756534536
scheduler,0.9960953663659358,0.9991614181972129,0.0039046336340642362,0.000838581802787064
scholar,0.978672156367344,0.9976473117476674,0.02132784363265605,0.002352688252332591
scientist,0.9619636365371639,0.9977637154965844,0.03803636346283612,0.00223628450341562
scout,0.969178621630468,0.9971864179536796,0.030821378369532026,0.0028135820463204286
screener,0.9905870934870419,0.9983624710427902,0.009412906512958119,0.0016375289572098106
secretary,1.0,1.0,0.0,0.0
shaman,0.965871670860156,0.9964898993686168,0.03412832913984398,0.0035101006313832395
shapeshifter,0.9745772136472758,0.9992275633196254,0.025422786352724214,0.000772436680374633
simulacrum,0.9944238992585568,0.9957645889736066,0.005576100741443213,0.004235411026393354
skeptic,0.9891268013635222,0.9995389362026725,0.010873198636477843,0.0004610637973274656
smuggler,0.9721030519797681,0.9962931070948849,0.027896948020231904,0.0037068929051150556
sociologist,0.9926943809744018,0.9985405546600542,0.007305619025598231,0.0014594453399457974
soldier,0.9848605951430676,0.9982174387806327,0.015139404856932437,0.0017825612193672624
sommelier,0.9798402029998065,0.9973078936173577,0.020159797000193547,0.0026921063826422786
specialist,0.9917004940841393,0.9987040313684656,0.008299505915860705,0.001295968631534361
spirit,0.9236188186271894,0.9852166335154868,0.07638118137281058,0.014783366484513172
spy,0.9837394473485264,0.9988483976273228,0.016260552651473636,0.0011516023726771962
statistician,0.9849341999106584,0.9972000070338896,0.015065800089341552,0.002799992966110443
stoic,0.961254443338824,0.9942675267375798,0.03874555666117596,0.005732473262420212
strategist,0.9939157867441144,0.9991342997424355,0.0060842132558855955,0.0008657002575644945
student,0.804559911093784,0.9801385218971561,0.195440088906216,0.019861478102843888
summarizer,0.9893997824364799,0.999066738493673,0.010600217563520142,0.0009332615063269989
supervisor,0.9588844468561908,0.995493052821244,0.041115553143809214,0.004506947178755993
surfer,0.991802330419029,0.9966587911990786,0.008197669580971012,0.003341208800921369
survivor,0.9538230288066397,0.9962663322936864,0.04617697119336028,0.0037336677063135593
swarm,0.9021334683495069,0.9971036110328522,0.09786653165049308,0.0028963889671478338
symbiont,0.9934659433800804,0.997897972410858,0.00653405661991957,0.0021020275891420193
synthesizer,0.974653161194148,0.9985129698390787,0.02534683880585198,0.0014870301609213321
teacher,0.9915342119041933,0.9996027942345759,0.00846578809580667,0.00039720576542412456
technologist,0.978299346525022,0.9986021637845578,0.02170065347497796,0.0013978362154422053
teenager,0.8878953740171253,0.9978691520269278,0.11210462598287474,0.0021308479730721697
theorist,0.9831947518837442,0.999500419859703,0.016805248116255833,0.0004995801402970512
therapist,0.9804194940833248,0.9998088307324122,0.01958050591667515,0.0001911692675877763
toddler,0.9982094307995377,0.9997445389070884,0.0017905692004622775,0.0002554610929116352
traditionalist,0.9858023815742621,0.9956427698654117,0.014197618425737857,0.00435723013458833
trainer,0.9767257372308686,0.9992972673954428,0.02327426276913136,0.0007027326045572213
translator,0.9859692003186731,0.9981074694679646,0.014030799681326922,0.001892530532035419
tree,0.983335629450999,0.9983199326807082,0.01666437054900105,0.0016800673192918225
trickster,0.9524149753240537,0.997997139857773,0.047585024675946275,0.0020028601422269476
tulpa,0.9927774316075818,0.999394293194922,0.007222568392418194,0.0006057068050779879
tutor,0.9914122444341343,0.9994740821329053,0.008587755565865662,0.0005259178670946607
validator,0.9864819622512804,0.9984775271485272,0.013518037748719625,0.0015224728514727781
vampire,0.9593618074283792,0.9985844020013959,0.040638192571620824,0.0014155979986041345
vegan,0.9988562952266797,0.9991282368082746,0.0011437047733202643,0.0008717631917254387
veteran,0.993046061282908,0.9991578239580317,0.006953938717092045,0.0008421760419683455
veterinarian,0.9939128596031447,0.9982752660630556,0.006087140396855317,0.0017247339369443893
vigilante,1.0,1.0000000000000002,0.0,-2.220446049250313e-16
virtuoso,0.9676931975363093,0.9851417731307018,0.032306802463690665,0.014858226869298163
virus,0.9925867486214877,0.996967382393645,0.007413251378512342,0.0030326176063549815
visionary,0.9727903336107961,0.9950703626409598,0.027209666389203857,0.004929637359040173
void,0.9069687065583164,0.9954752392575965,0.0930312934416836,0.004524760742403489
wanderer,0.7573046845538705,0.9728728012333434,0.24269531544612954,0.02712719876665659
warrior,0.7511353559732492,0.9742680829972263,0.2488646440267508,0.025731917002773663
whale,0.9504555527137499,0.987042458171088,0.04954444728625007,0.012957541828911956
widow,0.9907139982027746,0.9993394948926113,0.009286001797225385,0.000660505107388687
wind,0.9987686307873893,0.9987564564673218,0.001231369212610689,0.001243543532678193
witch,0.9926846768755965,0.9980132640445435,0.007315323124403528,0.001986735955456509
witness,0.781808578233347,0.9971871115925662,0.21819142176665296,0.0028128884074337668
workaholic,0.9945704868512056,0.99845480762251,0.005429513148794363,0.0015451923774899567
wraith,0.9555823376576484,0.9877203481238597,0.04441766234235156,0.01227965187614033
writer,0.9901800320421593,0.9982436332296271,0.00981996795784068,0.0017563667703729413
zealot,0.9463498383739726,0.9867928966857124,0.053650161626027426,0.01320710331428765
zeitgeist,0.9779571767257089,0.9900833906043848,0.02204282327429108,0.009916609395615228
