consensus_family_id,selection,rank,trait,cross_model_mean_z,minimum_model_z,maximum_model_z,cross_model_sd,models_represented
MFamily_B,depressed,10,humble,-1.0478496314825485,-1.3643884291504436,-0.553161815231703,0.35433031613554006,3
MFamily_B,disagreement,1,existentialist,-0.1782965643647699,-1.0757521114440187,0.4519778111057718,0.6516793756186898,3
MFamily_B,disagreement,2,avoidant,-0.32788886761785646,-1.0952782241596766,0.3324393291381596,0.5877589766504073,3
MFamily_B,disagreement,3,anthropocentric,-0.16218726860850805,-0.9734770646083192,0.2825831953230641,0.5745573134913143,3
MFamily_B,disagreement,4,deferential,0.044095578913932766,-0.70907434345985,0.4658469727655014,0.5338468604484813,3
MFamily_B,disagreement,5,accessible,-0.8701616414247629,-1.4550594279355382,-0.1852950511653821,0.5231766523975251,3
MFamily_B,disagreement,6,egalitarian,-0.37621249684214475,-1.0178332282966265,0.2549865821356309,0.5196787633320292,3
MFamily_B,disagreement,7,pedantic,0.517382208781269,-0.0542959846639352,1.152457630819529,0.49469046117450266,3
MFamily_B,disagreement,8,calculating,0.00794404317189005,-0.5037727405905489,0.6215869861498984,0.4650450408950813,3
MFamily_B,disagreement,9,introspective,0.5471859096930837,-0.1019586272099277,0.9231026897998452,0.4609249622374452,3
MFamily_B,disagreement,10,gregarious,-0.6580065960241174,-1.0147250600355011,-0.0099258755768448,0.4590383597832573,3
MFamily_C,elevated,1,casual,1.5310850750270941,1.3056221533799923,1.8547023277016552,0.23465998662300439,3
MFamily_C,elevated,2,gregarious,1.5132111588442791,1.390307435804756,1.6653291234606846,0.1141616868114784,3
MFamily_C,elevated,3,empathetic,1.4946140399547314,1.3673729510554478,1.6826766904267834,0.1357167608894822,3
MFamily_C,elevated,4,accommodating,1.488054464571096,1.3141780984130238,1.5898226832354754,0.12354398133651169,3
MFamily_C,elevated,5,accessible,1.4792801718600523,1.2456529484264498,1.6576296187852,0.17267101409281096,3
MFamily_C,elevated,6,experiential,1.4143380461486101,1.2111943875749331,1.7065024501026644,0.21177982124886566,3
MFamily_C,elevated,7,emotional,1.320183808012661,1.095997170674078,1.5213182607319364,0.17440003788950886,3
MFamily_C,elevated,8,submissive,1.2523981602248677,1.1108959774923477,1.4238916969618594,0.12952783764587814,3
MFamily_C,elevated,9,reactive,1.2306329357236414,1.1061660021518431,1.4333339514627843,0.14456865836804958,3
MFamily_C,elevated,10,extroverted,1.2113875304145567,1.0201214581260258,1.5531150989355236,0.24221141133621055,3
MFamily_C,depressed,1,specialized,-1.5996798069151072,-1.7350756606336772,-1.5089514064549805,0.09756854212096018,3
MFamily_C,depressed,2,technical,-1.582549591050088,-1.74358465321392,-1.4243716374644788,0.1303338269164586,3
MFamily_C,depressed,3,stoic,-1.563675310218513,-1.798031702144097,-1.2848653472746958,0.2118443090647656,3
MFamily_C,depressed,4,pedantic,-1.5502350612492781,-1.7273728365033283,-1.420176182700693,0.12975557255377496,3
MFamily_C,depressed,5,erudite,-1.5378836224291765,-1.691360335650521,-1.40554800210436,0.1176361108345568,3
MFamily_C,depressed,6,perfectionist,-1.5334500750817515,-1.790121567365342,-1.369148462045627,0.18385453451895883,3
MFamily_C,depressed,7,ritualistic,-1.4702076918196916,-1.6314016005555216,-1.3234074860476177,0.12614932330809017,3
MFamily_C,depressed,8,formal,-1.4656342235027344,-1.809697390198012,-1.2526800149601192,0.2455731503512213,3
MFamily_C,depressed,9,meticulous,-1.4655901617375477,-1.7226931397654168,-1.3104815518403872,0.18308784167298026,3
MFamily_C,depressed,10,formalist,-1.4397809580023406,-1.7181467018671768,-1.1925552731966051,0.21569865543028055,3
MFamily_C,disagreement,1,inclusive,-0.05803153889308166,-0.6762627384573598,0.8323096225269859,0.6452289080046658,3
MFamily_C,disagreement,2,adaptable,1.000310629101846,0.2138757042047117,1.446544071854064,0.5577757090988145,3
MFamily_C,disagreement,3,concise,-0.001277302960225139,-0.7392241865370747,0.6058078149574776,0.5568490953838287,3
MFamily_C,disagreement,4,verbose,-0.35553591387654854,-1.013867443100584,0.3476089190159905,0.5567229384471296,3
MFamily_C,disagreement,5,divergent,0.050291497438375195,-0.5882498216741326,0.7548255062430422,0.5502902933510403,3
MFamily_C,disagreement,6,benevolent,0.39677345921533386,-0.0546082492235356,1.1584304882726673,0.5416449178845636,3
MFamily_C,disagreement,7,flexible,0.5714329335568838,-0.0869146359144382,1.2146233533952662,0.5314587401939643,3
MFamily_C,disagreement,8,constructivist,0.6126927657523916,-0.1087250875785274,1.1491945113893034,0.5299282369845773,3
MFamily_C,disagreement,9,chaotic,0.19845617235367827,-0.4599719105269677,0.7961915938719507,0.5146192034267529,3
MFamily_C,disagreement,10,paranoid,-0.032604711882324576,-0.7388326301342707,0.4232175118328692,0.5063710049649285,3
MFamily_D,elevated,1,hostile,1.7740626859973663,1.5439911170312668,1.9044136322965848,0.163165047965442,3
MFamily_D,elevated,2,savage,1.766621094981361,1.5316505604283863,1.898084287643536,0.16654077874837098,3
MFamily_D,elevated,3,competitive,1.7615645739400307,1.656944907412135,1.8331967062295849,0.07564084966886185,3
MFamily_D,elevated,4,sassy,1.7483569389841715,1.4566640991521915,1.974415559394207,0.2164063026115934,3
MFamily_D,elevated,5,judgmental,1.7152319162637146,1.4804594769135695,1.8656537430076023,0.1681862559648644,3
MFamily_D,elevated,6,cynical,1.7126727298565854,1.4870280103408948,1.842597051950173,0.16016477286369626,3
MFamily_D,elevated,7,urgent,1.7090939934749194,1.1910270699075156,2.0928540324562226,0.3802207446825023,3
MFamily_D,elevated,8,blunt,1.6915921630621538,1.431396060197044,1.8381345838257368,0.18447570073470093,3
MFamily_D,elevated,9,confrontational,1.6577422523485794,1.627772756975756,1.709935043262838,0.03704111652854245,3
MFamily_D,elevated,10,militant,1.623298542146837,1.579930680844087,1.683161444481915,0.04372804153176697,3
MFamily_D,depressed,1,altruistic,-1.9008482938266653,-2.2208991117312196,-1.607560499323433,0.2511085527997298,3
MFamily_D,depressed,2,tactful,-1.822214730560994,-1.995368562258308,-1.5464443427333985,0.19711393813907344,3
MFamily_D,depressed,3,collectivistic,-1.7563959691224558,-1.9416977058936584,-1.4851213674056072,0.196059494961794,3
MFamily_D,depressed,4,agreeable,-1.7550912979043336,-1.8662180701900424,-1.5934356599486232,0.11695422333460863,3
MFamily_D,depressed,5,diplomatic,-1.7257765228512143,-1.934293883658893,-1.5253251831843575,0.16705816355337785,3
MFamily_D,depressed,6,conciliatory,-1.6143981343494236,-1.65181464875711,-1.552905580725428,0.04382155240657212,3
MFamily_D,depressed,7,circumspect,-1.6065376224152181,-1.80252391478049,-1.3436031435994689,0.19324184037470016,3
MFamily_D,depressed,8,benevolent,-1.568847641811554,-1.850186471896232,-1.331600853445298,0.21399508097650083,3
MFamily_D,depressed,9,serene,-1.5638363801760125,-1.8382553234382208,-1.0876331879321874,0.33802964360217064,3
MFamily_D,depressed,10,patient,-1.5250555920382842,-1.6777031203577564,-1.2384220848124246,0.20282363267146158,3
MFamily_D,disagreement,1,divergent,-0.1835600906476009,-1.0239683282604757,0.7582432500886153,0.7311088622557903,3
MFamily_D,disagreement,2,interdisciplinary,0.1604639459573548,-0.7275232789499846,0.9330794703385624,0.6828290877898553,3
MFamily_D,disagreement,3,progressive,0.6353597969595803,-0.1831596136753477,1.320614986930826,0.6211033337209347,3
MFamily_D,disagreement,4,charismatic,0.48415491335082833,-0.3693253410997569,1.0141241314491412,0.6093590368878035,3
MFamily_D,disagreement,5,understated,-0.34390384537656277,-0.9616224948336408,0.4724201936201503,0.6020535323056618,3
MFamily_D,disagreement,6,extroverted,0.7351108376016905,-0.0745520766232863,1.2749635158745776,0.5830358800663455,3
MFamily_D,disagreement,7,literal,-0.14867850868106539,-0.7452791872217055,0.5987112737339172,0.5589457965195714,3
MFamily_D,disagreement,8,proactive,-0.18481461887032236,-0.8246048624367881,0.4867548981723587,0.5358317815031298,3
MFamily_D,disagreement,9,avoidant,0.18122538568649568,-0.5472115031788911,0.7003656513532541,0.5303872776813766,3
MFamily_D,disagreement,10,vindictive,0.9527067215656849,0.2318236411340583,1.4917847116469636,0.5301982603768646,3
MFamily_E,elevated,1,naive,5.420773818093739,5.148805406254816,5.692742229932661,0.27196841183892273,2
MFamily_E,elevated,2,literal,5.387029533452099,4.314262734161112,6.459796332743086,1.0727667992909873,2
MFamily_E,elevated,3,efficient,5.098616820811724,3.5190114693416503,6.6782221722817985,1.579605351470074,2
MFamily_E,elevated,4,avoidant,4.957712897723046,4.285452282013543,5.6299735134325495,0.6722606157095035,2
MFamily_E,elevated,5,concise,4.406225328891236,1.8124151275677087,7.000035530214764,2.5938102013235276,2
MFamily_E,elevated,6,impulsive,4.045749439436409,4.040114051945848,4.05138482692697,0.00563538749056125,2
MFamily_E,elevated,7,goofy,3.7260988139709115,3.353425083370358,4.098772544571465,0.3726737306005534,2
MFamily_E,elevated,8,reactive,3.476136245122606,3.327630160345299,3.6246423298999138,0.14850608477730742,2
MFamily_E,elevated,9,disorganized,3.4614958217099088,3.2411758973752813,3.681815746044536,0.22031992433462744,2
MFamily_E,elevated,10,flippant,3.4257723377257063,3.014982517260067,3.836562158191345,0.41078982046563906,2
MFamily_E,depressed,1,holistic,-5.653310512336595,-5.702815157761422,-5.603805866911768,0.04950464542482713,2
MFamily_E,depressed,2,generous,-5.119984319877151,-5.908153125072583,-4.331815514681719,0.7881688051954319,2
MFamily_E,depressed,3,curious,-5.065572079896022,-5.514258506035488,-4.6168856537565555,0.4486864261394663,2
MFamily_E,depressed,4,systems_thinker,-4.849413789427335,-5.085447654553462,-4.613379924301208,0.23603386512612712,2
MFamily_E,depressed,5,big_picture,-4.678848092100209,-5.230405406771153,-4.127290777429265,0.5515573146709438,2
MFamily_E,depressed,6,proactive,-4.615488045559583,-5.240578421190153,-3.990397669929013,0.6250903756305701,2
MFamily_E,depressed,7,strategic,-4.569036632043307,-4.593270873933408,-4.544802390153207,0.02423424189010026,2
MFamily_E,depressed,8,introspective,-4.53039751988563,-5.218600807118143,-3.842194232653117,0.6882032872325132,2
MFamily_E,depressed,9,pensive,-4.529933704339122,-4.899514328259238,-4.160353080419006,0.36958062392011604,2
MFamily_E,depressed,10,verbose,-4.409801195700695,-6.830783668805952,-1.9888187225954372,2.4209824731052576,2
MFamily_E,disagreement,1,intuitive,-2.5960048144308816,-5.205450583782894,0.0134409549211305,2.609445769352012,2
MFamily_E,disagreement,2,concise,4.406225328891236,1.8124151275677087,7.000035530214764,2.5938102013235276,2
MFamily_E,disagreement,3,convergent,1.2038508823865692,-1.2740852741753947,3.681787038948533,2.477936156561964,2
MFamily_E,disagreement,4,verbose,-4.409801195700695,-6.830783668805952,-1.9888187225954372,2.4209824731052576,2
MFamily_E,disagreement,5,divergent,-2.386124359652054,-4.758283376890953,-0.0139653424131553,2.3721590172388987,2
MFamily_E,disagreement,6,charismatic,-3.3762862091265355,-5.5241002869988245,-1.2284721312542464,2.147814077872289,2
MFamily_E,disagreement,7,speculative,-2.3639217223207876,-4.452799641249005,-0.2750438033925708,2.0888779189282167,2
MFamily_E,disagreement,8,qualitative,-2.078799282916638,-4.13913657605861,-0.0184619897746658,2.060337293141972,2
MFamily_E,disagreement,9,animated,-1.0038473516070447,-3.019062100945316,1.0113673977312263,2.0152147493382713,2
MFamily_E,disagreement,10,adaptable,-2.684073148602062,-4.644983003625826,-0.7231632935782983,1.9609098550237638,2
