model_a,model_b,K_a,K_b,profile_a,profile_b,intersection_count,jaccard,overlap_coefficient,persistence_score,persistence_tier,pearson_240_traits,spearman_240_traits,centered_cosine_240_traits,evidence_role
qwen,gemma,7,8,Q07_C,G08_F,12,0.3076923076923077,0.5217391304347826,0.6666666666666666,moderate,0.7797624822176532,0.7712182503168457,0.7797624822176532,secondary same-activation-space confirmation
qwen,gemma,7,8,Q07_D,G08_C,25,0.4032258064516129,0.78125,1.0,high,0.874250575441459,0.8711019288529313,0.8742505754414587,secondary same-activation-space confirmation
qwen,gemma,7,8,Q07_D,G08_G,30,0.5,0.8571428571428571,1.0,high,0.8375908817550008,0.8591095331516169,0.8375908817550006,secondary same-activation-space confirmation
qwen,gemma,7,8,Q07_E,G08_H,21,0.3043478260869565,0.4666666666666667,0.6666666666666666,moderate,0.008764146261004151,0.005860344797652736,0.008764146261004165,secondary same-activation-space confirmation
qwen,gemma,7,8,Q07_F,G08_H,24,0.375,0.5581395348837209,0.3333333333333333,isolated,0.7550897902127842,0.7587475477004808,0.7550897902127841,secondary same-activation-space confirmation
qwen,gemma,7,8,Q07_G,G08_B,3,0.75,1.0,1.0,high,0.8418256576214578,0.8292600565982047,0.8418256576214577,secondary same-activation-space confirmation
qwen,gemma,7,9,Q07_B,G09_E,92,0.8598130841121495,0.989247311827957,1.0,high,0.9002853959538331,0.916037604819528,0.9002853959538332,secondary same-activation-space confirmation
qwen,gemma,7,9,Q07_C,G09_H,13,0.3823529411764705,0.6842105263157895,0.6666666666666666,moderate,0.8517411505567759,0.8425371968263335,0.8517411505567761,secondary same-activation-space confirmation
qwen,gemma,7,9,Q07_D,G09_C,36,0.6,0.8780487804878049,1.0,high,0.8904096286711657,0.891909581763572,0.8904096286711656,secondary same-activation-space confirmation
qwen,gemma,7,9,Q07_D,G09_G,17,0.2833333333333333,0.7727272727272727,1.0,high,0.7648256116082498,0.7913236340908695,0.7648256116082497,secondary same-activation-space confirmation
qwen,gemma,7,9,Q07_E,G09_F,27,0.4090909090909091,0.6,0.5555555555555556,moderate,0.40164532983733486,0.4131460615635687,0.4016453298373348,secondary same-activation-space confirmation
qwen,gemma,7,9,Q07_F,G09_I,16,0.3478260869565217,0.8421052631578947,0.6666666666666666,moderate,0.8553660060539259,0.8557639889581414,0.855366006053926,secondary same-activation-space confirmation
qwen,gemma,7,9,Q07_G,G09_A,2,0.5,0.6666666666666666,1.0,high,0.8677080517230773,0.867108803972291,0.8677080517230776,secondary same-activation-space confirmation
qwen,gemma,7,10,Q07_A,G10_I,6,0.6666666666666666,0.8571428571428571,0.6666666666666666,moderate,0.9349776036189561,0.9313755447143179,0.9349776036189562,secondary same-activation-space confirmation
qwen,gemma,7,10,Q07_B,G10_A,86,0.8865979381443299,0.9555555555555556,1.0,high,0.8985974531180865,0.9132372089793224,0.8985974531180865,secondary same-activation-space confirmation
qwen,gemma,7,10,Q07_C,G10_J,18,0.5625,0.8181818181818182,0.8333333333333334,high,0.9550683629587945,0.954772652302991,0.9550683629587945,secondary same-activation-space confirmation
qwen,gemma,7,10,Q07_D,G10_B,34,0.5573770491803278,0.85,1.0,high,0.9064165681928826,0.9085166409139045,0.9064165681928824,secondary same-activation-space confirmation
qwen,gemma,7,10,Q07_D,G10_G,20,0.3508771929824561,0.9090909090909092,1.0,high,0.826911437837722,0.850035590895675,0.8269114378377223,secondary same-activation-space confirmation
qwen,gemma,7,10,Q07_E,G10_E,38,0.6440677966101694,0.8444444444444444,0.6666666666666666,moderate,0.9001994504180496,0.9037353079046508,0.9001994504180494,secondary same-activation-space confirmation
qwen,gemma,7,10,Q07_F,G10_H,25,0.5681818181818182,0.9615384615384616,1.0,high,0.928600278335242,0.9308520981267034,0.9286002783352421,secondary same-activation-space confirmation
qwen,gemma,7,10,Q07_G,G10_C,2,0.6666666666666666,1.0,1.0,high,0.8424855710083963,0.8420467369225157,0.8424855710083963,secondary same-activation-space confirmation
qwen,gemma,8,4,Q08_A,G04_C,28,0.4,0.9032258064516128,0.5,moderate,0.8631019912942923,0.8515000260421186,0.8631019912942922,secondary same-activation-space confirmation
qwen,gemma,8,4,Q08_B,G04_A,46,0.6571428571428571,0.9583333333333334,1.0,high,0.8725813468018817,0.8854198857619053,0.8725813468018817,secondary same-activation-space confirmation
qwen,gemma,8,4,Q08_C,G04_C,30,0.410958904109589,0.8333333333333334,1.0,high,0.5791545343020591,0.5835136026667128,0.579154534302059,secondary same-activation-space confirmation
qwen,gemma,8,4,Q08_D,G04_B,2,0.5,1.0,1.0,high,0.7996978606211127,0.7828686261914267,0.7996978606211124,secondary same-activation-space confirmation
qwen,gemma,8,4,Q08_E,G04_D,77,0.5661764705882353,1.0,1.0,high,0.8234874456199941,0.8106269206062604,0.8234874456199944,secondary same-activation-space confirmation
qwen,gemma,8,4,Q08_H,G04_D,46,0.3285714285714285,0.92,0.6666666666666666,moderate,0.8817281458168207,0.8211114776298198,0.8817281458168209,secondary same-activation-space confirmation
qwen,gemma,8,5,Q08_B,G05_C,44,0.7719298245614035,0.9166666666666666,1.0,high,0.8764518061080226,0.889755898539905,0.8764518061080226,secondary same-activation-space confirmation
qwen,gemma,8,5,Q08_C,G05_D,20,0.3571428571428571,0.5555555555555556,1.0,high,0.6855740032373809,0.6845865379607283,0.6855740032373809,secondary same-activation-space confirmation
qwen,gemma,8,5,Q08_D,G05_A,2,0.5,1.0,1.0,high,0.7996978606211127,0.7828686261914267,0.7996978606211124,secondary same-activation-space confirmation
qwen,gemma,8,5,Q08_E,G05_E,74,0.6607142857142857,0.961038961038961,1.0,high,0.8336578603944744,0.8301697946144897,0.8336578603944746,secondary same-activation-space confirmation
qwen,gemma,8,5,Q08_G,G05_B,22,0.2933333333333333,0.7857142857142857,0.6666666666666666,moderate,0.7605411587877267,0.7337106546988662,0.7605411587877265,secondary same-activation-space confirmation
qwen,gemma,8,5,Q08_H,G05_E,33,0.2619047619047619,0.66,0.5555555555555556,moderate,0.8721060216121175,0.7959417698223925,0.8721060216121175,secondary same-activation-space confirmation
qwen,gemma,8,6,Q08_A,G06_C,21,0.65625,0.9545454545454546,0.6666666666666666,moderate,0.9546219719638629,0.956149412316186,0.9546219719638627,secondary same-activation-space confirmation
qwen,gemma,8,6,Q08_B,G06_E,44,0.8301886792452831,0.9166666666666666,1.0,high,0.8771674470266314,0.8908435910345663,0.8771674470266314,secondary same-activation-space confirmation
qwen,gemma,8,6,Q08_C,G06_D,23,0.5476190476190477,0.7931034482758621,1.0,high,0.8589227961038011,0.8592189100505215,0.8589227961038011,secondary same-activation-space confirmation
qwen,gemma,8,6,Q08_D,G06_A,2,0.5,1.0,1.0,high,0.7996978606211127,0.7828686261914267,0.7996978606211124,secondary same-activation-space confirmation
qwen,gemma,8,6,Q08_E,G06_F,74,0.6434782608695652,0.961038961038961,1.0,high,0.8345891042399478,0.8317279813885655,0.834589104239948,secondary same-activation-space confirmation
qwen,gemma,8,6,Q08_F,G06_D,3,0.1034482758620689,1.0,0.6666666666666666,moderate,0.8999318603588332,0.9039071858886438,0.8999318603588333,secondary same-activation-space confirmation
qwen,gemma,8,6,Q08_G,G06_B,24,0.3809523809523809,0.8571428571428571,1.0,high,0.820266033228252,0.8059410753658917,0.8202660332282521,secondary same-activation-space confirmation
qwen,gemma,8,6,Q08_H,G06_F,35,0.2755905511811024,0.7,0.2222222222222222,isolated,0.8696928410721917,0.7928236601329882,0.8696928410721918,secondary same-activation-space confirmation
qwen,gemma,8,7,Q08_A,G07_D,19,0.5,0.7307692307692307,1.0,high,0.9448267071521917,0.9483914651296027,0.9448267071521917,secondary same-activation-space confirmation
qwen,gemma,8,7,Q08_B,G07_G,42,0.7636363636363637,0.875,1.0,high,0.8737504696986573,0.8856863834441568,0.8737504696986571,secondary same-activation-space confirmation
qwen,gemma,8,7,Q08_C,G07_E,14,0.3111111111111111,0.6086956521739131,0.6666666666666666,moderate,0.8325460957559677,0.8340084029236617,0.8325460957559678,secondary same-activation-space confirmation
qwen,gemma,8,7,Q08_D,G07_B,2,0.5,1.0,1.0,high,0.7996978606211127,0.7828686261914267,0.7996978606211124,secondary same-activation-space confirmation
qwen,gemma,8,7,Q08_E,G07_A,71,0.6826923076923077,0.922077922077922,1.0,high,0.8426277477171534,0.840412159933332,0.8426277477171535,secondary same-activation-space confirmation
qwen,gemma,8,7,Q08_F,G07_E,3,0.1304347826086956,1.0,0.6666666666666666,moderate,0.9192341099247616,0.9217182589975519,0.9192341099247617,secondary same-activation-space confirmation
qwen,gemma,8,7,Q08_G,G07_C,21,0.3442622950819672,0.75,0.7777777777777778,high,0.5838881302698925,0.5605270924842444,0.5838881302698924,secondary same-activation-space confirmation
qwen,gemma,8,8,Q08_A,G08_E,14,0.4117647058823529,0.8235294117647058,0.8888888888888888,high,0.9207355053168693,0.9253563429920655,0.9207355053168694,secondary same-activation-space confirmation
qwen,gemma,8,8,Q08_A,G08_F,13,0.3170731707317073,0.5652173913043478,0.6666666666666666,moderate,0.8411285625401965,0.8337158631226235,0.8411285625401965,secondary same-activation-space confirmation
qwen,gemma,8,8,Q08_B,G08_C,23,0.4035087719298245,0.71875,1.0,high,0.8632218147745069,0.8634620392715149,0.8632218147745068,secondary same-activation-space confirmation
qwen,gemma,8,8,Q08_B,G08_G,24,0.4067796610169492,0.6857142857142857,1.0,high,0.8064189671942745,0.827794753381135,0.8064189671942745,secondary same-activation-space confirmation
qwen,gemma,8,8,Q08_C,G08_H,22,0.3728813559322034,0.6111111111111112,0.2222222222222222,isolated,0.7570980827331013,0.7511918609698084,0.7570980827331012,secondary same-activation-space confirmation
qwen,gemma,8,8,Q08_D,G08_B,2,0.5,1.0,1.0,high,0.7996978606211127,0.7828686261914267,0.7996978606211124,secondary same-activation-space confirmation
qwen,gemma,8,8,Q08_E,G08_D,76,0.6909090909090909,0.987012987012987,1.0,high,0.8522700166606902,0.8527899789926907,0.8522700166606902,secondary same-activation-space confirmation
qwen,gemma,8,8,Q08_F,G08_A,3,0.3,1.0,0.5555555555555556,moderate,0.932465858841202,0.9327670619281584,0.932465858841202,secondary same-activation-space confirmation
qwen,gemma,8,8,Q08_H,G08_D,33,0.2619047619047619,0.66,0.1111111111111111,isolated,0.8567198265199786,0.7753112033195019,0.8567198265199785,secondary same-activation-space confirmation
qwen,gemma,8,9,Q08_A,G09_B,13,0.3823529411764705,0.8125,0.8888888888888888,high,0.9453757066013978,0.9497421830240107,0.9453757066013977,secondary same-activation-space confirmation
qwen,gemma,8,9,Q08_A,G09_H,13,0.3513513513513513,0.6842105263157895,0.6666666666666666,moderate,0.8933152238821236,0.8854242261150366,0.8933152238821236,secondary same-activation-space confirmation
qwen,gemma,8,9,Q08_B,G09_C,31,0.5344827586206896,0.7560975609756098,1.0,high,0.8760342114680686,0.8798616295421793,0.8760342114680685,secondary same-activation-space confirmation
qwen,gemma,8,9,Q08_B,G09_G,15,0.2727272727272727,0.6818181818181818,1.0,high,0.7278339891618166,0.7534471084567439,0.7278339891618167,secondary same-activation-space confirmation
qwen,gemma,8,9,Q08_C,G09_I,15,0.375,0.7894736842105263,0.6666666666666666,moderate,0.880583388845703,0.8803251792565843,0.880583388845703,secondary same-activation-space confirmation
qwen,gemma,8,9,Q08_D,G09_A,2,0.6666666666666666,1.0,1.0,high,0.8458812407829815,0.8372758207607769,0.8458812407829818,secondary same-activation-space confirmation
qwen,gemma,8,9,Q08_E,G09_E,75,0.6944444444444444,0.974025974025974,1.0,high,0.8541533865968824,0.855654612059237,0.8541533865968828,secondary same-activation-space confirmation
qwen,gemma,8,9,Q08_F,G09_I,3,0.1578947368421052,1.0,0.3333333333333333,isolated,0.8862126642504206,0.8933853018281567,0.8862126642504208,secondary same-activation-space confirmation
qwen,gemma,8,10,Q08_A,G10_J,20,0.6060606060606061,0.9090909090909092,0.8333333333333334,high,0.9569477584158279,0.9589298425319882,0.9569477584158278,secondary same-activation-space confirmation
qwen,gemma,8,10,Q08_B,G10_B,28,0.4666666666666667,0.7,1.0,high,0.8953441205991113,0.9001918436083958,0.8953441205991111,secondary same-activation-space confirmation
qwen,gemma,8,10,Q08_B,G10_G,19,0.3725490196078431,0.8636363636363636,1.0,high,0.7967018458172931,0.8196696123196582,0.7967018458172932,secondary same-activation-space confirmation
qwen,gemma,8,10,Q08_C,G10_H,23,0.5897435897435898,0.8846153846153846,1.0,high,0.93014934253566,0.9312722443097969,0.9301493425356602,secondary same-activation-space confirmation
qwen,gemma,8,10,Q08_D,G10_C,2,1.0,1.0,1.0,high,0.8160356217513635,0.8103664994183924,0.8160356217513635,secondary same-activation-space confirmation
qwen,gemma,8,10,Q08_E,G10_A,67,0.67,0.8701298701298701,1.0,high,0.8508824008975766,0.85044618830188,0.8508824008975766,secondary same-activation-space confirmation
qwen,gemma,8,10,Q08_F,G10_I,3,0.4285714285714285,1.0,0.6666666666666666,moderate,0.9180880579999809,0.9141903505269187,0.918088057999981,secondary same-activation-space confirmation
qwen,gemma,9,4,Q09_A,G04_C,26,0.3823529411764705,0.9629629629629628,0.5,moderate,0.8296709964253205,0.8193614472473478,0.8296709964253204,secondary same-activation-space confirmation
qwen,gemma,9,4,Q09_B,G04_D,88,0.6470588235294118,1.0,1.0,high,0.8501518620614494,0.8450841160436812,0.8501518620614497,secondary same-activation-space confirmation
qwen,gemma,9,4,Q09_C,G04_C,6,0.088235294117647,0.8571428571428571,0.3333333333333333,isolated,0.9224989332808678,0.9239240264587923,0.9224989332808676,secondary same-activation-space confirmation
qwen,gemma,9,4,Q09_D,G04_A,17,0.2207792207792207,0.6538461538461539,0.1666666666666666,isolated,0.8062592492561673,0.7935033594333234,0.8062592492561671,secondary same-activation-space confirmation
qwen,gemma,9,4,Q09_E,G04_B,2,0.5,1.0,1.0,high,0.7996978606211127,0.7828686261914267,0.7996978606211124,secondary same-activation-space confirmation
qwen,gemma,9,4,Q09_G,G04_D,39,0.2689655172413793,0.8125,0.8333333333333334,high,0.7025234584134572,0.6626087258459347,0.7025234584134574,secondary same-activation-space confirmation
qwen,gemma,9,4,Q09_H,G04_A,47,0.6811594202898551,0.9791666666666666,1.0,high,0.8785593112403685,0.8896230837340924,0.8785593112403683,secondary same-activation-space confirmation
qwen,gemma,9,4,Q09_I,G04_C,25,0.3571428571428571,0.8928571428571429,1.0,high,0.6170594520121069,0.6188293199534713,0.6170594520121067,secondary same-activation-space confirmation
qwen,gemma,9,5,Q09_B,G05_E,85,0.7589285714285714,0.9659090909090908,1.0,high,0.8602392536943734,0.864717269397038,0.8602392536943734,secondary same-activation-space confirmation
qwen,gemma,9,5,Q09_C,G05_D,6,0.1463414634146341,0.8571428571428571,0.5555555555555556,moderate,0.9467001937349712,0.9446639698605878,0.9467001937349712,secondary same-activation-space confirmation
qwen,gemma,9,5,Q09_D,G05_B,20,0.2666666666666666,0.7692307692307693,0.6666666666666666,moderate,0.7486266075403749,0.7230229691487697,0.7486266075403746,secondary same-activation-space confirmation
qwen,gemma,9,5,Q09_E,G05_A,2,0.5,1.0,1.0,high,0.7996978606211127,0.7828686261914267,0.7996978606211124,secondary same-activation-space confirmation
qwen,gemma,9,5,Q09_H,G05_C,45,0.8035714285714286,0.9375,1.0,high,0.8813757570890124,0.8930658518377053,0.8813757570890123,secondary same-activation-space confirmation
qwen,gemma,9,5,Q09_I,G05_D,19,0.3877551020408163,0.6785714285714286,1.0,high,0.7191856891015005,0.7162268442160452,0.7191856891015004,secondary same-activation-space confirmation
qwen,gemma,9,6,Q09_A,G06_C,20,0.6896551724137931,0.9090909090909092,0.6666666666666666,moderate,0.9562455803756569,0.9568994253372453,0.9562455803756571,secondary same-activation-space confirmation
qwen,gemma,9,6,Q09_B,G06_F,85,0.7391304347826086,0.9659090909090908,1.0,high,0.8609681369764355,0.8659968055000953,0.8609681369764357,secondary same-activation-space confirmation
qwen,gemma,9,6,Q09_C,G06_D,5,0.1612903225806451,0.7142857142857143,0.7777777777777778,high,0.8743056037766933,0.8783642077119393,0.8743056037766932,secondary same-activation-space confirmation
qwen,gemma,9,6,Q09_D,G06_B,22,0.3492063492063492,0.8461538461538461,1.0,high,0.7968043789151003,0.7816281532665497,0.7968043789150997,secondary same-activation-space confirmation
qwen,gemma,9,6,Q09_E,G06_A,2,0.5,1.0,1.0,high,0.7996978606211127,0.7828686261914267,0.7996978606211124,secondary same-activation-space confirmation
qwen,gemma,9,6,Q09_H,G06_E,45,0.8653846153846154,0.9375,1.0,high,0.8824195487702234,0.8943341030226217,0.8824195487702233,secondary same-activation-space confirmation
qwen,gemma,9,6,Q09_I,G06_D,21,0.5833333333333334,0.75,1.0,high,0.8759542314514337,0.8753033906838659,0.8759542314514335,secondary same-activation-space confirmation
qwen,gemma,9,7,Q09_A,G07_D,19,0.5588235294117647,0.7307692307692307,1.0,high,0.9514903677987758,0.9546806368166112,0.9514903677987758,secondary same-activation-space confirmation
qwen,gemma,9,7,Q09_B,G07_A,82,0.7884615384615384,0.9318181818181818,1.0,high,0.868360024807781,0.8738189899130192,0.8683600248077811,secondary same-activation-space confirmation
qwen,gemma,9,7,Q09_C,G07_E,5,0.2,0.7142857142857143,1.0,high,0.8804845872841013,0.8829285230646364,0.8804845872841012,secondary same-activation-space confirmation
qwen,gemma,9,7,Q09_D,G07_C,19,0.3114754098360656,0.7307692307692307,0.6666666666666666,moderate,0.5587759251154601,0.5337931214083577,0.5587759251154599,secondary same-activation-space confirmation
qwen,gemma,9,7,Q09_E,G07_B,2,0.5,1.0,1.0,high,0.7996978606211127,0.7828686261914267,0.7996978606211124,secondary same-activation-space confirmation
qwen,gemma,9,7,Q09_G,G07_C,26,0.3421052631578947,0.5416666666666666,0.2222222222222222,isolated,0.2410438347720727,0.2562127814719005,0.24104383477207272,secondary same-activation-space confirmation
qwen,gemma,9,7,Q09_H,G07_G,43,0.7962962962962963,0.8958333333333334,1.0,high,0.8793628554593755,0.8895206514001978,0.8793628554593755,secondary same-activation-space confirmation
qwen,gemma,9,7,Q09_I,G07_E,13,0.3421052631578947,0.5652173913043478,0.6666666666666666,moderate,0.8485072984070607,0.8495051997430509,0.8485072984070605,secondary same-activation-space confirmation
qwen,gemma,9,7,Q09_I,G07_F,12,0.3243243243243243,0.5714285714285714,0.5555555555555556,moderate,0.7095637818847988,0.7103821246896647,0.7095637818847985,secondary same-activation-space confirmation
qwen,gemma,9,8,Q09_A,G08_E,14,0.4666666666666667,0.8235294117647058,0.8888888888888888,high,0.9391559587821368,0.9431413739821869,0.9391559587821369,secondary same-activation-space confirmation
qwen,gemma,9,8,Q09_A,G08_F,12,0.3157894736842105,0.5217391304347826,0.5555555555555556,moderate,0.8074729834673164,0.8012856125974408,0.8074729834673163,secondary same-activation-space confirmation
qwen,gemma,9,8,Q09_B,G08_D,87,0.7909090909090909,0.9886363636363636,1.0,high,0.8763001428537442,0.8841646556363824,0.8763001428537439,secondary same-activation-space confirmation
qwen,gemma,9,8,Q09_C,G08_A,4,0.3076923076923077,0.5714285714285714,0.8888888888888888,high,0.885395190291774,0.885248875848539,0.8853951902917738,secondary same-activation-space confirmation
qwen,gemma,9,8,Q09_E,G08_B,2,0.5,1.0,1.0,high,0.7996978606211127,0.7828686261914267,0.7996978606211124,secondary same-activation-space confirmation
qwen,gemma,9,8,Q09_G,G08_H,22,0.3098591549295774,0.4888888888888889,0.3333333333333333,isolated,0.4123587968807103,0.4303885484122988,0.4123587968807103,secondary same-activation-space confirmation
qwen,gemma,9,8,Q09_H,G08_C,23,0.4035087719298245,0.71875,0.8888888888888888,high,0.8687382261178028,0.8663613951631102,0.8687382261178028,secondary same-activation-space confirmation
qwen,gemma,9,8,Q09_H,G08_G,25,0.4310344827586206,0.7142857142857143,1.0,high,0.8114417070716357,0.8324658414208578,0.8114417070716358,secondary same-activation-space confirmation
qwen,gemma,9,9,Q09_A,G09_B,11,0.34375,0.6875,0.8888888888888888,high,0.9389719936129598,0.9425345926144549,0.9389719936129598,secondary same-activation-space confirmation
qwen,gemma,9,9,Q09_A,G09_H,13,0.3939393939393939,0.6842105263157895,0.5555555555555556,moderate,0.8729545359642097,0.8656652025208769,0.8729545359642096,secondary same-activation-space confirmation
qwen,gemma,9,9,Q09_B,G09_E,86,0.7962962962962963,0.9772727272727272,1.0,high,0.8780092605089979,0.8869207798746503,0.878009260508998,secondary same-activation-space confirmation
qwen,gemma,9,9,Q09_E,G09_A,2,0.6666666666666666,1.0,1.0,high,0.8458812407829815,0.8372758207607769,0.8458812407829818,secondary same-activation-space confirmation
qwen,gemma,9,9,Q09_G,G09_F,24,0.3333333333333333,0.5,0.3333333333333333,isolated,0.37858821644582963,0.39296949599819436,0.3785882164458296,secondary same-activation-space confirmation
qwen,gemma,9,9,Q09_H,G09_C,32,0.5614035087719298,0.7804878048780488,0.7777777777777778,high,0.8813190169288145,0.8827696661400369,0.8813190169288145,secondary same-activation-space confirmation
qwen,gemma,9,9,Q09_H,G09_G,15,0.2727272727272727,0.6818181818181818,1.0,high,0.7328256014329939,0.7585791419989929,0.7328256014329939,secondary same-activation-space confirmation
qwen,gemma,9,9,Q09_I,G09_I,14,0.4242424242424242,0.7368421052631579,0.6666666666666666,moderate,0.8927259756960304,0.8922064619177413,0.8927259756960301,secondary same-activation-space confirmation
qwen,gemma,9,10,Q09_A,G10_J,19,0.6333333333333333,0.8636363636363636,0.8333333333333334,high,0.9612514570145445,0.9626816437785376,0.9612514570145444,secondary same-activation-space confirmation
qwen,gemma,9,10,Q09_B,G10_A,78,0.78,0.8863636363636364,1.0,high,0.875366044370538,0.8822913592249865,0.8753660443705381,secondary same-activation-space confirmation
qwen,gemma,9,10,Q09_C,G10_I,6,0.75,0.8571428571428571,0.8333333333333334,high,0.935942384709816,0.9318330179343388,0.935942384709816,secondary same-activation-space confirmation
qwen,gemma,9,10,Q09_E,G10_C,2,1.0,1.0,1.0,high,0.8160356217513635,0.8103664994183924,0.8160356217513635,secondary same-activation-space confirmation
qwen,gemma,9,10,Q09_G,G10_E,26,0.3513513513513513,0.5416666666666666,0.3333333333333333,isolated,0.44819731660713225,0.44820309380371176,0.44819731660713225,secondary same-activation-space confirmation
qwen,gemma,9,10,Q09_H,G10_B,29,0.4915254237288136,0.725,0.8333333333333334,high,0.9009222054402474,0.9034453723154914,0.9009222054402474,secondary same-activation-space confirmation
qwen,gemma,9,10,Q09_H,G10_G,19,0.3725490196078431,0.8636363636363636,1.0,high,0.8006882602370232,0.8232773138422541,0.8006882602370233,secondary same-activation-space confirmation
qwen,gemma,9,10,Q09_I,G10_H,20,0.5882352941176471,0.7692307692307693,1.0,high,0.9284469146191177,0.9288373062032325,0.9284469146191175,secondary same-activation-space confirmation
qwen,gemma,10,4,Q10_A,G04_C,31,0.4366197183098591,0.8857142857142857,1.0,high,0.6015698783749678,0.6051493949547735,0.6015698783749677,secondary same-activation-space confirmation
qwen,gemma,10,4,Q10_B,G04_A,12,0.1739130434782608,0.9230769230769232,1.0,high,0.708701121010308,0.6968983836524938,0.7087011210103079,secondary same-activation-space confirmation
qwen,gemma,10,4,Q10_C,G04_D,40,0.2898550724637681,0.9523809523809524,0.75,high,0.8269273675033288,0.7701809059185053,0.826927367503329,secondary same-activation-space confirmation
qwen,gemma,10,4,Q10_D,G04_C,19,0.2753623188405797,0.9047619047619048,0.5,moderate,0.7428111648864597,0.7385449400163195,0.7428111648864594,secondary same-activation-space confirmation
qwen,gemma,10,4,Q10_F,G04_B,2,0.5,1.0,1.0,high,0.7996978606211127,0.7828686261914267,0.7996978606211124,secondary same-activation-space confirmation
qwen,gemma,10,4,Q10_H,G04_D,82,0.6029411764705882,1.0,1.0,high,0.8341498229985607,0.8241158700671884,0.8341498229985608,secondary same-activation-space confirmation
qwen,gemma,10,4,Q10_I,G04_C,9,0.1323529411764706,0.9,0.75,high,0.9330108040784961,0.926616781541346,0.9330108040784959,secondary same-activation-space confirmation
qwen,gemma,10,4,Q10_J,G04_A,35,0.5,0.945945945945946,1.0,high,0.8789441862358466,0.8885414677338146,0.8789441862358466,secondary same-activation-space confirmation
qwen,gemma,10,5,Q10_A,G05_D,21,0.3888888888888889,0.6,1.0,high,0.7082819490530081,0.706188475494366,0.708281949053008,secondary same-activation-space confirmation
qwen,gemma,10,5,Q10_B,G05_C,11,0.2,0.8461538461538461,1.0,high,0.6891270902271927,0.6770942203857704,0.6891270902271925,secondary same-activation-space confirmation
qwen,gemma,10,5,Q10_C,G05_E,28,0.2276422764227642,0.6666666666666666,0.6666666666666666,moderate,0.8115749465582598,0.7397550304692788,0.8115749465582596,secondary same-activation-space confirmation
qwen,gemma,10,5,Q10_E,G05_B,25,0.3378378378378378,0.8333333333333334,0.6666666666666666,moderate,0.701938989677962,0.6792062362193786,0.7019389896779618,secondary same-activation-space confirmation
qwen,gemma,10,5,Q10_F,G05_A,2,0.5,1.0,1.0,high,0.7996978606211127,0.7828686261914267,0.7996978606211124,secondary same-activation-space confirmation
qwen,gemma,10,5,Q10_H,G05_E,80,0.7207207207207207,0.975609756097561,1.0,high,0.8446150971104275,0.8445502526085521,0.8446150971104277,secondary same-activation-space confirmation
qwen,gemma,10,5,Q10_J,G05_C,35,0.6363636363636364,0.945945945945946,1.0,high,0.8962332798536364,0.9078126356360352,0.8962332798536367,secondary same-activation-space confirmation
qwen,gemma,10,6,Q10_A,G06_D,23,0.5609756097560976,0.7931034482758621,1.0,high,0.8732582036102772,0.8737469400510424,0.8732582036102772,secondary same-activation-space confirmation
qwen,gemma,10,6,Q10_B,G06_E,11,0.2156862745098039,0.8461538461538461,1.0,high,0.6979729795401423,0.6861221548985224,0.6979729795401421,secondary same-activation-space confirmation
qwen,gemma,10,6,Q10_C,G06_F,30,0.2419354838709677,0.7142857142857143,0.3333333333333333,isolated,0.8086724583079574,0.7363157346481709,0.8086724583079575,secondary same-activation-space confirmation
qwen,gemma,10,6,Q10_D,G06_C,16,0.5925925925925926,0.7619047619047619,0.6666666666666666,moderate,0.9325846487162319,0.9279501380232293,0.932584648716232,secondary same-activation-space confirmation
qwen,gemma,10,6,Q10_E,G06_B,27,0.4354838709677419,0.9,1.0,high,0.8300695964338263,0.8217651348113681,0.830069596433826,secondary same-activation-space confirmation
qwen,gemma,10,6,Q10_F,G06_A,2,0.5,1.0,1.0,high,0.7996978606211127,0.7828686261914267,0.7996978606211124,secondary same-activation-space confirmation
qwen,gemma,10,6,Q10_G,G06_D,3,0.1034482758620689,1.0,0.8333333333333334,high,0.8999318603588332,0.9039071858886438,0.8999318603588333,secondary same-activation-space confirmation
qwen,gemma,10,6,Q10_H,G06_F,80,0.7017543859649122,0.975609756097561,1.0,high,0.8454622101999244,0.8459487143874024,0.8454622101999246,secondary same-activation-space confirmation
qwen,gemma,10,6,Q10_J,G06_E,35,0.6862745098039216,0.945945945945946,1.0,high,0.8920548779675257,0.9035530130731434,0.8920548779675255,secondary same-activation-space confirmation
qwen,gemma,10,7,Q10_A,G07_E,15,0.3488372093023256,0.6521739130434783,0.6666666666666666,moderate,0.8497947697268143,0.8509861282313927,0.8497947697268143,secondary same-activation-space confirmation
qwen,gemma,10,7,Q10_A,G07_F,13,0.3023255813953488,0.6190476190476191,0.6666666666666666,moderate,0.6924733602147061,0.6958784006666782,0.6924733602147061,secondary same-activation-space confirmation
qwen,gemma,10,7,Q10_B,G07_G,11,0.2156862745098039,0.8461538461538461,0.8333333333333334,high,0.7060789007908941,0.6924069862323997,0.706078900790894,secondary same-activation-space confirmation
qwen,gemma,10,7,Q10_D,G07_D,12,0.3428571428571428,0.5714285714285714,1.0,high,0.9276825736679586,0.9265638292331463,0.9276825736679585,secondary same-activation-space confirmation
qwen,gemma,10,7,Q10_E,G07_C,23,0.3770491803278688,0.7666666666666667,0.6666666666666666,moderate,0.6969353696905837,0.6776437090921716,0.6969353696905836,secondary same-activation-space confirmation
