model,persona,consensus_hifwb_score_full,consensus_hifwb_score_trainval
Qwen,competitor,-0.7505426450212485,-0.7292461107823391
Qwen,composer,0.4366895413408872,0.4199332016424525
Qwen,conservator,0.2548785994579712,0.26154253693747387
Qwen,consultant,-0.16908194063253024,-0.13342469526688336
Qwen,contrarian,-0.4484011549209347,-0.44031914695929436
Qwen,coordinator,-0.09031339840341818,-0.060520480445797636
Qwen,coral_reef,0.4800523534296554,0.4455296713810197
Qwen,cosmopolitan,0.24854318824319593,0.2405851110600285
Qwen,counselor,0.3061655652075087,0.2954684352071886
Qwen,criminal,-0.8722036413975462,-0.86530007680788
Qwen,critic,0.11237953435366765,0.12492638367864753
Qwen,crystalline,0.49628732021621813,0.4799161880616364
Qwen,curator,0.24529158534709844,0.24788854060913296
Qwen,cyborg,-0.003486557103344834,0.010690113674611201
Qwen,cynic,-1.0495900595290448,-1.032638496420037
Qwen,daredevil,-0.8095992217313985,-0.8079172447978912
Qwen,debugger,-0.3555520560960749,-0.31442284393491315
Qwen,demon,-0.11652582326688862,-0.13850869206048588
Qwen,designer,0.09799643362704331,0.10722441698202212
Qwen,destroyer,-0.25307913263580206,-0.2439016243414599
Qwen,detective,-0.19071463006804001,-0.16650046280926187
Qwen,devils_advocate,-0.3514325916508091,-0.3382581886677508
Qwen,dilettante,-0.05208678824804336,-0.06290664057492773
Qwen,dispatcher,-0.22620328696634584,-0.18972451025114834
Qwen,divorcee,-0.03552286150972461,-0.049411024447892526
Qwen,doctor,-0.027510531588025904,-0.0018558723288476103
Qwen,dreamer,0.5639375643100011,0.516805376076181
Qwen,echo,0.5247456267322943,0.48372503673184525
Qwen,economist,-0.24102117854111627,-0.20122477797128036
Qwen,ecosystem,0.4344388561719796,0.4265180794599374
Qwen,editor,-0.08877658204074283,-0.059955105651397035
Qwen,egregore,0.4884611814426802,0.4607523958010994
Qwen,elder,0.4255288619193331,0.38788040320478656
Qwen,eldritch,0.449858899650436,0.41035462252759075
Qwen,emissary,0.33161711817191525,0.3334175291661582
Qwen,empath,0.5920710486597912,0.5526386172224408
Qwen,engineer,-0.22362846958832577,-0.18650616347608173
Qwen,entrepreneur,-0.3209155546084872,-0.3002223233253042
Qwen,evaluator,-0.15873760559932343,-0.11923280743759068
Qwen,evangelist,0.21918035633385383,0.1922191688828108
Qwen,examiner,-0.18182693138640615,-0.13939638664280493
Qwen,exile,0.23590853404158435,0.20108084743364943
Qwen,expatriate,-0.04142363781742575,-0.03600318476118938
Qwen,facilitator,0.059095589071135185,0.07549417335239407
Qwen,familiar,0.4648555978956224,0.43178675216555507
Qwen,fixer,-0.5690515145227696,-0.5542522122982982
Qwen,flaneur,0.19513149895112755,0.16909791369303945
Qwen,fool,-0.6381218249339912,-0.6519851328958353
Qwen,forecaster,-0.16016695992637128,-0.12649312796738477
Qwen,futurist,0.02626497755438062,0.04400628689528277
Qwen,gamer,-0.5947125016746531,-0.5784897792571573
Qwen,generalist,-0.006419049808983376,0.016950584708475158
Qwen,genie,-0.13039454330090308,-0.14885772855417634
Qwen,geographer,0.08255689600424561,0.10347286120761812
Qwen,ghost,0.34984910504245126,0.3118320124763477
Qwen,golem,0.34831619897459176,0.3198271684550266
Qwen,gossip,-1.051204796052036,-1.0425996062592242
Qwen,grader,-0.19388816043285426,-0.15665798269347478
Qwen,graduate,-0.2913877486815796,-0.2852092748894541
Qwen,grandparent,0.030905785529402707,-0.0004640831118458699
Qwen,guardian,0.2414840933650463,0.23894551112139323
Qwen,guide,0.08605656361149772,0.09184314954746388
Qwen,guru,0.760099633189651,0.711751542735354
Qwen,hacker,-0.6071307837666087,-0.5865384915266058
Qwen,healer,0.702970731613966,0.6730794831290741
Qwen,hedonist,-0.139148837459855,-0.15197021489993964
Qwen,hermit,0.5391214509917379,0.49552928950174424
Qwen,historian,0.10671725572281751,0.12319826138831408
Qwen,hive,0.34303923845659257,0.33988857195938893
Qwen,hoarder,-0.5145313064738627,-0.5230463568519539
Qwen,homunculus,0.2739505099121734,0.25165800927437987
Qwen,hybrid,0.3803381611792553,0.3674643548875992
Qwen,idealist,0.6381130899461771,0.6032693637094528
Qwen,immigrant,0.24039833147774467,0.2210408514306271
Qwen,improviser,-0.23988090622925706,-0.2533450391460893
Qwen,infant,-0.4965412297487227,-0.5114898868619157
Qwen,influencer,-0.430804144700454,-0.4252793532441508
Qwen,instructor,-0.12882254215497266,-0.10080927098108076
Qwen,interpreter,0.06451431965418612,0.07709006582602852
Qwen,interviewer,-0.040394214303230105,-0.02542520639881149
Qwen,jester,-0.46521789837543404,-0.4775062511318928
Qwen,journalist,-0.10686393939919306,-0.08160644421749486
Qwen,judge,-0.011802570182385924,0.017634791926365162
Qwen,lawyer,-0.20211376341060538,-0.16026336183435969
Qwen,leviathan,0.3011484906360676,0.2658662470405739
Qwen,librarian,0.03309524606417779,0.055914616691454304
Qwen,linguist,0.10002047164317435,0.1176785641691838
Qwen,loner,-0.3054326399728597,-0.30701677715340314
Qwen,luddite,-0.1718890102756432,-0.18654613873030426
Qwen,marketer,-0.21009530734777568,-0.18343297074213594
Qwen,martyr,0.5050231807163348,0.47062392635906997
Qwen,mathematician,-0.09023354593737054,-0.06394521112553073
Qwen,maverick,-0.4613486303007359,-0.4586528324899989
Qwen,mechanic,-0.5090032791342988,-0.48525592552030994
Qwen,mediator,0.13910259213247234,0.15074818218796227
Qwen,mentor,-0.0408996067296587,-0.02477392395071562
Qwen,merchant,0.05577830251371987,0.05615804257009381
Qwen,minimalist,0.1316166464929116,0.12286751155634301
Qwen,moderator,0.021688149521289835,0.03963562599985834
Qwen,musician,0.3456380916083901,0.3172453223462411
Qwen,mycorrhizal,0.5387426655352502,0.5046113375162531
Qwen,mystic,0.9220506476266089,0.8646277185390504
Qwen,narcissist,-0.7992533098820813,-0.792745979220493
Qwen,narrator,0.33595809637335694,0.3023311046447049
Qwen,naturalist,0.35542555160568845,0.3475942264527079
Qwen,navigator,0.023572405917828592,0.033558056080191107
Qwen,negotiator,0.027769716244432946,0.04665862065383476
Qwen,networker,0.04737032315389139,0.05385287170272368
Qwen,newlywed,-0.014803150428180534,-0.029993298301577764
Qwen,nomad,0.08461857125664668,0.06869128295555055
Qwen,novelist,0.24220423106347808,0.22160663639246106
Qwen,nutritionist,-0.053329597682129505,-0.028422940006929562
Qwen,observer,-0.0450123538251945,-0.015179617494197079
Qwen,optimist,0.2092126252167974,0.19084834789042326
Qwen,oracle,0.6174494115007451,0.5753666247691109
Qwen,organizer,-0.13280280164317815,-0.10085819671326907
Qwen,orphan,-0.24722613765227575,-0.2620650288519145
Qwen,pacifist,0.5516196281589166,0.5371013512903143
Qwen,paramedic,-0.17541627701344004,-0.15080602378284377
Qwen,parasite,-0.13659335028267766,-0.13680648928011307
Qwen,parent,-0.03329005080411962,-0.03671328845646893
Qwen,patient,-0.11587200894490551,-0.11813274074108354
Qwen,peacekeeper,0.22762350211829185,0.23370423482403768
Qwen,perfectionist,-0.09452460233329571,-0.0747564189390019
Qwen,pharmacist,-0.09841824743374226,-0.0665295391749679
Qwen,philosopher,0.5380027518997906,0.522193966962734
Qwen,photographer,0.21660317355345077,0.19787121424300172
Qwen,physicist,-0.005785085493170555,0.014121049121461421
Qwen,pilgrim,0.9464735224293304,0.8880490136787444
Qwen,pilot,-0.20856628100943572,-0.1819072496213327
Qwen,pirate,-0.5115477351576907,-0.5217535427299709
Qwen,planner,-0.21181297775158683,-0.17283608555440938
Qwen,playwright,0.05547566305043706,0.04450653666647025
Qwen,podcaster,0.015049112706267798,0.004346529343201955
Qwen,poet,0.47130436843415724,0.4228263187571431
Qwen,polymath,0.12354293685190862,0.13882807388856805
Qwen,pragmatist,-0.5078189251301206,-0.4670054080469013
Qwen,predator,-0.1397009274483968,-0.14235616673753004
Qwen,presenter,-0.050606688267168465,-0.03956265982847898
Qwen,prey,-0.07234153989921004,-0.08975059462387963
Qwen,prisoner,-0.5869271379532361,-0.5842278490985563
Qwen,procrastinator,-1.259708615335852,-1.2411328857851132
Qwen,prodigy,0.10419096891245327,0.1038190196790148
Qwen,producer,-0.13696022282977463,-0.1145242129474559
Qwen,programmer,-0.28931809009764325,-0.25902276150908754
Qwen,proofreader,-0.2853768569350844,-0.2503123870461529
Qwen,prophet,0.4706564281043905,0.4305168547081732
Qwen,provincial,-0.04000405356906939,-0.05921462364568286
Qwen,provocateur,-0.6045107867341302,-0.6045487993904308
Qwen,psychologist,0.06699979664684526,0.08687649551952928
Qwen,publisher,-0.03354324367693845,-0.009789421186023578
Qwen,purist,0.2316163482597739,0.2313529823024726
Qwen,realist,-0.536476622830026,-0.497595104431672
Qwen,rebel,-0.5639840569987145,-0.5656661818941715
Qwen,recruiter,-0.12792339273044448,-0.10433893348461229
Qwen,refugee,0.14105453917814104,0.12318049989724172
Qwen,reporter,-0.12888656551371394,-0.10566834728001055
Qwen,researcher,-0.09312676159230686,-0.05781818759802221
Qwen,retiree,-0.04514346143332404,-0.055237905526555164
Qwen,revenant,0.17544307401187587,0.14586590517489775
Qwen,reviewer,-0.11534483955406105,-0.0804403917316433
Qwen,revolutionary,-0.06344360306758784,-0.0682441387148433
Qwen,robot,-0.35018681711012034,-0.3013322886581751
Qwen,rogue,-0.5831225062010492,-0.5786933358564674
Qwen,romantic,0.7217397668271807,0.6648713156828109
Qwen,saboteur,-0.462184915259483,-0.4384249012154885
Qwen,sage,0.8207108057438884,0.7746168154383422
Qwen,scheduler,-0.27647736535634293,-0.2398431368653438
Qwen,scholar,0.1328998343000571,0.15574698902933207
Qwen,scientist,-0.1440377263185323,-0.10640751230928275
Qwen,scout,-0.09771045610045928,-0.08357467149471895
Qwen,screener,-0.2832006854617385,-0.240511135510206
Qwen,secretary,-0.2190529450108845,-0.17959670909275816
Qwen,shaman,0.8662119361542899,0.8123723874504161
Qwen,shapeshifter,0.2751416908433958,0.24957559554855002
Qwen,simulacrum,0.23743056939680093,0.2153386199254676
Qwen,skeptic,-0.31756268934497456,-0.2816881136080099
Qwen,smuggler,-0.8019478648005529,-0.7904523866623601
Qwen,sociologist,0.10137488161257337,0.12122833285706669
Qwen,soldier,-0.437192983588723,-0.41787870720519976
Qwen,sommelier,0.27784521113877647,0.26550148872256296
Qwen,specialist,-0.13404324385092492,-0.09988707142928702
Qwen,spirit,0.8188476064198388,0.7660270636541745
Qwen,spy,-0.45473658979869314,-0.4320600869515725
Qwen,statistician,-0.2893467774004783,-0.24708274859864424
Qwen,stoic,0.3878110326139289,0.37537668750601383
Qwen,strategist,-0.12437007834731097,-0.09188462420780275
Qwen,student,-0.18488514155339839,-0.17154602137034589
Qwen,summarizer,-0.15036388348827667,-0.11319103379890942
Qwen,supervisor,-0.21474964809955957,-0.1747560682010713
Qwen,surfer,-0.03418068375838573,-0.06037679561622866
Qwen,survivor,0.04489175011618826,0.023045585978886923
Qwen,swarm,0.37606861072966524,0.3662715889487591
Qwen,symbiont,0.35782238822919454,0.348249686875166
Qwen,synthesizer,0.1062842346533425,0.12011143941227659
Qwen,teacher,-0.06315656456001092,-0.04438574821514764
Qwen,technologist,-0.13285085896233212,-0.10972460687720227
Qwen,teenager,-1.1227566030418923,-1.1096818126553674
Qwen,theorist,0.16187646047660764,0.17965370930045815
Qwen,therapist,0.2980652486486177,0.28866538465660246
Qwen,toddler,-0.8683440799847383,-0.8764723302095612
Qwen,traditionalist,0.41414396493756295,0.4043185244525919
Qwen,trainer,-0.19002835883636957,-0.1605118617680149
Qwen,translator,-0.19375529629582863,-0.16537325201124659
Qwen,tree,0.5530904657863815,0.5108161174042523
Qwen,trickster,-0.28298253641158955,-0.3012734065359623
Qwen,tulpa,0.2397739428786068,0.22212913638350745
Qwen,tutor,-0.1325328825176117,-0.11008718592978142
Qwen,validator,-0.28772300418147745,-0.24186262667272612
Qwen,vampire,0.06020081916610351,0.03590329040109372
Qwen,vegan,0.2155199175775594,0.20993641718146286
Qwen,veteran,-0.3536137228028401,-0.3372630523908029
Qwen,veterinarian,0.005824207134297661,0.023178944036156814
Qwen,vigilante,-0.638817059830857,-0.6262806740462934
Qwen,virtuoso,0.34942638401760434,0.33155401389649075
Qwen,virus,-0.2116712087189151,-0.20306369321660117
Qwen,visionary,0.2863109725756837,0.2717991885460559
Qwen,void,0.30745284257671873,0.27444656153984015
Qwen,wanderer,0.3639299841386423,0.3244242738278038
Qwen,warrior,-0.029040823801642676,-0.04193110193101672
Qwen,whale,0.571267367620812,0.5301184208976997
Qwen,widow,0.3527142135606163,0.3143545117741022
Qwen,wind,0.5020968764157473,0.45971165400485176
Qwen,witch,0.5462615910914475,0.5048460509918924
Qwen,witness,0.06827272588958953,0.0758103384244499
Qwen,workaholic,-0.7602694452444081,-0.7301521311120321
Qwen,wraith,0.34205426901395836,0.30432197709522885
Qwen,writer,0.18212578933737014,0.1770177354710662
Qwen,zealot,-0.10384845219046698,-0.11375705483331629
Qwen,zeitgeist,0.2960662833774252,0.2757767169342268
Llama,aberration,-0.007489020442868477,-0.024032169554955518
Llama,absurdist,-0.2725467463540887,-0.30006777994890355
Llama,accountant,-0.21318101258510325,-0.18051768008300867
Llama,activist,0.04330191905472629,0.04883190473568767
Llama,actor,0.15327012073262075,0.12644881903156807
Llama,addict,-0.2678210123274585,-0.2780372579559409
Llama,adolescent,-0.8808931045308255,-0.8779334411832143
Llama,advocate,0.13119550369056676,0.14110808894630886
Llama,alien,0.33702132782736,0.32421778509549143
Llama,altruist,0.4342389265015989,0.4189367371789029
Llama,amateur,-0.2155997430423921,-0.23103588235159722
Llama,ambassador,0.2593936697153821,0.2676392277417066
Llama,amnesiac,-0.22156798867182684,-0.2372391570676232
Llama,analyst,-0.2576880301505425,-0.21314552793834968
Llama,anarchist,0.011993912130923226,0.0039573854743542025
Llama,ancient,0.5199141008208605,0.4903629193769764
Llama,angel,0.7941089708366355,0.7540984198447932
Llama,anthropologist,0.09123480934056871,0.10670562119841075
Llama,archaeologist,0.11740731090550786,0.11920586652238595
Llama,architect,0.025584326593938094,0.04052348537873744
Llama,archivist,0.11115405405263773,0.12360135535861566
Llama,artisan,0.42045392983532576,0.3923113635498895
Llama,ascetic,0.6632743636395794,0.618224428476885
Llama,assistant,-0.13354014887117266,-0.10042112023688322
Llama,auctioneer,-0.3091630377379084,-0.3083253525054521
Llama,auditor,-0.21519271019035227,-0.17563221308274674
Llama,avatar,0.7450295100512054,0.7067709678017563
Llama,bard,0.5834117156146692,0.5322630786892917
Llama,bartender,-0.21425160826039236,-0.22538513667946514
Llama,biologist,0.03325238717319916,0.04916103209830179
Llama,blogger,0.09482777307353295,0.08670590331937378
Llama,bohemian,0.2779287588692495,0.2194069540114812
Llama,builder,-0.05610879662865537,-0.04648300620024172
Llama,caregiver,0.4432891785440364,0.4207258198055776
Llama,cartographer,0.0328077192311221,0.04426674384144137
Llama,caveman,-0.8463496868746705,-0.8371047939444904
Llama,celebrity,-0.18168119596412421,-0.1898056640104629
Llama,chameleon,0.15594151813696633,0.13401989645766188
Llama,chef,-0.04893198269837229,-0.05407437864404241
Llama,chemist,-0.0758166288215435,-0.05753159842155683
Llama,chimera,0.30718830765428556,0.28084383984888267
Llama,coach,-0.04439252136870071,-0.02433693026197853
Llama,collaborator,0.09053245671965002,0.09973270929795777
Llama,collector,0.12864641331216908,0.1340286189153113
Llama,comedian,-0.9505971876417565,-0.9470209943682337
Llama,competitor,-0.9056469206282427,-0.8816356717820708
Llama,composer,0.3040618073726119,0.2875970557504387
Llama,conservator,0.13907218006472466,0.14851146173750002
Llama,consultant,-0.15498147423991426,-0.11946045032324891
Llama,contrarian,-0.4024003841994464,-0.3934112739862874
Llama,coordinator,-0.0555995449355948,-0.029570630940672415
Llama,coral_reef,0.37041661090495304,0.34895508515932716
Llama,cosmopolitan,0.2737853957965902,0.26568857829296577
Llama,counselor,0.2619006219360857,0.2599032245597527
Llama,criminal,-0.9551536008669008,-0.9428322992687497
Llama,critic,0.06004178230685775,0.07497084360303094
Llama,crystalline,0.45337445611142685,0.4320422289662812
Llama,curator,0.16992881248126573,0.17352254293987707
Llama,cyborg,-0.010796041964210606,0.010319793089387186
Llama,cynic,-1.2897356779779592,-1.2609686609421513
Llama,daredevil,-0.8067541702233973,-0.8039271395222594
Llama,debugger,-0.22223157033871818,-0.1867180810808468
Llama,demon,-0.2545133321635984,-0.26834101358870066
Llama,designer,-0.008676446794078946,0.008619979481461051
Llama,destroyer,-0.1519101351890269,-0.1444509316562631
Llama,detective,-0.16530870577231666,-0.13885497758776066
Llama,devils_advocate,-0.36380775873342297,-0.34540959106555097
Llama,dilettante,-0.02696030330050861,-0.04591719929111285
Llama,dispatcher,-0.17132571452787537,-0.14263236910267293
Llama,divorcee,-0.15690052279416639,-0.16727273158757805
Llama,doctor,-0.03574164648748772,-0.010283174553470217
Llama,dreamer,0.5416212784013993,0.49670674002558723
Llama,echo,0.6129611766465197,0.5699865163774791
Llama,economist,-0.2394235636059277,-0.20156904073567278
Llama,ecosystem,0.4229296667255872,0.4125942094570737
Llama,editor,0.0010120421689277653,0.020877392452158392
Llama,egregore,0.5020196047962612,0.4802337484979914
Llama,elder,0.2960559033787532,0.2705424315113482
Llama,eldritch,0.41574801916441184,0.37335546029817324
Llama,emissary,0.283766000946836,0.2884288803265901
Llama,empath,0.6087883025900835,0.5667264867349344
Llama,engineer,-0.24513210704890784,-0.2066456785000366
Llama,entrepreneur,-0.2150880470389781,-0.19292082846972647
Llama,evaluator,-0.173364819023824,-0.1330974790066813
Llama,evangelist,0.19516399369290727,0.17059851669564394
Llama,examiner,-0.1646795434519095,-0.12270921929478776
Llama,exile,0.21560873031363226,0.18551031161660703
Llama,expatriate,-0.06490144903698744,-0.0581501304872003
Llama,facilitator,0.10697907868512302,0.11915628712881285
Llama,familiar,0.4987473573009216,0.47382139784492316
Llama,fixer,-0.32869731686319553,-0.3188631187370298
Llama,flaneur,0.27422619087875777,0.24505778087513877
Llama,fool,-0.6713961390456887,-0.6915418701112485
Llama,forecaster,-0.16479650272425295,-0.13168486839953383
Llama,futurist,-0.07823260509435218,-0.055507016762652295
Llama,gamer,-0.43804996073279334,-0.4273449173028355
Llama,generalist,0.042735041834236945,0.0620331093014177
Llama,genie,0.09785208991761299,0.06942403057223391
Llama,geographer,0.021572281962650222,0.03970498318235353
Llama,ghost,0.5133129418368283,0.47251994930486835
Llama,golem,0.5194568059240509,0.4881625141738461
Llama,gossip,-0.9096789736709532,-0.9043536375581531
Llama,grader,-0.14276638614243026,-0.10806424736668366
Llama,graduate,-0.24350964650805995,-0.23477842513246
Llama,grandparent,-0.0794666338670697,-0.10141150626015916
Llama,guardian,0.21271013252292892,0.21732879174272016
Llama,guide,0.06043233329641158,0.07130067435709153
Llama,guru,0.7461019762803682,0.6993474427102966
Llama,hacker,-0.3342495552166214,-0.31962363512050784
Llama,healer,0.5654233789930018,0.5439494557063304
Llama,hedonist,-0.1174615402823739,-0.13610286602512287
Llama,hermit,0.6362278283670317,0.5866472243902354
Llama,historian,0.10243619612164606,0.11539080896530271
Llama,hive,0.28257047652665473,0.2847883640471855
Llama,hoarder,-0.6087926964732552,-0.6074239089395163
Llama,homunculus,0.4299982302489286,0.4028983029957335
Llama,hybrid,0.5129580272677862,0.4914485356763937
Llama,idealist,0.5176601854439774,0.48634574520510104
Llama,immigrant,0.17390634883792608,0.16143420334749806
Llama,improviser,-0.19777669610258486,-0.2285336364780583
Llama,infant,-0.988457063206799,-0.9787366909901973
Llama,influencer,-0.25536748124898667,-0.25026353050373146
Llama,instructor,-0.15894480927980478,-0.12373187154826502
Llama,interpreter,0.1639550487104644,0.17312074564790914
Llama,interviewer,-0.08791949322055959,-0.0808450453189698
Llama,jester,-0.4649736122569868,-0.48073525382751947
Llama,journalist,-0.1049093980128499,-0.08114778347848857
Llama,judge,0.08565624892139109,0.1058565540474588
Llama,lawyer,-0.11889855077379101,-0.08584427473603666
Llama,leviathan,0.2608348332603666,0.2291014307057293
Llama,librarian,-0.007496966128335714,0.013823526272390994
Llama,linguist,-0.0359089117574167,-0.015607661724043029
Llama,loner,-0.20267694357073013,-0.20499909660347893
Llama,luddite,-0.35546918188379417,-0.36751638490114075
Llama,marketer,-0.17868596966652492,-0.15048251616143365
Llama,martyr,0.4410317624784618,0.40808959403314377
Llama,mathematician,-0.10099108351282582,-0.07935356509181163
Llama,maverick,-0.405354258373477,-0.408974704432314
Llama,mechanic,-0.46641992537323984,-0.45201666655317607
Llama,mediator,0.15216106141187657,0.163688853995008
Llama,mentor,-0.04985039491993868,-0.028548916165234212
Llama,merchant,-0.01565565638144998,-0.006020087105477132
Llama,minimalist,0.22674271169105797,0.20836207921695904
Llama,moderator,0.08849726441898031,0.1018714509899186
Llama,musician,0.29658956698527295,0.26377326242323496
Llama,mycorrhizal,0.4415203255227472,0.4154756143921705
Llama,mystic,0.8900546580567219,0.8304771091295251
Llama,narcissist,-0.8254926165499361,-0.8169013485866143
Llama,narrator,0.46873186854916493,0.42633836937059466
Llama,naturalist,0.3187664650251,0.30923924559674787
Llama,navigator,0.011217868606423742,0.024874509356600717
Llama,negotiator,0.03754621968124933,0.05673479365171847
Llama,networker,0.04116248470951131,0.050653339603559666
Llama,newlywed,-0.06868815653171373,-0.07628396509583774
Llama,nomad,0.20277918081058555,0.17766439227366274
Llama,novelist,0.27449808375000834,0.2554123102458864
Llama,nutritionist,-0.026341718209432638,-0.0051366391183714985
Llama,observer,0.009080619887305075,0.03280824875126337
Llama,optimist,0.2902561181970427,0.2649418628976377
Llama,oracle,0.6649698983795381,0.6185953317239854
Llama,organizer,-0.18235385731607018,-0.1447695525099575
Llama,orphan,-0.19340877486494168,-0.20533906751213965
Llama,pacifist,0.6923934860901817,0.6642046320990938
Llama,paramedic,-0.16611595249039002,-0.14679349501470856
Llama,parasite,-0.14075865063345194,-0.14030123307394293
Llama,parent,-0.14150833966325838,-0.1422817504551026
Llama,patient,-0.19482873625645802,-0.19531525045286668
Llama,peacekeeper,0.2876064014725963,0.2913919811185041
Llama,perfectionist,-0.17795187432305626,-0.15601967097244104
Llama,pharmacist,-0.049283894579394916,-0.02535373864331371
Llama,philosopher,0.35514092472050707,0.3477888760712425
Llama,photographer,0.22650155782987882,0.20434743516934348
Llama,physicist,-0.0417078661389724,-0.025131545252118553
Llama,pilgrim,1.0195010812138001,0.9500034802738205
Llama,pilot,-0.17045767297493036,-0.1486283790753595
Llama,pirate,-0.6384276784202108,-0.6372909405606535
Llama,planner,-0.24282233231628747,-0.20150380969556947
Llama,playwright,0.11307075006798718,0.10320711530373958
Llama,podcaster,0.09633345649369299,0.08353907220588583
Llama,poet,0.6395577501910426,0.5780050315019756
Llama,polymath,0.05782507189197281,0.0777410146872897
Llama,pragmatist,-0.39478139444442073,-0.3588463642962225
Llama,predator,-0.1483099799069269,-0.14574768512001024
Llama,presenter,-0.029540034743197913,-0.0144363597446944
Llama,prey,-0.39334431181952934,-0.3905576883268253
Llama,prisoner,-0.6541391508858085,-0.6532709592160101
Llama,procrastinator,-1.1120001020877706,-1.097120862422306
Llama,prodigy,0.02540327095004044,0.04193186273760616
Llama,producer,-0.1397216329437393,-0.11569178649347826
Llama,programmer,-0.2309500787426468,-0.20340660869507565
Llama,proofreader,-0.028251211424705394,-0.0061145899928587155
Llama,prophet,0.5124773139975435,0.47368466011863225
Llama,provincial,-0.30143704425932505,-0.315488882458737
Llama,provocateur,-0.6569847612290264,-0.6585729502094113
Llama,psychologist,-0.09547619513277686,-0.06461648357208948
Llama,publisher,-0.06796327022811711,-0.04454456912467483
Llama,purist,0.19759652085520601,0.18721049342694868
Llama,realist,-0.46377476786113037,-0.4267105579485642
Llama,rebel,-0.5361666963876685,-0.5388134950764845
Llama,recruiter,-0.11326076806816172,-0.08963488955501078
Llama,refugee,0.04758218588771429,0.03640184518815545
Llama,reporter,-0.09816786719597624,-0.07914753568721292
Llama,researcher,-0.1633548930194066,-0.12330220027961258
Llama,retiree,-0.06555212052277548,-0.07684399347883902
Llama,revenant,0.297541791595192,0.26889252853596857
Llama,reviewer,-0.18166931946992584,-0.14133952918357498
Llama,revolutionary,-0.07757405662221292,-0.08327211465401588
Llama,robot,-0.34400076701361826,-0.29399837325057276
Llama,rogue,-0.49537066364229687,-0.4971593233282712
Llama,romantic,0.7839326758905544,0.7166849971801388
Llama,saboteur,-0.33805196346348537,-0.32045025535593674
Llama,sage,0.8018064379205867,0.7573862687646195
Llama,scheduler,-0.19101643966955315,-0.1598259150427065
Llama,scholar,0.14161928115861255,0.1607777782305248
Llama,scientist,-0.20873774408723747,-0.1684941479064335
Llama,scout,-0.11218350215930593,-0.09542248231640657
Llama,screener,-0.16742204640809535,-0.1307545461540014
Llama,secretary,-0.14309724352930167,-0.11136697524618738
Llama,shaman,0.8391516622446877,0.7833223436999937
Llama,shapeshifter,0.2619204591183661,0.24316320738594577
Llama,simulacrum,0.14790526788104086,0.1322589525036743
Llama,skeptic,-0.388841621052732,-0.35239187411844614
Llama,smuggler,-0.7919272907210602,-0.7800007689538591
Llama,sociologist,-0.024871636671814717,0.0012685353939634464
Llama,soldier,-0.44859002936419945,-0.42608288117502996
Llama,sommelier,0.15411677088514952,0.14651143857473453
