trait_set,K,eligible_primary_k,human_profile_id,model_family_id,pearson_r,spearman_rho
45_ACCEPT_DIRECT,7,True,H07_B,MFamily_D,-0.775147750735,-0.81801113388
45_ACCEPT_DIRECT,7,True,H07_C,MFamily_A,-0.141878875095,-0.0773411509363
45_ACCEPT_DIRECT,7,True,H07_C,MFamily_B,-0.143227909485,-0.113705985107
45_ACCEPT_DIRECT,7,True,H07_C,MFamily_C,0.177371738804,0.150993115797
45_ACCEPT_DIRECT,7,True,H07_C,MFamily_D,0.374923100196,0.424454033631
45_ACCEPT_DIRECT,7,True,H07_D,MFamily_A,-0.339627611634,-0.308837577163
45_ACCEPT_DIRECT,7,True,H07_D,MFamily_B,0.0307237095683,0.043084423094
45_ACCEPT_DIRECT,7,True,H07_D,MFamily_C,0.321902048025,0.326361211021
45_ACCEPT_DIRECT,7,True,H07_D,MFamily_D,0.452425502437,0.472149939319
45_ACCEPT_DIRECT,7,True,H07_E,MFamily_A,0.381433352419,0.355215916395
45_ACCEPT_DIRECT,7,True,H07_E,MFamily_B,-0.0549647684757,-0.116209361373
45_ACCEPT_DIRECT,7,True,H07_E,MFamily_C,-0.281639057609,-0.271682203118
45_ACCEPT_DIRECT,7,True,H07_E,MFamily_D,-0.565504347285,-0.553048519685
45_ACCEPT_DIRECT,7,True,H07_F,MFamily_A,-0.397862137688,-0.383016568606
45_ACCEPT_DIRECT,7,True,H07_F,MFamily_B,0.148028434543,0.192496459145
45_ACCEPT_DIRECT,7,True,H07_F,MFamily_C,0.214076766424,0.203168747434
45_ACCEPT_DIRECT,7,True,H07_F,MFamily_D,0.557780013308,0.59283902664
45_ACCEPT_DIRECT,7,True,H07_G,MFamily_A,-0.421997563543,-0.418195592967
45_ACCEPT_DIRECT,7,True,H07_G,MFamily_B,0.288928962277,0.336901742664
45_ACCEPT_DIRECT,7,True,H07_G,MFamily_C,0.293948897083,0.276688955649
45_ACCEPT_DIRECT,7,True,H07_G,MFamily_D,0.228569841159,0.114430646658
45_ACCEPT_DIRECT,8,True,H08_A,MFamily_A,0.219612602335,0.267729503752
45_ACCEPT_DIRECT,8,True,H08_A,MFamily_B,0.0800519327928,0.113442471816
45_ACCEPT_DIRECT,8,True,H08_A,MFamily_C,-0.628603513576,-0.603181923315
45_ACCEPT_DIRECT,8,True,H08_A,MFamily_D,0.0756809553141,0.0946671498257
45_ACCEPT_DIRECT,8,True,H08_B,MFamily_A,0.367306849997,0.384597648353
45_ACCEPT_DIRECT,8,True,H08_B,MFamily_B,-0.107315452196,-0.196712671802
45_ACCEPT_DIRECT,8,True,H08_B,MFamily_C,-0.165291550946,-0.184459303766
45_ACCEPT_DIRECT,8,True,H08_B,MFamily_D,-0.597650426678,-0.612866036763
45_ACCEPT_DIRECT,8,True,H08_C,MFamily_A,0.300114121592,0.270232880017
45_ACCEPT_DIRECT,8,True,H08_C,MFamily_B,-0.260769548567,-0.265884910714
45_ACCEPT_DIRECT,8,True,H08_C,MFamily_C,-0.00471904603577,-0.0262195724639
45_ACCEPT_DIRECT,8,True,H08_C,MFamily_D,-0.373854613846,-0.379920287436
45_ACCEPT_DIRECT,8,True,H08_D,MFamily_A,0.247396798228,0.199479561359
45_ACCEPT_DIRECT,8,True,H08_D,MFamily_B,-0.234258249631,-0.280773411661
45_ACCEPT_DIRECT,8,True,H08_D,MFamily_C,0.0736264594392,0.0405810468286
45_ACCEPT_DIRECT,8,True,H08_D,MFamily_D,-0.320194608755,-0.27978523682
45_ACCEPT_DIRECT,8,True,H08_E,MFamily_A,-0.237955985326,-0.192496459145
45_ACCEPT_DIRECT,8,True,H08_E,MFamily_B,-0.00706723973481,0.0760235844808
45_ACCEPT_DIRECT,8,True,H08_E,MFamily_C,0.136022552997,0.0795810139106
45_ACCEPT_DIRECT,8,True,H08_E,MFamily_D,0.481133161826,0.449356039639
45_ACCEPT_DIRECT,8,True,H08_F,MFamily_A,-0.42031212146,-0.405283441703
45_ACCEPT_DIRECT,8,True,H08_F,MFamily_B,0.120927748093,0.17220593573
45_ACCEPT_DIRECT,8,True,H08_F,MFamily_C,0.270716340332,0.289864620204
45_ACCEPT_DIRECT,8,True,H08_F,MFamily_D,0.574433217816,0.581112685186
45_ACCEPT_DIRECT,8,True,H08_G,MFamily_A,0.283969382304,0.254685595843
45_ACCEPT_DIRECT,8,True,H08_G,MFamily_B,0.0312987858469,-0.0233209262619
45_ACCEPT_DIRECT,8,True,H08_G,MFamily_C,-0.327084911264,-0.301195691721
45_ACCEPT_DIRECT,8,True,H08_G,MFamily_D,-0.376436864331,-0.420106064328
45_ACCEPT_DIRECT,8,True,H08_H,MFamily_A,-0.684003480696,-0.689482526149
45_ACCEPT_DIRECT,8,True,H08_H,MFamily_B,0.361148009213,0.39974966259
45_ACCEPT_DIRECT,8,True,H08_H,MFamily_C,0.530974186075,0.532692117948
45_ACCEPT_DIRECT,8,True,H08_H,MFamily_D,0.512405693746,0.459237788055
45_ACCEPT_DIRECT,10,True,H10_A,MFamily_A,0.487559942124,0.490134721436
45_ACCEPT_DIRECT,10,True,H10_A,MFamily_B,-0.073224090234,-0.061398596825
45_ACCEPT_DIRECT,10,True,H10_A,MFamily_C,-0.698899584601,-0.65601633818
45_ACCEPT_DIRECT,10,True,H10_A,MFamily_D,-0.29678004181,-0.244737969104
45_ACCEPT_DIRECT,10,True,H10_B,MFamily_A,-0.0398649542857,-0.0205540367054
45_ACCEPT_DIRECT,10,True,H10_B,MFamily_B,-0.0942274503949,-0.037550643981
45_ACCEPT_DIRECT,10,True,H10_B,MFamily_C,-0.0342752657145,-0.0449290161316
45_ACCEPT_DIRECT,10,True,H10_B,MFamily_D,0.315200423547,0.37741691117
45_ACCEPT_DIRECT,10,True,H10_C,MFamily_A,0.519496033231,0.472742844224
45_ACCEPT_DIRECT,10,True,H10_C,MFamily_B,-0.338522599396,-0.457195560049
45_ACCEPT_DIRECT,10,True,H10_C,MFamily_C,-0.0417084965544,-0.0665371060014
45_ACCEPT_DIRECT,10,True,H10_C,MFamily_D,-0.726612560493,-0.747389571867
45_ACCEPT_DIRECT,10,True,H10_D,MFamily_A,0.100581008944,0.162719457251
45_ACCEPT_DIRECT,10,True,H10_D,MFamily_B,-0.274060286986,-0.239665338251
45_ACCEPT_DIRECT,10,True,H10_D,MFamily_C,0.0371046970281,0.00592904904963
45_ACCEPT_DIRECT,10,True,H10_D,MFamily_D,0.119165641919,0.169504924497
45_ACCEPT_DIRECT,10,True,H10_E,MFamily_A,0.35512675184,0.365624691394
45_ACCEPT_DIRECT,10,True,H10_E,MFamily_B,-0.0758162240331,-0.162060674023
45_ACCEPT_DIRECT,10,True,H10_E,MFamily_C,-0.192863191632,-0.201587667687
45_ACCEPT_DIRECT,10,True,H10_E,MFamily_D,-0.576539029822,-0.574656609554
45_ACCEPT_DIRECT,10,True,H10_F,MFamily_A,-0.0203686301137,-0.0479594189792
45_ACCEPT_DIRECT,10,True,H10_F,MFamily_B,0.0573456438055,0.0814256069482
45_ACCEPT_DIRECT,10,True,H10_F,MFamily_C,0.128833184147,0.0997397806793
45_ACCEPT_DIRECT,10,True,H10_F,MFamily_D,-0.234179567841,-0.310748048523
45_ACCEPT_DIRECT,10,True,H10_G,MFamily_A,-0.363628202111,-0.305938930961
45_ACCEPT_DIRECT,10,True,H10_G,MFamily_B,0.0748937245118,0.08906749239
45_ACCEPT_DIRECT,10,True,H10_G,MFamily_C,0.318676662848,0.283013274636
45_ACCEPT_DIRECT,10,True,H10_G,MFamily_D,0.447492437223,0.456075628562
45_ACCEPT_DIRECT,10,True,H10_H,MFamily_A,0.0562398418424,0.0797127705561
45_ACCEPT_DIRECT,10,True,H10_H,MFamily_B,-0.0237491903537,-0.0610033268884
45_ACCEPT_DIRECT,10,True,H10_H,MFamily_C,-0.133449731651,-0.168780262946
45_ACCEPT_DIRECT,10,True,H10_H,MFamily_D,0.115876862215,0.162126552346
45_ACCEPT_DIRECT,10,True,H10_I,MFamily_A,-0.727100387401,-0.692512928997
45_ACCEPT_DIRECT,10,True,H10_I,MFamily_B,0.287238593095,0.301986231594
45_ACCEPT_DIRECT,10,True,H10_I,MFamily_C,0.555653425345,0.524127935987
45_ACCEPT_DIRECT,10,True,H10_I,MFamily_D,0.754531714468,0.73487269054
45_ACCEPT_DIRECT,10,True,H10_J,MFamily_A,-0.45523810603,-0.410026680943
45_ACCEPT_DIRECT,10,True,H10_J,MFamily_B,0.39445674791,0.501334036307
45_ACCEPT_DIRECT,10,True,H10_J,MFamily_C,-0.110906289833,-0.100662077198
45_ACCEPT_DIRECT,10,True,H10_J,MFamily_D,0.669712766456,0.661352482325
