persona,model,model_label,qwen_reference_cluster,kmeans_top3_cluster,kmeans_top5_cluster,agglomerative_top3_cluster,pc1,pc2,pc3,pc1_percentile,pc2_percentile,pc3_percentile
sociologist,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.6396254473351395,-1.0985776164460335,0.058862336481542044,62.36363636363637,3.090909090909091,50.36363636363637
soldier,llama,Llama-3.3-70B,grounded_social,3,1,4,0.8150330512867641,0.8127110329901192,-0.023085884509579917,75.81818181818181,82.72727272727273,44.18181818181818
sommelier,llama,Llama-3.3-70B,procedural_professional,4,0,1,-0.07541726647575542,-0.25753380245367674,0.06639975223583125,33.63636363636363,51.45454545454545,50.72727272727273
specialist,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.5266813889449319,-0.9722549952683573,0.6569573464582507,58.0,11.818181818181818,87.81818181818181
spirit,llama,Llama-3.3-70B,mythic_spiritual,5,6,2,-2.6647701508269934,-0.47263151285888033,-0.3319378063592512,3.4545454545454546,43.81818181818182,29.636363636363637
spy,llama,Llama-3.3-70B,procedural_professional,4,1,5,0.2511009282071196,0.21974314303585374,0.4366539697436305,44.90909090909091,66.36363636363636,78.0
statistician,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.7913714429362315,-0.7272998250038999,0.8280778288884265,73.27272727272727,30.363636363636363,95.45454545454545
stoic,llama,Llama-3.3-70B,mythic_spiritual,5,6,0,-1.391522874322296,-0.2973846652652452,-0.3400719174645042,14.727272727272727,49.63636363636363,28.90909090909091
strategist,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.7412753242706491,-1.2333841720298087,0.5934486698964851,68.54545454545455,0.5454545454545454,86.36363636363636
student,llama,Llama-3.3-70B,editorial,4,4,1,1.2713652506517277,0.05328257235377233,-0.24050667410238913,96.54545454545455,60.18181818181818,32.18181818181818
summarizer,llama,Llama-3.3-70B,editorial,1,0,1,0.9498649450114008,-0.8316772704655753,0.67347091336274,88.54545454545455,20.181818181818183,88.18181818181819
supervisor,llama,Llama-3.3-70B,editorial,1,0,1,1.043339039047792,-0.9240305226004057,0.2176857118877774,91.0909090909091,14.0,63.81818181818182
surfer,llama,Llama-3.3-70B,grounded_social,3,1,4,0.5207842103753048,2.076254265326652,-0.9268524670231267,57.27272727272727,94.0,10.727272727272727
survivor,llama,Llama-3.3-70B,grounded_social,0,4,0,0.26798673852424976,0.2286740752196283,-1.2264949970788948,46.0,67.0909090909091,2.3636363636363638
swarm,llama,Llama-3.3-70B,procedural_professional,2,3,2,-1.102722458045038,-0.7798134090172322,0.8163977256956109,18.0,26.363636363636363,94.72727272727273
symbiont,llama,Llama-3.3-70B,procedural_professional,4,0,1,-0.29375004489091716,-0.9054232512098623,0.20820996278791634,28.545454545454547,16.181818181818183,62.72727272727273
synthesizer,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.14997353939269564,-1.0528981226960126,0.4304570723953334,38.72727272727273,6.0,77.63636363636364
teacher,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.8765892058384132,-0.7801741406211554,0.182177091161293,79.81818181818181,26.0,59.09090909090909
technologist,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.6943831808564391,-0.7900674576722708,0.29329878853550856,65.63636363636364,24.545454545454547,67.45454545454545
teenager,llama,Llama-3.3-70B,other,3,4,4,2.22202539238409,2.401845206874844,-0.7609850344298902,99.81818181818181,96.9090909090909,15.454545454545455
theorist,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.02378936689374475,-1.2973626408857224,0.6849215487593883,35.45454545454545,0.18181818181818182,89.27272727272727
therapist,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.6364556628031153,-0.8219743857387587,-0.33666008889488214,62.0,21.272727272727273,29.272727272727273
toddler,llama,Llama-3.3-70B,other,6,2,3,1.7128329215043065,4.1985960682892305,3.0698206647268926,98.72727272727273,99.45454545454545,99.0909090909091
traditionalist,llama,Llama-3.3-70B,procedural_professional,0,4,5,-0.4813754114424658,0.07812248354537354,-0.6226644274270595,24.90909090909091,61.27272727272727,19.454545454545453
trainer,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.9668183312652912,-0.9137608050165409,0.3735874043181218,89.63636363636364,14.727272727272727,71.45454545454545
translator,llama,Llama-3.3-70B,editorial,4,0,1,0.3338519485007581,-0.7769729223655814,0.11470301181209742,49.27272727272727,27.454545454545453,55.09090909090909
tree,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-2.5688361187673427,0.2719175902623813,0.23691893057165536,4.181818181818182,68.54545454545455,64.9090909090909
trickster,llama,Llama-3.3-70B,trickster_chaos,3,5,5,-0.7952892500600517,1.2672734837761925,0.0018877280282591608,20.181818181818183,88.18181818181819,47.09090909090909
tulpa,llama,Llama-3.3-70B,grounded_social,4,0,1,-0.34117690786806343,-0.24991807487769255,0.01851949775678606,27.454545454545453,51.81818181818182,47.81818181818182
tutor,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.9347978589552709,-0.6759818546363529,0.26326133352843817,87.45454545454545,34.0,65.27272727272727
validator,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.7624036921927764,-1.0020547856409816,0.6825754708044183,69.63636363636364,8.909090909090908,88.9090909090909
vampire,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-2.083335757763289,0.9944264511507122,0.6897912991513949,8.909090909090908,85.27272727272727,89.63636363636364
vegan,llama,Llama-3.3-70B,procedural_professional,0,4,0,0.6399741281257354,-0.001738984399619784,-0.9895014414945202,62.72727272727273,58.72727272727273,8.909090909090908
veteran,llama,Llama-3.3-70B,grounded_social,0,1,4,1.111791109104369,0.9229138987375238,-0.507495082569091,92.9090909090909,84.18181818181819,22.363636363636363
veterinarian,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.8599401388920804,-0.4448734468750643,0.008204260591990403,78.36363636363636,45.63636363636363,47.45454545454545
vigilante,llama,Llama-3.3-70B,grounded_social,0,1,5,0.2993619930385964,1.0887269806789097,-0.4065181558392979,47.45454545454545,86.0,26.363636363636363
virtuoso,llama,Llama-3.3-70B,procedural_professional,4,0,1,-0.5630374929173246,-0.5722166250458847,-0.15145709336067203,24.181818181818183,40.54545454545455,36.18181818181818
virus,llama,Llama-3.3-70B,mythic_spiritual,1,0,2,-0.28802317692026164,-0.3189061248874948,0.9357030675748875,28.90909090909091,49.27272727272727,96.18181818181819
visionary,llama,Llama-3.3-70B,procedural_professional,4,0,1,-0.12165117449542387,-0.8263392769081875,-0.29649214780673,32.54545454545455,20.545454545454547,31.09090909090909
void,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-3.134219320565502,0.8168691038931732,1.5185629484441514,1.2727272727272727,83.0909090909091,98.36363636363636
wanderer,llama,Llama-3.3-70B,mythic_spiritual,5,6,0,-1.0688623310625196,0.12892021505876547,-0.9427487147380885,18.363636363636363,62.36363636363637,10.0
warrior,llama,Llama-3.3-70B,mythic_spiritual,5,1,5,-0.9784096554262036,0.6362620166938159,-0.15831161031044014,18.727272727272727,77.63636363636364,35.81818181818182
whale,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-1.9442919889936996,0.15688971866482626,0.2727659246121404,10.727272727272727,64.18181818181819,65.63636363636364
widow,llama,Llama-3.3-70B,grounded_social,0,4,4,0.44306616731711473,0.7299108489500635,-1.278335718388978,53.27272727272727,79.81818181818181,1.2727272727272727
wind,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-2.0584191238755323,0.19209685176900343,-0.05615559041563011,9.272727272727273,65.27272727272727,41.63636363636363
witch,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-2.702786328979452,0.1467757634829082,0.05254857343091669,3.090909090909091,63.45454545454545,50.0
witness,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.5253109231586105,-0.45193244936151256,-0.18279125314246245,57.63636363636363,44.90909090909091,34.36363636363637
workaholic,llama,Llama-3.3-70B,combative_iconoclast,3,5,6,1.2458668545046103,1.5722295451343193,0.41817103210789736,95.45454545454545,91.45454545454545,75.45454545454545
wraith,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-3.1677992468746177,0.279824709401866,0.5763771854967772,0.9090909090909091,69.27272727272727,84.18181818181819
writer,llama,Llama-3.3-70B,procedural_professional,4,0,1,-0.263003216941536,-0.4605965530817167,-0.18325469972015118,29.636363636363637,44.18181818181818,34.0
zealot,llama,Llama-3.3-70B,mythic_spiritual,5,5,5,-1.283080304255056,1.6183233713712926,-0.17178833363621657,15.818181818181818,91.81818181818181,35.09090909090909
zeitgeist,llama,Llama-3.3-70B,procedural_professional,4,0,1,-0.7114930193388955,-0.6543472496887659,-0.08099240269301497,21.636363636363637,35.09090909090909,40.54545454545455
aberration,gemma,Gemma-2-27B,mythic_spiritual,1,3,2,-972.3358057845127,-139.63334567463872,594.1401171250332,3.4545454545454546,45.27272727272727,97.63636363636364
absurdist,gemma,Gemma-2-27B,trickster_chaos,2,4,1,-607.6843271950122,419.70760407407886,602.6499726638472,17.636363636363637,83.45454545454545,98.0
accountant,gemma,Gemma-2-27B,editorial,5,0,0,625.1319121090038,-96.0661988854831,100.0269873046218,92.54545454545455,54.72727272727273,70.36363636363636
activist,gemma,Gemma-2-27B,procedural_professional,0,1,0,319.03159815207107,-37.577301977684165,-42.021432710737066,64.54545454545455,62.72727272727273,45.27272727272727
actor,gemma,Gemma-2-27B,grounded_social,4,1,1,-275.7830245160069,247.03600594376465,21.534964814568,30.363636363636363,78.36363636363636,58.0
addict,gemma,Gemma-2-27B,grounded_social,4,1,3,-55.17583516866713,518.8212767626413,-76.41091305979106,41.63636363636363,88.18181818181819,35.81818181818182
adolescent,gemma,Gemma-2-27B,other,4,4,6,224.3225764009937,1208.3327793403175,-123.33158685252239,58.72727272727273,98.72727272727273,30.0
advocate,gemma,Gemma-2-27B,procedural_professional,0,1,0,280.5772768856858,-176.6007225567455,-57.316390193059924,62.72727272727273,38.36363636363637,38.72727272727273
alien,gemma,Gemma-2-27B,mythic_spiritual,1,3,2,-478.36745081210773,-273.1319109179264,315.9293494193318,20.90909090909091,21.272727272727273,90.72727272727273
altruist,gemma,Gemma-2-27B,procedural_professional,0,1,0,282.0091049420599,-124.4599398496808,-114.25129546089363,63.09090909090909,48.90909090909091,31.454545454545453
amateur,gemma,Gemma-2-27B,grounded_social,4,1,3,235.94905765245278,690.7321138159583,-353.818447975821,59.45454545454545,93.63636363636364,4.545454545454546
ambassador,gemma,Gemma-2-27B,procedural_professional,5,0,0,438.23001079300644,-269.5487229537947,-37.226950007500285,72.18181818181819,22.363636363636363,46.72727272727273
amnesiac,gemma,Gemma-2-27B,grounded_social,4,1,3,-574.3606387712998,263.37124692470354,-180.9814380093703,19.09090909090909,79.45454545454545,21.272727272727273
analyst,gemma,Gemma-2-27B,procedural_professional,5,0,0,645.1758692269093,-293.78463299707664,50.993518571185064,94.36363636363636,16.90909090909091,62.72727272727273
anarchist,gemma,Gemma-2-27B,procedural_professional,5,1,0,29.5289151721929,-61.54257333026479,157.0204476411293,46.72727272727273,59.09090909090909,79.0909090909091
ancient,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-856.4458038090029,-439.95255236521984,47.809486847883186,8.909090909090908,6.0,62.0
angel,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-516.8786250446841,-509.4744772344025,-281.5699979218585,20.545454545454547,1.6363636363636365,8.909090909090908
anthropologist,gemma,Gemma-2-27B,procedural_professional,5,0,0,412.4593290717189,-285.5978541905675,-27.406951025468715,70.0,17.636363636363637,48.18181818181818
archaeologist,gemma,Gemma-2-27B,procedural_professional,0,0,0,57.165886832121714,-152.31102423638364,11.170696137426793,49.63636363636363,42.36363636363637,54.72727272727273
architect,gemma,Gemma-2-27B,procedural_professional,5,0,0,456.7763741818842,-192.8347908375366,-39.75241433376666,74.0,34.36363636363637,46.36363636363637
archivist,gemma,Gemma-2-27B,procedural_professional,5,0,0,297.38188478213755,-208.19233836350654,59.27970065045276,63.45454545454545,31.818181818181817,64.18181818181819
artisan,gemma,Gemma-2-27B,grounded_social,3,2,0,-347.249676694346,-171.67435017334373,-213.99990438032296,26.727272727272727,38.72727272727273,16.181818181818183
ascetic,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-750.4923806259211,-409.97306793125455,72.36884260068699,11.090909090909092,8.545454545454545,66.0
assistant,gemma,Gemma-2-27B,procedural_professional,0,0,0,607.5056401840574,-88.46143920329095,-167.54376468877626,87.45454545454545,56.18181818181818,22.727272727272727
auctioneer,gemma,Gemma-2-27B,grounded_social,4,6,6,-44.432166570471836,744.3533075077096,17.889935414302943,42.36363636363637,94.36363636363636,57.27272727272727
auditor,gemma,Gemma-2-27B,procedural_professional,5,0,0,643.7426853047357,-183.77609125691617,155.02048178498117,94.0,36.90909090909091,78.0
avatar,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-667.9592397956025,-569.2482403079157,-136.10937038684204,14.363636363636363,0.18181818181818182,26.727272727272727
bard,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-860.6309901229462,-233.7832862440625,-286.2613558875519,8.181818181818182,28.181818181818183,8.545454545454545
bartender,gemma,Gemma-2-27B,grounded_social,4,1,3,79.04605376862332,603.1256137766062,-173.07291376905326,51.09090909090909,91.0909090909091,22.363636363636363
biologist,gemma,Gemma-2-27B,procedural_professional,5,0,0,414.50896141651384,-202.36401869772862,43.55624334901102,70.72727272727273,32.54545454545455,61.63636363636363
blogger,gemma,Gemma-2-27B,grounded_social,0,1,0,96.49561485819864,170.37937502694967,-140.68130453394602,51.45454545454545,76.18181818181819,26.0
bohemian,gemma,Gemma-2-27B,grounded_social,4,1,3,-628.5804158294222,295.4733350280624,-145.80392639647525,15.818181818181818,80.18181818181819,24.90909090909091
builder,gemma,Gemma-2-27B,procedural_professional,0,0,0,181.88567000443132,82.59213835133271,-106.99998294220066,55.81818181818182,71.81818181818181,32.54545454545455
caregiver,gemma,Gemma-2-27B,grounded_social,0,1,0,310.44845919492155,35.00917126277046,-508.3030462664969,64.18181818181819,67.81818181818181,2.0
cartographer,gemma,Gemma-2-27B,procedural_professional,5,0,0,259.89264555507077,-163.40457565602395,14.058212772968709,61.63636363636363,39.81818181818182,56.18181818181818
caveman,gemma,Gemma-2-27B,trickster_chaos,6,5,4,-1058.5279419259473,584.2059864514587,-1078.2301271249778,2.0,90.36363636363636,0.18181818181818182
celebrity,gemma,Gemma-2-27B,grounded_social,4,1,3,134.19088315359474,487.479161783266,1.0458796651820335,53.63636363636363,85.63636363636364,51.81818181818182
chameleon,gemma,Gemma-2-27B,grounded_social,0,1,0,-56.320116497289064,181.40050860800235,-129.96090800968958,41.27272727272727,76.9090909090909,28.545454545454547
chef,gemma,Gemma-2-27B,grounded_social,0,1,0,186.95287921737173,134.0613940696241,-112.16606759425206,56.18181818181818,74.36363636363636,31.818181818181817
chemist,gemma,Gemma-2-27B,procedural_professional,5,0,0,422.3683928584221,-69.15042100447805,139.12187690319948,71.45454545454545,58.36363636363637,76.18181818181819
chimera,gemma,Gemma-2-27B,mythic_spiritual,1,2,2,-725.2615113186122,-274.72018989778957,155.13388499781,13.636363636363637,20.90909090909091,78.36363636363636
coach,gemma,Gemma-2-27B,procedural_professional,0,0,0,611.3079728615423,-109.26280260968431,-229.16717725648866,88.9090909090909,51.81818181818182,14.363636363636363
collaborator,gemma,Gemma-2-27B,procedural_professional,0,0,0,654.3820659282678,-103.49943557368319,-210.47843211119513,94.72727272727273,53.27272727272727,16.545454545454547
collector,gemma,Gemma-2-27B,procedural_professional,5,0,0,123.11887070586052,-192.49822199055677,62.04807850776165,53.27272727272727,34.72727272727273,64.54545454545455
comedian,gemma,Gemma-2-27B,trickster_chaos,2,4,6,-89.17593814663492,1117.9809988693648,407.2235098776125,39.81818181818182,98.0,93.27272727272727
competitor,gemma,Gemma-2-27B,combative_iconoclast,2,6,1,54.71404188845303,664.3774109410741,538.278359342982,48.90909090909091,92.54545454545455,96.54545454545455
composer,gemma,Gemma-2-27B,procedural_professional,0,1,0,1.0692011338769458,-281.48812780374595,12.809970904318645,44.54545454545455,19.454545454545453,55.81818181818182
conservator,gemma,Gemma-2-27B,procedural_professional,5,0,0,340.0154930396854,-226.85419673989364,9.589942985231273,66.72727272727273,29.272727272727273,53.63636363636363
consultant,gemma,Gemma-2-27B,procedural_professional,5,0,0,654.9841933450714,-271.4879318355439,-33.560735457490395,95.45454545454545,21.636363636363637,47.45454545454545
contrarian,gemma,Gemma-2-27B,combative_iconoclast,2,4,1,15.889997229580358,251.6426086546946,500.3345163737069,46.0,78.72727272727273,96.18181818181819
coordinator,gemma,Gemma-2-27B,procedural_professional,5,0,0,614.2459331151882,-208.8154459280657,-46.28215387472929,89.63636363636364,31.454545454545453,43.45454545454545
coral_reef,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-746.831355026959,-318.5114497408107,-190.3068448974578,11.454545454545455,14.363636363636363,19.454545454545453
cosmopolitan,gemma,Gemma-2-27B,procedural_professional,0,1,0,34.24130613265079,-119.49020118509969,-51.79415871508283,47.81818181818182,50.0,41.27272727272727
counselor,gemma,Gemma-2-27B,procedural_professional,0,1,0,522.2890604911089,-110.89448501615652,-376.1372186086779,78.36363636363636,51.45454545454545,3.8181818181818183
criminal,gemma,Gemma-2-27B,grounded_social,4,6,6,-349.529425037885,938.0127106568833,97.3999771432545,26.0,97.27272727272727,70.0
critic,gemma,Gemma-2-27B,procedural_professional,5,0,0,258.21185838185073,-282.79909749168,158.75552609441348,61.27272727272727,19.09090909090909,79.45454545454545
crystalline,gemma,Gemma-2-27B,mythic_spiritual,1,3,2,-576.6130354602767,-472.1416198015103,254.57546019718197,18.363636363636363,3.090909090909091,86.36363636363636
curator,gemma,Gemma-2-27B,procedural_professional,0,0,0,245.89749829059954,-254.3513149088855,-58.533537686111195,60.54545454545455,24.181818181818183,37.63636363636363
cyborg,gemma,Gemma-2-27B,procedural_professional,5,0,0,173.41368168896827,-252.5977095970527,207.84314138791154,55.45454545454545,24.545454545454547,83.81818181818181
cynic,gemma,Gemma-2-27B,combative_iconoclast,2,4,1,-187.9224555435393,913.4270368184884,704.51636935717,34.72727272727273,96.18181818181819,99.0909090909091
daredevil,gemma,Gemma-2-27B,combative_iconoclast,2,6,6,-182.6954790930684,807.8324407978541,273.359396852165,35.45454545454545,95.45454545454545,87.81818181818181
debugger,gemma,Gemma-2-27B,procedural_professional,5,0,0,628.0428164309193,-157.85966875704207,74.08732798777126,92.9090909090909,40.90909090909091,66.72727272727273
demon,gemma,Gemma-2-27B,mythic_spiritual,1,3,2,-870.9837782550582,-19.180641615771815,538.8854240252095,7.454545454545454,64.18181818181819,96.9090909090909
designer,gemma,Gemma-2-27B,procedural_professional,5,0,0,500.44626941166257,-196.04264295724812,-43.21868467416889,77.27272727272727,33.63636363636363,44.54545454545455
destroyer,gemma,Gemma-2-27B,combative_iconoclast,1,3,1,15.883059042540962,-138.98482891947108,367.8352558402367,45.63636363636363,46.0,92.18181818181819
detective,gemma,Gemma-2-27B,procedural_professional,5,0,0,374.371096095057,-22.245878868442603,166.46594168629468,68.54545454545455,63.45454545454545,80.54545454545455
devils_advocate,gemma,Gemma-2-27B,combative_iconoclast,2,4,1,206.8501583209508,111.31691075883738,348.1882814094926,57.27272727272727,73.63636363636364,91.45454545454545
dilettante,gemma,Gemma-2-27B,grounded_social,2,4,1,-243.80042581266608,301.66542883491815,257.20897844715927,32.54545454545455,80.54545454545455,86.72727272727273
dispatcher,gemma,Gemma-2-27B,procedural_professional,5,0,0,540.4219540103477,31.195270328759072,63.1317875822433,81.63636363636364,67.45454545454545,64.9090909090909
divorcee,gemma,Gemma-2-27B,grounded_social,4,1,3,140.87431343477465,573.4712415874911,-153.54026247979374,54.0,89.27272727272727,23.818181818181817
doctor,gemma,Gemma-2-27B,procedural_professional,0,0,0,594.383955585702,-63.7097066743422,-116.58031571034316,86.36363636363636,58.72727272727273,31.09090909090909
dreamer,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-860.316986484941,-307.40356270310264,-53.04967207120046,8.545454545454545,14.727272727272727,40.54545454545455
echo,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-1032.733275424314,-430.9077075860277,-77.2255272624905,2.3636363636363638,6.7272727272727275,35.45454545454545
economist,gemma,Gemma-2-27B,procedural_professional,5,0,0,562.9074601760908,-162.2256239845496,128.8851031499642,83.0909090909091,40.18181818181818,74.72727272727273
ecosystem,gemma,Gemma-2-27B,procedural_professional,0,2,0,-137.23659509949258,-389.6573712035288,-199.8951946213244,37.27272727272727,9.636363636363637,17.636363636363637
editor,gemma,Gemma-2-27B,editorial,5,0,0,675.5948132951061,-138.10429583121967,20.648398161815404,97.63636363636364,47.09090909090909,57.63636363636363
egregore,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-427.9128246313719,-421.8526476700793,9.602013413800996,22.0,7.454545454545454,54.0
elder,gemma,Gemma-2-27B,mythic_spiritual,3,1,3,-456.4091411124714,43.83350746513708,-358.6443697890431,21.272727272727273,68.9090909090909,4.181818181818182
eldritch,gemma,Gemma-2-27B,mythic_spiritual,1,3,2,-1206.3418614073662,-539.0129380302981,308.20160309209575,0.5454545454545454,0.9090909090909091,90.0
emissary,gemma,Gemma-2-27B,procedural_professional,0,0,0,330.05094076986813,-410.06003970297775,-152.64202534972375,66.0,8.181818181818182,24.181818181818183
empath,gemma,Gemma-2-27B,grounded_social,0,1,0,-144.5124644650458,-117.20292678886113,-306.0485798461094,36.90909090909091,50.72727272727273,7.090909090909091
engineer,gemma,Gemma-2-27B,procedural_professional,5,0,0,617.3462248381292,-223.66969248337443,58.779295282115854,90.36363636363636,30.0,63.81818181818182
entrepreneur,gemma,Gemma-2-27B,procedural_professional,5,0,0,460.89337516041223,68.49037050258727,72.6209160293779,74.36363636363636,70.72727272727273,66.36363636363636
evaluator,gemma,Gemma-2-27B,procedural_professional,5,0,0,654.4972333508306,-297.1775322910257,30.331005652981197,95.0909090909091,16.181818181818183,59.45454545454545
evangelist,gemma,Gemma-2-27B,grounded_social,1,1,2,-402.40800564184735,-51.64164407404851,49.00723100852613,23.454545454545453,61.27272727272727,62.36363636363637
examiner,gemma,Gemma-2-27B,procedural_professional,5,0,0,698.9275169106461,-270.39992591947123,131.83810499630266,98.72727272727273,22.0,75.0909090909091
exile,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-744.5452236129564,3.0543060442219683,-125.95239864021757,12.181818181818182,66.0,29.636363636363637
expatriate,gemma,Gemma-2-27B,procedural_professional,0,1,0,197.64457183714669,200.38648508392362,-130.35413694883243,56.54545454545455,77.27272727272727,28.181818181818183
facilitator,gemma,Gemma-2-27B,procedural_professional,0,0,0,689.7321832361117,-193.1567362920373,-240.2040449085217,98.36363636363636,34.0,11.818181818181818
familiar,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-745.8698420056369,-447.7050125850367,-94.13172383721864,11.818181818181818,4.909090909090909,34.36363636363637
fixer,gemma,Gemma-2-27B,grounded_social,2,6,1,-26.030161707357408,461.89425460287754,315.0887190065027,43.09090909090909,84.18181818181819,90.36363636363636
flaneur,gemma,Gemma-2-27B,grounded_social,1,2,2,-640.968116575621,-55.16681255926023,168.67007624137298,15.090909090909092,59.45454545454545,80.9090909090909
fool,gemma,Gemma-2-27B,trickster_chaos,6,5,4,-571.841428878291,1180.4327754506505,-650.7254000821322,19.454545454545453,98.36363636363636,1.2727272727272727
forecaster,gemma,Gemma-2-27B,procedural_professional,5,0,0,530.4749684394966,-235.45568790755001,82.47814496271218,79.81818181818181,27.454545454545453,68.54545454545455
futurist,gemma,Gemma-2-27B,procedural_professional,5,0,0,399.4238162205254,-291.17265253276355,110.70495067977778,69.27272727272727,17.272727272727273,72.18181818181819
gamer,gemma,Gemma-2-27B,combative_iconoclast,2,6,1,100.49925201713897,581.3489123346467,199.55417296111156,51.81818181818182,90.0,82.36363636363636
generalist,gemma,Gemma-2-27B,procedural_professional,5,0,0,502.7965942502871,-240.59482069942055,-63.27738408183601,77.63636363636364,26.727272727272727,36.54545454545455
genie,gemma,Gemma-2-27B,trickster_chaos,1,3,2,-766.5011674240973,-1.4301770067029789,206.522597781166,10.363636363636363,65.63636363636364,83.45454545454545
geographer,gemma,Gemma-2-27B,procedural_professional,5,0,0,444.64935906527836,-189.16845819714436,-10.176323041267956,72.9090909090909,35.81818181818182,50.0
ghost,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-948.9769040341939,-283.3099733293021,-26.329685247462983,4.181818181818182,18.727272727272727,48.90909090909091
golem,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-983.5979422220965,-431.1813543410842,-119.17115376870481,3.090909090909091,6.363636363636363,30.727272727272727
gossip,gemma,Gemma-2-27B,trickster_chaos,2,4,6,-84.42771414310278,1022.1538756242459,299.2281353724363,40.54545454545455,97.63636363636364,89.27272727272727
grader,gemma,Gemma-2-27B,editorial,5,0,0,753.7689074898232,-153.4189381948527,55.47250787230002,99.81818181818181,41.63636363636363,63.45454545454545
graduate,gemma,Gemma-2-27B,grounded_social,4,1,3,329.14926847165447,499.6091967941466,-43.96841622674902,65.63636363636364,87.0909090909091,44.18181818181818
grandparent,gemma,Gemma-2-27B,grounded_social,6,1,3,-213.3185342795949,649.8611634964284,-495.4063217632377,34.0,91.81818181818181,2.727272727272727
guardian,gemma,Gemma-2-27B,procedural_professional,0,0,0,218.4828906401945,-240.86930693525778,-49.613260159076695,58.0,26.363636363636363,42.0
guide,gemma,Gemma-2-27B,procedural_professional,0,0,0,245.00349116888646,-146.9174754223274,-175.7832105834513,60.18181818181818,43.45454545454545,22.0
guru,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-613.327421332359,-451.88708403840695,-252.3377634283591,17.272727272727273,4.545454545454546,10.363636363636363
hacker,gemma,Gemma-2-27B,combative_iconoclast,2,6,1,-85.3601158690377,593.5197312616909,473.09422982662016,40.18181818181818,90.72727272727273,95.0909090909091
healer,gemma,Gemma-2-27B,procedural_professional,0,1,0,2.047166150631645,-395.2317799234222,-386.91263005062393,44.90909090909091,8.909090909090908,3.4545454545454546
hedonist,gemma,Gemma-2-27B,grounded_social,2,4,1,-284.9862722383963,269.5181363297068,287.3094307979626,29.272727272727273,79.81818181818181,88.9090909090909
hermit,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-925.0831687572914,-264.1822629937543,-246.87984252289496,5.2727272727272725,23.454545454545453,11.090909090909092
historian,gemma,Gemma-2-27B,procedural_professional,5,0,0,202.70489059116923,-181.64511361332137,137.95576684676126,56.90909090909091,37.63636363636363,75.45454545454545
hive,gemma,Gemma-2-27B,procedural_professional,1,3,2,-233.72789881183795,-468.4640078866051,190.3323913131162,33.27272727272727,3.4545454545454546,82.0
hoarder,gemma,Gemma-2-27B,other,4,4,6,-402.1504749568539,920.948814188023,-31.216806414132073,23.818181818181817,96.54545454545455,47.81818181818182
homunculus,gemma,Gemma-2-27B,mythic_spiritual,1,2,2,-726.6582603687752,-375.56485414299044,148.6786641803165,13.272727272727273,11.090909090909092,77.27272727272727
hybrid,gemma,Gemma-2-27B,procedural_professional,0,1,0,-51.07073842119492,-217.8227683796704,-133.5273336293784,42.0,31.09090909090909,27.09090909090909
idealist,gemma,Gemma-2-27B,procedural_professional,0,1,0,-108.51596600488091,-162.16734039776415,-52.36381133072632,38.36363636363637,40.54545454545455,40.90909090909091
immigrant,gemma,Gemma-2-27B,grounded_social,0,1,3,-149.76717095197938,89.02328629153212,-333.90456309210373,36.54545454545455,72.54545454545455,5.636363636363637
improviser,gemma,Gemma-2-27B,grounded_social,4,4,6,-127.6517613698378,718.1269011023971,-58.920280277607496,37.63636363636363,94.0,37.27272727272727
