component,pole,pole_rank,persona,cluster,score,rank_ascending,rank_descending,percentile,cluster_count_in_pole,cluster_share_in_pole,cluster_population_share,cluster_enrichment_ratio
4,negative,6,activist,procedural_professional,-23.500317621816816,6.0,270.0,2.0,6,0.3,0.4581818181818182,0.6547619047619048
4,negative,7,visionary,procedural_professional,-22.498781469761468,7.0,269.0,2.3636363636363638,6,0.3,0.4581818181818182,0.6547619047619048
4,negative,8,destroyer,combative_iconoclast,-22.383125355277,8.0,268.0,2.727272727272727,6,0.3,0.05454545454545454,5.5
4,negative,9,zeitgeist,procedural_professional,-22.127245175433917,9.0,267.0,3.090909090909091,6,0.3,0.4581818181818182,0.6547619047619048
4,negative,10,contrarian,combative_iconoclast,-21.74715861067535,10.0,266.0,3.4545454545454546,6,0.3,0.05454545454545454,5.5
4,negative,11,idealist,procedural_professional,-19.243235436323882,11.0,265.0,3.8181818181818183,6,0.3,0.4581818181818182,0.6547619047619048
4,negative,12,addict,grounded_social,-18.579930812659267,12.0,264.0,4.181818181818182,6,0.3,0.19636363636363635,1.527777777777778
4,negative,13,simulacrum,mythic_spiritual,-17.3720529311409,13.0,263.0,4.545454545454546,2,0.1,0.18545454545454546,0.5392156862745099
4,negative,14,evangelist,grounded_social,-17.356957418788735,14.0,262.0,4.909090909090909,6,0.3,0.19636363636363635,1.527777777777778
4,negative,15,survivor,grounded_social,-16.328813628535123,15.0,261.0,5.2727272727272725,6,0.3,0.19636363636363635,1.527777777777778
4,negative,16,celebrity,grounded_social,-15.843410184539353,16.0,260.0,5.636363636363637,6,0.3,0.19636363636363635,1.527777777777778
4,negative,17,divorcee,grounded_social,-15.572327302503249,17.0,259.0,6.0,6,0.3,0.19636363636363635,1.527777777777778
4,negative,18,podcaster,grounded_social,-15.570443557985875,18.0,258.0,6.363636363636363,6,0.3,0.19636363636363635,1.527777777777778
4,negative,19,philosopher,procedural_professional,-14.33611070788588,19.0,257.0,6.7272727272727275,6,0.3,0.4581818181818182,0.6547619047619048
4,negative,20,martyr,mythic_spiritual,-14.279914541664088,20.0,256.0,7.090909090909091,2,0.1,0.18545454545454546,0.5392156862745099
5,positive,1,toddler,other,39.74551144069277,275.0,1.0,99.81818181818181,3,0.15,0.02181818181818182,6.874999999999999
5,positive,2,infant,other,37.17347920858154,274.0,2.0,99.45454545454545,3,0.15,0.02181818181818182,6.874999999999999
5,positive,3,absurdist,trickster_chaos,30.984866437857153,273.0,3.0,99.0909090909091,4,0.2,0.03636363636363636,5.500000000000001
5,positive,4,fool,trickster_chaos,21.73259103628852,272.0,4.0,98.72727272727273,4,0.2,0.03636363636363636,5.500000000000001
5,positive,5,comedian,trickster_chaos,21.633542305616636,271.0,5.0,98.36363636363636,4,0.2,0.03636363636363636,5.500000000000001
5,positive,6,alien,mythic_spiritual,20.801186252921365,270.0,6.0,98.0,7,0.35,0.18545454545454546,1.8872549019607843
5,positive,7,simulacrum,mythic_spiritual,19.631930137370357,269.0,7.0,97.63636363636364,7,0.35,0.18545454545454546,1.8872549019607843
5,positive,8,procrastinator,other,18.80283317221151,268.0,8.0,97.27272727272727,3,0.15,0.02181818181818182,6.874999999999999
5,positive,9,crystalline,mythic_spiritual,18.792320281973275,267.0,9.0,96.9090909090909,7,0.35,0.18545454545454546,1.8872549019607843
5,positive,10,void,mythic_spiritual,18.086159669369614,266.0,10.0,96.54545454545455,7,0.35,0.18545454545454546,1.8872549019607843
5,positive,11,dilettante,grounded_social,16.511648147926138,265.0,11.0,96.18181818181819,3,0.15,0.19636363636363635,0.763888888888889
5,positive,12,linguist,procedural_professional,16.172063467102618,264.0,12.0,95.81818181818181,3,0.15,0.4581818181818182,0.3273809523809524
5,positive,13,eldritch,mythic_spiritual,15.489323951695962,263.0,13.0,95.45454545454545,7,0.35,0.18545454545454546,1.8872549019607843
5,positive,14,trickster,trickster_chaos,15.360979261992364,262.0,14.0,95.0909090909091,4,0.2,0.03636363636363636,5.500000000000001
5,positive,15,theorist,procedural_professional,15.338471727807635,261.0,15.0,94.72727272727273,3,0.15,0.4581818181818182,0.3273809523809524
5,positive,16,philosopher,procedural_professional,15.119897686499677,260.0,16.0,94.36363636363636,3,0.15,0.4581818181818182,0.3273809523809524
5,positive,17,aberration,mythic_spiritual,14.8812871270664,259.0,17.0,94.0,7,0.35,0.18545454545454546,1.8872549019607843
5,positive,18,bohemian,grounded_social,13.758754071038874,258.0,18.0,93.63636363636364,3,0.15,0.19636363636363635,0.763888888888889
5,positive,19,mystic,mythic_spiritual,13.043034878428164,257.0,19.0,93.27272727272727,7,0.35,0.18545454545454546,1.8872549019607843
5,positive,20,improviser,grounded_social,12.660675661684085,256.0,20.0,92.9090909090909,3,0.15,0.19636363636363635,0.763888888888889
5,negative,1,soldier,grounded_social,-36.23855004487025,1.0,275.0,0.18181818181818182,8,0.4,0.19636363636363635,2.037037037037037
5,negative,2,pirate,trickster_chaos,-33.52104367710872,2.0,274.0,0.5454545454545454,3,0.15,0.03636363636363636,4.125
5,negative,3,warrior,mythic_spiritual,-30.845127814214145,3.0,273.0,0.9090909090909091,3,0.15,0.18545454545454546,0.8088235294117647
5,negative,4,veteran,grounded_social,-28.74481232326129,4.0,272.0,1.2727272727272727,8,0.4,0.19636363636363635,2.037037037037037
5,negative,5,criminal,grounded_social,-27.54877683603928,5.0,271.0,1.6363636363636365,8,0.4,0.19636363636363635,2.037037037037037
5,negative,6,vigilante,grounded_social,-26.561258883164232,6.0,270.0,2.0,8,0.4,0.19636363636363635,2.037037037037037
5,negative,7,smuggler,grounded_social,-26.261260877764137,7.0,269.0,2.3636363636363638,8,0.4,0.19636363636363635,2.037037037037037
5,negative,8,prisoner,grounded_social,-21.395585100095982,8.0,268.0,2.727272727272727,8,0.4,0.19636363636363635,2.037037037037037
5,negative,9,provincial,grounded_social,-19.99285557747564,9.0,267.0,3.090909090909091,8,0.4,0.19636363636363635,2.037037037037037
5,negative,10,spy,procedural_professional,-17.61587619649533,10.0,266.0,3.4545454545454546,5,0.25,0.4581818181818182,0.5456349206349206
5,negative,11,merchant,procedural_professional,-17.257551185714547,11.0,265.0,3.8181818181818183,5,0.25,0.4581818181818182,0.5456349206349206
5,negative,12,predator,mythic_spiritual,-16.96595430870744,12.0,264.0,4.181818181818182,3,0.15,0.18545454545454546,0.8088235294117647
5,negative,13,fixer,grounded_social,-16.068090695706655,13.0,263.0,4.545454545454546,8,0.4,0.19636363636363635,2.037037037037037
5,negative,14,pilot,procedural_professional,-15.899198641498078,14.0,262.0,4.909090909090909,5,0.25,0.4581818181818182,0.5456349206349206
5,negative,15,scout,procedural_professional,-15.243180402133925,15.0,261.0,5.2727272727272725,5,0.25,0.4581818181818182,0.5456349206349206
5,negative,16,revenant,mythic_spiritual,-14.431308875845332,16.0,260.0,5.636363636363637,3,0.15,0.18545454545454546,0.8088235294117647
5,negative,17,caveman,trickster_chaos,-14.313655855770877,17.0,259.0,6.0,3,0.15,0.03636363636363636,4.125
5,negative,18,paramedic,procedural_professional,-14.098621114204157,18.0,258.0,6.363636363636363,5,0.25,0.4581818181818182,0.5456349206349206
5,negative,19,competitor,combative_iconoclast,-14.034203107010352,19.0,257.0,6.7272727272727275,1,0.05,0.05454545454545454,0.9166666666666667
5,negative,20,rogue,trickster_chaos,-13.842097821497834,20.0,256.0,7.090909090909091,3,0.15,0.03636363636363636,4.125
6,positive,1,zealot,mythic_spiritual,26.826692024216758,275.0,1.0,99.81818181818181,4,0.2,0.18545454545454546,1.0784313725490198
6,positive,2,stoic,mythic_spiritual,24.674836100246825,274.0,2.0,99.45454545454545,4,0.2,0.18545454545454546,1.0784313725490198
6,positive,3,anarchist,procedural_professional,20.71746525248534,273.0,3.0,99.0909090909091,9,0.45,0.4581818181818182,0.9821428571428571
6,positive,4,revolutionary,combative_iconoclast,19.748652346543206,272.0,4.0,98.72727272727273,5,0.25,0.05454545454545454,4.583333333333334
6,positive,5,martyr,mythic_spiritual,19.60422511091659,271.0,5.0,98.36363636363636,4,0.2,0.18545454545454546,1.0784313725490198
6,positive,6,ascetic,mythic_spiritual,17.96775129015853,270.0,6.0,98.0,4,0.2,0.18545454545454546,1.0784313725490198
6,positive,7,judge,procedural_professional,16.673487545351403,269.0,7.0,97.63636363636364,9,0.45,0.4581818181818182,0.9821428571428571
6,positive,8,purist,procedural_professional,15.942970793857032,268.0,8.0,97.27272727272727,9,0.45,0.4581818181818182,0.9821428571428571
6,positive,9,skeptic,procedural_professional,15.820319982572975,267.0,9.0,96.9090909090909,9,0.45,0.4581818181818182,0.9821428571428571
6,positive,10,traditionalist,procedural_professional,15.783954873105301,266.0,10.0,96.54545454545455,9,0.45,0.4581818181818182,0.9821428571428571
6,positive,11,pacifist,procedural_professional,15.611173904213116,265.0,11.0,96.18181818181819,9,0.45,0.4581818181818182,0.9821428571428571
6,positive,12,cynic,combative_iconoclast,15.605230152208637,264.0,12.0,95.81818181818181,5,0.25,0.05454545454545454,4.583333333333334
6,positive,13,philosopher,procedural_professional,15.47799132461826,263.0,13.0,95.45454545454545,9,0.45,0.4581818181818182,0.9821428571428571
6,positive,14,infant,other,14.331821851504388,262.0,14.0,95.0909090909091,1,0.05,0.02181818181818182,2.2916666666666665
6,positive,15,lawyer,procedural_professional,14.108672076622359,261.0,15.0,94.72727272727273,9,0.45,0.4581818181818182,0.9821428571428571
6,positive,16,activist,procedural_professional,13.477505590375541,260.0,16.0,94.36363636363636,9,0.45,0.4581818181818182,0.9821428571428571
6,positive,17,provocateur,combative_iconoclast,13.044253844763858,259.0,17.0,94.0,5,0.25,0.05454545454545454,4.583333333333334
6,positive,18,devils_advocate,combative_iconoclast,12.941068592617892,258.0,18.0,93.63636363636364,5,0.25,0.05454545454545454,4.583333333333334
6,positive,19,prisoner,grounded_social,12.56076918157747,257.0,19.0,93.27272727272727,1,0.05,0.19636363636363635,0.25462962962962965
6,positive,20,contrarian,combative_iconoclast,12.270366921408726,256.0,20.0,92.9090909090909,5,0.25,0.05454545454545454,4.583333333333334
6,negative,1,gamer,combative_iconoclast,-22.68738147832192,1.0,275.0,0.18181818181818182,1,0.05,0.05454545454545454,0.9166666666666667
6,negative,2,sommelier,procedural_professional,-22.004276146909167,2.0,274.0,0.5454545454545454,10,0.5,0.4581818181818182,1.0912698412698412
6,negative,3,surfer,grounded_social,-21.223219969027625,3.0,273.0,0.9090909090909091,6,0.3,0.19636363636363635,1.527777777777778
6,negative,4,musician,grounded_social,-20.92116560057964,4.0,272.0,1.2727272727272727,6,0.3,0.19636363636363635,1.527777777777778
6,negative,5,composer,procedural_professional,-19.24109939587912,5.0,271.0,1.6363636363636365,10,0.5,0.4581818181818182,1.0912698412698412
6,negative,6,bartender,grounded_social,-18.646288157964307,6.0,270.0,2.0,6,0.3,0.19636363636363635,1.527777777777778
6,negative,7,chef,grounded_social,-18.594215206751066,7.0,269.0,2.3636363636363638,6,0.3,0.19636363636363635,1.527777777777778
6,negative,8,crystalline,mythic_spiritual,-17.366457893467825,8.0,268.0,2.727272727272727,3,0.15,0.18545454545454546,0.8088235294117647
6,negative,9,designer,procedural_professional,-17.24845523083099,9.0,267.0,3.090909090909091,10,0.5,0.4581818181818182,1.0912698412698412
6,negative,10,auctioneer,grounded_social,-15.96258123044993,10.0,266.0,3.4545454545454546,6,0.3,0.19636363636363635,1.527777777777778
6,negative,11,photographer,grounded_social,-15.775422553561588,11.0,265.0,3.8181818181818183,6,0.3,0.19636363636363635,1.527777777777778
6,negative,12,entrepreneur,procedural_professional,-15.110748189156853,12.0,264.0,4.181818181818182,10,0.5,0.4581818181818182,1.0912698412698412
6,negative,13,coral_reef,mythic_spiritual,-14.483563574381815,13.0,263.0,4.545454545454546,3,0.15,0.18545454545454546,0.8088235294117647
6,negative,14,navigator,procedural_professional,-14.324117298638077,14.0,262.0,4.909090909090909,10,0.5,0.4581818181818182,1.0912698412698412
6,negative,15,mycorrhizal,mythic_spiritual,-14.317439403351738,15.0,261.0,5.2727272727272725,3,0.15,0.18545454545454546,0.8088235294117647
6,negative,16,marketer,procedural_professional,-13.94053815172964,16.0,260.0,5.636363636363637,10,0.5,0.4581818181818182,1.0912698412698412
6,negative,17,technologist,procedural_professional,-13.730700500031341,17.0,259.0,6.0,10,0.5,0.4581818181818182,1.0912698412698412
6,negative,18,programmer,procedural_professional,-13.730651656984081,18.0,258.0,6.363636363636363,10,0.5,0.4581818181818182,1.0912698412698412
6,negative,19,producer,procedural_professional,-13.55725124301421,19.0,257.0,6.7272727272727275,10,0.5,0.4581818181818182,1.0912698412698412
6,negative,20,cartographer,procedural_professional,-13.072806259875406,20.0,256.0,7.090909090909091,10,0.5,0.4581818181818182,1.0912698412698412
7,positive,1,jester,trickster_chaos,23.340822825308713,275.0,1.0,99.81818181818181,5,0.25,0.03636363636363636,6.875
7,positive,2,narcissist,grounded_social,20.658351381982563,274.0,2.0,99.45454545454545,6,0.3,0.19636363636363635,1.527777777777778
7,positive,3,proofreader,editorial,20.611607844311905,273.0,3.0,99.0909090909091,3,0.15,0.04727272727272727,3.173076923076923
7,positive,4,comedian,trickster_chaos,20.572135435491592,272.0,4.0,98.72727272727273,5,0.25,0.03636363636363636,6.875
7,positive,5,auctioneer,grounded_social,20.048238497762952,271.0,5.0,98.36363636363636,6,0.3,0.19636363636363635,1.527777777777778
7,positive,6,angel,mythic_spiritual,19.07083243445663,270.0,6.0,98.0,5,0.25,0.18545454545454546,1.3480392156862746
7,positive,7,gossip,trickster_chaos,18.767221303811255,269.0,7.0,97.63636363636364,5,0.25,0.03636363636363636,6.875
7,positive,8,hedonist,grounded_social,16.462294089663498,268.0,8.0,97.27272727272727,6,0.3,0.19636363636363635,1.527777777777778
7,positive,9,sommelier,procedural_professional,15.982702613370597,267.0,9.0,96.9090909090909,1,0.05,0.4581818181818182,0.10912698412698413
7,positive,10,zealot,mythic_spiritual,15.340679809142626,266.0,10.0,96.54545454545455,5,0.25,0.18545454545454546,1.3480392156862746
7,positive,11,stoic,mythic_spiritual,15.00347560175565,265.0,11.0,96.18181818181819,5,0.25,0.18545454545454546,1.3480392156862746
7,positive,12,genie,trickster_chaos,14.847562710097465,264.0,12.0,95.81818181818181,5,0.25,0.03636363636363636,6.875
7,positive,13,evangelist,grounded_social,14.554558692574437,263.0,13.0,95.45454545454545,6,0.3,0.19636363636363635,1.527777777777778
7,positive,14,absurdist,trickster_chaos,14.28948804000481,262.0,14.0,95.0909090909091,5,0.25,0.03636363636363636,6.875
7,positive,15,secretary,editorial,13.046927842412584,261.0,15.0,94.72727272727273,3,0.15,0.04727272727272727,3.173076923076923
7,positive,16,romantic,grounded_social,12.991477845459334,260.0,16.0,94.36363636363636,6,0.3,0.19636363636363635,1.527777777777778
7,positive,17,mystic,mythic_spiritual,12.832153378221244,259.0,17.0,94.0,5,0.25,0.18545454545454546,1.3480392156862746
7,positive,18,bartender,grounded_social,12.023438206958348,258.0,18.0,93.63636363636364,6,0.3,0.19636363636363635,1.527777777777778
7,positive,19,avatar,mythic_spiritual,12.020776044241806,257.0,19.0,93.27272727272727,5,0.25,0.18545454545454546,1.3480392156862746
7,positive,20,translator,editorial,11.940922117072162,256.0,20.0,92.9090909090909,3,0.15,0.04727272727272727,3.173076923076923
7,negative,1,caveman,trickster_chaos,-23.40995093111562,1.0,275.0,0.18181818181818182,1,0.05,0.03636363636363636,1.3750000000000002
7,negative,2,amnesiac,grounded_social,-22.77075811189817,2.0,274.0,0.5454545454545454,6,0.3,0.19636363636363635,1.527777777777778
7,negative,3,prey,grounded_social,-22.401689901052425,3.0,273.0,0.9090909090909091,6,0.3,0.19636363636363635,1.527777777777778
7,negative,4,tree,mythic_spiritual,-18.357745331005194,4.0,272.0,1.2727272727272727,4,0.2,0.18545454545454546,1.0784313725490198
7,negative,5,geographer,procedural_professional,-17.953127174160915,5.0,271.0,1.6363636363636365,7,0.35,0.4581818181818182,0.7638888888888888
7,negative,6,anthropologist,procedural_professional,-17.80300927920265,6.0,270.0,2.0,7,0.35,0.4581818181818182,0.7638888888888888
7,negative,7,orphan,grounded_social,-17.736329549557027,7.0,269.0,2.3636363636363638,6,0.3,0.19636363636363635,1.527777777777778
7,negative,8,biologist,procedural_professional,-17.576974521304336,8.0,268.0,2.727272727272727,7,0.35,0.4581818181818182,0.7638888888888888
7,negative,9,mycorrhizal,mythic_spiritual,-17.364676615965106,9.0,267.0,3.090909090909091,4,0.2,0.18545454545454546,1.0784313725490198
7,negative,10,prisoner,grounded_social,-17.177672294654926,10.0,266.0,3.4545454545454546,6,0.3,0.19636363636363635,1.527777777777778
7,negative,11,anarchist,procedural_professional,-17.097517021428022,11.0,265.0,3.8181818181818183,7,0.35,0.4581818181818182,0.7638888888888888
7,negative,12,refugee,grounded_social,-16.910265162350317,12.0,264.0,4.181818181818182,6,0.3,0.19636363636363635,1.527777777777778
7,negative,13,naturalist,procedural_professional,-16.19062230763627,13.0,263.0,4.545454545454546,7,0.35,0.4581818181818182,0.7638888888888888
7,negative,14,addict,grounded_social,-15.873862625868314,14.0,262.0,4.909090909090909,6,0.3,0.19636363636363635,1.527777777777778
7,negative,15,virus,mythic_spiritual,-15.423279356479613,15.0,261.0,5.2727272727272725,4,0.2,0.18545454545454546,1.0784313725490198
7,negative,16,archaeologist,procedural_professional,-15.279854080105057,16.0,260.0,5.636363636363637,7,0.35,0.4581818181818182,0.7638888888888888
7,negative,17,physicist,procedural_professional,-14.892890304832578,17.0,259.0,6.0,7,0.35,0.4581818181818182,0.7638888888888888
7,negative,18,adolescent,other,-14.877008321664318,18.0,258.0,6.363636363636363,2,0.1,0.02181818181818182,4.583333333333333
7,negative,19,teenager,other,-13.950400894793713,19.0,257.0,6.7272727272727275,2,0.1,0.02181818181818182,4.583333333333333
7,negative,20,coral_reef,mythic_spiritual,-13.80300291243541,20.0,256.0,7.090909090909091,4,0.2,0.18545454545454546,1.0784313725490198
8,positive,1,historian,procedural_professional,20.265055817931625,275.0,1.0,99.81818181818181,10,0.5,0.4581818181818182,1.0912698412698412
8,positive,2,flaneur,grounded_social,20.221321955714316,274.0,2.0,99.45454545454545,8,0.4,0.19636363636363635,2.037037037037037
8,positive,3,sommelier,procedural_professional,19.80849977968664,273.0,3.0,99.0909090909091,10,0.5,0.4581818181818182,1.0912698412698412
8,positive,4,traditionalist,procedural_professional,19.207235579205413,272.0,4.0,98.72727272727273,10,0.5,0.4581818181818182,1.0912698412698412
8,positive,5,archaeologist,procedural_professional,19.07134393341547,271.0,5.0,98.36363636363636,10,0.5,0.4581818181818182,1.0912698412698412
8,positive,6,linguist,procedural_professional,16.334246478124427,270.0,6.0,98.0,10,0.5,0.4581818181818182,1.0912698412698412
8,positive,7,luddite,grounded_social,16.255224473373982,269.0,7.0,97.63636363636364,8,0.4,0.19636363636363635,2.037037037037037
8,positive,8,provincial,grounded_social,16.25186266814,268.0,8.0,97.27272727272727,8,0.4,0.19636363636363635,2.037037037037037
8,positive,9,grandparent,grounded_social,16.20592785904467,267.0,9.0,96.9090909090909,8,0.4,0.19636363636363635,2.037037037037037
8,positive,10,anthropologist,procedural_professional,15.694957067203518,266.0,10.0,96.54545454545455,10,0.5,0.4581818181818182,1.0912698412698412
8,positive,11,conservator,procedural_professional,15.638407382987992,265.0,11.0,96.18181818181819,10,0.5,0.4581818181818182,1.0912698412698412
8,positive,12,archivist,procedural_professional,15.63111720012295,264.0,12.0,95.81818181818181,10,0.5,0.4581818181818182,1.0912698412698412
8,positive,13,novelist,grounded_social,15.167406046357822,263.0,13.0,95.45454545454545,8,0.4,0.19636363636363635,2.037037037037037
8,positive,14,geographer,procedural_professional,14.54914095503303,262.0,14.0,95.0909090909091,10,0.5,0.4581818181818182,1.0912698412698412
8,positive,15,dilettante,grounded_social,14.028336542568614,261.0,15.0,94.72727272727273,8,0.4,0.19636363636363635,2.037037037037037
8,positive,16,collector,procedural_professional,13.950150930731722,260.0,16.0,94.36363636363636,10,0.5,0.4581818181818182,1.0912698412698412
8,positive,17,bard,mythic_spiritual,13.293571278339577,259.0,17.0,94.0,2,0.1,0.18545454545454546,0.5392156862745099
8,positive,18,retiree,grounded_social,13.238580319376007,258.0,18.0,93.63636363636364,8,0.4,0.19636363636363635,2.037037037037037
8,positive,19,narrator,mythic_spiritual,13.187525471211965,257.0,19.0,93.27272727272727,2,0.1,0.18545454545454546,0.5392156862745099
8,positive,20,artisan,grounded_social,12.953716625669756,256.0,20.0,92.9090909090909,8,0.4,0.19636363636363635,2.037037037037037
8,negative,1,caveman,trickster_chaos,-18.71417086363925,1.0,275.0,0.18181818181818182,1,0.05,0.03636363636363636,1.3750000000000002
8,negative,2,infant,other,-15.63512864091912,2.0,274.0,0.5454545454545454,1,0.05,0.02181818181818182,2.2916666666666665
8,negative,3,hive,procedural_professional,-15.332722725011347,3.0,273.0,0.9090909090909091,7,0.35,0.4581818181818182,0.7638888888888888
8,negative,4,swarm,procedural_professional,-14.71767817736386,4.0,272.0,1.2727272727272727,7,0.35,0.4581818181818182,0.7638888888888888
8,negative,5,coach,procedural_professional,-14.38221422517266,5.0,271.0,1.6363636363636365,7,0.35,0.4581818181818182,0.7638888888888888
8,negative,6,competitor,combative_iconoclast,-14.091514990123839,6.0,270.0,2.0,4,0.2,0.05454545454545454,3.666666666666667
8,negative,7,shaman,mythic_spiritual,-13.470277173411695,7.0,269.0,2.3636363636363638,6,0.3,0.18545454545454546,1.6176470588235294
8,negative,8,robot,procedural_professional,-13.225050526838604,8.0,268.0,2.727272727272727,7,0.35,0.4581818181818182,0.7638888888888888
8,negative,9,mystic,mythic_spiritual,-13.120381112062631,9.0,267.0,3.090909090909091,6,0.3,0.18545454545454546,1.6176470588235294
8,negative,10,healer,procedural_professional,-12.56472365129523,10.0,266.0,3.4545454545454546,7,0.35,0.4581818181818182,0.7638888888888888
8,negative,11,destroyer,combative_iconoclast,-12.06258158793186,11.0,265.0,3.8181818181818183,4,0.2,0.05454545454545454,3.666666666666667
8,negative,12,crystalline,mythic_spiritual,-11.925006490782645,12.0,264.0,4.181818181818182,6,0.3,0.18545454545454546,1.6176470588235294
8,negative,13,virus,mythic_spiritual,-11.870677357023563,13.0,263.0,4.545454545454546,6,0.3,0.18545454545454546,1.6176470588235294
8,negative,14,evangelist,grounded_social,-11.804521851866278,14.0,262.0,4.909090909090909,1,0.05,0.19636363636363635,0.25462962962962965
8,negative,15,workaholic,combative_iconoclast,-11.661716406940592,15.0,261.0,5.2727272727272725,4,0.2,0.05454545454545454,3.666666666666667
8,negative,16,trainer,procedural_professional,-11.46946432674523,16.0,260.0,5.636363636363637,7,0.35,0.4581818181818182,0.7638888888888888
8,negative,17,gamer,combative_iconoclast,-11.120664843055915,17.0,259.0,6.0,4,0.2,0.05454545454545454,3.666666666666667
8,negative,18,spirit,mythic_spiritual,-11.116333753790768,18.0,258.0,6.363636363636363,6,0.3,0.18545454545454546,1.6176470588235294
8,negative,19,zealot,mythic_spiritual,-11.07939907140839,19.0,257.0,6.7272727272727275,6,0.3,0.18545454545454546,1.6176470588235294
8,negative,20,debugger,procedural_professional,-10.928006626290308,20.0,256.0,7.090909090909091,7,0.35,0.4581818181818182,0.7638888888888888
9,positive,1,caveman,trickster_chaos,29.617437560665156,275.0,1.0,99.81818181818181,3,0.15,0.03636363636363636,4.125
9,positive,2,toddler,other,25.06842834906365,274.0,2.0,99.45454545454545,1,0.05,0.02181818181818182,2.2916666666666665
9,positive,3,pirate,trickster_chaos,24.41646403781399,273.0,3.0,99.0909090909091,3,0.15,0.03636363636363636,4.125
9,positive,4,anarchist,procedural_professional,23.892823981754802,272.0,4.0,98.72727272727273,10,0.5,0.4581818181818182,1.0912698412698412
9,positive,5,activist,procedural_professional,23.103995878351455,271.0,5.0,98.36363636363636,10,0.5,0.4581818181818182,1.0912698412698412
9,positive,6,revolutionary,combative_iconoclast,22.799000922377232,270.0,6.0,98.0,2,0.1,0.05454545454545454,1.8333333333333335
9,positive,7,provincial,grounded_social,17.64858869025407,269.0,7.0,97.63636363636364,3,0.15,0.19636363636363635,0.763888888888889
9,positive,8,vegan,procedural_professional,14.853701183946761,268.0,8.0,97.27272727272727,10,0.5,0.4581818181818182,1.0912698412698412
9,positive,9,luddite,grounded_social,13.97450053859862,267.0,9.0,96.9090909090909,3,0.15,0.19636363636363635,0.763888888888889
9,positive,10,shaman,mythic_spiritual,13.463796566281694,266.0,10.0,96.54545454545455,1,0.05,0.18545454545454546,0.26960784313725494
