reference_model,reference_component,target_model,target_component,pearson_correlation,absolute_pearson_correlation,spearman_correlation,absolute_spearman_correlation,matching_objective_mean_absolute_correlation,is_unconstrained_best_pearson_match,is_hungarian_match,hungarian_sign_orientation,best_to_second_best_abs_pearson_gap
Qwen/Qwen3-32B,3,Llama-3.3-70B,14,0.044976304708259134,0.044976304708259134,0.16642739678601304,0.16642739678601304,0.10570185074713609,False,False,,
Qwen/Qwen3-32B,3,Llama-3.3-70B,15,-0.09352327794789445,0.09352327794789445,-0.10669513285825566,0.10669513285825566,0.10010920540307505,False,False,,
Qwen/Qwen3-32B,3,Llama-3.3-70B,16,0.07509903364848093,0.07509903364848093,0.10884683073194655,0.10884683073194655,0.09197293219021374,False,False,,
Qwen/Qwen3-32B,3,Llama-3.3-70B,17,-0.005959095187914628,0.005959095187914628,0.04613831107007872,0.04613831107007872,0.026048703128996674,False,False,,
Qwen/Qwen3-32B,3,Llama-3.3-70B,18,0.020203839683370993,0.020203839683370993,0.02454632007155016,0.02454632007155016,0.022375079877460576,False,False,,
Qwen/Qwen3-32B,3,Llama-3.3-70B,19,0.061719138186086396,0.061719138186086396,0.10738870776953924,0.10738870776953924,0.08455392297781282,False,False,,
Qwen/Qwen3-32B,3,Llama-3.3-70B,20,-0.0025247711395303303,0.0025247711395303303,-0.000978621505438343,0.000978621505438343,0.0017516963224843366,False,False,,
Qwen/Qwen3-32B,4,Llama-3.3-70B,1,0.03421622894977443,0.03421622894977443,0.1441770289374225,0.1441770289374225,0.08919662894359848,False,False,,
Qwen/Qwen3-32B,4,Llama-3.3-70B,2,0.1831305810503338,0.1831305810503338,-0.10157756556360181,0.10157756556360181,0.1423540733069678,False,False,,
Qwen/Qwen3-32B,4,Llama-3.3-70B,3,0.6898457253082484,0.6898457253082484,0.6247909754479095,0.6247909754479095,0.657318350378079,True,True,1,0.32134681012157923
Qwen/Qwen3-32B,4,Llama-3.3-70B,4,-0.36849891518666916,0.36849891518666916,-0.05520671648250195,0.05520671648250195,0.21185281583458557,False,False,,
Qwen/Qwen3-32B,4,Llama-3.3-70B,5,-0.26893576118947227,0.26893576118947227,-0.36159199099852884,0.36159199099852884,0.31526387609400053,False,False,,
Qwen/Qwen3-32B,4,Llama-3.3-70B,6,0.09382821660256181,0.09382821660256181,0.03236836790629237,0.03236836790629237,0.06309829225442709,False,False,,
Qwen/Qwen3-32B,4,Llama-3.3-70B,7,-0.16939628703856466,0.16939628703856466,-0.1953607801275209,0.1953607801275209,0.1823785335830428,False,False,,
Qwen/Qwen3-32B,4,Llama-3.3-70B,8,0.18954272291011734,0.18954272291011734,0.19787484492657456,0.19787484492657456,0.19370878391834595,False,False,,
Qwen/Qwen3-32B,4,Llama-3.3-70B,9,0.09263893771933931,0.09263893771933931,0.015234413317561528,0.015234413317561528,0.053936675518450425,False,False,,
Qwen/Qwen3-32B,4,Llama-3.3-70B,10,-0.11155981680739474,0.11155981680739474,-0.3205429733706473,0.3205429733706473,0.21605139508902102,False,False,,
Qwen/Qwen3-32B,4,Llama-3.3-70B,11,-0.08711299229389287,0.08711299229389287,-0.2945443005106606,0.2945443005106606,0.19082864640227673,False,False,,
Qwen/Qwen3-32B,4,Llama-3.3-70B,12,0.09306564484669744,0.09306564484669744,0.11115028418106805,0.11115028418106805,0.10210796451388274,False,False,,
Qwen/Qwen3-32B,4,Llama-3.3-70B,13,0.03865417823292751,0.03865417823292751,0.03785176423069155,0.03785176423069155,0.03825297123180953,False,False,,
Qwen/Qwen3-32B,4,Llama-3.3-70B,14,-0.07044627505337125,0.07044627505337125,-0.07049363838319722,0.07049363838319722,0.07046995671828424,False,False,,
Qwen/Qwen3-32B,4,Llama-3.3-70B,15,0.05018425411505548,0.05018425411505548,-0.025238740948039518,0.025238740948039518,0.0377114975315475,False,False,,
Qwen/Qwen3-32B,4,Llama-3.3-70B,16,0.13827005557126007,0.13827005557126007,0.2738870776953926,0.2738870776953926,0.20607856663332635,False,False,,
Qwen/Qwen3-32B,4,Llama-3.3-70B,17,0.014843425738464896,0.014843425738464896,-0.04542280949770637,0.04542280949770637,0.030133117618085632,False,False,,
Qwen/Qwen3-32B,4,Llama-3.3-70B,18,-0.019895415173831046,0.019895415173831046,0.06153890539799781,0.06153890539799781,0.04071716028591443,False,False,,
Qwen/Qwen3-32B,4,Llama-3.3-70B,19,0.008188406454774954,0.008188406454774954,-0.02108652375869133,0.02108652375869133,0.014637465106733142,False,False,,
Qwen/Qwen3-32B,4,Llama-3.3-70B,20,0.05023725475210382,0.05023725475210382,0.15887712414529298,0.15887712414529298,0.1045571894486984,False,False,,
Qwen/Qwen3-32B,5,Llama-3.3-70B,1,-0.1027028524712734,0.1027028524712734,-0.18555898560341594,0.18555898560341594,0.14413091903734468,False,False,,
Qwen/Qwen3-32B,5,Llama-3.3-70B,2,-0.031689139138554825,0.031689139138554825,-0.13721646807651253,0.13721646807651253,0.08445280360753368,False,False,,
Qwen/Qwen3-32B,5,Llama-3.3-70B,3,0.2431329929130883,0.2431329929130883,0.15123222065145264,0.15123222065145264,0.19718260678227045,False,False,,
Qwen/Qwen3-32B,5,Llama-3.3-70B,4,-0.24643946723054097,0.24643946723054097,-0.10634084417645194,0.10634084417645194,0.17639015570349645,False,False,,
Qwen/Qwen3-32B,5,Llama-3.3-70B,5,0.6882928519226665,0.6882928519226665,0.6213733014050377,0.6213733014050377,0.6548330766638522,True,True,1,0.20739030202951858
Qwen/Qwen3-32B,5,Llama-3.3-70B,6,-0.48090254989314796,0.48090254989314796,-0.46210438244713076,0.46210438244713076,0.4715034661701394,False,False,,
Qwen/Qwen3-32B,5,Llama-3.3-70B,7,0.2172499463970876,0.2172499463970876,0.39023628862410226,0.39023628862410226,0.3037431175105949,False,False,,
Qwen/Qwen3-32B,5,Llama-3.3-70B,8,0.03538003294433021,0.03538003294433021,0.006047719338738068,0.006047719338738068,0.020713876141534138,False,False,,
Qwen/Qwen3-32B,5,Llama-3.3-70B,9,0.10409093092317064,0.10409093092317064,0.06177952165257782,0.06177952165257782,0.08293522628787423,False,False,,
Qwen/Qwen3-32B,5,Llama-3.3-70B,10,-0.15124774058072252,0.15124774058072252,-0.25036784859063516,0.25036784859063516,0.20080779458567882,False,False,,
Qwen/Qwen3-32B,5,Llama-3.3-70B,11,0.029037867303458656,0.029037867303458656,0.10073685121606424,0.10073685121606424,0.06488735925976144,False,False,,
Qwen/Qwen3-32B,5,Llama-3.3-70B,12,0.03661185962365305,0.03661185962365305,0.08739678601309833,0.08739678601309833,0.06200432281837569,False,False,,
Qwen/Qwen3-32B,5,Llama-3.3-70B,13,-0.041306805954513456,0.041306805954513456,-0.2127318888664492,0.2127318888664492,0.12701934741048132,False,False,,
Qwen/Qwen3-32B,5,Llama-3.3-70B,14,0.06402242584154966,0.06402242584154966,0.1264764432647644,0.1264764432647644,0.09524943455315703,False,False,,
Qwen/Qwen3-32B,5,Llama-3.3-70B,15,-0.04149286190152458,0.04149286190152458,-0.03322754681053631,0.03322754681053631,0.03736020435603045,False,False,,
Qwen/Qwen3-32B,5,Llama-3.3-70B,16,0.0033635509322662346,0.0033635509322662346,0.006773030206860738,0.006773030206860738,0.005068290569563486,False,False,,
Qwen/Qwen3-32B,5,Llama-3.3-70B,17,0.039954819050427345,0.039954819050427345,0.08602233057326678,0.08602233057326678,0.06298857481184705,False,False,,
Qwen/Qwen3-32B,5,Llama-3.3-70B,18,-0.047563417806094035,0.047563417806094035,-0.10498773838031214,0.10498773838031214,0.0762755780932031,False,False,,
Qwen/Qwen3-32B,5,Llama-3.3-70B,19,0.08505126134685931,0.08505126134685931,0.06911514382158616,0.06911514382158616,0.07708320258422274,False,False,,
Qwen/Qwen3-32B,5,Llama-3.3-70B,20,0.015293218848766962,0.015293218848766962,-0.07576007616629643,0.07576007616629643,0.045526647507531694,False,False,,
Qwen/Qwen3-32B,6,Llama-3.3-70B,1,0.020588928134630344,0.020588928134630344,0.08133060211765386,0.08133060211765386,0.0509597651261421,False,False,,
Qwen/Qwen3-32B,6,Llama-3.3-70B,2,0.11684240305250902,0.11684240305250902,0.03492455497533253,0.03492455497533253,0.07588347901392077,False,False,,
Qwen/Qwen3-32B,6,Llama-3.3-70B,3,-0.006273105740353746,0.006273105740353746,-0.03497706355846629,0.03497706355846629,0.020625084649410017,False,False,,
Qwen/Qwen3-32B,6,Llama-3.3-70B,4,0.048069937941253575,0.048069937941253575,0.054232134098843095,0.054232134098843095,0.051151036020048335,False,False,,
Qwen/Qwen3-32B,6,Llama-3.3-70B,5,0.4885890963479381,0.4885890963479381,0.4821938201436776,0.4821938201436776,0.48539145824580787,False,False,,
Qwen/Qwen3-32B,6,Llama-3.3-70B,6,0.5051376797520113,0.5051376797520113,0.5275987421020749,0.5275987421020749,0.5163682109270431,True,True,1,0.01654858340407317
Qwen/Qwen3-32B,6,Llama-3.3-70B,7,-0.25452244693507803,0.25452244693507803,-0.34647817431695593,0.34647817431695593,0.300500310626017,False,False,,
Qwen/Qwen3-32B,6,Llama-3.3-70B,8,-0.34003494940093243,0.34003494940093243,-0.40453477972360885,0.40453477972360885,0.3722848645622706,False,False,,
Qwen/Qwen3-32B,6,Llama-3.3-70B,9,-0.15509778066619082,0.15509778066619082,-0.14292028504659413,0.14292028504659413,0.14900903285639247,False,False,,
Qwen/Qwen3-32B,6,Llama-3.3-70B,10,-0.19167350191301458,0.19167350191301458,-0.24182048988777016,0.24182048988777016,0.21674699590039237,False,False,,
Qwen/Qwen3-32B,6,Llama-3.3-70B,11,0.05107257759400915,0.05107257759400915,0.11406018291451493,0.11406018291451493,0.08256638025426204,False,False,,
Qwen/Qwen3-32B,6,Llama-3.3-70B,12,0.13813706522762867,0.13813706522762867,0.11581950895819498,0.11581950895819498,0.1269782870929118,False,False,,
Qwen/Qwen3-32B,6,Llama-3.3-70B,13,0.09456788702271585,0.09456788702271585,0.23144975621014977,0.23144975621014977,0.16300882161643282,False,False,,
Qwen/Qwen3-32B,6,Llama-3.3-70B,14,-0.09082478455932425,0.09082478455932425,-0.12787224834828764,0.12787224834828764,0.10934851645380594,False,False,,
Qwen/Qwen3-32B,6,Llama-3.3-70B,15,0.04097386631565754,0.04097386631565754,0.08591962147658751,0.08591962147658751,0.06344674389612252,False,False,,
Qwen/Qwen3-32B,6,Llama-3.3-70B,16,0.21770473757923056,0.21770473757923056,0.25764346095034757,0.25764346095034757,0.23767409926478905,False,False,,
Qwen/Qwen3-32B,6,Llama-3.3-70B,17,0.027130268958761816,0.027130268958761816,0.051852514353307774,0.051852514353307774,0.0394913916560348,False,False,,
Qwen/Qwen3-32B,6,Llama-3.3-70B,18,0.075984687588724,0.075984687588724,0.02009059173134071,0.02009059173134071,0.048037639660032355,False,False,,
Qwen/Qwen3-32B,6,Llama-3.3-70B,19,0.004327208678265252,0.004327208678265252,0.01868093823028765,0.01868093823028765,0.011504073454276452,False,False,,
Qwen/Qwen3-32B,6,Llama-3.3-70B,20,-0.040135315121732185,0.040135315121732185,-0.01803871786734371,0.01803871786734371,0.029087016494537946,False,False,,
Qwen/Qwen3-32B,7,Llama-3.3-70B,1,-0.07448388589438193,0.07448388589438193,0.008043622515218831,0.008043622515218831,0.04126375420480038,False,False,,
Qwen/Qwen3-32B,7,Llama-3.3-70B,2,-0.07990780163902883,0.07990780163902883,-0.041685467816854664,0.041685467816854664,0.06079663472794175,False,False,,
Qwen/Qwen3-32B,7,Llama-3.3-70B,3,-0.1722296167592997,0.1722296167592997,-0.16580248694498148,0.16580248694498148,0.16901605185214058,False,False,,
Qwen/Qwen3-32B,7,Llama-3.3-70B,4,0.11708625033884387,0.11708625033884387,-0.011468220766856108,0.011468220766856108,0.06427723555284999,False,False,,
Qwen/Qwen3-32B,7,Llama-3.3-70B,5,0.27925739465535565,0.27925739465535565,0.2795574276564439,0.2795574276564439,0.2794074111558998,False,False,,
Qwen/Qwen3-32B,7,Llama-3.3-70B,6,0.16610436373855453,0.16610436373855453,0.2671261648538705,0.2671261648538705,0.2166152642962125,False,False,,
Qwen/Qwen3-32B,7,Llama-3.3-70B,7,-0.16764895729097448,0.16764895729097448,-0.20734023830818496,0.20734023830818496,0.18749459779957972,False,False,,
Qwen/Qwen3-32B,7,Llama-3.3-70B,8,0.7233468942516125,0.7233468942516125,0.6835751997922737,0.6835751997922737,0.7034610470219431,True,True,1,0.4440894995962568
Qwen/Qwen3-32B,7,Llama-3.3-70B,9,0.08062937000563747,0.08062937000563747,0.029599261417731747,0.029599261417731747,0.05511431571168461,False,False,,
Qwen/Qwen3-32B,7,Llama-3.3-70B,10,0.10929496848390732,0.10929496848390732,0.2605637459969418,0.2605637459969418,0.18492935724042459,False,False,,
Qwen/Qwen3-32B,7,Llama-3.3-70B,11,-0.2696756850565215,0.2696756850565215,-0.3024194339459337,0.3024194339459337,0.2860475595012276,False,False,,
Qwen/Qwen3-32B,7,Llama-3.3-70B,12,0.1441399776238447,0.1441399776238447,0.16528490233980553,0.16528490233980553,0.1547124399818251,False,False,,
Qwen/Qwen3-32B,7,Llama-3.3-70B,13,0.010972238866151077,0.010972238866151077,-0.06658088341363488,0.06658088341363488,0.03877656113989298,False,False,,
Qwen/Qwen3-32B,7,Llama-3.3-70B,14,-0.03713869903153486,0.03713869903153486,-0.10420645682467333,0.10420645682467333,0.0706725779281041,False,False,,
Qwen/Qwen3-32B,7,Llama-3.3-70B,15,0.0959842083563209,0.0959842083563209,0.09661521594876081,0.09661521594876081,0.09629971215254085,False,False,,
Qwen/Qwen3-32B,7,Llama-3.3-70B,16,-0.072049473624162,0.072049473624162,-0.0864002769683506,0.0864002769683506,0.0792248752962563,False,False,,
Qwen/Qwen3-32B,7,Llama-3.3-70B,17,0.029863542755491506,0.029863542755491506,-0.017913505092178518,0.017913505092178518,0.02388852392383501,False,False,,
Qwen/Qwen3-32B,7,Llama-3.3-70B,18,-0.11818763533056144,0.11818763533056144,-0.12515680447765504,0.12515680447765504,0.12167221990410823,False,False,,
Qwen/Qwen3-32B,7,Llama-3.3-70B,19,-0.1076051639568486,0.1076051639568486,-0.13722512333746864,0.13722512333746864,0.12241514364715862,False,False,,
Qwen/Qwen3-32B,7,Llama-3.3-70B,20,0.047775105466904354,0.047775105466904354,0.048558322033409346,0.048558322033409346,0.04816671375015685,False,False,,
Qwen/Qwen3-32B,8,Llama-3.3-70B,1,0.01975541143020034,0.01975541143020034,-0.06503389977207812,0.06503389977207812,0.042394655601139225,False,False,,
Qwen/Qwen3-32B,8,Llama-3.3-70B,2,0.05202746623077824,0.05202746623077824,0.1315490032024465,0.1315490032024465,0.09178823471661238,False,False,,
Qwen/Qwen3-32B,8,Llama-3.3-70B,3,-0.22004419916662396,0.22004419916662396,-0.1516061279247569,0.1516061279247569,0.18582516354569042,False,False,,
Qwen/Qwen3-32B,8,Llama-3.3-70B,4,0.12646014614149448,0.12646014614149448,0.10796803323620202,0.10796803323620202,0.11721408968884825,False,False,,
Qwen/Qwen3-32B,8,Llama-3.3-70B,5,-0.1037885354543538,0.1037885354543538,-0.11187963417097022,0.11187963417097022,0.10783408481266202,False,False,,
Qwen/Qwen3-32B,8,Llama-3.3-70B,6,-0.11553626091405562,0.11553626091405562,-0.16601598338189885,0.16601598338189885,0.14077612214797725,False,False,,
Qwen/Qwen3-32B,8,Llama-3.3-70B,7,-0.26697630744637335,0.26697630744637335,-0.2640881682582728,0.2640881682582728,0.26553223785232305,False,False,,
Qwen/Qwen3-32B,8,Llama-3.3-70B,8,0.10497325647348764,0.10497325647348764,0.015636594443322473,0.015636594443322473,0.06030492545840506,False,False,,
Qwen/Qwen3-32B,8,Llama-3.3-70B,9,0.5621241947862522,0.5621241947862522,0.6081815296731194,0.6081815296731194,0.5851528622296858,True,True,1,0.11810642315794279
Qwen/Qwen3-32B,8,Llama-3.3-70B,10,-0.4440177716283094,0.4440177716283094,-0.4337393612417415,0.4337393612417415,0.43887856643502543,False,False,,
Qwen/Qwen3-32B,8,Llama-3.3-70B,11,0.33109969367967423,0.33109969367967423,0.36159776117249937,0.36159776117249937,0.3463487274260868,False,False,,
Qwen/Qwen3-32B,8,Llama-3.3-70B,12,-0.044761253744890636,0.044761253744890636,-0.048486771876172,0.048486771876172,0.046624012810531315,False,False,,
Qwen/Qwen3-32B,8,Llama-3.3-70B,13,-0.0316729634599275,0.0316729634599275,-0.1493776867372551,0.1493776867372551,0.09052532509859129,False,False,,
Qwen/Qwen3-32B,8,Llama-3.3-70B,14,-0.040924829326317885,0.040924829326317885,-0.033833992094861674,0.033833992094861674,0.03737941071058978,False,False,,
Qwen/Qwen3-32B,8,Llama-3.3-70B,15,-0.1560493639692809,0.1560493639692809,-0.196592712270275,0.196592712270275,0.17632103811977795,False,False,,
Qwen/Qwen3-32B,8,Llama-3.3-70B,16,0.16529169231661156,0.16529169231661156,0.25251781541213475,0.25251781541213475,0.20890475386437315,False,False,,
Qwen/Qwen3-32B,8,Llama-3.3-70B,17,0.013910340397712218,0.013910340397712218,0.05958627852629762,0.05958627852629762,0.03674830946200492,False,False,,
Qwen/Qwen3-32B,8,Llama-3.3-70B,18,-0.1726315015442288,0.1726315015442288,-0.2909587144052396,0.2909587144052396,0.2317951079747342,False,False,,
Qwen/Qwen3-32B,8,Llama-3.3-70B,19,0.13198461248397905,0.13198461248397905,0.21457430541530825,0.21457430541530825,0.17327945894964364,False,False,,
Qwen/Qwen3-32B,8,Llama-3.3-70B,20,-0.062363789878804886,0.062363789878804886,-0.0615239029456738,0.0615239029456738,0.061943846412239344,False,False,,
Qwen/Qwen3-32B,9,Llama-3.3-70B,1,0.05147284393549755,0.05147284393549755,-0.05395285767865902,0.05395285767865902,0.052712850807078285,False,False,,
Qwen/Qwen3-32B,9,Llama-3.3-70B,2,0.1183963922363079,0.1183963922363079,-0.046848619485877506,0.046848619485877506,0.08262250586109271,False,False,,
Qwen/Qwen3-32B,9,Llama-3.3-70B,3,-0.08193849054692212,0.08193849054692212,-0.20242462710250705,0.20242462710250705,0.1421815588247146,False,False,,
Qwen/Qwen3-32B,9,Llama-3.3-70B,4,-0.17258860589717312,0.17258860589717312,-0.0865479934220017,0.0865479934220017,0.1295682996595874,False,False,,
Qwen/Qwen3-32B,9,Llama-3.3-70B,5,0.008988802160201174,0.008988802160201174,0.06333977669426734,0.06333977669426734,0.03616428942723426,False,False,,
Qwen/Qwen3-32B,9,Llama-3.3-70B,6,0.4142969283645572,0.4142969283645572,0.3001032861140763,0.3001032861140763,0.3572001072393167,False,False,,
Qwen/Qwen3-32B,9,Llama-3.3-70B,7,0.6446009599063073,0.6446009599063073,0.5676177836761782,0.5676177836761782,0.6061093717912427,True,True,1,0.23030403154175005
Qwen/Qwen3-32B,9,Llama-3.3-70B,8,0.1354578854341818,0.1354578854341818,0.13836934883586752,0.13836934883586752,0.13691361713502465,False,False,,
