model,model_key,feature_budget,bank,subset_seed,traits,scope,n_oof_predictions,mean_pc_r2,aggregate_normalized_geometric_error,mean_normalized_rmse_per_pc,core_pc1_pc3_aggregate_nrmse,secondary_pc4_pc6_aggregate_nrmse,full_pc1_pc6_aggregate_nrmse,selected_alpha_counts,pc1_r2,pc1_rmse,pc1_normalized_rmse,pc1_mae,pc2_r2,pc2_rmse,pc2_normalized_rmse,pc2_mae,pc3_r2,pc3_rmse,pc3_normalized_rmse,pc3_mae,pc4_r2,pc4_rmse,pc4_normalized_rmse,pc4_mae,pc5_r2,pc5_rmse,pc5_normalized_rmse,pc5_mae,pc6_r2,pc6_rmse,pc6_normalized_rmse,pc6_mae
Qwen/Qwen3-32B,qwen,5,5,2026091201,"[""absolutist"", ""ascetic"", ""chaotic"", ""eclectic"", ""empathetic""]",core,275,0.963054545003,0.33321958649,0.190212157414,0.33321958649,,,"{""0.0001"": 1, ""0.01"": 1, ""0.1"": 3}",0.95212897599,6.56928058446,0.21884920705,5.07104349948,0.959694165423,4.31142386129,0.201025061306,3.25104806975,0.977340493596,2.37035513125,0.150762203887,1.73309713878,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,5,2026091201,"[""absolutist"", ""ascetic"", ""chaotic"", ""eclectic"", ""empathetic""]",extended,275,0.60566256103,1.55411093992,0.531965751506,0.332999652634,1.51801582499,1.55411093992,"{""0.1"": 4, ""1.0"": 1}",0.951999476087,6.57816013796,0.219155598159,5.07166010347,0.959871863826,4.30190936504,0.200590128073,3.24912683244,0.977455527498,2.36433076913,0.150410082671,1.72738496905,0.1184200839,10.662959448,0.958826143874,7.37828985973,0.258014559839,8.7480191783,0.867125125591,6.21229221894,0.368213855031,7.13442248365,0.795687430666,5.69237705003
Qwen/Qwen3-32B,qwen,5,6,2026091201,"[""absolutist"", ""challenging"", ""impatient"", ""introverted"", ""witty""]",core,275,0.886430850048,0.584756702659,0.307422187154,0.584756702659,,,"{""0.0001"": 1, ""0.1"": 4}",0.961756660627,5.87163913742,0.196008810752,4.3916637694,0.950571132263,4.77449115382,0.222068981729,3.76244542829,0.746964757255,7.92097608429,0.50418876898,6.2812575528,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,6,2026091201,"[""absolutist"", ""challenging"", ""impatient"", ""introverted"", ""witty""]",extended,275,0.584576253534,1.59315378376,0.580065923467,0.585148121698,1.48180317667,1.59315378376,"{""0.1"": 3, ""1.0"": 2}",0.96135185122,5.90263326542,0.196974455321,4.48121574942,0.95041936851,4.78181520747,0.2224051323,3.76509243345,0.747012309136,7.92023177096,0.504118384315,6.30663327147,0.149253255315,10.4748318899,0.940295646573,7.83490442656,0.432427470551,7.65107956919,0.758885053595,5.3997714521,0.26699326647,7.68471484611,0.857716868694,6.32376349417
Qwen/Qwen3-32B,qwen,5,7,2026091201,"[""absolutist"", ""decisive"", ""egalitarian"", ""grounded"", ""metaphorical""]",core,275,0.811243919655,0.753573646813,0.396107806128,0.753573646813,,,"{""0.1"": 1, ""1.0"": 4}",0.975768794801,4.67378747687,0.155905551288,3.50062677975,0.803530579302,9.51884476234,0.443327611872,7.40589909441,0.654432384861,9.25666854125,0.589090255225,7.20012164692,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,7,2026091201,"[""absolutist"", ""decisive"", ""egalitarian"", ""grounded"", ""metaphorical""]",extended,275,0.621856036416,1.51970557564,0.57620847989,0.754105951008,1.31940488528,1.51970557564,"{""0.0001"": 1, ""0.1"": 1, ""1.0"": 3}",0.975990646646,4.65234255425,0.155183997034,3.47254499865,0.802544009043,9.54271425151,0.444422070236,7.41861775894,0.654340295859,9.25790184633,0.589137281028,7.19064834994,0.430530959319,8.5700227144,0.775084779464,5.93306792982,0.269757582774,8.67851788528,0.858329202471,6.12964201438,0.597972724856,5.69116967878,0.635093549109,4.61189563206
Qwen/Qwen3-32B,qwen,5,8,2026091201,"[""absolutist"", ""decisive"", ""inquisitive"", ""progressive"", ""risk_taking""]",core,275,0.713021706944,0.930151396779,0.501619818772,0.930151396779,,,"{""0.1"": 3, ""1.0"": 2}",0.940666482848,7.31360497573,0.243670145227,5.46402182834,0.689531468348,11.965905143,0.558112788665,9.55236273081,0.508867169636,11.0353897964,0.703076522423,8.95730568235,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,8,2026091201,"[""absolutist"", ""decisive"", ""inquisitive"", ""progressive"", ""risk_taking""]",extended,275,0.518619405044,1.71304559807,0.665430632554,0.929368178169,1.43902745299,1.71304559807,"{""0.1"": 4, ""1.0"": 1}",0.941513401511,7.2612206641,0.241982853305,5.42988346089,0.691561634034,11.9267182194,0.556290540591,9.5413377866,0.50748153185,11.0509459578,0.704067002315,8.97538889809,0.303224804817,9.47967077089,0.856508781368,6.71075497939,0.392722736391,7.91417311068,0.780478318143,5.61276104945,0.275212321663,7.64150982129,0.853256299602,6.16074162795
Qwen/Qwen3-32B,qwen,5,9,2026091201,"[""absolutist"", ""fundamentalist"", ""humanistic"", ""poetic"", ""socratic""]",core,275,0.787927869939,0.799241013491,0.411391520541,0.799241013491,,,"{""1.0"": 5}",0.972579504493,4.9718624164,0.165810250739,3.69494945736,0.543361906469,14.5118516815,0.676646200049,11.231693766,0.847842198856,6.1423605696,0.391718110835,4.62205892816,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,9,2026091201,"[""absolutist"", ""fundamentalist"", ""humanistic"", ""poetic"", ""socratic""]",extended,275,0.620684888566,1.51740627861,0.566515717207,0.799988375879,1.28939536715,1.51740627861,"{""0.1"": 3, ""1.0"": 2}",0.972538598266,4.97556957654,0.165929597514,3.69832542345,0.542018029639,14.5331900389,0.677573448807,11.2382440953,0.847899988066,6.14119403107,0.391590336555,4.62189599301,0.755274689075,5.61805980754,0.505672375686,4.05326057116,0.0975840922221,9.64751374633,0.955277475944,6.9078228457,0.508793934127,6.29079648522,0.703051068736,4.99027469814
Qwen/Qwen3-32B,qwen,5,10,2026091201,"[""absolutist"", ""independent"", ""poetic"", ""speculative"", ""witty""]",core,275,0.802681771605,0.773178569254,0.405904411936,0.773178569254,,,"{""0.1"": 1, ""1.0"": 4}",0.965594847627,5.56920488845,0.185486534934,4.30856123545,0.846808773316,8.40530948377,0.392311362745,6.70903187791,0.595641693873,10.0131651547,0.639915338129,7.83872721662,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,10,2026091201,"[""absolutist"", ""independent"", ""poetic"", ""speculative"", ""witty""]",extended,275,0.5771553053,1.60201128586,0.601671061311,0.774189713759,1.40252288649,1.60201128586,"{""0.1"": 2, ""1.0"": 3}",0.965847030099,5.548756804,0.184820807195,4.29632895175,0.845431658441,8.44300478676,0.394062649371,6.71340013084,0.595219220236,10.0183946676,0.640254332658,7.84763989321,0.658003641772,6.64136966968,0.596740433832,5.05727485697,0.152025046439,9.35197952293,0.92434602681,6.59332887132,0.246405234812,7.79188817834,0.869802118001,6.24690608817
Qwen/Qwen3-32B,qwen,5,11,2026091201,"[""abstract"", ""anthropocentric"", ""blunt"", ""collectivistic"", ""universalist""]",core,275,0.874688496124,0.614368201611,0.353636034936,0.614368201611,,,"{""1.0"": 5}",0.850671020675,11.6025514046,0.386680509809,9.1695317905,0.898116440556,6.85470574732,0.319294628674,5.49579310262,0.875278027141,5.56108689269,0.354932966325,4.19736041653,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,11,2026091201,"[""abstract"", ""anthropocentric"", ""blunt"", ""collectivistic"", ""universalist""]",extended,275,0.541908959478,1.67193744771,0.625712246134,0.616848301343,1.55398616538,1.67193744771,"{""1.0"": 3, ""10.0"": 2}",0.850764769946,11.598908771,0.386544781376,9.22043720472,0.896492482563,6.90911956076,0.321890894313,5.55302111684,0.873817855665,5.59354513532,0.357031106514,4.22808818577,0.153084334183,10.4512201702,0.938808746268,7.65212420251,0.300092365149,8.49635011384,0.841348338716,5.7135500671,0.177201949364,8.14179947485,0.908649609615,6.5990510401
Qwen/Qwen3-32B,qwen,5,12,2026091201,"[""abstract"", ""anthropocentric"", ""evil"", ""humanistic"", ""resilient""]",core,275,0.91842696314,0.494573867242,0.278110074427,0.494573867242,,,"{""0.0001"": 1, ""0.1"": 3, ""1.0"": 1}",0.902223450745,9.38855610445,0.313221301867,7.19443437731,0.888165740667,7.18164932165,0.333761264447,5.54640744419,0.964891698009,2.95048293939,0.187347656965,2.29353934447,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,12,2026091201,"[""abstract"", ""anthropocentric"", ""evil"", ""humanistic"", ""resilient""]",extended,275,0.569868149716,1.61880153463,0.583620282408,0.494463161661,1.54143588588,1.61880153463,"{""0.1"": 4, ""1.0"": 1}",0.90224156827,9.38768623694,0.313192695373,7.20157983274,0.888130472837,7.18278162773,0.333814793002,5.54682540395,0.964995105512,2.9461345795,0.187007587488,2.28997477036,0.273715910301,9.67832449261,0.869087379251,6.85513164949,0.124984397307,9.49991967938,0.939285446435,6.89485844716,0.265141444072,7.69441581464,0.8593337929,6.13685878754
Qwen/Qwen3-32B,qwen,5,13,2026091201,"[""abstract"", ""artistic"", ""bitter"", ""detached"", ""submissive""]",core,275,0.949012691703,0.391417014401,0.222445357802,0.391417014401,,,"{""0.01"": 2, ""0.1"": 3}",0.947813739183,6.85898010431,0.228551952071,5.32197919619,0.928271302172,5.75152795816,0.267897378928,4.49951262635,0.970953033754,2.68372854252,0.170886742408,2.11920332035,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,13,2026091201,"[""abstract"", ""artistic"", ""bitter"", ""detached"", ""submissive""]",extended,275,0.648432025366,1.46228537536,0.509531446159,0.391286186212,1.40896190136,1.46228537536,"{""0.01"": 2, ""0.1"": 3}",0.94784095391,6.85719141883,0.228491510931,5.32070011892,0.928324138556,5.74940923907,0.267798233088,4.49697242902,0.970973826378,2.68276782687,0.170823345324,2.11843568517,0.661853757294,6.60388036141,0.597898646535,4.83305697666,0.00728854192427,10.1186727875,1.00035196821,7.43983511794,0.374310934134,7.09991350016,0.791824972872,5.74528461222
Qwen/Qwen3-32B,qwen,5,14,2026091201,"[""abstract"", ""bombastic"", ""deferential"", ""irreverent"", ""qualitative""]",core,275,0.966012160089,0.319524826868,0.180221292918,0.319524826868,,,"{""0.1"": 5}",0.974450021661,4.79928699185,0.160035402352,3.5874685373,0.978917297488,3.11817081398,0.145337764047,2.33746482984,0.944669161116,3.70400720183,0.235290712356,2.86816108931,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,14,2026091201,"[""abstract"", ""bombastic"", ""deferential"", ""irreverent"", ""qualitative""]",extended,275,0.703306640161,1.34348887622,0.450710335804,0.319508590677,1.30494314858,1.34348887622,"{""0.01"": 3, ""0.1"": 2}",0.974464156199,4.79795929822,0.159993094581,3.58525345724,0.978913840078,3.11842648218,0.145348436749,2.33762064953,0.944668129837,3.70404172009,0.235290843717,2.86747067313,0.770117233325,5.44502805023,0.493285754753,3.76074178627,0.576210240028,6.61130608356,0.655559250788,4.86088773656,-0.0245337584997,9.08525060692,1.01478463423,7.3002348941
Qwen/Qwen3-32B,qwen,5,15,2026091201,"[""abstract"", ""calculating"", ""circumspect"", ""conciliatory"", ""holistic""]",core,275,0.857291253441,0.654994379181,0.375697015529,0.654994379181,,,"{""0.1"": 5}",0.847950058078,11.7077807854,0.390687450986,9.04120634418,0.899261696164,6.81607058217,0.31703625962,5.05974970362,0.824662006081,6.59365487804,0.41936733598,5.22823689796,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,15,2026091201,"[""abstract"", ""calculating"", ""circumspect"", ""conciliatory"", ""holistic""]",extended,275,0.565510005723,1.62646157834,0.616408548444,0.657522143925,1.48762962328,1.62646157834,"{""0.1"": 1, ""1.0"": 4}",0.847759968786,11.7150968968,0.390930413991,9.04243017272,0.899613663212,6.80415291385,0.316456935129,5.06153046895,0.821353692137,6.6555694184,0.423513623602,5.30355945897,0.351496146603,9.14541029534,0.82261890307,6.65765679798,0.0922339933025,9.6760698015,0.955973835973,7.0017678847,0.380602570298,7.06412660658,0.7889575789,5.59350445337
Qwen/Qwen3-32B,qwen,5,16,2026091201,"[""abstract"", ""constructivist"", ""goofy"", ""historical"", ""methodical""]",core,275,0.863578271184,0.639263219433,0.353654747974,0.639263219433,,,"{""0.1"": 2, ""1.0"": 3}",0.941512427328,7.2612811372,0.242551223967,5.62149294422,0.895490886926,6.94246730162,0.322816603575,5.25277394307,0.753731499298,7.8143458463,0.495596416379,5.73826830424,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,16,2026091201,"[""abstract"", ""constructivist"", ""goofy"", ""historical"", ""methodical""]",extended,275,0.593010162815,1.5773015682,0.5819498175,0.63747821216,1.44274105995,1.5773015682,"{""0.1"": 5}",0.942627528226,7.19172766679,0.24025523696,5.56176362144,0.896000635521,6.92551548416,0.322025400858,5.24964356096,0.754397026069,7.80377978788,0.494929826637,5.73689208629,0.262182792016,9.75486590433,0.880771439964,6.58188530679,0.695830997122,5.60105080322,0.554681568915,4.26022815081,0.00702199793524,8.9442429758,0.999035431664,7.19600453458
Qwen/Qwen3-32B,qwen,5,17,2026091201,"[""abstract"", ""eloquent"", ""formal"", ""moderate"", ""pluralist""]",core,275,0.839259902345,0.697270696918,0.37644731645,0.697270696918,,,"{""0.1"": 2, ""1.0"": 3}",0.890103808919,9.95343015016,0.332585723161,7.41874102548,0.947701051436,4.91115047379,0.227845243032,3.71121873795,0.67997484668,8.90800089981,0.568910983158,7.03566860718,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,17,2026091201,"[""abstract"", ""eloquent"", ""formal"", ""moderate"", ""pluralist""]",extended,275,0.530653657732,1.69711780678,0.634436936772,0.695071868068,1.54825190079,1.69711780678,"{""1.0"": 5}",0.890547858052,9.93330076384,0.331906937875,7.42232648835,0.946942754174,4.94662642318,0.229486731132,3.71227993159,0.68332348759,8.86127310518,0.565949226171,6.99803904499,0.169535682393,10.3492148309,0.939336232822,7.31999982898,0.285915592262,8.58196640163,0.847261653923,5.96447732312,0.207656571924,7.98970059461,0.892680838711,6.52829369629
Qwen/Qwen3-32B,qwen,5,18,2026091201,"[""abstract"", ""empathetic"", ""qualitative"", ""serious"", ""solemn""]",core,275,0.949141771915,0.390955199787,0.224477937332,0.390955199787,,,"{""0.0001"": 1, ""0.001"": 1, ""0.01"": 3}",0.940676022956,7.31301698269,0.244326011215,5.46954418463,0.943380021695,5.11000836668,0.237834967144,3.8963871134,0.963369271093,3.01377603701,0.191272833638,2.19913490992,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,18,2026091201,"[""abstract"", ""empathetic"", ""qualitative"", ""serious"", ""solemn""]",extended,275,0.615075208498,1.53730517743,0.52982705651,0.391542387893,1.48660746905,1.53730517743,"{""0.01"": 4, ""0.1"": 1}",0.940498605816,7.32394414924,0.244685249849,5.47554389144,0.943448428341,5.10692055045,0.237670980496,3.88781083797,0.963028794479,3.02774991772,0.192216219537,2.20955683365,0.139434329722,10.5351063073,0.951125698089,7.27337303955,0.697617797699,5.58457525567,0.554093503606,3.99529422379,0.00642329492919,8.94693897622,0.999170687483,7.22062804655
Qwen/Qwen3-32B,qwen,5,19,2026091201,"[""abstract"", ""entertaining"", ""futuristic"", ""individualistic"", ""spiritual""]",core,275,0.857610985175,0.654736638955,0.338372362828,0.654736638955,,,"{""0.1"": 4, ""1.0"": 1}",0.9664644749,5.49837059528,0.183583594361,4.19899928774,0.933041138203,5.55700507282,0.258838173584,4.48415858214,0.673327342423,9.00004307257,0.572695320539,7.3209117507,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,19,2026091201,"[""abstract"", ""entertaining"", ""futuristic"", ""individualistic"", ""spiritual""]",extended,275,0.62674410794,1.50929024378,0.560702287794,0.654883576183,1.35981048003,1.50929024378,"{""0.0001"": 1, ""0.1"": 4}",0.966489791821,5.49629476529,0.183510843717,4.1975802698,0.933211243856,5.54994193681,0.258518219779,4.47633608476,0.672912152908,9.00576062632,0.573031062539,7.31690570957,0.284148967893,9.60855856307,0.861805139159,7.4150707675,0.471536839878,7.38277093095,0.731975498653,5.33597700671,0.432165651283,6.76370417791,0.755372962913,5.10970735426
Qwen/Qwen3-32B,qwen,5,20,2026091201,"[""abstract"", ""fundamentalist"", ""historical"", ""nonchalant"", ""visceral""]",core,275,0.899703071402,0.550351889904,0.299689184103,0.550351889904,,,"{""0.0001"": 2, ""0.01"": 1, ""0.1"": 2}",0.947325352092,6.89100037507,0.22901243078,5.06548888361,0.951263139265,4.74095177584,0.221111854375,3.639791987,0.800520722849,7.03294284421,0.448943267155,5.43342726792,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,20,2026091201,"[""abstract"", ""fundamentalist"", ""historical"", ""nonchalant"", ""visceral""]",extended,275,0.603552114598,1.55579823337,0.569157188593,0.548651188734,1.45584683812,1.55579823337,"{""0.1"": 3, ""1.0"": 2}",0.94757541845,6.87462383078,0.228479075528,5.06776778621,0.951308666669,4.73873688494,0.221002246894,3.62617484929,0.802058618837,7.00577996798,0.44718390603,5.41640904658,0.403765862832,8.76910625863,0.791023254082,5.94652154838,0.316222928488,8.39787298466,0.831472105146,5.45553165522,0.20038119231,8.02629790665,0.895782543879,6.43960927539
Qwen/Qwen3-32B,qwen,5,21,2026091201,"[""abstract"", ""innovative"", ""pessimistic"", ""provocative"", ""stoic""]",core,275,0.903432782562,0.539158928473,0.301035606555,0.539158928473,,,"{""0.1"": 4, ""1.0"": 1}",0.838895602565,12.0513347586,0.402485718737,9.15914491794,0.914740741754,6.27057745801,0.291461814222,4.70789974495,0.956662003366,3.27810311761,0.209159286707,2.45632066187,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,21,2026091201,"[""abstract"", ""innovative"", ""pessimistic"", ""provocative"", ""stoic""]",extended,275,0.603672906174,1.55992408523,0.568210685826,0.537959902837,1.46422754196,1.55992408523,"{""0.1"": 5}",0.839245346908,12.038246425,0.402066266299,9.12205705816,0.915357169751,6.24786806768,0.290354016759,4.6814778795,0.956955521762,3.26698333419,0.208418136245,2.44818896745,0.159994627984,10.4084951809,0.940576611413,7.42397472345,0.185672544919,9.16455904206,0.906811801868,6.49919608027,0.564812225721,5.92123255138,0.661037282375,4.49371608408
Qwen/Qwen3-32B,qwen,5,22,2026091201,"[""abstract"", ""inquisitive"", ""militant"", ""nihilistic"", ""secular""]",core,275,0.925843919025,0.472136935769,0.262110957348,0.472136935769,,,"{""0.1"": 2, ""1.0"": 3}",0.975215825718,4.72681581666,0.15711095258,3.55212325338,0.908031564538,6.51262633646,0.303006591364,5.20791323628,0.89428436682,5.11985666566,0.326215328099,3.86888400878,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,22,2026091201,"[""abstract"", ""inquisitive"", ""militant"", ""nihilistic"", ""secular""]",extended,275,0.629870388568,1.4978860593,0.537483802234,0.472645625785,1.42136158632,1.4978860593,"{""0.01"": 1, ""0.1"": 4}",0.975218363273,4.72657383028,0.157091519568,3.56365335503,0.90785401805,6.51890966836,0.303311126262,5.21223199017,0.893963657988,5.12761682265,0.326677980187,3.86338549821,0.510911459825,7.94219703716,0.70798655762,5.9970897892,0.430836263785,7.66179707931,0.758010985638,5.57746131606,0.0604385684883,8.70034281648,0.97182464413,6.91866602154
Qwen/Qwen3-32B,qwen,5,23,2026091201,"[""accessible"", ""adaptable"", ""challenging"", ""esoteric"", ""traditional""]",core,275,0.875335066079,0.612888086952,0.333812278045,0.612888086952,,,"{""0.01"": 1, ""0.1"": 4}",0.962783307657,5.79229055585,0.193181244899,4.46265006922,0.89308772197,7.02183392388,0.327726665762,5.34266647107,0.770134168611,7.54962543261,0.480528923474,5.87553238935,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,23,2026091201,"[""accessible"", ""adaptable"", ""challenging"", ""esoteric"", ""traditional""]",extended,275,0.588012607748,1.58292767514,0.58754721807,0.612263935516,1.45972356903,1.58292767514,"{""0.1"": 2, ""1.0"": 3}",0.961022996959,5.92769260791,0.19784717729,4.60016893048,0.893677306682,7.00244564862,0.326860121261,5.36442332434,0.772300765607,7.51396175531,0.478420403308,5.87761799243,0.291667209657,9.55796832865,0.853179784171,6.97403465692,0.189334327901,9.14393070826,0.905681330827,6.45439646325,0.420073039679,6.83534476187,0.763294491562,5.40623222026
Qwen/Qwen3-32B,qwen,5,24,2026091201,"[""accessible"", ""agreeable"", ""artistic"", ""deferential"", ""serious""]",core,275,0.957076980817,0.358897965498,0.205582942678,0.358897965498,,,"{""0.0001"": 1, ""0.1"": 4}",0.96815390579,5.35808428114,0.178707776672,4.14411737207,0.960782455255,4.25281961431,0.197441614025,3.32776818079,0.942294581405,3.78265290974,0.240599437337,2.9907948955,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,24,2026091201,"[""accessible"", ""agreeable"", ""artistic"", ""deferential"", ""serious""]",extended,275,0.694372255434,1.3694518863,0.484127377275,0.358900395747,1.32158578035,1.3694518863,"{""0.01"": 2, ""0.1"": 3}",0.968151217649,5.35831041527,0.178714281434,4.14362166536,0.960798570294,4.25194575293,0.197400537332,3.32747104243,0.942275623367,3.78327421872,0.24063193375,2.99124967621,0.450598777191,8.41766667767,0.760900786613,6.30394435161,0.383421518877,7.97455057333,0.79163168225,5.61883604959,0.460987825223,6.58981256766,0.735485042268,5.18813608358
Qwen/Qwen3-32B,qwen,5,25,2026091201,"[""accessible"", ""altruistic"", ""prescriptive"", ""sarcastic"", ""zealous""]",core,275,0.961187697044,0.341670838129,0.196205286776,0.341670838129,,,"{""0.0001"": 1, ""0.1"": 4}",0.954060676111,6.43537342091,0.214532244258,4.71863291891,0.957388123438,4.43304451193,0.206349861995,3.44659384745,0.972114291583,2.6295354858,0.167733754074,2.00033512835,,,,,,,,,,,,
