record_type,model,model_key,scope,trait_family,trait,human_support_tier,support_code,mean_squared_pc_correlation,max_absolute_pc_correlation,support_utility_spearman,n_traits,kruskal_h,kruskal_p,high_mean_utility,moderate_mean_utility,high_vs_moderate_mannwhitney_p
trait,Qwen/Qwen3-32B,qwen,core,human_supported_12,introspective,MODERATE SUPPORT,2,0.16203048468,0.623954094666,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,human_supported_12,introspective,MODERATE SUPPORT,2,0.139803685201,0.623954094666,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,human_supported_12,judgmental,MODERATE SUPPORT,2,0.311487517446,0.666148556417,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,human_supported_12,judgmental,MODERATE SUPPORT,2,0.165050477358,0.666148556417,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,pessimistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.29190051793,0.912643479974,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,pessimistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.158017328287,0.912643479974,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,empathetic,REDUNDANT / BROAD,1,0.32274351419,0.659005901299,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,empathetic,REDUNDANT / BROAD,1,0.164982077168,0.659005901299,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,anxious,REDUNDANT / BROAD,1,0.317193746134,0.748390883101,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,anxious,REDUNDANT / BROAD,1,0.160844679291,0.748390883101,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,patient,INSUFFICIENT,0,0.327617967079,0.712548515999,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,patient,INSUFFICIENT,0,0.164703210942,0.712548515999,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,artistic,REDUNDANT / BROAD,1,0.310150733097,0.942374733307,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,artistic,REDUNDANT / BROAD,1,0.163432992217,0.942374733307,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,creative,REDUNDANT / BROAD,1,0.280769966059,0.892536387775,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,creative,REDUNDANT / BROAD,1,0.164231111244,0.892536387775,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,resilient,REDUNDANT / BROAD,1,0.317076383195,0.809772454869,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,resilient,REDUNDANT / BROAD,1,0.161741432355,0.809772454869,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,perfectionist,REDUNDANT / BROAD,1,0.327722399355,0.772362399974,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,perfectionist,REDUNDANT / BROAD,1,0.164295549147,0.772362399974,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,forgiving,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.314776194974,0.82822871983,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,forgiving,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.164564067498,0.82822871983,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,judgmental,MODERATE SUPPORT,2,0.311487517446,0.666148556417,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,judgmental,MODERATE SUPPORT,2,0.165050477358,0.666148556417,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,traditional,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.21885734743,0.54895873343,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,traditional,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.154471393767,0.54895873343,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,conscientious,REDUNDANT / BROAD,1,0.327063074922,0.698515080659,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,conscientious,REDUNDANT / BROAD,1,0.164480786422,0.698515080659,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,adventurous,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.288834750034,0.841028506561,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,adventurous,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.162352158172,0.841028506561,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,secular,REDUNDANT / BROAD,1,0.317071461292,0.891537009206,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,secular,REDUNDANT / BROAD,1,0.159008592518,0.891537009206,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,temperamental,REDUNDANT / BROAD,1,0.324735373002,0.840150233734,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,temperamental,REDUNDANT / BROAD,1,0.165081993983,0.840150233734,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,dramatic,INSUFFICIENT,0,0.32304410249,0.969346958546,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,dramatic,INSUFFICIENT,0,0.163985964206,0.969346958546,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,serene,REDUNDANT / BROAD,1,0.32403184693,0.745962755051,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,serene,REDUNDANT / BROAD,1,0.16293098806,0.745962755051,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,stoic,REDUNDANT / BROAD,1,0.325224069287,0.714992240263,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,stoic,REDUNDANT / BROAD,1,0.164917206003,0.714992240263,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,callous,REDUNDANT / BROAD,1,0.315824823426,0.936228158874,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,callous,REDUNDANT / BROAD,1,0.162212292702,0.936228158874,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,altruistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.305394775478,0.845879130297,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,altruistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.156050584247,0.845879130297,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,paranoid,REDUNDANT / BROAD,1,0.294428571964,0.704582348373,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,paranoid,REDUNDANT / BROAD,1,0.160749846692,0.704582348373,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,curious,INSUFFICIENT,0,0.122666858712,0.537597460818,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,curious,INSUFFICIENT,0,0.138128859189,0.537597460818,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,impulsive,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.32668558125,0.829792956022,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,impulsive,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.163558226913,0.829792956022,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,neurotic,REDUNDANT / BROAD,1,0.319704596531,0.718425313171,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,neurotic,REDUNDANT / BROAD,1,0.162568947666,0.718425313171,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,meticulous,REDUNDANT / BROAD,1,0.328312843671,0.737438835551,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,meticulous,REDUNDANT / BROAD,1,0.164645126381,0.737438835551,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,introspective,MODERATE SUPPORT,2,0.16203048468,0.623954094666,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,introspective,MODERATE SUPPORT,2,0.139803685201,0.623954094666,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,innovative,MODERATE SUPPORT,2,0.24437469886,0.692816661717,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,innovative,MODERATE SUPPORT,2,0.159716884868,0.692816661717,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,assertive,REDUNDANT / BROAD,1,0.286792576836,0.760442642487,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,assertive,REDUNDANT / BROAD,1,0.158905153226,0.760442642487,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,theatrical,REDUNDANT / BROAD,1,0.320190037937,0.933138445554,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,theatrical,REDUNDANT / BROAD,1,0.162113331688,0.933138445554,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,agreeable,REDUNDANT / BROAD,1,0.310164286996,0.759388057555,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,agreeable,REDUNDANT / BROAD,1,0.164713098256,0.759388057555,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,manipulative,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.319889770765,0.881314269063,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,manipulative,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.162935913309,0.881314269063,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,melancholic,REDUNDANT / BROAD,1,0.310792048487,0.847052184733,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,melancholic,REDUNDANT / BROAD,1,0.16022891071,0.847052184733,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,playful,REDUNDANT / BROAD,1,0.312788741193,0.831678441971,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,playful,REDUNDANT / BROAD,1,0.163977505251,0.831678441971,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,calm,REDUNDANT / BROAD,1,0.325978073842,0.830074976412,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,calm,REDUNDANT / BROAD,1,0.16530653302,0.830074976412,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,extroverted,REDUNDANT / BROAD,1,0.299761683149,0.737665926306,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,extroverted,REDUNDANT / BROAD,1,0.15812570287,0.737665926306,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,bitter,REDUNDANT / BROAD,1,0.326325239009,0.797254792964,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,bitter,REDUNDANT / BROAD,1,0.165654460277,0.797254792964,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,emotional,REDUNDANT / BROAD,1,0.320261398101,0.836062519238,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,emotional,REDUNDANT / BROAD,1,0.165488549866,0.836062519238,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,dominant,REDUNDANT / BROAD,1,0.269005708601,0.87103388423,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,dominant,REDUNDANT / BROAD,1,0.151230657529,0.87103388423,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,reserved,REDUNDANT / BROAD,1,0.320865617593,0.821101357456,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,reserved,REDUNDANT / BROAD,1,0.165121386254,0.821101357456,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,cynical,REDUNDANT / BROAD,1,0.317299866175,0.918626481003,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,cynical,REDUNDANT / BROAD,1,0.164126455636,0.918626481003,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,grandiose,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.322050784692,0.835977412828,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,grandiose,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.16436031413,0.835977412828,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,optimistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.281208528785,0.864204892462,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,optimistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.15531392542,0.864204892462,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,vindictive,REDUNDANT / BROAD,1,0.303053791872,0.88429228373,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,vindictive,REDUNDANT / BROAD,1,0.164456644451,0.88429228373,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,rebellious,REDUNDANT / BROAD,1,0.273347822624,0.753666732534,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,rebellious,REDUNDANT / BROAD,1,0.161977214998,0.753666732534,,,,,,,
trait,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,gregarious,REDUNDANT / BROAD,1,0.302063400134,0.761360558267,,,,,,,
trait,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,gregarious,REDUNDANT / BROAD,1,0.159458398381,0.761360558267,,,,,,,
trait,Llama-3.3-70B,llama,core,human_supported_12,adventurous,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.170805257345,0.616090695141,,,,,,,
trait,Llama-3.3-70B,llama,extended,human_supported_12,adventurous,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.107318406685,0.616090695141,,,,,,,
trait,Llama-3.3-70B,llama,core,human_supported_12,altruistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.225401935705,0.803567869573,,,,,,,
trait,Llama-3.3-70B,llama,extended,human_supported_12,altruistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.151474954543,0.803567869573,,,,,,,
trait,Llama-3.3-70B,llama,core,human_supported_12,forgiving,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.147255977565,0.52180439997,,,,,,,
trait,Llama-3.3-70B,llama,extended,human_supported_12,forgiving,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.149275321766,0.621675734468,,,,,,,
trait,Llama-3.3-70B,llama,core,human_supported_12,grandiose,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.29408311388,0.929333840074,,,,,,,
trait,Llama-3.3-70B,llama,extended,human_supported_12,grandiose,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.160857033471,0.929333840074,,,,,,,
trait,Llama-3.3-70B,llama,core,human_supported_12,impulsive,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.318797983399,0.971487051019,,,,,,,
trait,Llama-3.3-70B,llama,extended,human_supported_12,impulsive,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.162392852418,0.971487051019,,,,,,,
trait,Llama-3.3-70B,llama,core,human_supported_12,manipulative,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.299237450629,0.927864885071,,,,,,,
trait,Llama-3.3-70B,llama,extended,human_supported_12,manipulative,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.159814047374,0.927864885071,,,,,,,
trait,Llama-3.3-70B,llama,core,human_supported_12,optimistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.178901640015,0.701635497471,,,,,,,
trait,Llama-3.3-70B,llama,extended,human_supported_12,optimistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.146118387254,0.701635497471,,,,,,,
trait,Llama-3.3-70B,llama,core,human_supported_12,pessimistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.203575520736,0.76520327128,,,,,,,
trait,Llama-3.3-70B,llama,extended,human_supported_12,pessimistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.150617882426,0.76520327128,,,,,,,
trait,Llama-3.3-70B,llama,core,human_supported_12,traditional,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.0410475881116,0.318884364449,,,,,,,
trait,Llama-3.3-70B,llama,extended,human_supported_12,traditional,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.0737552372701,0.420509264999,,,,,,,
trait,Llama-3.3-70B,llama,core,human_supported_12,innovative,MODERATE SUPPORT,2,0.16246685265,0.688758151962,,,,,,,
trait,Llama-3.3-70B,llama,extended,human_supported_12,innovative,MODERATE SUPPORT,2,0.112515574011,0.688758151962,,,,,,,
trait,Llama-3.3-70B,llama,core,human_supported_12,introspective,MODERATE SUPPORT,2,0.219616544776,0.61629556519,,,,,,,
trait,Llama-3.3-70B,llama,extended,human_supported_12,introspective,MODERATE SUPPORT,2,0.139245697497,0.61629556519,,,,,,,
trait,Llama-3.3-70B,llama,core,human_supported_12,judgmental,MODERATE SUPPORT,2,0.268607589815,0.889741539059,,,,,,,
trait,Llama-3.3-70B,llama,extended,human_supported_12,judgmental,MODERATE SUPPORT,2,0.159345268556,0.889741539059,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,pessimistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.203575520736,0.76520327128,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,pessimistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.150617882426,0.76520327128,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,empathetic,REDUNDANT / BROAD,1,0.248940715634,0.835444087734,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,empathetic,REDUNDANT / BROAD,1,0.150271157064,0.835444087734,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,anxious,REDUNDANT / BROAD,1,0.300930466754,0.91046514051,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,anxious,REDUNDANT / BROAD,1,0.157237080558,0.91046514051,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,patient,INSUFFICIENT,0,0.305468410031,0.952209941817,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,patient,INSUFFICIENT,0,0.159309711758,0.952209941817,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,artistic,REDUNDANT / BROAD,1,0.2861526675,0.815822065845,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,artistic,REDUNDANT / BROAD,1,0.152245956592,0.815822065845,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,creative,REDUNDANT / BROAD,1,0.256538182641,0.863401722351,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,creative,REDUNDANT / BROAD,1,0.144364132445,0.863401722351,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,resilient,REDUNDANT / BROAD,1,0.306600142409,0.95413709866,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,resilient,REDUNDANT / BROAD,1,0.158538473779,0.95413709866,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,perfectionist,REDUNDANT / BROAD,1,0.310919910967,0.863623499885,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,perfectionist,REDUNDANT / BROAD,1,0.162481954185,0.863623499885,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,forgiving,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.147255977565,0.52180439997,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,forgiving,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.149275321766,0.621675734468,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,judgmental,MODERATE SUPPORT,2,0.268607589815,0.889741539059,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,judgmental,MODERATE SUPPORT,2,0.159345268556,0.889741539059,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,traditional,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.0410475881116,0.318884364449,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,traditional,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.0737552372701,0.420509264999,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,conscientious,REDUNDANT / BROAD,1,0.311573175954,0.950864858659,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,conscientious,REDUNDANT / BROAD,1,0.160116226048,0.950864858659,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,adventurous,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.170805257345,0.616090695141,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,adventurous,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.107318406685,0.616090695141,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,secular,REDUNDANT / BROAD,1,0.280601450947,0.779081952783,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,secular,REDUNDANT / BROAD,1,0.158550025179,0.779081952783,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,temperamental,REDUNDANT / BROAD,1,0.313707341232,0.96710570862,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,temperamental,REDUNDANT / BROAD,1,0.162193697307,0.96710570862,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,dramatic,INSUFFICIENT,0,0.306247923238,0.911699933485,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,dramatic,INSUFFICIENT,0,0.157407897087,0.911699933485,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,serene,REDUNDANT / BROAD,1,0.302473437182,0.663687798379,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,serene,REDUNDANT / BROAD,1,0.159858473282,0.663687798379,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,stoic,REDUNDANT / BROAD,1,0.308462859332,0.764689583457,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,stoic,REDUNDANT / BROAD,1,0.161785730308,0.764689583457,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,callous,REDUNDANT / BROAD,1,0.231928358138,0.7706365828,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,callous,REDUNDANT / BROAD,1,0.15518833958,0.7706365828,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,altruistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.225401935705,0.803567869573,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,altruistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.151474954543,0.803567869573,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,paranoid,REDUNDANT / BROAD,1,0.24496681531,0.785998093618,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,paranoid,REDUNDANT / BROAD,1,0.157498757531,0.785998093618,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,curious,INSUFFICIENT,0,0.292884978355,0.846359185851,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,curious,INSUFFICIENT,0,0.150454620001,0.846359185851,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,impulsive,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.318797983399,0.971487051019,,,,,,,
