model,model_key,feature_budget,bank,fold_seed_min,fold_seed_max,outer_training_role_only,direction_generation_used_pc_targets,scope,n_oof_predictions,mean_pc_r2,aggregate_normalized_geometric_error,mean_normalized_rmse_per_pc,core_pc1_pc3_aggregate_nrmse,secondary_pc4_pc6_aggregate_nrmse,full_pc1_pc6_aggregate_nrmse,selected_alpha_counts,pc1_r2,pc1_rmse,pc1_normalized_rmse,pc1_mae,pc2_r2,pc2_rmse,pc2_normalized_rmse,pc2_mae,pc3_r2,pc3_rmse,pc3_normalized_rmse,pc3_mae,pc4_r2,pc4_rmse,pc4_normalized_rmse,pc4_mae,pc5_r2,pc5_rmse,pc5_normalized_rmse,pc5_mae,pc6_r2,pc6_rmse,pc6_normalized_rmse,pc6_mae
Qwen/Qwen3-32B,qwen,5,5,50000500,50000504,True,False,core,275,0.893101653459,0.56563656602,0.297270009425,0.56563656602,,,"{""0.1"": 2, ""1.0"": 3}",0.984611156011,3.72464127201,0.124522437335,2.75987395471,0.902971090935,6.68940262295,0.312672802055,4.75544401822,0.791722713431,7.18636299919,0.454614788886,5.21847494562,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,5,50000500,50000504,True,False,extended,275,0.58445510473,1.59744263438,0.578824871412,0.564747039481,1.49428369178,1.59744263438,"{""0.1"": 3, ""1.0"": 2}",0.984563018623,3.7304621937,0.124719784216,2.76753852468,0.902917932642,6.69123480131,0.312761405707,4.76006291981,0.792801856169,7.16772154523,0.453392211146,5.19639886789,0.205696997974,10.1213866482,0.914463891138,7.37949425892,0.219296896779,8.97335785529,0.88937015777,6.40627288273,0.401453926194,6.94420555738,0.778241778494,5.38666121406
Qwen/Qwen3-32B,qwen,5,6,50000600,50000604,True,False,core,275,0.825155673991,0.728593824753,0.37260948913,0.728593824753,,,"{""0.0001"": 1, ""0.1"": 2, ""1.0"": 2}",0.986239966392,3.52201499135,0.116800488917,2.57930228628,0.834524246615,8.73582540145,0.410574841995,6.61413817137,0.654702808966,9.25304592716,0.590453136478,7.26607715815,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,6,50000600,50000604,True,False,extended,275,0.598286876466,1.56176625209,0.58417431276,0.728329487877,1.38153899086,1.56176625209,"{""0.01"": 1, ""0.1"": 2, ""1.0"": 2}",0.986217926107,3.52483457584,0.116898178136,2.57492405329,0.834337673971,8.74074880216,0.410778311181,6.63117171021,0.655237989439,9.2458724402,0.58996596336,7.2704338171,0.479568421961,8.19273172376,0.733358851834,5.79280070041,0.382433999957,7.98093408261,0.788923371756,5.91078751598,0.251925247359,7.76329829437,0.865121200292,6.0608045601
Qwen/Qwen3-32B,qwen,5,7,50000700,50000704,True,False,core,275,0.813498873292,0.74659480426,0.387525075138,0.74659480426,,,"{""0.001"": 1, ""0.1"": 2, ""1.0"": 2}",0.98157605079,4.07542416962,0.135844874812,3.26702161688,0.806259405574,9.45250848429,0.436351003515,6.40792792204,0.65266116351,9.28036094299,0.590379347087,7.07279082563,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,7,50000700,50000704,True,False,extended,275,0.566812711957,1.62750736179,0.609718724251,0.747552268317,1.44566449041,1.62750736179,"{""0.1"": 3, ""1.0"": 2}",0.981469289372,4.08721506101,0.136233509057,3.27325313918,0.806222447799,9.45341001716,0.436394146919,6.40544129712,0.651382126492,9.29743219532,0.591468488941,7.08237015897,0.482122893224,8.17260050711,0.742331006813,5.44044501883,0.158667131477,9.31528105691,0.922523864898,6.82473697688,0.321012383376,7.39613282101,0.82936132888,5.58688758657
Qwen/Qwen3-32B,qwen,5,8,50000800,50000804,True,False,core,275,0.862806753742,0.643685210387,0.345669205213,0.643685210387,,,"{""0.0001"": 2, ""0.1"": 3}",0.947590230056,6.8736526126,0.232004906552,4.46949499053,0.927883357553,5.76706055221,0.267427869749,3.9183703182,0.712946673617,8.43663940326,0.537574839337,6.47442465613,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,8,50000800,50000804,True,False,extended,275,0.571460102792,1.61452855693,0.600257209608,0.643721645981,1.48065016248,1.61452855693,"{""0.1"": 3, ""1.0"": 2}",0.947509914883,6.87891734913,0.232194852398,4.48374711288,0.927464465379,5.7837853925,0.268200778364,3.93588127241,0.71338154362,8.43024645875,0.53715123616,6.46807591021,0.308441960618,9.4441142198,0.84799633104,6.58867766402,0.30198697304,8.48484276665,0.836798334503,6.00680717671,0.229975759214,7.87636753552,0.879201725181,6.12362463624
Qwen/Qwen3-32B,qwen,5,9,50000900,50000904,True,False,core,275,0.869159454728,0.627122044446,0.323173201422,0.627122044446,,,"{""0.1"": 3, ""1.0"": 2}",0.987741924385,3.32424175972,0.11031620559,2.30571288267,0.875943974185,7.56389852815,0.35215122075,5.69464713766,0.743792465614,7.97047389287,0.507052177926,5.73722565025,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,9,50000900,50000904,True,False,extended,275,0.64043366512,1.4808227688,0.547716310801,0.627169815761,1.34145223351,1.4808227688,"{""0.0001"": 1, ""0.1"": 3, ""1.0"": 1}",0.987628393745,3.33960034785,0.110841018215,2.30620188148,0.878053774045,7.49930374047,0.349253320262,5.64635230478,0.741713049283,8.00275327198,0.508997411357,5.75087884822,0.470340315843,8.26504785197,0.743212819187,6.09550662401,0.488325136511,7.26455600117,0.722184023328,5.15732217802,0.276541321294,7.63450071799,0.851809272455,5.93112496574
Qwen/Qwen3-32B,qwen,5,10,50001000,50001004,True,False,core,275,0.93911939598,0.428356930107,0.241475442045,0.428356930107,,,"{""0.1"": 3, ""1.0"": 2}",0.966894594855,5.46299630114,0.182152975401,3.90872380052,0.946887996469,4.94917834666,0.230641245593,3.63809009953,0.903575596617,4.8896939291,0.311632105141,3.59103003211,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,10,50001000,50001004,True,False,extended,275,0.686623591747,1.37592585876,0.492904797488,0.42884711605,1.30738751709,1.37592585876,"{""0.1"": 3, ""1.0"": 2}",0.96664231994,5.48377178064,0.182857674174,3.91223431767,0.946553556339,4.96473609493,0.231351448145,3.64696127179,0.903749434584,4.88528426789,0.311367030016,3.59633614151,0.650172053872,6.71698168125,0.60357438379,4.96330801199,0.482712343965,7.3042914264,0.715866403545,5.15792860575,0.169911841779,8.17778868311,0.912411845255,6.48888245979
Qwen/Qwen3-32B,qwen,5,11,50001100,50001104,True,False,core,275,0.921073312342,0.489606319648,0.273859682619,0.489606319648,,,"{""0.1"": 2, ""1.0"": 3}",0.961157780853,5.91743464386,0.199122888497,4.37840065163,0.936565107785,5.40879927906,0.254931595091,3.64370166331,0.86549704839,5.77502810996,0.367524564268,4.49714108137,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,11,50001100,50001104,True,False,extended,275,0.668710369024,1.42027983944,0.516374954031,0.488980116545,1.3334516369,1.42027983944,"{""0.1"": 4, ""1.0"": 1}",0.961229290463,5.91198505327,0.198933924079,4.3735810152,0.93677508402,5.39984000864,0.254532181511,3.6459174639,0.865848868478,5.76747027853,0.367069771028,4.49122526573,0.602331893797,7.16155438427,0.638880709627,4.89790594876,0.516069166226,7.06486198126,0.703146022795,5.04539554726,0.130007911162,8.37204254299,0.935687115146,6.65626842698
Qwen/Qwen3-32B,qwen,5,12,50001200,50001204,True,False,core,275,0.814799077156,0.744314754405,0.403043118543,0.744314754405,,,"{""0.0001"": 1, ""0.1"": 1, ""1.0"": 3}",0.938912279086,7.42093135293,0.246043083642,5.27041543619,0.869050117406,7.77122205359,0.359683234936,5.49302687876,0.636434834977,9.49465803138,0.603403037051,7.20850382767,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,12,50001200,50001204,True,False,extended,275,0.581607017654,1.59580143769,0.604861905118,0.74473945404,1.41136294912,1.59580143769,"{""0.001"": 1, ""1.0"": 4}",0.938928090167,7.41997092636,0.246009243281,5.27145713955,0.868134249579,7.79835079394,0.360927898386,5.51749032325,0.636696698302,9.49123807972,0.603197611725,7.20538849232,0.527163721874,7.80912381723,0.706116242361,5.3121341438,0.458228833601,7.47515115053,0.741793268938,5.23937685743,0.0604905124,8.70010231273,0.971127166016,6.96813549381
Qwen/Qwen3-32B,qwen,5,13,50001300,50001304,True,False,core,275,0.893923016875,0.568683604454,0.283889261613,0.568683604454,,,"{""0.01"": 1, ""0.1"": 3, ""1.0"": 1}",0.980641225895,4.17753771047,0.139077619216,3.2655154275,0.961081799199,4.23655783146,0.19791881291,3.25425233924,0.74004602553,8.02853723644,0.514671352714,5.77880613996,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,13,50001300,50001304,True,False,extended,275,0.61741488531,1.52141536981,0.544761084362,0.568812309321,1.41108372687,1.52141536981,"{""0.1"": 2, ""1.0"": 3}",0.980625387803,4.17924625623,0.13915830012,3.2582629704,0.961201061406,4.23006152762,0.197632389165,3.2424095337,0.739861543794,8.03138554028,0.514901786262,5.79023829325,0.463133771395,8.32108496571,0.72934550419,6.09202173348,0.50668760207,7.13301356576,0.710842940607,5.16681304535,0.0529799453923,8.73480799268,0.976685585825,6.98330846044
Qwen/Qwen3-32B,qwen,5,14,50001400,50001404,True,False,core,275,0.872703200142,0.612941603488,0.317411669972,0.612941603488,,,"{""0.01"": 2, ""0.1"": 1, ""1.0"": 2}",0.978060588554,4.44727453066,0.148236450489,3.3312052008,0.921490441933,6.01724962123,0.278474945566,4.48333427304,0.718558569938,8.35376414502,0.52552361386,6.09332610793,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,14,50001400,50001404,True,False,extended,275,0.580035654626,1.59778071566,0.583543581799,0.612073500404,1.4758960822,1.59778071566,"{""0.0001"": 1, ""0.1"": 2, ""1.0"": 2}",0.978174874452,4.43567612484,0.147844200602,3.33257101887,0.920885213858,6.04039850122,0.279513851643,4.49432908974,0.720171579412,8.32979101687,0.524068763603,6.10990354693,0.425743786844,8.60596875714,0.775748650983,6.19861214968,0.286645887816,8.57757688194,0.849675474336,6.25140464075,0.14859258537,8.2821385004,0.924410549625,6.54613563069
Qwen/Qwen3-32B,qwen,5,15,50001500,50001504,True,False,core,275,0.911480779606,0.51756551646,0.27289515173,0.51756551646,,,"{""0.1"": 2, ""1.0"": 3}",0.981264770963,4.10970790946,0.137771535642,3.05978445668,0.938079367806,5.34385238248,0.248068689744,4.19304730016,0.81509820005,6.77109277702,0.432845229804,5.18807892461,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,15,50001500,50001504,True,False,extended,275,0.627598972317,1.50549621821,0.542105999699,0.516355543454,1.41417672721,1.50549621821,"{""0.1"": 3, ""1.0"": 2}",0.98135305742,4.10001333875,0.137459436537,3.04190070181,0.937758631096,5.35767455933,0.248675074756,4.19407349451,0.816493773747,6.74549146573,0.431148069413,5.14030748567,0.523214749931,7.84166562137,0.710200905756,5.36722920487,0.359986381905,8.12468706213,0.801605382152,6.1776444747,0.146787239802,8.29091467733,0.923547129582,6.48051346469
Qwen/Qwen3-32B,qwen,5,16,50001600,50001604,True,False,core,275,0.872250818176,0.624189531325,0.340509940604,0.624189531325,,,"{""0.0001"": 1, ""0.1"": 3, ""1.0"": 1}",0.969496985617,5.24388106048,0.173681533034,3.86082690772,0.821642308045,9.06948618816,0.427383602891,6.09474098236,0.825613160868,6.57574628115,0.420464685887,5.17615959624,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,16,50001600,50001604,True,False,extended,275,0.586687880429,1.59276007967,0.592053712329,0.624584170711,1.46518916359,1.59276007967,"{""0.1"": 4, ""1.0"": 1}",0.969492824445,5.24423872912,0.173693402135,3.8613058798,0.821635214733,9.06966653379,0.427392065238,6.09392897091,0.825147113719,6.58452722764,0.421036828471,5.18262520256,0.451179345797,8.41321790275,0.76210338125,6.13260622309,0.163527231959,9.28833644602,0.92209388582,6.86080946997,0.289145551921,7.56770366168,0.846002711059,5.9093220867
Qwen/Qwen3-32B,qwen,5,17,50001700,50001704,True,False,core,275,0.892335241314,0.570661431554,0.304499137293,0.570661431554,,,"{""0.0001"": 1, ""0.01"": 1, ""0.1"": 2, ""1.0"": 1}",0.968831193616,5.300801464,0.178019500463,3.2558183882,0.932918873461,5.56207621578,0.259342350996,4.0972397865,0.775255656865,7.46504757254,0.476135560421,5.3513742334,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,17,50001700,50001704,True,False,extended,275,0.638245037266,1.48137990302,0.545657207657,0.572048981493,1.36647223895,1.48137990302,"{""0.01"": 1, ""0.1"": 2, ""1.0"": 2}",0.968552350033,5.32445978626,0.178843365023,3.27631141981,0.933016090146,5.55804436143,0.259149435239,4.09500941535,0.773812532224,7.48897644078,0.477594658921,5.38726097468,0.508393828161,7.96261242096,0.704496625059,5.97643437343,0.390018652899,7.93177364993,0.786273574279,5.49620125243,0.255676770134,7.74380773153,0.867585587422,6.15523569469
Qwen/Qwen3-32B,qwen,5,18,50001800,50001804,True,False,core,275,0.943527717262,0.409323432077,0.230991265901,0.409323432077,,,"{""0.1"": 2, ""1.0"": 3}",0.962679761782,5.80034273837,0.19492540705,4.16477071272,0.960974532883,4.24239221284,0.196471088767,3.11581755848,0.906928857121,4.8039194699,0.301577301886,3.55972388313,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,18,50001800,50001804,True,False,extended,275,0.61089187839,1.53824291624,0.542828135645,0.40841222015,1.48303429757,1.53824291624,"{""0.1"": 3, ""1.0"": 2}",0.962772456247,5.79313493423,0.194677274511,4.16016175266,0.9606767987,4.25854455246,0.197218770953,3.12726109561,0.907925417677,4.77813123489,0.300010094398,3.54326229109,0.401471349807,8.78596331736,0.791577378613,5.87124924111,0.200810210287,9.07897872124,0.895987510037,6.66200915618,0.231695037622,7.86756960735,0.877497785357,6.20877341293
Qwen/Qwen3-32B,qwen,5,19,50001900,50001904,True,False,core,275,0.819229322884,0.743611785185,0.398169181622,0.743611785185,,,"{""0.1"": 4, ""1.0"": 1}",0.971548186729,5.06449827757,0.171299014476,3.29051528252,0.735523844785,11.0440921915,0.519889383643,8.03565677756,0.750615937138,7.86362044368,0.503319146746,5.33189364863,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,19,50001900,50001904,True,False,extended,275,0.612206687238,1.53203200589,0.584695467461,0.743583535136,1.33947959796,1.53203200589,"{""0.0001"": 1, ""0.1"": 2, ""1.0"": 2}",0.971482575356,5.07033441418,0.171498851741,3.28352048748,0.73546939515,11.0452289969,0.519940801797,8.03436982351,0.750789519835,7.86088324781,0.50315621849,5.33389161034,0.521679778573,7.85427828071,0.69284362165,6.07798106382,0.381264729215,7.98848587445,0.790554078216,5.64646720627,0.312554125299,7.4420576492,0.830179232874,5.89333311842
Qwen/Qwen3-32B,qwen,5,20,50002000,50002004,True,False,core,275,0.844294279812,0.684587494521,0.360288184944,0.684587494521,,,"{""0.1"": 4, ""1.0"": 1}",0.977078744077,4.54569882295,0.150370998805,3.47077585913,0.855966188229,8.15021356549,0.384192871665,5.88955349252,0.69983790713,8.62712553283,0.546300684362,6.4123854387,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,20,50002000,50002004,True,False,extended,275,0.616953401449,1.5256967871,0.570397852592,0.68446484191,1.36354631984,1.5256967871,"{""0.1"": 5}",0.977152553212,4.53837407961,0.150134000877,3.4633245185,0.856003598122,8.14915506954,0.384141962089,5.89491713713,0.699892519068,8.62634068109,0.546247978992,6.41252865207,0.596090574623,7.21753514967,0.640062615745,5.60277513876,0.24648639944,8.81571583236,0.878430670557,6.31565622286,0.326094764227,7.36839993618,0.823369887295,5.84935537088
Qwen/Qwen3-32B,qwen,5,21,50002100,50002104,True,False,core,275,0.938734616701,0.430090031704,0.240464610543,0.430090031704,,,"{""0.1"": 3, ""1.0"": 2}",0.970967589672,5.11591122336,0.169793030125,3.79998053504,0.946601269877,4.962519502,0.230989463571,3.50619746671,0.898634990555,5.01339851054,0.320611337933,3.65130930019,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,21,50002100,50002104,True,False,extended,275,0.648159909011,1.46991093574,0.525163879312,0.433739236951,1.40446019286,1.46991093574,"{""0.0001"": 2, ""1.0"": 2, ""10.0"": 1}",0.969995130627,5.20088586409,0.172606725165,3.85166332264,0.9459138395,4.99435993717,0.232480216175,3.53619692173,0.897171142152,5.04946889267,0.322938992978,3.71319021342,0.472876553986,8.24523580622,0.747967873323,6.06302621414,0.423195541581,7.71305341772,0.765878973051,5.80090657089,0.179807246221,8.1288992119,0.909110495179,6.42810946924
Qwen/Qwen3-32B,qwen,5,22,50002200,50002204,True,False,core,275,0.887896259009,0.577870907965,0.285480836216,0.577870907965,,,"{""0.1"": 3, ""1.0"": 2}",0.987765601811,3.32102969221,0.111009297579,2.40253750221,0.949665829652,4.81801579249,0.22477001713,3.25390374548,0.726257345564,8.2387140992,0.520663193939,6.26203950359,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,22,50002200,50002204,True,False,extended,275,0.651180958589,1.45454619427,0.527013349594,0.576335618002,1.33549312491,1.45454619427,"{""0.1"": 4, ""1.0"": 1}",0.987845097608,3.31022253362,0.110653951775,2.39272302583,0.949831071974,4.81010074588,0.224394863303,3.22982317059,0.727733305738,8.21647341244,0.519196872928,6.24706699625,0.431986031974,8.55906691113,0.763845621174,6.19427774088,0.502578772496,7.16265762327,0.70823286829,5.16029059393,0.307111471741,7.47145973603,0.835755920095,5.91235743584
Qwen/Qwen3-32B,qwen,5,23,50002300,50002304,True,False,core,275,0.851616540927,0.672585449455,0.34563895057,0.672585449455,,,"{""0.0001"": 2, ""0.1"": 2, ""1.0"": 1}",0.982601203677,3.96041826667,0.131602549758,3.08420999131,0.8846104549,7.29491091223,0.340285083592,5.48972414319,0.687637964204,8.80070203591,0.565029218361,6.40018733403,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,23,50002300,50002304,True,False,extended,275,0.595297517916,1.56463673663,0.578596282102,0.673453543031,1.41228483069,1.56463673663,"{""0.0001"": 2, ""0.1"": 2, ""1.0"": 1}",0.982588594064,3.96185314461,0.131651292557,3.08657801837,0.884445931818,7.30010962295,0.340537716576,5.4952186953,0.686693823281,8.81399243732,0.565898997506,6.40623398947,0.439284142109,8.50390369255,0.754477904828,6.31770468033,0.437652944493,7.6157775037,0.750704839054,5.90069357854,0.14111967173,8.3184057971,0.928306942091,6.45370231909
Qwen/Qwen3-32B,qwen,5,24,50002400,50002404,True,False,core,275,0.857889206044,0.653597255365,0.323835156651,0.653597255365,,,"{""0.1"": 4, ""1.0"": 1}",0.974259389644,4.81715780056,0.161394223018,3.52676130057,0.953311539916,4.64025168231,0.214004372764,3.3802712556,0.646096688573,9.36764681271,0.596106874172,6.81372960503,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,24,50002400,50002404,True,False,extended,275,0.619211315643,1.52314696153,0.558385319881,0.655352718867,1.37495071922,1.52314696153,"{""0.1"": 1, ""1.0"": 4}",0.974042775448,4.83738417977,0.16209873568,3.55111793993,0.952697216969,4.6706799427,0.215413571122,3.39194585014,0.644653951568,9.38672166207,0.597334227542,6.84134840519,0.457055997963,8.36805322048,0.755152349613,5.850776079,0.439035147041,7.60641226983,0.748808156069,5.70909534779,0.247782804868,7.78476314099,0.871504879259,6.31184712116
Qwen/Qwen3-32B,qwen,5,25,50002500,50002504,True,False,core,275,0.90108122524,0.54418527634,0.303325444332,0.54418527634,,,"{""0.1"": 2, ""1.0"": 3}",0.956851042936,6.23686874471,0.206817589138,4.42810049246,0.911794210037,6.37801165921,0.296135750667,4.66296245179,0.834598422746,6.40409872564,0.40702299319,4.85050773504,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,25,50002500,50002504,True,False,extended,275,0.618761202706,1.52521975787,0.562464841691,0.54418527634,1.42483602383,1.52521975787,"{""0.1"": 2, ""1.0"": 3}",0.956851042936,6.23686874471,0.206817589138,4.42810049246,0.911794210037,6.37801165921,0.296135750667,4.66296245179,0.834598422746,6.40409872564,0.40702299319,4.85050773504,0.402498688038,8.77841979163,0.793248198661,6.4433177332,0.380067399166,7.99621149783,0.791901623407,5.86062829396,0.226757453314,7.892809959,0.879662895081,6.22204699987
Qwen/Qwen3-32B,qwen,5,26,50002600,50002604,True,False,core,275,0.918486055066,0.493914558623,0.276530718169,0.493914558623,,,"{""0.0001"": 1, ""0.1"": 2, ""1.0"": 2}",0.961835002204,5.86562202055,0.194075686773,4.08705952876,0.867085811134,7.82929098662,0.36437169031,5.30560386507,0.92653735186,4.26797124568,0.271144777424,3.14666972858,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,26,50002600,50002604,True,False,extended,275,0.612061466587,1.54013272353,0.558301984428,0.49355750253,1.45890705591,1.54013272353,"{""0.1"": 3, ""1.0"": 2}",0.961845540244,5.86481216294,0.194043211752,4.09087294503,0.866903869891,7.83464776532,0.364647274251,5.30785887887,0.92711087649,4.25127852554,0.270145526814,3.11237854866,0.260335176397,9.76707216167,0.885161718445,6.5322797638,0.422883124005,7.71514196542,0.758938782926,5.61238506618,0.233290212498,7.8593979366,0.876875392377,6.33133897499
Qwen/Qwen3-32B,qwen,5,27,50002700,50002704,True,False,core,275,0.88732130075,0.583256785886,0.305067991997,0.583256785886,,,"{""0.0001"": 1, ""0.01"": 1, ""0.1"": 3}",0.975125919081,4.7353815126,0.157749552426,3.36470718781,0.932460872456,5.58103164489,0.259490147276,4.12760826167,0.754377110713,7.80409617636,0.497964276287,5.87751551116,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,27,50002700,50002704,True,False,extended,275,0.570404269641,1.62243941898,0.589532186457,0.584453777093,1.51351361101,1.62243941898,"{""0.1"": 3, ""1.0"": 2}",0.97494627646,4.75245040372,0.158329343281,3.37727955994,0.931989605185,5.60046915823,0.260367942097,4.1271242318,0.753584166547,7.81668300458,0.498724945579,5.87737793131,0.200437844688,10.1548386836,0.915947213595,6.89273762155,0.266419703382,8.69832967539,0.863238713662,6.16504603972,0.295048021582,7.53621954275,0.840584960525,6.03082483877
Qwen/Qwen3-32B,qwen,5,28,50002800,50002804,True,False,core,275,0.923351762209,0.47824677688,0.257380110357,0.47824677688,,,"{""0.1"": 2, ""1.0"": 3}",0.973205203038,4.91480948954,0.165503095419,3.43892803258,0.956286255372,4.48999406887,0.210247845925,3.42614734962,0.840563828217,6.28755249567,0.396389389725,4.37787521712,,,,,,,,,,,,
