permutation,permutation_seed,pc1_r2,pc1_pearson,pc1_spearman,pc1_rmse,pc1_mae,pc2_r2,pc2_pearson,pc2_spearman,pc2_rmse,pc2_mae,pc3_r2,pc3_pearson,pc3_spearman,pc3_rmse,pc3_mae,raw_3d_error_mean,raw_3d_error_median,raw_3d_error_rmse,normalized_3d_error_mean,normalized_3d_error_median,normalized_3d_error_rmse,mean_pc_r2,selected_alphas_by_outer_fold
11,20260911,-0.035924207262960195,-0.04055388467394956,-0.03381610455555235,527.3301205853027,446.09129223366597,-0.008704698925263044,0.062069283840312676,0.024324168373676465,384.1490177468929,293.0416365372484,-0.02309623439854125,-0.017221257917998375,-0.0373774559302963,258.03600697588706,186.85300571916252,641.7322486435181,613.5057696329568,701.5911236671061,1.5772608157188939,1.4630605562492247,1.7550590948700737,-0.022575046862254828,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
12,20260911,-0.01729304770966089,0.02115720458514564,-0.013716280545858458,522.5665731713242,442.66364653860643,-0.03372468779932847,-0.04778779469887478,-0.009988748160757047,388.8840663505371,297.1241553379915,-0.0344814696566893,-0.0841230701938479,-0.08018233749747555,259.46777487253087,190.3139223935522,639.843813059522,604.8422420458523,701.1634379049241,1.5883204329792353,1.4368842147307155,1.7743988849751564,-0.02849973505522622,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
13,20260911,-0.028129516951405975,-0.06651576201401123,-0.06066645509362107,525.342457690376,446.5984562431753,-0.009193093000683383,0.05664323275594556,0.045660540665301064,384.24200502060995,294.7222220631978,-0.015213878641152201,-0.04302248363562579,-0.07472836906032718,257.04007704124666,187.20176238851104,643.0050072220475,602.5473526599852,699.7829788440077,1.583778784599539,1.4428839455297273,1.7550348940553488,-0.017512162864413854,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
14,20260911,-0.04889464729603077,-0.1372254728546514,-0.12029947202908169,530.621108126649,451.54116744390836,-0.0390830527120114,-0.05556351350500675,-0.06900781858573037,389.89066384610004,298.1007150974629,-0.03245212677826759,-0.03935584014139948,-0.03113008857217045,259.2131508975853,191.14521994673333,648.2325246168806,621.2809424925508,707.6474742003676,1.600410802245698,1.4633193881822673,1.78299072178228,-0.04014327559543659,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
15,20260911,-0.007083772991226978,0.08140064971427233,0.08107440639335275,519.9377935289859,443.14351305608216,-0.03323849465110129,-0.07911305601670271,-0.05238971754998413,388.7926034070235,301.0640454222333,-0.005905642114263809,0.05512721434185737,0.04315282305761519,255.8589961712542,187.10062043404196,638.1727444793868,593.0373275301181,697.8243500520481,1.573351395312321,1.425497110256813,1.7518222385130897,-0.01540930325219736,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
16,20260911,-0.02528642080487864,-0.008201470704826852,-0.002693517209543868,524.6155876372982,443.59628952593215,-0.03817731228487209,-0.09214229886638094,-0.03320215804506506,389.7206982573912,300.017157155567,-0.015997065014633938,-0.011236210994187187,0.03389342488676034,257.1392046634128,186.02946147983653,642.1614308554906,612.1675036001393,702.2993008804642,1.5840456295722274,1.4602875978662222,1.7611707520231188,-0.026486932701461557,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
17,20260911,-0.03953813458595512,-0.060813733107064324,-0.05422405585528403,528.249142230304,448.6658553672515,-0.024762396640918505,-0.0019505739294789042,-0.031035457719050228,387.19460324602784,300.3500115623871,-0.03553808872626352,-0.04224727192374057,-0.0189128992239116,259.60025120790334,188.90767819535856,645.678200901866,620.0344674707643,704.5275775135472,1.591466746188495,1.4771253479458664,1.7683271417234965,-0.03327953998437905,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
18,20260911,-0.025473481209958848,-0.028554464610857366,-0.01627535270188396,524.6634427179139,444.5620306794793,0.004780778266766927,0.10741418483387144,0.115470413432965,381.57251345710046,293.33057783754003,-0.03193099671909083,-0.12276487004191267,-0.15434638354346383,259.14772374055616,191.1089436769764,640.3595458144634,618.8069487468161,698.5891882004004,1.5807549066425157,1.456365971711469,1.7535157909653583,-0.017541233220760916,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
19,20260911,-0.02159650502637711,0.031915950342334666,0.05341565448198263,523.6707140300543,447.520619855011,-0.03812564268246632,-0.11231293016030851,-0.07247396208995702,389.71100002769344,300.62926748644276,-0.0017510774544093888,0.08392712840699473,0.09360145408384063,255.330078474081,186.79363089996403,641.6806142822545,613.918813731196,700.927335213082,1.5849810380617577,1.4380313889231533,1.7716693078581933,-0.020491075054417607,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
20,20260911,-0.014388062639928867,-0.027963010239748225,-0.06963503649635037,521.8199184181932,444.1907348380707,-0.012681251985859232,0.021298482060962076,0.004729811603819856,384.90547619539007,297.2215569815327,-0.022813201584378273,0.034164026050504406,0.05669195926257176,258.00031252875027,189.13845117757697,639.8622968705007,615.3304292091534,697.8627473422713,1.5798941045881207,1.4437991573196687,1.7573631329762938,-0.016627505403388792,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
21,20260911,-0.039832103589874546,-0.07804308851323863,-0.08342055912985778,528.3238282336778,447.8871203618633,0.007378662974802608,0.10755510444273955,0.06585730359770348,381.0741663979059,292.6739458829228,-0.0038246035387434762,0.06300251482768007,0.08687920140792245,255.59419593004174,187.30828305190673,641.0119412874591,605.1539427371674,699.7656613241836,1.5801248724218664,1.451333820309514,1.7535035842755549,-0.012092681384605139,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
22,20260911,-0.03711267009940111,-0.1335148136055839,-0.138281065174115,527.6325233097341,448.39167979316414,-0.050229216729045456,-0.08027518563403352,-0.046275064193185424,391.9762493734118,300.28676906592585,-0.013377222340293038,0.04415828560346178,0.0211800005770174,256.8074620225641,190.73187698199732,648.1249418390479,626.3753121895153,705.6851509543862,1.602542030547112,1.4517862684220193,1.7737311390881378,-0.03357303638957987,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
23,20260911,-0.01869205392086104,0.03102297900430378,0.019893828798938286,522.9257728671743,447.3394211852152,-0.03253139490229762,-0.0473386113250019,-0.0035521190963907563,388.65954496772076,297.7342558496279,-0.0051534484695083815,0.029712958990061336,0.011302616773895734,255.76331547579443,186.64745517663928,640.9082797227125,622.549143760894,699.9446259286644,1.5852193853765306,1.4416539182140922,1.769167548733089,-0.01879229909755568,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
24,20260911,-0.03464899787865727,-0.07433123562087429,-0.07251781541213467,527.0054523386186,447.62195592681456,-0.020570417749706582,0.04535745296248836,0.024552667262917976,386.40184634853665,298.66782005400717,-0.023759718910874472,-0.0068688984762624375,-0.009289403075502727,258.1196624234142,188.99719966694755,643.7012421241249,610.6919468865417,702.6143279109582,1.592570151544955,1.4358404997744338,1.7724279822459104,-0.026326378179746108,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
25,20260911,-0.0299020613567218,-0.003982356005563764,0.015599088312512622,525.7951204187967,448.34711494134507,-0.01810192077071604,0.016802633987948748,0.02543434984564785,385.9342601630421,295.3033530836438,-0.03943231634776034,-0.05426941523876573,-0.05609532327399672,260.0879173928878,191.39800536280873,643.1928235046081,617.8731038636311,702.1762503799038,1.5890791998425529,1.4522279457753267,1.7649394291723361,-0.02914543282506606,"[100.0, 1000.0, 1000.0, 1000.0, 1000.0]"
26,20260911,0.008335569304197876,0.11915813196185197,0.09231816739274691,515.9420865979234,434.84483509955567,-0.07510791830600017,-0.06779750790816691,-0.023741957820028275,396.5918044930563,305.74175991799245,-0.026914845178513502,0.04785271356869558,-0.021894925131992732,258.5171060822871,191.20198901396498,640.9554014681389,613.7102481758616,700.2231003410543,1.5952035513119436,1.4743915997675263,1.7748055342620803,-0.03122906472677193,"[1000.0, 100.0, 1000.0, 1000.0, 1000.0]"
27,20260911,-0.028115699765841384,-0.03171749308259801,-0.04723233605493205,525.3389276007856,446.31773407979523,-0.024825548520559293,-0.02742190629927206,-0.03836646374888203,387.20653366538824,301.06310254427194,-0.040747419588385236,-0.09756258406852214,-0.11835088427916103,260.25239868564756,190.52050929221033,643.68979938535,598.8883992250604,702.5960429631967,1.589875371833921,1.446117034554792,1.765885430249741,-0.031229555958261972,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
28,20260911,-0.005748032408928072,0.06454254898676556,0.08274025561870692,519.592870658668,445.1420047458497,-0.021503807942226283,0.028015851507798326,0.013666657049710049,386.5785030796616,298.7144501193393,-0.02277635142550949,-0.005515993300470055,0.04778107959954993,257.9956648383778,188.65307041584154,641.0390624791545,608.6812565730354,697.1237001838509,1.5798089113180571,1.426262237630185,1.753061394215189,-0.016676063925554614,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
29,20260911,-0.036314417951559985,-0.0322406432358678,-0.030767144629410575,527.4294282732562,448.21397483323875,-0.0017650060080538488,0.09812110824664971,0.06999163324774242,382.82530167857516,294.07180689881966,-0.03695517934409209,-0.09958465454842809,-0.06376676956810248,259.77781653085606,188.56955449737114,641.7709977850923,620.0648836356804,701.5850107973267,1.583805971382,1.4764191967632054,1.7633920511062307,-0.025011534434568643,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
30,20260911,0.0025659790782266434,0.08629529114875305,0.08593462392891145,517.4408078863694,440.4914739257436,-0.03935329597279025,-0.06249174917750318,-0.024308588903955455,389.94136165805276,301.32627543217,-0.03514772343591055,-0.10581180344740901,-0.03812584749430196,259.5513160307527,189.69303396054391,638.5009162813915,598.1879722577763,697.9728797389843,1.5804297951803457,1.414046340495277,1.7637155178658233,-0.023978346776824717,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
31,20260911,-0.06507164870975157,-0.2472857453144932,-0.2726378350307262,534.697310738792,453.81474047899997,-0.05728039819290465,-0.1381635616549036,-0.10846599924987739,393.28990165395777,303.14526406570985,-0.017994786742713487,0.007629046747281553,0.018239519921525633,257.3918827112679,187.56507945708896,651.7465144383914,622.5701218064081,711.9190558904342,1.6014297846738117,1.450093075800871,1.7789997791940317,-0.0467822778817899,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
32,20260911,-0.044117971651839616,-0.058916552082218646,-0.0431095467528346,529.4115027707501,447.4701878884537,-0.041649242167562495,-0.12198529531422816,-0.12205129684659992,390.37181707216024,301.72659184054083,-0.03156646459950507,-0.06262639475385769,-0.09254551224719425,259.1019474175615,190.10491358002352,646.8503960338978,621.7770541844606,706.9657092007907,1.6035864156751978,1.4836629050273829,1.7840085134313284,-0.039111226139635726,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
33,20260911,-0.047772227872219686,-0.1567734081490254,-0.17328524855024377,530.3371240023667,448.0043050128594,-0.025605833403183453,-0.027395073503818767,0.0174386197743862,387.3539118789549,298.42698947393484,-0.0269281588959569,-0.1021195969207083,-0.13198580537203197,258.5187818846019,188.88437452807878,645.3077126432786,609.6093079017512,705.7850088590217,1.588541649162459,1.4446737950364101,1.767499696629393,-0.03343540672378668,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
34,20260911,-0.017567309341425696,0.03487325006791185,0.03969360376215343,522.6370102508575,447.4268483824098,-0.04122897534073777,-0.04409814762311562,-0.02484694613542598,390.29305885413277,299.2148405239641,-0.005602961946389318,0.06317266335168051,0.06920111941375033,255.82049888716946,187.78013224853495,643.2312177580552,613.1148578429762,700.6584359904266,1.5849734654984258,1.4468201940316345,1.7583148819359335,-0.02146641554285093,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
35,20260911,-0.02345744359439106,-0.014925260432351956,-0.022585037938893857,524.1474558904936,445.34658005664045,0.00733452274059998,0.09075571333373372,0.052175644095669486,381.0826391736427,294.8856198933533,-0.028292070974281325,-0.056610976382802956,-0.06968523700989585,258.690400458182,189.05123914066215,639.7526544176994,599.8068607656994,697.7644707816816,1.5845971322732617,1.4362436893554966,1.7607840635964223,-0.014804997276024134,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
36,20260911,-0.019762060702483097,0.0413591977963668,0.017611724993508555,523.2003343837335,440.1486191097501,-0.004546555684054043,0.026121009285316094,0.0014673552407605088,383.35641897401797,293.9924496048261,-0.024878490105820328,-0.03206272964263327,-0.04113787830703096,258.26066132511795,188.41740390401006,638.2299139732899,604.506523817265,698.1398878848856,1.5808796541343724,1.4453479222574372,1.7611074122155412,-0.016395702164119157,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
37,20260911,-0.014562636535778717,0.00997406641492863,0.031251262225556097,521.8648185015156,441.8770951381375,-0.00617170347602336,0.09512312702687423,0.07886500677995442,383.66638921002857,298.5203691896955,-0.026462278686640417,-0.05482219281551159,0.019853437581143073,258.4601349159926,188.26926717020348,637.0227146711952,610.9723427680022,697.3839891622649,1.5734875593444622,1.4372160889726813,1.7550178718834255,-0.015732206232814166,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
38,20260911,-0.018010715736114236,-0.015558812877858815,0.010242635815469837,522.750867757135,445.86108499975813,-0.020562722878233464,-0.001868524915235115,0.045421078445515135,386.40038965427163,296.0123736080943,-0.02733692897747142,-0.05932401769325819,-0.09871902137849456,258.57022863320304,190.6508451284369,641.0780326672087,611.8264466977884,699.5943781944202,1.5851981635873675,1.4525385113412455,1.7683719177802217,-0.021970122530606373,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
39,20260911,-0.006651604908226361,0.06513038204222046,0.0723995268457344,519.8262215639498,441.4742728587893,-0.03512708068609216,-0.045578646399325594,-0.05526268717001817,389.1477649025032,301.26365698495636,0.009968850285286157,0.13300632082023478,0.1361293673004241,253.83207452254135,188.48143279099932,638.3844767344472,600.2693975659392,697.1986844583713,1.5779239415172168,1.4194973028813946,1.752014865232688,-0.010603278436344121,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
40,20260911,-0.03137767011268511,-0.0957994969209597,-0.08498369925853265,526.171656306162,447.947934188959,-0.05480456167293846,-0.17178437031881244,-0.15257551715184214,392.82914771719237,300.0709820268251,-0.028851921206525688,-0.01693967587308247,-0.051888866449323445,258.76081244397,191.02180645459788,646.8265358238308,625.2296567704515,705.7821967525456,1.5988085507681533,1.4745320239945798,1.7794644716617447,-0.03834471766404975,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
41,20260911,-0.05349961808239323,-0.13308290601992206,-0.1292969043016647,531.7846275779393,453.6383100707265,-0.037280739238916505,-0.04042651052984216,-0.03823605781714319,389.5523799265482,300.7054444086068,-0.01867021987135553,0.014761377814624665,0.057744438994835695,257.47725749863986,187.46124977286757,650.8990973063467,627.3085463731863,707.7008442581274,1.6037213964329906,1.4746041054922439,1.7779986949936613,-0.03648352573088842,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
42,20260911,-0.028746565434220273,-0.03488024576019649,-0.026887856668878565,525.5000804110527,444.3209625113886,-0.021513377298822967,0.007408696664972417,0.021096910071838667,386.58031379189595,296.449862051777,-0.040736529116414344,-0.15477700322639362,-0.11689506938634202,260.2510370301611,189.68551752507238,642.7375404138969,621.8903031387317,702.3711809283877,1.591906545536933,1.416194515411888,1.7761173854485446,-0.030332157283152528,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
43,20260911,-0.026509643934599536,-0.054973282492019035,-0.06846830731946568,524.9284419869176,445.6452623593731,-0.018810952370302836,0.024264417794961253,0.07297077406883819,386.06862390131795,295.98914712496264,0.0024203872779927638,0.07115213290769117,0.04599001759903061,254.79790457792382,188.43782159599328,641.997722704471,605.7855120249914,699.6576475285401,1.5844709254597076,1.4266759081189058,1.7627490533755097,-0.014300069675636537,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
44,20260911,-0.018727620368803155,0.029415086156741637,0.020486425665733825,522.9349014599969,445.18093408092193,-0.029274045741307875,-0.03180729231643033,-0.03305963474798765,388.04600435466637,299.9984783006578,-0.025474039625152267,-0.01531571232704372,0.022023022994143274,258.3356871338609,187.86364186854405,640.3625988322251,617.096765029966,700.5554509869454,1.5842848365400644,1.4429809065035057,1.7686975589021612,-0.024491901911754432,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
45,20260911,-0.023801462624103875,0.003607111021311173,-0.0340324860794553,524.2355404269953,448.9451841849932,-0.03895041385324172,-0.10217888481766857,-0.0984149332102363,389.86577829772614,298.06454643102023,-0.02112277114083838,0.010701333711114841,0.04227864170104729,257.787022392935,189.09524473916997,645.1168339859508,597.5810356651413,702.333521803346,1.589782359177215,1.4360384197780518,1.766575512835267,-0.027958215872727992,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
46,20260911,-0.008267859887003182,0.061770484927138714,0.005096794668359251,520.2433642701859,444.0358193618748,-0.021934968706310398,-0.057503323090682165,-0.06636450188973197,386.6600788394348,298.50944354910456,0.0019732039254418687,0.11109974032595132,0.09835953954011714,254.85500709561867,189.49730982030508,640.310993581358,623.1759714000821,696.4985637293067,1.5820818740099813,1.4389127459228133,1.7533440896010004,-0.00940987488929057,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
47,20260911,-0.030537587306350922,-0.08935910902005839,-0.088393295057846,525.9573226911403,446.74600352214435,-0.013583400256233391,0.018940539724338658,0.02308415798736332,385.07688477442804,298.26082195246795,-0.004201317235331015,0.0878482546351039,0.11187040189261707,255.64215092249347,182.69461929376496,641.2736430432537,608.0406575246498,700.1915607948224,1.5770906046685071,1.4416847360815062,1.7578361164012506,-0.016107434932638443,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
48,20260911,-0.05796606828711193,-0.25637101809765334,-0.23566775338276455,532.9107207242237,452.7918359302435,0.008288358659411132,0.10586744069822211,0.0740572978275295,380.8995071530635,293.78520231812024,0.004970546313242896,0.0993872019696597,0.09310521912235654,254.47202032544692,184.79788745338726,643.1974258130994,619.1727833159201,702.7334344833558,1.584124891910551,1.4111044990791866,1.7597500496400784,-0.014902387771485967,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
49,20260911,-0.02165553634125983,-0.013999879276715057,-0.0007662791033149649,523.6858435474868,442.815537640465,-0.03165801335157825,-0.08002412620444907,-0.13363376705807678,388.4951335561657,300.3261160749601,-0.02403705513930432,0.00684627624208857,0.0042826231210871014,258.15462232896715,189.14941925804925,642.3113961868784,611.2922303105275,701.2981823437714,1.588203546986113,1.4931826818032288,1.7691923692253515,-0.025783534944047466,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
50,20260911,0.015057256194404345,0.12368929461960776,0.10147947260609909,514.190537513612,436.821973241035,-0.024859725576134473,0.005289017414108081,-0.006875739303540002,387.2129901149317,297.51770431124135,-0.031706701436967855,-0.10398059243004745,-0.05193156573670696,259.1195586932768,188.6873586937151,636.2838334453775,604.7773283885499,693.8794955031326,1.5793003789582043,1.4716830474927503,1.7597612180342215,-0.013836390272899327,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
51,20260911,-0.013917922212272282,0.06111911634922629,0.051823086466056954,521.6989799524486,441.13294219335995,-0.02819256163044037,-0.0747592910805722,-0.004793860534895128,387.8420859298403,299.720260803514,-0.005288050054336413,0.06071021509080299,0.03264302818729985,255.78043972444493,188.05384565038895,638.7739605847783,615.8544117815683,698.5806629498596,1.57991147781585,1.4514740623505393,1.7570261289801865,-0.015799511299016356,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
52,20260911,-0.0038401903609104338,0.05859609570563518,0.003296500389486743,519.0998188950864,440.3449251251774,-0.02872846231163817,-0.022344981170884952,-0.055902022445976744,387.9431456779535,300.29140899679675,-0.037178502914836375,-0.08889638014576545,-0.033365453968437146,259.80578851436604,190.25775357871143,640.3170458409215,602.7715325576972,698.185902178631,1.5857155158258485,1.4383277636820904,1.7648731159818631,-0.02324905186246166,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
53,20260911,-0.04429377071681473,-0.20010529233729066,-0.17177577103949687,529.4560696360179,450.238272900569,-0.022388620501161194,-0.015524962155739098,-0.017919275266149275,386.74589133328084,299.4915527329815,-0.07223045851377097,-0.22906841125482202,-0.24834655664868296,264.15944262994185,194.31647992243055,647.5804214690157,619.389946502254,706.8778715366292,1.6082161605600063,1.432034473850189,1.7916020482953254,-0.04630428324391563,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
54,20260911,-0.024376063239174295,0.026159130623567887,0.044344940999971154,524.3826313531298,447.61073185111536,-0.036470295364402494,-0.032668528212824,-0.07494994374080378,389.4001684665048,300.05911242250073,-0.05281513299052576,-0.12065885037073085,-0.1183445370877932,261.756894182846,192.0958852949239,643.6606808458412,615.2413939821496,703.652120666757,1.5979465527568506,1.4691596183925701,1.7820748291891826,-0.03788716386470085,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
55,20260911,-0.024455634038360152,0.004174335813479979,0.004448804131444563,524.4029972794251,445.1121817106103,-0.027079375377776493,-0.06787826854790499,-0.039457026629352875,387.6320778948373,299.0709487555042,-0.02372668004717937,-0.07694974170722889,-0.06395545425694585,258.11549735958556,188.07184228569952,642.703209072194,614.8695662522833,701.3421000809093,1.5893454568984826,1.4477045223630336,1.7727376762196143,-0.02508722982110534,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
56,20260911,-0.03295895263870885,-0.09652960003634645,-0.05242087648942615,526.5748584520632,448.1740124114483,-0.009030135249382232,0.08719830006988802,0.07371801159804968,384.2109813535816,295.9699710473676,0.00040787433498779,0.08890128689892163,0.1291566890741756,255.0547891978103,183.18356103975083,643.1972772242702,613.8320075183467,699.9657886205811,1.5791221946622123,1.449197582704855,1.7514039103983787,-0.013860404517701097,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
