model,trait,primary_factor,primary_loading,secondary_factor,secondary_loading,communality,assignment_confidence,stability,clean_loading,cross_loading,weakly_explained,cross_loading_stability
Llama,introspective,Llama_F5,0.5213669382875816,Llama_F6,0.4938978112625321,0.923275575524772,0.0274691270250495,0.6,False,True,False,1.0
Llama,introverted,Llama_F2,-0.5946718963678711,Llama_F6,0.4644337383396694,0.9567917315454719,0.1302381580282017,0.9,False,True,False,1.0
Llama,intuitive,Llama_F6,0.5037669566261678,Llama_F3,0.36969987283082373,0.9319186457540476,0.13406708379534404,0.7,False,True,False,1.0
Llama,ironic,Llama_F1,-0.6041575591256921,Llama_F6,-0.397320965515058,0.9365053948335998,0.2068365936106341,0.9,False,True,False,0.85
Llama,irreverent,Llama_F6,-0.638127347764055,Llama_F1,-0.3886123614758196,0.957304145047746,0.24951498628823537,0.9,False,True,False,0.9
Llama,judgmental,Llama_F1,-0.8086321020985666,Llama_F3,0.24396875674525273,0.9670027081365693,0.5646633453533139,0.9,True,False,False,0.1
Llama,libertarian,Llama_F1,-0.5568170709290857,Llama_F3,0.4542028991856242,0.8929156002633498,0.10261417174346155,0.75,False,True,False,1.0
Llama,literal,Llama_F6,-0.8332907580186188,Llama_F3,-0.2788196444703562,0.9332090015867054,0.5544711135482627,0.8,True,False,False,0.65
Llama,manic,Llama_F6,-0.642141678821048,Llama_F1,-0.3021283910746152,0.9437607290927309,0.3400132877464328,0.9,False,True,False,0.6
Llama,manipulative,Llama_F1,-0.6065627959114457,Llama_F3,0.33463860719724725,0.9519039168830548,0.27192418871419843,0.9,False,True,False,0.8
Llama,materialist,Llama_F3,-0.5794325884680948,Llama_F6,-0.49099879386068623,0.9065813747835348,0.08843379460740852,1.0,False,True,False,1.0
Llama,meditative,Llama_F2,-0.7906248397186048,Llama_F1,0.40668321350752445,0.9371216574680324,0.3839416262110803,1.0,False,True,False,1.0
Llama,melancholic,Llama_F1,-0.6170503137703808,Llama_F2,-0.5123107611412384,0.9064517383201939,0.10473955262914236,0.9,False,True,False,1.0
Llama,melodramatic,Llama_F2,-0.7271861730423282,Llama_F4,-0.31486012466382285,0.9436683093494405,0.4123260483785054,1.0,False,True,False,0.35
Llama,mercurial,Llama_F6,-0.6029551794730138,Llama_F1,-0.3814846740907376,0.9665310521888317,0.2214705053822762,0.7,False,True,False,1.0
Llama,metaphorical,Llama_F2,-0.7264476243083825,Llama_F4,-0.40143153372173723,0.9247199528643736,0.32501609058664527,1.0,False,True,False,0.5
Llama,methodical,Llama_F6,0.5140544001461532,Llama_F3,-0.4671030519769526,0.9572264774644277,0.0469513481692006,0.65,False,True,False,0.95
Llama,meticulous,Llama_F6,0.5414907036269228,Llama_F3,-0.48324019289177755,0.9576522582724517,0.0582505107351452,0.75,False,True,False,1.0
Llama,militant,Llama_F1,-0.819344186561541,Llama_F3,0.19515832315970097,0.94948125765107,0.62418586340184,0.9,True,False,False,0.1
Llama,misanthropic,Llama_F1,-0.7213535029277622,Llama_F2,-0.3363594817322481,0.9491932268696245,0.3849940211955141,0.95,False,True,False,0.95
Llama,mischievous,Llama_F6,-0.6447010163813346,Llama_F4,-0.344499817279793,0.9284165226606907,0.3002011991015416,0.9,False,True,False,1.0
Llama,moderate,Llama_F1,0.7655480053181215,Llama_F3,-0.2380306713013374,0.9593863655582006,0.5275173340167841,0.9,True,False,False,0.1
Llama,mystical,Llama_F2,-0.8501094554440175,Llama_F4,-0.22277388246440463,0.948687337790945,0.6273355729796128,1.0,True,False,False,0.1
Llama,naive,Llama_F6,-0.8118425487962323,Llama_F3,0.3381157770958091,0.8846573801569163,0.4737267717004232,0.85,False,True,False,0.7
Llama,narrative,Llama_F2,-0.5391867443876173,Llama_F3,0.42364345802365483,0.900430350150127,0.11554328636396244,1.0,False,True,False,1.0
Llama,neurotic,Llama_F6,-0.5908163832210181,Llama_F1,-0.42872624454755554,0.9472023861451994,0.1620901386734626,0.75,False,True,False,0.9
Llama,nihilistic,Llama_F2,-0.5470345642564493,Llama_F1,-0.4879685162045141,0.9405915148992655,0.05906604805193516,0.9,False,True,False,1.0
Llama,nonchalant,Llama_F6,-0.660807354363938,Llama_F1,-0.36636003022117775,0.9433609617382431,0.29444732414276026,0.9,False,True,False,0.9
Llama,nostalgic,Llama_F2,-0.6798801850078513,Llama_F1,-0.31188085497445944,0.8805782526347801,0.36799933003339186,1.0,False,True,False,0.75
Llama,nurturing,Llama_F1,0.7003013418243562,Llama_F6,0.4473808874659282,0.9600651438607095,0.252920454358428,0.9,False,True,False,0.9
Llama,obsessive,Llama_F1,-0.5025826756580983,Llama_F6,-0.3980595323706481,0.9308412726995184,0.10452314328745022,0.65,False,True,False,1.0
Llama,open_ended,Llama_F5,0.8588832624966942,Llama_F3,0.21880111247835263,0.9603558388079891,0.6400821500183416,1.0,True,False,False,0.6
Llama,optimistic,Llama_F1,0.9733303868283193,Llama_F5,-0.23121064529065488,0.9481560202857402,0.7421197415376644,0.95,True,False,False,0.1
Llama,pacifist,Llama_F2,-0.606188342032179,Llama_F3,0.44374568930288283,0.7672843159285976,0.16244265272929614,0.75,False,True,False,1.0
Llama,paradoxical,Llama_F2,-0.5284355911529752,Llama_F5,0.40413329026569145,0.9508320504135261,0.12430230088728378,1.0,False,True,False,0.9
Llama,paranoid,Llama_F1,-0.7994068648799004,Llama_F5,0.16306783687837176,0.9293552659714855,0.6363390280015286,0.95,True,False,False,0.1
Llama,passionate,Llama_F3,0.552561932401095,Llama_F4,-0.39544240339569303,0.9513736656715993,0.15711952900540194,0.95,False,True,False,1.0
Llama,passive_aggressive,Llama_F1,-0.5614436467539745,Llama_F6,-0.4587004778531764,0.935155487814063,0.1027431689007981,0.8,False,True,False,0.95
Llama,patient,Llama_F1,0.5789193576894015,Llama_F6,0.5201591803134243,0.9656212741549357,0.05876017737597716,0.7,False,True,False,0.85
Llama,pedantic,Llama_F3,-0.6536978011545402,Llama_F2,-0.4216061009957134,0.9103950456957343,0.23209170015882685,0.8,False,True,False,1.0
Llama,pensive,Llama_F6,0.6573164361465944,Llama_F2,-0.39889187328135634,0.9677927632196599,0.25842456286523807,0.75,False,True,False,1.0
Llama,perfectionist,Llama_F6,0.5615138893668576,Llama_F3,-0.4730333321252759,0.9581992377284803,0.08848055724158177,0.8,False,True,False,1.0
Llama,pessimistic,Llama_F1,-0.9367911087600757,Llama_F5,0.22925265303408124,0.95617086869522,0.7075384557259944,0.95,True,False,False,0.1
Llama,petty,Llama_F1,-0.5538651573576802,Llama_F6,-0.47780068338767145,0.9564521693589259,0.0760644739700087,0.7,False,True,False,0.85
Llama,philosophical,Llama_F2,-0.5929512054786749,Llama_F6,0.35347231441906307,0.9705071133990882,0.2394788910596118,1.0,False,True,False,0.9
Llama,playful,Llama_F6,-0.7357940233900555,Llama_F4,-0.4173071142315128,0.9303975706579606,0.3184869091585427,0.9,False,True,False,1.0
Llama,pluralist,Llama_F1,0.7440923823641682,Llama_F2,0.25216898501589874,0.937043573260951,0.49192339734826945,0.9,True,False,False,0.45
Llama,poetic,Llama_F2,-0.784160032168169,Llama_F4,-0.3535245822241587,0.9363968554315443,0.43063544994401026,1.0,False,True,False,0.35
Llama,practical,Llama_F2,0.4865769697664094,Llama_F5,-0.36369445895059554,0.9190398829576405,0.12288251081581386,0.8,False,True,False,1.0
Llama,prescriptive,Llama_F5,-0.6600206206576512,Llama_F3,-0.5425431643810703,0.9356994642925879,0.1174774562765809,0.45,False,True,False,1.0
Llama,principled,Llama_F6,0.7412826858264651,Llama_F2,-0.4074363317528685,0.9145245930461455,0.3338463540735966,0.9,False,True,False,0.9
Llama,proactive,Llama_F6,0.7517685088613888,Llama_F1,0.23433910396596347,0.9517991183185204,0.5174294048954253,0.8,True,False,False,0.1
Llama,problem_solving,Llama_F6,0.49917903769814176,Llama_F2,0.3341318134550012,0.9438624288593457,0.16504722424314056,0.65,False,True,False,0.9
Llama,progressive,Llama_F4,-0.8263429831937168,Llama_F2,0.32748933652477014,0.7594164822905923,0.49885364666894666,0.9,False,True,False,0.8
Llama,provocative,Llama_F1,-0.5347569345590937,Llama_F4,-0.3841776793571997,0.941211890214552,0.15057925520189397,0.85,False,True,False,1.0
Llama,qualitative,Llama_F2,-0.5295066989233069,Llama_F3,0.4548263925320957,0.9542172999389702,0.0746803063912112,0.5,False,True,False,1.0
Llama,quantitative,Llama_F3,-0.6216079972161359,Llama_F2,0.5638030661841473,0.9189425887562204,0.05780493103198858,0.8,False,True,False,1.0
Llama,radical,Llama_F1,-0.5470927094585587,Llama_F4,-0.3917884690199907,0.7836771628839312,0.155304240438568,0.9,False,True,False,0.95
Llama,rationalist,Llama_F3,-0.7856791944463427,Llama_F2,0.3571399098796247,0.9629602403214308,0.428539284566718,1.0,False,True,False,1.0
Llama,reactive,Llama_F6,-0.6445625642614333,Llama_F3,0.35382640691826445,0.9625527608509039,0.2907361573431689,0.8,False,True,False,0.85
Llama,rebellious,Llama_F4,-0.5969912349005769,Llama_F1,-0.43909104841553925,0.8858626495670047,0.15790018648503767,0.7,False,True,False,0.95
Llama,reductionist,Llama_F2,0.5966454359587982,Llama_F5,-0.2797529098579929,0.9208355325115788,0.31689252610080526,1.0,True,False,False,0.85
Llama,regulatory,Llama_F4,0.5650248164791369,Llama_F3,-0.5278706243561312,0.8406513651181052,0.03715419212300575,0.7,False,True,False,1.0
Llama,relativist,Llama_F5,0.5583581781901336,Llama_F1,-0.42797905128675734,0.9100917001862043,0.13037912690337622,0.65,False,True,False,1.0
Llama,reserved,Llama_F3,-0.7282930789221143,Llama_F1,0.2340390482553105,0.9607654548800644,0.49425403066680373,1.0,True,False,False,0.25
Llama,resilient,Llama_F1,0.5192762872225852,Llama_F6,0.5097536094098651,0.9515556336306076,0.009522677812720093,0.55,False,True,False,0.9
Llama,reverent,Llama_F2,-0.7935259125265749,Llama_F1,0.3411317247312123,0.95808294518097,0.4523941877953626,1.0,False,True,False,0.95
Llama,rhetorical,Llama_F2,-0.6690504416709864,Llama_F4,-0.3502239809007783,0.9526468743660095,0.3188264607702081,1.0,False,True,False,0.4
Llama,risk_taking,Llama_F4,-0.6574336328780395,Llama_F1,-0.27467662689195044,0.9342778375886645,0.382757005986089,0.7,True,False,False,0.65
Llama,ritualistic,Llama_F2,-0.6083381854894904,Llama_F3,-0.531088940232292,0.9525454753602516,0.07724924525719834,0.9,False,True,False,1.0
Llama,romantic,Llama_F2,-0.7929016774073311,Llama_F4,-0.2765349249457812,0.9621545329037313,0.5163667524615498,1.0,True,False,False,0.25
Llama,sarcastic,Llama_F1,-0.6467504259073744,Llama_F6,-0.4372105174955082,0.9439598413137087,0.2095399084118662,0.9,False,True,False,0.8
Llama,sardonic,Llama_F1,-0.6184256226899348,Llama_F6,-0.4711894834001478,0.9351602247519372,0.14723613928978702,0.9,False,True,False,0.95
Llama,sassy,Llama_F1,-0.6474008089913287,Llama_F4,-0.3619212453598068,0.9318002090569892,0.2854795636315219,0.9,False,True,False,0.95
Llama,savage,Llama_F1,-0.8145695632599779,Llama_F6,-0.2724981472846542,0.9631554000179258,0.5420714159753237,0.9,True,False,False,0.15
Llama,secular,Llama_F2,0.8622825755303403,Llama_F3,-0.3701428680955912,0.8970932092928452,0.49213970743474905,1.0,False,True,False,1.0
Llama,serene,Llama_F2,-0.6250908195879151,Llama_F1,0.52328156121694,0.9472996594669216,0.1018092583709751,0.95,False,True,False,1.0
Llama,serious,Llama_F6,0.5641717411288657,Llama_F3,-0.4680038624940109,0.9590685373990403,0.09616787863485482,0.85,False,True,False,0.9
Llama,skeptical,Llama_F3,-0.7054675451506217,Llama_F6,0.5618547446000192,0.951741472164464,0.14361280055060255,0.9,False,True,False,1.0
Llama,socratic,Llama_F5,0.5137726929436496,Llama_F6,-0.42418238642200046,0.8357488484321608,0.08959030652164912,0.4,False,True,False,0.9
Llama,solemn,Llama_F6,0.6341923540790922,Llama_F2,-0.40056278950131424,0.9622784684973353,0.233629564577778,0.9,False,True,False,0.85
Llama,specialized,Llama_F3,-0.6584416642750954,Llama_F6,0.3552891143627794,0.9602669740966328,0.30315254991231605,0.95,False,True,False,1.0
Llama,speculative,Llama_F4,-0.5645511744811483,Llama_F5,0.37540247948799527,0.9373317688588231,0.18914869499315307,0.7,False,True,False,1.0
Llama,spiritual,Llama_F2,-0.8592418242575456,Llama_F4,-0.22747041490510875,0.9386702116617517,0.6317714093524368,1.0,True,False,False,0.1
Llama,spontaneous,Llama_F2,-0.48840739062896515,Llama_F6,-0.3516705967466563,0.9562280027927488,0.13673679388230886,1.0,False,True,False,0.85
Llama,stoic,Llama_F3,-0.7164194572266895,Llama_F6,0.3002420181338996,0.9608499924446112,0.4161774390927899,0.9,False,True,False,0.85
Llama,strategic,Llama_F6,0.677064349689484,Llama_F3,-0.2786619989678964,0.9628477278860045,0.39840235072158764,0.8,True,False,False,0.5
Llama,stream_of_consciousness,Llama_F3,0.4954405303505991,Llama_F6,-0.35544228525676147,0.9472832915330355,0.13999824509383763,0.85,False,True,False,1.0
Llama,structuralist,Llama_F3,-0.6171543616224501,Llama_F6,0.4740470639767154,0.9702027840245404,0.14310729764573465,0.9,False,True,False,1.0
Llama,submissive,Llama_F6,-0.592449561724476,Llama_F3,0.3232091690990269,0.9346205728499046,0.26924039262544913,0.8,False,True,False,0.8
Llama,subversive,Llama_F1,-0.5298050119579,Llama_F5,0.39301032054814783,0.9600701284741586,0.13679469140975214,0.9,False,True,False,1.0
Llama,supportive,Llama_F1,0.5990653574405485,Llama_F6,0.5290401758728954,0.9598871281260479,0.07002518156765303,0.7,False,True,False,0.85
Llama,sycophantic,Llama_F3,0.4053255039441221,Llama_F6,-0.40438564607443417,0.8524943009818755,0.0009398578696879212,0.45,False,True,False,1.0
Llama,systems_thinker,Llama_F6,0.5972954562029708,Llama_F1,0.33919137386263437,0.9450777027101482,0.2581040823403364,0.8,False,True,False,0.7
Llama,tactful,Llama_F1,0.7928454455867806,Llama_F6,0.26957544852754944,0.9525514700949984,0.5232699970592312,0.9,True,False,False,0.25
Llama,technical,Llama_F3,-0.7309264784797035,Llama_F6,0.34540744536353163,0.9528320279394178,0.38551903311617186,1.0,False,True,False,1.0
Llama,temperamental,Llama_F6,-0.6095720908441934,Llama_F1,-0.39342969757341906,0.951339762845705,0.21614239327077434,0.75,False,True,False,0.9
Llama,theatrical,Llama_F2,-0.7353867190507254,Llama_F4,-0.37743693787677746,0.9374778245605387,0.35794978117394793,1.0,False,True,False,0.45
Llama,theoretical,Llama_F2,-0.49427805024197335,Llama_F3,-0.4022399643901578,0.935759455518284,0.09203808585181555,0.85,False,True,False,1.0
Llama,traditional,Llama_F4,0.8377447496159194,Llama_F2,-0.20375124694894142,0.7394565127913435,0.633993502666978,0.9,True,False,False,0.4
Llama,transparent,Llama_F2,0.6977746413801952,Llama_F6,0.30868462683951065,0.9278874660140226,0.38909001454068454,1.0,False,True,False,0.35
Llama,understated,Llama_F6,-0.6298635970485287,Llama_F4,0.402507349324975,0.9576427562130263,0.22735624772355367,0.8,False,True,False,0.95
Llama,universalist,Llama_F2,-0.7845741097991215,Llama_F5,-0.45766027306180845,0.8007361919833823,0.326913836737313,0.6,False,True,False,1.0
Llama,urgent,Llama_F5,-0.5520054033956244,Llama_F1,-0.5161099112590206,0.872939864532753,0.03589549213660381,0.4,False,True,False,1.0
Llama,utilitarian,Llama_F3,-0.6350595944936837,Llama_F2,0.4991887788718759,0.8857957954784526,0.13587081562180775,0.95,False,True,False,1.0
Llama,verbose,Llama_F6,0.854035459189579,Llama_F5,0.24228707819881756,0.8364314660688664,0.6117483809907615,0.85,True,False,False,0.5
Llama,vindictive,Llama_F1,-0.7704477591950071,Llama_F6,-0.26667861335153414,0.9040898217297699,0.503769145843473,0.9,True,False,False,0.1
Llama,visceral,Llama_F6,-0.49783960267119265,Llama_F3,0.4381985364827161,0.9584479199307218,0.05964106618847653,0.7,False,True,False,0.9
Llama,whimsical,Llama_F2,-0.6767094079814379,Llama_F4,-0.39637530932159215,0.9511125672849524,0.2803340986598457,1.0,False,True,False,0.8
Llama,witty,Llama_F4,-0.5965002627295837,Llama_F6,-0.31595700686942846,0.8384274049714661,0.2805432558601552,0.75,False,True,False,0.85
Llama,wry,Llama_F1,-0.5698531345496386,Llama_F6,-0.4949310310961131,0.9189179054910797,0.07492210345352551,0.8,False,True,False,0.95
Llama,zealous,Llama_F2,-0.5162510171852657,Llama_F1,-0.37963436269327105,0.9510099234235359,0.13661665449199462,0.9,False,True,False,1.0
Gemma,absolutist,Gemma_F6,0.7749162055216957,Gemma_F5,-0.3524272055667855,0.9746727112843088,0.42248899995491024,1.0,False,True,False,1.0
Gemma,abstract,Gemma_F6,0.7248838065030083,Gemma_F2,-0.43976140187343693,0.9407400828998891,0.2851224046295714,1.0,False,True,False,1.0
Gemma,accessible,Gemma_F2,0.6274181717517209,Gemma_F5,0.3699223291590865,0.9439215389207947,0.25749584259263436,0.95,False,True,False,0.95
Gemma,accommodating,Gemma_F5,0.7146203171616227,Gemma_F2,0.2678444102396405,0.9449145374544424,0.44677590692198216,1.0,True,False,False,0.55
Gemma,acerbic,Gemma_F3,-0.6196344100386507,Gemma_F1,-0.4078951129145509,0.9636155635635538,0.21173929712409983,0.85,False,True,False,0.9
Gemma,adaptable,Gemma_F6,-0.5493496571753521,Gemma_F5,0.46305935960265826,0.9607288261196298,0.08629029757269385,0.9,False,True,False,1.0
Gemma,adventurous,Gemma_F6,0.4469955141324989,Gemma_F1,-0.3930769437662025,0.9383211777636903,0.05391857036629638,0.3,False,True,False,1.0
Gemma,agreeable,Gemma_F3,0.7786228191717534,Gemma_F4,-0.21257229747532128,0.9778875048239448,0.5660505216964321,0.95,True,False,False,0.25
Gemma,altruistic,Gemma_F3,0.7703028410322041,Gemma_F6,0.48962740434236884,0.9132340964924909,0.2806754366898353,0.95,False,True,False,1.0
Gemma,analytical,Gemma_F6,-0.5924600260521335,Gemma_F2,-0.41960284409223075,0.9727874166595709,0.1728571819599028,0.9,False,True,False,1.0
Gemma,animated,Gemma_F1,-0.5264491944176948,Gemma_F2,0.35001406281354863,0.9498836717291359,0.17643513160414614,1.0,False,True,False,1.0
Gemma,anthropocentric,Gemma_F3,-0.5537760633724232,Gemma_F5,-0.3446840767501036,0.6540302387034973,0.20909198662231965,0.8,False,True,False,0.75
Gemma,anxious,Gemma_F1,-0.3693156706181064,Gemma_F2,0.337241555322861,0.9120979893691217,0.0320741152952454,0.35,False,True,False,1.0
Gemma,arrogant,Gemma_F6,0.5399062823243412,Gemma_F3,-0.4270420032108712,0.968453597461789,0.11286427911347002,0.75,False,True,False,1.0
Gemma,artistic,Gemma_F6,0.8200217814104389,Gemma_F1,-0.2900645234351593,0.9692834474802958,0.5299572579752796,1.0,True,False,False,0.55
Gemma,ascetic,Gemma_F6,0.8104020160187698,Gemma_F1,0.4669393616750397,0.8595731279298465,0.34346265434373013,1.0,False,True,False,1.0
Gemma,assertive,Gemma_F3,-0.6800646572591086,Gemma_F6,0.47555759692751787,0.9683648726138174,0.20450706033159072,1.0,False,True,False,1.0
Gemma,avoidant,Gemma_F4,0.7240387405332176,Gemma_F5,0.5018567839153028,0.9529069387912863,0.22218195661791484,0.8,False,True,False,0.95
Gemma,benevolent,Gemma_F3,0.7470566354709056,Gemma_F4,-0.30725747203464576,0.9694803085032805,0.43979916343625985,0.95,False,True,False,0.4
Gemma,big_picture,Gemma_F6,0.572063620733217,Gemma_F4,-0.5057867419176023,0.9083969114150033,0.06627687881561473,0.65,False,True,False,1.0
Gemma,bitter,Gemma_F3,-0.6324304349066725,Gemma_F6,0.28228119303818655,0.9539188594688068,0.35014924186848595,0.95,True,False,False,0.3
Gemma,blunt,Gemma_F3,-0.9434916399836907,Gemma_F6,-0.4214564158222403,0.918028744447632,0.5220352241614503,1.0,False,True,False,1.0
Gemma,bombastic,Gemma_F6,0.7681437226221419,Gemma_F1,-0.23301709145000796,0.9683765446596007,0.535126631172134,1.0,True,False,False,0.05
Gemma,calculating,Gemma_F2,-0.6216224876233547,Gemma_F1,0.29383531154117803,0.907109628350167,0.32778717608217667,0.95,True,False,False,0.65
Gemma,callous,Gemma_F3,-0.6593205651936641,Gemma_F4,0.32718446231691956,0.9699250104198305,0.33213610287674455,0.95,False,True,False,0.8
Gemma,calm,Gemma_F3,0.55962666560708,Gemma_F1,0.31501817404900484,0.9711668970732558,0.24460849155807513,0.9,False,True,False,0.55
Gemma,casual,Gemma_F2,0.5435333147488659,Gemma_F5,0.37823517644670385,0.9675285055613765,0.16529813830216206,0.9,False,True,False,1.0
Gemma,cautious,Gemma_F6,-0.6014750114279009,Gemma_F2,-0.3792427190722358,0.9013095672783178,0.22223229235566516,1.0,False,True,False,1.0
Gemma,challenging,Gemma_F3,-0.8619165391834167,Gemma_F2,-0.6220702227434145,0.9534211938692851,0.2398463164400022,0.75,False,True,False,1.0
Gemma,chaotic,Gemma_F1,-0.47021765821571937,Gemma_F6,0.39245770926981116,0.9361454886206861,0.07775994894590821,0.95,False,True,False,1.0
Gemma,charismatic,Gemma_F6,0.4903607819398132,Gemma_F4,-0.4275188582466451,0.9264201719010301,0.0628419236931681,0.55,False,True,False,1.0
Gemma,chill,Gemma_F3,0.6615057322868096,Gemma_F5,0.3625066560777186,0.9335090905402872,0.29899907620909105,0.95,False,True,False,0.9
Gemma,circumspect,Gemma_F3,0.6886477055335817,Gemma_F2,-0.3393628028296115,0.9464776587426613,0.34928490270397017,0.9,False,True,False,0.7
Gemma,closure_seeking,Gemma_F5,-0.9066834099541744,Gemma_F3,-0.27058006323642064,0.9463947542737067,0.6361033467177537,1.0,True,False,False,0.45
Gemma,collaborative,Gemma_F3,0.5637465199055979,Gemma_F6,-0.5397673547854369,0.8973519960401449,0.02397916512016096,0.6,False,True,False,1.0
Gemma,collectivistic,Gemma_F3,0.8143316665444069,Gemma_F6,0.49949651808169093,0.8626791329975223,0.314835148462716,1.0,False,True,False,1.0
Gemma,competitive,Gemma_F3,-0.7440655244273652,Gemma_F6,0.2714976235771298,0.9512687504031847,0.47256790085023537,1.0,True,False,False,0.25
Gemma,conceptual,Gemma_F6,0.7825933133111449,Gemma_F2,-0.40715638494404305,0.9336215024642144,0.37543692836710185,1.0,False,True,False,0.9
Gemma,conciliatory,Gemma_F3,0.6774230894398774,Gemma_F6,-0.2888391173693841,0.9739478060921241,0.3885839720704933,0.95,True,False,False,0.25
Gemma,concise,Gemma_F1,0.6083231506420262,Gemma_F4,0.5135501186463025,0.6524501373019388,0.09477303199572373,0.5,False,True,False,1.0
Gemma,condescending,Gemma_F6,0.5046581614624706,Gemma_F1,-0.44784561027753983,0.9442419336308325,0.056812551184930726,0.7,False,True,False,1.0
Gemma,confident,Gemma_F6,0.6672927438348988,Gemma_F5,-0.3900003272557987,0.9738101293923419,0.2772924165791001,1.0,False,True,False,1.0
Gemma,confrontational,Gemma_F3,-0.9355489114879638,Gemma_F5,-0.3674929822183426,0.9677745301555325,0.5680559292696212,1.0,False,True,False,0.9
Gemma,conscientious,Gemma_F1,0.45399527862787564,Gemma_F2,-0.40333577990109465,0.962754889292401,0.050659498726780994,0.6,False,True,False,1.0
Gemma,constructivist,Gemma_F5,0.6234249030197778,Gemma_F4,-0.4649496493788554,0.8661813403912433,0.1584752536409224,0.75,False,True,False,1.0
Gemma,contemporary,Gemma_F6,-0.9515401819376745,Gemma_F5,0.19655401698561709,0.9517646723707391,0.7549861649520575,1.0,True,False,False,0.0
Gemma,contrarian,Gemma_F3,-0.7584755605081307,Gemma_F6,0.38205194790296254,0.9641502537229295,0.37642361260516816,0.95,False,True,False,0.95
Gemma,convergent,Gemma_F1,0.5728146192888094,Gemma_F6,-0.5478616242872814,0.9178276498930324,0.024952995001528033,0.75,False,True,False,1.0
Gemma,cosmopolitan,Gemma_F2,-0.5631210107127271,Gemma_F4,-0.31885074117829953,0.8125012646082515,0.2442702695344276,0.9,False,True,False,1.0
Gemma,creative,Gemma_F6,0.6607566399673988,Gemma_F1,-0.43465397488103874,0.9547536370576508,0.22610266508636,0.85,False,True,False,0.95
Gemma,critical,Gemma_F3,-0.8307658332895927,Gemma_F2,-0.46465669359336886,0.9134994008572679,0.3661091396962239,0.8,False,True,False,0.85
Gemma,cruel,Gemma_F3,-0.643351264315833,Gemma_F1,-0.25694130632345247,0.9707330536477692,0.38640995799238054,0.95,True,False,False,0.3
Gemma,cryptic,Gemma_F6,0.8777714543646966,Gemma_F1,-0.16849055279991176,0.9587253389151864,0.7092809015647848,1.0,True,False,False,0.05
Gemma,curious,Gemma_F4,-0.7400312379379046,Gemma_F5,0.37886827343892826,0.8896188443543631,0.36116296449897634,0.95,False,True,False,0.9
Gemma,cynical,Gemma_F3,-0.768004858750952,Gemma_F4,0.22515206974858432,0.9375143799272359,0.5428527890023678,0.95,True,False,False,0.25
Gemma,data_driven,Gemma_F6,-0.6721241549252694,Gemma_F2,-0.4687101436145136,0.9724987761363776,0.20341401131075587,0.8,False,True,False,1.0
Gemma,decisive,Gemma_F5,-0.6826076829048094,Gemma_F3,-0.4843948042837613,0.8929305538131785,0.19821287862104814,0.95,False,True,False,1.0
Gemma,deconstructionist,Gemma_F3,-0.69748590091319,Gemma_F2,-0.5317206806594968,0.9446193262922427,0.1657652202536931,0.7,False,True,False,0.95
Gemma,deferential,Gemma_F3,0.5432230116608368,Gemma_F5,0.4831329104258784,0.9388686873930308,0.06009010123495834,0.6,False,True,False,1.0
Gemma,deontological,Gemma_F6,0.7979158136062396,Gemma_F1,0.31086182276482704,0.572377370955423,0.4870539908414126,1.0,False,True,False,0.75
Gemma,descriptive,Gemma_F3,0.5238946706869683,Gemma_F2,-0.4224863455862723,0.9263567945490694,0.10140832510069597,0.6,False,True,False,1.0
Gemma,detached,Gemma_F5,-0.5451835100312143,Gemma_F2,-0.5300080346030142,0.9673588522983885,0.015175475428200191,0.45,False,True,False,0.95
Gemma,deterministic,Gemma_F6,0.7176799655663316,Gemma_F3,-0.29035349749665856,0.9583421385435641,0.42732646806967306,1.0,True,False,False,0.75
Gemma,diplomatic,Gemma_F3,0.7737293997492237,Gemma_F2,-0.22411993085394705,0.9725488141017177,0.5496094688952766,1.0,True,False,False,0.1
Gemma,disorganized,Gemma_F1,-0.4999877465248351,Gemma_F6,0.3818496695162681,0.9618555047518575,0.11813807700856699,0.95,False,True,False,1.0
Gemma,dispassionate,Gemma_F2,-0.4842177721043316,Gemma_F5,-0.39462632684140175,0.9746284093867901,0.08959144526292984,0.8,False,True,False,0.8
Gemma,divergent,Gemma_F1,-0.8944065755752322,Gemma_F4,-0.5866163805600707,0.8955596279286877,0.30779019501516147,0.75,False,True,False,1.0
Gemma,dogmatic,Gemma_F6,0.6593750359377428,Gemma_F3,-0.3511414657973529,0.9629589149344904,0.30823357014038993,1.0,False,True,False,0.85
Gemma,dominant,Gemma_F5,-0.7088978607603185,Gemma_F3,-0.5457833519247548,0.9532239684062148,0.16311450883556367,0.85,False,True,False,1.0
Gemma,dramatic,Gemma_F6,0.7884184305451422,Gemma_F1,-0.2289143934635707,0.964917368050213,0.5595040370815715,1.0,True,False,False,0.05
Gemma,earnest,Gemma_F1,0.5909430674606247,Gemma_F4,-0.4051760843809615,0.9550497636402062,0.18576698307966327,0.65,False,True,False,0.9
Gemma,eclectic,Gemma_F6,0.7774646754760647,Gemma_F1,-0.30166314174005426,0.9480717435814945,0.4758015337360104,1.0,False,True,False,0.95
Gemma,edgy,Gemma_F3,-0.5985928454432518,Gemma_F1,-0.4185562979095028,0.9735887633911242,0.18003654753374898,0.95,False,True,False,1.0
Gemma,educational,Gemma_F4,-0.5467907631346135,Gemma_F5,-0.36398214309768706,0.9136233030835326,0.18280862003692644,0.85,False,True,False,0.95
