model,trait,persona_count,signed_score,missing,sd,skew,min,max,outliers_3iqr,max_abs_correlation_other,near_duplicate_representative
Qwen,formal,275,True,0,0.07033763416870217,-1.0545929925644664,-0.0497017248517192,0.3225515020983209,0,0.9975233207326196,casual
Qwen,formalist,275,True,0,0.07274267212547036,-0.017855523585905433,-0.0149500306195698,0.3228980308883759,0,0.9908879750304622,formalist
Qwen,fundamentalist,275,True,0,0.039478597850850325,1.0176970859385361,-0.4055807279676269,-0.1685295373325467,1,0.938539535114291,fundamentalist
Qwen,futuristic,275,True,0,0.030781677865758215,0.22221070029751905,0.1819396365515886,0.345639469516609,0,0.8516824523182139,futuristic
Qwen,generalist,275,True,0,0.025507422908420098,-0.6994848162587114,0.3845916409612313,0.5327437999886822,0,0.8915747521644832,generalist
Qwen,generous,275,True,0,0.018219565395986032,-1.1458656124114526,0.5148908330970621,0.6430988568026187,1,0.7619085211541816,generous
Qwen,goofy,275,True,0,0.06867632236331389,1.08442507891605,-0.4357850367039048,-0.0820763743875364,0,0.9901540625054258,goofy
Qwen,grandiose,275,True,0,0.07496743462047309,0.5249602006187454,-0.0501882492155391,0.2619924143571767,0,0.9804415937308393,grandiose
Qwen,gregarious,275,True,0,0.055459747486389224,0.8303948695732034,-0.1291713314435906,0.2127957783853808,0,0.94209471532556,gregarious
Qwen,grounded,275,True,0,0.05842809086383281,-0.5097852295170735,-0.3435020793549403,-0.0714457194351484,0,0.9764984935242578,grounded
Qwen,hedonistic,275,True,0,0.06747913592114632,0.5729170451774585,-0.3928077985443101,-0.0732861193338701,0,0.9893970778380041,hedonistic
Qwen,historical,275,True,0,0.04125583132258145,-0.06487030472294131,0.0077389836120063,0.2099852127167648,0,0.8842924656046538,historical
Qwen,holistic,275,True,0,0.024482495913132986,-0.781040283064359,0.3171284735791378,0.4823004175755862,0,0.9343225258521335,holistic
Qwen,hostile,275,True,0,0.061967202089222115,1.03480599486726,-0.4578378204773355,-0.1766372596230151,0,0.9900572488876438,hostile
Qwen,humanistic,275,True,0,0.05022820237197917,0.1641340089781072,-0.0262618983045589,0.2388789756577456,0,0.9420730065243283,humanistic
Qwen,humble,275,True,0,0.03825443005975469,0.9002953235277541,-0.1414116804433949,0.1280446730146535,3,0.8931746116753081,humble
Qwen,iconoclastic,275,True,0,0.05775519329259149,0.7013765432192351,-0.1125617206449339,0.1763296100492256,0,0.9900683795130222,iconoclastic
Qwen,idealistic,275,True,0,0.05761032596578827,0.5825067215190084,-0.0646941232600063,0.2354914027597761,0,0.9187277162987992,idealistic
Qwen,impatient,275,True,0,0.05591401582615938,0.7456325317552024,-0.6099186793399471,-0.3746820619130089,0,0.979864076870538,impatient
Qwen,improvisational,275,True,0,0.08124153632396522,-0.1867584033402261,-0.2396649518323509,0.0545142037427876,0,0.989431653078937,improvisational
Qwen,impulsive,275,True,0,0.0565250445733479,0.46069482010695956,-0.5951290246043776,-0.3492386115204486,0,0.9854675813958955,impulsive
Qwen,inclusive,275,True,0,0.022716745500578058,-0.49105330149273,0.1056749177239124,0.2445354399538379,0,0.8278853489621429,inclusive
Qwen,independent,275,True,0,0.02715257829527479,0.08238409206002671,-0.0156297156823502,0.123723408519982,0,0.92794209667799,independent
Qwen,individualistic,275,True,0,0.0675228414321821,0.03854202568109197,-0.1574944700207938,0.1079661165887539,0,0.9823912732026229,individualistic
Qwen,innovative,275,True,0,0.049121318675096615,0.22290480739692684,-0.0251355153563654,0.2079826256998105,0,0.9585418012039493,innovative
Qwen,inquisitive,275,True,0,0.024473720314703906,0.5664312527957207,0.0387371851812056,0.1901878693414256,0,0.8351872537800322,inquisitive
Qwen,inspirational,275,True,0,0.03685313128870224,-0.5882909790387512,0.0295817743337181,0.2501076998587536,0,0.9324471152124543,inspirational
Qwen,interdisciplinary,275,True,0,0.026012333626609725,-0.4141617360427179,0.3015589763352357,0.460955934746339,0,0.8595462254672896,interdisciplinary
Qwen,introspective,275,True,0,0.028653941743338216,-0.13546739502190144,0.3672001639034167,0.5434114014945489,0,0.9060961031412007,introspective
Qwen,introverted,275,True,0,0.05986663759134975,-1.3243100429902979,-0.0268687848681998,0.3616474518843087,1,0.9571973965282896,introverted
Qwen,intuitive,275,True,0,0.06678856758580097,-0.30440801782393534,-0.0580185006941612,0.2152354568405423,0,0.9725386578624392,intuitive
Qwen,ironic,275,True,0,0.06643216070880971,0.7839236145639289,-0.4633852141360881,-0.1309358747761065,0,0.9967658720530882,ironic
Qwen,irreverent,275,True,0,0.06866043520686518,1.1614992779891402,-0.4778603497820463,-0.1280598556136571,0,0.995502412901801,flippant
Qwen,judgmental,275,True,0,0.05814965064822961,0.9418857168077388,-0.3349746522375469,-0.0560781595684686,0,0.9921738627958406,judgmental
Qwen,libertarian,275,True,0,0.04288848841516185,0.18788719840269727,-0.1867744017047729,0.0196542559449137,0,0.9301575542201242,libertarian
Qwen,literal,275,True,0,0.04287608009268187,0.4138202533262755,-0.4225809652010829,-0.2081746431229817,0,0.9328473324342763,literal
Qwen,manic,275,True,0,0.06939271950666329,0.6815409876305303,-0.3255288675955813,0.0091798484840555,0,0.9922793595665617,manic
Qwen,manipulative,275,True,0,0.06252168855095541,0.28464740941288896,-0.2837356720824177,-0.0134588937154106,0,0.9771107057717094,manipulative
Qwen,materialist,275,True,0,0.05472933038241868,0.03846765939555045,-0.3170577350482713,-0.060039137998733,0,0.9630352285298733,materialist
Qwen,meditative,275,True,0,0.05665398873952621,0.22645608770307865,0.0938291153889247,0.3820912983805825,0,0.8885994440621262,meditative
Qwen,melancholic,275,True,0,0.06647537957807174,0.6240332693855684,-0.1295585648530788,0.1638881966601173,0,0.9693315659259045,melancholic
Qwen,melodramatic,275,True,0,0.08002848634844704,0.4347449131496018,-0.160648337342983,0.1455766622524984,0,0.9961604052103366,melodramatic
Qwen,mercurial,275,True,0,0.08109569932337812,0.4030205280486217,-0.3352091291610846,0.011203788365111,0,0.9860329157309008,mercurial
Qwen,metaphorical,275,True,0,0.07923165221976639,0.1455757304392656,0.0070358355106361,0.3231316717079915,0,0.9906006193452451,metaphorical
Qwen,methodical,275,True,0,0.08497066070460402,-0.0553818053230737,0.0881731600642479,0.4201581883402263,0,0.989431653078937,methodical
Qwen,meticulous,275,True,0,0.06337385242213898,-0.7697683798100753,0.2612778862571808,0.5898271166595614,0,0.986918350084147,meticulous
Qwen,militant,275,True,0,0.062033647541795627,0.6105606733208471,-0.2522805719745339,0.0204638723352691,0,0.9905741452690108,militant
Qwen,misanthropic,275,True,0,0.06641871325577524,0.6844388204246226,-0.3551653602356082,-0.0670863439746859,0,0.9836816585563387,misanthropic
Qwen,mischievous,275,True,0,0.073200491412428,0.7306464871540476,-0.3927922940330988,-0.0449549301601263,0,0.9901540625054258,mischievous
Qwen,moderate,275,True,0,0.06538515367511555,-0.506170912524951,0.0585247713503341,0.3359364167933688,0,0.9848736661958756,moderate
Qwen,mystical,275,True,0,0.0871297943878346,0.4412690257649303,-0.1786905418791819,0.1755501668141857,0,0.9923859557518607,mystical
Qwen,naive,275,True,0,0.05310572627271452,1.3001338802027977,-0.3194722462309814,0.0579749928392218,2,0.92456878561895,naive
Qwen,narrative,275,True,0,0.08482552981477602,0.08820896994449,-0.0889929679390311,0.2206532525670154,0,0.9807229029461558,narrative
Qwen,neurotic,275,True,0,0.06681881555359559,1.0600300529588467,-0.3624878788966896,-0.0398448641864486,0,0.9849530112620907,neurotic
Qwen,nihilistic,275,True,0,0.062314806154657225,0.6358796494298551,-0.2144091706452478,0.0673205979039282,0,0.9693315659259045,nihilistic
Qwen,nonchalant,275,True,0,0.06013490811446574,1.276547309601173,-0.5652539376291268,-0.2770348332141213,0,0.9851178597945907,nonchalant
Qwen,nostalgic,275,True,0,0.07498566007807049,0.5233899999277196,-0.1674678992820952,0.1272522538790336,0,0.9700097058915756,nostalgic
Qwen,nurturing,275,True,0,0.042529859082739034,-0.015742969894669685,0.1648952160310738,0.401042784662226,0,0.9612126786142727,nurturing
Qwen,obsessive,275,True,0,0.060221068369947624,0.33787043881689627,-0.0268530831349134,0.2583527806956644,0,0.9708810261492916,obsessive
Qwen,open_ended,275,True,0,0.038048355520463366,0.12966152493756397,0.1017034893356018,0.2829235769385353,0,0.9838460237892742,open_ended
Qwen,optimistic,275,True,0,0.042210386213967305,0.22090836668759323,-0.1555312374379731,0.0704095803074755,0,0.9404734682196912,optimistic
Qwen,pacifist,275,True,0,0.04716595443783189,0.34691078633335465,-0.1311559560705106,0.0764929076528525,0,0.9212836117232881,pacifist
Qwen,paradoxical,275,True,0,0.07563430439673362,0.1682362122780707,0.0112659518441469,0.3109196264651446,0,0.980736702568823,paradoxical
Qwen,paranoid,275,True,0,0.048537941567332175,0.5852078188492563,-0.006858203066592,0.2124949596890666,0,0.930700620207629,paranoid
Qwen,passionate,275,True,0,0.06969849740025516,0.11428189786042887,-0.1679267731165539,0.1177958018381608,0,0.981179506486131,passionate
Qwen,passive_aggressive,275,True,0,0.06561659421595983,0.7986022209415081,-0.4977734449506218,-0.1766634167672619,0,0.9967658720530882,ironic
Qwen,patient,275,True,0,0.0584752934871438,-1.0120147576502339,0.3178435695063284,0.5770950821867418,0,0.983547719583787,patient
Qwen,pedantic,275,True,0,0.05478841514007853,-0.524050986994467,0.0792535752367615,0.3599331357231463,0,0.9682390766305987,pedantic
Qwen,pensive,275,True,0,0.04613384908588299,-1.499204486930615,0.3928801279390294,0.6947449510899034,5,0.9568262901663379,pensive
Qwen,perfectionist,275,True,0,0.06041798993513777,-0.8529124534843311,0.2251957710543715,0.5445654767006705,0,0.986918350084147,perfectionist
Qwen,pessimistic,275,True,0,0.041999294561342125,0.32673370625925235,-0.1202539789508975,0.1165575878572077,0,0.9664185887543434,pessimistic
Qwen,petty,275,True,0,0.060118877158261946,0.8067211106955073,-0.2971728699620817,-0.0186065340994776,0,0.9851665528627018,petty
Qwen,philosophical,275,True,0,0.060397549109518334,0.40102692877362345,0.2014363112301866,0.4614984732605207,0,0.9764984935242578,philosophical
Qwen,playful,275,True,0,0.07259603900373378,0.5677817781894019,-0.3075127072223526,0.0627906946070091,0,0.9923654532859978,playful
Qwen,pluralist,275,True,0,0.03526647738581886,-0.6124259398070926,0.0357893048233026,0.2526790889077956,1,0.9573574462251923,pluralist
Qwen,poetic,275,True,0,0.08490673987560697,0.4413250260595076,-0.1886020752987753,0.1900213749823927,0,0.9915397836552639,poetic
Qwen,practical,275,True,0,0.04671146509518879,0.19905053580030252,-0.3675253961946828,-0.0845630297364209,0,0.9865867309572471,practical
Qwen,prescriptive,275,True,0,0.04366660809549282,-0.09543706651943837,-0.2333992600587287,-0.0150688809149736,0,0.9838460237892742,prescriptive
Qwen,principled,275,True,0,0.035860254160081824,-0.1923485340963011,-0.0600746340854138,0.1426010643789992,0,0.8833505940643459,principled
Qwen,proactive,275,True,0,0.02728083433556479,-0.3748737338106843,0.4056040489273058,0.5760331416075894,0,0.8648233532799643,proactive
Qwen,problem_solving,275,True,0,0.044828706616563824,-0.13922693564703212,0.2072043757134915,0.3878303649083504,0,0.9302696483596056,problem_solving
Qwen,progressive,275,True,0,0.03377969199488546,0.47223485595020154,-0.0793925026705439,0.1381120550954523,0,0.938636957611874,progressive
Qwen,provocative,275,True,0,0.05758577823237256,0.35382125398331443,-0.0359297527727128,0.2498965252167463,0,0.9860153315898151,provocative
Qwen,qualitative,275,True,0,0.06770319114225491,-0.22610179435234581,0.0772690003318243,0.3663979637289582,0,0.9832390252137486,qualitative
Qwen,quantitative,275,True,0,0.06370850529252908,0.1300600166892031,-0.1757552342811617,0.103291734252375,0,0.9832390252137486,quantitative
Qwen,radical,275,True,0,0.0492388241075064,0.6247000550356037,-0.1238758712442892,0.1493204778670325,0,0.9593190370146764,radical
Qwen,rationalist,275,True,0,0.07713232955439134,0.12199347972832403,-0.1227119136887467,0.2054365055612156,0,0.994818671339358,rationalist
Qwen,reactive,275,True,0,0.07324525721362966,0.4647028180780935,-0.5650027197919144,-0.2268426225372974,0,0.9801329706368717,reactive
Qwen,rebellious,275,True,0,0.05756392743430749,0.35456129295187033,-0.1110378594936102,0.1757699988969204,0,0.9755358328361952,rebellious
Qwen,reductionist,275,True,0,0.04512408324491092,-0.0700643213957563,-0.2952333335031829,-0.0724032318467462,0,0.9009077211496329,reductionist
Qwen,regulatory,275,True,0,0.058869675227571805,0.1727353236967527,-0.1224787531037302,0.1429982026081721,0,0.9681615539974633,regulatory
Qwen,relativist,275,True,0,0.0380265981592858,0.039137789094869806,0.0432437535372316,0.2157855877510636,0,0.9271533326421915,relativist
Qwen,reserved,275,True,0,0.07678589740242302,-0.16287329721250704,-0.2099281976866152,0.1284131035444825,0,0.9876165573262565,reserved
Qwen,resilient,275,True,0,0.0636286225664738,-0.7203548649747317,0.1371532358987968,0.4164590494197012,0,0.984416524444525,resilient
Qwen,reverent,275,True,0,0.0601438249977559,-0.7255199925468299,-0.0143427870648129,0.3298467660369392,0,0.9180281282835993,reverent
Qwen,rhetorical,275,True,0,0.07438720645017999,0.14038147886515526,-0.0263599218243352,0.2634986470124292,0,0.9907562781513451,rhetorical
Qwen,risk_taking,275,True,0,0.06375396306712794,0.017088897576989375,-0.1068136173064186,0.1701582672213977,0,0.9911638412984826,risk_taking
Qwen,ritualistic,275,True,0,0.06121760094975495,-0.9573591271241406,-0.0195791062944709,0.3320570173224884,0,0.9269253416431539,ritualistic
Qwen,romantic,275,True,0,0.09322592087228819,0.2850157955122257,-0.2167013688532942,0.1485234675670066,0,0.9847374932984274,romantic
Qwen,sarcastic,275,True,0,0.06372172722849571,0.9666616562918344,-0.5045477804385209,-0.1864604601410905,0,0.9953805767146845,sarcastic
Qwen,sardonic,275,True,0,0.06290854966122313,1.1304283000861046,-0.4662106949121342,-0.1327010912557521,0,0.9953805767146845,sarcastic
Qwen,sassy,275,True,0,0.06337732919234793,1.1636280746411336,-0.3774702660454068,-0.0576318730946672,0,0.9849485444127127,sassy
Qwen,savage,275,True,0,0.05976753611645133,0.9060568913501611,-0.4292245912368009,-0.1483904221709071,0,0.9921738627958406,savage
