model,variant,factors,factor_a,factor_b,correlation
Gemma,ordinary_sensitivity,9,4,4,1.0000000000000004
Gemma,ordinary_sensitivity,9,4,5,0.017962429789586017
Gemma,ordinary_sensitivity,9,4,6,-0.07787827285753408
Gemma,ordinary_sensitivity,9,4,7,0.08220928219624823
Gemma,ordinary_sensitivity,9,4,8,-0.032062176340534945
Gemma,ordinary_sensitivity,9,4,9,0.4347022918032126
Gemma,ordinary_sensitivity,9,5,1,-0.1346969978312528
Gemma,ordinary_sensitivity,9,5,2,-0.33819854416236006
Gemma,ordinary_sensitivity,9,5,3,-0.1993942405648344
Gemma,ordinary_sensitivity,9,5,4,0.017962429789586017
Gemma,ordinary_sensitivity,9,5,5,1.0000000000000002
Gemma,ordinary_sensitivity,9,5,6,-0.24128794676363838
Gemma,ordinary_sensitivity,9,5,7,-0.06111708753815082
Gemma,ordinary_sensitivity,9,5,8,0.1253170957500998
Gemma,ordinary_sensitivity,9,5,9,0.005925057378447399
Gemma,ordinary_sensitivity,9,6,1,0.5751191493384887
Gemma,ordinary_sensitivity,9,6,2,0.19156249592551267
Gemma,ordinary_sensitivity,9,6,3,-0.02004086782307285
Gemma,ordinary_sensitivity,9,6,4,-0.07787827285753408
Gemma,ordinary_sensitivity,9,6,5,-0.24128794676363838
Gemma,ordinary_sensitivity,9,6,6,0.9999999999999999
Gemma,ordinary_sensitivity,9,6,7,-0.05490263155917462
Gemma,ordinary_sensitivity,9,6,8,-0.14555287526039962
Gemma,ordinary_sensitivity,9,6,9,-0.17427012761303634
Gemma,ordinary_sensitivity,9,7,1,-0.03279823472704189
Gemma,ordinary_sensitivity,9,7,2,0.029018844393887466
Gemma,ordinary_sensitivity,9,7,3,0.36915699713460487
Gemma,ordinary_sensitivity,9,7,4,0.08220928219624823
Gemma,ordinary_sensitivity,9,7,5,-0.06111708753815082
Gemma,ordinary_sensitivity,9,7,6,-0.05490263155917462
Gemma,ordinary_sensitivity,9,7,7,1.0000000000000002
Gemma,ordinary_sensitivity,9,7,8,0.2712199085775485
Gemma,ordinary_sensitivity,9,7,9,-0.16613894131819615
Gemma,ordinary_sensitivity,9,8,1,0.18089716436768186
Gemma,ordinary_sensitivity,9,8,2,-0.3586650407797756
Gemma,ordinary_sensitivity,9,8,3,0.1970545313378896
Gemma,ordinary_sensitivity,9,8,4,-0.032062176340534945
Gemma,ordinary_sensitivity,9,8,5,0.1253170957500998
Gemma,ordinary_sensitivity,9,8,6,-0.14555287526039962
Gemma,ordinary_sensitivity,9,8,7,0.2712199085775485
Gemma,ordinary_sensitivity,9,8,8,0.9999999999999997
Gemma,ordinary_sensitivity,9,8,9,-0.4116123948754008
Gemma,ordinary_sensitivity,9,9,1,-0.5139381742580604
Gemma,ordinary_sensitivity,9,9,2,0.25827561767212726
Gemma,ordinary_sensitivity,9,9,3,-0.49468786743649157
Gemma,ordinary_sensitivity,9,9,4,0.4347022918032126
Gemma,ordinary_sensitivity,9,9,5,0.005925057378447399
Gemma,ordinary_sensitivity,9,9,6,-0.17427012761303634
Gemma,ordinary_sensitivity,9,9,7,-0.16613894131819615
Gemma,ordinary_sensitivity,9,9,8,-0.4116123948754008
Gemma,ordinary_sensitivity,9,9,9,0.9999999999999998
