model,trait,factor,full_sample_pattern_loading,bootstrap_mean,bootstrap_sd,bootstrap_q05,bootstrap_q95
Qwen,accommodating,Qwen_F4,0.050128551105999494,0.05093351139904399,0.048740879944475776,-0.04004211852607917,0.11219424631718972
Qwen,accommodating,Qwen_F5,-0.5624060651734024,-0.5570085294030068,0.02612988503372026,-0.5866004356949927,-0.5139933844376545
Qwen,acerbic,Qwen_F1,-0.931966649501086,-0.9263818773262166,0.028191122126529113,-0.9494532499004513,-0.8773600186820172
Qwen,acerbic,Qwen_F2,-0.21044910610113826,-0.20637024776196916,0.026270333205007903,-0.2456067465393134,-0.16691929772623965
Qwen,acerbic,Qwen_F3,-0.03567678853827149,-0.04144633385562478,0.018932992323240767,-0.06887384553063172,-0.02003480180225951
Qwen,acerbic,Qwen_F4,-0.02816124161088595,-0.03426223977937173,0.01400769146893251,-0.05719374107333836,-0.018118379602227692
Qwen,acerbic,Qwen_F5,0.2105155527472248,0.22386616267487364,0.05448813227530883,0.17641757671845942,0.3003695892842534
Qwen,adaptable,Qwen_F1,-0.04295756256751276,-0.06024228186902856,0.060326003703829165,-0.1361071945011467,0.028756915397046553
Qwen,adaptable,Qwen_F2,0.529646898280328,0.5230443129381269,0.056756940175279935,0.4039378035185722,0.581593895961405
Qwen,adaptable,Qwen_F3,0.5558960992004778,0.5551659861413725,0.03462575781517841,0.48985086961453567,0.5995269001711154
Qwen,adaptable,Qwen_F4,-0.2751049463819462,-0.27517033639638055,0.04500918088892351,-0.3499350031338028,-0.22225979386739944
Qwen,adaptable,Qwen_F5,-0.38670373159261695,-0.3875372714566631,0.025408338997039107,-0.42261074357622647,-0.35083261373221464
Qwen,adventurous,Qwen_F1,-0.7372915893102048,-0.7231447683714738,0.03586119896147912,-0.7684465498864504,-0.6469786439860447
Qwen,adventurous,Qwen_F2,0.16133315905511325,0.16398080515665447,0.016619140399229786,0.1407732316578507,0.1855723260260804
Qwen,adventurous,Qwen_F3,-0.1033851250269568,-0.10714088421255334,0.017317433559069784,-0.13739222105936136,-0.08302611446329632
Qwen,adventurous,Qwen_F4,-0.37596748504482014,-0.3818312940253877,0.018830623249945267,-0.4170809583260165,-0.35818258410870324
Qwen,adventurous,Qwen_F5,0.06313530536415732,0.063554381016897,0.03399895104252149,0.02133085852384769,0.12635991186026993
Qwen,agreeable,Qwen_F1,0.8267466337116306,0.7982129435970801,0.0924533865752131,0.6398627296462784,0.8860154157815286
Qwen,agreeable,Qwen_F2,0.17057608567146443,0.15380741182018193,0.058480124123463574,0.0584384936477158,0.23948196995081195
Qwen,agreeable,Qwen_F3,0.03338000232677499,0.026960651359476125,0.01820009055123237,-0.0013090988438400886,0.055000522482205466
Qwen,agreeable,Qwen_F4,0.06780820762713957,0.08669568008402215,0.039672442068996824,0.04338382937881521,0.14864034245703134
Qwen,agreeable,Qwen_F5,-0.39987767767923116,-0.4242857145735982,0.09685067319957812,-0.5870767062365363,-0.32283082221265164
Qwen,altruistic,Qwen_F1,0.6563972662218105,0.6270531518745608,0.10401692650900478,0.44449762309305685,0.7316613936538432
Qwen,altruistic,Qwen_F2,0.2837540549148045,0.257896522052037,0.034735389817592374,0.20698387830862794,0.3031043199609116
Qwen,altruistic,Qwen_F3,-0.5273545391468103,-0.5292172590440111,0.03231747165777819,-0.5801332814845902,-0.48324198959782183
Qwen,altruistic,Qwen_F4,-0.09143068757284813,-0.07231447548006445,0.052431595052946124,-0.17108757155637153,-0.008011667334680055
Qwen,altruistic,Qwen_F5,-0.4291158789454124,-0.46070985377203544,0.09028816526416815,-0.6056345429928367,-0.3380855928684222
Qwen,analytical,Qwen_F1,0.48120336943107245,0.47107368878699124,0.02818660867072012,0.4261949292502213,0.5112192740782734
Qwen,analytical,Qwen_F2,-0.4224218888205393,-0.42688659485415686,0.04031435356656964,-0.4919420670196575,-0.3679157722038373
Qwen,analytical,Qwen_F3,0.4907173008738225,0.48549305549219957,0.028312079028079026,0.44331117376600826,0.5166759334483488
Qwen,analytical,Qwen_F4,0.07568416438646978,0.07568663494644404,0.03695285265212267,0.04233567827900499,0.12081642361550704
Qwen,analytical,Qwen_F5,0.2012690841329176,0.2011540889029325,0.029576920856833923,0.16828909483384472,0.2515450109928385
Qwen,animated,Qwen_F1,-0.757608454743082,-0.7540003857819053,0.02317746613645495,-0.7882850727537375,-0.7136692567834407
Qwen,animated,Qwen_F2,0.2920715075399734,0.28358851138298485,0.03624029254318101,0.22489192483562312,0.3275266484578535
Qwen,animated,Qwen_F3,0.05587896637345585,0.04684636388984866,0.017298204524113507,0.017501323424400105,0.07568630008540252
Qwen,animated,Qwen_F4,-0.27251269753920365,-0.26952839847195914,0.027852692513777654,-0.2961193991733558,-0.23527399293998164
Qwen,animated,Qwen_F5,-0.065669999250009,-0.07595861325633048,0.015759285254091662,-0.09984289069981347,-0.052133557982462095
Qwen,anthropocentric,Qwen_F1,-0.12008748956295724,-0.08380643062715447,0.08587820837933052,-0.17264250636672474,0.04533328873173989
Qwen,anthropocentric,Qwen_F2,-0.09963292621678282,-0.0870075603205438,0.03724506851366557,-0.14220868767738754,-0.04543889338837248
Qwen,anthropocentric,Qwen_F3,0.4777493849923944,0.49037237808458867,0.029994074436252495,0.4438880980726215,0.5330783573869513
Qwen,anthropocentric,Qwen_F4,0.32973337719299256,0.3177599119021643,0.035881901843668365,0.25291490843711006,0.36631743629333363
Qwen,anthropocentric,Qwen_F5,0.6243725941550063,0.6349424323403452,0.048655950668490315,0.5694704777817673,0.7036985832765978
Qwen,anxious,Qwen_F1,-0.9842541715353166,-0.9662392029506078,0.03340858604567685,-0.9976580778759854,-0.9100171532444647
Qwen,anxious,Qwen_F2,0.06840378298505768,0.07892457115497366,0.04848676076842127,0.023773530548986767,0.17011808729072433
Qwen,anxious,Qwen_F3,0.23847787808554763,0.2433391733117909,0.022901696715557498,0.21376832485506078,0.26956271744596083
Qwen,anxious,Qwen_F4,0.09738982701598924,0.0886068865878212,0.03467288900368776,0.04089695279477394,0.12920962923457208
Qwen,anxious,Qwen_F5,-0.15119959214200698,-0.13192407307797713,0.06158320042885873,-0.20080797145218607,-0.04399413950305262
Qwen,arrogant,Qwen_F1,-0.754004218666263,-0.7339013882355434,0.061725776755330995,-0.7899971869864513,-0.615264644347585
Qwen,arrogant,Qwen_F2,-0.1379456903773121,-0.1314522959905194,0.03789047862658317,-0.1768895254144579,-0.0620777791627305
Qwen,arrogant,Qwen_F3,-0.314219652118872,-0.3221868660568813,0.026318989071134207,-0.36031033230634346,-0.2876884359540825
Qwen,arrogant,Qwen_F4,-0.07354095749975345,-0.0870934396344338,0.020993370561548427,-0.11489792656735066,-0.057174058654243326
Qwen,arrogant,Qwen_F5,0.33992344009241665,0.35413409241938815,0.06344937419997537,0.28050220038338564,0.4544772905914863
Qwen,artistic,Qwen_F1,-0.44592547307474717,-0.4364252519656331,0.0257279392872068,-0.4735687364442641,-0.4032237550083869
Qwen,artistic,Qwen_F2,0.2502829739295504,0.251436453934932,0.018827284314526804,0.2237856676211065,0.2707337180160554
Qwen,artistic,Qwen_F3,-0.5229124152041507,-0.5275710650705324,0.021676295269981626,-0.5585978431472123,-0.49638615008864106
Qwen,artistic,Qwen_F4,-0.26645374066621696,-0.2678260194230585,0.024535888758405955,-0.3060412130698754,-0.23061740852963536
Qwen,artistic,Qwen_F5,-0.24690202745346218,-0.25259229246549675,0.01513420419802297,-0.2785577834919402,-0.22903101438351944
Qwen,ascetic,Qwen_F1,0.24187007983389303,0.2546240096622543,0.04699465620725928,0.20515264242368778,0.31081980078172694
Qwen,ascetic,Qwen_F2,0.044792000245493166,0.04640799672286093,0.05754924745212732,-0.04399072548452313,0.13706652892702217
Qwen,ascetic,Qwen_F3,-0.9503858767524757,-0.9421452802021382,0.014849709917865203,-0.958342677578076,-0.9147128935975625
Qwen,ascetic,Qwen_F4,-0.011608886024521151,-0.006186168818042455,0.03420978052862732,-0.05125054962778069,0.045018478647102796
Qwen,ascetic,Qwen_F5,0.07293666099332996,0.07061087285450163,0.02815840855133143,0.028549979717998837,0.11520289242828191
Qwen,assertive,Qwen_F1,-0.667277553558476,-0.6350554378142335,0.10223496885328086,-0.7320608181798934,-0.42924574349833716
Qwen,assertive,Qwen_F2,0.19512283104279537,0.20566235849715678,0.04057921239106898,0.1544241394769423,0.2771721217817818
Qwen,assertive,Qwen_F3,-0.20911899054621094,-0.20585331724763245,0.032869550709796067,-0.26682111227050703,-0.1678107415075865
Qwen,assertive,Qwen_F4,-0.1958501733600541,-0.21563820336239545,0.03682510135514801,-0.2589426390858243,-0.1709379573200712
Qwen,assertive,Qwen_F5,0.4838210230175631,0.4920710921177611,0.07453174582492762,0.39373036695494534,0.6358203229925927
Qwen,avoidant,Qwen_F1,0.19322500725197472,0.14897705090451874,0.1102964744131818,-0.03989658539133104,0.2629280929083103
Qwen,avoidant,Qwen_F2,-0.10221663784216319,-0.1152619330489046,0.04015378045513717,-0.1738406298317,-0.07464470975421594
Qwen,avoidant,Qwen_F3,0.3784688579839853,0.36465592407107117,0.038397183069275455,0.305990731066847,0.41640244861059944
Qwen,avoidant,Qwen_F4,0.6749151275572466,0.693335346988494,0.04737024379905537,0.6235824481126166,0.7625078554232929
Qwen,avoidant,Qwen_F5,-0.20942894017039587,-0.22351614793734279,0.057615518327243424,-0.3252574516226338,-0.13852722377609106
Qwen,benevolent,Qwen_F1,0.38973637202414585,0.3614781441210581,0.10155670477873213,0.25511118501348534,0.5111325779371538
Qwen,benevolent,Qwen_F2,0.5355360929512805,0.5231499865969627,0.043249776875447246,0.4503408996062655,0.5681293391584453
Qwen,benevolent,Qwen_F3,0.027313482096585604,0.031853294424931684,0.031061638139230647,-0.018886595664932726,0.08437335458624358
Qwen,benevolent,Qwen_F4,-0.10379691530179996,-0.09571496687949645,0.04797679649451154,-0.16545244083512683,-0.018726057922900413
Qwen,benevolent,Qwen_F5,-0.5541635648527011,-0.5728363894588314,0.06042616107721213,-0.6771989112786169,-0.5073911289144584
Qwen,big_picture,Qwen_F1,0.5468171453048442,0.5687708315131645,0.05864220994246599,0.5010256661149279,0.6517091079556548
Qwen,big_picture,Qwen_F2,0.0006303008515226413,0.0052099103651688326,0.047006236546985984,-0.06872924303284693,0.07994992417385169
Qwen,big_picture,Qwen_F3,-0.6763754563774786,-0.6600415305355714,0.04520606790408459,-0.7215857444352145,-0.6005238587175414
Qwen,big_picture,Qwen_F4,-0.47985273568562664,-0.48038792658633483,0.037175709702896735,-0.5259396752155698,-0.43516248011549574
Qwen,big_picture,Qwen_F5,0.1315092529935113,0.1273847205131586,0.04218115322313217,0.07830378325341779,0.18332620436927213
Qwen,bitter,Qwen_F1,-0.9356720047756607,-0.9206072142056995,0.0417761576169383,-0.955058566930327,-0.849018143736599
Qwen,bitter,Qwen_F2,0.007116765560117789,0.01932299165057253,0.03952363435715896,-0.029103770689067575,0.08029678393766526
Qwen,bitter,Qwen_F3,-0.11715699613611913,-0.11514152433682849,0.012873027320425591,-0.13580564551283025,-0.0981233994299461
Qwen,bitter,Qwen_F4,-0.040222488925646324,-0.05106285808270135,0.024791499205088934,-0.08732868194013353,-0.02843402295735334
Qwen,bitter,Qwen_F5,0.10670104210664005,0.12195099464797307,0.06155129083263438,0.060727414134114005,0.22163885315072876
Qwen,blunt,Qwen_F1,-0.6421359033906676,-0.6187186868690088,0.10978565100693374,-0.730373638779074,-0.426674833429721
Qwen,blunt,Qwen_F2,-0.20885786995711178,-0.19185081847309765,0.05247420408981832,-0.2551051227604578,-0.11423185393957941
Qwen,blunt,Qwen_F3,0.3964884542362438,0.4025170027767844,0.021376580077636393,0.37436291047954423,0.43263523574206764
Qwen,blunt,Qwen_F4,-0.028560656142677728,-0.043566709794705165,0.040546235309069076,-0.09797694806405037,0.005002903126947884
Qwen,blunt,Qwen_F5,0.568608403973341,0.5835925385529851,0.08488965360238712,0.4960253361194337,0.7243575622785433
Qwen,bombastic,Qwen_F1,-0.3744007607083552,-0.355746270768134,0.05259063842704558,-0.4284844824013073,-0.2732866523450772
Qwen,bombastic,Qwen_F2,-0.21100120538362815,-0.21769025099147252,0.035675254846505106,-0.2737032226097492,-0.17397507608153684
Qwen,bombastic,Qwen_F3,-0.6942780856122363,-0.7158715979496063,0.03475626827330963,-0.7735417386853447,-0.6677484083257375
Qwen,bombastic,Qwen_F4,-0.15067868041795277,-0.14755148503726395,0.0360704592480874,-0.19572615386609404,-0.0971567507677882
Qwen,bombastic,Qwen_F5,0.20415855389252666,0.1961646817652389,0.028528093606469865,0.15517625995567227,0.2456414591370469
Qwen,calculating,Qwen_F1,0.846684393356844,0.8336979980154953,0.034026929842617536,0.778120523682276,0.8705200125236651
Qwen,calculating,Qwen_F2,-0.25945919701609915,-0.26638864797697626,0.06255123298261876,-0.37073642332919665,-0.1747623595620564
Qwen,calculating,Qwen_F3,0.04422589278397081,0.030050525859136396,0.02764813662028995,-0.025108976316858947,0.06430413853615517
Qwen,calculating,Qwen_F4,-0.14405693825157984,-0.13837369965349047,0.04392718305663146,-0.18370702085128465,-0.08396312849468886
Qwen,calculating,Qwen_F5,0.2520571333728895,0.2336018870407325,0.06310035698745046,0.15219601950969475,0.31411290309959894
Qwen,callous,Qwen_F1,-0.5179564313867318,-0.4888838270985712,0.09833161581155703,-0.6248601169031075,-0.37053797945953654
Qwen,callous,Qwen_F2,-0.4791181566678623,-0.4689765363789936,0.051347250587771835,-0.5212021368985879,-0.370768229032808
Qwen,callous,Qwen_F3,-0.12149209449954251,-0.12518982358395941,0.03223792654023275,-0.17608192674793843,-0.07708737368426384
Qwen,callous,Qwen_F4,0.1066784100201116,0.09634153230408796,0.041838068479121096,0.03009203233016559,0.156874589787321
Qwen,callous,Qwen_F5,0.5300851742948037,0.5516518657585981,0.07117652359809576,0.4753429136728319,0.6636538935695834
Qwen,calm,Qwen_F1,0.9076165735070677,0.8933146041691511,0.04061405243610546,0.8171039140064119,0.9341009995719833
Qwen,calm,Qwen_F2,-0.12083316966871904,-0.1294781192725525,0.0366947905439246,-0.19396549278824152,-0.08754000178153688
Qwen,calm,Qwen_F3,0.1077355584693676,0.10331982380257898,0.01642521511078352,0.07805000735846233,0.12675568469904228
Qwen,calm,Qwen_F4,0.06329680514919654,0.07218076416276091,0.025586411212077,0.04696652169019593,0.11071363671229241
Qwen,calm,Qwen_F5,-0.060982617548311156,-0.06947565012092363,0.05420166084596108,-0.16577081126273216,-0.010244049824694767
Qwen,casual,Qwen_F1,-0.7585370801358938,-0.7481265922687083,0.037791854714184725,-0.7933423889026252,-0.6810496152206525
Qwen,casual,Qwen_F2,0.37938143898558185,0.3757641439924794,0.022162744167036504,0.34287404479940836,0.39924255724165053
Qwen,casual,Qwen_F3,0.3030881335738618,0.30016586014784885,0.03188763358013086,0.2571670710754442,0.3459929731110636
Qwen,casual,Qwen_F4,-0.05998398185652169,-0.06246022255522014,0.04012898360078518,-0.12602885210645967,-0.023698142301153198
Qwen,casual,Qwen_F5,-0.1958482400243812,-0.18625779846013069,0.034831537428228365,-0.22887893777987445,-0.1403126918076102
Qwen,cautious,Qwen_F1,0.3689817873289292,0.3534075606806546,0.05395608651522847,0.2885599884982561,0.43013478656612414
Qwen,cautious,Qwen_F2,-0.6995506274450912,-0.689528096335789,0.03604566915679885,-0.7350194820338184,-0.6127856637689049
Qwen,cautious,Qwen_F3,0.24630232104520175,0.2486636247455726,0.03814630768890955,0.19781650280705762,0.3048150996784376
Qwen,cautious,Qwen_F4,0.26088480548437937,0.26085482645279673,0.03709302290967119,0.2155052789765998,0.31649722470583863
Qwen,cautious,Qwen_F5,-0.11534638690977782,-0.09151251022772573,0.040804971468910864,-0.14403142237539196,-0.029825889455054752
Qwen,challenging,Qwen_F1,-0.671254116211178,-0.6336968377412611,0.09861762994700811,-0.7453823760715234,-0.4923307048243934
Qwen,challenging,Qwen_F2,-0.4234579519516042,-0.3995545713166514,0.05403856593561356,-0.4773164515833517,-0.3205553014211182
Qwen,challenging,Qwen_F3,-0.09652407052090657,-0.0882840994306944,0.030525288400185365,-0.1255736909894659,-0.037641833562854075
Qwen,challenging,Qwen_F4,-0.3082918735417529,-0.3282486374109302,0.05344571175397699,-0.4049806785406984,-0.2561760957513065
Qwen,challenging,Qwen_F5,0.2725641277389037,0.30726863636504886,0.09326283927496468,0.19763969735173373,0.45583599984616796
Qwen,chaotic,Qwen_F1,-0.759973750866268,-0.7499738572515862,0.023829619897092993,-0.7764951038443658,-0.7125225746187834
Qwen,chaotic,Qwen_F2,-0.05768513981067953,-0.04958934410176022,0.013765311360750248,-0.07304831610223568,-0.024332298505742592
Qwen,chaotic,Qwen_F3,-0.20845629685225314,-0.2139734987626646,0.021110941342169287,-0.24217829080425685,-0.1805462994714887
Qwen,chaotic,Qwen_F4,-0.3670859420636589,-0.3721577898984695,0.01672618189190444,-0.3976423275434038,-0.34851024455189206
Qwen,chaotic,Qwen_F5,-0.060697289190559625,-0.049239998660401914,0.04083496782462091,-0.09503037437434923,0.007864589343670273
Qwen,charismatic,Qwen_F1,-0.5753309183340302,-0.5584994788116272,0.03565215083326923,-0.6134994719523412,-0.487377914276256
Qwen,charismatic,Qwen_F2,0.3098153694390302,0.3096521399920896,0.02938321892339603,0.2631822020277919,0.34197327939287486
Qwen,charismatic,Qwen_F3,-0.26430668067316837,-0.27214621467820654,0.022723099854026676,-0.31650214302440527,-0.24418452405009927
Qwen,charismatic,Qwen_F4,-0.3852282433865139,-0.39231506320473947,0.02122979628978138,-0.4234413861426178,-0.36406636485045457
Qwen,charismatic,Qwen_F5,0.02054607785761384,0.012883643008293677,0.016420915925925997,-0.005312634019588029,0.03968206366895501
Qwen,chill,Qwen_F1,0.4996311129785227,0.4663906703542603,0.10341140541883334,0.3043633828057847,0.5952257687792859
Qwen,chill,Qwen_F2,0.27210738628025055,0.2655444463251521,0.04974258751910143,0.18162850872117858,0.3340680977389087
Qwen,chill,Qwen_F3,0.2538645886078402,0.2536742913480562,0.02858234173878869,0.20288176936609528,0.28933601680304977
Qwen,chill,Qwen_F4,0.009117277609335684,0.025081671482092765,0.03320099887171724,-0.027822913189472658,0.08032442975639612
Qwen,chill,Qwen_F5,-0.60333596033196,-0.6198038559508532,0.06727810150623242,-0.7159539864865365,-0.5352117941527709
Qwen,circumspect,Qwen_F1,0.6860530407654811,0.6793912474869929,0.08924036041860796,0.4945991742191013,0.7897676105155481
Qwen,circumspect,Qwen_F2,-0.2785348757246094,-0.2797834914667614,0.03627822115209722,-0.33392778923766536,-0.2243619400240429
Qwen,circumspect,Qwen_F3,-0.2139115989086576,-0.2197241132238089,0.036675923631420596,-0.2719789068975139,-0.1610500450644576
Qwen,circumspect,Qwen_F4,-0.1686224578675994,-0.16309680751591454,0.028186544271625934,-0.2024617574726642,-0.13379056654686572
Qwen,circumspect,Qwen_F5,-0.6747065597310167,-0.6681008158122314,0.05129215759470214,-0.750686344008185,-0.6034500820286637
Qwen,closure_seeking,Qwen_F1,0.07624985146830247,0.09242843262665654,0.06756750152181527,-7.125197600088822e-06,0.18378008601442142
Qwen,closure_seeking,Qwen_F2,0.2106002780884332,0.19600501442281268,0.048247466717839874,0.12550644591374707,0.26897972485694166
Qwen,closure_seeking,Qwen_F3,-0.06598898271386744,-0.07731102019725224,0.043417900088351995,-0.15876574154256914,-0.023166230007632873
Qwen,closure_seeking,Qwen_F4,0.25610097847204033,0.2650726017697505,0.0512607664121646,0.20506911761363508,0.3289004201370074
Qwen,closure_seeking,Qwen_F5,0.99467965692181,0.9762718737762809,0.05512982467420192,0.8834830814826042,1.0248672203231461
Qwen,collaborative,Qwen_F1,0.47539128527188096,0.41457478208597837,0.14513070634805336,0.20086316928656023,0.5865993089018198
Qwen,collaborative,Qwen_F2,0.2442881852331448,0.20865400907612722,0.10120046891940268,0.017168338702138783,0.33825261640143983
Qwen,collaborative,Qwen_F3,0.38553522167196136,0.3795187615213263,0.04722883338433928,0.311312078802211,0.4575148082369367
Qwen,collaborative,Qwen_F4,-0.16833260595564306,-0.14436048569711363,0.07382741561842421,-0.2604038330437248,-0.05485110599855132
Qwen,collaborative,Qwen_F5,-0.48899803924633706,-0.5289594518191383,0.11467143227334912,-0.7049998257259453,-0.37295446714564146
Qwen,collectivistic,Qwen_F1,0.7847406984749506,0.7452563745538786,0.10363970598161558,0.5397077534454037,0.8487569099925867
Qwen,collectivistic,Qwen_F2,0.14155972355440688,0.1037578134448995,0.05089370889455937,0.004824183177409389,0.1642028945161818
Qwen,collectivistic,Qwen_F3,-0.514076472862414,-0.5234019350909115,0.03348538506739927,-0.5675015683366874,-0.48185159732176686
Qwen,collectivistic,Qwen_F4,-0.0029377655767893543,0.024226449574225824,0.06681625885118866,-0.08677244913727925,0.10531115823235913
Qwen,collectivistic,Qwen_F5,-0.2708007983938595,-0.30822725176389637,0.10933857888722222,-0.48515596507367886,-0.15970197796356586
Qwen,competitive,Qwen_F1,-0.7388878836548853,-0.7105932746754263,0.08688516407767928,-0.8033387597901542,-0.5496813572262991
Qwen,competitive,Qwen_F2,-0.04827260462809636,-0.03732012117513142,0.025478410329244087,-0.06638599389616684,0.007885126522902306
Qwen,competitive,Qwen_F3,-0.10223846133768345,-0.10915875804788397,0.028625102216882976,-0.15000170954476935,-0.07015340035269328
Qwen,competitive,Qwen_F4,-0.12063775961745365,-0.13612942434234165,0.029950454764534642,-0.18813195259307083,-0.08269781141015246
Qwen,competitive,Qwen_F5,0.48981425528202094,0.5050571214829138,0.07303429831167497,0.4070358554383098,0.6200689394760287
Qwen,conceptual,Qwen_F1,0.28669955578433,0.3049715940371875,0.05607923382365519,0.24028006625131101,0.380131290096473
Qwen,conceptual,Qwen_F2,-0.38587619428605885,-0.3730150050722315,0.053212517490152246,-0.43515954458005274,-0.2822276381136355
Qwen,conceptual,Qwen_F3,-0.8057459644981558,-0.7953616566744716,0.04674483168588862,-0.8809444785586434,-0.744131823575669
Qwen,conceptual,Qwen_F4,-0.2290734353028932,-0.22584744817992392,0.03804664828071252,-0.27207397691983254,-0.18592433290485436
Qwen,conceptual,Qwen_F5,-0.007615796659402603,-0.0001062451124376463,0.036836879950518396,-0.041163706009168785,0.0601041659966592
Qwen,conciliatory,Qwen_F1,0.7926460815846794,0.7682515617782786,0.07532412626817385,0.628569485651926,0.8463585504690034
Qwen,conciliatory,Qwen_F2,0.0704180294626825,0.05726121084079332,0.05089253688448735,-0.031064939900726545,0.11538111745364578
Qwen,conciliatory,Qwen_F3,0.24856799303844226,0.24783085833496096,0.02346227601990599,0.22205545303109595,0.2847735000814466
Qwen,conciliatory,Qwen_F4,0.0966268480093209,0.11212048848011742,0.03188871271580551,0.07645476295754713,0.15804440885409232
Qwen,conciliatory,Qwen_F5,-0.3265806055975034,-0.345457087144334,0.08199977538327162,-0.4822780002042035,-0.25404191657605923
Qwen,concise,Qwen_F1,-0.18005469831274146,-0.18525556674907415,0.05597010014298335,-0.25667360645062104,-0.09815109110745929
Qwen,concise,Qwen_F2,0.7854125176944702,0.7700006598942206,0.06050059728344248,0.6927973485593318,0.8560872166909331
Qwen,concise,Qwen_F3,-0.4333460487687195,-0.4275044685220478,0.05720469408950227,-0.5131788839241634,-0.35762953882401943
Qwen,concise,Qwen_F4,0.26260539728970506,0.27409637599723047,0.050429718985699444,0.20865395916055438,0.35341360277557454
Qwen,concise,Qwen_F5,0.15788042915823572,0.12860141419256427,0.05264558643496678,0.052790517515615566,0.20581811181440343
Qwen,condescending,Qwen_F1,-0.8723762220256776,-0.8653703665421928,0.021476929718014296,-0.8845647527918589,-0.82084279042416
Qwen,condescending,Qwen_F2,-0.1545320619284118,-0.15036050397898484,0.026329360426599904,-0.19150287602690344,-0.11345093578117064
Qwen,condescending,Qwen_F3,-0.29412202435638024,-0.30596092539450137,0.028321392616870524,-0.35295808822260355,-0.272788736581042
Qwen,condescending,Qwen_F4,-0.04555467048304823,-0.0525592496486458,0.012787032071961997,-0.068401538518291,-0.030508915095713015
Qwen,condescending,Qwen_F5,0.10631296718290258,0.11649228595416476,0.041179722712355545,0.07844447889646548,0.1804125689913333
Qwen,confident,Qwen_F1,-0.37162672812546377,-0.33454144335876984,0.10525149545121419,-0.45611008633240097,-0.15200934998594373
Qwen,confident,Qwen_F2,0.14212394228941186,0.14524031863316045,0.03346368785395511,0.09752728598093154,0.1973080972349042
Qwen,confident,Qwen_F3,-0.45884278689740576,-0.4675058814612799,0.03895760846317372,-0.5362655408462305,-0.42747741298192893
Qwen,confident,Qwen_F4,-0.13180742496264794,-0.1449852387778316,0.026388334813654487,-0.18936993033017918,-0.10337611916194972
Qwen,confident,Qwen_F5,0.6782699499133328,0.6760407142756139,0.05358162565222122,0.593671336406297,0.7393470298208451
Qwen,confrontational,Qwen_F1,-0.6199630242103332,-0.5823729799213891,0.12260279235266854,-0.7142381245388162,-0.3714923502063329
Qwen,confrontational,Qwen_F2,-0.1854490692644513,-0.17031594397619007,0.0623599783160004,-0.26096688906785015,-0.07763355336319412
Qwen,confrontational,Qwen_F3,-0.05985560299793648,-0.05079881955244918,0.025588754394667308,-0.08906162004957446,-0.010530662632854751
Qwen,confrontational,Qwen_F4,-0.18947383143141408,-0.21007826211491717,0.04562471581958747,-0.27934654292376604,-0.14870664652761256
Qwen,confrontational,Qwen_F5,0.5608615849259142,0.5795605455203132,0.09163441295841795,0.47457214589403596,0.7347616293929082
