model,replicate,factor,congruence,loading_correlation,min_subspace_canonical,matched_original_axis,sign_correction,procrustes_relative_error
Qwen,7,Qwen_F5,0.9981401917409762,0.9981457945002425,0.9970658228321776,5,1,0.04461222327941087
Qwen,8,Qwen_F1,0.9963957889218235,0.9961980789123019,0.969432264685288,1,1,0.07847772776460905
Qwen,8,Qwen_F2,0.9946919625257638,0.9948033657699539,0.969432264685288,5,1,0.07847772776460905
Qwen,8,Qwen_F3,0.997863349012687,0.9976432263190741,0.969432264685288,3,1,0.07847772776460905
Qwen,8,Qwen_F4,0.9919066163425289,0.9904879106227629,0.969432264685288,4,1,0.07847772776460905
Qwen,8,Qwen_F5,0.9873165220413848,0.9872544256673003,0.969432264685288,2,-1,0.07847772776460905
Qwen,9,Qwen_F1,0.997337379205673,0.9971345059217908,0.9896590441598879,1,1,0.053618470565445595
Qwen,9,Qwen_F2,0.9972029601472627,0.9976268837459792,0.9896590441598879,2,1,0.053618470565445595
Qwen,9,Qwen_F3,0.9990215021993241,0.9989546971254858,0.9896590441598879,3,1,0.053618470565445595
Qwen,9,Qwen_F4,0.9959694234635773,0.9954632051619999,0.9896590441598879,4,1,0.053618470565445595
Qwen,9,Qwen_F5,0.9914038180383242,0.9918201388272364,0.9896590441598879,5,1,0.053618470565445595
Qwen,10,Qwen_F1,0.9969249321751961,0.9967773755577388,0.9644639067767369,1,1,0.08382409328739521
Qwen,10,Qwen_F2,0.987677322687669,0.9878320507626882,0.9644639067767369,3,-1,0.08382409328739521
Qwen,10,Qwen_F3,0.9979628224230161,0.9977927901294776,0.9644639067767369,2,1,0.08382409328739521
Qwen,10,Qwen_F4,0.9957275625211631,0.9951929068801207,0.9644639067767369,4,1,0.08382409328739521
Qwen,10,Qwen_F5,0.9912559599514749,0.9912206050256036,0.9644639067767369,5,1,0.08382409328739521
Qwen,11,Qwen_F1,0.990228330204397,0.9894261236549342,0.948742265012302,1,1,0.11862415894085089
Qwen,11,Qwen_F2,0.9846685838581735,0.9846274212849321,0.948742265012302,5,1,0.11862415894085089
Qwen,11,Qwen_F3,0.997866253186757,0.9978278335554753,0.948742265012302,3,1,0.11862415894085089
Qwen,11,Qwen_F4,0.9923203608503208,0.991148248648347,0.948742265012302,4,1,0.11862415894085089
Qwen,11,Qwen_F5,0.9738640743383474,0.9741188280445506,0.948742265012302,2,-1,0.11862415894085089
Qwen,12,Qwen_F1,0.9939797554314377,0.9934782608464469,0.9313074341155286,1,1,0.1068246143919788
Qwen,12,Qwen_F2,0.9741731200664211,0.9741628448842956,0.9313074341155286,2,1,0.1068246143919788
Qwen,12,Qwen_F3,0.9962899537077413,0.9960661212267843,0.9313074341155286,3,1,0.1068246143919788
Qwen,12,Qwen_F4,0.9914564212798235,0.9900451771120186,0.9313074341155286,4,1,0.1068246143919788
Qwen,12,Qwen_F5,0.9755623966037223,0.9754450776631134,0.9313074341155286,5,1,0.1068246143919788
Qwen,13,Qwen_F1,0.9973901586177544,0.9971791346859384,0.9592621093253928,1,1,0.0846389129465715
Qwen,13,Qwen_F2,0.983625632758216,0.9836066603266378,0.9592621093253928,2,1,0.0846389129465715
Qwen,13,Qwen_F3,0.9969264274912796,0.9966096813505343,0.9592621093253928,3,1,0.0846389129465715
Qwen,13,Qwen_F4,0.9958092800588948,0.9950881538112214,0.9592621093253928,4,1,0.0846389129465715
Qwen,13,Qwen_F5,0.9771525834914168,0.9771143202674207,0.9592621093253928,5,1,0.0846389129465715
Qwen,14,Qwen_F1,0.9990666557296846,0.9989945370425024,0.984905912687902,1,1,0.05579517314055387
Qwen,14,Qwen_F2,0.9951444103752802,0.9952040010166698,0.984905912687902,2,1,0.05579517314055387
Qwen,14,Qwen_F3,0.9980073995587929,0.997833040864303,0.984905912687902,3,1,0.05579517314055387
Qwen,14,Qwen_F4,0.9948939447505355,0.9939915112591075,0.984905912687902,4,1,0.05579517314055387
Qwen,14,Qwen_F5,0.9918233744921886,0.9918591648154965,0.984905912687902,5,1,0.05579517314055387
Qwen,15,Qwen_F1,0.9974036499154884,0.9971903021566557,0.9955138899022142,1,1,0.05177484343302745
Qwen,15,Qwen_F2,0.9962573888759101,0.9962673676329864,0.9955138899022142,2,-1,0.05177484343302745
Qwen,15,Qwen_F3,0.9993948726831331,0.9993348644860008,0.9955138899022142,3,1,0.05177484343302745
Qwen,15,Qwen_F4,0.9948297377266061,0.9938812238134663,0.9955138899022142,4,1,0.05177484343302745
Qwen,15,Qwen_F5,0.996586628716359,0.9965879106874693,0.9955138899022142,5,1,0.05177484343302745
Qwen,16,Qwen_F1,0.9954658490602195,0.9952948132803006,0.9893934684253157,1,1,0.0644737698414204
Qwen,16,Qwen_F2,0.9966396764175888,0.9966407939494867,0.9893934684253157,2,1,0.0644737698414204
Qwen,16,Qwen_F3,0.9987849486561414,0.9987032465633563,0.9893934684253157,3,1,0.0644737698414204
Qwen,16,Qwen_F4,0.9890396991638122,0.9869760633403621,0.9893934684253157,4,1,0.0644737698414204
Qwen,16,Qwen_F5,0.9945349482128729,0.9945099571488949,0.9893934684253157,5,1,0.0644737698414204
Qwen,17,Qwen_F1,0.9955612527418282,0.995467500621345,0.9891870765356353,1,1,0.07890920148257105
Qwen,17,Qwen_F2,0.9925369402553788,0.9928605169919836,0.9891870765356353,5,1,0.07890920148257105
Qwen,17,Qwen_F3,0.9952341030488168,0.9947657963646332,0.9891870765356353,3,1,0.07890920148257105
Qwen,17,Qwen_F4,0.9918055859531505,0.990258627585121,0.9891870765356353,4,1,0.07890920148257105
Qwen,17,Qwen_F5,0.996523842682605,0.9965556959104048,0.9891870765356353,2,-1,0.07890920148257105
Qwen,18,Qwen_F1,0.9679386262434188,0.9653259770547713,0.852611827413571,1,1,0.17640957419049777
Qwen,18,Qwen_F2,0.9535804554497904,0.9535805247590664,0.852611827413571,5,1,0.17640957419049777
Qwen,18,Qwen_F3,0.9932356124787984,0.9929471321279266,0.852611827413571,3,1,0.17640957419049777
Qwen,18,Qwen_F4,0.9604378069776595,0.9548248718090835,0.852611827413571,4,1,0.17640957419049777
Qwen,18,Qwen_F5,0.9303383925929403,0.9306394700018716,0.852611827413571,2,-1,0.17640957419049777
Qwen,19,Qwen_F1,0.997999754113541,0.9979692333716285,0.9850239935459821,1,1,0.06169818433691419
Qwen,19,Qwen_F2,0.9878571089131255,0.9880166542267838,0.9850239935459821,5,1,0.06169818433691419
Qwen,19,Qwen_F3,0.9973649885686008,0.9971047525104789,0.9850239935459821,3,1,0.06169818433691419
Qwen,19,Qwen_F4,0.993334856139935,0.9926240737388979,0.9850239935459821,4,1,0.06169818433691419
Qwen,19,Qwen_F5,0.9950836614916267,0.9952319469406432,0.9850239935459821,2,-1,0.06169818433691419
Llama,0,Llama_F1,0.997377123681058,0.9973324140771171,0.9880123265995572,1,1,0.11295418286094076
Llama,0,Llama_F2,0.9628739726831329,0.9588144235892414,0.9880123265995572,2,1,0.11295418286094076
Llama,0,Llama_F3,0.9830256547876015,0.9836626568654417,0.9880123265995572,3,1,0.11295418286094076
Llama,0,Llama_F4,0.5663687111953766,0.5434685753241415,0.9880123265995572,4,1,0.11295418286094076
Llama,0,Llama_F5,0.8275167075825068,0.8220272500879469,0.9880123265995572,5,1,0.11295418286094076
Llama,0,Llama_F6,0.8170911666099728,0.8269973101171365,0.9880123265995572,6,1,0.11295418286094076
Llama,1,Llama_F1,0.9981608718210053,0.9981427790251437,0.9934695634969088,1,1,0.0777763149974049
Llama,1,Llama_F2,0.9894461540808595,0.9890203567318789,0.9934695634969088,2,1,0.0777763149974049
Llama,1,Llama_F3,0.997014528066851,0.9972327392759537,0.9934695634969088,3,1,0.0777763149974049
Llama,1,Llama_F4,0.9402049681823373,0.9302500750826033,0.9934695634969088,4,1,0.0777763149974049
Llama,1,Llama_F5,0.9901182885294423,0.9907239590103062,0.9934695634969088,5,1,0.0777763149974049
Llama,1,Llama_F6,0.9872253570873057,0.9875693865776368,0.9934695634969088,6,1,0.0777763149974049
Llama,2,Llama_F1,0.9987247961624496,0.9987527253167312,0.9908666612420535,1,1,0.12595237588395142
Llama,2,Llama_F2,0.9454244445919325,0.9389937032401987,0.9908666612420535,2,1,0.12595237588395142
Llama,2,Llama_F3,0.9510356071861636,0.9538580507796537,0.9908666612420535,3,1,0.12595237588395142
Llama,2,Llama_F4,0.5377158961862871,0.5117361170427718,0.9908666612420535,4,-1,0.12595237588395142
Llama,2,Llama_F5,0.77583593671124,0.768848678405822,0.9908666612420535,5,-1,0.12595237588395142
Llama,2,Llama_F6,0.7926151545204102,0.8058369033841386,0.9908666612420535,6,-1,0.12595237588395142
Llama,3,Llama_F1,0.9961709317572047,0.9961408095788264,0.9893903584442005,1,1,0.08462779889094198
Llama,3,Llama_F2,0.9938060734554371,0.9933609850552938,0.9893903584442005,2,1,0.08462779889094198
Llama,3,Llama_F3,0.9963774954301101,0.9963758572938849,0.9893903584442005,3,1,0.08462779889094198
Llama,3,Llama_F4,0.989370627076572,0.9865208664342977,0.9893903584442005,4,-1,0.08462779889094198
Llama,3,Llama_F5,0.9874136266604207,0.9875249936678239,0.9893903584442005,5,-1,0.08462779889094198
Llama,3,Llama_F6,0.9947888213335121,0.9950643029045709,0.9893903584442005,6,-1,0.08462779889094198
Llama,4,Llama_F1,0.998524698264436,0.9984865762937486,0.9935039885459895,1,1,0.06924600939792429
Llama,4,Llama_F2,0.9969210663738716,0.9966293388442131,0.9935039885459895,2,1,0.06924600939792429
Llama,4,Llama_F3,0.9950912134215083,0.9951170524517248,0.9935039885459895,3,1,0.06924600939792429
Llama,4,Llama_F4,0.988131553897881,0.9852214437905951,0.9935039885459895,4,-1,0.06924600939792429
Llama,4,Llama_F5,0.967196240795991,0.9696561740334112,0.9935039885459895,5,-1,0.06924600939792429
Llama,4,Llama_F6,0.9932120804941363,0.993183500695131,0.9935039885459895,6,-1,0.06924600939792429
Llama,5,Llama_F1,0.9928068618172122,0.9927061652809946,0.9440242142088,1,1,0.1540107846564594
Llama,5,Llama_F2,0.9494739841407942,0.942344352475006,0.9440242142088,2,1,0.1540107846564594
Llama,5,Llama_F3,0.9756124673979973,0.9779001940508644,0.9440242142088,3,1,0.1540107846564594
Llama,5,Llama_F4,0.7712476852002864,0.7557254156912111,0.9440242142088,4,-1,0.1540107846564594
Llama,5,Llama_F5,0.6794484565810781,0.6978521060647133,0.9440242142088,5,-1,0.1540107846564594
Llama,5,Llama_F6,0.8400328237333201,0.8395477754526185,0.9440242142088,6,-1,0.1540107846564594
Llama,6,Llama_F1,0.9981046798483306,0.9980602658114156,0.9893886851353961,1,1,0.11838019055866102
Llama,6,Llama_F2,0.9431378535449628,0.9351595222432437,0.9893886851353961,2,1,0.11838019055866102
Llama,6,Llama_F3,0.9702411804871162,0.9740929665566237,0.9893886851353961,3,1,0.11838019055866102
Llama,6,Llama_F4,0.547095993842681,0.5234760560498243,0.9893886851353961,4,1,0.11838019055866102
Llama,6,Llama_F5,0.7913585701325828,0.7841162998948449,0.9893886851353961,5,1,0.11838019055866102
Llama,6,Llama_F6,0.8249948659428616,0.8301835479314121,0.9893886851353961,6,1,0.11838019055866102
Llama,7,Llama_F1,0.9963695375371425,0.9964644015233516,0.992475577672699,1,1,0.07686072815038035
Llama,7,Llama_F2,0.9951550623558102,0.9942341697629539,0.992475577672699,2,1,0.07686072815038035
Llama,7,Llama_F3,0.9952020124576664,0.9957579901528896,0.992475577672699,3,1,0.07686072815038035
Llama,7,Llama_F4,0.9926245795396762,0.9906884987478788,0.992475577672699,4,-1,0.07686072815038035
Llama,7,Llama_F5,0.9856916746314949,0.9852502821579647,0.992475577672699,5,-1,0.07686072815038035
Llama,7,Llama_F6,0.9975624207045272,0.9975646288348226,0.992475577672699,6,-1,0.07686072815038035
Llama,8,Llama_F1,0.9962044774799447,0.9961425332667061,0.9758953794297097,1,1,0.09696679418303879
Llama,8,Llama_F2,0.9895345447273467,0.9888557142168257,0.9758953794297097,2,1,0.09696679418303879
Llama,8,Llama_F3,0.982499650491101,0.9825639088205507,0.9758953794297097,3,1,0.09696679418303879
Llama,8,Llama_F4,0.9161141135274264,0.9069475943887411,0.9758953794297097,6,-1,0.09696679418303879
Llama,8,Llama_F5,0.92940189471639,0.9275009607000153,0.9758953794297097,4,1,0.09696679418303879
Llama,8,Llama_F6,0.9819449334603125,0.9824424894240872,0.9758953794297097,5,-1,0.09696679418303879
Llama,9,Llama_F1,0.9969432452637061,0.9969668465920991,0.9953450846845272,1,1,0.10479844461345296
Llama,9,Llama_F2,0.9610464178289418,0.9572200863362984,0.9953450846845272,2,1,0.10479844461345296
Llama,9,Llama_F3,0.9635767186511118,0.9660230424915249,0.9953450846845272,3,1,0.10479844461345296
Llama,9,Llama_F4,0.5461783309299529,0.5442663578281536,0.9953450846845272,6,1,0.10479844461345296
Llama,9,Llama_F5,0.8018108554566613,0.7946275563316589,0.9953450846845272,5,1,0.10479844461345296
Llama,9,Llama_F6,0.8806006908335972,0.8845925699915929,0.9953450846845272,4,1,0.10479844461345296
Llama,10,Llama_F1,0.7682478944443987,0.7662971861862581,0.9835217816622969,6,1,0.16507175238001903
Llama,10,Llama_F2,0.9655900408130275,0.9606020938870702,0.9835217816622969,2,1,0.16507175238001903
Llama,10,Llama_F3,0.9464103737944187,0.9475729761405883,0.9835217816622969,3,1,0.16507175238001903
Llama,10,Llama_F4,0.8848616654985779,0.8877909616639633,0.9835217816622969,4,-1,0.16507175238001903
Llama,10,Llama_F5,0.6545520611879861,0.683178736164251,0.9835217816622969,5,-1,0.16507175238001903
Llama,10,Llama_F6,0.9512072985903677,0.9513249416316295,0.9835217816622969,1,1,0.16507175238001903
Llama,11,Llama_F1,0.996863159062328,0.996785407560624,0.9854699345984935,5,-1,0.07693575778002922
Llama,11,Llama_F2,0.997981124837851,0.9977551504981103,0.9854699345984935,2,1,0.07693575778002922
Llama,11,Llama_F3,0.9912922632285477,0.9912574887664087,0.9854699345984935,3,1,0.07693575778002922
Llama,11,Llama_F4,0.9865792657264537,0.9832398597407608,0.9854699345984935,4,-1,0.07693575778002922
Llama,11,Llama_F5,0.9660565571426187,0.9651617320988547,0.9854699345984935,6,-1,0.07693575778002922
Llama,11,Llama_F6,0.9937664946398204,0.9937753602933324,0.9854699345984935,1,1,0.07693575778002922
Llama,12,Llama_F1,0.9941642070638859,0.9940765918467009,0.9633847131151464,1,1,0.09576932170639574
Llama,12,Llama_F2,0.9931690308671063,0.9926685754683079,0.9633847131151464,2,1,0.09576932170639574
Llama,12,Llama_F3,0.9911839635829115,0.9911745728305312,0.9633847131151464,3,1,0.09576932170639574
Llama,12,Llama_F4,0.9847877760273853,0.9802807972663624,0.9633847131151464,4,1,0.09576932170639574
Llama,12,Llama_F5,0.992083234411567,0.991827928301019,0.9633847131151464,5,1,0.09576932170639574
Llama,12,Llama_F6,0.9870644999063243,0.9885603295130483,0.9633847131151464,6,1,0.09576932170639574
Llama,13,Llama_F1,0.989613517920138,0.9894131743645778,0.9518230602696145,1,1,0.11911319829752187
Llama,13,Llama_F2,0.9935183062242091,0.9925712843802866,0.9518230602696145,2,1,0.11911319829752187
Llama,13,Llama_F3,0.9935560782064166,0.9939233411515036,0.9518230602696145,3,1,0.11911319829752187
Llama,13,Llama_F4,0.9748217517440972,0.9678772234843133,0.9518230602696145,6,1,0.11911319829752187
Llama,13,Llama_F5,0.9799629336070056,0.9794736332744811,0.9518230602696145,5,1,0.11911319829752187
Llama,13,Llama_F6,0.9874871065411763,0.9880608769819899,0.9518230602696145,4,-1,0.11911319829752187
Llama,14,Llama_F1,0.9951973686037319,0.9957670420723322,0.9917988451453731,6,1,0.07613329254861116
Llama,14,Llama_F2,0.996011291115889,0.9954745217951028,0.9917988451453731,2,1,0.07613329254861116
Llama,14,Llama_F3,0.9923239742390058,0.9925132067498,0.9917988451453731,3,1,0.07613329254861116
Llama,14,Llama_F4,0.9926382897967291,0.9908659436556343,0.9917988451453731,4,-1,0.07613329254861116
Llama,14,Llama_F5,0.9543978179724673,0.9532963436227951,0.9917988451453731,5,-1,0.07613329254861116
Llama,14,Llama_F6,0.9936033595485955,0.9940606748566401,0.9917988451453731,1,1,0.07613329254861116
Llama,15,Llama_F1,0.9955729323705352,0.995461566052075,0.9636716297386526,1,1,0.1367771456989055
Llama,15,Llama_F2,0.9515244526568237,0.946394798960773,0.9636716297386526,2,1,0.1367771456989055
Llama,15,Llama_F3,0.9574859605437978,0.9577403333540304,0.9636716297386526,3,1,0.1367771456989055
Llama,15,Llama_F4,0.45556553272694394,0.4630805836972077,0.9636716297386526,6,-1,0.1367771456989055
Llama,15,Llama_F5,0.8708417745232582,0.8663713885769865,0.9636716297386526,4,1,0.1367771456989055
Llama,15,Llama_F6,0.9122491943075925,0.9154802287442215,0.9636716297386526,5,1,0.1367771456989055
Llama,16,Llama_F1,0.9955925133986925,0.9954918083671795,0.9771875264878019,6,1,0.08817010300889445
Llama,16,Llama_F2,0.997505648217065,0.9970415868056756,0.9771875264878019,2,1,0.08817010300889445
Llama,16,Llama_F3,0.9911247993924923,0.9912452636919733,0.9771875264878019,3,1,0.08817010300889445
Llama,16,Llama_F4,0.9892628332506429,0.9861354974336844,0.9771875264878019,4,-1,0.08817010300889445
Llama,16,Llama_F5,0.9543460685615549,0.9531704921728174,0.9771875264878019,5,-1,0.08817010300889445
Llama,16,Llama_F6,0.9914836610167833,0.9914870746354365,0.9771875264878019,1,1,0.08817010300889445
Llama,17,Llama_F1,0.9976613057990693,0.9976027276617468,0.986438272355927,1,1,0.07668870932990787
Llama,17,Llama_F2,0.9927308351270392,0.9918699627404614,0.986438272355927,2,1,0.07668870932990787
Llama,17,Llama_F3,0.9950781462541695,0.9951022143837207,0.986438272355927,3,1,0.07668870932990787
Llama,17,Llama_F4,0.9837303877735489,0.9803624536142628,0.986438272355927,4,-1,0.07668870932990787
Llama,17,Llama_F5,0.9768757853888884,0.9763252366040447,0.986438272355927,5,-1,0.07668870932990787
Llama,17,Llama_F6,0.9906474626071363,0.9906111576717125,0.986438272355927,6,-1,0.07668870932990787
Llama,18,Llama_F1,0.6533586195404713,0.6461340948285771,0.9095491401076765,6,1,0.21291413189335975
Llama,18,Llama_F2,0.976988363491537,0.9732380588284029,0.9095491401076765,2,1,0.21291413189335975
Llama,18,Llama_F3,0.9339438200599545,0.9348625070140827,0.9095491401076765,3,1,0.21291413189335975
Llama,18,Llama_F4,0.9420329621247301,0.9375278823043203,0.9095491401076765,5,1,0.21291413189335975
Llama,18,Llama_F5,0.675357316912721,0.7020305864386627,0.9095491401076765,4,1,0.21291413189335975
Llama,18,Llama_F6,0.9132278169234428,0.9153912813103485,0.9095491401076765,1,1,0.21291413189335975
Llama,19,Llama_F1,0.9934036023034425,0.9935688490310602,0.9671831426786479,1,1,0.1057199446912133
Llama,19,Llama_F2,0.9922965281649083,0.9912249754060264,0.9671831426786479,2,1,0.1057199446912133
Llama,19,Llama_F3,0.9899796600927024,0.9905434320104314,0.9671831426786479,3,1,0.1057199446912133
Llama,19,Llama_F4,0.9740723873584054,0.9681300281645212,0.9671831426786479,4,-1,0.1057199446912133
Llama,19,Llama_F5,0.9475992884227288,0.952586950163991,0.9671831426786479,5,-1,0.1057199446912133
Llama,19,Llama_F6,0.9868341774506503,0.9877042067377333,0.9671831426786479,6,-1,0.1057199446912133
Gemma,0,Gemma_F1,0.9216967185777081,0.9231692454303458,0.9414590907363906,1,1,0.11011066706048295
Gemma,0,Gemma_F2,0.979815807506504,0.9814703657808825,0.9414590907363906,3,1,0.11011066706048295
Gemma,0,Gemma_F3,0.9722061059026268,0.9723435274719676,0.9414590907363906,4,1,0.11011066706048295
Gemma,0,Gemma_F4,0.9571431489332209,0.9565537711529238,0.9414590907363906,6,1,0.11011066706048295
Gemma,0,Gemma_F5,0.9906399533775876,0.990664285451254,0.9414590907363906,5,1,0.11011066706048295
Gemma,0,Gemma_F6,0.9967058064526296,0.99625929076525,0.9414590907363906,2,-1,0.11011066706048295
Gemma,1,Gemma_F1,0.9778299835770276,0.9771153660997605,0.9877468208815665,1,1,0.077112285307209
Gemma,1,Gemma_F2,0.9971016896297844,0.9972716462850415,0.9877468208815665,2,1,0.077112285307209
Gemma,1,Gemma_F3,0.9968026229581908,0.9966642880807824,0.9877468208815665,3,1,0.077112285307209
Gemma,1,Gemma_F4,0.9829084311207391,0.9828945238015037,0.9877468208815665,4,-1,0.077112285307209
Gemma,1,Gemma_F5,0.9820401576317064,0.983025756423184,0.9877468208815665,5,-1,0.077112285307209
Gemma,1,Gemma_F6,0.9972517768498506,0.9969527527287652,0.9877468208815665,6,-1,0.077112285307209
Gemma,2,Gemma_F1,0.9656319267667873,0.9635714027820897,0.8964379264334178,1,1,0.123163321312705
Gemma,2,Gemma_F2,0.9419569460124403,0.9413517822489865,0.8964379264334178,2,1,0.123163321312705
Gemma,2,Gemma_F3,0.9824697057721357,0.9832140858960343,0.8964379264334178,3,1,0.123163321312705
Gemma,2,Gemma_F4,0.9596417613991614,0.9585456856356637,0.8964379264334178,4,-1,0.123163321312705
Gemma,2,Gemma_F5,0.9604028847544436,0.9605610766022498,0.8964379264334178,5,-1,0.123163321312705
Gemma,2,Gemma_F6,0.9955491471874728,0.9949372180517454,0.8964379264334178,6,-1,0.123163321312705
Gemma,3,Gemma_F1,0.978152308987711,0.9784653124677131,0.9707091025574657,1,1,0.08125583443006416
Gemma,3,Gemma_F2,0.9859196489219276,0.9865443396882698,0.9707091025574657,2,1,0.08125583443006416
Gemma,3,Gemma_F3,0.995833424376334,0.995651026149677,0.9707091025574657,3,1,0.08125583443006416
Gemma,3,Gemma_F4,0.9808543003567822,0.980380805023706,0.9707091025574657,4,1,0.08125583443006416
Gemma,3,Gemma_F5,0.9853930548111476,0.985481556427892,0.9707091025574657,5,1,0.08125583443006416
Gemma,3,Gemma_F6,0.9981229671929429,0.9979222462688443,0.9707091025574657,6,1,0.08125583443006416
Gemma,4,Gemma_F1,0.9729622414742563,0.972769132879396,0.9859766441594671,1,1,0.07550140371352664
Gemma,4,Gemma_F2,0.9788762618638357,0.9804939867151499,0.9859766441594671,2,1,0.07550140371352664
Gemma,4,Gemma_F3,0.9926679803095139,0.992676554323238,0.9859766441594671,3,1,0.07550140371352664
Gemma,4,Gemma_F4,0.9844781519508192,0.9849247661994621,0.9859766441594671,4,-1,0.07550140371352664
Gemma,4,Gemma_F5,0.990103423775749,0.9901791584720737,0.9859766441594671,5,-1,0.07550140371352664
Gemma,4,Gemma_F6,0.9971859735715194,0.9969020149019464,0.9859766441594671,6,-1,0.07550140371352664
Gemma,5,Gemma_F1,0.9547916499260152,0.9526977386052113,0.9668821969265956,1,1,0.08677910660003411
Gemma,5,Gemma_F2,0.9905427411504799,0.9905026258698368,0.9668821969265956,2,1,0.08677910660003411
Gemma,5,Gemma_F3,0.9947557921581104,0.9945739696799063,0.9668821969265956,3,1,0.08677910660003411
Gemma,5,Gemma_F4,0.9804677315594923,0.980119042133277,0.9668821969265956,4,-1,0.08677910660003411
Gemma,5,Gemma_F5,0.9904021838810343,0.990444685558254,0.9668821969265956,5,-1,0.08677910660003411
Gemma,5,Gemma_F6,0.9940143232232271,0.9932442426607163,0.9668821969265956,6,-1,0.08677910660003411
Gemma,6,Gemma_F1,0.9522770074356373,0.9516086144301401,0.9158619189159152,1,1,0.11540026773650232
Gemma,6,Gemma_F2,0.9960470267739692,0.9960493289368965,0.9158619189159152,2,1,0.11540026773650232
