model,model_label,pc,pole,rank,persona,cluster,pc1,pc2,pc3,pc2_percentile
qwen,Qwen/Qwen3-32B,PC2,negative,12,hive,procedural_professional,2.429805286001851,-32.680856318341775,4.70835281649733,4.181818181818182
qwen,Qwen/Qwen3-32B,PC2,negative,13,shaman,mythic_spiritual,-41.92268882094845,-32.194950447595076,-27.770489401999527,4.545454545454546
qwen,Qwen/Qwen3-32B,PC2,negative,14,egregore,mythic_spiritual,-23.83673650998914,-31.566349526858666,5.029204442504164,4.909090909090909
qwen,Qwen/Qwen3-32B,PC2,negative,15,void,mythic_spiritual,-49.02239086853463,-31.37961577532767,11.645945010304322,5.2727272727272725
qwen,Qwen/Qwen3-32B,PC2,negative,16,witch,mythic_spiritual,-47.543469256989475,-31.340770751338475,-2.990896844400314,5.636363636363637
qwen,Qwen/Qwen3-32B,PC2,negative,17,philosopher,procedural_professional,5.320794731164289,-30.943900246516066,3.9552506473479645,6.0
qwen,Qwen/Qwen3-32B,PC2,negative,18,swarm,procedural_professional,-5.266618987754806,-30.700269965449912,3.340424684321695,6.363636363636363
qwen,Qwen/Qwen3-32B,PC2,negative,19,sage,mythic_spiritual,-30.695828475798773,-30.205445717349768,-17.78081326530981,6.7272727272727275
qwen,Qwen/Qwen3-32B,PC2,negative,20,purist,procedural_professional,2.7065098789810307,-29.726927779493483,10.257805473916719,7.090909090909091
llama,Llama-3.3-70B,PC2,positive,1,caveman,trickster_chaos,0.31809871473299195,4.237359125024927,3.083970104371442,99.81818181818181
llama,Llama-3.3-70B,PC2,positive,2,toddler,other,1.71283292561496,4.1985960672218505,3.069817686643798,99.45454545454545
llama,Llama-3.3-70B,PC2,positive,3,infant,other,1.2103539608077116,3.980472439408199,4.310784521962024,99.0909090909091
llama,Llama-3.3-70B,PC2,positive,4,fool,trickster_chaos,1.2012117798161361,3.5006876777320346,0.9569458182973075,98.72727272727273
llama,Llama-3.3-70B,PC2,positive,5,procrastinator,other,1.8995572365475073,2.7453678303054523,0.7022733329704899,98.36363636363636
llama,Llama-3.3-70B,PC2,positive,6,criminal,grounded_social,0.91035589663746,2.6858258150352703,-0.12522255592798853,98.0
llama,Llama-3.3-70B,PC2,positive,7,pirate,trickster_chaos,0.27910857549470836,2.536766412643802,0.3523458721176361,97.63636363636364
llama,Llama-3.3-70B,PC2,positive,8,adolescent,other,2.1667429091289963,2.4507404516967277,-0.7311929872440229,97.27272727272727
llama,Llama-3.3-70B,PC2,positive,9,teenager,other,2.2220253929565765,2.4018452067955147,-0.7609848889287846,96.9090909090909
llama,Llama-3.3-70B,PC2,positive,10,prisoner,grounded_social,1.244237245357407,2.3929249888348965,-1.0389597514407856,96.54545454545455
llama,Llama-3.3-70B,PC2,positive,11,provincial,grounded_social,0.9157256799395505,2.3472043169013044,-0.7818103195318473,96.18181818181819
llama,Llama-3.3-70B,PC2,positive,12,comedian,trickster_chaos,1.1392076785254464,2.327539684961416,0.31724249826864803,95.81818181818181
llama,Llama-3.3-70B,PC2,positive,13,hoarder,other,0.9196873904196774,2.220413934512951,0.5923241505273067,95.45454545454545
llama,Llama-3.3-70B,PC2,positive,14,gossip,trickster_chaos,1.3050734325468065,2.1571721011093508,-0.2815067875149345,95.0909090909091
llama,Llama-3.3-70B,PC2,positive,15,luddite,grounded_social,-0.11008211745439674,2.1478104819230444,-0.6759814236437932,94.72727272727273
llama,Llama-3.3-70B,PC2,positive,16,smuggler,grounded_social,0.8064313542121395,2.0988540971411798,0.09905169560074574,94.36363636363636
llama,Llama-3.3-70B,PC2,positive,17,surfer,grounded_social,0.5207842085499734,2.076254265897251,-0.9268507128265838,94.0
llama,Llama-3.3-70B,PC2,positive,18,cynic,combative_iconoclast,0.7937726384372615,2.0682445153474602,-0.08307451111906149,93.63636363636364
llama,Llama-3.3-70B,PC2,positive,19,jester,trickster_chaos,-0.48222728941943904,2.010214305192701,0.7014642255279904,93.27272727272727
llama,Llama-3.3-70B,PC2,positive,20,daredevil,combative_iconoclast,0.7728302887338315,1.7376941180148262,-0.5034993467769293,92.9090909090909
llama,Llama-3.3-70B,PC2,negative,1,theorist,procedural_professional,0.023789366584187774,-1.2973626407931456,0.6849217688256263,0.18181818181818182
llama,Llama-3.3-70B,PC2,negative,2,strategist,procedural_professional,0.7412753246448548,-1.2333841724044898,0.5934484481787358,0.5454545454545454
llama,Llama-3.3-70B,PC2,negative,3,evaluator,procedural_professional,0.7868026654589267,-1.2172644941024255,0.5859499481484088,0.9090909090909091
llama,Llama-3.3-70B,PC2,negative,4,emissary,procedural_professional,0.24900263081149096,-1.1702840573275313,-0.12015830997772937,1.2727272727272727
llama,Llama-3.3-70B,PC2,negative,5,reviewer,procedural_professional,0.7584117624838035,-1.1463875557469758,0.5718922872632238,1.6363636363636365
llama,Llama-3.3-70B,PC2,negative,6,examiner,procedural_professional,0.728778813591804,-1.1144592354450524,0.7389407943380635,2.0
llama,Llama-3.3-70B,PC2,negative,7,forecaster,procedural_professional,0.5982630839642225,-1.113440442565365,0.5264294661897578,2.3636363636363638
llama,Llama-3.3-70B,PC2,negative,8,polymath,procedural_professional,0.17844172177857126,-1.1054592149384759,0.5011911122669218,2.727272727272727
llama,Llama-3.3-70B,PC2,negative,9,sociologist,procedural_professional,0.6396254480057276,-1.0985776166831889,0.058862164963431905,3.090909090909091
llama,Llama-3.3-70B,PC2,negative,10,researcher,procedural_professional,0.7666524559959003,-1.0896065878886216,0.619986820694187,3.4545454545454546
llama,Llama-3.3-70B,PC2,negative,11,planner,procedural_professional,0.9607536060347787,-1.0895931536102597,0.5491905316842498,3.8181818181818183
llama,Llama-3.3-70B,PC2,negative,12,consultant,procedural_professional,0.8661205738826808,-1.08258044187059,0.4302202273699675,4.181818181818182
llama,Llama-3.3-70B,PC2,negative,13,negotiator,procedural_professional,0.7011329507603983,-1.0781285368743903,0.07687249279606112,4.545454545454546
llama,Llama-3.3-70B,PC2,negative,14,futurist,procedural_professional,0.36706160865695664,-1.0726462087138315,0.38171695272324485,4.909090909090909
llama,Llama-3.3-70B,PC2,negative,15,peacekeeper,procedural_professional,0.46875546040599564,-1.0702005726190837,-0.32204557928142974,5.2727272727272725
llama,Llama-3.3-70B,PC2,negative,16,scholar,procedural_professional,0.026057791359788304,-1.0653362166271376,0.39483223969232484,5.636363636363637
llama,Llama-3.3-70B,PC2,negative,17,synthesizer,procedural_professional,0.1499735395985025,-1.052898122841211,0.4304569532259102,6.0
llama,Llama-3.3-70B,PC2,negative,18,analyst,procedural_professional,0.8574456174808279,-1.0498988893386914,0.721359916320508,6.363636363636363
llama,Llama-3.3-70B,PC2,negative,19,critic,procedural_professional,0.131072624436747,-1.0375077899197496,0.07020354451276155,6.7272727272727275
llama,Llama-3.3-70B,PC2,negative,20,cyborg,procedural_professional,0.011625882297863738,-1.0360725584361967,0.7632851548371524,7.090909090909091
gemma,Gemma-2-27B,PC2,positive,1,procrastinator,other,114.41780272259498,1348.6324974898978,225.17795074280602,99.81818181818181
gemma,Gemma-2-27B,PC2,positive,2,teenager,other,233.79855079842574,1232.4977871327733,-104.08284958500924,99.45454545454545
gemma,Gemma-2-27B,PC2,positive,3,toddler,other,-371.3210712719529,1224.2848909830223,-1048.6899013486482,99.0909090909091
gemma,Gemma-2-27B,PC2,positive,4,adolescent,other,224.32257645379977,1208.3327812348728,-123.33244967119082,98.72727272727273
gemma,Gemma-2-27B,PC2,positive,5,fool,trickster_chaos,-571.8414289068561,1180.43277363336,-650.7250828817944,98.36363636363636
gemma,Gemma-2-27B,PC2,positive,6,comedian,trickster_chaos,-89.17593815629839,1117.9809984907854,407.22390565506794,98.0
gemma,Gemma-2-27B,PC2,positive,7,gossip,trickster_chaos,-84.4277141323848,1022.1538751735695,299.2281033588296,97.63636363636364
gemma,Gemma-2-27B,PC2,positive,8,criminal,grounded_social,-349.5294250822357,938.0127077286298,97.40069503009134,97.27272727272727
gemma,Gemma-2-27B,PC2,positive,9,smuggler,grounded_social,-267.53185430877545,925.1171260917027,173.15195762113117,96.9090909090909
gemma,Gemma-2-27B,PC2,positive,10,hoarder,other,-402.15047496510556,920.9488136712106,-31.216766369536654,96.54545454545455
gemma,Gemma-2-27B,PC2,positive,11,cynic,combative_iconoclast,-187.9224555613701,913.4270359453986,704.5167166476958,96.18181818181819
gemma,Gemma-2-27B,PC2,positive,12,prisoner,grounded_social,-251.80761505394986,813.3697363525355,-127.80272803551337,95.81818181818181
gemma,Gemma-2-27B,PC2,positive,13,daredevil,combative_iconoclast,-182.69547910438285,807.8324407045733,273.3594318452736,95.45454545454545
gemma,Gemma-2-27B,PC2,positive,14,infant,other,-355.937839637463,794.7046095688069,-788.2804835284428,95.0909090909091
gemma,Gemma-2-27B,PC2,positive,15,provincial,grounded_social,-369.3203406273951,750.903037348237,-498.13593087833664,94.72727272727273
gemma,Gemma-2-27B,PC2,positive,16,auctioneer,grounded_social,-44.43216654510261,744.3533090633368,17.889952042043653,94.36363636363636
gemma,Gemma-2-27B,PC2,positive,17,improviser,grounded_social,-127.65176135538441,718.1269019061755,-58.9203368785177,94.0
gemma,Gemma-2-27B,PC2,positive,18,amateur,grounded_social,235.94905768366652,690.7321151072927,-353.8189988514803,93.63636363636364
gemma,Gemma-2-27B,PC2,positive,19,narcissist,grounded_social,-278.542086852091,688.9534636812821,828.4181173874294,93.27272727272727
gemma,Gemma-2-27B,PC2,positive,20,mechanic,procedural_professional,222.0897415304454,665.060297737662,-136.43363883036864,92.9090909090909
gemma,Gemma-2-27B,PC2,negative,1,avatar,mythic_spiritual,-667.9592398138517,-569.2482419277512,-136.1091516313275,0.18181818181818182
gemma,Gemma-2-27B,PC2,negative,2,spirit,mythic_spiritual,-843.3319647446374,-564.0384115732425,-195.05183424967612,0.5454545454545454
gemma,Gemma-2-27B,PC2,negative,3,eldritch,mythic_spiritual,-1206.3418614416923,-539.0129397634172,308.2020911784916,0.9090909090909091
gemma,Gemma-2-27B,PC2,negative,4,mystic,mythic_spiritual,-810.7086292011691,-536.0930209842489,-241.0612575151096,1.2727272727272727
gemma,Gemma-2-27B,PC2,negative,5,angel,mythic_spiritual,-516.8786250744231,-509.4744795513281,-281.5696121352012,1.6363636363636365
gemma,Gemma-2-27B,PC2,negative,6,shaman,mythic_spiritual,-865.9265222288806,-485.08065847470107,-546.066070689993,2.0
gemma,Gemma-2-27B,PC2,negative,7,sage,mythic_spiritual,-620.870727991721,-481.41194940239865,-192.45994359604674,2.3636363636363638
gemma,Gemma-2-27B,PC2,negative,8,oracle,mythic_spiritual,-894.1538760036884,-476.51361389010356,-106.70779010058547,2.727272727272727
gemma,Gemma-2-27B,PC2,negative,9,crystalline,mythic_spiritual,-576.6130354912156,-472.14162189603127,254.57609738437827,3.090909090909091
gemma,Gemma-2-27B,PC2,negative,10,hive,procedural_professional,-233.72789881208644,-468.464007853007,190.33258449891377,3.4545454545454546
gemma,Gemma-2-27B,PC2,negative,11,mycorrhizal,mythic_spiritual,-788.2124447353065,-466.67432467772676,-252.58718983529937,3.8181818181818183
gemma,Gemma-2-27B,PC2,negative,12,swarm,procedural_professional,-277.1426823711169,-465.11672036606336,124.41528059448494,4.181818181818182
gemma,Gemma-2-27B,PC2,negative,13,guru,mythic_spiritual,-613.3274213584676,-451.8870857498395,-252.3374295252412,4.545454545454546
gemma,Gemma-2-27B,PC2,negative,14,familiar,mythic_spiritual,-745.869841993743,-447.7050128107,-94.13198909090299,4.909090909090909
gemma,Gemma-2-27B,PC2,negative,15,leviathan,mythic_spiritual,-1214.5474112001812,-446.52836350195446,14.08289055580952,5.2727272727272725
gemma,Gemma-2-27B,PC2,negative,16,tree,mythic_spiritual,-1082.5249937756976,-443.3896669453567,-347.9385332652396,5.636363636363637
gemma,Gemma-2-27B,PC2,negative,17,ancient,mythic_spiritual,-856.4458038012641,-439.9525519459806,47.8093359174849,6.0
gemma,Gemma-2-27B,PC2,negative,18,golem,mythic_spiritual,-983.5979421795855,-431.1813526975917,-119.17171169590264,6.363636363636363
gemma,Gemma-2-27B,PC2,negative,19,echo,mythic_spiritual,-1032.7332753777546,-430.907705224945,-77.2260905771352,6.7272727272727275
gemma,Gemma-2-27B,PC2,negative,20,wraith,mythic_spiritual,-1088.6093298022988,-424.77026114853817,29.375367690894866,7.090909090909091
