model,model_label,construction,construction_label,domain,persona,raw_projection_score,within_model_percentile,pc1,pc2,pc3
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,archaeologist,0.1356003199628823,35.45454545454545,15.677278930715529,-19.48160604872759,1.9018414724826036
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,architect,0.129613382932084,28.90909090909091,30.971303297499983,-9.428450369365628,-2.1820744775391088
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,archivist,0.10271044889352664,12.909090909090908,26.864606386005327,-17.74068668111621,-1.4838599962482955
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,artisan,0.15078517313869771,46.72727272727273,-13.802243545463051,-12.174625826618733,-14.988344844417645
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,ascetic,0.1500670614236348,46.0,-40.43957584184208,-40.35086932082816,-4.578671988475237
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,assistant,0.09879369002925538,9.272727272727273,33.702802703308954,3.441718014945549,-5.155533989826894
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,auctioneer,0.18225833610680212,64.54545454545455,-9.959454017795148,16.724854908732908,12.636633764147502
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,auditor,0.07372707509684698,4.181818181818182,48.15501628203943,-12.294598875527148,13.609156371558782
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,avatar,0.17268113841013724,58.36363636363637,-38.014888855169794,-35.41692332791878,-12.98249690890751
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,bard,0.1642687068961899,54.0,-54.347913128926315,-24.25955982565874,-2.864858782682269
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,bartender,0.19101536252116774,71.45454545454545,-16.599115137003324,36.32504789647164,-2.7782731149755246
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,biologist,0.11818835066697965,21.272727272727273,32.238651124195414,-16.158082910987353,4.347481344692837
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,blogger,0.18423945960766264,66.0,-0.32169028537554156,20.848443683512325,-14.39134505138567
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,bohemian,0.2579988831841815,97.63636363636364,-42.55143579171225,2.697174329861749,-6.445254502335886
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,builder,0.13486239548998857,33.63636363636363,14.492160790570528,-0.14231249992708422,-2.4334242980699576
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,caregiver,0.11144813748095819,16.90909090909091,1.34461182945744,14.616833977313346,-43.370517142750685
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,cartographer,0.12627022389395626,27.09090909090909,22.160098503586283,-15.313847139534198,2.380007209266819
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,caveman,0.16008714709120184,51.09090909090909,-54.94208896617481,15.489350122355402,0.402669693604233
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,celebrity,0.19518047267271096,75.45454545454545,-6.950382540217894,33.26173521633582,-10.510408542050786
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,chameleon,0.18676963011111986,68.18181818181819,-0.6396592389779526,15.88044389874112,-5.605038215957304
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,chef,0.14800440787885036,44.54545454545455,4.481305656823986,12.232802470744868,-8.702588629410563
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,chemist,0.12087523423216479,23.818181818181817,29.418353579489857,-11.171391097730803,8.463366678958632
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,chimera,0.2242084673191686,88.18181818181819,-37.314148493897854,-16.363016104488477,9.316700524729951
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,coach,0.13502010106834,34.36363636363637,24.85386036582791,11.699203936117797,-14.839956651636259
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,collaborator,0.12027000311985098,23.09090909090909,25.719882231088413,9.670900509518958,-17.672557513820102
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,collector,0.14308510839933852,41.63636363636363,11.761807600496583,-12.938380332072617,1.1974935684814554
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,comedian,0.25682213716128655,96.9090909090909,-24.029318289105223,56.60365202095446,31.280026959646676
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,competitor,0.2196226740904806,86.72727272727273,-5.7259921510185805,27.91731304166791,25.667225189433402
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,composer,0.1713136603179142,58.0,1.7742423362660258,-17.582766266362462,-4.9009281394375135
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,conservator,0.10190223284317328,11.454545454545455,23.52366349298268,-16.820637679705257,-6.184637657945053
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,consultant,0.11001661461274506,16.181818181818183,41.02661400378882,-2.6911010288176493,3.4713707391507294
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,contrarian,0.24366431177778608,95.0909090909091,-3.5866920053225377,13.934090578762897,26.0834463593526
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,coordinator,0.1025038824750442,12.181818181818182,39.38631405231132,-2.15572575120811,-3.194771654926164
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,coral_reef,0.17311597475721796,58.72727272727273,-32.638841044473764,-19.931583310657068,-10.83820546425814
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,cosmopolitan,0.1620504380521341,53.27272727272727,8.799584677579675,0.17725554335550398,-7.825350531054114
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,counselor,0.12514757987193026,26.363636363636363,10.85215315554987,12.970002498399612,-36.167330605539625
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,criminal,0.22951142519506973,91.0909090909091,-37.55570410505774,37.4339322473068,26.9917189105421
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,critic,0.1443498682996942,42.0,25.623399867215582,-14.771249773465241,6.802532891448907
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,crystalline,0.17698742100468845,60.54545454545455,-10.335204484463103,-44.00800269921331,8.552672342635331
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,curator,0.1506944925806314,46.36363636363637,20.167390400366333,-8.791541750718388,-4.625589822957963
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,cyborg,0.16757717702821226,56.18181818181818,16.71541533002668,-10.173249074009295,10.101060115095374
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,cynic,0.24832342943289268,96.18181818181819,-21.40683523636408,40.71202851103861,36.281452987272154
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,daredevil,0.2721919604442641,98.72727272727273,-29.846147037757703,43.747371252150835,26.447962682172165
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,debugger,0.1261408294056155,26.727272727272727,37.8366557821158,0.42248873599611586,10.867375330242432
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,demon,0.22441762409122673,88.54545454545455,-51.93527758399659,-11.47572093681616,29.91920040248774
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,designer,0.16186836206417596,52.54545454545455,26.603795947644183,-2.526747552089826,-5.1763196868687045
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,destroyer,0.23831120623561003,94.0,-3.1182599972090443,-3.2045875038541594,23.321852655755873
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,detective,0.13727320422191802,37.27272727272727,21.4095678183859,-2.2616695455957254,11.640713550229227
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,devils_advocate,0.20488022871031164,79.0909090909091,6.519322027361246,7.660096503647508,21.46007710323908
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,dilettante,0.2053142332515862,80.18181818181819,-3.3502571374728976,18.002389085697697,1.5071442501551475
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,dispatcher,0.10499626908377743,14.0,37.51651838369674,-3.009267955799515,5.132192364097119
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,divorcee,0.18614577217966155,67.81818181818181,-6.764238202938425,31.756334703385317,-25.89750495255547
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,doctor,0.07899222114096834,5.2727272727272725,34.77909376294955,-0.04533415279151362,-11.466025149276462
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,dreamer,0.21653828709562778,85.27272727272727,-45.56207730496772,-22.887757313201586,-7.693470275086384
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,echo,0.19348325695388052,74.0,-49.8922121298278,-33.35410333583616,0.20762010468398248
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,economist,0.11786916031102271,20.90909090909091,42.59133871395098,-10.492469039750542,16.670072620394993
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,ecosystem,0.14292338230239185,41.27272727272727,12.478176049517112,-15.406081311935555,-15.34884142082953
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,editor,0.07084975006080727,3.090909090909091,34.6198141862948,-2.1147398337502397,-5.09515845039308
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,egregore,0.20957770072507056,82.36363636363636,-23.836736510006066,-31.56634952751225,5.029204373434583
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,elder,0.14743229429706994,43.81818181818182,-35.70588421211717,-4.929585177742714,-20.673806430862484
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,eldritch,0.23094089279508462,92.54545454545455,-52.716801865533384,-39.48134636479556,15.742466419829675
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,emissary,0.12244532403205347,24.90909090909091,22.521750906734518,-11.756823504297014,-11.199281983806408
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,empath,0.17799199821079487,61.27272727272727,-15.630732463790354,3.8726537741772336,-36.85070106278984
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,engineer,0.12666016059437626,27.454545454545453,40.535311306762054,-7.183094129476526,11.617733783491419
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,entrepreneur,0.1906530499155722,71.0909090909091,20.681249839860676,16.28226869899314,6.638281034843868
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,evaluator,0.0959815261081134,8.545454545454545,45.086229152592466,-10.275203492936383,7.30469963237495
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,evangelist,0.23051836402562578,92.18181818181819,-19.14157758812452,5.674437049446107,-2.2126647540724487
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,examiner,0.08035606550055052,5.636363636363637,45.62248211313589,-13.63690990152403,10.556259247627086
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,exile,0.1986186734409961,77.27272727272727,-46.929442220478656,-4.671833114249578,-7.730744017789958
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,expatriate,0.15321342673723728,47.81818181818182,14.628705713359093,14.16857028512824,-10.601171338354959
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,facilitator,0.11493643815816595,18.727272727272727,32.463401289520796,5.011736264287589,-16.050745245574372
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,familiar,0.1472355688585556,43.45454545454545,-40.97249406451984,-28.231849844074397,-1.701520321205392
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,fixer,0.20606067139144985,80.54545454545455,-12.58928083339093,17.011219127451696,25.801748594335457
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,flaneur,0.22727408377384195,90.0,-28.516237208368473,-8.305863068746632,9.19804262827271
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,fool,0.2297487806122241,91.45454545454545,-37.40673661857447,47.92135589087369,7.515254084627379
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,forecaster,0.13709004875146813,36.54545454545455,38.685816723411385,-8.505608433002982,10.422299216431238
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,futurist,0.18444130479007592,66.36363636363636,32.17737929660104,-10.57813507248455,9.815859966749986
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,gamer,0.21719428898193502,85.63636363636364,-1.515564708923288,24.950025711976743,24.217635128722527
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,generalist,0.13149317391797502,30.727272727272727,34.46121196852787,-6.41567640189532,2.908680363346995
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,genie,0.22575109315435074,88.9090909090909,-37.87553076390726,1.5479287761050156,22.354622426783013
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,geographer,0.12177467240867654,24.545454545454547,36.77790171107017,-17.794274630250055,3.4119414098014467
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,ghost,0.19425007703921676,74.36363636363636,-52.91248633051728,-21.037096391570547,0.5694940042261056
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,golem,0.13294450826995124,31.454545454545453,-46.71458191810788,-28.73948342657544,-2.945017529042282
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,gossip,0.2518882248337153,96.54545454545455,-24.695131036783895,57.22016868086865,28.584500689647676
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,grader,0.0714394873517943,3.4545454545454546,42.711761555884884,-6.184780993502256,1.8860832739474678
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,graduate,0.1740818477427157,59.09090909090909,9.100150212498754,34.39379892809486,-14.396207349812661
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,grandparent,0.13047929640353112,30.0,-30.308927697282527,34.39803584940944,-30.14252341549529
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,guardian,0.119575373170272,22.727272727272727,5.555769089234505,-6.861264614471941,-13.004052522074941
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,guide,0.14136538777597543,40.54545454545455,13.44212980939317,2.162087847614793,-9.336533670567924
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,guru,0.1877811644457607,69.27272727272727,-35.01440273222423,-24.8457685257472,-17.62696401951762
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,hacker,0.23883236048935613,94.72727272727273,-2.564236047209667,14.293777194706433,36.36362997770404
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,healer,0.14574024043270217,43.09090909090909,-1.7608819321638822,-11.560647958191838,-34.34542999024678
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,hedonist,0.2194901010804033,86.36363636363636,-17.840459764091932,12.57509296881214,10.747691578607647
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,hermit,0.16478286651824336,54.36363636363637,-48.61150771827459,-23.236526553185296,-11.654366574391045
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,historian,0.11514684352474551,19.09090909090909,28.854306334144947,-18.916975632761652,9.28432220081377
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,hive,0.16531175470445852,54.72727272727273,2.4298052859736297,-32.68085632055681,4.708352712390632
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,hoarder,0.2102428527835806,83.0909090909091,-26.14448463247531,39.078366622106664,4.210294857266393
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,homunculus,0.17626053400363836,60.18181818181818,-33.9513279665754,-28.69796537391481,15.280273275951462
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,hybrid,0.17533255116234864,59.81818181818182,9.092694877633585,-5.68914898406138,-11.418775626053954
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,idealist,0.16862663610432171,56.54545454545455,-10.695165680031236,-11.65672151797165,-19.81889351995495
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,immigrant,0.15397344212778774,48.54545454545455,-4.76590850214615,13.842248521111225,-28.780266179021936
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,improviser,0.24381573656080563,95.45454545454545,-15.01954045467519,34.44420794929004,-0.6627608714161425
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,infant,0.16281532132414578,53.63636363636363,-42.89039069345233,44.7001549793523,-19.499291556189977
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,influencer,0.22865166865418618,90.72727272727273,3.229310548713565,40.00255555171151,-2.2113691711400953
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,instructor,0.10948105316624698,15.818181818181818,34.548894617386566,3.3260614210845962,-4.355735161651377
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,interpreter,0.13672278749284877,35.81818181818182,24.507228724987716,-0.44064492887377377,-5.849484648634743
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,interviewer,0.12136304930274361,24.181818181818183,26.221934652360865,7.460181134353589,-8.457649235594397
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,jester,0.22988640117902315,91.81818181818181,-41.146591280997704,19.96496130368212,30.958763387919593
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,journalist,0.11558640587548166,19.454545454545453,30.59129112466712,-2.691625012328414,3.0877367083349028
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,judge,0.06847546679837249,2.0,34.46582193915314,-15.583627695831888,4.792656005308732
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,lawyer,0.07614250067603244,4.545454545454546,42.99347838737817,-11.861488119511774,14.46599601782677
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,leviathan,0.19184997108895585,72.54545454545455,-60.938872717021006,-33.50333268547993,12.444977323928091
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,librarian,0.10157223209615103,11.090909090909092,33.121629445159996,-7.5859205914100665,0.4808972019179233
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,linguist,0.13484877694146863,33.27272727272727,33.92798919982969,-16.159447584585486,7.526475627485951
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,loner,0.17960452954110168,62.72727272727273,-17.84660288809274,19.218578172199933,-4.339708340746223
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,luddite,0.19033851616485137,70.0,-29.240254551556024,8.514152134083359,9.680723553187617
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,marketer,0.14808604638396236,44.90909090909091,34.08101801136661,6.431733069423629,3.5887002364465137
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,martyr,0.16109954590729011,51.81818181818182,-31.91029204196817,-21.859531108982754,-10.241449743257284
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,mathematician,0.13726594415678292,36.90909090909091,31.956659579557968,-14.510329278879153,15.969708317501354
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,maverick,0.2872827448928411,99.0909090909091,-10.538674169338805,20.1098830569203,25.585925434721783
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,mechanic,0.14857039981922626,45.27272727272727,11.601084280375343,22.115207226121324,6.157199913332172
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,mediator,0.10627581842151665,14.727272727272727,28.536253277799567,0.21402155128291991,-16.47215458978264
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,mentor,0.13457259508516273,32.90909090909091,26.126169379166,8.141667383148597,-9.389356458609399
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,merchant,0.12288211110136615,25.272727272727273,-2.0276289168100314,-7.980796311909547,2.930994027437427
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,minimalist,0.15555993469602403,48.90909090909091,-3.0632122820027825,9.203426700638087,-21.949753946902028
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,moderator,0.1025528004094313,12.545454545454545,31.451129170835003,4.187086493370775,-14.418640553624538
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,musician,0.19900340644778808,77.63636363636364,-13.635182938304252,2.8882305860225723,-16.046590352419926
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,mycorrhizal,0.18152341058299948,63.81818181818182,-31.42030527359386,-26.643830299634924,-9.406325398877577
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,mystic,0.19059860769318582,70.72727272727273,-42.16872034923494,-36.16121628831237,-18.949282192238005
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,narcissist,0.21359680573917939,83.45454545454545,-21.994757067395106,34.672100536997824,25.556728579920584
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,narrator,0.19469714628992013,75.0909090909091,-33.83153636327563,-8.191430799673823,-2.378908297566122
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,naturalist,0.14038472844088795,38.72727272727273,8.6151087885569,-15.779512991471291,-9.756773907668144
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,navigator,0.13038591758002482,29.636363636363637,13.917627303022822,-2.636315376117655,-2.79696279651645
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,negotiator,0.11885823615593817,22.0,31.223320095788782,-1.4123158275273477,-5.683197315268353
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,networker,0.1446170214339547,42.72727272727273,21.969380726567305,11.672345535573138,-15.009153845424786
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,newlywed,0.15958716230219028,50.72727272727273,-3.4799677248014005,36.0089909662087,-29.969727109691988
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,nomad,0.19428126548163072,74.72727272727273,-15.426302751498534,9.145866877793,-9.445521985828716
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,novelist,0.20617454615835065,80.9090909090909,-15.509111525825373,-8.063067557782238,2.9112088726753824
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,nutritionist,0.08375796822135369,6.363636363636363,35.130551075736065,2.036326888507097,-12.03740602093178
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,observer,0.09068377219492105,7.454545454545454,34.089503567179854,-12.40563528067635,1.73119344989997
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,optimist,0.141506965654138,40.90909090909091,0.2315166100698965,22.20788159438113,-31.27095222918518
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,oracle,0.18551779149741138,67.45454545454545,-45.704982899463765,-34.548759951130315,-2.5599792041596765
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,organizer,0.10783563350572116,15.090909090909092,37.56979906601355,-2.052557699953544,0.12700893643508532
qwen,Qwen/Qwen3-32B,human_anchored_strict,Human-anchored strict,openness,orphan,0.2051449165341547,79.45454545454545,-23.43772496380291,36.54256528246299,-18.765496153700173
