item_id,item_text,source_scale_memberships,source_scale_membership_count,derived_scoring_keys,reverse_keyed_in_derived_scales,response_min,response_max,response_anchors,valid_response_n,missing_n,missing_fraction
q_1795,Talk a lot.,HEXACO:H:X:E,1,HEXACO_X;HXExpress,,1,6,1=Very Inaccurate;6=Very Accurate,2769,20910,0.88306094
q_1798,Talk even when I know I shouldnÕt.,PS:PS:S,1,PSs,PSs,1,6,1=Very Inaccurate;6=Very Accurate,2456,21223,0.8962794
q_1803,Talk to a lot of different people at parties.,IPIP100:B5:E;HEXACO:H:X:S;QB6:QB6:X;IPIPneo:E2:GR,4,SPI_3sociability;SPI_5extraversion;SPI_15sociability;IPIP100extra;IPIP50Extra;HEXACO_X;QB6extra;NEO_E;HXSociable;NEOe2,,1,6,1=Very Inaccurate;6=Very Accurate,2831,20848,0.88044259
q_1808,[Tell people...want to hear so they do what I want].,HEXACO:H:H:S,1,SPI_3socCohesion;SPI_15machiavell;HEXACO_H;HHSincere,SPI_3socCohesion;HEXACO_H;HHSincere,1,6,1=Very Inaccurate;6=Very Accurate,3483,20196,0.85290764
q_1810,Tell people about it when I'm irritated.,HEXACO:H:X:E,1,HEXACO_X;HXExpress,,1,6,1=Very Inaccurate;6=Very Accurate,4285,19394,0.81903797
q_1812,Tell the truth.,IPIPneo:C3:DU,1,NEO_C;NEOc3,,1,6,1=Very Inaccurate;6=Very Accurate,2441,21238,0.89691288
q_1818,Tend to dislike soft-hearted people.,IPIPneo:A6:SY,1,NEO_A;NEOa6,NEO_A;NEOa6,1,6,1=Very Inaccurate;6=Very Accurate,2366,21313,0.90008024
q_1824,Tend to vote for conservative political candidates.,MPQ:MPQ:TR;IPIPneo:O6:LI,2,NEO_O;MPQtr;NEOo6,NEO_O;NEOo6,1,6,1=Very Inaccurate;6=Very Accurate,2385,21294,0.89927784
q_1825,Tend to vote for liberal political candidates.,MPQ:MPQ:TR;IPIPneo:O6:LI,2,NEO_O;MPQtr;NEOo6,MPQtr,1,6,1=Very Inaccurate;6=Very Accurate,2304,21375,0.90269859
q_1830,Think highly of myself.,IPIPneo:A5:MO,1,NEO_A;NEOa5,NEO_A;NEOa5,1,6,1=Very Inaccurate;6=Very Accurate,2417,21262,0.89792643
q_1832,Think of others first.,IPIP100:B5:A,1,IPIP100agree,,1,6,1=Very Inaccurate;6=Very Accurate,4053,19626,0.82883568
q_1834,Think quickly.,BFAS:BFAS:O:I,1,SPI_15intellect;BFASintel,,1,6,1=Very Inaccurate;6=Very Accurate,4372,19307,0.81536382
q_1835,Think that all will be well.,IPIPneo:A1:TR,1,NEO_A;NEOa1,,1,6,1=Very Inaccurate;6=Very Accurate,2524,21155,0.89340766
q_1840,Think that my moods donÕt change more than most peopleÕs do.,PS:PS:S,1,PSs,,1,6,1=Very Inaccurate;6=Very Accurate,2544,21135,0.89256303
q_1848,Tire out quickly.,HEXACO:H:X:L,1,HEXACO_X;HXLiveliness,HEXACO_X;HXLiveliness,1,6,1=Very Inaccurate;6=Very Accurate,4296,19383,0.81857342
q_1853,Tremble in dangerous situations.,HEXACO:H:E:F,1,SPI_15fear;HEXACO_E;HEFear,HEXACO_E;HEFear,1,6,1=Very Inaccurate;6=Very Accurate,3397,20282,0.85653955
q_1854,Trust others.,MPQ:MPQ:AL;IPIPneo:A1:TR,2,SPI_15trust;NEO_A;MPQal;NEOa1,MPQal,1,6,1=Very Inaccurate;6=Very Accurate,2459,21220,0.89615271
q_1855,Trust what people say.,MPQ:MPQ:AL;IPIPneo:A1:TR,2,SPI_15trust;NEO_A;MPQal;NEOa1,MPQal,1,6,1=Very Inaccurate;6=Very Accurate,2547,21132,0.89243634
q_1858,Try not to think about the needy.,IPIPneo:A6:SY,1,NEO_A;NEOa6,NEO_A;NEOa6,1,6,1=Very Inaccurate;6=Very Accurate,2489,21190,0.89488576
q_1861,Try to avoid complex people.,IPIP100:B5:O;HEXACO:H:O:U,2,IPIP100intel;HEXACO_O;HOUnconvention,IPIP100intel;HEXACO_O;HOUnconvention,1,6,1=Very Inaccurate;6=Very Accurate,2812,20867,0.88124499
q_1867,Try to follow the rules.,HEXACO:H:H:F;IPIPneo:C3:DU;PS:PS:S,3,HEXACO_H;NEO_C;PSs;HHFairness;NEOc3,,1,6,1=Very Inaccurate;6=Very Accurate,6096,17583,0.7425567
q_1869,Try to forgive and forget.,HEXACO:H:A:FO;MPQ:MPQ:AG,2,HEXACO_A;MPQag;HAForgive,MPQag,1,6,1=Very Inaccurate;6=Very Accurate,2566,21113,0.89163394
q_1871,Try to impress others.,HEXACO:H:H:GA,1,HEXACO_H;HHGreedAvoid,HEXACO_H;HHGreedAvoid,1,6,1=Very Inaccurate;6=Very Accurate,3486,20193,0.85278095
q_1872,Try to lead others.,IPIPneo:E3:AS,1,NEO_E;NEOe3,,1,6,1=Very Inaccurate;6=Very Accurate,2527,21152,0.89328097
q_1880,Try to understand myself.,IPIPneo:O3:EM,1,SPI_15openness;NEO_O;NEOo3,,1,6,1=Very Inaccurate;6=Very Accurate,2401,21278,0.89860214
q_1881,Turn my back on others.,IPIPneo:A3:AL,1,NEO_A;NEOa3,NEO_A;NEOa3,1,6,1=Very Inaccurate;6=Very Accurate,2484,21195,0.89509692
q_1883,Turn plans into actions.,IPIPneo:C4:AS,1,NEO_C;NEOc4,,1,6,1=Very Inaccurate;6=Very Accurate,2470,21209,0.89568816
q_1893,Use difficult words.,IPIP100:B5:O,1,IPIP100intel;IPIP50Intel,,1,6,1=Very Inaccurate;6=Very Accurate,2775,20904,0.88280755
q_1894,Use flattery to get ahead.,HEXACO:H:H:S;IPIPneo:A2:MO,2,SPI_15machiavell;HEXACO_H;NEO_A;HHSincere;NEOa2,HEXACO_H;NEO_A;HHSincere;NEOa2,1,6,1=Very Inaccurate;6=Very Accurate,3536,20143,0.85066937
q_1896,Use others for my own ends.,QB6:QB6:H;IPIPneo:A2:MO,2,SPI_3socCohesion;SPI_5compHonHum;SPI_15machiavell;QB6honprop;NEO_A;NEOa2,SPI_3socCohesion;SPI_5compHonHum;QB6honprop;NEO_A;NEOa2,1,6,1=Very Inaccurate;6=Very Accurate,3509,20170,0.85180962
q_1899,Usually enjoy being with people.,QB6:QB6:X,1,QB6extra,,1,6,1=Very Inaccurate;6=Very Accurate,2797,20882,0.88187846
q_1904,Usually like to spend my free time with people.,HEXACO:H:X:S,1,HEXACO_X;HXSociable,,1,6,1=Very Inaccurate;6=Very Accurate,2763,20916,0.88331433
q_1910,Value cooperation over competition.,IPIPneo:A6:SY,1,SPI_15easyGoingness;NEO_A;NEOa6,,1,6,1=Very Inaccurate;6=Very Accurate,2384,21295,0.89932007
q_1913,Wait for others to lead the way.,IPIP100:B5:E;BFAS:BFAS:E:A;IPIPneo:E3:AS,3,IPIP100extra;BFASassert;NEO_E;NEOe3,IPIP100extra;BFASassert;NEO_E;NEOe3,1,6,1=Very Inaccurate;6=Very Accurate,4333,19346,0.81701085
q_1915,Want every detail taken care of.,BFAS:BFAS:C:O;HEXACO:H:C:PE,2,BFASorder;HEXACO_C;HCPerfect,,1,6,1=Very Inaccurate;6=Very Accurate,4381,19298,0.81498374
q_1916,Want everything to add up perfectly.,HEXACO:H:C:PE,1,SPI_15habit;HEXACO_C;HCPerfect,,1,6,1=Very Inaccurate;6=Very Accurate,4417,19262,0.81346341
q_1917,"Want everything to be ""just right.""",BFAS:BFAS:C:O;HEXACO:H:C:O;IPIPneo:C2:OR,3,SPI_15habit;BFASorder;HEXACO_C;NEO_C;HCOrgan;NEOc2,,1,6,1=Very Inaccurate;6=Very Accurate,4236,19443,0.82110731
q_1923,Want to be left alone.,MPQ:MPQ:SC;IPIPneo:E2:GR,2,NEO_E;MPQsc;NEOe2,NEO_E;MPQsc;NEOe2,1,6,1=Very Inaccurate;6=Very Accurate,2505,21174,0.89421006
q_1924,Want to be liked.,HEXACO:H:E:D,1,HEXACO_E;HEDepend,HEXACO_E;HEDepend,1,6,1=Very Inaccurate;6=Very Accurate,3353,20326,0.85839774
q_1943,Warm up quickly to others.,BFAS:BFAS:E:E;MPQ:MPQ:SC;IPIPneo:E1:FR,3,BFASenthus;NEO_E;MPQsc;NEOe1,,1,6,1=Very Inaccurate;6=Very Accurate,2854,20825,0.87947126
q_1949,Waste my time.,IPIP100:B5:C;BFAS:BFAS:C:I;QB6:QB6:C;IPIPneo:C5:SD,4,SPI_3emotionality;SPI_5conscientious;SPI_15industry;IPIP100consc;BFASindustry;QB6consc;NEO_C;NEOc5,SPI_5conscientious;SPI_15industry;IPIP100consc;BFASindustry;QB6consc;NEO_C;NEOc5,1,6,1=Very Inaccurate;6=Very Accurate,2719,20960,0.88517252
q_1957,[Often bothered by at least one in group interactions].,HEXACO:H:A:FL,1,HEXACO_A;HAFlex,HEXACO_A;HAFlex,1,6,1=Very Inaccurate;6=Very Accurate,2586,21093,0.89078931
q_1962,Will do anything for others.,MPQ:MPQ:UV,1,MPQuv,,1,6,1=Very Inaccurate;6=Very Accurate,2521,21158,0.89353436
q_1964,Will not probe deeply into a subject.,IPIP100:B5:O;HEXACO:H:O:I,2,IPIP100intel;HEXACO_O;HOInquisite,IPIP100intel;HEXACO_O;HOInquisite,1,6,1=Very Inaccurate;6=Very Accurate,2755,20924,0.88365218
q_1969,Wish to stay young forever.,HEXACO:H:H:GA,1,HEXACO_H;HHGreedAvoid,HEXACO_H;HHGreedAvoid,1,6,1=Very Inaccurate;6=Very Accurate,3633,20046,0.84657291
q_1979,Work hard.,HEXACO:H:C:D;MPQ:MPQ:AC;IPIPneo:C4:AS,3,HEXACO_C;NEO_C;MPQac;HCDiligence;NEOc4,,1,6,1=Very Inaccurate;6=Very Accurate,2755,20924,0.88365218
q_1984,Work too much.,MPQ:MPQ:AC,1,MPQac,,1,6,1=Very Inaccurate;6=Very Accurate,2414,21265,0.89805313
q_1989,Worry about things.,IPIP100:B5:ES;BFAS:BFAS:N:W;HEXACO:H:E:A;MPQ:MPQ:SR;IPIPneo:N1:ANX,5,IPIP100stability;IPIP50EmoSt;BFASwithdraw;HEXACO_E;NEO_N;MPQsr;HEAnxiety;NEOn1,IPIP100stability;IPIP50EmoSt;HEXACO_E;HEAnxiety,1,6,1=Very Inaccurate;6=Very Accurate,2649,21030,0.88812872
q_1992,Would be afraid to give a speech in public.,HEXACO:H:X:SB,1,HEXACO_X;HXSocBold,HEXACO_X;HXSocBold,1,6,1=Very Inaccurate;6=Very Accurate,4301,19378,0.81836226
q_1993,[Good at rescuing from burning building].,HEXACO:H:E:F,1,HEXACO_E;HEFear,,1,6,1=Very Inaccurate;6=Very Accurate,3410,20269,0.85599054
q_1998,Would describe my experiences as somewhat dull.,PS:PS:P,1,PSp,PSp,1,6,1=Very Inaccurate;6=Very Accurate,2453,21226,0.8964061
q_2001,Would fear walking in a high-crime part of a city.,HEXACO:H:E:F,1,HEXACO_E;HEFear,HEXACO_E;HEFear,1,6,1=Very Inaccurate;6=Very Accurate,3414,20265,0.85582161
q_2003,[Would feel v. badly for a long time if stole].,HEXACO:H:H:F,1,HEXACO_H;HHFairness,,1,6,1=Very Inaccurate;6=Very Accurate,5991,17688,0.746991
q_2005,Would hate to be considered odd or strange.,HEXACO:H:O:U,1,HEXACO_O;HOUnconvention,HEXACO_O;HOUnconvention,1,6,1=Very Inaccurate;6=Very Accurate,2730,20949,0.88470797
q_2008,Would like to have more power than other people.,HEXACO:H:H:M,1,HEXACO_H;HHModesty,HEXACO_H;HHModesty,1,6,1=Very Inaccurate;6=Very Accurate,3506,20173,0.85193631
q_2011,Would love to explore strange places.,HEXACO:H:O:I,1,HEXACO_O;HOInquisite,,1,6,1=Very Inaccurate;6=Very Accurate,2789,20890,0.88221631
q_2016,Would never cheat on my taxes.,HEXACO:H:H:F;IPIPneo:A2:MO,2,HEXACO_H;NEO_A;HHFairness;NEOa2,,1,6,1=Very Inaccurate;6=Very Accurate,6083,17596,0.74310571
q_2017,Would never go hang gliding or bungee jumping.,MPQ:MPQ:HA;IPIPneo:E5:ES,2,SPI_15boldness;NEO_E;MPQha;NEOe5,SPI_15boldness;NEO_E;NEOe5,1,6,1=Very Inaccurate;6=Very Accurate,2445,21234,0.89674395
q_2018,[Never go down rapids in a canoe].,HEXACO:H:E:F,1,HEXACO_E;HEFear,HEXACO_E;HEFear,1,6,1=Very Inaccurate;6=Very Accurate,3237,20442,0.86329659
q_2020,Would never make a high-risk investment.,MPQ:MPQ:HA,1,MPQha,,1,6,1=Very Inaccurate;6=Very Accurate,2471,21208,0.89564593
q_2021,Would never take things that aren't mine.,HEXACO:H:H:F;QB6:QB6:H;MPQ:MPQ:AG,3,HEXACO_H;QB6honprop;MPQag;HHFairness,MPQag,1,6,1=Very Inaccurate;6=Very Accurate,6022,17657,0.74568183
q_2024,[Would not enjoy a highly social job].,HEXACO:H:X:S,1,HEXACO_X;HXSociable,HEXACO_X;HXSociable,1,6,1=Very Inaccurate;6=Very Accurate,2799,20880,0.88179399
q_2025,Would not enjoy being a famous celebrity.,HEXACO:H:H:GA,1,HEXACO_H;HHGreedAvoid,,1,6,1=Very Inaccurate;6=Very Accurate,3549,20130,0.85012036
q_2029,[Not regret taking advantage of someone impulsively].,HEXACO:H:H:F,1,HEXACO_H;HHFairness,HEXACO_H;HHFairness,1,6,1=Very Inaccurate;6=Very Accurate,6025,17654,0.74555513
q_2036,Yell at people.,IPIPneo:A4:CO,1,NEO_A;NEOa4,NEO_A;NEOa4,1,6,1=Very Inaccurate;6=Very Accurate,2390,21289,0.89906668
q_2160,Am not a very enthusiastic person.,BFAS:BFAS:E:E,1,BFASenthus,BFASenthus,1,6,1=Very Inaccurate;6=Very Accurate,2678,21001,0.88690401
q_2161,Do not have an assertive personality.,BFAS:BFAS:E:A,1,BFASassert,BFASassert,1,6,1=Very Inaccurate;6=Very Accurate,4315,19364,0.81777102
q_2737,Am a goal-oriented person.,QB6:QB6:C,1,QB6consc,,1,6,1=Very Inaccurate;6=Very Accurate,2776,20903,0.88276532
q_2745,Am able to come up with new and different ideas.,PS:PS:P,1,SPI_5intelOpen;PSp,,1,6,1=Very Inaccurate;6=Very Accurate,2421,21258,0.89775751
q_2754,Am an original thinker.,PS:PS:P,1,PSp,,1,6,1=Very Inaccurate;6=Very Accurate,2480,21199,0.89526585
q_2756,Am considered to be a wise person.,QB6:QB6:O,1,QB6open,,1,6,1=Very Inaccurate;6=Very Accurate,4228,19451,0.82144516
q_2765,Am happy with my life.,QB6:QB6:ES,1,SPI_15enthusiasm;QB6resilient,,1,6,1=Very Inaccurate;6=Very Accurate,2669,21010,0.88728409
q_2775,Am not all that curious about the world.,QB6:QB6:O,1,QB6open,QB6open,1,6,1=Very Inaccurate;6=Very Accurate,2780,20899,0.88259639
q_2786,Am often worried by things that I said or did.,QB6:QB6:ES,1,QB6resilient,QB6resilient,1,6,1=Very Inaccurate;6=Very Accurate,2714,20965,0.88538367
q_2821,Behave in unusual and strange ways.,PS:PS:S,1,PSs,PSs,1,6,1=Very Inaccurate;6=Very Accurate,2430,21249,0.89737742
q_2853,Cannot imagine lying or cheating.,QB6:QB6:H,1,SPI_15machiavell;QB6honprop,SPI_15machiavell,1,6,1=Very Inaccurate;6=Very Accurate,5887,17792,0.75138308
q_2891,Don't pride myself on being original.,QB6:QB6:O,1,QB6open,QB6open,1,6,1=Very Inaccurate;6=Very Accurate,2778,20901,0.88268086
q_2900,Don't think it's important to socialize with others.,QB6:QB6:X,1,QB6extra,QB6extra,1,6,1=Very Inaccurate;6=Very Accurate,2856,20823,0.8793868
q_2951,Have a colorful and dramatic way of talking about things. ,PS:PS:P,1,PSp,,1,6,1=Very Inaccurate;6=Very Accurate,2362,21317,0.90024917
q_3023,Look forward to the opportunity to learn and grow. ,PS:PS:P,1,PSp,,1,6,1=Very Inaccurate;6=Very Accurate,2449,21230,0.89657502
q_3090,"When with a group, have difficulties selecting a good topic to talk about.",PS:PS:P,1,PSp,PSp,1,6,1=Very Inaccurate;6=Very Accurate,2441,21238,0.89691288
q_3691,Am selfÐdestructive.,PS:PS:S,1,PSs,PSs,1,6,1=Very Inaccurate;6=Very Accurate,2445,21234,0.89674395
q_4222,Have many different hobbies.,EPQr:EPQ:E,1,EPQe,,1,6,1=Very Inaccurate;6=Very Accurate,2480,21199,0.89526585
q_4223,Stop to think things over before doing anything.,EPQr:EPQ:P,1,EPQp,EPQp,1,6,1=Very Inaccurate;6=Very Accurate,2434,21245,0.8972085
q_4224,My mood often goes up and down.,EPQr:EPQ:N,1,EPQn,,1,6,1=Very Inaccurate;6=Very Accurate,2450,21229,0.89653279
q_4225,Often take notice of what people think.,EPQr:EPQ:P,1,EPQp,EPQp,1,6,1=Very Inaccurate;6=Very Accurate,2548,21131,0.8923941
q_4226,Am a talkative person.,EPQr:EPQ:E,1,SPI_3sociability;SPI_5extraversion;EPQe,,1,6,1=Very Inaccurate;6=Very Accurate,2487,21192,0.89497023
q_4227,Being in debt is worrisome to me.,EPQr:EPQ:P,1,EPQp,EPQp,1,6,1=Very Inaccurate;6=Very Accurate,2529,21150,0.8931965
q_4228,"Sometimes feel ""just miserable"" for no reason.",EPQr:EPQ:N,1,EPQn,,1,6,1=Very Inaccurate;6=Very Accurate,2520,21159,0.89357659
q_4229,Give money to charities.,EPQr:EPQ:P,1,EPQp,EPQp,1,6,1=Very Inaccurate;6=Very Accurate,2421,21258,0.89775751
q_4230,Am rather lively.,EPQr:EPQ:E,1,SPI_3sociability;SPI_5extraversion;EPQe,,1,6,1=Very Inaccurate;6=Very Accurate,2420,21259,0.89779974
q_4231,It would upset me a lot to see a child or animal suffer.,EPQr:EPQ:P,1,EPQp,EPQp,1,6,1=Very Inaccurate;6=Very Accurate,2436,21243,0.89712403
q_4232,Often worry about things I should not have done or said.,EPQr:EPQ:N,1,EPQn,,1,6,1=Very Inaccurate;6=Very Accurate,2392,21287,0.89898222
q_4233,Dislike people who don't know how to behave themselves.,EPQr:EPQ:P,1,EPQp,EPQp,1,6,1=Very Inaccurate;6=Very Accurate,2356,21323,0.90050256
q_4234,Can usually let myself go and enjoy a lively party.,EPQr:EPQ:E,1,EPQe,,1,6,1=Very Inaccurate;6=Very Accurate,2405,21274,0.89843321
q_4235,Am an irritable person.,EPQr:EPQ:N,1,EPQn,,1,6,1=Very Inaccurate;6=Very Accurate,2452,21227,0.89644833
q_4236,People should always respect the law.,EPQr:EPQ:P,1,EPQp,EPQp,1,6,1=Very Inaccurate;6=Very Accurate,2488,21191,0.894928
q_4237,Enjoy meeting new people.,EPQr:EPQ:E,1,SPI_3sociability;SPI_5extraversion;EPQe,,1,6,1=Very Inaccurate;6=Very Accurate,2421,21258,0.89775751
q_4238,Good manners are very important.,EPQr:EPQ:P,1,EPQp,EPQp,1,6,1=Very Inaccurate;6=Very Accurate,2378,21301,0.89957346
q_4239,My feelings are easily hurt.,EPQr:EPQ:N,1,SPI_3emotionality;SPI_5neuroticism;SPI_15fear;EPQn,,1,6,1=Very Inaccurate;6=Very Accurate,2458,21221,0.89619494
q_4240,Tend to keep in the background on social occasions.,EPQr:EPQ:E,1,SPI_3sociability;SPI_5extraversion;SPI_15sociability;EPQe,SPI_3sociability;SPI_5extraversion;SPI_15sociability;EPQe,1,6,1=Very Inaccurate;6=Very Accurate,2375,21304,0.89970016
q_4241,Would take drugs which may have strange or dangerous effects.,EPQr:EPQ:P,1,EPQp,,1,6,1=Very Inaccurate;6=Very Accurate,2479,21200,0.89530808
q_4242,"Often feel ""fed-up.""",EPQr:EPQ:N,1,EPQn,,1,6,1=Very Inaccurate;6=Very Accurate,2493,21186,0.89471684
q_4243,Like going out a lot.,EPQr:EPQ:E,1,SPI_3sociability;EPQe,,1,6,1=Very Inaccurate;6=Very Accurate,2454,21225,0.89636387
q_4244,Prefer to go my own way rather than act by the rules.,EPQr:EPQ:P,1,EPQp,,1,6,1=Very Inaccurate;6=Very Accurate,2476,21203,0.89543477
q_4245,Enjoy hurting people I love.,EPQr:EPQ:P,1,EPQp,,1,6,1=Very Inaccurate;6=Very Accurate,2395,21284,0.89885553
q_4246,Am often troubled by feelings of guilt.,EPQr:EPQ:N,1,EPQn,,1,6,1=Very Inaccurate;6=Very Accurate,2397,21282,0.89877106
q_4247,Prefer reading to meeting people.,EPQr:EPQ:E,1,SPI_3sociability;SPI_5extraversion;SPI_15sociability;EPQe,SPI_3sociability;SPI_5extraversion;SPI_15sociability;EPQe,1,6,1=Very Inaccurate;6=Very Accurate,2404,21275,0.89847544
q_4248,Have enemies who want to harm me.,EPQr:EPQ:P,1,EPQp,,1,6,1=Very Inaccurate;6=Very Accurate,2386,21293,0.89923561
q_4249,Would call myself a nervous person.,EPQr:EPQ:N,1,EPQn,,1,6,1=Very Inaccurate;6=Very Accurate,2450,21229,0.89653279
q_4250,Have many friends.,EPQr:EPQ:E,1,EPQe,,1,6,1=Very Inaccurate;6=Very Accurate,2511,21168,0.89395667
q_4251,Enjoy practical jokes that can sometimes really hurt people.,EPQr:EPQ:P,1,EPQp,,1,6,1=Very Inaccurate;6=Very Accurate,2537,21142,0.89285865
q_4252,Am a worrier.,EPQr:EPQ:N,1,SPI_3emotionality;SPI_5neuroticism;EPQn,,1,6,1=Very Inaccurate;6=Very Accurate,2433,21246,0.89725073
q_4253,Would call myself happy-go-lucky.,EPQr:EPQ:E,1,EPQe,,1,6,1=Very Inaccurate;6=Very Accurate,2428,21251,0.89746189
q_4254,Good manners and cleanliness matter to me.,EPQr:EPQ:P,1,EPQp,EPQp,1,6,1=Very Inaccurate;6=Very Accurate,2473,21206,0.89556147
q_4255,Have often gone against my parents' wishes.,EPQr:EPQ:P,1,EPQp,,1,6,1=Very Inaccurate;6=Very Accurate,2493,21186,0.89471684
q_4256,Worry about awful things that might happen.,EPQr:EPQ:N,1,EPQn,,1,6,1=Very Inaccurate;6=Very Accurate,2526,21153,0.8933232
q_4257,Usually take the initiative in making new friends.,EPQr:EPQ:E,1,EPQe,,1,6,1=Very Inaccurate;6=Very Accurate,2492,21187,0.89475907
q_4258,"Would call myself tense or ""highly-strung.""",EPQr:EPQ:N,1,EPQn,,1,6,1=Very Inaccurate;6=Very Accurate,2449,21230,0.89657502
q_4259,Am mostly quiet when with other people.,EPQr:EPQ:E,1,SPI_3sociability;SPI_5extraversion;SPI_15sociability;EPQe,SPI_3sociability;SPI_5extraversion;SPI_15sociability;EPQe,1,6,1=Very Inaccurate;6=Very Accurate,2516,21163,0.89374551
q_4260,Think marriage is old-fashioned and should be done away with.,EPQr:EPQ:P,1,EPQp,,1,6,1=Very Inaccurate;6=Very Accurate,2422,21257,0.89771528
q_4261,Am more easy-going about right and wrong than most people.,EPQr:EPQ:P,1,SPI_15easyGoingness;EPQp,,1,6,1=Very Inaccurate;6=Very Accurate,2454,21225,0.89636387
q_4262,Can easily get some life into a dull party.,EPQr:EPQ:E,1,SPI_3sociability;SPI_5extraversion;EPQe,,1,6,1=Very Inaccurate;6=Very Accurate,2488,21191,0.894928
q_4263,Worry about my health.,EPQr:EPQ:N,1,EPQn,,1,6,1=Very Inaccurate;6=Very Accurate,2410,21269,0.89822205
q_4264,Enjoy cooperating with others.,EPQr:EPQ:P,1,EPQp,EPQp,1,6,1=Very Inaccurate;6=Very Accurate,2442,21237,0.89687064
q_4265,Like telling jokes and funny stories to my friends.,EPQr:EPQ:E,1,EPQe,,1,6,1=Very Inaccurate;6=Very Accurate,2493,21186,0.89471684
q_4266,Most things taste the same to me.,EPQr:EPQ:P,1,SPI_15seriousness;EPQp,,1,6,1=Very Inaccurate;6=Very Accurate,2406,21273,0.89839098
q_4267,Like mixing with people.,EPQr:EPQ:E,1,SPI_3sociability;SPI_5extraversion;SPI_15sociability;EPQe,,1,6,1=Very Inaccurate;6=Very Accurate,2449,21230,0.89657502
q_4268,Worry if I know there are mistakes in my work.,EPQr:EPQ:P,1,EPQp,EPQp,1,6,1=Very Inaccurate;6=Very Accurate,2464,21215,0.89594155
q_4269,Suffer from sleeplessness.,EPQr:EPQ:N,1,EPQn,,1,6,1=Very Inaccurate;6=Very Accurate,2414,21265,0.89805313
q_4270,People have said that I sometimes act rashly.,EPQr:EPQ:E,1,SPI_15impulsivity;EPQe,,1,6,1=Very Inaccurate;6=Very Accurate,2408,21271,0.89830652
q_4271,"Nearly always have a ""ready answer"" when talking to people.",EPQr:EPQ:E,1,EPQe,,1,6,1=Very Inaccurate;6=Very Accurate,2453,21226,0.8964061
q_4272,Like to arrive at appointments in plenty of time.,EPQr:EPQ:P,1,EPQp,EPQp,1,6,1=Very Inaccurate;6=Very Accurate,2481,21198,0.89522362
q_4273,Often feel listless and tired for no reason.,EPQr:EPQ:N,1,EPQn,,1,6,1=Very Inaccurate;6=Very Accurate,2502,21177,0.89433675
q_4274,Like doing things in which I have to act quickly.,EPQr:EPQ:E,1,EPQe,,1,6,1=Very Inaccurate;6=Very Accurate,2406,21273,0.89839098
q_4275,My mother is (or was) a good woman.,EPQr:EPQ:P,1,EPQp,EPQp,1,6,1=Very Inaccurate;6=Very Accurate,2416,21263,0.89796866
q_4276,Often make decisions on the spur of the moment.,EPQr:EPQ:E,1,EPQe,,1,6,1=Very Inaccurate;6=Very Accurate,2522,21157,0.89349212
q_4277,Often feel life is very dull.,EPQr:EPQ:N,1,EPQn,,1,6,1=Very Inaccurate;6=Very Accurate,2514,21165,0.89382998
q_4278,Often take on more activities than I have time for.,EPQr:EPQ:E,1,EPQe,,1,6,1=Very Inaccurate;6=Very Accurate,2456,21223,0.8962794
q_4279,There are several people who keep trying to avoid me.,EPQr:EPQ:P,1,SPI_15seriousness;EPQp,,1,6,1=Very Inaccurate;6=Very Accurate,2471,21208,0.89564593
q_4280,Worry a lot about my looks.,EPQr:EPQ:N,1,SPI_15fear;EPQn,,1,6,1=Very Inaccurate;6=Very Accurate,2505,21174,0.89421006
q_4281,People spend too much time safeguarding their future with savings and insurance.,EPQr:EPQ:P,1,EPQp,,1,6,1=Very Inaccurate;6=Very Accurate,2439,21240,0.89699734
q_4282,Have once wished that I were dead.,EPQr:EPQ:N,1,EPQn,,1,6,1=Very Inaccurate;6=Very Accurate,2543,21136,0.89260526
q_4283,Can get a party going.,EPQr:EPQ:E,1,EPQe,,1,6,1=Very Inaccurate;6=Very Accurate,2427,21252,0.89750412
q_4284,Try not to be rude to people.,EPQr:EPQ:P,1,EPQp,EPQp,1,6,1=Very Inaccurate;6=Very Accurate,2448,21231,0.89661726
q_4285,Worry too long after an embarrassing experience.,EPQr:EPQ:N,1,EPQn,,1,6,1=Very Inaccurate;6=Very Accurate,2467,21212,0.89581486
q_4286,"Generally ""look before I leap.""",EPQr:EPQ:P,1,EPQp,EPQp,1,6,1=Very Inaccurate;6=Very Accurate,2571,21108,0.89142278
q_4287,"Suffer from ""nerves.""",EPQr:EPQ:N,1,EPQn,,1,6,1=Very Inaccurate;6=Very Accurate,2498,21181,0.89450568
q_4288,Often feel lonely.,EPQr:EPQ:N,1,EPQn,,1,6,1=Very Inaccurate;6=Very Accurate,2518,21161,0.89366105
q_4289,Trust people to mainly tell the truth.,EPQr:EPQ:P,1,SPI_15trust;EPQp,EPQp,1,6,1=Very Inaccurate;6=Very Accurate,2454,21225,0.89636387
q_4290,Am easily hurt when people find fault with me or the work I do.,EPQr:EPQ:N,1,EPQn,,1,6,1=Very Inaccurate;6=Very Accurate,2477,21202,0.89539254
q_4291,It is better to follow society's rules than to go my own way.,EPQr:EPQ:P,1,EPQp,EPQp,1,6,1=Very Inaccurate;6=Very Accurate,2435,21244,0.89716627
q_4292,Like having plenty of bustle and excitement around.,EPQr:EPQ:E,1,EPQe,,1,6,1=Very Inaccurate;6=Very Accurate,2513,21166,0.89387221
