model,cluster,n_held_out,pc1_r2,pc1_pearson,pc1_spearman,pc1_rmse,pc1_mae,pc2_r2,pc2_pearson,pc2_spearman,pc2_rmse,pc2_mae,pc3_r2,pc3_pearson,pc3_spearman,pc3_rmse,pc3_mae,raw_3d_error_mean,raw_3d_error_median,raw_3d_error_rmse,normalized_3d_error_mean,normalized_3d_error_median,normalized_3d_error_rmse,bias_pc1,bias_pc2,bias_pc3,ordinary_lopo_normalized_3d_error_mean,cluster_holdout_vs_lopo_mean_error_ratio,selected_hyperparameters
pls,mythic_spiritual,51,0.9929036261514615,0.9969749241973233,0.9955656108597285,1.0218098737356458,0.7414351828791816,0.9786790566591627,0.9941465038619924,0.9930316742081449,1.409875013803631,1.1801217079036632,0.9991529788449726,0.999679382209163,0.9996380090497737,0.4413407986936376,0.3551550638281123,1.6192698097326603,1.5993811100979018,1.796280789075857,0.0791170678756206,0.07999156286749584,0.0875571720898973,0.3939660702649296,0.9440372973354595,0.05825723300953185,0.037273169783319605,2.1226278402280365,"{""n_components"": 40}"
pls,other,6,0.9833903629465915,0.9958137972830083,0.942857142857143,1.436794040880537,1.3155496730904404,0.9956785200342919,0.9988013184476481,0.942857142857143,1.0290399068659215,0.9728816321669255,0.9885217556867383,0.9970075879730713,1.0,1.2562587556530167,1.0590014151929295,2.1189337255333003,2.012263897911007,2.1682911029166063,0.10214656613128557,0.0912929621284512,0.10688151002565303,-0.9276969112102608,0.3441812183486744,0.10515756104960834,0.06422733703114923,1.5903908032454486,"{""n_components"": 40}"
pls,procedural_professional,126,0.9912806116148699,0.9972981322274812,0.9945586801649794,1.3120716593839123,0.9907618366541827,0.9911340985743663,0.9967004508018038,0.9957225346831646,0.9895128136712759,0.7536752621446485,0.9990987698609486,0.9996003827073121,0.9992500937382828,0.3513154011317521,0.28695183837216715,1.418691605811183,1.1926397982363823,1.6805029481826153,0.05792758462806273,0.04919318402418589,0.06812264815011466,-0.7991558755505266,0.49946501427560924,0.1074258071428189,0.025306464370427183,2.2890429804866845,"{""n_components"": 40}"
pls,trickster_chaos,10,0.982862791053556,0.9966968660926092,0.9757575757575757,1.3238756812884327,1.0332260285458807,0.9979678755175225,0.9997080703862158,0.9757575757575757,0.8249932619219488,0.6748241401792312,0.9990325373151497,0.9996399049547606,0.9878787878787878,0.32349850310400197,0.3029904223640686,1.3961691126000653,1.4790521546814435,1.5930825412495297,0.05765129300746317,0.05530950476785612,0.063281133182245,-1.028039893466569,-0.3826368082733672,0.05823500769558891,0.04729198168382952,1.2190500578489354,"{""n_components"": 40}"
kernel_ridge,combative_iconoclast,15,0.9954299704579157,0.9992446647178885,0.9964285714285712,0.7713202685959598,0.6472199244157383,0.995724464105316,0.998145368958895,0.9857142857142854,0.9769073474300782,0.7585618725092732,0.9901752486338802,0.9964914396136371,0.9678571428571429,0.9073928122172977,0.8374652282117198,1.438473712442805,1.2653032853538035,1.5403391307999132,0.07643043186846295,0.07539397944751909,0.08076498581723758,-0.46570806058286734,-0.3079090715731018,0.42347699504906977,0.04002556785181272,1.9095402256735623,"{""alpha"": 0.001, ""gamma"": 0.0010416666666666667}"
kernel_ridge,editorial,13,0.9585039542851386,0.9804878308064691,0.989010989010989,1.5218237408403452,0.9741659876328466,0.9695185089435099,0.9857413768902672,0.9560439560439561,1.3015667806697373,0.8809783517815115,0.9661918058748363,0.9887678916691407,0.9505494505494506,1.1980184966835616,0.8062117693398412,1.7313782901408863,1.0145321635752738,2.3335106387424567,0.08076805165122813,0.05228282953109229,0.10829270472985164,-0.37119390181694595,-0.3157054469173234,-0.6740381778682607,0.07075421237227121,1.141529937839876,"{""alpha"": 0.001, ""gamma"": 0.0010416666666666667}"
kernel_ridge,grounded_social,54,0.9952478876446709,0.9977603364986,0.9966457023060796,0.9171963484365057,0.7343972143913633,0.9932544971336724,0.9967226280472978,0.9907756813417189,1.1406202881839977,0.8739593160093116,0.9982321204302204,0.9992132949287721,0.9984753192300361,0.72959567157944,0.5610205384157504,1.4428496298459805,1.3737082629784312,1.6354123722748521,0.06954529609923327,0.057661198208611784,0.07987377853998841,-0.13212888487389216,-0.028933934752640795,0.14132098734845028,0.03307814234985038,2.102454707513157,"{""alpha"": 0.001, ""gamma"": 0.0010416666666666667}"
kernel_ridge,mythic_spiritual,51,0.8357279961632305,0.9745817634254,0.969683257918552,4.916246259367389,3.9541947289215957,0.7078121072888403,0.9620738301416407,0.9438009049773756,5.219254976977177,4.424638515513013,0.9894917359379465,0.9974752021151952,0.9914932126696832,1.5545061221478516,1.2130582901213445,6.236258808414758,5.569261993576147,7.3366606219205766,0.29625699458433336,0.2801312333451572,0.34622185249005744,3.94907633181391,4.360433009788032,0.650355721716696,0.037273169783319605,7.948264027625403,"{""alpha"": 0.001, ""gamma"": 0.0010416666666666667}"
kernel_ridge,other,6,0.913093638348836,0.9801427899857413,1.0,3.286549903499573,2.411106218892149,0.32040777287645017,0.9132542518321678,0.6,12.904469836619247,11.216614848873851,0.9697876649228772,0.999430186299713,1.0,2.0381376692974045,1.827563335228331,11.772555779757397,13.212514607789284,13.471479398767533,0.602378998812517,0.6807372015856321,0.6881199467308051,1.0198742952626325,-10.92846867213737,1.827563335228331,0.06422733703114923,9.378856833506468,"{""alpha"": 0.001, ""gamma"": 0.0010416666666666667}"
kernel_ridge,procedural_professional,126,0.9801434890944575,0.9903182919235342,0.9846479190101238,1.9800037501638577,1.441577869361078,0.9850903707812426,0.993843930796361,0.9899992500937382,1.283197175341734,1.0079888058467708,0.994156073236954,0.9980621513482251,0.9969643794525685,0.8946058171456936,0.7039471629942495,2.1716168324996503,2.074500569224421,2.523356774128237,0.0921372229517896,0.08908043493669346,0.10614931642822668,-0.10900775714728642,-0.5391537737785401,-0.4594794851828898,0.025306464370427183,3.640857197715063,"{""alpha"": 0.001, ""gamma"": 0.0010416666666666667}"
kernel_ridge,trickster_chaos,10,0.9905312820587439,0.9967974002855673,0.9757575757575757,0.9840626498824179,0.7388883701318185,0.9818408001878223,0.9934212708958359,0.8666666666666665,2.4661733541967386,1.5924237157683017,0.9938027164075156,0.998476691462892,0.9878787878787878,0.8187585514106862,0.5619021745280699,1.9241479204129006,1.1962064618409634,2.778624817666416,0.09292895143133387,0.05229611135356982,0.13385730287140346,0.5395695633580125,1.186135207411602,0.11402954303545458,0.04729198168382952,1.9650043859995179,"{""alpha"": 0.001, ""gamma"": 0.0010416666666666667}"
knn,combative_iconoclast,15,0.009227358772640581,0.8995925733401196,0.8464285714285712,11.356963836896595,10.476622057966368,0.7921985472774308,0.9525883748949496,0.9428571428571427,6.810553160983422,5.724633787847596,0.7456790777407336,0.9046626598898365,0.8142857142857142,4.61663559128296,3.4886186170221114,13.218570375777297,15.621938723029201,14.024178625996564,0.5434710275463653,0.6437450425920181,0.580822001637961,-10.18733388058657,-5.0714639699388036,-2.382654450266597,0.04002556785181272,13.578096619602412,"{""n_neighbors"": 5}"
knn,editorial,13,0.791401830341864,0.8921829269566295,0.9175824175824175,3.4120567427457362,2.579955172108403,0.7516306674982017,0.917187469530166,0.8791208791208791,3.7153295100686656,2.6595016230783433,0.6828549176821846,0.89669263742836,0.8516483516483516,3.669285692177015,2.8989505554166217,5.556335869625332,5.735571279767741,6.237744951095602,0.26914534192846845,0.26730180607442244,0.30690955166702943,-0.41811880072889507,-2.2307145872462124,-0.6433667583896605,0.07075421237227121,3.8039479616050014,"{""n_neighbors"": 5}"
knn,grounded_social,54,0.5227089839084906,0.9148196593116691,0.9232323232323231,9.192012300666455,7.9690705759788605,0.09418259413464913,0.9008947481324332,0.9056222603392413,13.21765029454467,11.719340010621076,0.8779895372068381,0.9539267368510034,0.933676386506575,6.06114184359199,4.427537546955784,16.054165714871097,16.082464950642603,17.202814010871066,0.7532947926707665,0.7309036303353706,0.8157489282920606,1.1886729213961094,-11.672955721605954,3.080766107461926,0.03307814234985038,22.773189156257857,"{""n_neighbors"": 5}"
knn,mythic_spiritual,51,-1.6852369601113844,0.8394918021584712,0.8360180995475112,19.87664859170424,18.73250861370874,-3.3493366852405764,0.6368114613731886,0.6278733031674207,20.136728746105568,18.634510605382175,0.8944108129763847,0.9560188860911425,0.959185520361991,4.927613892835417,4.0246658784702065,27.468592822982647,29.05022345233555,28.720208608385793,1.2836123403770778,1.3081175097457431,1.3396072998349702,18.73250861370874,18.615582622200115,1.0247608836290423,0.037273169783319605,34.437971008076616,"{""n_neighbors"": 5}"
knn,other,6,-0.12338959515401138,-0.1897474496698635,-0.08571428571428573,11.816249305470558,10.929536480495509,-2.137975600427637,0.6384135078429329,0.5428571428571429,27.72941749328709,24.520999206885694,0.9204628536851192,0.9807634256086198,0.942857142857143,3.306940431408159,2.308224968553506,27.756563806097574,30.532512453988463,30.322931869839564,1.3628394141124003,1.4976872390985814,1.5008847324734564,-0.1736555180104237,-24.520999206885694,1.0958189839652575,0.06422733703114923,21.21899298816398,"{""n_neighbors"": 5}"
knn,procedural_professional,126,0.5650388157496371,0.9307600845357829,0.9383757030371206,9.267013479209824,6.95763698915746,0.29109357388567314,0.7856209913636921,0.6966599175103112,8.848189797795449,7.257225122142764,0.6567854993117064,0.8558243609537332,0.8849763779527559,6.855863302133929,5.477985492932148,13.320257690892014,13.399346229834416,14.53171920796761,0.5762083742124863,0.5606890330734409,0.6266511638248873,-3.2121400102919138,5.831197319138085,-2.757779387450408,0.025306464370427183,22.769216820577913,"{""n_neighbors"": 5}"
knn,trickster_chaos,10,-1.1565189816958332,0.28187035895094315,0.29696969696969694,14.850935133353108,11.960327453990342,0.8119842224197571,0.9069994610725743,0.9393939393939393,7.93546526511844,7.2762895931146705,0.8547908907167432,0.9801065407867602,0.9515151515151514,3.963255715048784,3.364659023586678,15.915011215880535,13.669729103386654,17.298244973748922,0.6491147597045592,0.6377734259052814,0.6803657899505732,11.178074295515104,0.15299967326814415,-3.364659023586678,0.04729198168382952,13.725683225630407,"{""n_neighbors"": 5}"
ridge,ALL_CLUSTERS,275,0.9986924628545952,0.9994150447767141,0.9990063760422377,1.0856965820648665,0.7647630561577302,0.9977395834737462,0.9990295743362154,0.9983878133925738,1.021012358330066,0.7830596092747866,0.9993377619248409,0.9996720062510747,0.999503765038516,0.4052241019419215,0.2982209532369364,1.2722757464694305,1.0720657416940105,1.5444772180141388,0.05649042777538554,0.045614264748407726,0.06799674927132635,-0.2204398016513075,0.2690716540691853,0.0344180011627062,0.03365177445147983,1.6786760489208434,varies by cluster
pls,ALL_CLUSTERS,275,0.9984619619204985,0.9993086831491955,0.9988459652058509,1.1775110651638827,0.8652034688461295,0.9973965177564679,0.9988597856432919,0.9980929575026688,1.0957565412550327,0.845703276155759,0.9990852292780772,0.9995467196960084,0.9993981708548513,0.47626023634761566,0.35103268530664206,1.4231089631968865,1.2045195974736933,1.6775096181579587,0.06280759523294947,0.0537367610641372,0.07373887773171797,-0.2194014761543767,0.28686557136011787,0.04566104475804615,0.03365177445147983,1.8663977236477503,varies by cluster
kernel_ridge,ALL_CLUSTERS,275,0.9923941756497539,0.9970344758874075,0.9970652895184792,2.6185121817723327,1.6988660727700546,0.9782117144987756,0.991447477421439,0.9944444765009666,3.169919916995378,1.8396801083784888,0.9953736512404334,0.9977054688131334,0.9968229422117078,1.0710441653045406,0.801765663960578,2.921995045370686,1.9987186718773735,4.248780287363302,0.13532308167915066,0.08837794072436791,0.20134202198172324,0.6554063836783772,0.32892366794262207,-0.026907658012738617,0.03365177445147983,4.021276259124573,varies by cluster
knn,ALL_CLUSTERS,275,0.8359828457478612,0.9173103653370008,0.9249433080407375,12.15979040327876,9.593524554784095,0.6365313112790254,0.8301538740324798,0.7505571102968754,12.947033269569506,10.31980613064804,0.8553715688172607,0.9286104501078156,0.9163070886587231,5.988458341413302,4.6257554035271955,16.51773115841719,15.60158923523344,18.744273964116413,0.7456856081971316,0.6750398300023014,0.8557079375545221,2.0629450654057053,2.9204317064907923,-0.7273865050758765,0.03365177445147983,22.158879296908523,varies by cluster
