resample_type,replicate,component,score_correlation,minimum_model_loading_tucker,mean_model_loading_tucker,matched_original_component,sign_correction
bootstrap,5,C4,0.9729493880079552,0.9300172921889178,0.950250190535511,4,1
bootstrap,5,C5,0.9345343135051747,0.7933122309825027,0.8472764983500786,5,1
bootstrap,5,C6,0.8860315658989858,0.7397002700972719,0.7715797543816075,6,1
bootstrap,5,C7,0.8684471852861938,0.6276467877596189,0.7660025310547779,7,1
bootstrap,5,C8,0.7833379817133286,0.23073406588837786,0.4841820146030176,8,1
bootstrap,5,C9,0.7956436965176451,0.10291653702110364,0.4173957444070791,9,1
bootstrap,5,C10,0.9102136573524445,0.860429125808041,0.879816677457452,10,1
bootstrap,5,C11,0.6549814364457859,0.4231019904711518,0.6044463693147769,11,-1
bootstrap,5,C12,0.7902829423368176,0.4386393587244796,0.6375867138196637,12,-1
bootstrap,5,C13,0.7728631850510942,0.31893830286018005,0.45430615606809727,13,1
bootstrap,6,C1,0.9985882300939716,0.9979005861298058,0.9990144466131307,1,1
bootstrap,6,C2,0.9897647666849031,0.9792656694032256,0.981964999403876,2,1
bootstrap,6,C3,0.9991080034638041,0.9955060181437445,0.9970328311881286,3,1
bootstrap,6,C4,0.9716647577329435,0.9393668438137338,0.9466228038810244,4,1
bootstrap,6,C5,0.9560605749180928,0.8449527654843827,0.8687998630693343,5,1
bootstrap,6,C6,0.976493677096808,0.9098515580570974,0.9442859730566983,6,1
bootstrap,6,C7,0.9586067357851845,0.7843333401609831,0.8401722817243938,7,-1
bootstrap,6,C8,0.8341665472360514,0.4395829485096289,0.6710742697327271,8,-1
bootstrap,6,C9,0.7572202179211478,0.359316821941742,0.6205768928738792,9,1
bootstrap,6,C10,0.9876650402778391,0.9236389924101729,0.9567596160159212,10,1
bootstrap,6,C11,0.9374433102483194,0.7581110742148255,0.8124675973553441,11,1
bootstrap,6,C12,0.70424158310307,0.5276151150328571,0.7231607209605051,13,-1
bootstrap,6,C13,0.6902051398428379,0.4462148461265095,0.5827053390677414,12,-1
bootstrap,7,C1,0.9904204373294907,0.9933523658561895,0.9950250051760262,1,1
bootstrap,7,C2,0.9608445626139832,0.9260208450681622,0.9378500504553008,2,1
bootstrap,7,C3,0.9904298741781147,0.9757305686088266,0.9833200724064565,3,1
bootstrap,7,C4,0.9800525404294528,0.9827580015860609,0.9864167176112918,4,1
bootstrap,7,C5,0.9611946127676463,0.8716224866359462,0.8890466635823562,5,1
bootstrap,7,C6,0.9493402522308126,0.8838662890327323,0.8917787902937634,6,1
bootstrap,7,C7,0.9301786278226637,0.7252584671423609,0.8033441266133661,7,-1
bootstrap,7,C8,0.8235659740919165,0.3578838725119215,0.5515625626751911,8,-1
bootstrap,7,C9,0.8673386491905429,0.1049589590488098,0.5671203097471539,9,-1
bootstrap,7,C10,0.7451235628189177,-0.3670465323862938,0.14483475562232348,10,1
bootstrap,7,C11,0.7769073763580022,0.7745016352265262,0.7962697380253618,11,1
bootstrap,7,C12,0.8362301553224301,0.620597908471312,0.7597707930923624,12,1
bootstrap,7,C13,0.8367127856838711,0.4289413952938791,0.703322887158294,13,-1
bootstrap,8,C1,0.9877041316178904,0.9930456581388848,0.9941970523317226,1,1
bootstrap,8,C2,0.9729109218011817,0.9412199743898962,0.9466719051469669,2,1
bootstrap,8,C3,0.9978623340968339,0.9917467108678244,0.9935946079352757,3,1
bootstrap,8,C4,0.9542551995649814,0.9714104376110163,0.9765688621909439,4,1
bootstrap,8,C5,0.8909093550962178,0.702995478276392,0.763378231945126,5,-1
bootstrap,8,C6,0.9677026752923191,0.7434790244461714,0.7813200432849401,6,1
bootstrap,8,C7,0.9297106154980498,0.580490935434026,0.7104163626039988,7,1
bootstrap,8,C8,0.9294460131612802,0.7228590398098338,0.8619869450371729,8,1
bootstrap,8,C9,0.8339070616678372,0.47472932537497453,0.5247907702405402,9,-1
bootstrap,8,C10,0.9347154421495166,0.3229686203482125,0.5620229687243538,10,1
bootstrap,8,C11,0.9541274639544247,0.3524005807758412,0.6735076031468857,11,1
bootstrap,8,C12,0.7444563418986982,0.059991694945868056,0.4572285678071076,12,-1
bootstrap,8,C13,0.7098686815052443,0.09381200537694497,0.5741114730440878,13,-1
bootstrap,9,C1,0.9731175160135775,0.9797594517666461,0.986001782760655,1,1
bootstrap,9,C2,0.951060371918618,0.8998283011187347,0.9190219018749081,2,1
bootstrap,9,C3,0.9854719980899224,0.9681647573655764,0.974658077141196,3,1
bootstrap,9,C4,0.9778474175189029,0.9714960009079482,0.9732230273368284,4,1
bootstrap,9,C5,0.9410963309691377,0.8429469781015557,0.8536274950710393,5,1
bootstrap,9,C6,0.9378397373988386,0.6015411627054118,0.7599823510187647,6,1
bootstrap,9,C7,0.8871534710472245,0.5864745801653914,0.7570366074252664,7,1
bootstrap,9,C8,0.8775445028211806,0.5861801018576835,0.6626046154434994,8,1
bootstrap,9,C9,0.8782264595872586,0.3961262524151827,0.6438212786174787,9,1
bootstrap,9,C10,0.9557813138799305,0.7315943743689078,0.8405935716337528,10,1
bootstrap,9,C11,0.9573445448916957,0.8657134097774439,0.8917538380666592,11,1
bootstrap,9,C12,0.7062045879990094,0.7061683774136248,0.8136587340111258,12,-1
bootstrap,9,C13,0.7675332152936375,0.6428284606549497,0.7462966704860227,13,-1
bootstrap,10,C1,0.9989283908898892,0.9992305060741441,0.9995029965190442,1,1
bootstrap,10,C2,0.998319590181743,0.998019711095076,0.9981078250441207,2,1
bootstrap,10,C3,0.9950096825655135,0.9949001787815737,0.9955589278618918,3,1
bootstrap,10,C4,0.9589055170338204,0.9353866068347809,0.9563665243885134,4,1
bootstrap,10,C5,0.9226359370650807,0.7397340816098621,0.7979279610665748,5,-1
bootstrap,10,C6,0.9940058225351465,0.9721909441504424,0.9807122731279297,6,1
bootstrap,10,C7,0.7854923087415846,0.6053244880597425,0.7128918202632892,7,1
bootstrap,10,C8,0.642334011687979,0.1283472031234087,0.43701277550086864,8,1
bootstrap,10,C9,0.8154347536560974,0.7555575486404177,0.8169651762439232,9,-1
bootstrap,10,C10,0.7714299854399119,0.6476814144906798,0.7491349267291542,10,1
bootstrap,10,C11,0.8925863303980544,0.7492132835341141,0.8166590652546454,11,1
bootstrap,10,C12,0.5747468310300693,0.18069960458869078,0.6520207873140427,13,-1
bootstrap,10,C13,0.6547502949445073,0.41581959850358896,0.44688180122360593,12,-1
bootstrap,11,C1,0.999672316931238,0.9998848636940341,0.9999155528638317,1,1
bootstrap,11,C2,0.9952461173711163,0.9907331698201327,0.9933800542881358,2,1
bootstrap,11,C3,0.9970860722600161,0.9946447347911886,0.9954739067458799,3,1
bootstrap,11,C4,0.9744389550917719,0.9271100605323237,0.95405987431739,4,1
bootstrap,11,C5,0.9528283426877459,0.8807657385306676,0.8943132141513354,5,1
bootstrap,11,C6,0.9412575267529045,0.758718871483149,0.7970282735968102,6,1
bootstrap,11,C7,0.9073686624819723,0.6661618236528133,0.7795196069946743,7,-1
bootstrap,11,C8,0.73896889193087,0.37451543120595865,0.6019040654463271,9,1
bootstrap,11,C9,0.6375048824574903,0.2151817994738896,0.47960456199409474,8,-1
bootstrap,11,C10,0.9691567368873919,0.8852370265833684,0.9237433987667041,10,1
bootstrap,11,C11,0.908075638342469,0.8584145370222981,0.8644306993381942,11,1
bootstrap,11,C12,0.7925668324778938,0.7362612173223921,0.807780282799889,12,1
bootstrap,11,C13,0.8848352954910523,0.6514389186346431,0.753732864322302,13,-1
bootstrap,12,C1,0.9809988092967502,0.9907040908192397,0.9910461378749224,1,1
bootstrap,12,C2,0.9226409546275779,0.8882787048824435,0.905640740269989,2,-1
bootstrap,12,C3,0.9078875693957784,0.841657403425731,0.8615134089467918,3,-1
bootstrap,12,C4,0.9438335744572235,0.8423979898537458,0.8844903542696616,4,1
bootstrap,12,C5,0.9044174734691954,0.6560967604324435,0.732855935364678,5,-1
bootstrap,12,C6,0.9625810850093885,0.7605378017314863,0.8616305889097869,6,-1
bootstrap,12,C7,0.946437124849896,0.8186135880987357,0.8640965648860712,7,1
bootstrap,12,C8,0.8978402340603922,0.6092714614966801,0.7178402652231615,8,-1
bootstrap,12,C9,0.9439162838525709,0.7818633251871816,0.8633732967922244,9,-1
bootstrap,12,C10,0.9503242275922237,0.8226567859144884,0.8842685944628093,10,1
bootstrap,12,C11,0.7269772173961294,-0.2886527543208794,0.40423140172336886,12,1
bootstrap,12,C12,0.6795487486165244,0.3588254589756238,0.5633055328375091,11,-1
bootstrap,12,C13,0.7914824643396393,0.5168913423665443,0.6383851588114203,13,-1
bootstrap,13,C1,0.9992324712245265,0.9996745626356475,0.9997737134503234,1,-1
bootstrap,13,C2,0.9854612030421215,0.9857447199244175,0.9905532361912721,2,1
bootstrap,13,C3,0.9491182805091433,0.862638694822095,0.911263440995036,3,1
bootstrap,13,C4,0.9809679992363665,0.9640763881043909,0.9737642258117124,4,1
bootstrap,13,C5,0.9686761005972208,0.8444907087390328,0.9126385277701106,5,1
bootstrap,13,C6,0.9852478263016281,0.9704895830447247,0.9764901007922671,6,1
bootstrap,13,C7,0.9379459277171427,0.7018158506815577,0.7639120914241252,7,-1
bootstrap,13,C8,0.9278747149893216,0.504728364088985,0.7060527455490501,8,1
bootstrap,13,C9,0.9300607358523268,0.6892572018239462,0.8239745530643471,9,-1
bootstrap,13,C10,0.9255837329469234,0.3988857045970449,0.5798179747379432,10,1
bootstrap,13,C11,0.7603154258933665,0.6495243710397496,0.7273871013147102,11,1
bootstrap,13,C12,0.8171246398308172,0.4977383408145622,0.7317129228582383,13,1
bootstrap,13,C13,0.772209675869664,0.6390043564457875,0.7069089795073227,12,1
bootstrap,14,C1,0.9965225463015893,0.9980880695221162,0.9983309676274416,1,1
bootstrap,14,C2,0.9968572714335434,0.9944557032680112,0.9960725622586444,2,1
bootstrap,14,C3,0.9931619980697032,0.9701601880422954,0.978286098949082,3,1
bootstrap,14,C4,0.9801574221574763,0.9794002657249322,0.9847893537417725,4,1
bootstrap,14,C5,0.9407386364955529,0.8096902582832025,0.8332075332702441,5,1
bootstrap,14,C6,0.9495130759933214,0.8070640379093885,0.8549578728066253,6,1
bootstrap,14,C7,0.9606161327259314,0.6116990043573777,0.7466254309610277,7,1
bootstrap,14,C8,0.9512476770152846,0.8081363150690098,0.875207131538696,8,-1
bootstrap,14,C9,0.950349585655692,0.7011366814922303,0.8230834942833848,9,1
bootstrap,14,C10,0.9434786259946352,0.7191309818267467,0.8430169541167322,10,1
bootstrap,14,C11,0.904985360776217,0.7716459112719064,0.8618306975711726,11,1
bootstrap,14,C12,0.8758241625468356,0.8786899001570717,0.9212272587752773,12,-1
bootstrap,14,C13,0.8836926969105282,0.6506116965035377,0.7470395619975266,13,-1
bootstrap,15,C1,0.9989175231632942,0.9994533831322121,0.9994949642255615,1,-1
bootstrap,15,C2,0.9934945010188889,0.9869211039898473,0.9884172945544538,2,1
bootstrap,15,C3,0.9954782352234112,0.9877953505110111,0.9911604085444318,3,1
bootstrap,15,C4,0.9831470167182212,0.9113075091253866,0.9341083530521558,4,1
bootstrap,15,C5,0.9682680315704634,0.7749784181827549,0.8254425263941915,5,1
bootstrap,15,C6,0.9604930097576229,0.880529293259918,0.8966853479101814,6,1
bootstrap,15,C7,0.8406035553689795,0.4190917441803759,0.6592772551387688,7,1
bootstrap,15,C8,0.7841941731627878,0.4916625057190252,0.6978204968911563,8,-1
bootstrap,15,C9,0.9645972820425194,0.8530771755454505,0.8996176374204615,9,-1
bootstrap,15,C10,0.9742267609776563,0.94224300826657,0.9552027400627733,10,1
bootstrap,15,C11,0.8814794351290968,0.40025980764163976,0.6541459010390628,11,1
bootstrap,15,C12,0.8633042039245075,0.6981302554378461,0.8201546260940619,12,1
bootstrap,15,C13,0.8417898922667618,0.5832489756291747,0.7043941011762453,13,-1
bootstrap,16,C1,0.9861311938322915,0.9888955103526423,0.992377266910852,1,1
bootstrap,16,C2,0.9722054222106599,0.9481075345061399,0.9534139803858576,2,1
bootstrap,16,C3,0.995625341071066,0.9891442281887801,0.9919957451930527,3,1
bootstrap,16,C4,0.9818480008201641,0.9296355518981665,0.9495243618672138,4,1
bootstrap,16,C5,0.9845953622367005,0.933941619081597,0.9532261094092158,5,1
bootstrap,16,C6,0.9560937149385383,0.7168134058501242,0.8303599175326797,6,1
bootstrap,16,C7,0.9091034911000977,0.6330600788001398,0.7570338166112701,7,-1
bootstrap,16,C8,0.8778173505312475,0.29926326842326034,0.5690046560819341,8,1
bootstrap,16,C9,0.9392234712235626,0.6088079634669349,0.7232559204769314,9,1
bootstrap,16,C10,0.9428317696776143,0.8672268853462094,0.9135751692913087,10,1
bootstrap,16,C11,0.899588491184209,0.2656501268708528,0.6973438023008045,11,-1
bootstrap,16,C12,0.8874562414686528,0.84478712054268,0.867269628920921,13,-1
bootstrap,16,C13,0.8191219516617347,0.19217096407783674,0.5177470977398538,12,-1
bootstrap,17,C1,0.970379942965863,0.9826228378929793,0.9854506567558121,1,1
bootstrap,17,C2,0.9242462795854617,0.8113765897799887,0.8493020139162307,2,1
bootstrap,17,C3,0.9906842177808098,0.9554338706961232,0.9775375249334748,3,1
bootstrap,17,C4,0.9818764039861843,0.9031749220928842,0.9390829579841471,4,1
bootstrap,17,C5,0.986067256218984,0.9653630606692779,0.9750181958932762,5,1
bootstrap,17,C6,0.9671259637161248,0.8102621834877306,0.8876813393936948,6,1
bootstrap,17,C7,0.9811816412767984,0.8596573967074931,0.8889906812080429,7,1
bootstrap,17,C8,0.897275041590938,0.5220660139219142,0.7579586037381129,8,-1
bootstrap,17,C9,0.7983817111349035,0.37519078318932947,0.5284583246408682,9,-1
bootstrap,17,C10,0.862242582407136,0.6026149150746722,0.7668424997326788,10,-1
bootstrap,17,C11,0.6114438963933645,0.13328333565652145,0.505016431531803,11,1
bootstrap,17,C12,0.5774983479632085,0.4801206875204898,0.6271808781951606,12,1
bootstrap,17,C13,0.6802896129145617,0.4081079223682466,0.5189880415663707,13,1
bootstrap,18,C1,0.9989393595113887,0.999468438655331,0.9995686624313249,1,1
bootstrap,18,C2,0.9812687100261354,0.9828047743700282,0.9886881456170231,2,1
bootstrap,18,C3,0.9519592987772574,0.8916254933871773,0.9097837669010449,3,-1
bootstrap,18,C4,0.9841057474800674,0.9725876206590852,0.9785924172912637,4,1
bootstrap,18,C5,0.9755291396518864,0.9212461757844214,0.9482718821778491,5,1
bootstrap,18,C6,0.9568621618318094,0.8360874507586614,0.8670511838211428,6,-1
bootstrap,18,C7,0.9390365762230384,0.8345784906336949,0.878522444044514,7,1
bootstrap,18,C8,0.8991714681977335,0.7591673590589453,0.8201210575964639,8,1
bootstrap,18,C9,0.8801244841696779,0.607515674317866,0.7338163620060447,9,-1
bootstrap,18,C10,0.8684124478404657,0.3969947372575005,0.5759570544111555,10,1
bootstrap,18,C11,0.8896141427737152,0.5070790662872581,0.7845665945306313,11,-1
bootstrap,18,C12,0.60577918844825,0.42744586023578945,0.6944997767198079,13,-1
bootstrap,18,C13,0.7756392130068339,-0.18478501928590485,0.2102990052206735,12,-1
bootstrap,19,C1,0.9890392232079922,0.9920561951094884,0.9942910087549892,1,1
bootstrap,19,C2,0.979187735500442,0.9562506975815763,0.963033667294248,2,1
bootstrap,19,C3,0.9944252214830642,0.9904370036607644,0.9923769269201678,3,1
bootstrap,19,C4,0.9799085124300632,0.9727340025490279,0.979957327173229,4,1
bootstrap,19,C5,0.9541680019845943,0.87322008617579,0.9018916354373975,5,1
bootstrap,19,C6,0.9635447051881556,0.7555183071430761,0.8167287666597179,6,1
bootstrap,19,C7,0.9541355710857065,0.7356857529567342,0.8180845528953872,7,-1
bootstrap,19,C8,0.8771016824614504,0.26634669711671277,0.5207015242222296,8,-1
bootstrap,19,C9,0.928485186621526,0.6799415230218733,0.804823681123652,9,1
bootstrap,19,C10,0.9662264339968257,0.5095186782108079,0.7603746427644458,10,1
bootstrap,19,C11,0.86895111819319,0.7926205963883953,0.8628878737842894,11,1
bootstrap,19,C12,0.7576137385934681,0.6641972943995241,0.7673668427654133,12,-1
bootstrap,19,C13,0.7596925037522355,-0.2707314764716821,0.03550829620315677,13,-1
bootstrap,20,C1,0.9977005410897346,0.9987224327743911,0.998919346520675,1,1
bootstrap,20,C2,0.9975372681848975,0.9943725399130452,0.9965241432793226,2,1
bootstrap,20,C3,0.9978375602451157,0.993990775197041,0.9954367675650179,3,1
bootstrap,20,C4,0.9890058053697016,0.9658584593108436,0.9791992741214309,4,1
bootstrap,20,C5,0.9768140156695406,0.885127196911123,0.9077808519172983,5,1
bootstrap,20,C6,0.9487585093734399,0.6565436777508469,0.8195012093718956,6,-1
bootstrap,20,C7,0.9827839009707199,0.7620226173721942,0.868293953560544,7,1
bootstrap,20,C8,0.9513856230798989,0.9051617963300154,0.9176302900318903,8,-1
bootstrap,20,C9,0.773785381783928,0.3154367794576623,0.6057469307952458,9,-1
bootstrap,20,C10,0.7084405815681614,0.26892022465902965,0.5749671430565889,11,1
bootstrap,20,C11,0.5446025195096498,0.1975983313183741,0.38518766642621083,10,1
bootstrap,20,C12,0.6857549886605553,0.2696048673803981,0.5861656609223677,13,-1
bootstrap,20,C13,0.7402520847376047,0.7204309707927639,0.7696786612280335,12,-1
bootstrap,21,C1,0.999816328408893,0.9999238533771733,0.9999505468884012,1,1
bootstrap,21,C2,0.9973307978578019,0.9960690526598297,0.9968689984220508,2,1
bootstrap,21,C3,0.9914028517016868,0.9734765404586494,0.9809248312132451,3,1
bootstrap,21,C4,0.9784322844163683,0.9546495072996545,0.9627108582787814,4,1
bootstrap,21,C5,0.9657658769830597,0.8683463468265994,0.892735462870088,5,1
bootstrap,21,C6,0.9749197700248066,0.846937332376591,0.8985755010452664,6,1
bootstrap,21,C7,0.9034236406976658,0.6838481187441241,0.7556543720558092,7,1
bootstrap,21,C8,0.8465935469198993,0.203686799093592,0.4749251769175791,8,1
bootstrap,21,C9,0.8869620802326528,0.47136508520418646,0.7497927373862937,9,1
bootstrap,21,C10,0.9215504415699871,0.021027012403012704,0.4795127319744381,10,1
bootstrap,21,C11,0.8889836997444805,0.7664186686171851,0.8228362331639488,11,1
bootstrap,21,C12,0.8137864196113228,0.5386487515246504,0.6857708726082642,12,-1
bootstrap,21,C13,0.8778495842355101,0.6841871871877075,0.7800560682033835,13,-1
bootstrap,22,C1,0.9987038152800192,0.9992544974575739,0.9994287744057883,1,1
bootstrap,22,C2,0.9985318390494166,0.995497117736118,0.9970054983590438,2,1
bootstrap,22,C3,0.9983786067891537,0.9933292361876181,0.9949365970023974,3,1
bootstrap,22,C4,0.9952277712362606,0.9862063584004814,0.9887086230787571,4,1
bootstrap,22,C5,0.9673894458653648,0.8072131889403464,0.8226848174098486,5,1
bootstrap,22,C6,0.9669014470994228,0.8368497781924239,0.8771381173296655,6,1
bootstrap,22,C7,0.9455784967316335,0.6093755069849425,0.6599788632208211,7,1
bootstrap,22,C8,0.8859287749653838,0.6224883288606683,0.7412954013424278,8,1
bootstrap,22,C9,0.8475154585887713,0.7469099088977175,0.7648035559218259,9,1
bootstrap,22,C10,0.9469594266704823,0.6507411810663624,0.7424761476717304,10,1
bootstrap,22,C11,0.8996799854144866,0.6149070602603449,0.8023355067742961,11,1
bootstrap,22,C12,0.8525113772121543,0.8011125204193998,0.8497548302027512,12,1
bootstrap,22,C13,0.9244791286135474,0.7117808531353333,0.8282536648758718,13,-1
bootstrap,23,C1,0.9929460308085298,0.9958523863195341,0.9967961653586436,1,1
bootstrap,23,C2,0.997149262865748,0.9967191808994175,0.9970657857388727,2,1
bootstrap,23,C3,0.9979023068907317,0.9922037476438648,0.9933488022870979,3,1
bootstrap,23,C4,0.9854137536587989,0.9583562285081694,0.9611762069912647,4,1
bootstrap,23,C5,0.9968845505258291,0.967568355697273,0.9783622067504066,5,1
bootstrap,23,C6,0.9743540565625016,0.8511104652857164,0.8847447561092432,6,1
bootstrap,23,C7,0.9593070519795008,0.7404180158800423,0.8306371332215682,7,1
bootstrap,23,C8,0.9504359052110007,0.8115418191597205,0.8495532045754386,8,1
bootstrap,23,C9,0.9831851524871593,0.8178230778968439,0.8807714095298781,9,-1
bootstrap,23,C10,0.9589730647085738,0.510251786431828,0.7625627300640382,10,1
bootstrap,23,C11,0.9421977701038625,0.5091994755695989,0.7845576823644866,11,1
bootstrap,23,C12,0.6380881644927939,0.10893803357927594,0.3830144465313605,12,1
bootstrap,23,C13,0.750364854694265,-0.07386586763471367,0.16656428459233877,13,-1
bootstrap,24,C1,0.9777684538159026,0.9873669337402535,0.989282604222924,1,1
bootstrap,24,C2,0.9270602563148685,0.8043550680470293,0.8529206365771009,2,1
bootstrap,24,C3,0.9925384913149057,0.9566260916866768,0.9757337829806912,3,1
bootstrap,24,C4,0.9720451896831893,0.9086967358813728,0.9336340584003516,4,1
bootstrap,24,C5,0.9782627807208863,0.8514334345718119,0.8748465518466951,5,1
bootstrap,24,C6,0.8923157794507178,0.6682554530956414,0.6910065258091397,6,1
bootstrap,24,C7,0.8518290147725118,0.6584342769814594,0.7514911331409472,7,1
bootstrap,24,C8,0.9135726157753253,0.7265675083250042,0.7741447543895189,8,1
bootstrap,24,C9,0.9533220459972739,0.797906040000455,0.8771463545224822,9,1
bootstrap,24,C10,0.9555914442797283,0.8601212052049306,0.8929805511080389,10,1
bootstrap,24,C11,0.7818025046520991,0.4315503192951989,0.6761981174119763,11,1
bootstrap,24,C12,0.597289833615333,0.7267270330173006,0.7939119365983721,12,-1
bootstrap,24,C13,0.8059595548987681,0.40583786758802426,0.5585755253145426,13,-1
bootstrap,25,C1,0.9987748396443191,0.9990063277079212,0.9993669966628888,1,-1
bootstrap,25,C2,0.991944581750623,0.9836448571497214,0.9876127612073687,2,1
bootstrap,25,C3,0.9904553246401749,0.9638387733022215,0.9802565145590881,3,1
bootstrap,25,C4,0.9920900369295297,0.9730709969087384,0.9753147624570597,4,1
bootstrap,25,C5,0.9905454275761506,0.93269355456502,0.9584852202396908,5,1
bootstrap,25,C6,0.9783836772765868,0.950324963709123,0.9651367273674415,6,1
