persona,component,retained,consensus_score,qwen_score,llama_score,gemma_score,heldout_qwen_score,heldout_llama_score,heldout_gemma_score,supported_consensus_axis
bard,C1,True,0.0742055842734537,1.2466988548962517,1.3598054516739253,1.0532078760530803,1.240347444107642,1.3986589230194468,1.0415334984218316,True
bartender,C1,True,0.0242998702558868,0.5808909011890688,0.3413307167727415,0.2757037591630361,0.6139808159545027,0.3418518677159091,0.2576203333431645,True
biologist,C1,True,-0.0542193490231117,-0.9835664896762908,-0.7585860077197092,-0.9305712275476508,-1.002581360200313,-0.8009220468275681,-0.940755957155595,True
blogger,C1,True,0.0001317516206379,-0.0109592852035282,-0.1412900665064339,0.1579280238678312,-0.0564269923340045,-0.1689100657240556,0.1277622923026674,True
bohemian,C1,True,0.1037419240838535,1.435094965280688,1.990226602584612,1.6914436974579807,1.4561005897837689,2.034140930877611,1.7036904085396358,True
builder,C1,True,-0.0294954991524693,-0.539285880110772,-0.5090170960314052,-0.4062143286561474,-0.5666345241881127,-0.5463869253409774,-0.4287097751844542,True
caregiver,C1,True,-0.0449087494773733,-0.7076697341939944,-0.6553716126567922,-0.8508236761108992,-0.7204632595656089,-0.62242262286197,-0.8506049494206723,True
cartographer,C1,True,-0.0411924483917641,-0.7515907974408986,-0.6268256303548906,-0.6524385358086634,-0.7534734840329665,-0.6379473337988467,-0.6599396298485883,True
caveman,C1,True,0.0772678412471015,1.2239825922518743,1.0969785635985982,1.4879385297647658,1.1425023871165487,0.9237331479975658,1.3479229444972347,True
celebrity,C1,True,0.017974140115527,0.3502727324761251,0.2993332016288004,0.2367048441279866,0.4480870576997581,0.364889587607742,0.3145648773704693,True
chameleon,C1,True,0.0098232783780683,-0.0121738863811409,0.3210187151752418,0.1763417000853057,-0.0783129790082231,0.2392586396559155,0.1151709204445594,True
chef,C1,True,-0.008082038168787,-0.227293404504855,0.0611786190844144,-0.2313374637550789,-0.2877467785111925,-0.0044803336455362,-0.2828788789477254,True
chemist,C1,True,-0.0459539474858879,-0.8318692288283379,-0.627020948464114,-0.8063025867611823,-0.8045531378475119,-0.5779229289941702,-0.7778503865662597,True
chimera,C1,True,0.0660019106680038,1.2092021783569218,0.9010789459498773,1.143138778858846,1.1786102017740627,0.8468538142385478,1.104824378346105,True
coach,C1,True,-0.0700099896924361,-1.0566005813764676,-1.1939963478951825,-1.2016366346911351,-1.0387584405669326,-1.1678491757534195,-1.1827320127133938,True
collaborator,C1,True,-0.0731663553089428,-1.1721961436741544,-1.1210165352233976,-1.3139767576400172,-1.0965362367768627,-1.053982106691232,-1.2678052321092403,True
collector,C1,True,-0.0250940940800522,-0.359175458254274,-0.546074596547168,-0.3328136914447364,-0.3735407887085857,-0.5465631865065409,-0.3483056425084707,True
comedian,C1,True,0.0969705599344775,1.7498309426470362,1.615517282874899,1.4162414402352157,1.630619332970446,1.479082034797088,1.2932955732869773,True
competitor,C1,True,0.0578841371772466,0.8056002634189968,1.0783548081925705,0.9708302454060856,0.7845225199716184,1.2016247025684812,0.9729058636780252,True
composer,C1,True,-0.000789480512653,-0.0499204779405598,0.1844839120320807,-0.1723905883925303,-0.0457220483108775,0.2131240059535135,-0.182958852735463,True
conservator,C1,True,-0.0492967972455811,-0.8153458252647574,-0.8058736802910221,-0.8094698362569022,-0.8239777660452272,-0.8185433644011438,-0.8093574004064231,True
consultant,C1,True,-0.0854460685009684,-1.3683309488262667,-1.3950110874284902,-1.4497375291777088,-1.3922850002937408,-1.4220275862058942,-1.4664350848568948,True
contrarian,C1,True,0.0546323905161276,0.9835409690305952,0.8845282645146624,0.8256916754006757,0.9744735162547544,0.8983056166838739,0.7961657396344101,True
coordinator,C1,True,-0.0824039610652402,-1.3918474031023684,-1.313706458449703,-1.357382945207547,-1.3611695973523537,-1.2921434563569096,-1.3254840106975814,True
coral_reef,C1,True,0.0336033712410143,0.6159609811900038,0.28235068760051,0.7570950461071432,0.5642479403144289,0.2045524299185252,0.7378873361933789,True
cosmopolitan,C1,True,-0.0165096027632174,-0.3545877883299442,-0.343724505017863,-0.116185889124613,-0.3642116782782849,-0.3337888877743282,-0.0859440042772427,True
counselor,C1,True,-0.0596269200368515,-0.8388265290694984,-0.9711852833356068,-1.1299397735522914,-0.7525143508638428,-0.9138811214290168,-1.0618392990304963,True
criminal,C1,True,0.0905385366434303,1.6457432695491718,1.4706745933406071,1.3478028926719887,1.734364938173926,1.5582865920944646,1.397967272827383,True
critic,C1,True,-0.0324996987628969,-0.566589692310123,-0.6023502706704201,-0.4339461096168795,-0.5727142407070374,-0.6244905844476114,-0.4454925481739694,True
crystalline,C1,True,0.0299125036717894,0.3490060783525176,0.6596225217334982,0.4671732633703181,0.3754318046717812,0.7271606710066747,0.494449812282416,True
curator,C1,True,-0.0390121329616406,-0.722105936208662,-0.6300380751268146,-0.5714284593052231,-0.7258328342560944,-0.628747396488592,-0.5552981824062956,True
cyborg,C1,True,-0.0355846835317847,-0.4721527968077162,-0.7382358484552014,-0.5450263836848852,-0.452417098932956,-0.7362246422076251,-0.5487813716095392,True
cynic,C1,True,0.1132288686955168,1.7879252387724685,2.0253681733360485,1.7706580892712178,1.867188309424248,2.0858226159457893,1.8548847166084896,True
daredevil,C1,True,0.0955434090621472,1.6549527932140264,1.6122763622451035,1.444072636869512,1.757520609044726,1.6483266070163385,1.5281113578918122,True
debugger,C1,True,-0.0730187595176807,-1.1915784942718342,-1.1963716993258076,-1.2124117186219276,-1.1498816126274942,-1.150166977884146,-1.1652863441099464,True
demon,C1,True,0.1218327742492974,2.0463030204468984,1.9608173559780135,1.9999581564904576,2.0279762549641345,1.8949637828563224,1.9509662974726945,True
designer,C1,True,-0.058233660889101,-0.8418033681036233,-0.9789095829572204,-1.0507253599604405,-0.7985799516597109,-0.942983600611016,-1.0351576620863543,True
destroyer,C1,True,0.023498081612161,0.653257910846636,0.345225989235436,0.1600429253997885,0.6233851956190561,0.3520546083797946,0.1164629847014518,True
detective,C1,True,-0.0390209225830114,-0.6101327249737013,-0.7572904183873307,-0.5572505339448516,-0.644993668027427,-0.7982826467779324,-0.5891996770560586,True
devils_advocate,C1,True,0.0199225484350865,0.4543573773473043,0.2908859554137592,0.2369430103419173,0.451073901102639,0.2962463682782877,0.2171851474547101,True
dilettante,C1,True,0.0443573463104387,0.3059886847021781,0.7546164015983546,1.126504417093162,0.2626577099435003,0.7357621414134832,1.1453255331681096,True
dispatcher,C1,True,-0.0670485294603397,-1.272319898946981,-1.1056489279103368,-0.9281386244270128,-1.3029451619475214,-1.1485348252117509,-0.9433605567908668,True
divorcee,C1,True,0.0080348575674435,0.0980581966691362,0.1124957697807811,0.1855001026558864,0.1022485580167045,0.106154589461602,0.1858146185595582,True
doctor,C1,True,-0.0820796109204859,-1.3878511938487064,-1.296633473866342,-1.36239335386618,-1.3430828057303326,-1.251547289089646,-1.3241587374153354,True
dreamer,C1,True,0.0722228377526927,1.1839592452917405,1.182278337839173,1.1948760364235955,1.1422849064705711,1.110680416105117,1.1643577031342711,True
echo,C1,True,0.0766633022504324,1.2734985464663693,1.2208325991750997,1.2855443511454123,1.2553178457523797,1.2256208799240982,1.270963961790104,True
economist,C1,True,-0.0690298238285551,-1.1220154344998283,-1.0530432202152549,-1.228176169139912,-1.1150371279710318,-1.027011916058113,-1.2281603186728076,True
ecosystem,C1,True,-0.030288129271002,-0.7059842167458381,-0.4635573757141707,-0.3237979715654961,-0.7048051485769369,-0.4156546971834008,-0.2984138892459222,True
editor,C1,True,-0.0717958463182096,-1.299938963237674,-1.0332036946416376,-1.2061695896617182,-1.2852813143439308,-1.0109804840538128,-1.1813333874902965,True
egregore,C1,True,0.0261118194330384,0.7711181245026081,0.2236169702823657,0.2917723132559776,0.7628421102822222,0.1700070275479796,0.2807758759238389,True
elder,C1,True,0.0303018115715394,0.6957693977607318,0.3174906170354696,0.4799216781680239,0.639160315094438,0.2613569337709568,0.4123019102425711,True
eldritch,C1,True,0.1156589905997751,1.7193260731221809,2.1118012214102713,1.8728612462822896,1.76710076290011,2.2329034894929833,1.9320271729091576,True
emissary,C1,True,-0.0600504510091599,-0.9221480246786184,-1.0020680112102027,-1.0367892295291037,-0.90948368989311,-0.9952284173788944,-1.0168439787770511,True
empath,C1,True,0.0084149924701005,0.0761100382099814,0.2559870960740105,0.0834641269213411,0.0832269414320468,0.2452197567981886,0.0925869784149921,True
engineer,C1,True,-0.075419346584531,-1.182096578574511,-1.2068597924000082,-1.329586641592984,-1.2007475553248306,-1.2321617342938809,-1.3310210389313073,True
entrepreneur,C1,True,-0.0350178808478118,-0.4296991643567958,-0.7137187158445826,-0.583948217482235,-0.4966319696583145,-0.7779132104370818,-0.6299001818110953,True
evaluator,C1,True,-0.0879949053658415,-1.4280383307413116,-1.4434819491453972,-1.4672819537850823,-1.4543419856025166,-1.480230327447682,-1.4985177697475107,True
evangelist,C1,True,0.0464416200687719,0.816113927938908,0.5494789728804682,0.9231508939057652,0.8179146114491651,0.5156852942060411,0.9418315200072628,True
examiner,C1,True,-0.084295793869308,-1.3793498275888414,-1.4143847702433583,-1.3628578720436098,-1.3841219919876055,-1.429499833267331,-1.3671979963296328,True
exile,C1,True,0.0676278341625454,1.2493694958319077,1.010945858015069,1.0737516897389214,1.2364585912075396,0.997858096894183,1.0444467295080329,True
expatriate,C1,True,-0.0282792289594026,-0.5561116467471636,-0.5629300559560158,-0.2759391384929527,-0.4870560740974744,-0.4964053701987528,-0.21566128036181,True
facilitator,C1,True,-0.0819155723594631,-1.3734168957414834,-1.2355141667839384,-1.4295226529296683,-1.3071423375655151,-1.1745349334450252,-1.3893819193533272,True
familiar,C1,True,0.0438719380590196,0.8620533281187995,0.4865097006771139,0.8133987447485173,0.8278349423839241,0.4280806421136073,0.7767697404892611,True
fixer,C1,True,0.0380982223236589,0.7803312078791595,0.4447332427938962,0.6525152721502627,0.7834419519847224,0.4644970567025628,0.651639241695225,True
flaneur,C1,True,0.0682941620115259,1.0959148898668345,1.0575879325308717,1.2135459174596788,1.1296314161785694,1.1081643092701814,1.2625109308385107,True
fool,C1,True,0.0926629684916596,1.5802399250999275,1.4902493349919688,1.4983495203383668,1.604753512640887,1.520280275826844,1.473609171623414,True
forecaster,C1,True,-0.0694379269872946,-1.1444921078621322,-1.096992357067086,-1.182090928967949,-1.16283354180028,-1.127394817446465,-1.1824449378995068,True
futurist,C1,True,-0.0470335677954632,-0.795110094760831,-0.7558831776034404,-0.7680368236208437,-0.7558264480188515,-0.6797477775234352,-0.710074305539496,True
gamer,C1,True,0.0279177581586551,0.4199318000652946,0.4739540407222085,0.4827422085206884,0.4876164174671654,0.5605130673995704,0.5402046557891759,True
generalist,C1,True,-0.0645360722192391,-1.1124980578540156,-0.9419136104416966,-1.1270652017090417,-1.0871929998329863,-0.8891798340552309,-1.0821847210115871,True
genie,C1,True,0.0945534082668011,1.4673292363936092,1.639630874110482,1.555695340202763,1.492793148272104,1.6563145415864762,1.5570187395292254,True
geographer,C1,True,-0.0614372900975547,-1.110289439729155,-0.9075805920660088,-1.0109292595760806,-1.0943464246930947,-0.869806968938712,-0.9758333230058404,True
ghost,C1,True,0.0817133740498281,1.3865324908012024,1.3195705669559286,1.3228826584841962,1.3636302366974764,1.2579904388650602,1.2984803914472665,True
golem,C1,True,0.0577116184665102,0.9549893638067214,0.8209133216309232,1.0690053037475449,0.9558663802942692,0.8398626530011032,1.0579721976558805,True
gossip,C1,True,0.0903669008655574,1.647986997360876,1.368631849660118,1.4385798591444874,1.5656213692461058,1.266894486885979,1.3546797834122866,True
grader,C1,True,-0.0842883534172484,-1.3562009267849753,-1.3035847845826964,-1.4958031119528556,-1.3518861181680202,-1.3016422057086512,-1.4882585074868306,True
graduate,C1,True,-0.0156178608348038,-0.3138856960801225,-0.4008832451951275,-0.0561538997133462,-0.1960786537608495,-0.331942165394583,0.0442835540057662,True
grandparent,C1,True,0.0278759216982553,0.5295662311442603,0.4548789250146094,0.3900665488197014,0.5188373485590719,0.4364379292730209,0.3586086413483568,True
guardian,C1,True,-0.0408829578325668,-0.4581408532396535,-0.7925117275947375,-0.7657762241617523,-0.4326258587962514,-0.7627883986374998,-0.7584639766618021,True
guide,C1,True,-0.0444197135955734,-0.7127777729209788,-0.8579185610522178,-0.6202529836166253,-0.7578910573213823,-0.8990826674157107,-0.6593496341299527,True
guru,C1,True,0.0412028688143008,0.8031676237010669,0.6199744747948782,0.608210494474592,0.8123955830551651,0.6208940230088251,0.6242520545908025,True
hacker,C1,True,0.0408552995052882,0.6840027778253629,0.2017421369563508,1.1260837771615768,0.6560386469001132,0.1618348258957828,1.1181243206477514,True
healer,C1,True,-0.0309800748635821,-0.4448906235157999,-0.5759098754189987,-0.5071038092488768,-0.451437924517095,-0.5989618579083874,-0.50936834378402,True
hedonist,C1,True,0.0708540990710147,1.013532468099472,1.3207618332494149,1.160173012917764,0.988028554991089,1.3619491826618688,1.1411654810679277,True
hermit,C1,True,0.0700997328059714,1.14814804433264,1.1824903418605004,1.1259880308656491,1.1678880559356188,1.2256928708019144,1.135333738545278,True
historian,C1,True,-0.0364404063594047,-0.7385470783685341,-0.5801798392260703,-0.4780235894711248,-0.7183624354610699,-0.527146059990407,-0.4243906902390905,True
hive,C1,True,-0.0104929483184179,-0.1395664383492462,-0.2904893008123121,-0.0879801488258203,-0.1501757462287165,-0.3322534529792759,-0.057377023327206,True
hoarder,C1,True,0.0676213589428919,1.1676836281887724,0.9734033697471488,1.1924115687406884,1.1885270344359655,1.0265243036267573,1.230689184145785,True
homunculus,C1,True,0.0616568909344803,1.1118958192324808,0.9396465197276546,0.9882450564838828,1.0859493469096777,0.9377916972449716,0.9531832354037288,True
hybrid,C1,True,-0.0149481422032274,-0.4010193170069556,-0.2157945754504136,-0.120146668826436,-0.3942720915183901,-0.2548479312233735,-0.1393677257602428,True
idealist,C1,True,0.0159868684532658,0.2786635088394566,0.3183354480487451,0.1915985036283004,0.2885952315291671,0.3398637745688683,0.2051478260417339,True
immigrant,C1,True,-0.0095536909852615,-0.1963986904650525,-0.2902871344941116,0.0148432363686508,-0.274325339347614,-0.3571249825822019,-0.0442890914185983,True
improviser,C1,True,0.0597822126065542,0.6800899491258164,1.2166041986612366,1.0522148082876248,0.5983739330274103,1.1330394684773404,0.9850892465395902,True
infant,C1,True,0.0638976660386441,0.976496354774578,1.2992493191698045,0.8762765467769817,0.9740464159836116,1.422355507713246,0.8382987601194906,True
influencer,C1,True,-0.0030345950885558,0.1132587892434526,-0.249729137026864,-0.0142145861639762,0.2297482917025157,-0.1944574399660438,0.0738669027184719,True
instructor,C1,True,-0.0801329677975423,-1.309127111130161,-1.4653651195070412,-1.1775156096541386,-1.3383301955857707,-1.5142581305195724,-1.2063215716330031,True
interpreter,C1,True,-0.0570017337222581,-0.9207193009259744,-0.9431019305115372,-0.946830985827758,-0.945240682523711,-0.9433446921753352,-0.9562159962496386,True
interviewer,C1,True,-0.0466347006138833,-0.9114529453560956,-0.5380782693101768,-0.8486927092418013,-0.8950242429468773,-0.3927076682491089,-0.8454032422631674,True
jester,C1,True,0.1118067779304405,1.882089206803879,1.988344152575616,1.643374740041247,1.832249329509428,1.896655735789715,1.5737382939534137,True
journalist,C1,True,-0.0586520428723788,-0.9168895475036156,-0.9074334990349862,-1.0673326485584522,-0.9130598942413,-0.8919377697733811,-1.0698245216185454,True
judge,C1,True,-0.0639347727836151,-1.080595800131708,-0.9307672439273836,-1.1404478949362418,-1.0830055185666665,-0.9510474183923304,-1.156435112614096,True
lawyer,C1,True,-0.0757388384927135,-1.23906272463102,-1.180093039963771,-1.3149831968606531,-1.24066430712455,-1.2027324997826558,-1.3312125748556676,True
leviathan,C1,True,0.1035635068147586,1.6783744430255854,1.7667807389019268,1.6616778779007093,1.7317471209252486,1.8648606144231608,1.718959631874195,True
librarian,C1,True,-0.067788312789992,-1.2087922732648058,-1.085147112310772,-1.0484256004712798,-1.2181350179015114,-1.0976685899674097,-1.056919621971974,True
linguist,C1,True,-0.054555751430455,-0.8781232875503711,-0.7914733616433213,-1.0198182488834573,-0.8710849439777538,-0.7587392420083985,-1.0169264710031118,True
loner,C1,True,0.0390035460184846,0.6499178932578398,0.6036679752116529,0.6693817798230506,0.6862457796473178,0.6396888714526265,0.6972812008526763,True
luddite,C1,True,0.0891261651457709,1.2751071079096,1.6050847542567837,1.515120750685458,1.3190690291876217,1.6913093905678986,1.5865647376995498,True
marketer,C1,True,-0.0650225268410608,-0.9787310321821412,-1.0898977964532397,-1.137561108086122,-0.929639263176306,-1.0476840280788666,-1.1148931751948208,True
martyr,C1,True,0.0543193813663321,0.9020888330512188,0.858299119383497,0.9177849304306426,0.9353095414137216,0.8769644419879407,0.9140722325613012,True
mathematician,C1,True,-0.0418864517331257,-0.7904987632791654,-0.5377853850649049,-0.7362347896262256,-0.7577199694167995,-0.4715342225544158,-0.6925457165074054,True
maverick,C1,True,0.0738444998990607,1.147531451603611,1.3295324004483569,1.1646636601242533,1.2229285513730128,1.4444774967346996,1.2340868381326855,True
mechanic,C1,True,-0.007193183079539,-0.2789029784581767,-0.0286110366107108,-0.0467318744912063,-0.2349986821225489,-0.0001245230486007,-0.0401782364976143,True
mediator,C1,True,-0.0768599661306271,-1.194245820483181,-1.2292097876071282,-1.3661082448083954,-1.142033078881732,-1.1703073987823644,-1.3372091883061248,True
mentor,C1,True,-0.0661236209101947,-0.9895887901310504,-1.1374256278340769,-1.133631136694487,-0.9644927162230462,-1.1183064645412668,-1.110118991044622,True
merchant,C1,True,-0.0155115119021641,-0.0935110600789264,-0.486146600110025,-0.1864134944543707,-0.1052773073881651,-0.5177292836114851,-0.1843537693327132,True
minimalist,C1,True,-0.0038493569596138,-0.1688071712745082,0.0861613504839161,-0.1063599977304862,-0.217618488888756,0.0829703439939981,-0.1237041228471127,True
moderator,C1,True,-0.0793005368578206,-1.2928360929235931,-1.2469820276836217,-1.369985052118866,-1.323897845992076,-1.2555602199946985,-1.3607067495167875,True
musician,C1,True,0.0251228213552319,0.30620234744862,0.6335259031666911,0.300219616188693,0.3087519517980918,0.6279944416457128,0.3008449432637591,True
mycorrhizal,C1,True,0.0352395333881799,0.5725690122613603,0.4832821548678143,0.6811834643450759,0.5273301214440661,0.4071898833530296,0.6656634567905154,True
mystic,C1,True,0.0607048844234794,0.9707860865580712,1.0973181163450645,0.9256651011081471,1.0348730204649297,1.168781215700903,0.9868447052820832,True
narcissist,C1,True,0.1093881790780311,1.7402032571007144,1.954249675653913,1.7000848286048789,1.7032094107510554,2.09208227644203,1.7042034967457422,True
narrator,C1,True,0.0655274446194518,0.9986723308774168,1.2313001723931922,1.0018722137890943,1.0104289743105042,1.2409273806889682,1.000370757189345,True
naturalist,C1,True,-0.0197672725949968,-0.4524771579479382,-0.2390647660217469,-0.2827096639374151,-0.4553188414648468,-0.2103877637355928,-0.2715299764747187,True
navigator,C1,True,-0.0429967515020731,-0.6574073659690507,-0.7748172773792176,-0.688209166109446,-0.6262139737986899,-0.7466607775541197,-0.6696841974898038,True
negotiator,C1,True,-0.0713837263692721,-1.1110837974820147,-1.159917827148891,-1.2486617844588273,-1.1041664861641265,-1.1615427175287882,-1.251693972992752,True
networker,C1,True,-0.0572069664719717,-0.9013743672922204,-0.8857279633261468,-1.033315318965614,-0.8802414896988907,-0.8753995415503996,-1.023482400968973,True
newlywed,C1,True,-0.0127115031774627,-0.1508481252486015,-0.3497749204497398,-0.1269222672767477,-0.2069802914467151,-0.3889884290615467,-0.1766415592949501,True
nomad,C1,True,0.0267259614803331,0.2879851643351906,0.4950666274044716,0.5349903067569067,0.2234241837303039,0.4310331117059626,0.490212611124274,True
novelist,C1,True,0.0311027793252602,0.6327293673592833,0.4447820978845856,0.4557749249559094,0.6583580028910675,0.4810665837812447,0.4966271154308242,True
nutritionist,C1,True,-0.0789660970966542,-1.3620685077626635,-1.1983881445252205,-1.332646461757383,-1.3907686578324494,-1.2110581109421248,-1.355857129646156,True
observer,C1,True,-0.0709974279703093,-1.1945657663166571,-1.067934550210753,-1.2376722458255225,-1.2120273223272124,-1.0926013708518525,-1.2442168867506505,True
optimist,C1,True,-0.0180981787572073,-0.3771291575850122,-0.1558825126523124,-0.3586033497114979,-0.2747404637348012,-0.0977170791406342,-0.2878438280188267,True
oracle,C1,True,0.0682634923321116,1.0837965941628265,1.243282747717946,1.0395053531389935,1.0582333407831708,1.2380979431269543,1.0114765288315948,True
organizer,C1,True,-0.0848646193980554,-1.3397733380267334,-1.4729897778489145,-1.3721331067608225,-1.370236835485976,-1.5012852024106815,-1.3895061134331017,True
orphan,C1,True,0.0285743176876071,0.6634720154032656,0.3156810390472363,0.4289985098487152,0.7848561365245185,0.4032843573900791,0.5267889379302464,True
pacifist,C1,True,-0.0421380140842284,-0.727085498664092,-0.5245456491985896,-0.8251624926212368,-0.7061409790761127,-0.4318625219575265,-0.8162958363283793,True
paramedic,C1,True,-0.0506203791588169,-0.95770132899107,-0.8145798948552279,-0.7236523345124067,-0.9954214005319548,-0.8618326325877539,-0.7589056595780034,True
parasite,C1,True,0.0471998514976904,0.8492380018230814,0.5721806386760746,0.9047792056602322,0.8335032283239254,0.5128945166966118,0.8987002772230561,True
parent,C1,True,-0.0236493396640158,-0.5474161171748418,-0.3699477004726582,-0.2486973661415712,-0.5030065057150152,-0.3285508273773913,-0.1847245159866798,True
patient,C1,True,-0.015310481881957,-0.3384562261980872,-0.2507573851941101,-0.1657458150231453,-0.2875930254743242,-0.2041791139993419,-0.1029788498959949,True
peacekeeper,C1,True,-0.0700574992415657,-1.1017082102296318,-1.141555701384427,-1.2110314193230407,-1.0973590482633817,-1.1518230923285742,-1.1952455414242915,True
perfectionist,C1,True,-0.0101903834183152,-0.3219946742303684,-0.1183627279004476,-0.0618998110707352,-0.2719044336610389,-0.0365867363990543,0.0407946903054884,True
pharmacist,C1,True,-0.0788554559272227,-1.3691350080746594,-1.207334831632198,-1.311242794378759,-1.3881969261317404,-1.224148622790737,-1.3337994973350245,True
philosopher,C1,True,0.0104445861301137,0.1414641109926704,0.0822830117765318,0.2907318200942755,0.0862631755870601,0.0174420043096161,0.2336705739399662,True
photographer,C1,True,0.0171470678178235,0.2251100559538342,0.4206801499231463,0.2004519200111485,0.2251096685681163,0.4187181522774476,0.1913706707001666,True
physicist,C1,True,-0.0385325900163753,-0.6974758554768462,-0.4590325347421748,-0.742488278211306,-0.688753600913941,-0.4354241477699695,-0.7441191178116775,True
pilgrim,C1,True,0.053410500540083,0.761058857557226,1.1009423159838516,0.7727565236969826,0.7526697187553836,1.1197264289969302,0.7481089680385554,True
pilot,C1,True,-0.0482849248570179,-0.8154291299922193,-0.7448486899086043,-0.8202748961699998,-0.8161422403068275,-0.7370594056525633,-0.805069466795285,True
pirate,C1,True,0.0857309698028649,1.7231517410675117,1.260373805731777,1.24297400831163,1.80824843761499,1.3510484917766408,1.2762818058775056,True
planner,C1,True,-0.0901845485323631,-1.4725571934660158,-1.4899141898313366,-1.484360117632219,-1.5007662801214334,-1.517384728381331,-1.5005004090762752,True
playwright,C1,True,0.0145485202483848,0.3882530024064092,0.187886772787797,0.1409927649006459,0.3729861261602843,0.167180030304795,0.1137169813360891,True
podcaster,C1,True,-0.0033835510476798,0.083495635018165,-0.0324262483365215,-0.2177095778662364,0.0254507737635751,-0.0874423191372414,-0.270373687190111,True
poet,C1,True,0.0939598982464557,1.518380954076656,1.8784305014725533,1.23801358633214,1.5258174321976166,1.934639290204257,1.2388424020062736,True
