resample_type,replicate,subspace_dimension,subspace_min_canonical,subspace_mean_canonical
split_half,16,13,0.022904609561375678,0.9090085860140606
split_half,17,1,0.9909596513403591,0.9909596513403591
split_half,17,2,0.8958564275397919,0.9477020368696805
split_half,17,3,0.979815397289533,0.9907966623999501
split_half,17,4,0.9628058976433531,0.9877684830983897
split_half,17,5,0.9151352148014249,0.9782596769864711
split_half,17,6,0.9305309549490035,0.9860345868180059
split_half,17,7,0.8767829380421178,0.9746232444246384
split_half,17,8,0.7741343866383115,0.9626790684590769
split_half,17,9,0.8807040859801584,0.977468400708601
split_half,17,10,0.9316395439587737,0.9847785412882029
split_half,17,11,0.8984503628538072,0.9820633042617345
split_half,17,12,0.3217092793737305,0.9287972351586457
split_half,17,13,0.31554377495060737,0.9361251252378493
split_half,18,1,0.991734319372622,0.991734319372622
split_half,18,2,0.9875620791630465,0.9927698027692693
split_half,18,3,0.9764339087542313,0.9908178207641264
split_half,18,4,0.9642755498147588,0.9849127917216366
split_half,18,5,0.9449970922083896,0.980875582316785
split_half,18,6,0.955973011437728,0.9852740365334215
split_half,18,7,0.9343538834273915,0.9852733155697637
split_half,18,8,0.8592572812314089,0.9757261705032163
split_half,18,9,0.897152282039797,0.9780118639968978
split_half,18,10,0.7614122011610158,0.9621477149677503
split_half,18,11,0.6487833279649876,0.9432499307727116
split_half,18,12,0.6705534608503763,0.9437268214462132
split_half,18,13,0.6754317617934953,0.9523164957926711
split_half,19,1,0.9836935445151291,0.9836935445151291
split_half,19,2,0.9797935911550227,0.9889189262673065
split_half,19,3,0.9832388059702196,0.9934331212434505
split_half,19,4,0.9708813901868576,0.9895999344952779
split_half,19,5,0.8547665888403293,0.967582588415997
split_half,19,6,0.9083348794444004,0.9758313916042285
split_half,19,7,0.8303212572372021,0.9689879791133998
split_half,19,8,0.7273039980094522,0.9470905348157634
split_half,19,9,0.6553001366368393,0.953548661631236
split_half,19,10,0.4894136624094281,0.9218988057181878
split_half,19,11,0.494070089276992,0.9185355036437787
split_half,19,12,0.6684800314075154,0.9469342236891772
split_half,19,13,0.6578646562164441,0.9525007342323998
