trait_set,K,human_profile_id,model_family_id,pearson_r,spearman_rho,analysis_role,is_primary_injective_assignment,is_unconstrained_family_best_at_K,human_profile_has_ambiguous_top_two_margin
45_ACCEPT_DIRECT,8,H08_E,MFamily_B,-0.00706723973481,0.0760235844808,primary_A-D,False,False,False
45_ACCEPT_DIRECT,8,H08_E,MFamily_C,0.136022552997,0.0795810139106,primary_A-D,False,False,False
45_ACCEPT_DIRECT,8,H08_E,MFamily_D,0.481133161826,0.449356039639,primary_A-D,False,False,False
45_ACCEPT_DIRECT,8,H08_E,MFamily_E,0.470810227865,0.41160776069,secondary_E,False,False,False
45_ACCEPT_DIRECT,8,H08_F,MFamily_A,-0.42031212146,-0.405283441703,primary_A-D,False,False,False
45_ACCEPT_DIRECT,8,H08_F,MFamily_B,0.120927748093,0.17220593573,primary_A-D,False,False,False
45_ACCEPT_DIRECT,8,H08_F,MFamily_C,0.270716340332,0.289864620204,primary_A-D,False,False,False
45_ACCEPT_DIRECT,8,H08_F,MFamily_D,0.574433217816,0.581112685186,primary_A-D,True,True,False
45_ACCEPT_DIRECT,8,H08_F,MFamily_E,0.50189364208,0.499094173333,secondary_E,False,False,False
45_ACCEPT_DIRECT,8,H08_G,MFamily_A,0.283969382304,0.254685595843,primary_A-D,False,False,False
45_ACCEPT_DIRECT,8,H08_G,MFamily_B,0.0312987858469,-0.0233209262619,primary_A-D,False,False,False
45_ACCEPT_DIRECT,8,H08_G,MFamily_C,-0.327084911264,-0.301195691721,primary_A-D,False,False,False
45_ACCEPT_DIRECT,8,H08_G,MFamily_D,-0.376436864331,-0.420106064328,primary_A-D,False,False,False
45_ACCEPT_DIRECT,8,H08_G,MFamily_E,-0.418702354913,-0.477090813527,secondary_E,False,False,False
45_ACCEPT_DIRECT,8,H08_H,MFamily_A,-0.684003480696,-0.689482526149,primary_A-D,False,False,True
45_ACCEPT_DIRECT,8,H08_H,MFamily_B,0.361148009213,0.39974966259,primary_A-D,False,True,True
45_ACCEPT_DIRECT,8,H08_H,MFamily_C,0.530974186075,0.532692117948,primary_A-D,True,True,True
45_ACCEPT_DIRECT,8,H08_H,MFamily_D,0.512405693746,0.459237788055,primary_A-D,False,False,True
45_ACCEPT_DIRECT,8,H08_H,MFamily_E,0.475856489623,0.431898284104,secondary_E,False,False,True
45_ACCEPT_DIRECT,10,H10_A,MFamily_A,0.487559942124,0.490134721436,primary_A-D,False,False,False
45_ACCEPT_DIRECT,10,H10_A,MFamily_B,-0.073224090234,-0.061398596825,primary_A-D,False,False,False
45_ACCEPT_DIRECT,10,H10_A,MFamily_C,-0.698899584601,-0.65601633818,primary_A-D,False,False,False
45_ACCEPT_DIRECT,10,H10_A,MFamily_D,-0.29678004181,-0.244737969104,primary_A-D,False,False,False
45_ACCEPT_DIRECT,10,H10_A,MFamily_E,-0.617024389477,-0.631246088817,secondary_E,False,False,False
45_ACCEPT_DIRECT,10,H10_B,MFamily_A,-0.0398649542857,-0.0205540367054,primary_A-D,False,False,False
45_ACCEPT_DIRECT,10,H10_B,MFamily_B,-0.0942274503949,-0.037550643981,primary_A-D,False,False,False
45_ACCEPT_DIRECT,10,H10_B,MFamily_C,-0.0342752657145,-0.0449290161316,primary_A-D,False,False,False
45_ACCEPT_DIRECT,10,H10_B,MFamily_D,0.315200423547,0.37741691117,primary_A-D,False,False,False
45_ACCEPT_DIRECT,10,H10_B,MFamily_E,0.271783052343,0.27313152622,secondary_E,False,False,False
45_ACCEPT_DIRECT,10,H10_C,MFamily_A,0.519496033231,0.472742844224,primary_A-D,True,True,False
45_ACCEPT_DIRECT,10,H10_C,MFamily_B,-0.338522599396,-0.457195560049,primary_A-D,False,False,False
45_ACCEPT_DIRECT,10,H10_C,MFamily_C,-0.0417084965544,-0.0665371060014,primary_A-D,False,False,False
45_ACCEPT_DIRECT,10,H10_C,MFamily_D,-0.726612560493,-0.747389571867,primary_A-D,False,False,False
45_ACCEPT_DIRECT,10,H10_C,MFamily_E,-0.319275038161,-0.320432161971,secondary_E,False,False,False
45_ACCEPT_DIRECT,10,H10_D,MFamily_A,0.100581008944,0.162719457251,primary_A-D,False,False,True
45_ACCEPT_DIRECT,10,H10_D,MFamily_B,-0.274060286986,-0.239665338251,primary_A-D,False,False,True
45_ACCEPT_DIRECT,10,H10_D,MFamily_C,0.0371046970281,0.00592904904963,primary_A-D,False,False,True
45_ACCEPT_DIRECT,10,H10_D,MFamily_D,0.119165641919,0.169504924497,primary_A-D,False,False,True
45_ACCEPT_DIRECT,10,H10_D,MFamily_E,0.310383293061,0.344807141397,secondary_E,False,False,True
45_ACCEPT_DIRECT,10,H10_E,MFamily_A,0.35512675184,0.365624691394,primary_A-D,False,False,False
45_ACCEPT_DIRECT,10,H10_E,MFamily_B,-0.0758162240331,-0.162060674023,primary_A-D,False,False,False
45_ACCEPT_DIRECT,10,H10_E,MFamily_C,-0.192863191632,-0.201587667687,primary_A-D,False,False,False
45_ACCEPT_DIRECT,10,H10_E,MFamily_D,-0.576539029822,-0.574656609554,primary_A-D,False,False,False
45_ACCEPT_DIRECT,10,H10_E,MFamily_E,-0.479392345554,-0.465100958782,secondary_E,False,False,False
45_ACCEPT_DIRECT,10,H10_F,MFamily_A,-0.0203686301137,-0.0479594189792,primary_A-D,False,False,True
45_ACCEPT_DIRECT,10,H10_F,MFamily_B,0.0573456438055,0.0814256069482,primary_A-D,False,False,True
45_ACCEPT_DIRECT,10,H10_F,MFamily_C,0.128833184147,0.0997397806793,primary_A-D,False,False,True
45_ACCEPT_DIRECT,10,H10_F,MFamily_D,-0.234179567841,-0.310748048523,primary_A-D,False,False,True
45_ACCEPT_DIRECT,10,H10_F,MFamily_E,-0.167341791646,-0.189861326234,secondary_E,False,False,True
45_ACCEPT_DIRECT,10,H10_G,MFamily_A,-0.363628202111,-0.305938930961,primary_A-D,False,False,False
45_ACCEPT_DIRECT,10,H10_G,MFamily_B,0.0748937245118,0.08906749239,primary_A-D,False,False,False
45_ACCEPT_DIRECT,10,H10_G,MFamily_C,0.318676662848,0.283013274636,primary_A-D,True,False,False
45_ACCEPT_DIRECT,10,H10_G,MFamily_D,0.447492437223,0.456075628562,primary_A-D,False,False,False
45_ACCEPT_DIRECT,10,H10_G,MFamily_E,0.476355164205,0.427945584738,secondary_E,False,False,False
45_ACCEPT_DIRECT,10,H10_H,MFamily_A,0.0562398418424,0.0797127705561,primary_A-D,False,False,True
45_ACCEPT_DIRECT,10,H10_H,MFamily_B,-0.0237491903537,-0.0610033268884,primary_A-D,False,False,True
45_ACCEPT_DIRECT,10,H10_H,MFamily_C,-0.133449731651,-0.168780262946,primary_A-D,False,False,True
45_ACCEPT_DIRECT,10,H10_H,MFamily_D,0.115876862215,0.162126552346,primary_A-D,False,False,True
45_ACCEPT_DIRECT,10,H10_H,MFamily_E,0.0767935913369,0.0181824170855,secondary_E,False,False,True
45_ACCEPT_DIRECT,10,H10_I,MFamily_A,-0.727100387401,-0.692512928997,primary_A-D,False,False,False
45_ACCEPT_DIRECT,10,H10_I,MFamily_B,0.287238593095,0.301986231594,primary_A-D,False,False,False
45_ACCEPT_DIRECT,10,H10_I,MFamily_C,0.555653425345,0.524127935987,primary_A-D,False,True,False
45_ACCEPT_DIRECT,10,H10_I,MFamily_D,0.754531714468,0.73487269054,primary_A-D,True,True,False
45_ACCEPT_DIRECT,10,H10_I,MFamily_E,0.747646787414,0.73796897171,secondary_E,False,True,False
45_ACCEPT_DIRECT,10,H10_J,MFamily_A,-0.45523810603,-0.410026680943,primary_A-D,False,False,False
45_ACCEPT_DIRECT,10,H10_J,MFamily_B,0.39445674791,0.501334036307,primary_A-D,True,True,False
45_ACCEPT_DIRECT,10,H10_J,MFamily_C,-0.110906289833,-0.100662077198,primary_A-D,False,False,False
45_ACCEPT_DIRECT,10,H10_J,MFamily_D,0.669712766456,0.661352482325,primary_A-D,False,False,False
45_ACCEPT_DIRECT,10,H10_J,MFamily_E,0.187425429978,0.145722849975,secondary_E,False,False,False
