occupation_level,occupation_code,occupation_title,analytic_n,split_replicates,split_seed_first,split_seed_last,euclidean_distance_median,euclidean_distance_p05,euclidean_distance_p95,uncentered_cosine_median,uncentered_cosine_p05,uncentered_cosine_p95,centered_cosine_median,centered_cosine_p05,centered_cosine_p95,pearson_r_median,pearson_r_p05,pearson_r_p95,kendall_tau_b_median,kendall_tau_b_p05,kendall_tau_b_p95
narrow,4960,"Sales and related workers, all other",13,500,20260911,20261410,1.56225309,0.8944532241,2.663090593,0.470223344,-0.1108407209,0.8168727124,0.5378819278,0.1518684121,0.875804861,0.5378819278,0.1518684121,0.875804861,0.4,0,0.8
narrow,5000,First-line supervisors/managers of office and administrative support workers,47,500,20260911,20261410,0.6408248489,0.3381361389,0.9844690067,0.4213736625,-0.1044082722,0.8292690612,0.021371674,-0.4907049533,0.7455177526,0.021371674,-0.4907049533,0.7455177526,0,-0.4,0.6
narrow,5100,Bill and account collectors,22,500,20260911,20261410,1.1062145,0.5830993726,1.926659628,-0.4024733145,-0.7572957881,0.2394180961,-0.2651027579,-0.6341393273,0.6009785266,-0.2651027579,-0.6341393273,0.6009785266,-0.2,-0.6,0.6
narrow,5110,Billing and posting clerks and machine operators,26,500,20260911,20261410,0.7034036546,0.3330746689,1.199019412,-0.2038820575,-0.6718037962,0.5260643313,0.01032427125,-0.5677115889,0.8157332062,0.01032427125,-0.5677115889,0.8157332062,0,-0.6,0.6
narrow,5120,"Bookkeeping, accounting, and auditing clerks",49,500,20260911,20261410,0.5576116413,0.3008870216,0.9234063048,0.462753758,-0.0674955011,0.8370835878,0.6760392762,0.1640364475,0.9315499638,0.6760392762,0.1640364475,0.9315499638,0.4,0,0.8
narrow,5160,Tellers,34,500,20260911,20261410,0.653440445,0.3421309417,1.103346584,0.5053671424,-0.02917946211,0.8651487653,-0.518719414,-0.8364878705,0.3476770162,-0.518719414,-0.8364878705,0.3476770162,-0.4,-0.8,0.4
narrow,5240,Customer service representatives,151,500,20260911,20261410,0.376248818,0.1875848438,0.6583389223,0.2277138038,-0.3549396953,0.7606570454,0.4491543132,-0.1110217143,0.9004315759,0.4491543132,-0.1110217143,0.9004315759,0.4,-0.2,0.8
narrow,5260,File Clerks,12,500,20260911,20261410,1.412069483,0.7068419126,2.023019388,0.4161781904,-0.01111080433,0.8376700819,0.4580901979,-0.1876872101,0.9051697011,0.4580901979,-0.1876872101,0.9051697011,0.4,-0.2,0.8
narrow,5300,"Hotel, motel, and resort desk clerks",16,500,20260911,20261410,0.9470642654,0.5057375067,1.414978008,-0.009430334474,-0.431936353,0.6095572055,0.2557016356,-0.39117072,0.8136481705,0.2557016356,-0.39117072,0.8136481705,0.2,-0.4,0.8
narrow,5310,"Interviewers, except eligibility and loan",14,500,20260911,20261410,1.254456716,0.8357117199,2.022481937,0.5545741366,-0.09757479174,0.8133892792,0.08636038121,-0.2860519842,0.4882858807,0.08636038121,-0.2860519842,0.4882858807,0,-0.2,0.4
narrow,5400,Receptionists and information clerks,75,500,20260911,20261410,0.5451931011,0.2921372389,0.8930746942,0.5698504782,0.1104528248,0.8703994596,0.6120661596,0.1542257908,0.9327553597,0.6120661596,0.1542257908,0.9327553597,0.4,0,1
narrow,5410,Reservation and transportation ticket agents and travel clerks,15,500,20260911,20261410,1.203157342,0.6130916488,1.856134283,0.02097000181,-0.4436048619,0.6079228344,-0.222117892,-0.7439706765,0.4143258933,-0.222117892,-0.7439706765,0.4143258933,-0.2,-0.6,0.4
narrow,5510,Couriers and messengers,10,500,20260911,20261410,1.625752036,0.8811816169,2.172213662,0.2383432962,-0.1332463269,0.7345186822,0.3088776651,-0.3434101258,0.8926295423,0.3088776651,-0.3434101258,0.8926295423,0.2,-0.2,0.8
narrow,5520,Dispatchers,16,500,20260911,20261410,1.175860097,0.5841415361,2.061779359,0.2082400372,-0.4581521571,0.7752670698,-0.2114118746,-0.6551715717,0.5558762441,-0.2114118746,-0.6551715717,0.5558762441,0,-0.6,0.4
narrow,5600,"Production, planning, and expediting clerks",17,500,20260911,20261410,1.046201554,0.5513212871,1.562449345,0.06328050054,-0.4037311836,0.6869546451,0.2037661848,-0.2507008241,0.8201192319,0.2037661848,-0.2507008241,0.8201192319,0,-0.4,0.2
narrow,5610,"Shipping, receiving, and traffic clerks",38,500,20260911,20261410,0.7694219309,0.4266355067,1.239810712,-0.05524399371,-0.510063561,0.577954169,-0.03450632937,-0.6011096981,0.7059994696,-0.03450632937,-0.6011096981,0.7059994696,0,-0.41,0.6
narrow,5620,Stock clerks and order fillers,88,500,20260911,20261410,0.4934955585,0.2521339379,0.8542986716,0.3975538406,-0.2632440408,0.826523314,0.2374238305,-0.4899104339,0.8240125507,0.2374238305,-0.4899104339,0.8240125507,0.2,-0.4,0.6
narrow,5630,"Weighers, measurers, checkers, and samplers, recordkeeping",10,500,20260911,20261410,1.225515076,0.7123323568,2.071750885,-0.3084557644,-0.713078041,0.2336570244,-0.2706885322,-0.6127272991,0.3846082758,-0.2706885322,-0.6127272991,0.3846082758,-0.2,-0.6,0.4
narrow,5700,Secretaries and administrative assistants,113,500,20260911,20261410,0.4203316535,0.2034238375,0.6573641295,0.5445047661,0.111350326,0.8805328063,0.6178702545,0.1406087186,0.9225548719,0.6178702545,0.1406087186,0.9225548719,0.4,0,0.8
narrow,5810,Data entry keyers,24,500,20260911,20261410,1.089322962,0.6273242803,1.536077188,0.4501351223,0.07128383357,0.7985099929,-0.6148070367,-0.8933162402,0.03686726194,-0.6148070367,-0.8933162402,0.03686726194,-0.4,-0.8,0.2
narrow,5840,Insurance claims and policy processing clerks,26,500,20260911,20261410,0.9050701039,0.4328311144,1.57228792,0.3119132574,-0.3924699069,0.8051698899,0.5550592179,0.00505890236,0.9103326758,0.5550592179,0.00505890236,0.9103326758,0.2,-0.2,0.6
narrow,5860,"Office clerks, general",32,500,20260911,20261410,0.7691379549,0.421174024,1.182966788,-0.1557359106,-0.6493545442,0.5268067502,-0.04399274273,-0.5917422729,0.6770098182,-0.04399274273,-0.5917422729,0.6770098182,0,-0.6,0.6
narrow,5930,"Office and administrative support workers, all other",24,500,20260911,20261410,0.8910745993,0.4747583767,1.509314697,0.3560575089,-0.2195428923,0.8064233793,-0.5734423741,-0.8345711866,0.310396559,-0.5734423741,-0.8345711866,0.310396559,-0.4,-0.8,0.2
narrow,6050,Miscellaneous agricultural workers,25,500,20260911,20261410,0.8726847925,0.4243033709,1.435498731,-0.1255679706,-0.5899008644,0.5886437868,0.04462916267,-0.6046350938,0.7538567402,0.04462916267,-0.6046350938,0.7538567402,0,-0.6,0.6
narrow,6200,First-line supervisors/managers of construction trades and extraction workers,15,500,20260911,20261410,1.169164852,0.6051475776,1.822336516,0.3953450533,-0.04530761617,0.8155512981,0.6170625783,0.1956962958,0.9062138582,0.6170625783,0.1956962958,0.9062138582,0,-0.2,0.4
narrow,6230,Carpenters,73,500,20260911,20261410,0.452437602,0.2196917317,0.7312822558,0.6451928499,0.2145377848,0.9131914118,0.6270224894,0.1683720097,0.9440223222,0.6270224894,0.1683720097,0.9440223222,0,-0.2,0.6
narrow,6240,"Carpet, floor, and tile installers and finishers",14,500,20260911,20261410,1.133573892,0.5906062816,1.966292772,0.3120481102,-0.2761107192,0.77607003,0.1046070967,-0.3386534066,0.6442891587,0.1046070967,-0.3386534066,0.6442891587,0,-0.4,0.6
narrow,6260,Construction laborers,87,500,20260911,20261410,0.4733620106,0.2576796254,0.7426748903,0.05082652939,-0.4498578598,0.6260935192,0.04841021925,-0.5152648078,0.7206605299,0.04841021925,-0.5152648078,0.7206605299,0,-0.4,0.61
narrow,6320,Operating engineers and other construction equipment operators,19,500,20260911,20261410,1.004471448,0.5020237293,1.624760047,0.6972026051,0.3191403423,0.9344871649,0.4221355871,-0.307438063,0.9056150384,0.4221355871,-0.307438063,0.9056150384,0.2,-0.4,0.8
narrow,6350,Electricians,38,500,20260911,20261410,0.6038153705,0.3117569065,0.9904619357,0.5659533005,0.115829366,0.8981576331,0.6736648863,0.2451594031,0.9538409533,0.6736648863,0.2451594031,0.9538409533,0.6,0,0.8
narrow,6420,"Painters, construction and maintenance",27,500,20260911,20261410,0.8651181639,0.4854190831,1.352397868,0.524876403,0.1094866338,0.8498482582,0.6112132559,0.1744377539,0.8929934217,0.6112132559,0.1744377539,0.8929934217,0.4,0,0.6
narrow,6440,"Pipelayers, plumbers, pipefitters, and steamfitters",21,500,20260911,20261410,0.8684098088,0.4570853826,1.429903609,0.4744766195,-0.06580867331,0.8530169209,0.4389780141,-0.1632975887,0.8718131063,0.4389780141,-0.1632975887,0.8718131063,0.2,-0.4,0.6
narrow,6510,Roofers,14,500,20260911,20261410,1.290497857,0.6405337242,1.970332253,-0.3912885915,-0.7544792184,0.4506732016,-0.675343384,-0.8704539077,0.04045611135,-0.675343384,-0.8704539077,0.04045611135,-0.4,-0.8,0.2
narrow,6520,Sheet metal workers,12,500,20260911,20261410,1.124724042,0.6478304554,1.645466569,0.6681254795,0.3262657352,0.9069492301,0.6166870663,0.1957183966,0.8963058974,0.6166870663,0.1957183966,0.8963058974,0.4,0,0.8
narrow,6600,"Helpers, construction trades",16,500,20260911,20261410,1.071922452,0.5777141577,1.60687773,-0.2338212016,-0.5920017413,0.4759679039,-0.2402502882,-0.7399322841,0.5414951623,-0.2402502882,-0.7399322841,0.5414951623,-0.2,-0.6,0.4
narrow,7010,"Computer, automated teller, and office machine repairers",14,500,20260911,20261410,1.366307129,0.7137319302,2.392946103,0.3204664035,-0.3332102703,0.7834434226,0.5147852388,-0.04565161166,0.9069535256,0.5147852388,-0.04565161166,0.9069535256,0.4,-0.2,0.8
narrow,7020,Radio and telecommunications equipment installers and repairers,16,500,20260911,20261410,1.052947204,0.571725929,1.683829268,-0.4895872954,-0.9106878877,0.1984634718,-0.4323048214,-0.9232298085,0.3467369532,-0.4323048214,-0.9232298085,0.3467369532,-0.4,-0.8,0.2
narrow,7200,Automotive service technicians and mechanics,45,500,20260911,20261410,0.6194615434,0.336149197,1.005482598,0.1774217778,-0.3288437606,0.7140402857,0.2364493594,-0.2671612471,0.8253488431,0.2364493594,-0.2671612471,0.8253488431,0.2,-0.2,0.8
narrow,7210,Bus and truck mechanics and diesel engine specialists,11,500,20260911,20261410,1.268846617,0.8138177823,1.944375477,-0.08135640169,-0.6523941316,0.4639798424,-0.3484658394,-0.8432235515,0.3289178985,-0.3484658394,-0.8432235515,0.3289178985,-0.2,-0.6,0.4
narrow,7310,"Heating, air conditioning, and refrigeration mechanics and installers",24,500,20260911,20261410,0.7785685256,0.3898751852,1.344247347,0.4683688789,-0.114926813,0.8683797374,0.6037399713,0.04719220112,0.9478725496,0.6037399713,0.04719220112,0.9478725496,0.4,0,0.8
narrow,7340,"Maintenance and repair workers, general",10,500,20260911,20261410,1.818561857,0.8429509823,2.734770403,-0.5380368236,-0.7838674571,0.2461228115,-0.519353943,-0.8114315953,0.4404402866,-0.519353943,-0.8114315953,0.4404402866,-0.4,-0.8,0.4
narrow,7620,"Other installation, maintenance, and repair workers",11,500,20260911,20261410,1.557742119,1.046597768,2.536294276,-0.4289392611,-0.7739141246,0.007924970512,-0.5997991316,-0.8910323257,-0.2172376035,-0.5997991316,-0.8910323257,-0.2172376035,-0.4,-0.8,0
narrow,7700,First-line supervisors/managers of production and operating workers,27,500,20260911,20261410,0.7842731547,0.4239008834,1.168590827,0.1723899346,-0.2753535076,0.7150097865,0.3836609108,-0.1676730488,0.8627686202,0.3836609108,-0.1676730488,0.8627686202,0,-0.4,0.4
narrow,7750,Miscellaneous assemblers and fabricators,30,500,20260911,20261410,0.8283364474,0.3887762105,1.36699194,0.5834430911,0.02977008188,0.9001145501,0.3836773388,-0.440315217,0.8861103878,0.3836773388,-0.440315217,0.8861103878,0.2,-0.4,0.6
narrow,7810,"Butchers and other meat, poultry, and fish processing workers",10,500,20260911,20261410,1.621774741,1.178397657,2.197313108,-0.2911737319,-0.6235814656,0.1510454687,-0.3842332342,-0.8483871961,0.04918057922,-0.3842332342,-0.8483871961,0.04918057922,-0.2,-0.8,0.2
narrow,8140,"Welding, soldering, and brazing workers",30,500,20260911,20261410,0.7054898889,0.37717297,1.08898204,0.5954410809,0.1949780492,0.889368087,0.2466315923,-0.309423625,0.818259179,0.2466315923,-0.309423625,0.818259179,0.2,-0.21,0.8
narrow,8220,"Metalworkers and plastic workers, all other",19,500,20260911,20261410,1.104931333,0.5623801806,1.692526512,-0.6839468363,-0.875422405,-0.1145275503,-0.7882795538,-0.9473377365,-0.2302120818,-0.7882795538,-0.9473377365,-0.2302120818,-0.6,-0.8,0
narrow,8740,"Inspectors, testers, sorters, samplers, and weighers",31,500,20260911,20261410,0.8212514901,0.4230990627,1.265811451,0.3171175943,-0.1892302256,0.8150005074,-0.1275021336,-0.6373244165,0.682267728,-0.1275021336,-0.6373244165,0.682267728,0,-0.4,0.6
narrow,8800,Packaging and filling machine operators and tenders,16,500,20260911,20261410,1.09975631,0.6818794731,1.731432753,-0.06587419393,-0.5536454612,0.4414813888,0.01884299519,-0.6560356996,0.6234127852,0.01884299519,-0.6560356996,0.6234127852,0,-0.6,0.6
narrow,8810,Painting workers,10,500,20260911,20261410,1.624955651,0.9986822156,2.64305525,0.1374815107,-0.6143155784,0.6441542777,-0.06041750051,-0.5583267347,0.6261855629,-0.06041750051,-0.5583267347,0.6261855629,0,-0.6,0.4
narrow,8960,"Production workers, all other",54,500,20260911,20261410,0.689134523,0.3784436267,1.128897779,-0.4053544974,-0.8200695074,0.3067728517,-0.7563806541,-0.933336165,-0.0964247768,-0.7563806541,-0.933336165,-0.0964247768,-0.6,-0.8,0
narrow,9120,Bus drivers,10,500,20260911,20261410,1.212834003,0.8405720723,1.824312886,0.2334872792,-0.07588579908,0.5940397301,0.4750688871,0.05893923045,0.85575721,0.4750688871,0.05893923045,0.85575721,0.4,-0.2,0.8
narrow,9130,Driver/sales workers and truck drivers,84,500,20260911,20261410,0.4864787402,0.2461518095,0.784238844,0.04614531747,-0.4332987397,0.6686216709,0.3130640218,-0.2441489661,0.8395153964,0.3130640218,-0.2441489661,0.8395153964,0.2,-0.2,0.8
narrow,9600,Industrial truck and tractor operators,37,500,20260911,20261410,0.7676705889,0.330983681,1.316198933,-0.5277722758,-0.9215397966,0.3565116928,-0.6570155005,-0.9022792555,0.1255378856,-0.6570155005,-0.9022792555,0.1255378856,-0.4,-0.8,0.2
narrow,9610,Cleaners of vehicles and equipment,29,500,20260911,20261410,0.8399149028,0.4100125645,1.415461204,0.2328089862,-0.4075753155,0.7771153109,-0.2364635505,-0.7460816468,0.6841964249,-0.2364635505,-0.7460816468,0.6841964249,-0.2,-0.6,0.4
narrow,9620,"Laborers and freight, stock, and material movers, hand",135,500,20260911,20261410,0.4337253861,0.2075414612,0.7955467541,0.451224554,-0.2958458302,0.8507210295,-0.3157627881,-0.7382534229,0.5277577227,-0.3157627881,-0.7382534229,0.5277577227,-0.2,-0.6,0.4
narrow,9640,"Packers and packagers, hand",19,500,20260911,20261410,1.351527933,0.5791320297,2.254064455,0.2719605649,-0.6605296959,0.8758108438,0.1908167147,-0.5721047887,0.8902331304,0.1908167147,-0.5721047887,0.8902331304,0,-0.6,0.6
intermediate,11-1000,Top Executives,31,500,20260911,20261410,0.7514322237,0.3997652678,1.254543863,0.5761902761,0.09781122203,0.9037927805,0.09779780789,-0.458334206,0.7862770377,0.09779780789,-0.458334206,0.7862770377,0,-0.4,0.6
intermediate,11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",49,500,20260911,20261410,0.5713240957,0.2907248856,0.9431844705,0.793124717,0.492976561,0.9441910563,0.2942378219,-0.300480352,0.8060059685,0.2942378219,-0.300480352,0.8060059685,0.2,-0.4,0.6
intermediate,11-3000,Operations Specialties Managers,69,500,20260911,20261410,0.4643485005,0.2355158612,0.7270256824,0.4872474332,0.0003369770428,0.8660680165,0.1856916615,-0.3875441957,0.8204566934,0.1856916615,-0.3875441957,0.8204566934,0.2,-0.4,0.8
intermediate,11-9000,Other Management Occupations,176,500,20260911,20261410,0.3200696522,0.1683860366,0.5241945394,0.4748197711,-0.02687774049,0.8488915449,0.2251664797,-0.3368527552,0.8003057738,0.2251664797,-0.3368527552,0.8003057738,0.2,-0.4,0.8
intermediate,13-1000,Business Operations Specialists,134,500,20260911,20261410,0.387596069,0.2102623806,0.6389344472,0.7296825233,0.3736160745,0.9345565015,-0.04949399907,-0.5669394919,0.6803803455,-0.04949399907,-0.5669394919,0.6803803455,0,-0.4,0.6
intermediate,13-2000,Financial Specialists,119,500,20260911,20261410,0.3816332183,0.2040903971,0.634928313,0.7326527731,0.3588418219,0.9401011551,0.8011489657,0.5141354131,0.9690619641,0.8011489657,0.5141354131,0.9690619641,0.6,0.2,1
intermediate,15-1000,Computer Specialists,114,500,20260911,20261410,0.3848201045,0.1881402469,0.654982677,0.8136318869,0.4852522404,0.954346778,0.8480960302,0.5634953264,0.9762442231,0.8480960302,0.5634953264,0.9762442231,0.8,0.4,1
intermediate,17-2000,Engineers,55,500,20260911,20261410,0.523786311,0.2616883196,0.8409173071,0.5064375321,0.04905378595,0.8656828718,0.5965219592,0.08372240686,0.9415133634,0.5965219592,0.08372240686,0.9415133634,0.6,0,1
intermediate,17-3000,"Drafters, Engineering, and Mapping Technicians",35,500,20260911,20261410,0.7126123236,0.3359924079,1.145074637,0.5524076339,0.07238652711,0.8994420921,0.6601072281,0.1337531974,0.9440726947,0.6601072281,0.1337531974,0.9440726947,0.4,-0.2,0.8
intermediate,19-1000,Life Scientists,12,500,20260911,20261410,1.143253537,0.5478878766,1.831108423,-0.04406124839,-0.5325554404,0.6431419666,0.09296324114,-0.5248292186,0.7823283961,0.09296324114,-0.5248292186,0.7823283961,0,-0.21,0.6
intermediate,19-3000,Social Scientists and Related Workers,19,500,20260911,20261410,0.9289306868,0.4543122004,1.641146133,0.6959434917,0.1897702867,0.9350374952,0.7028064684,0.2547482857,0.9500097156,0.7028064684,0.2547482857,0.9500097156,0.6,0.2,1
intermediate,19-4000,"Life, Physical, and Social Science Technicians",15,500,20260911,20261410,0.8411173552,0.4059100406,1.594568528,0.6174410148,0.04154020112,0.9078548598,0.7168308382,0.2823977619,0.9431364525,0.7168308382,0.2823977619,0.9431364525,0,-0.2,0.4
intermediate,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",111,500,20260911,20261410,0.4177381531,0.1950311067,0.6866909487,0.5558502062,0.05321181352,0.8810494218,0.489842219,-0.09792281367,0.8941642811,0.489842219,-0.09792281367,0.8941642811,0.4,-0.2,0.8
intermediate,21-2000,Religious Workers,17,500,20260911,20261410,1.017554304,0.5240949349,1.686352084,0.2462816252,-0.3153758295,0.7831854076,0.1943750901,-0.527515956,0.8231118446,0.1943750901,-0.527515956,0.8231118446,0.2,-0.4,0.8
intermediate,23-1000,"Lawyers, Judges, and Related Workers",17,500,20260911,20261410,1.075761889,0.5292558388,1.787922469,-0.6334276635,-0.9021549974,0.08044159949,-0.541345733,-0.9181170827,0.3450708479,-0.541345733,-0.9181170827,0.3450708479,-0.4,-0.8,0.21
intermediate,23-2000,Legal Support Workers,31,500,20260911,20261410,0.6140554313,0.3188269295,0.9978189943,0.5832690299,0.1245604492,0.8968082421,0.4548841065,-0.1410710593,0.8815256741,0.4548841065,-0.1410710593,0.8815256741,0.4,-0.2,0.6
intermediate,25-1000,Postsecondary Teachers,47,500,20260911,20261410,0.6787517103,0.3066303648,1.067920048,0.09542185473,-0.4014676633,0.7625638209,0.3019546884,-0.3552902835,0.8439720822,0.3019546884,-0.3552902835,0.8439720822,0.2,-0.2,0.8
intermediate,25-2000,"Primary, Secondary, and Special Education School Teachers",233,500,20260911,20261410,0.2643162223,0.129115425,0.4190317525,0.8357906127,0.6108992054,0.9659817194,0.7763342771,0.444498889,0.9597905368,0.7763342771,0.444498889,0.9597905368,0.6,0.2,1
intermediate,25-3000,Other Teachers and Instructors,24,500,20260911,20261410,1.025765051,0.5318712531,1.543570771,0.3243396463,-0.1829273561,0.8178150363,0.3845781229,-0.175028678,0.8824569392,0.3845781229,-0.175028678,0.8824569392,0.4,-0.2,0.8
intermediate,25-9000,"Other Education, Training, and Library Occupations",62,500,20260911,20261410,0.636163525,0.3363132988,1.0529443,0.1765374243,-0.3975476898,0.7506583599,0.357577096,-0.2112811769,0.8726200638,0.357577096,-0.2112811769,0.8726200638,0.2,-0.2,0.6
intermediate,27-1000,Art and Design Workers,38,500,20260911,20261410,0.6485089487,0.3313320358,1.027540036,0.712358363,0.3760973379,0.9289824807,0.7710038719,0.4433439145,0.9697853353,0.7710038719,0.4433439145,0.9697853353,0.6,0.2,0.8
intermediate,27-2000,"Entertainers and Performers, Sports and Related Workers",47,500,20260911,20261410,0.6574559634,0.3441591481,1.085977876,0.533921221,-0.005467609975,0.8897752103,-0.2632116199,-0.799796313,0.5854340746,-0.2632116199,-0.799796313,0.5854340746,-0.2,-0.8,0.4
intermediate,27-3000,Media and Communication Workers,55,500,20260911,20261410,0.5856258727,0.3116201776,0.9554794174,0.4826020128,-0.03896242177,0.8542558701,0.03343593258,-0.5654345268,0.761006126,0.03343593258,-0.5654345268,0.761006126,0,-0.4,0.6
intermediate,27-4000,Media and Communication Equipment Workers,19,500,20260911,20261410,1.035691849,0.5365169159,1.56677385,-0.1220956846,-0.5372166616,0.5139617148,-0.04445867193,-0.5070702037,0.6947141887,-0.04445867193,-0.5070702037,0.6947141887,0,-0.4,0.6
intermediate,29-1000,Health Diagnosing and Treating Practitioners,115,500,20260911,20261410,0.3526720318,0.173978411,0.5597426696,0.8794956,0.7091116572,0.9722959141,0.9128811919,0.7216933861,0.9856685804,0.9128811919,0.7216933861,0.9856685804,0.8,0.4,1
intermediate,29-2000,Health Technologists and Technicians,109,500,20260911,20261410,0.4474957035,0.227500888,0.7475054332,0.3550738093,-0.1901779843,0.8038238325,0.3336804611,-0.2859340197,0.8456431831,0.3336804611,-0.2859340197,0.8456431831,0.2,-0.2,0.8
intermediate,31-1000,"Nursing, Psychiatric, and Home Health Aides",134,500,20260911,20261410,0.3953911651,0.1941296655,0.6419934788,0.6567872395,0.217878429,0.9098014511,0.6173290864,0.1282154039,0.9429510492,0.6173290864,0.1282154039,0.9429510492,0.4,0,0.8
intermediate,31-9000,Other Healthcare Support Occupations,103,500,20260911,20261410,0.4338889345,0.2147630797,0.7036979853,-0.009391568511,-0.5079894306,0.6371164531,0.1226908476,-0.4613769124,0.8319596839,0.1226908476,-0.4613769124,0.8319596839,0.2,-0.4,0.8
intermediate,33-3000,Law Enforcement Workers,64,500,20260911,20261410,0.514602973,0.270588048,0.82332857,0.7162769705,0.3701336718,0.9401449242,0.7667533859,0.4057861253,0.9609828701,0.7667533859,0.4057861253,0.9609828701,0.6,0.2,0.8
intermediate,33-9000,Other Protective Service Workers,96,500,20260911,20261410,0.4765141631,0.2470381138,0.7612628694,0.2962262559,-0.2833098065,0.7817122485,0.4410897217,-0.1335574878,0.9025993974,0.4410897217,-0.1335574878,0.9025993974,0.2,-0.2,0.6
intermediate,35-1000,"Supervisors, Food Preparation and Serving Workers",64,500,20260911,20261410,0.5344986794,0.2702255649,0.8900664422,0.1544327758,-0.3893276992,0.7546693198,0.3463310287,-0.2161760864,0.8720212069,0.3463310287,-0.2161760864,0.8720212069,0.4,-0.2,0.8
intermediate,35-2000,Cooks and Food Preparation Workers,166,500,20260911,20261410,0.3429075698,0.1762459709,0.5827776335,0.8727586202,0.6583632901,0.971591731,0.5347893416,0.001446731884,0.8981342432,0.5347893416,0.001446731884,0.8981342432,0.2,-0.2,0.6
intermediate,35-3000,Food and Beverage Serving Workers,234,500,20260911,20261410,0.2932198117,0.1636481608,0.4887501571,0.8413028982,0.5840550498,0.9654197659,0.903501363,0.672819147,0.9833518668,0.903501363,0.672819147,0.9833518668,0.6,0.4,1
intermediate,35-9000,Other Food Preparation and Serving Related Workers,36,500,20260911,20261410,0.9908023082,0.4739620337,1.557265532,0.7565450722,0.4053606104,0.9426840654,0.5230990324,0.01165008793,0.9096588331,0.5230990324,0.01165008793,0.9096588331,0.4,0,0.8
intermediate,37-1000,"Supervisors, Building and Grounds Cleaning and Maintenance Workers",11,500,20260911,20261410,1.891562824,1.025440861,2.480939974,0.1248289322,-0.2092242747,0.6775761981,0.4198527485,0.01653567754,0.8425024859,0.4198527485,0.01653567754,0.8425024859,0.2,-0.2,0.8
intermediate,37-2000,Building Cleaning and Pest Control Workers,131,500,20260911,20261410,0.441328251,0.2143157757,0.6932609278,0.7922957854,0.4890767369,0.9551939067,0.3832992921,-0.2214998305,0.8994467123,0.3832992921,-0.2214998305,0.8994467123,0.2,-0.2,0.8
intermediate,37-3000,Grounds Maintenance Workers,70,500,20260911,20261410,0.5629227365,0.2962688225,0.9248734203,0.3957767534,-0.1460793382,0.8356000615,0.5223895601,-0.01615827413,0.9083035592,0.5223895601,-0.01615827413,0.9083035592,0.4,0,0.8
intermediate,39-2000,Animal Care and Service Workers,14,500,20260911,20261410,1.033836571,0.5186511841,1.783711091,0.467780093,-0.1809732264,0.8572185922,-0.140619384,-0.6328812358,0.5964221254,-0.140619384,-0.6328812358,0.5964221254,0,-0.6,0.6
intermediate,39-3000,Entertainment Attendants and Related Workers,22,500,20260911,20261410,1.194841648,0.571750553,1.870578129,-0.1832201672,-0.6426984372,0.6045976172,-0.5013179659,-0.8430903115,0.4434864062,-0.5013179659,-0.8430903115,0.4434864062,-0.4,-0.8,0.4
intermediate,39-5000,Personal Appearance Workers,52,500,20260911,20261410,0.6260980829,0.3280763366,1.083926623,0.5518288698,-0.01553930818,0.8833213499,-0.1747362408,-0.6989462948,0.6146971472,-0.1747362408,-0.6989462948,0.6146971472,0,-0.6,0.6
intermediate,39-6000,"Transportation, Tourism, and Lodging Attendants",11,500,20260911,20261410,1.647872298,0.8484776321,2.276121944,-0.1336634781,-0.5398136608,0.5464922806,0.1105238794,-0.3459718244,0.8617747633,0.1105238794,-0.3459718244,0.8617747633,0,-0.4,0.6
intermediate,39-9000,Other Personal Care and Service Workers,182,500,20260911,20261410,0.3464816577,0.1733766846,0.5757468101,0.496390627,-0.0199481925,0.8825915761,0.6788142588,0.1922176061,0.9463833395,0.6788142588,0.1922176061,0.9463833395,0.6,0,0.8
intermediate,41-1000,"Supervisors, Sales Workers",173,500,20260911,20261410,0.3230918475,0.1674565808,0.5357584978,0.5528519182,0.05389293375,0.8735501521,0.4342132567,-0.2116457743,0.8861625099,0.4342132567,-0.2116457743,0.8861625099,0.2,-0.4,0.6
intermediate,41-2000,Retail Sales Workers,381,500,20260911,20261410,0.2385934886,0.1185767906,0.3895487129,0.1839358376,-0.3525799747,0.7694096502,0.4007642897,-0.2074237125,0.8811248612,0.4007642897,-0.2074237125,0.8811248612,0.4,-0.2,1
intermediate,41-3000,"Sales Representatives, Services",83,500,20260911,20261410,0.4294302121,0.2066938138,0.6952552822,0.4264326291,-0.099996669,0.8526111772,-0.5615439422,-0.9169504153,0.2934214885,-0.5615439422,-0.9169504153,0.2934214885,-0.4,-0.8,0.4
intermediate,41-4000,"Sales Representatives, Wholesale and Manufacturing",48,500,20260911,20261410,0.6694089946,0.3569991484,1.146112938,0.5897346518,0.1045729097,0.8867071464,0.7802368794,0.3869514195,0.9698504265,0.7802368794,0.3869514195,0.9698504265,0.6,0.2,0.8
intermediate,41-9000,Other Sales and Related Workers,57,500,20260911,20261410,0.679001665,0.3504488585,1.103951779,0.2304185997,-0.3194599381,0.7582249506,0.4930148436,-0.03417481112,0.8988089144,0.4930148436,-0.03417481112,0.8988089144,0.4,-0.2,0.8
