model,model_label,persona,trait,group,category_position,raw_affinity,z_score,ridge_height_percentile,pc1,pc2,pc3,rank_pc1,rank_pc2,rank_pc3
qwen,Qwen/Qwen3-32B,addict,manipulative,Challenge,12,-0.09845690772831465,1.301612599530234,89.27272727272727,-19.963020546393704,38.66393954527176,-16.28229715869853,193,15,237
qwen,Qwen/Qwen3-32B,addict,empathetic,Affiliation,13,0.14103395890591156,1.9777476809537946,97.27272727272727,-19.963020546393704,38.66393954527176,-16.28229715869853,193,15,237
qwen,Qwen/Qwen3-32B,addict,agreeable,Affiliation,14,0.19101953150979337,-0.6890634931145297,22.363636363636363,-19.963020546393704,38.66393954527176,-16.28229715869853,193,15,237
qwen,Qwen/Qwen3-32B,addict,altruistic,Affiliation,15,0.07477395415943733,-0.36081517083059583,28.181818181818183,-19.963020546393704,38.66393954527176,-16.28229715869853,193,15,237
qwen,Qwen/Qwen3-32B,adolescent,creative,Exploration,1,0.2627893760337902,0.4822766351763201,62.36363636363637,-15.45010533714626,78.08059631966728,-7.233790274763137,182,2,188
qwen,Qwen/Qwen3-32B,adolescent,abstract,Exploration,2,0.06049202293741652,-3.1080081716797667,0.9090909090909091,-15.45010533714626,78.08059631966728,-7.233790274763137,182,2,188
qwen,Qwen/Qwen3-32B,adolescent,curious,Exploration,3,0.4103233309633196,-0.020228777996817254,49.27272727272727,-15.45010533714626,78.08059631966728,-7.233790274763137,182,2,188
qwen,Qwen/Qwen3-32B,adolescent,reactive,Response,4,-0.22684262253729748,2.983361136370052,99.81818181818181,-15.45010533714626,78.08059631966728,-7.233790274763137,182,2,188
qwen,Qwen/Qwen3-32B,adolescent,adaptable,Response,5,0.28329343430519566,2.51077324286716,99.45454545454545,-15.45010533714626,78.08059631966728,-7.233790274763137,182,2,188
qwen,Qwen/Qwen3-32B,adolescent,practical,Response,6,-0.08707246954051194,3.030064100785668,99.0909090909091,-15.45010533714626,78.08059631966728,-7.233790274763137,182,2,188
qwen,Qwen/Qwen3-32B,adolescent,skeptical,Scrutiny,7,0.08901648128617048,-1.2396410170791676,10.0,-15.45010533714626,78.08059631966728,-7.233790274763137,182,2,188
qwen,Qwen/Qwen3-32B,adolescent,analytical,Scrutiny,8,0.304698896620319,-1.2732041576468842,11.818181818181818,-15.45010533714626,78.08059631966728,-7.233790274763137,182,2,188
qwen,Qwen/Qwen3-32B,adolescent,conscientious,Scrutiny,9,0.12399139477685031,-3.4795706055373707,0.18181818181818182,-15.45010533714626,78.08059631966728,-7.233790274763137,182,2,188
qwen,Qwen/Qwen3-32B,adolescent,rebellious,Challenge,10,0.09622252236103496,1.4975955550070301,91.81818181818181,-15.45010533714626,78.08059631966728,-7.233790274763137,182,2,188
qwen,Qwen/Qwen3-32B,adolescent,competitive,Challenge,11,-0.11577071510052327,0.22332583472667467,64.9090909090909,-15.45010533714626,78.08059631966728,-7.233790274763137,182,2,188
qwen,Qwen/Qwen3-32B,adolescent,manipulative,Challenge,12,-0.08719739077483141,1.4820307082852575,92.18181818181819,-15.45010533714626,78.08059631966728,-7.233790274763137,182,2,188
qwen,Qwen/Qwen3-32B,adolescent,empathetic,Affiliation,13,0.16237972349266588,2.3097540591047605,99.0909090909091,-15.45010533714626,78.08059631966728,-7.233790274763137,182,2,188
qwen,Qwen/Qwen3-32B,adolescent,agreeable,Affiliation,14,0.17936810244028123,-0.8994589348179084,18.363636363636363,-15.45010533714626,78.08059631966728,-7.233790274763137,182,2,188
qwen,Qwen/Qwen3-32B,adolescent,altruistic,Affiliation,15,0.04031452924713562,-1.1906985887630974,12.181818181818182,-15.45010533714626,78.08059631966728,-7.233790274763137,182,2,188
qwen,Qwen/Qwen3-32B,advocate,creative,Exploration,1,0.20576959035341075,-0.45979188726055037,38.0,13.533940143861242,2.701166392523508,-11.350794543485724,105,103,215
qwen,Qwen/Qwen3-32B,advocate,abstract,Exploration,2,0.20485191816767823,-0.09297301905437196,47.09090909090909,13.533940143861242,2.701166392523508,-11.350794543485724,105,103,215
qwen,Qwen/Qwen3-32B,advocate,curious,Exploration,3,0.4210594854850131,0.4007260110391912,62.72727272727273,13.533940143861242,2.701166392523508,-11.350794543485724,105,103,215
qwen,Qwen/Qwen3-32B,advocate,reactive,Response,4,-0.4690972346934355,-0.33011319950160917,42.72727272727273,13.533940143861242,2.701166392523508,-11.350794543485724,105,103,215
qwen,Qwen/Qwen3-32B,advocate,adaptable,Response,5,0.20085263754382196,0.49402132808435356,71.81818181818181,13.533940143861242,2.701166392523508,-11.350794543485724,105,103,215
qwen,Qwen/Qwen3-32B,advocate,practical,Response,6,-0.21834679870460746,0.21461692051574183,58.72727272727273,13.533940143861242,2.701166392523508,-11.350794543485724,105,103,215
qwen,Qwen/Qwen3-32B,advocate,skeptical,Scrutiny,7,0.11554564145635991,-0.5929238018408749,25.636363636363637,13.533940143861242,2.701166392523508,-11.350794543485724,105,103,215
qwen,Qwen/Qwen3-32B,advocate,analytical,Scrutiny,8,0.40727867653405037,0.12095062290977963,54.72727272727273,13.533940143861242,2.701166392523508,-11.350794543485724,105,103,215
qwen,Qwen/Qwen3-32B,advocate,conscientious,Scrutiny,9,0.4012411698509426,0.49988496666362847,60.18181818181818,13.533940143861242,2.701166392523508,-11.350794543485724,105,103,215
qwen,Qwen/Qwen3-32B,advocate,rebellious,Challenge,10,-0.00836655491044832,-0.32263742944076107,43.81818181818182,13.533940143861242,2.701166392523508,-11.350794543485724,105,103,215
qwen,Qwen/Qwen3-32B,advocate,competitive,Challenge,11,-0.15649323369728935,-0.4934122611576261,37.63636363636363,13.533940143861242,2.701166392523508,-11.350794543485724,105,103,215
qwen,Qwen/Qwen3-32B,advocate,manipulative,Challenge,12,-0.20814673709121137,-0.456014450109123,40.18181818181818,13.533940143861242,2.701166392523508,-11.350794543485724,105,103,215
qwen,Qwen/Qwen3-32B,advocate,empathetic,Affiliation,13,0.032899063608330587,0.295846112444898,61.63636363636363,13.533940143861242,2.701166392523508,-11.350794543485724,105,103,215
qwen,Qwen/Qwen3-32B,advocate,agreeable,Affiliation,14,0.25873668959793555,0.5337377016447286,64.54545454545455,13.533940143861242,2.701166392523508,-11.350794543485724,105,103,215
qwen,Qwen/Qwen3-32B,advocate,altruistic,Affiliation,15,0.12918714532299555,0.9496131134008041,84.9090909090909,13.533940143861242,2.701166392523508,-11.350794543485724,105,103,215
qwen,Qwen/Qwen3-32B,alien,creative,Exploration,1,0.295218726478307,1.0180673241856246,81.63636363636364,-20.463192597578004,-22.757723956655372,12.343088809973633,194,239,53
qwen,Qwen/Qwen3-32B,alien,abstract,Exploration,2,0.27639971625930654,1.401341769655609,92.18181818181819,-20.463192597578004,-22.757723956655372,12.343088809973633,194,239,53
qwen,Qwen/Qwen3-32B,alien,curious,Exploration,3,0.4287561726912927,0.702506069499499,72.9090909090909,-20.463192597578004,-22.757723956655372,12.343088809973633,194,239,53
qwen,Qwen/Qwen3-32B,alien,reactive,Response,4,-0.45552926574119723,-0.14453523872301619,47.81818181818182,-20.463192597578004,-22.757723956655372,12.343088809973633,194,239,53
qwen,Qwen/Qwen3-32B,alien,adaptable,Response,5,0.12519584650817503,-1.3567732321515438,8.181818181818182,-20.463192597578004,-22.757723956655372,12.343088809973633,194,239,53
qwen,Qwen/Qwen3-32B,alien,practical,Response,6,-0.2956253627749797,-1.4427803535184442,7.454545454545454,-20.463192597578004,-22.757723956655372,12.343088809973633,194,239,53
qwen,Qwen/Qwen3-32B,alien,skeptical,Scrutiny,7,0.17056359100559826,0.7482816827031258,74.72727272727273,-20.463192597578004,-22.757723956655372,12.343088809973633,194,239,53
qwen,Qwen/Qwen3-32B,alien,analytical,Scrutiny,8,0.3884287220874473,-0.13523782014506094,46.72727272727273,-20.463192597578004,-22.757723956655372,12.343088809973633,194,239,53
qwen,Qwen/Qwen3-32B,alien,conscientious,Scrutiny,9,0.3689507630008426,0.03641032747256762,44.90909090909091,-20.463192597578004,-22.757723956655372,12.343088809973633,194,239,53
qwen,Qwen/Qwen3-32B,alien,rebellious,Challenge,10,0.03773950482081651,0.4797768655809481,67.0909090909091,-20.463192597578004,-22.757723956655372,12.343088809973633,194,239,53
qwen,Qwen/Qwen3-32B,alien,competitive,Challenge,11,-0.09918106445089142,0.5153125543041603,72.54545454545455,-20.463192597578004,-22.757723956655372,12.343088809973633,194,239,53
qwen,Qwen/Qwen3-32B,alien,manipulative,Challenge,12,-0.14826327576936238,0.5035347811791919,63.81818181818182,-20.463192597578004,-22.757723956655372,12.343088809973633,194,239,53
qwen,Qwen/Qwen3-32B,alien,empathetic,Affiliation,13,-0.01906009143547462,-0.512312846104793,33.63636363636363,-20.463192597578004,-22.757723956655372,12.343088809973633,194,239,53
qwen,Qwen/Qwen3-32B,alien,agreeable,Affiliation,14,0.20302279801645956,-0.47231475409833384,27.818181818181817,-20.463192597578004,-22.757723956655372,12.343088809973633,194,239,53
qwen,Qwen/Qwen3-32B,alien,altruistic,Affiliation,15,0.09138129530129782,0.03913802237136417,46.36363636363637,-20.463192597578004,-22.757723956655372,12.343088809973633,194,239,53
qwen,Qwen/Qwen3-32B,altruist,creative,Exploration,1,0.1836055805697807,-0.8259808460402659,27.09090909090909,11.355226573617275,-3.9140554770542524,-24.74471677556319,113,145,256
qwen,Qwen/Qwen3-32B,altruist,abstract,Exploration,2,0.2183661253414022,0.18927856905912974,57.27272727272727,11.355226573617275,-3.9140554770542524,-24.74471677556319,113,145,256
qwen,Qwen/Qwen3-32B,altruist,curious,Exploration,3,0.4056680770824207,-0.20275702043065777,40.90909090909091,11.355226573617275,-3.9140554770542524,-24.74471677556319,113,145,256
qwen,Qwen/Qwen3-32B,altruist,reactive,Response,4,-0.4689737105465463,-0.328423679178611,43.09090909090909,11.355226573617275,-3.9140554770542524,-24.74471677556319,113,145,256
qwen,Qwen/Qwen3-32B,altruist,adaptable,Response,5,0.1968071733435777,0.3950570046845761,68.54545454545455,11.355226573617275,-3.9140554770542524,-24.74471677556319,113,145,256
qwen,Qwen/Qwen3-32B,altruist,practical,Response,6,-0.23285532105639148,-0.09654809251702504,47.45454545454545,11.355226573617275,-3.9140554770542524,-24.74471677556319,113,145,256
qwen,Qwen/Qwen3-32B,altruist,skeptical,Scrutiny,7,0.08212170423516316,-1.4077191237931093,7.454545454545454,11.355226573617275,-3.9140554770542524,-24.74471677556319,113,145,256
qwen,Qwen/Qwen3-32B,altruist,analytical,Scrutiny,8,0.3845772921331577,-0.1875823415241047,45.27272727272727,11.355226573617275,-3.9140554770542524,-24.74471677556319,113,145,256
qwen,Qwen/Qwen3-32B,altruist,conscientious,Scrutiny,9,0.40813848959867816,0.5988844248094218,64.54545454545455,11.355226573617275,-3.9140554770542524,-24.74471677556319,113,145,256
qwen,Qwen/Qwen3-32B,altruist,rebellious,Challenge,10,-0.045180977935848396,-0.9633432167220329,18.0,11.355226573617275,-3.9140554770542524,-24.74471677556319,113,145,256
qwen,Qwen/Qwen3-32B,altruist,competitive,Challenge,11,-0.2068300336403922,-1.379366848136282,4.545454545454546,11.355226573617275,-3.9140554770542524,-24.74471677556319,113,145,256
qwen,Qwen/Qwen3-32B,altruist,manipulative,Challenge,12,-0.21730453493337187,-0.6027554314380156,36.54545454545455,11.355226573617275,-3.9140554770542524,-24.74471677556319,113,145,256
qwen,Qwen/Qwen3-32B,altruist,empathetic,Affiliation,13,0.044666958478777344,0.47888083760169914,68.9090909090909,11.355226573617275,-3.9140554770542524,-24.74471677556319,113,145,256
qwen,Qwen/Qwen3-32B,altruist,agreeable,Affiliation,14,0.3007486210988486,1.2923672939644963,95.45454545454545,11.355226573617275,-3.9140554770542524,-24.74471677556319,113,145,256
qwen,Qwen/Qwen3-32B,altruist,altruistic,Affiliation,15,0.1645582725559151,1.8014529812710767,97.27272727272727,11.355226573617275,-3.9140554770542524,-24.74471677556319,113,145,256
qwen,Qwen/Qwen3-32B,amateur,creative,Exploration,1,0.23502425372344568,0.02354731099392888,49.27272727272727,-0.258632816025379,40.070455881847,-24.428541419933254,145,11,255
