model,pc,eigenvalue,explained_variance,cumulative_variance
qwen,78,1.3358148898317892,0.00024181745271377556,0.9903166374514968
qwen,79,1.2978407965304803,0.0002349431480618832,0.9905515805995586
qwen,80,1.2367777965852826,0.00022388914708150145,0.9907754697466401
qwen,81,1.2256374339254126,0.00022187244990195688,0.990997342196542
qwen,82,1.1871370517629323,0.0002149028731934578,0.9912122450697355
qwen,83,1.138552999858832,0.0002061078883767795,0.9914183529581123
qwen,84,1.1311341045059349,0.00020476487416886516,0.9916231178322812
qwen,85,1.1157750053651552,0.00020198447528390484,0.991825102307565
qwen,86,1.0910012156668794,0.00019749977102996572,0.992022602078595
qwen,87,1.069037848751826,0.00019352382684724665,0.9922161259054423
qwen,88,0.9992415929282689,0.0001808888780076384,0.9923970147834499
qwen,89,0.9938339878503214,0.00017990995997402073,0.9925769247434238
qwen,90,0.9608687534170521,0.0001739423898567499,0.9927508671332806
qwen,91,0.9531204375639634,0.0001725397419175196,0.9929234068751982
qwen,92,0.9235222738155046,0.00016718169970887287,0.9930905885749071
qwen,93,0.9004069268736811,0.00016299721699452701,0.9932535857919016
qwen,94,0.8940558670578435,0.00016184750896357965,0.9934154333008651
qwen,95,0.8736890243864782,0.00015816057744926485,0.9935735938783143
qwen,96,0.8551421509975583,0.00015480310800282211,0.9937283969863172
qwen,97,0.8033825764575655,0.0001454332704870972,0.9938738302568043
qwen,98,0.7847703019698965,0.00014206396173026452,0.9940158942185345
qwen,99,0.7810102583593695,0.0001413832954381671,0.9941572775139726
qwen,100,0.7601783120638725,0.000137612167996339,0.994294889681969
qwen,101,0.7180341883215935,0.00012998297870687434,0.9944248726606759
qwen,102,0.7162291340818931,0.00012965621665205886,0.994554528877328
qwen,103,0.7064675607999338,0.0001278891164321927,0.9946824179937602
qwen,104,0.7030108619119491,0.0001272633634732657,0.9948096813572335
qwen,105,0.6917245804002442,0.00012522025116291053,0.9949349016083964
qwen,106,0.6512246847086703,0.00011788871017930669,0.9950527903185756
qwen,107,0.6254898645465398,0.00011323003426168972,0.9951660203528373
qwen,108,0.6115878743816837,0.00011071341023323561,0.9952767337630706
qwen,109,0.6061540872478101,0.00010972975256232308,0.9953864635156329
qwen,110,0.5907506834137825,0.00010694133336845169,0.9954934048490013
qwen,111,0.5677933095556902,0.00010278544791634331,0.9955961902969176
qwen,112,0.5627785401731753,0.00010187764342392634,0.9956980679403415
qwen,113,0.5603165131145115,0.00010143195209620544,0.9957994998924378
qwen,114,0.5249905343451363,9.503702547451843e-05,0.9958945369179123
qwen,115,0.5216704116263339,9.443599637634821e-05,0.9959889729142887
qwen,116,0.519786285942231,9.409492032083297e-05,0.9960830678346095
qwen,117,0.493752248031697,8.938207816036569e-05,0.9961724499127699
qwen,118,0.4860178479227379,8.798194933499143e-05,0.9962604318621049
qwen,119,0.47787463251397994,8.650781424184736e-05,0.9963469396763467
qwen,120,0.46643966604024756,8.443778606234894e-05,0.9964313774624091
qwen,121,0.4569359477704675,8.271736434763293e-05,0.9965140948267567
qwen,122,0.448191544337495,8.113439848929511e-05,0.996595229225246
qwen,123,0.4415894638333424,7.993924914466811e-05,0.9966751684743906
qwen,124,0.4329998301033393,7.838430065281888e-05,0.9967535527750434
qwen,125,0.4252813268366092,7.698704957190104e-05,0.9968305398246153
qwen,126,0.4165752043350067,7.541101356393536e-05,0.9969059508381792
qwen,127,0.4015357845955635,7.268848501647817e-05,0.9969786393231957
qwen,128,0.3955624851004877,7.160716148940055e-05,0.9970502464846851
qwen,129,0.3865519004652669,6.997600986761757e-05,0.9971202224945527
qwen,130,0.38272935681733833,6.928402943315354e-05,0.9971895065239859
qwen,131,0.3724545081946627,6.742401294444084e-05,0.9972569305369303
qwen,132,0.36173062721029287,6.548270984729349e-05,0.9973224132467776
qwen,133,0.3520603194757763,6.373213107989139e-05,0.9973861453778575
qwen,134,0.3505997395111923,6.346772788360348e-05,0.9974496131057411
qwen,135,0.34315614078956885,6.2120241719474e-05,0.9975117333474606
qwen,136,0.33797147242861164,6.118168106578174e-05,0.9975729150285264
qwen,137,0.32348037955596093,5.8558414030673004e-05,0.9976314734425571
qwen,138,0.31795143451624003,5.7557530288563994e-05,0.9976890309728457
qwen,139,0.3114947352677053,5.638869875576365e-05,0.9977454196716015
qwen,140,0.3073046629708666,5.5630186017793136e-05,0.9978010498576193
qwen,141,0.2997001342115545,5.4253567305377775e-05,0.9978553034249247
qwen,142,0.28841878432339635,5.221134774794286e-05,0.9979075147726726
qwen,143,0.28599916221702465,5.177333282630471e-05,0.9979592881054989
qwen,144,0.278529032284676,5.042104381872452e-05,0.9980097091493176
qwen,145,0.27404334443861306,4.960901693022302e-05,0.9980593181662478
qwen,146,0.2720405504723137,4.9246458810136465e-05,0.9981085646250579
qwen,147,0.2625215589889019,4.752327224406022e-05,0.998156087897302
qwen,148,0.2542218852972037,4.602081410726349e-05,0.9982021087114094
qwen,149,0.24827076959137281,4.4943506426578644e-05,0.9982470522178359
qwen,150,0.24729151918688708,4.476623647683921e-05,0.9982918184543128
qwen,151,0.242882520847674,4.396809239600625e-05,0.9983357865467088
qwen,152,0.23861163723322565,4.3194950694753797e-05,0.9983789814974036
qwen,153,0.23481393946997406,4.2507468015621556e-05,0.9984214889654192
qwen,154,0.2326871654810973,4.212246626694899e-05,0.9984636114316862
qwen,155,0.2285957506021136,4.138181310342895e-05,0.9985049932447896
qwen,156,0.22062465003801407,3.9938835301333476e-05,0.9985449320800909
qwen,157,0.21333552624341262,3.861931314153194e-05,0.9985835513932324
qwen,158,0.20909845479930755,3.785229232796039e-05,0.9986214036855604
qwen,159,0.20255959476016075,3.666858754194959e-05,0.9986580722731023
qwen,160,0.19785696879754697,3.58172891771828e-05,0.9986938895622796
qwen,161,0.1959246230224153,3.5467484023294e-05,0.9987293570463028
qwen,162,0.1928637298005824,3.491338224799061e-05,0.9987642704285509
qwen,163,0.18751616762811843,3.394533355156036e-05,0.9987982157621025
qwen,164,0.18379632435301507,3.3271944572198684e-05,0.9988314877066746
qwen,165,0.17787795016612112,3.220056396327174e-05,0.9988636882706379
qwen,166,0.17661215725753737,3.1971422321606535e-05,0.9988956596929595
qwen,167,0.17501676295121504,3.1682614201435404e-05,0.9989273423071608
qwen,168,0.17213869956304198,3.116160941059614e-05,0.9989585039165715
qwen,169,0.1683571256988272,3.047704557914449e-05,0.9989889809621506
qwen,170,0.16423031930778711,2.9729985625762846e-05,0.9990187109477764
qwen,171,0.159170820196877,2.8814083881950155e-05,0.9990475250316584
qwen,172,0.1545274880460129,2.7973519248801526e-05,0.9990754985509072
qwen,173,0.14948744193064406,2.7061139006257646e-05,0.9991025596899135
qwen,174,0.1475463055543827,2.6709742523518424e-05,0.999129269432437
qwen,175,0.1433000525234861,2.5941059602459755e-05,0.9991552104920394
qwen,176,0.14077352651171882,2.5483692276319535e-05,0.9991806941843157
qwen,177,0.1390006031708308,2.5162746755039766e-05,0.9992058569310707
qwen,178,0.13503565520098823,2.4444987411654457e-05,0.9992303019184823
qwen,179,0.13287883421344301,2.4054546369906922e-05,0.9992543564648522
qwen,180,0.12809467080669115,2.3188487593954157e-05,0.9992775449524461
qwen,181,0.12748497482045856,2.3078116664985742e-05,0.9993006230691112
qwen,182,0.12670738588728506,2.2937352718940705e-05,0.9993235604218301
qwen,183,0.1242861459274332,2.2499044923484176e-05,0.9993460594667536
qwen,184,0.12097285902719422,2.189925328736414e-05,0.9993679587200409
qwen,185,0.11934446729928196,2.1604471770358058e-05,0.9993895631918113
qwen,186,0.11551732325048794,2.0911658542947042e-05,0.9994104748503542
qwen,187,0.11422019272336903,2.067684397223607e-05,0.9994311516943264
qwen,188,0.11120979893481026,2.0131883915901977e-05,0.9994512835782423
qwen,189,0.1061272519977378,1.9211809912403012e-05,0.9994704953881547
qwen,190,0.10177830921372855,1.8424537458687884e-05,0.9994889199256134
qwen,191,0.09962653307207842,1.803500966606863e-05,0.9995069549352794
qwen,192,0.09862880533024451,1.785439483472585e-05,0.9995248093301141
qwen,193,0.09664048295651219,1.7494456451608782e-05,0.9995423037865657
qwen,194,0.09474893814800082,1.715203734042057e-05,0.9995594558239062
qwen,195,0.09321533202811418,1.6874414498962387e-05,0.9995763302384051
qwen,196,0.08907036614100126,1.6124067201565998e-05,0.9995924543056066
qwen,197,0.08665323674559339,1.5686503525845387e-05,0.9996081408091324
qwen,198,0.08320930055990443,1.5063060950027887e-05,0.9996232038700824
qwen,199,0.08288298459901175,1.5003989221569423e-05,0.999638207859304
qwen,200,0.08029771403163634,1.4535987593546441e-05,0.9996527438468976
qwen,201,0.07904628066743699,1.4309445405197408e-05,0.9996670532923028
qwen,202,0.07827913265407431,1.4170571538872143e-05,0.9996812238638416
qwen,203,0.07583432904058722,1.3727998105457781e-05,0.9996949518619471
qwen,204,0.07540978045746158,1.3651143701673128e-05,0.9997086030056488
qwen,205,0.07367750222382656,1.3337556008469703e-05,0.9997219405616573
qwen,206,0.0715523009414295,1.2952838960826956e-05,0.9997348934006182
qwen,207,0.07028352658390201,1.27231575988798e-05,0.9997476165582171
qwen,208,0.06782670227577772,1.227840810516012e-05,0.9997598949663222
qwen,209,0.06518111663591895,1.1799487870600262e-05,0.9997716944541928
qwen,210,0.06461333339296074,1.16967042450015e-05,0.9997833911584378
qwen,211,0.06353697039353773,1.1501854374186984e-05,0.999794893012812
qwen,212,0.06211821678487234,1.1245022842896638e-05,0.9998061380356549
qwen,213,0.060481993163003074,1.0948823548127318e-05,0.999817086859203
qwen,214,0.05879459382405248,1.0643360109321568e-05,0.9998277302193124
qwen,215,0.05642999494292014,1.0215305831383951e-05,0.9998379455251437
qwen,216,0.05478308695040621,9.917172385922936e-06,0.9998478626975297
qwen,217,0.05355878997200722,9.69554259355036e-06,0.9998575582401232
qwen,218,0.05206586966007585,9.425284948060751e-06,0.9998669835250713
qwen,219,0.050698888863854735,9.177825650693236e-06,0.999876161350722
qwen,220,0.04827525943891468,8.739085299524553e-06,0.9998849004360215
qwen,221,0.04780796080657877,8.654492018083941e-06,0.9998935549280396
qwen,222,0.04683997382566162,8.47926104276897e-06,0.9999020341890823
qwen,223,0.0438279317120003,7.934002596455413e-06,0.9999099681916788
qwen,224,0.04246187675728764,7.68671090062977e-06,0.9999176549025794
qwen,225,0.04165005648448956,7.539750186294451e-06,0.9999251946527657
qwen,226,0.038681966902387135,7.002448298410358e-06,0.9999321971010642
qwen,227,0.038205316072984254,6.916162024557978e-06,0.9999391132630887
qwen,228,0.0363555112138212,6.581298936516863e-06,0.9999456945620252
qwen,229,0.03548777144168516,6.424215329414092e-06,0.9999521187773546
qwen,230,0.03376448040412665,6.1122545538912545e-06,0.9999582310319085
qwen,231,0.032163478339621326,5.822431282736578e-06,0.9999640534631913
qwen,232,0.03050948603706296,5.523015391764423e-06,0.9999695764785831
qwen,233,0.02918692324524101,5.283596915591668e-06,0.9999748600754986
qwen,234,0.027344669673806492,4.950100808243105e-06,0.9999798101763069
qwen,235,0.025165290152279775,4.555576081498578e-06,0.9999843657523884
qwen,236,0.024311281621509386,4.400978188423187e-06,0.9999887667305768
qwen,237,0.023150809285836224,4.190902326645193e-06,0.9999929576329034
qwen,238,0.021701304844402348,3.928504089888764e-06,0.9999968861369933
qwen,239,0.017201176022225397,3.1138630067970015e-06,1.0000000000000002
llama,1,4.143762938056855,0.2891878189182564,0.2891878189182564
llama,2,2.040518661041062,0.14240513993427903,0.43159295885253546
llama,3,1.4867891096756665,0.10376107568068195,0.5353540345332174
llama,4,1.0053759822086696,0.07016388047142087,0.6055179150046383
llama,5,0.6690471665982375,0.04669193043960976,0.652209845444248
llama,6,0.47300315833483386,0.03301027441604588,0.6852201198602939
llama,7,0.43721481928963446,0.03051265284215306,0.715732772702447
llama,8,0.3316300331575015,0.02314402812376596,0.7388768008262129
llama,9,0.267991201139696,0.01870275691572612,0.757579557741939
llama,10,0.23735685048930824,0.01656482547973596,0.7741443832216749
llama,11,0.18238085837233503,0.012728122586536666,0.7868725058082116
llama,12,0.15648590659968825,0.010920947625983357,0.7977934534341949
llama,13,0.15034374864301756,0.010492294421277118,0.808285747855472
llama,14,0.13647782123514657,0.009524609405434625,0.8178103572609067
llama,15,0.12369561022479666,0.008632555545623474,0.8264429128065301
llama,16,0.11732878365086198,0.008188223010710084,0.8346311358172402
llama,17,0.10659106898973371,0.007438851888511087,0.8420699877057514
llama,18,0.10449622350405309,0.0072926553502364305,0.8493626430559877
llama,19,0.0916298353962578,0.006394726880420559,0.8557573699364083
llama,20,0.08451539586135627,0.005898219410596821,0.8616555893470051
llama,21,0.08255881501251207,0.0057616721812613955,0.8674172615282666
llama,22,0.07556795355823091,0.00527378906474525,0.8726910505930119
llama,23,0.07141528229448649,0.0049839795453788,0.8776750301383907
llama,24,0.06615380013511293,0.004616787557639254,0.8822918176960299
llama,25,0.060735961266312526,0.0042386836387761605,0.886530501334806
llama,26,0.056551405007998976,0.003946648907163376,0.8904771502419694
llama,27,0.05566626686005793,0.0038848762685566775,0.8943620265105261
llama,28,0.05237053200901374,0.003654871225422312,0.8980168977359484
llama,29,0.0510317569057861,0.003561439854489202,0.9015783375904376
llama,30,0.04881250062117947,0.003406560848580872,0.9049848984390184
llama,31,0.04476842689561457,0.0031243302099746113,0.908109228648993
llama,32,0.04153652816608292,0.002898780206625188,0.9110080088556182
llama,33,0.04097753384514374,0.002859768720959481,0.9138677775765777
llama,34,0.0392009172173618,0.0027357809602399706,0.9166035585368176
llama,35,0.03675942704184066,0.002565392540505612,0.9191689510773232
llama,36,0.03584734672739289,0.002501739643185884,0.9216706907205091
llama,37,0.0350340058054321,0.0024449776394769797,0.924115668359986
llama,38,0.031507483911849675,0.0021988662692037537,0.9263145346291898
llama,39,0.030408313301653722,0.0021221565837962492,0.928436691212986
llama,40,0.029517927743445794,0.0020600177352608625,0.9304967089482469
llama,41,0.027680876796783174,0.001931812342131833,0.9324285212903787
llama,42,0.027138628064920862,0.0018939695093195903,0.9343224907996983
llama,43,0.026539182610894593,0.0018521349917562833,0.9361746257914546
llama,44,0.024301998528443045,0.0016960048281841878,0.9378706306196388
llama,45,0.024002748842982626,0.001675120582356444,0.9395457512019952
llama,46,0.02340544637222669,0.0016334356208047114,0.9411791868228
llama,47,0.02263283585456835,0.0015795161389678249,0.9427587029617678
llama,48,0.022323430645097064,0.001557923152345162,0.9443166261141129
llama,49,0.02186587111409972,0.0015259906685683678,0.9458426167826813
llama,50,0.020711430139686713,0.0014454237364221678,0.9472880405191035
llama,51,0.01977011429732589,0.0013797305296835655,0.9486677710487871
llama,52,0.018928481415077542,0.0013209940669115375,0.9499887651156986
llama,53,0.018346986712038483,0.0012804123088819045,0.9512691774245805
llama,54,0.01745807638211952,0.0012183764146075768,0.952487553839188
llama,55,0.016872877341991263,0.0011775361357167417,0.9536650899749047
llama,56,0.01642353069600849,0.0011461768184892634,0.954811266793394
llama,57,0.015815083984461565,0.0011037141148861583,0.9559149809082802
llama,58,0.015318651040781743,0.0010690687062640959,0.9569840496145443
llama,59,0.015075490090099444,0.0010520988201907196,0.9580361484347351
llama,60,0.014699128770842285,0.0010258330538647595,0.9590619814885998
llama,61,0.01375735216090126,0.0009601076907568042,0.9600220891793566
llama,62,0.013478217745354867,0.0009406272634197285,0.9609627164427763
llama,63,0.013206730131572489,0.0009216804964191375,0.9618843969391955
llama,64,0.013000219650068406,0.0009072683988588631,0.9627916653380544
llama,65,0.012895251826955471,0.000899942831186099,0.9636916081692405
llama,66,0.012678867588795176,0.0008848416570076341,0.9645764498262481
llama,67,0.01236781001024223,0.0008631333536986849,0.9654395831799468
llama,68,0.011938623911578669,0.0008331810148130167,0.9662727641947598
llama,69,0.011851637203639959,0.0008271103257509945,0.9670998745205108
llama,70,0.011187481004999531,0.0007807597295955272,0.9678806342501064
llama,71,0.011022689812316149,0.0007692591668699499,0.9686498934169764
llama,72,0.010704568234820392,0.0007470578762744089,0.9693969512932508
llama,73,0.010466939890380028,0.0007304741035854024,0.9701274253968362
llama,74,0.01023661189809235,0.0007143998129656958,0.9708418252098019
llama,75,0.00984204318044199,0.000686863376017836,0.9715286885858198
llama,76,0.009714136296863003,0.0006779369211892729,0.972206625507009
llama,77,0.009265117310658755,0.0006466004709110183,0.97285322597792
llama,78,0.009086514251891773,0.0006341359960390139,0.973487361973959
llama,79,0.008981700874331328,0.0006268212069202197,0.9741141831808793
llama,80,0.008668665641495427,0.000604974885694413,0.9747191580665737
llama,81,0.008412064037003482,0.0005870669938957696,0.9753062250604695
llama,82,0.008260643729779225,0.0005764995678531376,0.9758827246283226
llama,83,0.008079423492953047,0.0005638524435328001,0.9764465770718554
llama,84,0.007908361910884525,0.0005519142784981227,0.9769984913503535
llama,85,0.0076550108853795104,0.0005342332403736648,0.9775327245907273
llama,86,0.007496775971810485,0.0005231902318290681,0.9780559148225564
llama,87,0.007344702769985744,0.0005125772411225497,0.9785684920636789
llama,88,0.007204180603816467,0.0005027703821512162,0.9790712624458301
llama,89,0.006964642937443153,0.00048605336037106796,0.9795573158062012
llama,90,0.006606468600697252,0.00046105683986919486,0.9800183726460704
llama,91,0.00648430803063222,0.0004525314127771992,0.9804709040588476
llama,92,0.006368595861224562,0.0004444560111691641,0.9809153600700168
llama,93,0.00619673011188649,0.00043246172434803254,0.9813478217943649
llama,94,0.006088937560550502,0.00042493902257129763,0.9817727608169362
llama,95,0.006021105241482484,0.0004202050933633092,0.9821929659102995
llama,96,0.00588607407509742,0.00041078144411584613,0.9826037473544154
llama,97,0.0056665069790433065,0.00039545814243008905,0.9829992054968455
llama,98,0.005581343205922072,0.00038951467361492365,0.9833887201704604
llama,99,0.005291177109505939,0.00036926435963678976,0.9837579845300972
llama,100,0.0052178865395552795,0.00036414950620812183,0.9841221340363053
llama,101,0.0051089917132069755,0.00035654987809379836,0.9844786839143991
llama,102,0.004931584913877328,0.00034416888861000627,0.9848228528030091
llama,103,0.004841302607767773,0.0003378682040435827,0.9851607210070527
llama,104,0.004767833254672925,0.0003327408735721158,0.9854934618806248
llama,105,0.004635078789362176,0.00032347611232762296,0.9858169379929524
llama,106,0.004543502511752102,0.0003170851231753505,0.9861340231161277
llama,107,0.004475651947575412,0.00031234992066498887,0.9864463730367927
llama,108,0.004338817189866838,0.00030280040112792134,0.9867491734379207
llama,109,0.004292029718246711,0.0002995351644160767,0.9870487086023367
llama,110,0.004204702268837366,0.0002934406954505751,0.9873421492977873
llama,111,0.004139842310121115,0.00028891420340055544,0.9876310635011879
llama,112,0.004105692082617659,0.0002865309034978062,0.9879175944046857
llama,113,0.003988658640048837,0.0002783632919565814,0.9881959576966424
llama,114,0.00381390700745409,0.00026616760310132625,0.9884621252997436
llama,115,0.0037952899634566516,0.00026486834384619883,0.9887269936435898
llama,116,0.0037072843141980963,0.000258726544196458,0.9889857201877863
llama,117,0.00361962087139114,0.00025260862668931,0.9892383288144756
llama,118,0.0036073842851553086,0.0002517546512719314,0.9894900834657475
llama,119,0.003432566757242993,0.00023955436366828025,0.9897296378294158
llama,120,0.0033567422306744407,0.0002342626687072863,0.9899639004981231
llama,121,0.0032783252523326412,0.00022879004991325382,0.9901926905480364
llama,122,0.003233224855155316,0.00022564255192965204,0.9904183330999661
llama,123,0.0031362901314975693,0.00021887760380615416,0.9906372107037722
llama,124,0.003122705476235148,0.0002179295484070347,0.9908551402521792
llama,125,0.003046240231035278,0.00021259313852718537,0.9910677333907064
llama,126,0.0030225612340635424,0.00021094061216629287,0.9912786740028727
llama,127,0.0029712311682170093,0.00020735835371932433,0.991486032356592
llama,128,0.0029335299875060186,0.0002047272374167187,0.9916907595940088
llama,129,0.002847225152477884,0.00019870413537710494,0.9918894637293859
llama,130,0.0027030002168841887,0.00018863886494985288,0.9920781025943358
llama,131,0.002670711615342847,0.00018638548549855638,0.9922644880798344
llama,132,0.0026152585867587974,0.00018251549085157665,0.9924470035706859
llama,133,0.0025383567878890694,0.00017714861445964296,0.9926241521851455
llama,134,0.0025214033877513434,0.0001759654587428788,0.9928001176438884
llama,135,0.002502762903929344,0.00017466456365292156,0.9929747822075413
llama,136,0.0024089351392257933,0.0001681164461485647,0.9931428986536899
llama,137,0.0024024227231418927,0.00016766195311135576,0.9933105606068012
llama,138,0.0023506331705720426,0.00016404762768436825,0.9934746082344856
llama,139,0.0022643105514295113,0.00015802328451457144,0.9936326315190002
llama,140,0.002220572554142121,0.00015497086664499992,0.9937876023856451
llama,141,0.0021676995147591727,0.00015128092608437894,0.9939388833117295
llama,142,0.0021368555181876135,0.00014912836373257748,0.9940880116754621
llama,143,0.0020941992497754305,0.0001461514383124434,0.9942341631137745
llama,144,0.002082485169034902,0.00014533392787310966,0.9943794970416476
llama,145,0.0020504412743118632,0.00014309762619197456,0.9945225946678397
llama,146,0.0019904890053647566,0.00013891363541953318,0.9946615083032592
llama,147,0.0019286632339361482,0.0001345988953488181,0.994796107198608
llama,148,0.0018829870466174042,0.00013141121372111297,0.9949275184123291
llama,149,0.0018647257774557706,0.00013013678352844166,0.9950576551958575
llama,150,0.0018241681934682969,0.00012730632256113749,0.9951849615184186
llama,151,0.0018010503389097872,0.0001256929575984739,0.9953106544760171
llama,152,0.0017527935115431374,0.00012232517646265913,0.9954329796524798
llama,153,0.0017313715221004915,0.00012083016371786303,0.9955538098161977
llama,154,0.001688417785233442,0.00011783247836166463,0.9956716422945593
llama,155,0.0016464771472823705,0.00011490549585942761,0.9957865477904188
llama,156,0.0016313887760867648,0.00011385249808365901,0.9959004002885025
llama,157,0.0015726678043262745,0.00010975443793832168,0.9960101547264408
llama,158,0.0014941159927704406,0.0001042724093098785,0.9961144271357507
llama,159,0.0014779082601159574,0.00010314129275566797,0.9962175684285064
llama,160,0.0014571002365833144,0.00010168912789214743,0.9963192575563985
llama,161,0.0014253602278174776,9.9474034016207e-05,0.9964187315904147
llama,162,0.0014025972347833074,9.788543437718178e-05,0.9965166170247919
llama,163,0.0013698159048221258,9.559766805115754e-05,0.996612214692843
llama,164,0.001347528138591817,9.404223387187376e-05,0.9967062569267149
llama,165,0.0012988044030419104,9.064186782201599e-05,0.9967968987945369
llama,166,0.0012803813768647568,8.935614881789185e-05,0.9968862549433548
llama,167,0.0012674696347810598,8.845505515316344e-05,0.996974709998508
llama,168,0.0012259591711946897,8.555809395961184e-05,0.9970602680924676
llama,169,0.0011953924822572632,8.342488454645166e-05,0.9971436929770141
llama,170,0.0011792139124771066,8.229580323126083e-05,0.9972259887802454
llama,171,0.00114485216549911,7.989774165985066e-05,0.9973058865219052
llama,172,0.0011360882190714922,7.928611725217937e-05,0.9973851726391574
llama,173,0.0011102795236143273,7.748496200754973e-05,0.9974626576011649
llama,174,0.0010920352329400371,7.621171672139861e-05,0.9975388693178864
