model,model_label,opaque_role_id,role,display_aligned_x,display_aligned_y,display_aligned_z
qwen,Qwen 3 32B,R057,crystalline,-0.344221205157,-2.04924977774,0.543142346315
qwen,Qwen 3 32B,R058,curator,0.671689025502,-0.409381564118,-0.293750695746
qwen,Qwen 3 32B,R059,cyborg,0.556718584358,-0.473721303555,0.641473564371
qwen,Qwen 3 32B,R060,cynic,-0.712969601597,1.89577145661,2.3040742745
qwen,Qwen 3 32B,R061,daredevil,-0.994046776542,2.03711337306,1.67959291118
qwen,Qwen 3 32B,R062,debugger,1.26017625216,0.0196733524156,0.690138851192
qwen,Qwen 3 32B,R063,demon,-1.72974070006,-0.534371413016,1.90003577311
qwen,Qwen 3 32B,R064,designer,0.886058008497,-0.117658983365,-0.328725115553
qwen,Qwen 3 32B,R065,destroyer,-0.103855827512,-0.149222864608,1.48106750424
qwen,Qwen 3 32B,R066,detective,0.713060612149,-0.105315522995,0.739250136579
qwen,Qwen 3 32B,R067,devils_advocate,0.217130574285,0.356695375607,1.3628343428
qwen,Qwen 3 32B,R068,dilettante,-0.111582654335,0.838288255927,0.0957120113169
qwen,Qwen 3 32B,R069,dispatcher,1.24951385247,-0.140127733773,0.325922823884
qwen,Qwen 3 32B,R070,divorcee,-0.225287678604,1.47874608809,-1.6446357568
qwen,Qwen 3 32B,R071,doctor,1.15834201321,-0.0021110025145,-0.7281564025
qwen,Qwen 3 32B,R072,dreamer,-1.51747681268,-1.06577732932,-0.488578179975
qwen,Qwen 3 32B,R073,echo,-1.6616949779,-1.55314680627,0.0131850521032
qwen,Qwen 3 32B,R074,economist,1.41853428865,-0.488585905559,1.05864242265
qwen,Qwen 3 32B,R075,ecosystem,0.415594370136,-0.7173901738,-0.974736899789
qwen,Qwen 3 32B,R076,editor,1.15303709564,-0.0984736834985,-0.323570957898
qwen,Qwen 3 32B,R077,egregore,-0.793899160956,-1.46989935438,0.319382484839
qwen,Qwen 3 32B,R078,elder,-1.18920941654,-0.229548052964,-1.31290183609
qwen,Qwen 3 32B,R079,eldritch,-1.7557699122,-1.83846426328,0.999734287143
qwen,Qwen 3 32B,R080,emissary,0.750102646838,-0.547461063386,-0.711216771361
qwen,Qwen 3 32B,R081,empath,-0.520592463777,0.180331630458,-2.34022469397
qwen,Qwen 3 32B,R082,engineer,1.35005685959,-0.334483574504,0.737790791637
qwen,Qwen 3 32B,R083,entrepreneur,0.688803473097,0.758190180619,0.42156778647
qwen,Qwen 3 32B,R084,evaluator,1.50162835755,-0.478468850727,0.463889109983
qwen,Qwen 3 32B,R085,evangelist,-0.637523613194,0.264232370216,-0.140516535885
qwen,Qwen 3 32B,R086,examiner,1.51948863701,-0.635008018333,0.670381258224
qwen,Qwen 3 32B,R087,exile,-1.56301785638,-0.217545727627,-0.490945269095
qwen,Qwen 3 32B,R088,expatriate,0.487219262873,0.659764991122,-0.673233429784
qwen,Qwen 3 32B,R089,facilitator,1.08121625772,0.233373450168,-1.01931171089
qwen,Qwen 3 32B,R090,familiar,-1.36461753674,-1.31462707857,-0.108056050106
qwen,Qwen 3 32B,R091,fixer,-0.419294792578,0.792134040917,1.63855470698
qwen,Qwen 3 32B,R092,flaneur,-0.949753200647,-0.386765747181,0.584126963132
qwen,Qwen 3 32B,R093,fool,-1.24585749409,2.23147659259,0.477260482251
qwen,Qwen 3 32B,R094,forecaster,1.2884581505,-0.396066967848,0.66187403619
qwen,Qwen 3 32B,R095,futurist,1.07169009544,-0.492574977637,0.623361752763
qwen,Qwen 3 32B,R096,gamer,-0.05047694135,1.1618076602,1.53795463913
qwen,Qwen 3 32B,R097,generalist,1.14775473798,-0.298748469324,0.184717384838
qwen,Qwen 3 32B,R098,genie,-1.26147101058,0.0720799060025,1.41964297664
qwen,Qwen 3 32B,R099,geographer,1.22491370821,-0.828597325267,0.216677293844
qwen,Qwen 3 32B,R100,ghost,-1.76228732001,-0.979600583047,0.0361660609058
qwen,Qwen 3 32B,R101,golem,-1.55586178392,-1.33826523385,-0.187025030971
qwen,Qwen 3 32B,R102,gossip,-0.822488590314,2.6644794303,1.81527498552
qwen,Qwen 3 32B,R103,grader,1.42254505553,-0.287996734604,0.119776766229
qwen,Qwen 3 32B,R104,graduate,0.303086859866,1.60156063657,-0.914239355499
qwen,Qwen 3 32B,R105,grandparent,-1.00946000969,1.60175793021,-1.91421809221
qwen,Qwen 3 32B,R106,guardian,0.185038770579,-0.319497457834,-0.825829726691
qwen,Qwen 3 32B,R107,guide,0.447699523492,0.100678462243,-0.592921887274
qwen,Qwen 3 32B,R108,guru,-1.16617914281,-1.15695288392,-1.11941037332
qwen,Qwen 3 32B,R109,hacker,-0.0854036728358,0.66559529948,2.30929298424
qwen,Qwen 3 32B,R110,healer,-0.0586474028402,-0.538326072846,-2.18112602194
qwen,Qwen 3 32B,R111,hedonist,-0.594188975152,0.585564099323,0.682538225346
qwen,Qwen 3 32B,R112,hermit,-1.61904022282,-1.08201790488,-0.740117180987
qwen,Qwen 3 32B,R113,historian,0.961012829045,-0.880876334649,0.589606143176
qwen,Qwen 3 32B,R114,hive,0.0809263624253,-1.521796797,0.299006620078
qwen,Qwen 3 32B,R115,hoarder,-0.870760324286,1.81969935486,0.267377202862
qwen,Qwen 3 32B,R116,homunculus,-1.13077269511,-1.33633192971,0.970382402091
qwen,Qwen 3 32B,R117,hybrid,0.302838554731,-0.26491743725,-0.725155846191
qwen,Qwen 3 32B,R118,idealist,-0.356209964234,-0.542799775421,-1.25861009862
qwen,Qwen 3 32B,R119,immigrant,-0.158731911957,0.644569691202,-1.82770716096
qwen,Qwen 3 32B,R120,improviser,-0.500236286957,1.60390795212,-0.0420890085343
qwen,Qwen 3 32B,R121,infant,-1.42849442374,2.08148011789,-1.23831352229
qwen,Qwen 3 32B,R122,influencer,0.107554443707,1.86273457233,-0.140434257953
qwen,Qwen 3 32B,R123,instructor,1.15067506985,0.154879344855,-0.276613452411
qwen,Qwen 3 32B,R124,interpreter,0.816230372558,-0.0205188027359,-0.37147486678
qwen,Qwen 3 32B,R125,interviewer,0.873339851301,0.347386238672,-0.537107881958
qwen,Qwen 3 32B,R126,jester,-1.37041596615,0.929676195331,1.9660538658
qwen,Qwen 3 32B,R127,journalist,1.01886432089,-0.125336566456,0.196088491767
qwen,Qwen 3 32B,R128,judge,1.14790827627,-0.725657690288,0.304360365942
qwen,Qwen 3 32B,R129,lawyer,1.4319278314,-0.552334811821,0.918671360858
qwen,Qwen 3 32B,R130,leviathan,-2.02961172556,-1.56009572893,0.790325342215
qwen,Qwen 3 32B,R131,librarian,1.10313900626,-0.353241345456,0.0305396648389
qwen,Qwen 3 32B,R132,linguist,1.12999538118,-0.752470967672,0.477973083485
qwen,Qwen 3 32B,R133,loner,-0.594393576187,0.894920574322,-0.275595659411
qwen,Qwen 3 32B,R134,luddite,-0.973867104036,0.396464808633,0.614779840613
qwen,Qwen 3 32B,R135,marketer,1.13509211265,0.299496154281,0.227902436249
qwen,Qwen 3 32B,R136,martyr,-1.06279456785,-1.01789757589,-0.65038906239
qwen,Qwen 3 32B,R137,mathematician,1.06433887107,-0.675679131817,1.01416537276
qwen,Qwen 3 32B,R138,maverick,-0.350997905151,0.936424533252,1.62484872837
qwen,Qwen 3 32B,R139,mechanic,0.38638221606,1.02980323379,0.391016498369
qwen,Qwen 3 32B,R140,mediator,0.950419849822,0.00996599678935,-1.04607355074
qwen,Qwen 3 32B,R141,mentor,0.870150321979,0.379119911149,-0.596276437608
qwen,Qwen 3 32B,R142,merchant,-0.067531597505,-0.371628887247,0.186134394916
qwen,Qwen 3 32B,R143,minimalist,-0.102022424904,0.428561147152,-1.39393160881
qwen,Qwen 3 32B,R144,moderator,1.04750182767,0.194973312562,-0.915663980249
qwen,Qwen 3 32B,R145,musician,-0.454129292809,0.134491581647,-1.01904780098
qwen,Qwen 3 32B,R146,mycorrhizal,-1.04647521624,-1.24068033014,-0.597354049948
qwen,Qwen 3 32B,R147,mystic,-1.40445868879,-1.68386111399,-1.20338491267
qwen,Qwen 3 32B,R148,narcissist,-0.73255074888,1.61451985931,1.6229945334
qwen,Qwen 3 32B,R149,narrator,-1.12678295208,-0.381437164073,-0.151073903478
qwen,Qwen 3 32B,R150,naturalist,0.286932216409,-0.734779165377,-0.619609487541
qwen,Qwen 3 32B,R151,navigator,0.463536299683,-0.122761051815,-0.17762272106
qwen,Qwen 3 32B,R152,negotiator,1.03991448728,-0.0657650364001,-0.360914682909
qwen,Qwen 3 32B,R153,networker,0.731705572121,0.543527313858,-0.953164876455
qwen,Qwen 3 32B,R154,newlywed,-0.115902756056,1.67677268253,-1.90324456544
qwen,Qwen 3 32B,R155,nomad,-0.513783789402,0.425880851646,-0.599843255395
qwen,Qwen 3 32B,R156,novelist,-0.516541793478,-0.375459879798,0.184877985873
qwen,Qwen 3 32B,R157,nutritionist,1.17004754452,0.094822354346,-0.764442283069
qwen,Qwen 3 32B,R158,observer,1.13537473001,-0.577673236316,0.109940427597
qwen,Qwen 3 32B,R159,optimist,0.00771082242657,1.03411865183,-1.98587962428
qwen,Qwen 3 32B,R160,oracle,-1.52223638333,-1.60877645675,-0.162572924968
qwen,Qwen 3 32B,R161,organizer,1.25128840281,-0.0955781483245,0.00806578114428
qwen,Qwen 3 32B,R162,orphan,-0.780609802675,1.70161877828,-1.19171348664
qwen,Qwen 3 32B,R163,pacifist,0.420683824994,-0.576461344156,-1.80968522101
qwen,Qwen 3 32B,R164,paramedic,0.868239371036,0.326144814339,-0.370448797035
qwen,Qwen 3 32B,R165,parasite,-0.610223531327,-0.612695536891,1.46077351886
qwen,Qwen 3 32B,R166,parent,0.235513939633,1.33043983073,-1.82164680956
qwen,Qwen 3 32B,R167,patient,0.0137183657033,1.35916039033,-1.73554669048
qwen,Qwen 3 32B,R168,peacekeeper,0.809731352681,-0.122939061277,-1.20084903113
qwen,Qwen 3 32B,R169,perfectionist,0.664719628687,-0.45945354153,0.755922991378
qwen,Qwen 3 32B,R170,pharmacist,1.26148392721,-0.197498648358,-0.241754897774
qwen,Qwen 3 32B,R171,philosopher,0.177212785438,-1.44091476133,0.251180439044
qwen,Qwen 3 32B,R172,photographer,-0.29935658355,0.221473394556,-0.767408761346
qwen,Qwen 3 32B,R173,physicist,0.971201183391,-0.804551639931,0.728493187234
qwen,Qwen 3 32B,R174,pilgrim,-1.35689619683,-1.32720754372,-1.77736657018
qwen,Qwen 3 32B,R175,pilot,0.885300518555,0.0927390538996,0.263705821705
qwen,Qwen 3 32B,R176,pirate,-1.75366527305,0.943966530339,1.56596421806
qwen,Qwen 3 32B,R177,planner,1.42746458206,-0.140371213834,0.230096560942
qwen,Qwen 3 32B,R178,playwright,-0.326981287658,0.213531417574,0.273150503844
qwen,Qwen 3 32B,R179,podcaster,0.0281314255402,0.982947689387,-0.57941712696
qwen,Qwen 3 32B,R180,poet,-1.97174482646,-0.684509419154,-0.229835292867
qwen,Qwen 3 32B,R181,polymath,0.989873693417,-0.639328991651,0.464102618336
qwen,Qwen 3 32B,R182,pragmatist,0.961025679487,0.610643061453,0.401994198157
qwen,Qwen 3 32B,R183,predator,-0.90117080016,-0.42517792893,1.05602753931
qwen,Qwen 3 32B,R184,presenter,0.652848640649,0.608037522473,-0.613413227107
qwen,Qwen 3 32B,R185,prey,-1.40055854477,0.0607767154496,-0.02102223397
qwen,Qwen 3 32B,R186,prisoner,-0.746177139904,1.80587245979,-0.00886351549065
qwen,Qwen 3 32B,R187,procrastinator,-0.550993469052,3.23481608515,1.06512190969
qwen,Qwen 3 32B,R188,prodigy,0.251040469411,-0.272186481877,0.483565132773
qwen,Qwen 3 32B,R189,producer,1.01633252254,0.200395665092,0.0397099271702
qwen,Qwen 3 32B,R190,programmer,1.05931584405,0.0900604106133,0.822844570393
qwen,Qwen 3 32B,R191,proofreader,1.08840474233,0.0741488653568,0.0376037114936
qwen,Qwen 3 32B,R192,prophet,-1.79107002157,-1.52305142438,0.125051789257
qwen,Qwen 3 32B,R193,provincial,-0.736130394771,1.10257544045,-1.21269623584
qwen,Qwen 3 32B,R194,provocateur,-0.792415693943,1.04853087235,2.19105680235
qwen,Qwen 3 32B,R195,psychologist,1.16546236346,-0.291171878069,-0.280042295605
qwen,Qwen 3 32B,R196,publisher,1.1306467206,-0.237621986912,0.0626779318855
qwen,Qwen 3 32B,R197,purist,0.0901422021904,-1.38424596464,0.651427763319
qwen,Qwen 3 32B,R198,realist,0.751957035067,0.485908985528,0.6988512474
qwen,Qwen 3 32B,R199,rebel,-0.808292639789,1.11293071803,1.77346513737
qwen,Qwen 3 32B,R200,recruiter,1.09176038519,0.366326041055,-0.266723278249
qwen,Qwen 3 32B,R201,refugee,-0.443951413675,0.751850946366,-1.81367677617
qwen,Qwen 3 32B,R202,reporter,0.92307949449,0.0634133291629,0.0653580665284
qwen,Qwen 3 32B,R203,researcher,1.42831749835,-0.517644508817,0.482916113688
qwen,Qwen 3 32B,R204,retiree,-0.128278066068,1.23809833672,-1.13387223145
qwen,Qwen 3 32B,R205,revenant,-1.81603067949,-0.933334571638,0.447887693336
qwen,Qwen 3 32B,R206,reviewer,1.42331034382,-0.463930539314,0.286873590655
qwen,Qwen 3 32B,R207,revolutionary,-0.38349162159,-0.266588501533,1.14549069183
qwen,Qwen 3 32B,R208,robot,1.25010290802,-0.750220086353,1.57153382113
qwen,Qwen 3 32B,R209,rogue,-0.887190278109,0.960044289792,1.92021448958
qwen,Qwen 3 32B,R210,romantic,-1.19482354733,-0.12532389972,-1.9575200391
qwen,Qwen 3 32B,R211,saboteur,0.19773216127,-0.0361032216335,2.2083211376
qwen,Qwen 3 32B,R212,sage,-1.02234601039,-1.4065283387,-1.12918064637
qwen,Qwen 3 32B,R213,scheduler,1.24302910265,0.124627086819,0.0730072773655
qwen,Qwen 3 32B,R214,scholar,1.21462415148,-0.979971668292,0.541720275823
qwen,Qwen 3 32B,R215,scientist,1.380685964,-0.542024140807,0.617727674098
qwen,Qwen 3 32B,R216,scout,0.349265463205,-0.180484258356,0.50007810728
qwen,Qwen 3 32B,R217,screener,1.43198370992,-0.111593799011,0.243034068872
qwen,Qwen 3 32B,R218,secretary,1.35740084252,-0.158327273688,-0.0684966324428
qwen,Qwen 3 32B,R219,shaman,-1.39626443687,-1.49917040097,-1.76358070383
qwen,Qwen 3 32B,R220,shapeshifter,-0.887521435476,-0.336460262487,-0.212196330968
qwen,Qwen 3 32B,R221,simulacrum,-0.712253556233,-0.908210887607,1.08376057791
qwen,Qwen 3 32B,R222,skeptic,1.0920057999,-0.314034392761,1.18512361563
qwen,Qwen 3 32B,R223,smuggler,-0.860746984488,1.57364341826,1.78272866402
qwen,Qwen 3 32B,R224,sociologist,1.29717593188,-0.670979299817,0.126890161301
qwen,Qwen 3 32B,R225,soldier,-0.0941449007712,0.497385530315,0.882853216168
qwen,Qwen 3 32B,R226,sommelier,-0.00516367022429,-0.247536495886,-0.316426003029
qwen,Qwen 3 32B,R227,specialist,1.28685813412,-0.450137655815,0.812240417706
qwen,Qwen 3 32B,R228,spirit,-1.49994931059,-1.54767688996,-1.14523191154
qwen,Qwen 3 32B,R229,spy,0.0240291992821,0.118063121613,2.04087754047
qwen,Qwen 3 32B,R230,statistician,1.4346342107,-0.382641024973,0.999142397225
qwen,Qwen 3 32B,R231,stoic,-0.542895527382,-1.36593728484,-0.203356975589
qwen,Qwen 3 32B,R232,strategist,1.29744991146,-0.350223879373,0.507361846696
qwen,Qwen 3 32B,R233,student,0.693319968831,1.08862015814,-1.10771663427
qwen,Qwen 3 32B,R234,summarizer,1.18529741382,-0.0454118894742,-0.422813632641
qwen,Qwen 3 32B,R235,supervisor,1.47870793515,-0.120560697765,-0.032084682615
qwen,Qwen 3 32B,R236,surfer,-1.12712953031,1.02108781282,-0.604200639979
qwen,Qwen 3 32B,R237,survivor,-0.776061398808,0.95669120024,-1.15424533537
qwen,Qwen 3 32B,R238,swarm,-0.175408424459,-1.42957002244,0.212135567025
qwen,Qwen 3 32B,R239,symbiont,0.221616379056,-0.538008044369,-0.630997915425
qwen,Qwen 3 32B,R240,synthesizer,0.850346130292,-0.380137862378,0.00392791989959
qwen,Qwen 3 32B,R241,teacher,0.945501864799,0.433839705303,-0.738883185974
qwen,Qwen 3 32B,R242,technologist,1.0288166919,-0.0824844852436,0.58745592854
qwen,Qwen 3 32B,R243,teenager,-0.44603273815,3.63740205227,-0.411133883793
qwen,Qwen 3 32B,R244,theorist,1.11930845863,-1.13930719743,0.845425755654
qwen,Qwen 3 32B,R245,therapist,0.435232159461,0.575545351235,-2.19305526496
qwen,Qwen 3 32B,R246,toddler,-1.20794078384,3.31342705695,-0.782750826186
qwen,Qwen 3 32B,R247,traditionalist,0.079419718867,-1.251824449,-0.424993162271
qwen,Qwen 3 32B,R248,trainer,1.12784074844,0.238811157853,-0.123906831948
qwen,Qwen 3 32B,R249,translator,0.775542448134,0.237677345909,0.0412610811918
qwen,Qwen 3 32B,R250,tree,-1.62418868066,-1.32708264561,-0.928742085123
qwen,Qwen 3 32B,R251,trickster,-1.16643319292,0.919229654063,1.32767389303
qwen,Qwen 3 32B,R252,tulpa,-0.306520092954,-0.0434426567516,-0.603214567256
qwen,Qwen 3 32B,R253,tutor,0.996470907506,0.420244125437,-0.480867870295
qwen,Qwen 3 32B,R254,validator,1.47565748269,-0.317257202184,0.658250058431
qwen,Qwen 3 32B,R255,vampire,-1.75543142836,-0.957537664988,1.37138055806
qwen,Qwen 3 32B,R256,vegan,0.513490570409,0.401101514737,-1.40912785266
qwen,Qwen 3 32B,R257,veteran,0.262082181348,0.916912161798,0.108780850057
qwen,Qwen 3 32B,R258,veterinarian,0.89493093487,0.03896955229,-0.746426007277
qwen,Qwen 3 32B,R259,vigilante,-0.623250829802,1.02375845881,1.51079662344
qwen,Qwen 3 32B,R260,virtuoso,-0.315470189382,-0.688540927418,0.145969290234
qwen,Qwen 3 32B,R261,virus,-0.353926530922,-0.601443174985,1.63017252174
qwen,Qwen 3 32B,R262,visionary,0.0352321847157,-0.371878543114,0.0963776331096
qwen,Qwen 3 32B,R263,void,-1.63272497316,-1.46120402455,0.739582353077
qwen,Qwen 3 32B,R264,wanderer,-1.38594106098,-0.240787321307,-0.643287693509
qwen,Qwen 3 32B,R265,warrior,-1.16375569058,-0.319412647983,0.611966263596
qwen,Qwen 3 32B,R266,whale,-1.36140178034,-1.12311833101,-0.6528952898
qwen,Qwen 3 32B,R267,widow,-0.955323085327,0.764046130497,-2.17958270057
qwen,Qwen 3 32B,R268,wind,-1.55921442306,-0.905120713912,-0.83040340708
qwen,Qwen 3 32B,R269,witch,-1.58346845577,-1.45939519088,-0.18993860301
qwen,Qwen 3 32B,R270,witness,0.307129815764,-0.298651065134,-0.228628492608
qwen,Qwen 3 32B,R271,workaholic,0.0854840814105,0.90151238253,1.52299143524
qwen,Qwen 3 32B,R272,wraith,-1.9635870249,-1.3432863021,0.45712241738
qwen,Qwen 3 32B,R273,writer,0.139797828334,-0.0994725892362,-0.420364140204
qwen,Qwen 3 32B,R274,zealot,-1.13042360128,-0.873626805648,1.66380660966
qwen,Qwen 3 32B,R275,zeitgeist,-0.292356004592,-0.348440666707,0.164963769537
llama,LLaMA 3.3 70B,R001,aberration,-1.18617033502,-1.07349502685,1.1710730753
llama,LLaMA 3.3 70B,R002,absurdist,-1.60813958898,-0.0658611342308,1.00786552833
llama,LLaMA 3.3 70B,R003,accountant,1.13168366628,0.0520105359127,0.319803381776
llama,LLaMA 3.3 70B,R004,activist,0.364403657255,0.43891054738,-1.43932498895
llama,LLaMA 3.3 70B,R005,actor,-0.868109046895,0.284333752299,-0.34278548716
llama,LLaMA 3.3 70B,R006,addict,-0.639093951982,1.71593943652,-1.09800691452
llama,LLaMA 3.3 70B,R007,adolescent,-0.569172763743,3.12945582936,-0.392255547084
llama,LLaMA 3.3 70B,R008,advocate,0.811822776396,-0.0408158806703,-0.752609948307
llama,LLaMA 3.3 70B,R009,alien,-0.36690288964,-1.42994249052,0.958092854425
llama,LLaMA 3.3 70B,R010,altruist,0.265467778626,0.0677044070411,-1.40107023381
llama,LLaMA 3.3 70B,R011,amateur,-0.184961956318,1.92268187315,-0.907931881791
llama,LLaMA 3.3 70B,R012,ambassador,0.896102344771,-0.293746898162,-0.209201696983
llama,LLaMA 3.3 70B,R013,amnesiac,-0.944987792836,0.927598733875,1.0765655718
llama,LLaMA 3.3 70B,R014,analyst,1.43191428289,-0.304841227101,0.710048962024
llama,LLaMA 3.3 70B,R015,anarchist,-0.621735514061,0.314069836413,-1.28770030539
llama,LLaMA 3.3 70B,R016,ancient,-1.08012919496,-1.54745660775,0.0576983531398
llama,LLaMA 3.3 70B,R017,angel,-0.783627993092,-1.32315433969,-0.906207314938
llama,LLaMA 3.3 70B,R018,anthropologist,0.87910487059,-0.43085458469,-0.231173168709
llama,LLaMA 3.3 70B,R019,archaeologist,0.30082643496,-0.370224326896,-0.139908857435
llama,LLaMA 3.3 70B,R020,architect,0.902516151698,-0.111974651419,-0.172329439386
llama,LLaMA 3.3 70B,R021,archivist,0.755219630333,-0.315807749402,-0.14141959386
llama,LLaMA 3.3 70B,R022,artisan,-0.567705750945,-0.196759828824,-1.06707413998
llama,LLaMA 3.3 70B,R023,ascetic,-2.08251231223,-1.18796333287,-0.904997051713
llama,LLaMA 3.3 70B,R024,assistant,1.24642996775,-0.0185657538239,0.17095573432
llama,LLaMA 3.3 70B,R025,auctioneer,-0.253002768862,0.8155433394,0.771225643852
llama,LLaMA 3.3 70B,R026,auditor,1.34304572227,-0.209393582307,0.536355737666
llama,LLaMA 3.3 70B,R027,avatar,-0.982224729524,-1.7979179209,-0.323790520612
llama,LLaMA 3.3 70B,R028,bard,-1.93434078811,-0.954941675989,0.0536653306086
llama,LLaMA 3.3 70B,R029,bartender,-0.300439139255,1.39140749936,-0.561169771973
llama,LLaMA 3.3 70B,R030,biologist,0.809950122316,-0.405641352696,0.290706759162
llama,LLaMA 3.3 70B,R031,blogger,0.157018631669,0.397568707059,-0.991191468099
llama,LLaMA 3.3 70B,R032,bohemian,-2.09803124492,0.421626210398,-1.88094761935
llama,LLaMA 3.3 70B,R033,builder,0.480802274437,0.373603644926,-0.521307489666
llama,LLaMA 3.3 70B,R034,caregiver,0.256100654186,0.411024637213,-1.37185238553
llama,LLaMA 3.3 70B,R035,cartographer,0.711137700377,-0.359955245625,0.0816729093195
llama,LLaMA 3.3 70B,R036,caveman,-1.77467931245,2.13744945182,5.33176424913
llama,LLaMA 3.3 70B,R037,celebrity,-0.233844119262,1.43527812537,-1.43684280116
llama,LLaMA 3.3 70B,R038,chameleon,-0.0982613262883,0.301906091579,-0.186470861353
llama,LLaMA 3.3 70B,R039,chef,-0.00171948695711,0.629579025388,-0.516940901054
